time,exact_dirichlet_energy,small_q_dirichlet_energy,exact_chern_solid_angle,small_q_chern_solid_angle,exact_chern_mesh_integral,small_q_chern_mesh_integral,exact_centered_dirichlet_energy,small_q_centered_dirichlet_energy,exact_centered_chern_mesh_integral,small_q_centered_chern_mesh_integral,exact_opposite_curvature_fraction,small_q_opposite_curvature_fraction,exact_max_norm_error,small_q_max_norm_error
0.76,4.904741682948009,5.467139392357028,1.0,1.0,1.0,1.0,4.8990097985954595,5.4609277124575915,0.9989797311038855,0.9987544311668088,0.4034505306574116,0.38956792917861277,2.220446049250313e-16,2.220446049250313e-16
0.8,4.861406691609823,5.459369898068492,1.0000000000000002,1.0000000000000002,0.9999999999999999,1.0,4.8557549148197,5.453211384775479,0.9989946665042573,0.9987639877576421,0.4030481364116493,0.3889643378099693,2.220446049250313e-16,2.220446049250313e-16
0.84,4.817869422003698,5.451730221413078,1.0,1.0,1.0,1.0,4.812292977552047,5.445623033928131,0.9990080753780618,0.9987732570535843,0.40264574216588706,0.38856194356420704,2.220446049250313e-16,2.220446049250313e-16
0.88,4.7741686882598575,5.444215209975101,1.0,1.0000000000000002,1.0,1.0,4.768662579538672,5.4381576205406255,0.9990198932529781,0.9987822539187455,0.4022433479201247,0.38815954931844476,2.220446049250313e-16,2.220446049250313e-16
0.92,4.730344943841198,5.4368200583496975,1.0,1.0000000000000002,1.0,1.0,4.724903945035176,5.430810442166068,0.9990300532429286,0.9987909920931174,0.4020421507972436,0.387153563704039,2.220446049250313e-16,2.220446049250313e-16
0.96,4.686440197760939,5.42954027498543,1.0000000000000002,1.0000000000000002,1.0,1.0,4.681058844594402,5.423577101299399,0.9990384855935195,0.9987994843038506,0.4020421507972436,0.3863487752125145,2.220446049250313e-16,2.220446049250313e-16
1.0,4.642497916876603,5.422371653094856,1.0,1.0000000000000002,1.0,1.0,4.637170495727146,5.416453477292683,0.9990451171631949,0.9988077423630248,0.4020421507972436,0.3861475780896333,2.220446049250313e-16,2.220446049250313e-16
1.04,4.598562914067684,5.415310245027704,1.0,1.0,0.9999999999999999,1.0,4.593283449227494,5.409435701594378,0.9990498708348902,0.9988157772538382,0.4014385594286002,0.3851415924752276,2.220446049250313e-16,2.220446049250313e-16
1.08,4.554681222230065,5.408352339606533,1.0,1.0000000000000002,0.9999999999999999,1.0,4.549443461079255,5.402520135834908,0.9990526648526504,0.9988235992068247,0.4010361651828379,0.38453800110658415,2.220446049250313e-16,2.220446049250313e-16
1.12,4.510899954157575,5.401494442009181,1.0000000000000002,1.0000000000000002,1.0,1.0,4.505697349996405,5.395703352361225,0.9990534120773094,0.9988312177674588,0.40043257381419445,0.38393440973794074,2.220446049250313e-16,2.220446049250313e-16
1.16,4.467267148529472,5.394733255850527,1.0000000000000002,1.0,1.0,1.0,4.4620928407975775,5.388982116887858,0.9990520191549083,0.9988386418562905,0.4000301795684322,0.38292842412353506,2.220446049250313e-16,2.220446049250313e-16
1.2,4.423831602381057,5.3880656671715315,1.0000000000000002,1.0000000000000002,0.9999999999999999,1.0,4.418678393971701,5.38235337298481,0.9990483855910447,0.9988458798225869,0.39942658819978877,0.38152004426336705,2.220446049250313e-16,2.220446049250313e-16
1.24,4.380642690601947,5.381488730088908,1.0,1.0000000000000002,1.0,1.0,4.375503021957502,5.375814228165932,0.999042402723779,0.9988529394923025,0.3996277853226699,0.38011166440319905,2.220446049250313e-16,2.220446049250313e-16
1.28,4.337750173181334,5.374999653896116,1.0000000000000002,1.0000000000000002,1.0,1.0,4.3326160928325015,5.369361941376967,0.9990339525870869,0.9988598282110907,0.3992253910769076,0.37930687591167445,2.220446049250313e-16,2.220446049250313e-16
1.32,4.295203991100239,5.368595791437261,1.0000000000000002,1.0,1.0,1.0,4.290067122285499,5.362993911712067,0.9990229066561,0.9988665528829588,0.39842060258538303,0.3791056787887933,2.220446049250313e-16,2.220446049250313e-16
1.36,4.253054051955421,5.36227462860117,1.0,1.0000000000000004,1.0000000000000002,1.0,4.247905554928508,5.356707668212017,0.9990091244645303,0.9988731200050868,0.3982194054625019,0.37809969317438763,2.220446049250313e-16,2.220446049250313e-16
1.4000000000000001,4.2113500065859935,5.356033774804413,1.0000000000000002,1.0,1.0,1.0,4.206180536187513,5.350500860618055,0.9989924520837006,0.9988795356992656,0.39801820833962076,0.37749610180574417,2.220446049250313e-16,2.220446049250313e-16
1.44,4.170141018159592,5.34987095435001,1.0,1.0,1.0,1.0,4.1649406761935985,5.344371250972335,0.9989727204515094,0.9988858057403355,0.39801820833962076,0.3770937075599819,2.220446049250313e-16,2.220446049250313e-16
1.48,4.129475525357261,5.343783998563837,1.0,1.0,1.0,1.0,4.124233807274403,5.338316705970718,0.9989497435384035,0.9988919355819699,0.3978170112167396,0.37608772194557616,2.220446049250313e-16,2.220446049250313e-16
