kx_over_2pi_mod,ky_over_2pi_mod,initial_half_trace,initial_half_curvature,initial_trace_deviation,final_half_trace,final_half_curvature,final_trace_deviation
0.0,0.0,0.04000723258535943,-0.040007214040027786,1.8545331645358765e-08,0.05573060198175993,-0.055730576689660964,2.5292098963791698e-08
0.0,0.012345679012345678,0.040007232585359376,-0.04000721404002772,1.854533165229766e-08,0.05573060198176019,-0.05573057668966121,2.529209898460838e-08
0.0,0.024691358024691357,0.040036268933547434,-0.04003600744174685,2.6149180058082644e-07,0.055566646671476635,-0.055565870384138044,7.762873385913638e-07
0.0,0.037037037037037035,0.04009474092704911,-0.04009342166575388,1.3192612952281357e-06,0.05524240339747169,-0.05523572813096712,6.6752665045730075e-06
0.0,0.04938271604938271,0.04018343540466524,-0.040179075332658507,4.360072006735771e-06,0.054765358151005916,-0.054738237961989906,2.712018901600971e-05
0.0,0.06172839506172839,0.04030359646930533,-0.04029239862420808,1.119784509724664e-05,0.05414683132805451,-0.05407021660574112,7.661472231338534e-05
0.0,0.07407407407407407,0.04045689264102385,-0.040432520741090654,2.4371899933199603e-05,0.05340200191721968,-0.053227084180124784,0.00017491773709489566
0.0,0.08641975308641975,0.04064556132034418,-0.040598305160257496,4.7256160086682486e-05,0.052549941270966224,-0.05220270481918632,0.0003472364517799059
0.0,0.09876543209876543,0.04087236232321372,-0.04078814759082599,8.421473238773292e-05,0.05161365723170922,-0.050989196378460694,0.0006244608532485277
0.0,0.1111111111111111,0.041140808359939204,-0.04100001273871329,0.00014079562122591704,0.05062014836664111,-0.049576713522215904,0.0010434348444252062
0.0,0.12345679012345678,0.041455120251382704,-0.04123111645794384,0.00022400379343886362,0.04960046629170936,-0.04795321004890422,0.0016472562428051438
0.0,0.13580246913580246,0.04182056488678622,-0.041477937377617624,0.0003426275091685943,0.04858978143085155,-0.04610418839589786,0.002485593034953687
0.0,0.14814814814814814,0.042243440717886334,-0.041735735267435396,0.0005077054504509376,0.04762744397144611,-0.044012447038971655,0.003614996932474454
0.0,0.16049382716049382,0.042731562342706725,-0.04199848603814868,0.0007330763045580446,0.04675702716447125,-0.04165784013841844,0.005099187026052811
0.0,0.1728395061728395,0.04329432926290909,-0.04225814933914791,0.0010361799237611768,0.046026334417277506,-0.03901706845780206,0.007009265959475444
0.0,0.18518518518518517,0.04394342948648261,-0.042504427134762886,0.0014390023517197245,0.045487344802172626,-0.036063526451995606,0.00942381835017702
0.0,0.19753086419753085,0.044693091838897255,-0.042723619579860775,0.0019694722590364797,0.04519606366499876,-0.03276723759843487,0.01242882606656389
0.0,0.20987654320987653,0.045561146818651574,-0.042898010409541,0.0026631364091105753,0.04521223605884364,-0.029094918542015256,0.016117317516828385
0.0,0.2222222222222222,0.046569658729623244,-0.043004003400114454,0.0035656553295087892,0.04559887098961484,-0.0250102222842271,0.020588648705387742
0.0,0.2345679012345679,0.0477466188503669,-0.04301073695824444,0.004735881892122457,0.04642151442066378,-0.02047422104892201,0.02594729337174177
0.0,0.24691358024691357,0.049127357596003285,-0.042876890104958064,0.006250467491045221,0.04774719948213409,-0.015446199783358074,0.03230099969877601
0.0,0.25925925925925924,0.050757443623915786,-0.04254769849629599,0.008209745127619794,0.04964299472147629,-0.009884840133842252,0.03975815458763404
0.0,0.2716049382716049,0.05269573127605945,-0.04194916590185691,0.010746565374202537,0.052174067555894175,-0.0037498800732795835,0.048424187482614595
0.0,0.2839506172839506,0.055019724429379045,-0.04098170020196799,0.014038024227411058,0.05540118323366284,0.002995666831561572,0.05240551640210127
0.0,0.2962962962962963,0.05783218285646818,-0.039509006027706704,0.018323176828761473,0.05937757340592509,0.01038266020517486,0.04899491320075023
0.0,0.30864197530864196,0.06127186419128407,-0.0373443751465554,0.02392748904472867,0.06414513754811531,0.01843230443024731,0.045712833117868
0.0,0.32098765432098764,0.06552824969108269,-0.03422816555358605,0.03130008413749664,0.06972999014827122,0.027151945521304933,0.04257804462696629
0.0,0.3333333333333333,0.07086476214059535,-0.02979766945392232,0.04106709268667304,0.0761374416752188,0.0365302694838256,0.039607172191393196
0.0,0.345679012345679,0.07765294511602,-0.023539219410668177,0.05411372570535182,0.08334660496565123,0.04653208119069803,0.0368145237749532
0.0,0.35802469135802467,0.08642612598849587,-0.014720754337405903,0.07170537165108998,0.09130495002358947,0.05709297427239952,0.034211975751189956
0.0,0.37037037037037035,0.09796186102457168,-0.0022871826948181314,0.09567467832975354,0.09992328185130124,0.06811435531017146,0.03180892654112978
0.0,0.38271604938271603,0.11341116265144977,0.015289036292914802,0.09812212635853496,0.10907177085606795,0.07945944288020486,0.029612327975863093
0.0,0.3950617283950617,0.13449775092726438,0.04022847083371675,0.09426928009354762,0.11857779512046193,0.09095099525516004,0.027626799865301893
0.0,0.4074074074074074,0.16381611872281515,0.07573708171774851,0.08807903700506664,0.12822641876147634,0.1023715901045331,0.025854828656943232
0.0,0.41975308641975306,0.20524157052987418,0.12635377709541795,0.07888779343445623,0.13776428447108832,0.11346723885384817,0.02429704561724015
0.0,0.43209876543209874,0.2643698294245758,0.19817977398961217,0.06619005543496365,0.14690749818554907,0.12395492416283688,0.022952574022712197
0.0,0.4444444444444444,0.3485923760501204,0.29849850921179,0.05009386683833039,0.1553537052753473,0.1335342763878764,0.021819428887470904
0.0,0.4567901234567901,0.4655877888681299,0.4335312568292462,0.0320565320388837,0.16279801239005712,0.14190306504079075,0.020894947349266363
0.0,0.4691358024691358,0.6176758639545405,0.60225133372552,0.015424530229020572,0.1689517587302795,0.14877553512419278,0.02017622360608673
0.0,0.48148148148148145,0.7896738519953459,0.7852861232048394,0.004387728790506529,0.17356249841944238,0.15390197857712268,0.0196605198423197
0.0,0.49382716049382713,0.9367035651023924,0.9363210993548106,0.0003824657475818283,0.17643307007078174,0.157087445660419,0.01934562441036275
0.0,0.5061728395061729,0.996253103496886,0.9962528235961946,2.7990069140226836e-07,0.177437447178982,0.15820731623360135,0.019230130945380647
0.0,0.5185185185185185,0.9367035651023896,0.9363210993548075,0.00038246574758216134,0.17653128076271984,0.15721766366364692,0.01931361709907292
0.0,0.5308641975308642,0.789673851995347,0.7852861232048407,0.004387728790506307,0.173755669627548,0.15415896078938607,0.01959670883816192
0.0,0.5432098765432098,0.6176758639545411,0.6022513337255205,0.015424530229020572,0.16923362178569568,0.14915259671896,0.020081025066735675
0.0,0.5555555555555556,0.46558778886812946,0.43353125682924565,0.03205653203888381,0.16315971357258283,0.1423907068375141,0.020769006735068735
0.0,0.5679012345679012,0.34859237605011995,0.2984985092117892,0.050093866838330725,0.15578438724366114,0.13412074372050728,0.021663643523153864
0.0,0.5802469135802469,0.2643698294245769,0.19817977398961453,0.06619005543496234,0.14739496217972217,0.12462684352531454,0.02276811865440763
0.0,0.5925925925925926,0.2052415705298733,0.12635377709541534,0.07888779343445795,0.13829566451732417,0.11421026684119823,0.02408539767612594
0.0,0.6049382716049383,0.16381611872281546,0.07573708171774976,0.0880790370050657,0.1287888080382583,0.10317101827981018,0.025617789758448112
0.0,0.6172839506172839,0.1344977509272643,0.04022847083371634,0.09426928009354796,0.1191587805883293,0.09179227039774006,0.027366510190589236
0.0,0.6296296296296297,0.11341116265144983,0.015289036292915871,0.09812212635853396,0.10965985097183467,0.08032858040203904,0.029331270569795634
0.0,0.6419753086419753,0.0979618610245717,-0.002287182694820345,0.09567467832975136,0.10050815988839598,0.068998240719195,0.031509919169200984
0.0,0.654320987654321,0.08642612598849563,-0.014720754337403153,0.07170537165109248,0.0918777096241719,0.05797956089608304,0.033898148728088856
0.0,0.6666666666666666,0.07765294511602022,-0.02353921941066956,0.05411372570535066,0.08389978391240613,0.047410500865084526,0.0364892830473216
0.0,0.6790123456790124,0.07086476214059556,-0.029797669453923245,0.041067092686672316,0.07666502456547881,0.03739087669893838,0.03927414786654043
0.0,0.691358024691358,0.06552824969108229,-0.03422816555358413,0.03130008413749816,0.07022734153880068,0.027986315506613443,0.04224102603218724
0.0,0.7037037037037037,0.061271864191284525,-0.03734437514655681,0.023927489044727718,0.0646088954019624,0.019233203099283794,0.0453756923026786
0.0,0.7160493827160493,0.05783218285646792,-0.03950900602770616,0.018323176828761757,0.059805519477551396,0.011143999962004528,0.04866151951554687
0.0,0.7283950617283951,0.05501972442937921,-0.040981700201967834,0.014038024227411378,0.05579210331430608,0.0037124579459523847,0.05207964536835369
0.0,0.7407407407407407,0.05269573127605934,-0.0419491659018567,0.01074656537420264,0.05252761091039177,-0.0030815768230946917,0.04944603408729708
0.0,0.7530864197530864,0.05075744362391654,-0.04254769849629713,0.008209745127619412,0.04995953894390791,-0.00926795719200086,0.04069158175190705
0.0,0.7654320987654321,0.04912735759600269,-0.04287689010495692,0.006250467491045769,0.04802772452675397,-0.014882703079811533,0.03314502144694244
0.0,0.7777777777777778,0.04774661885036706,-0.04301073695824484,0.004735881892122221,0.04666748772837269,-0.01996514864807393,0.02670233908029876
0.0,0.7901234567901234,0.04656965872962385,-0.04300400340011517,0.003565655329508678,0.045812144350275856,-0.0245557242270412,0.021256420123234657
0.0,0.8024691358024691,0.045561146818650665,-0.04289801040953975,0.0026631364091109153,0.04539495401533184,-0.02869430103383273,0.01670065298149911
0.0,0.8148148148148148,0.0446930918388975,-0.042723619579861184,0.001969472259036313,0.045350582763428834,-0.03241901456268288,0.012931568200745952
0.0,0.8271604938271605,0.043943429486482666,-0.04250442713476293,0.0014390023517197384,0.0456161627261451,-0.03576548098933732,0.009850681736807775
0.0,0.8395061728395061,0.04329432926290884,-0.04225814933914768,0.001036179923761163,0.04613202793502367,-0.0387663260332006,0.00736570190182307
0.0,0.8518518518518519,0.042731562342706794,-0.041998486038148736,0.0007330763045580585,0.04684219781025062,-0.04145095445993531,0.0053912433503153084
0.0,0.8641975308641975,0.042243440717886646,-0.04173573526743575,0.000507705450450896,0.04769467043821876,-0.043845498670671224,0.003849171767547538
0.0,0.8765432098765432,0.041820564886785636,-0.04147793737761699,0.0003426275091686429,0.048641577745442394,-0.04597289522796794,0.002668682517474451
0.0,0.8888888888888888,0.04145512025138287,-0.04123111645794404,0.00022400379343882892,0.049639244961054915,-0.0478530478842431,0.001786197076811817
0.0,0.9012345679012346,0.04114080835993918,-0.041000012738713294,0.00014079562122588235,0.05064818781436192,-0.04950304427345906,0.0011451435409028654
0.0,0.9135802469135802,0.04087236232321355,-0.04078814759082581,8.421473238773985e-05,0.05163307298109796,-0.05093740073689165,0.0006956722442063093
