L,V,W,sample,mu_star,omega_av,omega_typ,gap_ratio,ipr,chi_typ_r,chi_av_r,chi_typ,tilde_chi_typ_r,tilde_chi_av_r,tilde_chi_typ
5,125,6.0,0,0.6736043713590064,0.06975565466623611,0.06238812738234566,0.6418770878538269,0.0380917024772679,0.3019486419712457,0.3093250744866014,7.702175411768655,0.20339392515774668,0.20836272234512498,0.4805243007105935
5,125,6.0,1,0.6375985774312193,0.06602704506392136,0.05854884071773951,0.5278943169883475,0.035345470087852264,0.37559657833227056,0.38448807472642554,12.040927378547467,0.23947984403268924,0.24514904948483726,0.7049823391804444
5,125,6.0,2,0.6392808709392874,0.0662012563517123,0.04827041393492353,0.5098405458541275,0.03073124866419133,0.34044582960420894,0.34305750864085355,14.848284775813363,0.21764050645702693,0.21931010290618697,0.7167328523521344
5,125,6.0,3,0.641236237361347,0.06640374592969404,0.05564324256996671,0.5096003412433022,0.0323698159504712,0.3975712710079072,0.4091916045680401,13.684835401436032,0.2549371059040788,0.2623884848730622,0.7614686157721728
5,125,8.0,0,0.7468467489865379,0.07734032931793489,0.06579845055266682,0.5742299441571642,0.04492638197548283,0.33163444339920645,0.3390519831087151,16.669935372088037,0.24768010590465736,0.25321987132218243,1.0968559182964863
5,125,8.0,1,0.7375185733243784,0.07637434241550015,0.06364072104805005,0.5715582233036405,0.045536113059595866,0.28373021103352475,0.2918219623890772,11.945160853008987,0.20925630045046997,0.21522411736591263,0.7601986497204325
5,125,8.0,2,0.7274689276449523,0.07533364309207123,0.061719080637630666,0.5341367876497207,0.047216916464047284,0.31380906489796695,0.3223872268710284,17.75363732177413,0.22828634392658925,0.23452669021829697,1.0957381734738267
5,125,8.0,3,0.68221418531157,0.07064725103103386,0.05968961351860261,0.509128263190697,0.0388931403274051,0.4107275724936254,0.4202859703569812,16.19775959059368,0.28020417625373745,0.2867250508649706,0.9668380098297755
5,125,10.0,0,0.9188304961135593,0.09515024769568232,0.07542637840475659,0.5032637125247585,0.08295599989974929,0.24621152757871145,0.25589078759157,7.826874467837204,0.22622666003402472,0.2351202593136517,0.5903527953376168
5,125,10.0,1,0.7976640012340129,0.08260275166788225,0.0673318171839555,0.563922808002431,0.07393956199423082,0.37491979887026744,0.3872653868184796,14.537451781678799,0.29906002690870886,0.3089076579890662,0.9788330456845651
5,125,10.0,2,0.9539608948271194,0.09878820502663949,0.08368544831569334,0.605956146081774,0.08961889943262408,0.2798707961561941,0.2887337872358781,11.123101061988457,0.26698579513714127,0.2754407420383614,0.9308416990332687
5,125,10.0,3,0.9947307762450384,0.10301016362710712,0.09476420464351873,0.6413697630284204,0.07287890186405745,0.23676664884962775,0.2439377048103549,5.7188732109550315,0.23551907239912664,0.24265234246143735,0.5419444712932797
5,125,12.0,0,0.9651740067350594,0.09994938805222774,0.07153202153850936,0.44849847040467045,0.10438488368022014,0.2126860727394378,0.2211939085990393,7.5001934156924355,0.20527906900266746,0.21349061102792327,0.5365039969542974
