chi_over_J,eta_over_J,photon_number,field_real,field_imag,state_ipr,iterations,converged,density_error,field_error,cavity_shift_factor
1.0,0.07599999999999998,2.2362942884491114e-09,-4.664592152715683e-05,-7.775107287455186e-06,0.004761581259747303,38,1,2.8437443372331117e-12,9.263969506131121e-11,1.0
1.0,0.07799999999999999,2.4325974827245146e-09,-4.865016600698419e-05,-8.109181846363691e-06,0.004761581272448828,39,1,2.8713732780349943e-12,9.379103892018345e-11,1.0
1.0,0.07999999999999999,2.6463129754014066e-09,-5.0742259635767445e-05,-8.457899411660797e-06,0.004761581285974006,40,1,2.9326905487403465e-12,9.605806594935148e-11,1.0
1.0,0.08199999999999999,2.879365900217132e-09,-5.292948015308684e-05,-8.822473062646254e-06,0.004761581300390796,41,1,3.0300761899582085e-12,9.951959489237085e-11,1.0
1.0,0.08399999999999999,3.1339432973494787e-09,-5.52197921115901e-05,-9.204230359038707e-06,0.00476158131577462,43,1,2.590847675287833e-12,8.532091394477555e-11,1.0
1.0,0.086,3.4125777289123305e-09,-5.762228500039557e-05,-9.604686368930428e-06,0.004761581332212265,44,1,2.7550305786716578e-12,9.096938093643798e-11,1.0
1.0,0.088,3.7181489404592394e-09,-6.01468089926659e-05,-1.0025482953903236e-05,0.004761581349799165,45,1,2.963627607210917e-12,9.812555676555996e-11,1.0
1.0,0.09,4.05397578578559e-09,-6.280435723918996e-05,-1.0468452491070396e-05,0.004761581368643027,47,1,2.681714225682974e-12,8.903895679254994e-11,1.0
1.0,0.092,4.42393359943872e-09,-6.560750164805969e-05,-1.0935690510368503e-05,0.004761581388868172,48,1,2.9693990322154917e-12,9.885795767240407e-11,1.0
1.0,0.094,4.832479173726004e-09,-6.85700072886065e-05,-1.1429491422038593e-05,0.004761581410613037,50,1,2.796755882439328e-12,9.334816961699247e-11,1.0
1.0,0.096,5.284852104572948e-09,-7.170767132424878e-05,-1.1952488352910328e-05,0.0047615814340381335,52,1,2.6940984165779724e-12,9.017131709463766e-11,1.0
1.0,0.098,5.787183990550894e-09,-7.503827557401414e-05,-1.2507645239181018e-05,0.004761581459326382,54,1,2.6548051951236218e-12,8.91093569503882e-11,1.0
1.0,0.1,6.346701706115809e-09,-7.858202999256369e-05,-1.3098330747222374e-05,0.004761581486688704,56,1,2.6772525169027617e-12,9.009432375369624e-11,1.0
1.0,0.10200000000000001,6.971968429343211e-09,-8.236200417608304e-05,-1.372839019849337e-05,0.004761581516369424,58,1,2.7620232490033203e-12,9.320115909899328e-11,1.0
1.0,0.10400000000000001,7.67318860246696e-09,-8.640465424829761e-05,-1.4402233392745192e-05,0.0047615815486527525,60,1,2.915606991948927e-12,9.865525018102505e-11,1.0
1.0,0.10599999999999998,8.462579843285946e-09,-9.074037919392365e-05,-1.5124927339623629e-05,0.004761581583870352,63,1,2.7352130976820987e-12,9.279870286227219e-11,1.0
1.0,0.10799999999999998,9.35492127279458e-09,-9.54045898268386e-05,-1.5902374438028592e-05,0.004761581622414773,66,1,2.655148670371865e-12,9.031202755057653e-11,1.0
1.0,0.10999999999999999,1.0368156395312294e-08,-0.00010043844262212315,-1.6741434793791385e-05,0.004761581664750174,69,1,2.666164164444318e-12,9.094515639018207e-11,1.0
1.0,0.11199999999999999,1.1524260587579514e-08,-0.0001058901918780913,-1.7650151602763097e-05,0.004761581711430776,72,1,2.771257182065945e-12,9.477475320791811e-11,1.0
1.0,0.11399999999999999,1.2850350032963139e-08,-0.00011181670209852652,-1.863800323995341e-05,0.004761581763122397,76,1,2.645666671852176e-12,9.07141884173363e-11,1.0
1.0,0.11599999999999999,1.4380253477104673e-08,-0.00011828576173094112,-1.9716288921490715e-05,0.004761581820634641,80,1,2.642885910120185e-12,9.08635279727922e-11,1.0
1.0,0.118,1.6156514922994214e-08,-0.000125378492394046,-2.0898530283021506e-05,0.004761581884958106,84,1,2.7628975496352126e-12,9.526112489068676e-11,1.0
1.0,0.12,1.8233221694065146e-08,-0.0001331928483989493,-2.220105469205595e-05,0.004761581957317204,89,1,2.727857870143957e-12,9.430470441066576e-11,1.0
1.0,0.122,2.0680037785902668e-08,-0.00014184853813689797,-2.3643815561953465e-05,0.004761582039245487,94,1,2.851214056520668e-12,9.882900342226727e-11,1.0
1.0,0.124,2.358774800847527e-08,-0.00015149295613856175,-2.5251381128070553e-05,0.004761582132683798,100,1,2.8770579668657703e-12,9.999571717241902e-11,1.0
1.0,0.126,2.7076500389109235e-08,-0.0001623100704617585,-2.70544158282566e-05,0.004761582240125253,107,1,2.850296387801876e-12,9.932043363511493e-11,1.0
1.0,0.128,3.1307872128883624e-08,-0.0001745323660629196,-2.9091671065146177e-05,0.004761582364822894,115,1,2.818665439940915e-12,9.84695105258994e-11,1.0
1.0,0.13,3.650317309301189e-08,-0.00018845797035845808,-3.141283975355338e-05,0.00476158251109478,124,1,2.829075515520252e-12,9.909626800703128e-11,1.0
1.0,0.132,4.297185772562206e-08,-0.00020447549365127006,-3.408269680778622e-05,0.004761582684788029,135,1,2.7313637462889062e-12,9.592002998838643e-11,1.0
1.0,0.134,5.1157196464211095e-08,-0.00022310154042785152,-3.718735165255565e-05,0.004761582894007989,147,1,2.799132453601416e-12,9.856323044120475e-11,1.0
1.0,0.136,6.171157962139232e-08,-0.00024503748852268463,-4.0843712366623875e-05,0.004761583150285379,162,1,2.7480327041695674e-12,9.702675850702249e-11,1.0
1.0,0.138,7.56268967039475e-08,-0.0002712609891638973,-4.5214737218870305e-05,0.004761583470552295,180,1,2.7175848377192224e-12,9.62027796918585e-11,1.0
1.0,0.14,9.446962263517257e-08,-0.00030317633017186744,-5.053449770890561e-05,0.004761583880605043,202,1,2.71118717753982e-12,9.620580434164514e-11,1.0
1.0,0.14200000000000002,1.208301989851985e-07,-0.0003428758893356975,-5.715175848084665e-05,0.00476158442154905,229,1,2.793466846728876e-12,9.936726912122996e-11,1.0
1.0,0.14400000000000002,1.5924146391322958e-07,-0.00039362011405529864,-6.560998189546515e-05,0.004761585162603173,265,1,2.775222759932028e-12,9.895691041722184e-11,1.0
1.0,0.146,2.1822241534489498e-07,-0.00046078558241354774,-7.680535388045945e-05,0.00476158622878078,314,1,2.71074308832997e-12,9.690326764368202e-11,1.0
1.0,0.148,3.153451240213599e-07,-0.0005539139003088564,-9.232830046085634e-05,0.004761587867481048,382,1,2.750615707425297e-12,9.854671545046325e-11,1.0
1.0,0.15,4.917601040441302e-07,-0.0006917128621736399,-0.00011529709600714718,0.004761590633492439,486,1,2.750513358740214e-12,9.87317786368477e-11,1.0
1.0,0.152,8.63394369711955e-07,-0.0009165450466295485,-0.00015277286149965842,0.0047615960198877285,662,1,2.7498871235653866e-12,9.886520124768376e-11,1.0
1.0,0.154,1.8706415034576962e-06,-0.0013491011098180697,-0.00022487262827064746,0.004761609427010122,1021,1,2.767805082348751e-12,9.95632352626228e-11,1.0
1.0,0.156,6.553776590658818e-06,-0.0025251958595221263,-0.00042090671378718455,0.004761666132388417,2834,1,2.781355007419606e-12,9.97126921084731e-11,1.0
1.0,0.158,0.17213433311840323,0.40966703624942036,0.06562966196027017,0.00696129445484694,1778,1,7.032031207332423e-12,9.917478621959278e-11,1.0
1.0,0.16,0.3337843415535722,0.5706958432784005,0.08994774048483672,0.010334476221977175,672,1,1.8350904129604828e-11,9.9711460547735e-11,1.0
1.0,0.162,0.4673586995098075,0.6754473397968928,0.1054968751722459,0.015164048118025845,455,1,2.636888624119038e-11,9.876276257191964e-11,1.0
1.0,0.16399999999999998,0.5918526801678174,0.7602223815334856,0.11796020847460731,0.020462382909483812,354,1,2.1285112561386654e-11,9.76507076477171e-11,1.0
1.0,0.16599999999999998,0.7120054266558263,0.8339287200604821,0.12871797277036434,0.02519967451770014,296,1,3.49256179532631e-11,9.600877217615231e-11,1.0
1.0,0.16799999999999998,0.8301925989963331,0.9005791575329937,0.13838273018515146,0.030368800609571832,258,1,5.144465409223642e-11,9.355374177708438e-11,1.0
1.0,0.16999999999999998,0.9474094133525749,0.9621460901155272,0.14725594938058945,0.04051955423709945,229,1,6.444210443046217e-11,9.854846302948758e-11,1.0
1.0,0.172,1.0636256952954761,1.0195343461001491,0.1554844442946549,0.05596067555091228,207,1,5.581554662903443e-11,9.60830067636116e-11,1.0
1.0,0.174,1.1788980461147005,1.0734385551402195,0.16318000629114598,0.0704752241826749,190,1,4.2121056642585586e-11,9.31470585371192e-11,1.0
1.0,0.176,1.293796519238686,1.1246076526744486,0.17045276995330005,0.08148817987145515,176,1,3.6053743324160337e-11,9.752887941892323e-11,1.0
1.0,0.178,1.4088002411186753,1.1735994135008097,0.17738280003774481,0.09004062720999242,165,1,3.2626262802537553e-11,9.756220194134565e-11,1.0
1.0,0.18,1.52411274925453,1.2207576143856698,0.18402064061930265,0.09738951404844134,156,1,3.069816623124666e-11,9.41831257253702e-11,1.0
1.0,0.182,1.6397700595124611,1.2663008781788456,0.1903999617540551,0.10426143972691147,148,1,3.078481913831865e-11,9.30956345669129e-11,1.0
1.0,0.184,1.7557372308841388,1.310384297012611,0.1965457326601215,0.11101422850948986,141,1,3.123973302265881e-11,9.143341897277575e-11,1.0
1.0,0.186,1.8719567645284072,1.3531294737123922,0.20247812696494355,0.1178143216268921,134,1,3.531747116980455e-11,9.946471924862427e-11,1.0
1.0,0.188,1.9883694902880062,1.3946384056344052,0.2082143314412589,0.12473150241815599,129,1,3.334865716908553e-11,9.042577642202798e-11,1.0
1.0,0.19,2.104922896986585,1.4350001825639493,0.21376943894770714,0.1317827613456416,124,1,3.370015377868185e-11,8.838027056049289e-11,1.0
1.0,0.192,2.2215740297315123,1.4742944978981172,0.2191569373733141,0.1389517168321382,119,1,3.6288305693688017e-11,9.272199767992651e-11,1.0
1.0,0.194,2.33829008298745,1.5125936847568142,0.22438901002779424,0.1461970063328189,115,1,3.556721583919398e-11,8.916651731624787e-11,1.0
1.0,0.196,2.4550480406781707,1.5499640210024768,0.22947674016336495,0.1534558389126668,111,1,3.6512459722359836e-11,9.076911037079717e-11,1.0
1.0,0.198,2.5718339520730265,1.5864666414762327,0.2344302616049146,0.16064549503111458,107,1,3.912042911835556e-11,9.771446314241341e-11,1.0
1.0,0.2,2.6886421108040737,1.622158223173928,0.23925887610134347,0.167663992237956,104,1,3.672812054489327e-11,9.348099902403814e-11,1.0
1.0,0.202,2.8054742664992744,1.6570915319365052,0.24397114846555368,0.17439043106126215,101,1,3.5355218752641804e-11,9.33938868548449e-11,1.0
1.0,0.20400000000000001,2.9223389445616403,1.691315884391977,0.2485749862013971,0.18068529619070972,98,1,3.459948993977946e-11,9.7372538585269e-11,1.0
1.0,0.20600000000000002,3.0392509435133648,1.724877565781924,0.2530777085710804,0.18639110782387777,96,1,2.8127777884634497e-11,8.770427397639537e-11,1.0
1.0,0.208,3.156231087452485,1.7578202385478705,0.25748610914764397,0.1913343769335282,93,1,2.6947166720248106e-11,9.888732372300646e-11,1.0
1.0,0.21,3.2733063307007515,1.7901853756248869,0.2618065155788424,0.19533110809441676,91,1,1.9790113992002034e-11,9.528880174964676e-11,1.0
1.0,0.212,3.3905103567609642,1.8220127590112978,0.26604485103268427,0.19820073673614566,89,1,1.808966865191053e-11,9.471529720406956e-11,1.0
1.0,0.214,3.5078848252631887,1.8533410812689635,0.27020670188575674,0.19979850972297633,87,1,2.987801672738044e-11,9.712061984668461e-11,1.0
1.0,0.216,3.6254813969790987,1.8842086760943952,0.2742973968336283,0.2000855291603829,86,1,3.8741121421992375e-11,8.322049537235878e-11,1.0
1.0,0.218,3.7433644018609917,1.9146543318948563,0.2783220997643783,0.19926960356420598,84,1,6.130088103795117e-11,9.057920469678627e-11,1.0
1.0,0.22,3.8616131172116392,1.9447179189875845,0.28228590609564347,0.19806129078492962,83,1,7.826189696302777e-11,8.18744130541695e-11,1.0
1.0,0.222,3.9803203519099943,1.9744400234582975,0.28619389524584915,0.19806064079607938,82,1,9.85210246717827e-11,7.595451245974081e-11,1.0
1.0,0.224,4.099579893942173,2.0038588532949757,0.29005101277795614,0.20211707802183038,82,1,9.666611955339022e-11,5.756432278385375e-11,1.0
1.0,0.226,4.219452894162718,2.033002279125765,0.2938615783530818,0.21407565985173915,82,1,8.936712481144582e-11,4.403814930717275e-11,1.0
1.0,0.228,4.339915924148584,2.0618761541566606,0.2976283740988467,0.23702358376905872,81,1,9.392836508581581e-11,4.231353075481899e-11,1.0
1.0,0.23,4.46083169163671,2.0904589680470984,0.3013519446563612,0.27042736777561177,80,1,8.766093406720188e-11,4.018412067942161e-11,1.0
1.0,0.23199999999999998,4.581998945149223,2.1187153886083356,0.3050312233582868,0.30925398687108807,78,1,9.214118357192547e-11,4.787298898140682e-11,1.0
1.0,0.23399999999999999,4.703258421550379,2.14662155747061,0.3086653698632753,0.34703888041953,76,1,9.000600265096637e-11,5.7347852494213095e-11,1.0
1.0,0.236,4.8245553496259435,2.174178489279589,0.3122550982447988,0.37956589926316764,74,1,8.570311127442665e-11,7.000733129087442e-11,1.0
1.0,0.238,4.945922531175797,2.2014066529209737,0.3158025960169927,0.40568449029303577,72,1,8.266543005674976e-11,8.775293949620451e-11,1.0
1.0,0.24,5.067433091966493,2.2283342955712966,0.31931075639142836,0.42608837668040356,71,1,6.409839325982603e-11,8.764697867107103e-11,1.0
1.0,0.242,5.189166033666418,2.2549894597320956,0.32278254315183913,0.4420462950405378,70,1,5.190048391057189e-11,8.93089858965436e-11,1.0
1.0,0.244,5.311191370829888,2.281396816276779,0.32622068835692275,0.45475502592662587,69,1,4.408284848267385e-11,9.266847264288131e-11,1.0
1.0,0.246,5.433566899710509,2.3075772006425828,0.32962761229158394,0.4651457342403078,68,1,3.925415548167166e-11,9.772857253708408e-11,1.0
1.0,0.248,5.55633952485338,2.333548135678305,0.3330054403845164,0.47388675249787215,68,1,2.7922775203137462e-11,7.99969726401938e-11,1.0
1.0,0.25,5.679547645754994,2.3593245335303004,0.33635604831342647,0.4814414789337183,84,1,2.6311952616708822e-11,8.457910437373426e-11,1.0
2.03,0.0,5.0003955961182785e-21,6.995747488086448e-11,1.0312482941149263e-11,0.33195021702235566,44,1,7.674028079662776e-11,3.807648672708764e-11,1.0
2.03,0.0020000000000000018,0.00014542162035593932,0.011930164524844532,0.001758634346895443,0.32254874222929913,48,1,9.069223150248718e-11,2.0821526645292773e-11,1.0
2.03,0.0040000000000000036,0.0005979559269437917,0.02419368971887046,0.003552647566367014,0.33219972853679075,49,1,8.073841595290787e-11,2.547786363612734e-11,1.0
2.03,0.006000000000000005,0.0013828883692290925,0.03679489889816145,0.005387372671643372,0.3417817097203597,50,1,8.876333001950343e-11,3.449243803138287e-11,1.0
2.03,0.008000000000000007,0.0025335777307406077,0.04980631436376876,0.007273842192270108,0.3521388657181483,52,1,7.579759042641854e-11,3.364915975700185e-11,1.0
2.03,0.010000000000000009,0.0040911720201049434,0.06329410442899387,0.009221082617380779,0.3634508378654004,53,1,9.01708707701232e-11,4.486268679357171e-11,1.0
2.03,0.011999999999999983,0.006099162153330268,0.07728501109915695,0.011233397203582494,0.37540898189549304,54,1,9.78905845272493e-11,5.447444485853534e-11,1.0
2.03,0.013999999999999985,0.008599234768807303,0.09177177086591623,0.01331077912599675,0.38760095264849825,55,1,9.603318140705142e-11,5.986293670570601e-11,1.0
2.03,0.015999999999999986,0.011628611898450847,0.10672352859874809,0.015449930157869548,0.3996603611376403,56,1,8.563094677782601e-11,5.983405444192909e-11,1.0
2.03,0.017999999999999988,0.01521861426430851,0.12209527313293253,0.017645354711739652,0.41131429944532655,56,1,9.659240074455511e-11,7.556604637056855e-11,1.0
2.03,0.01999999999999999,0.01939436856959633,0.1378359154008589,0.01989042471149357,0.4223906662215181,57,1,7.37374605819241e-11,6.437356345908152e-11,1.0
2.03,0.021999999999999992,0.02417547945308181,0.15389477577534805,0.022178310173166044,0.43280630508021356,57,1,7.31874560955248e-11,7.092885254255083e-11,1.0
2.03,0.023999999999999994,0.02957730629905171,0.1702261004192286,0.024502674040080087,0.4425459164285487,57,1,6.986444756051924e-11,7.468142147917565e-11,1.0
2.03,0.025999999999999995,0.03561242894735099,0.18679152013237932,0.02685808917227591,0.4516391226120977,57,1,6.511091665828417e-11,7.621423101270714e-11,1.0
2.03,0.027999999999999997,0.04229197743368527,0.2035607720193241,0.02924020397640936,0.46014069247768596,57,1,5.994782448226488e-11,7.627610675502598e-11,1.0
2.03,0.03,0.049626655019486335,0.22051123134665876,0.0316457243473217,0.46811604578733235,57,1,5.5018101186021795e-11,7.555355484726948e-11,1.0
2.03,0.032,0.057627417561580255,0.23762680153973817,0.034072287149150275,0.47563194402961856,57,1,5.064870745030703e-11,7.457124949502732e-11,1.0
2.03,0.034,0.06630585335549775,0.25489658305957047,0.03651828720043189,0.4827512310026287,57,1,4.695743793803331e-11,7.368271599849686e-11,1.0
2.03,0.036000000000000004,0.07567433975845901,0.27231358558991914,0.03898269951684746,0.48953032100385857,57,1,4.394540287222526e-11,7.310112083792699e-11,1.0
2.03,0.038000000000000006,0.08574605350447928,0.2898736171372462,0.04146492001980087,0.49601837070640126,57,1,4.1555092700207297e-11,7.293978387348257e-11,1.0
2.03,0.04000000000000001,0.09653489722446819,0.3075743944953057,0.04396463437030099,0.5022573933711165,57,1,3.9708014654138424e-11,7.324715971376114e-11,1.0
2.03,0.04199999999999998,0.10805538636032497,0.32541486815913045,0.04648171620433903,0.5082828449801872,57,1,3.832256734170869e-11,7.403238229232894e-11,1.0
2.03,0.043999999999999984,0.12032252417678783,0.3433947306679013,0.049016151688064544,0.5141244024733217,57,1,3.732347764184851e-11,7.528249115352717e-11,1.0
2.03,0.045999999999999985,0.13335168004801357,0.36151407013840053,0.0515679856110471,0.5198067769967192,57,1,3.664457626229023e-11,7.697296999041161e-11,1.0
2.03,0.04799999999999999,0.14715847774967025,0.3797731325725426,0.054137284062910365,0.5253504802859298,57,1,3.622968591798781e-11,7.907324839376026e-11,1.0
2.03,0.04999999999999999,0.16175869539158805,0.39817216227978613,0.05672410931013126,0.5307725068584767,57,1,3.603062292967252e-11,8.15498428786884e-11,1.0
2.03,0.05199999999999999,0.17716817594711926,0.4167112965109952,0.059328503328877874,0.5360869201879619,57,1,3.600653109003815e-11,8.436853862513442e-11,1.0
2.03,0.05399999999999999,0.19340274623632076,0.43539049667942464,0.061950477298925305,0.5413053448913349,57,1,3.6123215529926256e-11,8.749333746319224e-11,1.0
2.03,0.055999999999999994,0.21047814205903284,0.4542095037530819,0.0645900051045973,0.5464373738210756,57,1,3.634881284853009e-11,9.088751704703605e-11,1.0
2.03,0.057999999999999996,0.22840993750507052,0.4731678094247018,0.06724701948264762,0.5514909016960801,57,1,3.665701076016603e-11,9.451256518931041e-11,1.0
2.03,0.06,0.24721347700601945,0.49226463761146894,0.06992140990618415,0.5564723973181716,57,1,3.7023495380594795e-11,9.832818343692401e-11,1.0
2.03,0.062,0.26690380918949336,0.5114989328262548,0.07261302160835754,0.5613871255675584,58,1,2.740763171971139e-11,7.49097041917354e-11,1.0
2.03,0.064,0.2874956226515836,0.5308693538650272,0.07532165544192503,0.5662393292774661,58,1,2.7730373552969922e-11,7.793326036275925e-11,1.0
2.03,0.066,0.3090031825980698,0.5503742706019842,0.07804706821786261,0.5710323787051625,58,1,2.8050339828666893e-11,8.100057861069339e-11,1.0
2.03,0.068,0.33144027023862854,0.5700117647768782,0.08078897359527078,0.5757688962103792,58,1,2.835520707122896e-11,8.407525716095036e-11,1.0
2.03,0.07,0.35482012444203737,0.5897796334182318,0.0835470433174838,0.5804508610085821,58,1,2.8631985671268012e-11,8.711942904846962e-11,1.0
2.03,0.07200000000000001,0.3791553868173834,0.6096753952049184,0.08632090881767815,0.5850796985381179,58,1,2.8869684420840258e-11,9.00944496207257e-11,1.0
2.03,0.07400000000000001,0.404458050924382,0.6296962996121431,0.08911016316423215,0.5896563577368864,58,1,2.9058533357328997e-11,9.296157855144217e-11,1.0
2.03,0.07599999999999998,0.4307394163705392,0.6498393387480877,0.09191436332797681,0.5941813787785813,58,1,2.918931762962984e-11,9.568251417495718e-11,1.0
2.03,0.07799999999999999,0.4580100484885432,0.6701012617466747,0.09473303275023816,0.598654953192221,58,1,2.925404363196549e-11,9.822031360995927e-11,1.0
2.03,0.07999999999999999,0.4862797440848567,0.6904785914558977,0.09756566417513954,0.603076977764062,59,1,2.1507240433038533e-11,7.393537028576458e-11,1.0
2.03,0.08199999999999999,0.5155575043434788,0.7109676436196024,0.10041172276915089,0.6074471034682363,59,1,2.1450841103387575e-11,7.547716302575252e-11,1.0
2.03,0.08399999999999999,0.545851513696929,0.7315645471729975,0.10327064934673405,0.6117647796961775,59,1,2.1334378708104396e-11,7.68111435761309e-11,1.0
2.03,0.086,0.5771691268599763,0.7522652667772746,0.10614186384500773,0.6160292949771515,59,1,2.1155632801139745e-11,7.791841985047011e-11,1.0
2.03,0.088,0.6095168625737168,0.7730656261592139,0.10902476885909636,0.6202398140798567,59,1,2.0915935650123174e-11,7.878455211822583e-11,1.0
2.03,0.09,0.6429004045516451,0.7939613323228516,0.11191875324434102,0.6243954119525483,59,1,2.0614843165844832e-11,7.939826530187218e-11,1.0
2.03,0.092,0.6773246092985445,0.8149480001949245,0.11482319572646385,0.6284951046502937,59,1,2.025601908428598e-11,7.975319309767023e-11,1.0
2.03,0.094,0.7127935204526396,0.836021177345724,0.11773746847163416,0.6325378773769361,59,1,1.9840795673076173e-11,7.984623323263525e-11,1.0
2.03,0.096,0.7493103891991822,0.857176368444462,0.12066094057128082,0.6365227097368216,59,1,1.9373835868918832e-11,7.967874647076136e-11,1.0
2.03,0.098,0.7868777002189837,0.8784090591333453,0.12359298140046117,0.6404485982746619,59,1,1.8859691586214922e-11,7.92555795249683e-11,1.0
2.03,0.1,0.8254972025694212,0.8997147390356697,0.12653296381338003,0.6443145763768512,59,1,1.8303913940087568e-11,7.858559637793654e-11,1.0
2.03,0.10200000000000001,0.8651699448483562,0.9210889236487514,0.1294802671450015,0.6481197316106315,59,1,1.7712054045659897e-11,7.768046681325487e-11,1.0
2.03,0.10400000000000001,0.9058963139627678,0.9425271749108386,0.13243427999336554,0.651863220586036,59,1,1.7089329951147647e-11,7.655500023416192e-11,1.0
2.03,0.10599999999999998,0.9476760768128468,0.9640251202708854,0.1353944027630086,0.6555442814371517,59,1,1.6441958905488718e-11,7.522611433224389e-11,1.0
2.03,0.10799999999999998,0.9905084242072396,0.9855784701298664,0.13836004995558324,0.6591622440323079,59,1,1.5776713269133325e-11,7.371229314303023e-11,1.0
2.03,0.10999999999999999,1.0343920164908658,1.007183033632555,0.1413306522081812,0.6627165380598836,58,1,2.056099734915051e-11,9.809537069064728e-11,1.0
2.03,0.11199999999999999,1.079325029371976,1.0288347323233198,0.14430565802205775,0.6662066989789529,58,1,1.9637402814964844e-11,9.565954641065205e-11,1.0
2.03,0.11399999999999999,1.125305201556577,1.0505296127252182,0.1472845353184783,0.6696323723458205,58,1,1.8711254767822538e-11,9.305758368189915e-11,1.0
2.03,0.11599999999999999,1.1723298807123537,1.0722638564043023,0.15026677264560934,0.6729933161777568,58,1,1.7789325568173808e-11,9.031703734609e-11,1.0
2.03,0.118,1.2203960694752356,1.0940337886445468,0.15325188018192293,0.6762894018835589,58,1,1.6877055308839317e-11,8.746567554394795e-11,1.0
2.03,0.12,1.2695004701881587,1.1158358853552528,0.15623939049297916,0.679520613772717,58,1,1.597999510494219e-11,8.452969984433419e-11,1.0
2.03,0.122,1.3196395281487492,1.1376667783624785,0.15922885906483203,0.6826870473298646,58,1,1.5102474826278467e-11,8.15339622029817e-11,1.0
2.03,0.124,1.370809473055863,1.1595232591782403,0.16221986462987312,0.6857889064139859,58,1,1.4248824342644184e-11,7.850219556006346e-11,1.0
2.03,0.126,1.4230063584034232,1.1814022813528704,0.1652120093021584,0.6888264995375947,58,1,1.3421375122391055e-11,7.545565770502163e-11,1.0
2.03,0.128,1.476226098801876,1.2033009615960086,0.16820491854876674,0.6918002353954884,57,1,1.7287504761043238e-11,9.916757342827503e-11,1.0
2.03,0.13,1.5304645040240434,1.2252165793505383,0.17119824096236916,0.6947106176597289,57,1,1.625011236683349e-11,9.510557536208216e-11,1.0
2.03,0.132,1.5857173123405208,1.2471465760335907,0.1741916479863825,0.697558239487786,57,1,1.5256795826701364e-11,9.109131437730849e-11,1.0
2.03,0.134,1.641980219532342,1.2690885525975946,0.17718483343131888,0.7003437774425301,57,1,1.4308332296764092e-11,8.714314860376561e-11,1.0
2.03,0.136,1.6992489062485283,1.291040266638183,0.18017751293471052,0.7030679852568058,57,1,1.3406054044651228e-11,8.327605282806567e-11,1.0
2.03,0.138,1.7575190626530512,1.3129996287171417,0.18316942332632627,0.7057316874138905,57,1,1.2549850048060307e-11,7.950321503142273e-11,1.0
2.03,0.14,1.816786410590548,1.334964698084573,0.186160321923101,0.7083357726556264,57,1,1.1739387240083943e-11,7.583581583565879e-11,1.0
2.03,0.14200000000000002,1.877046723542133,1.3569336779750496,0.18914998577646724,0.7108811875155013,56,1,1.5115242391061656e-11,9.955836513966783e-11,1.0
2.03,0.14400000000000002,1.93829584326957,1.3789049101396544,0.19213821083356022,0.7133689298353709,56,1,1.4134471371107793e-11,9.491324436580308e-11,1.0
2.03,0.146,2.0005296962579178,1.400876869796197,0.1951248111541089,0.7158000426021383,56,1,1.3211653993039363e-11,9.043289171574699e-11,1.0
2.03,0.148,2.0637443060520724,1.4228481596082232,0.19810961801882637,0.7181756077790465,56,1,1.234434776620219e-11,8.61228929715477e-11,1.0
2.03,0.15,2.127935804648739,1.4448175038771556,0.20109247907101,0.7204967404557159,56,1,1.1531220422966726e-11,8.198566883667658e-11,1.0
2.03,0.152,2.1931004418564712,1.46678374256457,0.2040732574463004,0.7227645832341896,56,1,1.0769607428073869e-11,7.802189834043422e-11,1.0
2.03,0.154,2.259234592963197,1.4887458252775518,0.207051830906799,0.7249803008950231,56,1,1.0057288335474368e-11,7.423154414988392e-11,1.0
2.03,0.156,2.32633476506181,1.510702805337735,0.21002809099381942,0.7271450753771775,55,1,1.3017587008334885e-11,9.787176651153815e-11,1.0
2.03,0.158,2.3943976008678463,1.5326538335533457,0.21300194215565024,0.7292601009887657,55,1,1.2167711282984328e-11,9.31753468983681e-11,1.0
2.03,0.16,2.463419883427693,1.554598152801027,0.21597330097798506,0.7313265800959743,55,1,1.1374901021099504e-11,8.870023950579511e-11,1.0
2.03,0.162,2.533398537460299,1.5765350920109533,0.21894209535471532,0.7333457189686141,55,1,1.063549248669915e-11,8.444105570890941e-11,1.0
2.03,0.16399999999999998,2.6043306307597587,1.5984640606686196,0.22190826372748207,0.7353187240267063,55,1,9.946488077616777e-12,8.039172322345055e-11,1.0
2.03,0.16599999999999998,2.67621337444287,1.6203845434156818,0.22487175434549878,0.7372467983840569,55,1,9.304335080173587e-12,7.654529676093068e-11,1.0
2.03,0.16799999999999998,2.7490441223727817,1.6422960948401828,0.22783252455579497,0.7391311386982863,55,1,8.707035092925253e-12,7.289481864821915e-11,1.0
2.03,0.16999999999999998,2.822820370093125,1.6641983345378037,0.23079054013266076,0.7409729323315547,54,1,1.136990501748869e-11,9.684842716588865e-11,1.0
2.03,0.172,2.897539751959388,1.6860909420359738,0.23374577460059204,0.7427733547275698,54,1,1.065758592488919e-11,9.235431127975612e-11,1.0
2.03,0.174,2.973200040093849,1.707973652638473,0.23669820866800284,0.7445335672025074,54,1,9.99511584609536e-12,8.809304594533361e-11,1.0
2.03,0.176,3.0497991404974627,1.7298462527804634,0.23964782961431408,0.746254714853058,54,1,9.378275933613622e-12,8.40547799718099e-11,1.0
2.03,0.178,3.127335089973347,1.7517085759637643,0.2425946307492154,0.7479379247821831,54,1,8.804512674487341e-12,8.022941740516543e-11,1.0
