ky,e_plus_real,e_plus_imag,e_minus_real,e_minus_imag
-1.6000000000000001,1.6000000000000001,0,-1.6000000000000001,-0
-1.5960000000000001,1.5960000000000001,0,-1.5960000000000001,-0
-1.5920000000000001,1.5920000000000001,0,-1.5920000000000001,-0
-1.5880000000000001,1.5880000000000001,0,-1.5880000000000001,-0
-1.5840000000000001,1.5840000000000001,0,-1.5840000000000001,-0
-1.5800000000000001,1.5800000000000001,0,-1.5800000000000001,-0
-1.5760000000000001,1.5760000000000001,0,-1.5760000000000001,-0
-1.5720000000000001,1.5720000000000001,0,-1.5720000000000001,-0
-1.5680000000000001,1.5680000000000001,0,-1.5680000000000001,-0
-1.5640000000000001,1.5640000000000001,0,-1.5640000000000001,-0
-1.5600000000000001,1.5600000000000001,0,-1.5600000000000001,-0
-1.556,1.556,0,-1.556,-0
-1.552,1.552,0,-1.552,-0
-1.548,1.548,0,-1.548,-0
-1.544,1.544,0,-1.544,-0
-1.54,1.54,0,-1.54,-0
-1.536,1.536,0,-1.536,-0
-1.532,1.532,0,-1.532,-0
-1.528,1.528,0,-1.528,-0
-1.524,1.524,0,-1.524,-0
-1.52,1.52,0,-1.52,-0
-1.516,1.516,0,-1.516,-0
-1.512,1.512,0,-1.512,-0
-1.508,1.508,0,-1.508,-0
-1.504,1.504,0,-1.504,-0
-1.5,1.5,0,-1.5,-0
-1.496,1.496,0,-1.496,-0
-1.492,1.492,0,-1.492,-0
-1.488,1.488,0,-1.488,-0
-1.484,1.484,0,-1.484,-0
-1.48,1.48,0,-1.48,-0
-1.476,1.476,0,-1.476,-0
-1.472,1.472,0,-1.472,-0
-1.468,1.468,0,-1.468,-0
-1.464,1.464,0,-1.464,-0
-1.46,1.46,0,-1.46,-0
-1.456,1.456,0,-1.456,-0
-1.4520000000000002,1.4520000000000002,0,-1.4520000000000002,-0
-1.4480000000000002,1.4480000000000002,0,-1.4480000000000002,-0
-1.4440000000000002,1.4440000000000002,0,-1.4440000000000002,-0
-1.4400000000000002,1.4400000000000002,0,-1.4400000000000002,-0
-1.4360000000000002,1.4360000000000002,0,-1.4360000000000002,-0
-1.4320000000000002,1.4320000000000002,0,-1.4320000000000002,-0
-1.4280000000000002,1.4280000000000002,0,-1.4280000000000002,-0
-1.4240000000000002,1.4240000000000002,0,-1.4240000000000002,-0
-1.4200000000000002,1.4200000000000002,0,-1.4200000000000002,-0
-1.4160000000000001,1.4160000000000001,0,-1.4160000000000001,-0
-1.4120000000000001,1.4120000000000001,0,-1.4120000000000001,-0
-1.4080000000000001,1.4080000000000001,0,-1.4080000000000001,-0
-1.4040000000000001,1.4040000000000001,0,-1.4040000000000001,-0
-1.4000000000000001,1.4000000000000001,0,-1.4000000000000001,-0
-1.3960000000000001,1.3960000000000001,0,-1.3960000000000001,-0
-1.3920000000000001,1.3920000000000001,0,-1.3920000000000001,-0
-1.3880000000000001,1.3880000000000001,0,-1.3880000000000001,-0
-1.3840000000000001,1.3840000000000001,0,-1.3840000000000001,-0
-1.3800000000000001,1.3800000000000001,0,-1.3800000000000001,-0
-1.3760000000000001,1.3760000000000001,0,-1.3760000000000001,-0
-1.3720000000000001,1.3720000000000001,0,-1.3720000000000001,-0
-1.3680000000000001,1.3680000000000001,0,-1.3680000000000001,-0
-1.3640000000000001,1.3640000000000001,0,-1.3640000000000001,-0
-1.3600000000000001,1.3600000000000001,0,-1.3600000000000001,-0
-1.3560000000000001,1.3560000000000001,0,-1.3560000000000001,-0
-1.3520000000000001,1.3520000000000001,0,-1.3520000000000001,-0
-1.3480000000000001,1.3480000000000001,0,-1.3480000000000001,-0
-1.3440000000000001,1.3440000000000001,0,-1.3440000000000001,-0
-1.3400000000000001,1.3400000000000001,0,-1.3400000000000001,-0
-1.3360000000000001,1.3360000000000001,0,-1.3360000000000001,-0
-1.3320000000000001,1.3320000000000001,0,-1.3320000000000001,-0
-1.3280000000000001,1.3280000000000001,0,-1.3280000000000001,-0
-1.3240000000000001,1.3240000000000001,0,-1.3240000000000001,-0
-1.3200000000000001,1.3200000000000001,0,-1.3200000000000001,-0
-1.3160000000000001,1.3160000000000001,0,-1.3160000000000001,-0
-1.3120000000000001,1.3120000000000001,0,-1.3120000000000001,-0
-1.3080000000000001,1.3080000000000001,0,-1.3080000000000001,-0
-1.304,1.304,0,-1.304,-0
-1.3,1.3,0,-1.3,-0
-1.296,1.296,0,-1.296,-0
-1.292,1.292,0,-1.292,-0
-1.288,1.288,0,-1.288,-0
-1.284,1.284,0,-1.284,-0
-1.28,1.28,0,-1.28,-0
-1.276,1.276,0,-1.276,-0
-1.272,1.272,0,-1.272,-0
-1.268,1.268,0,-1.268,-0
-1.264,1.264,0,-1.264,-0
-1.26,1.26,0,-1.26,-0
-1.256,1.256,0,-1.256,-0
-1.252,1.252,0,-1.252,-0
-1.2480000000000002,1.2480000000000002,0,-1.2480000000000002,-0
-1.2440000000000002,1.2440000000000002,0,-1.2440000000000002,-0
-1.2400000000000002,1.2400000000000002,0,-1.2400000000000002,-0
-1.2360000000000002,1.2360000000000002,0,-1.2360000000000002,-0
-1.2320000000000002,1.2320000000000002,0,-1.2320000000000002,-0
-1.2280000000000002,1.2280000000000002,0,-1.2280000000000002,-0
-1.2240000000000002,1.2240000000000002,0,-1.2240000000000002,-0
-1.2200000000000002,1.2200000000000002,0,-1.2200000000000002,-0
-1.2160000000000002,1.2160000000000002,0,-1.2160000000000002,-0
-1.2120000000000002,1.2120000000000002,0,-1.2120000000000002,-0
-1.2080000000000002,1.2080000000000002,0,-1.2080000000000002,-0
-1.2040000000000002,1.2040000000000002,0,-1.2040000000000002,-0
-1.2000000000000002,1.2000000000000002,0,-1.2000000000000002,-0
-1.1960000000000002,1.1960000000000002,0,-1.1960000000000002,-0
-1.1920000000000002,1.1920000000000002,0,-1.1920000000000002,-0
-1.1880000000000002,1.1880000000000002,0,-1.1880000000000002,-0
-1.1840000000000002,1.1840000000000002,0,-1.1840000000000002,-0
-1.1800000000000002,1.1800000000000002,0,-1.1800000000000002,-0
-1.1760000000000002,1.1760000000000002,0,-1.1760000000000002,-0
-1.1720000000000002,1.1720000000000002,0,-1.1720000000000002,-0
-1.1680000000000001,1.1680000000000001,0,-1.1680000000000001,-0
-1.1640000000000001,1.1640000000000001,0,-1.1640000000000001,-0
-1.1600000000000001,1.1600000000000001,0,-1.1600000000000001,-0
-1.1560000000000001,1.1560000000000001,0,-1.1560000000000001,-0
-1.1520000000000001,1.1520000000000001,0,-1.1520000000000001,-0
-1.1480000000000001,1.1480000000000001,0,-1.1480000000000001,-0
-1.1440000000000001,1.1440000000000001,0,-1.1440000000000001,-0
-1.1400000000000001,1.1400000000000001,0,-1.1400000000000001,-0
-1.1360000000000001,1.1360000000000001,0,-1.1360000000000001,-0
-1.1320000000000001,1.1320000000000001,0,-1.1320000000000001,-0
-1.1280000000000001,1.1280000000000001,0,-1.1280000000000001,-0
-1.1240000000000001,1.1240000000000001,0,-1.1240000000000001,-0
-1.1200000000000001,1.1200000000000001,0,-1.1200000000000001,-0
-1.1160000000000001,1.1160000000000001,0,-1.1160000000000001,-0
-1.1120000000000001,1.1120000000000001,0,-1.1120000000000001,-0
-1.1080000000000001,1.1080000000000001,0,-1.1080000000000001,-0
-1.1040000000000001,1.1040000000000001,0,-1.1040000000000001,-0
-1.1000000000000001,1.1000000000000001,0,-1.1000000000000001,-0
-1.0960000000000001,1.0960000000000001,0,-1.0960000000000001,-0
-1.0920000000000001,1.0920000000000001,0,-1.0920000000000001,-0
-1.0880000000000001,1.0880000000000001,0,-1.0880000000000001,-0
-1.0840000000000001,1.0840000000000001,0,-1.0840000000000001,-0
-1.0800000000000001,1.0800000000000001,0,-1.0800000000000001,-0
-1.0760000000000001,1.0760000000000001,0,-1.0760000000000001,-0
-1.0720000000000001,1.0720000000000001,0,-1.0720000000000001,-0
-1.0680000000000001,1.0680000000000001,0,-1.0680000000000001,-0
-1.0640000000000001,1.0640000000000001,0,-1.0640000000000001,-0
-1.0600000000000001,1.0600000000000001,0,-1.0600000000000001,-0
-1.056,1.056,0,-1.056,-0
-1.052,1.052,0,-1.052,-0
-1.048,1.048,0,-1.048,-0
-1.044,1.044,0,-1.044,-0
-1.04,1.04,0,-1.04,-0
-1.036,1.036,0,-1.036,-0
-1.032,1.032,0,-1.032,-0
-1.028,1.028,0,-1.028,-0
-1.024,1.024,0,-1.024,-0
-1.02,1.02,0,-1.02,-0
-1.016,1.016,0,-1.016,-0
-1.012,1.012,0,-1.012,-0
-1.008,1.008,0,-1.008,-0
-1.004,1.004,0,-1.004,-0
-1,1,0,-1,-0
-0.99600000000000011,0.99600000000000011,0,-0.99600000000000011,-0
-0.9920000000000001,0.9920000000000001,0,-0.9920000000000001,-0
-0.9880000000000001,0.9880000000000001,0,-0.9880000000000001,-0
-0.9840000000000001,0.9840000000000001,0,-0.9840000000000001,-0
-0.98000000000000009,0.98000000000000009,0,-0.98000000000000009,-0
-0.97600000000000009,0.97600000000000009,0,-0.97600000000000009,-0
-0.97200000000000009,0.97200000000000009,0,-0.97200000000000009,-0
-0.96800000000000008,0.96800000000000008,0,-0.96800000000000008,-0
-0.96400000000000008,0.96400000000000008,0,-0.96400000000000008,-0
-0.96000000000000008,0.96000000000000008,0,-0.96000000000000008,-0
-0.95600000000000007,0.95600000000000007,0,-0.95600000000000007,-0
-0.95200000000000007,0.95200000000000007,0,-0.95200000000000007,-0
-0.94800000000000006,0.94800000000000006,0,-0.94800000000000006,-0
-0.94400000000000006,0.94400000000000006,0,-0.94400000000000006,-0
-0.94000000000000006,0.94000000000000006,0,-0.94000000000000006,-0
-0.93600000000000005,0.93600000000000005,0,-0.93600000000000005,-0
-0.93200000000000005,0.93200000000000005,0,-0.93200000000000005,-0
-0.92800000000000005,0.92800000000000005,0,-0.92800000000000005,-0
-0.92400000000000004,0.92400000000000004,0,-0.92400000000000004,-0
-0.92000000000000004,0.92000000000000004,0,-0.92000000000000004,-0
-0.91600000000000004,0.91600000000000004,0,-0.91600000000000004,-0
-0.91200000000000003,0.91200000000000003,0,-0.91200000000000003,-0
-0.90800000000000003,0.90800000000000003,0,-0.90800000000000003,-0
-0.90400000000000003,0.90400000000000003,0,-0.90400000000000003,-0
-0.90000000000000002,0.90000000000000002,0,-0.90000000000000002,-0
-0.89600000000000013,0.89600000000000013,0,-0.89600000000000013,-0
-0.89200000000000013,0.89200000000000013,0,-0.89200000000000013,-0
-0.88800000000000012,0.88800000000000012,0,-0.88800000000000012,-0
-0.88400000000000012,0.88400000000000012,0,-0.88400000000000012,-0
-0.88000000000000012,0.88000000000000012,0,-0.88000000000000012,-0
-0.87600000000000011,0.87600000000000011,0,-0.87600000000000011,-0
-0.87200000000000011,0.87200000000000011,0,-0.87200000000000011,-0
-0.8680000000000001,0.8680000000000001,0,-0.8680000000000001,-0
-0.8640000000000001,0.8640000000000001,0,-0.8640000000000001,-0
-0.8600000000000001,0.8600000000000001,0,-0.8600000000000001,-0
-0.85600000000000009,0.85600000000000009,0,-0.85600000000000009,-0
-0.85200000000000009,0.85200000000000009,0,-0.85200000000000009,-0
-0.84800000000000009,0.84800000000000009,0,-0.84800000000000009,-0
-0.84400000000000008,0.84400000000000008,0,-0.84400000000000008,-0
-0.84000000000000008,0.84000000000000008,0,-0.84000000000000008,-0
-0.83600000000000008,0.83600000000000008,0,-0.83600000000000008,-0
-0.83200000000000007,0.83200000000000007,0,-0.83200000000000007,-0
-0.82800000000000007,0.82800000000000007,0,-0.82800000000000007,-0
-0.82400000000000007,0.82400000000000007,0,-0.82400000000000007,-0
-0.82000000000000006,0.82000000000000006,0,-0.82000000000000006,-0
-0.81600000000000006,0.81600000000000006,0,-0.81600000000000006,-0
-0.81200000000000006,0.81200000000000006,0,-0.81200000000000006,-0
-0.80800000000000005,0.80800000000000005,0,-0.80800000000000005,-0
-0.80400000000000005,0.80400000000000005,0,-0.80400000000000005,-0
-0.80000000000000004,0.80000000000000004,0,-0.80000000000000004,-0
-0.79600000000000004,0.79600000000000004,0,-0.79600000000000004,-0
-0.79200000000000004,0.79200000000000004,0,-0.79200000000000004,-0
-0.78800000000000003,0.78800000000000003,0,-0.78800000000000003,-0
-0.78400000000000003,0.78400000000000003,0,-0.78400000000000003,-0
-0.78000000000000003,0.78000000000000003,0,-0.78000000000000003,-0
-0.77600000000000002,0.77600000000000002,0,-0.77600000000000002,-0
-0.77200000000000002,0.77200000000000002,0,-0.77200000000000002,-0
-0.76800000000000002,0.76800000000000002,0,-0.76800000000000002,-0
-0.76400000000000012,0.76400000000000012,0,-0.76400000000000012,-0
-0.76000000000000012,0.76000000000000012,0,-0.76000000000000012,-0
-0.75600000000000012,0.75600000000000012,0,-0.75600000000000012,-0
-0.75200000000000011,0.75200000000000011,0,-0.75200000000000011,-0
-0.74800000000000011,0.74800000000000011,0,-0.74800000000000011,-0
-0.74400000000000011,0.74400000000000011,0,-0.74400000000000011,-0
-0.7400000000000001,0.7400000000000001,0,-0.7400000000000001,-0
-0.7360000000000001,0.7360000000000001,0,-0.7360000000000001,-0
-0.7320000000000001,0.7320000000000001,0,-0.7320000000000001,-0
-0.72800000000000009,0.72800000000000009,0,-0.72800000000000009,-0
-0.72400000000000009,0.72400000000000009,0,-0.72400000000000009,-0
-0.72000000000000008,0.72000000000000008,0,-0.72000000000000008,-0
-0.71600000000000008,0.71600000000000008,0,-0.71600000000000008,-0
-0.71200000000000008,0.71200000000000008,0,-0.71200000000000008,-0
-0.70800000000000007,0.70800000000000007,0,-0.70800000000000007,-0
-0.70400000000000007,0.70400000000000007,0,-0.70400000000000007,-0
-0.70000000000000007,0.70000000000000007,0,-0.70000000000000007,-0
-0.69600000000000006,0.69600000000000006,0,-0.69600000000000006,-0
-0.69200000000000006,0.69200000000000006,0,-0.69200000000000006,-0
-0.68800000000000006,0.68800000000000006,0,-0.68800000000000006,-0
-0.68400000000000005,0.68400000000000005,0,-0.68400000000000005,-0
-0.68000000000000005,0.68000000000000005,0,-0.68000000000000005,-0
-0.67600000000000005,0.67600000000000005,0,-0.67600000000000005,-0
-0.67200000000000004,0.67200000000000004,0,-0.67200000000000004,-0
-0.66800000000000004,0.66800000000000004,0,-0.66800000000000004,-0
-0.66400000000000003,0.66400000000000003,0,-0.66400000000000003,-0
