ky,energy_real,energy_imag,inverse_left_real,inverse_left_imag,inverse_right_real,inverse_right_imag,equation_residual,localization_margin,nearest_bulk_distance,visible_gap_segment,nearest_bulk_sheet
-4,4.0701962302190182,-0.12841274298641761,0.89108491927278266,0.58654910560258311,-0.88718073861789071,0.99094373117223511,1.8336018935190916e-15,0.88718073861789071,0.0048573718414845471,0,plus
-3.9950000000000001,4.0651456802660331,-0.12843418361396383,0.89123370061193796,0.58582127937746642,-0.88703195727873552,0.99021590494711842,6.3185858977422627e-16,0.88703195727873552,0.00060534142496995649,0,plus
-3.9900000000000002,4.0600951303130488,-0.12845562424150997,0.89138248195109326,0.58509345315234973,-0.88688317593958033,0.98948807872200173,7.1192916192869931e-15,0.88688317593958033,0.0053007859487705089,0,plus
-3.9849999999999999,4.0550445803600645,-0.12847706486905608,0.89153126329024857,0.58436562692723304,-0.88673439460042491,0.98876025249688504,1.4212589332811784e-14,0.88673439460042491,0.0080420259916367167,0,plus
-3.98,4.0499940304070776,-0.12849850549660216,0.89168004462940376,0.58363780070211624,-0.88658561326126972,0.98803242627176824,3.6146242879064219e-15,0.88658561326126972,0.0030122035500286344,0,plus
-3.9750000000000001,4.0449434804540925,-0.12851994612414838,0.89182882596855906,0.58290997447699955,-0.88643683192211453,0.98730460004665155,7.1054273576010019e-15,0.88643683192211453,0.0021188646629018378,0,plus
-3.9700000000000002,4.0398929305011082,-0.12854138675169452,0.89197760730771425,0.58218214825188308,-0.88628805058295912,0.98657677382153508,3.66205343881779e-15,0.88628805058295912,0.0071360236650943199,0,plus
-3.9649999999999999,4.0348423805481231,-0.12856282737924069,0.89212638864686955,0.58145432202676628,-0.88613926924380393,0.98584894759641828,3.6146242879064219e-15,0.88613926924380393,0.0061429852452244658,0,plus
-3.96,4.0297918305951397,-0.12858426800678699,0.89227516998602474,0.58072649580164959,-0.88599048790464874,0.98512112137130159,1.4321446692197791e-14,0.88599048790464874,0.0010948073545005751,0,plus
-3.9550000000000001,4.0247412806421536,-0.12860570863433318,0.89242395132518004,0.5799986695765329,-0.88584170656549333,0.9843932951461849,3.972054645195637e-15,0.88584170656549333,0.0039595413396115164,0,plus
-3.9500000000000002,4.0196907306891685,-0.1286271492618791,0.89257273266433534,0.57927084335141621,-0.88569292522633813,0.98366546892106821,3.5803616730494477e-15,0.88569292522633813,0.0090096815233910582,0,plus
-3.9449999999999998,4.0146401807361833,-0.12864858988942532,0.89272151400349053,0.57854301712629941,-0.88554414388718294,0.98293764269595141,3.5803616730494477e-15,0.88554414388718294,0.0042608631465898463,0,plus
-3.9399999999999999,4.0095896307831982,-0.12867003051697143,0.89287029534264584,0.57781519090118272,-0.88539536254802753,0.98220981647083472,3.66205343881779e-15,0.88539536254802753,0.00085016915301982751,0,plus
-3.9350000000000001,4.004539080830213,-0.12869147114451771,0.89301907668180114,0.57708736467606603,-0.88524658120887234,0.98148199024571803,3.66205343881779e-15,0.88524658120887234,0.0058572732119768021,0,plus
-3.9300000000000002,3.9994885308772297,-0.12871291177206373,0.89316785802095633,0.57635953845094956,-0.88509779986971715,0.98075416402060156,8.8928794970136893e-15,0.88509779986971715,0.0074355256747396783,0,plus
-3.9249999999999998,3.9944379809242432,-0.12873435239961006,0.89331663936011163,0.57563171222583276,-0.88494901853056196,0.98002633779548476,3.7942998722140377e-15,0.88494901853056196,0.0024466928795916884,0,plus
-3.9199999999999999,3.9893874309712585,-0.12875579302715603,0.89346542069926693,0.57490388600071607,-0.88480023719140655,0.97929851157036807,2.6046282324170637e-15,0.88480023719140655,0.0027753556692088968,0,plus
-3.915,3.9843368810182751,-0.12877723365470226,0.89361420203842212,0.57417605977559938,-0.88465145585225136,0.97857068534525138,1.422645865968639e-14,0.88465145585225136,0.0077667763534707704,0,plus
-3.9100000000000001,3.9792863310652904,-0.12879867428224837,0.89376298337757742,0.57344823355048269,-0.88450267451309617,0.97784285912013469,1.422645865968639e-14,0.88450267451309617,0.0055914896912313593,0,plus
