quench_time,analytic_density,finite_chain_density,relative_error
1.0,0.11253953951963826,0.11253953951963826,0.0
1.1220184543019633,0.10624417629572401,0.10624417629572401,0.0
1.2589254117941673,0.10030097017401732,0.10030097017401733,1.3836145137716184e-16
1.4125375446227544,0.09469022179481106,0.09469022179481106,0.0
1.5848931924611136,0.08939333376331778,0.08939333376331779,1.5524410180917938e-16
1.7782794100389228,0.08439274900671781,0.08439274900671781,0.0
1.9952623149688797,0.07967189257945999,0.07967189257946,1.7418674715143212e-16
2.23872113856834,0.07521511672392296,0.07521511672392296,0.0
2.51188643150958,0.07100764900433472,0.07100764900433473,1.9544074479873677e-16
2.8183829312644537,0.06703554334203551,0.06703554334203551,0.0
3.1622776601683795,0.06328563378978504,0.06328563378978505,2.1928812238670313e-16
3.548133892335755,0.05974549089189451,0.059745490891894494,2.322817605252485e-16
3.981071705534973,0.05640338048553458,0.05640338048553458,0.0
4.466835921509632,0.05324822480666212,0.05324822480666214,2.606244219070782e-16
5.011872336272724,0.05026956577164729,0.0502695657716473,1.38033694888625e-16
5.623413251903491,0.0474575303128942,0.04745753031289421,1.4621270551076132e-16
6.309573444801933,0.04480279765355667,0.04480279765355667,0.0
7.07945784384138,0.04229656841287762,0.04229656841287763,1.640533538364926e-16
7.943282347242816,0.03993053543974876,0.03993053543974876,0.0
8.912509381337456,0.03769685627781533,0.03769685627781533,0.0
10.0,0.03558812717085885,0.03558812717085885,0.0
11.220184543019636,0.03359735852229589,0.03359735852229589,0.0
12.589254117941675,0.03171795172745099,0.03171795172745099,0.0
14.125375446227547,0.029943677301811994,0.029943677301811997,1.158657608076636e-16
15.848931924611142,0.028268654232771542,0.028268654232771546,1.227312387560184e-16
17.78279410038923,0.026687330486414088,0.02668733048641409,1.3000352184793569e-16
19.952623149688797,0.02519446460473612,0.025194464604736122,1.3770671480359296e-16
22.3872113856834,0.02378510833230186,0.02378510833230186,0.0
25.11886431509581,0.022454590214748514,0.022454590214748514,0.0
28.18382931264455,0.0211985001147768,0.021198500114776798,1.6366473727710448e-16
31.622776601683793,0.020012674594303437,0.020012674594303437,0.0
35.48133892335755,0.018893183114323135,0.01889318311432314,1.836348555433937e-16
39.810717055349734,0.017836315006738313,0.017836315006738313,0.0
44.668359215096324,0.016838567174973135,0.01683856717497314,2.0604169677276294e-16
50.11872336272725,0.01589663248260452,0.015896632482604523,2.1825043484839858e-16
56.23413251903491,0.015007388791522901,0.015007388791522903,1.1559129306736465e-16
63.09573444801933,0.014167888613288656,0.014167888613288654,1.2244050777966572e-16
70.79457843841381,0.013375349339382643,0.013375349339382642,1.2969556397820975e-16
79.43282347242817,0.012627144017967922,0.012627144017967924,1.373805092828881e-16
89.12509381337459,0.011920792646591351,0.011920792646591351,0.0
100.0,0.011253953951963826,0.011253953951963826,0.0
112.20184543019641,0.010624417629572397,0.010624417629572397,0.0
125.89254117941675,0.010030097017401733,0.010030097017401733,0.0
141.2537544622754,0.009469022179481108,0.00946902217948111,1.831998534902437e-16
158.48931924611142,0.008939333376331775,0.008939333376331777,1.9405512726147425e-16
177.82794100389228,0.00843927490067178,0.00843927490067178,0.0
199.52623149688807,0.007967189257946,0.007967189257945997,2.1773343393929012e-16
223.872113856834,0.007521511672392295,0.007521511672392296,1.153174754979181e-16
251.18864315095823,0.00710076490043347,0.007100764900433469,1.2215046549921052e-16
281.8382931264455,0.006703554334203551,0.00670355433420355,1.2938833561217862e-16
316.22776601683796,0.006328563378978504,0.006328563378978504,0.0
354.81338923357566,0.005974549089189449,0.005974549089189449,0.0
398.1071705534973,0.005640338048553458,0.005640338048553458,0.0
446.6835921509635,0.005324822480666212,0.005324822480666211,1.628902636919239e-16
501.18723362727246,0.005026956577164728,0.005026956577164728,0.0
562.341325190349,0.004745753031289421,0.004745753031289421,0.0
630.9573444801937,0.004480279765355666,0.004480279765355665,1.9359544122565485e-16
707.945784384138,0.004229656841287762,0.004229656841287763,2.0506669229561575e-16
794.3282347242822,0.003993053543974874,0.003993053543974874,0.0
891.2509381337459,0.0037696856277815325,0.0037696856277815325,0.0
1000.0,0.003558812717085885,0.0035588127170858856,1.2186111028324048e-16
1122.018454301964,0.003359735852229588,0.003359735852229588,0.0
1258.9254117941675,0.0031717951727450993,0.0031717951727450993,0.0
1412.5375446227554,0.0029943677301811993,0.002994367730181199,1.448322010095795e-16
1584.893192461114,0.0028268654232771547,0.0028268654232771547,0.0
1778.2794100389228,0.002668733048641409,0.0026687330486414094,1.625044023099196e-16
1995.262314968881,0.0025194464604736113,0.0025194464604736113,0.0
2238.72113856834,0.002378510833230186,0.002378510833230186,0.0
2511.886431509582,0.0022454590214748505,0.0022454590214748505,0.0
2818.382931264455,0.00211985001147768,0.0021198500114776803,2.045809215963806e-16
3162.2776601683795,0.0020012674594303437,0.0020012674594303437,0.0
3548.1338923357566,0.0018893183114323134,0.0018893183114323134,0.0
3981.0717055349733,0.0017836315006738309,0.0017836315006738313,2.431448810084164e-16
4466.835921509635,0.0016838567174973132,0.001683856717497313,1.2877606048297687e-16
5011.872336272725,0.0015896632482604522,0.0015896632482604522,0.0
5623.413251903491,0.0015007388791522904,0.0015007388791522902,1.444891163342058e-16
6309.573444801937,0.001416788861328865,0.0014167888613288652,1.530506347245822e-16
7079.457843841381,0.0013375349339382642,0.0013375349339382644,1.621194549727622e-16
7943.282347242822,0.001262714401796792,0.0012627144017967919,1.7172563660361013e-16
8912.509381337459,0.0011920792646591353,0.0011920792646591353,0.0
10000.0,0.0011253953951963827,0.0011253953951963825,1.9267933334600323e-16
