chain_length,scaled_quench_time_tau_over_n2,quench_time,ground_state_probability,one_mode_approximation
64,0.12355076835646472,506.0639471880795,0.9995294924797076,0.9995294924797076
64,0.1393611068138202,570.8230935094075,0.9998234908907929,0.9998234908907929
64,0.15719463626756783,643.8692301519578,0.9999415910116308,0.9999415910116308
64,0.17731025704542186,726.2628128580479,0.9999832223309071,0.9999832223309071
64,0.2,819.2,0.9999958917387485,0.9999958917387485
128,0.001,16.384,0.019152344815941805,0.060128911823654096
128,0.0011279663305026155,18.480600358954852,0.025129502213371884,0.0675577617323806
128,0.0012723080427475358,20.845494972375626,0.03245287159045774,0.07586680786090738
128,0.0014351206342469028,23.513016471501256,0.04128881711759524,0.08515030495474141
128,0.0016187677556400654,26.52189090840683,0.051796572354884204,0.09550990212078381
128,0.0018259155252652811,29.915799965946366,0.06412330435823714,0.10705445869166119
128,0.002059571234841233,33.74401511163876,0.07839948884524775,0.11989958591124816
128,0.0023231270081726088,38.06211290190002,0.0947348384962788,0.13416683366935434
128,0.0026204090466999774,42.93278182113243,0.11321496852890883,0.14998242720506327
128,0.0029557331768220304,48.42673236905215,0.13389882996803842,0.16747544440086914
128,0.003333967505404784,54.623723608551984,0.15681674013829425,0.18677531136398084
128,0.0037606030930863936,61.61372107712747,0.18196883753898513,0.2080084845003466
128,0.004241833671385446,69.49820287197915,0.2093242724115997,0.2312941841986793
128,0.004784645560915079,78.39163287003265,0.23882230736403068,0.2567390526301693
128,0.00539691909610101,88.42312247051895,0.2703769688619377,0.28443063137683455
128,0.006087543028848549,99.73830498465463,0.3038859609008261,0.314429600286926
128,0.006866543572027084,112.50144988409174,0.33924202054746644,0.34676079492049006
128,0.007745229956175704,126.89784760198273,0.3763419675497527,0.3814031345720569
128,0.008736358612566452,143.13649950828875,0.41508740534646504,0.4182787539349283
128,0.009854318366171502,161.4531521113539,0.45537276492174406,0.4572418441923106
128,0.011115339327095,182.1137195351245,0.4970608100193481,0.49806797315146867
128,0.01253772851307476,205.41814395821686,0.5399508855048158,0.540444958368659
128,0.01414213562373095,231.7047500592079,0.583748643295322,0.583966685918032
128,0.01595185282497012,261.35515668431043,0.6280461340285045,0.6281315530590463
128,0.01799315289569933,294.7998170431378,0.6723181292488134,0.6723473920834798
128,0.020295670645934495,332.52426786299077,0.7159360849932102,0.7159447049578862
128,0.022892833143584382,375.0761782244865,0.7581975423400761,0.7581996847144497
128,0.02582234499577753,423.07330041081906,0.7983672621435385,0.7983677019320282
128,0.02912673572985976,477.2124381980223,0.8357265415933459,0.8357266143996698
128,0.03285397722072934,538.2795627844295,0.8696274219885831,0.8696274314511558
128,0.03705818012808261,607.1612232185055,0.8995477072620592,0.8995477081988937
128,0.04180037945417829,684.8574169772571,0.9251409495165217,0.9251409495848195
128,0.04714942062654641,772.4961075453364,0.9462738785329576,0.9462738785364868
128,0.05318295896944989,871.349599755467,0.9630434019654308,0.9630434019655546
128,0.05998858707404156,982.8530106210969,0.9757671337316782,0.9757671337316811
128,0.06766510643394333,1108.6251038137275,0.9849456158323096,0.9849456158323096
128,0.07632396180736398,1250.4917902518514,0.9912003537244979,0.9912003537244979
128,0.08609085912927414,1410.5126359740275,0.9951979578115119,0.9951979578115119
128,0.09710759046186494,1591.0107621271952,0.9975749172591477,0.9975749172591477
128,0.10953409247722065,1794.6065711467832,0.9988778275158957,0.9988778275158957
128,0.12355076835646472,2024.255788752318,0.9995294924797076,0.9995294924797076
128,0.1393611068138202,2283.29237403763,0.9998234908907929,0.9998234908907929
128,0.15719463626756783,2575.4769206078313,0.9999415910116308,0.9999415910116308
128,0.17731025704542186,2905.0512514321917,0.9999832223309071,0.9999832223309071
128,0.2,3276.8,0.9999958917387485,0.9999958917387485
256,0.001,65.536,0.019152344815941805,0.060128911823654096
256,0.0011279663305026155,73.92240143581941,0.025129502213371884,0.0675577617323806
256,0.0012723080427475358,83.3819798895025,0.03245287159045774,0.07586680786090738
256,0.0014351206342469028,94.05206588600502,0.04128881711759524,0.08515030495474141
256,0.0016187677556400654,106.08756363362733,0.051796572354884204,0.09550990212078381
256,0.0018259155252652811,119.66319986378547,0.06412330435823714,0.10705445869166119
256,0.002059571234841233,134.97606044655504,0.07839948884524775,0.11989958591124816
256,0.0023231270081726088,152.2484516076001,0.0947348384962788,0.13416683366935434
256,0.0026204090466999774,171.73112728452972,0.11321496852890883,0.14998242720506327
256,0.0029557331768220304,193.7069294762086,0.13389882996803842,0.16747544440086914
256,0.003333967505404784,218.49489443420794,0.15681674013829425,0.18677531136398084
256,0.0037606030930863936,246.4548843085099,0.18196883753898513,0.2080084845003466
256,0.004241833671385446,277.9928114879166,0.2093242724115997,0.2312941841986793
256,0.004784645560915079,313.5665314801306,0.23882230736403068,0.2567390526301693
256,0.00539691909610101,353.6924898820758,0.2703769688619377,0.28443063137683455
256,0.006087543028848549,398.95321993861853,0.3038859609008261,0.314429600286926
256,0.006866543572027084,450.00579953636696,0.33924202054746644,0.34676079492049006
256,0.007745229956175704,507.59139040793093,0.3763419675497527,0.3814031345720569
256,0.008736358612566452,572.545998033155,0.41508740534646504,0.4182787539349283
256,0.009854318366171502,645.8126084454155,0.45537276492174406,0.4572418441923106
256,0.011115339327095,728.454878140498,0.4970608100193481,0.49806797315146867
256,0.01253772851307476,821.6725758328674,0.5399508855048158,0.540444958368659
256,0.01414213562373095,926.8190002368316,0.583748643295322,0.583966685918032
256,0.01595185282497012,1045.4206267372417,0.6280461340285045,0.6281315530590463
256,0.01799315289569933,1179.1992681725512,0.6723181292488134,0.6723473920834798
256,0.020295670645934495,1330.097071451963,0.7159360849932102,0.7159447049578862
256,0.022892833143584382,1500.304712897946,0.7581975423400761,0.7581996847144497
256,0.02582234499577753,1692.2932016432762,0.7983672621435385,0.7983677019320282
256,0.02912673572985976,1908.8497527920892,0.8357265415933459,0.8357266143996698
256,0.03285397722072934,2153.118251137718,0.8696274219885831,0.8696274314511558
256,0.03705818012808261,2428.644892874022,0.8995477072620592,0.8995477081988937
256,0.04180037945417829,2739.4296679090285,0.9251409495165217,0.9251409495848195
256,0.04714942062654641,3089.9844301813455,0.9462738785329576,0.9462738785364868
256,0.05318295896944989,3485.398399021868,0.9630434019654308,0.9630434019655546
256,0.05998858707404156,3931.4120424843877,0.9757671337316782,0.9757671337316811
256,0.06766510643394333,4434.50041525491,0.9849456158323096,0.9849456158323096
256,0.07632396180736398,5001.967161007406,0.9912003537244979,0.9912003537244979
256,0.08609085912927414,5642.05054389611,0.9951979578115119,0.9951979578115119
256,0.09710759046186494,6364.043048508781,0.9975749172591477,0.9975749172591477
256,0.10953409247722065,7178.426284587133,0.9988778275158957,0.9988778275158957
256,0.12355076835646472,8097.023155009272,0.9995294924797076,0.9995294924797076
256,0.1393611068138202,9133.16949615052,0.9998234908907929,0.9998234908907929
256,0.15719463626756783,10301.907682431325,0.9999415910116308,0.9999415910116308
256,0.17731025704542186,11620.205005728767,0.9999832223309071,0.9999832223309071
256,0.2,13107.2,0.9999958917387485,0.9999958917387485
