quench_time,chain_length,forward_kink_density,reverse_flip_density,absolute_density_difference,finite_lz_density
8.0,32,0.039452028522687824,0.03945202849830827,2.4379553931197506e-11,0.03930014371667833
16.0,32,0.02387709081016981,0.023877090802999948,7.169861926392684e-12,0.023727871866223767
32.0,32,0.009067125859565308,0.009067125862575236,3.009927376784738e-12,0.009000448857798896
