field_g,momentum_k,energy
1.0,2.466641106920111,3.7743738326478415
1.0,2.4911847995262812,3.7903423640709644
1.0,2.5157284921324514,3.8057400838760334
1.0,2.5402721847386216,3.8205646732230827
1.0,2.564815877344792,3.834813899583486
1.0,2.5893595699509624,3.848485617076166
1.0,2.6139032625571326,3.8615777667907576
1.0,2.6384469551633027,3.874088377097669
1.0,2.662990647769473,3.886015563945007
1.0,2.6875343403756435,3.8973575311423034
1.0,2.7120780329818137,3.9081125706310176
1.0,2.736621725587984,3.918279062741762
1.0,2.761165418194154,3.9278554764382205
1.0,2.7857091108003242,3.936840369547716
1.0,2.8102528034064944,3.9452323889783947
1.0,2.834796496012665,3.953030270922998
1.0,2.859340188618835,3.9602328410491885
1.0,2.8838838812250054,3.966839014676398
1.0,2.9084275738311756,3.972847796939178
1.0,2.9329712664373457,3.9782582829370217
1.0,2.9575149590435164,3.9830696578706393
1.0,2.9820586516496865,3.987281197164663
1.0,3.0066023442558567,3.990892266576766
1.0,3.031146036862027,3.9939023222931795
1.0,3.055689729468197,3.9963109110105814
1.0,3.0802334220743677,3.9981176700043726
1.0,3.104777114680538,3.9993223271832936
1.0,3.129320807286708,3.9999247011304044
1.5,0.01227184630308513,1.0004516869545803
1.5,0.03681553890925539,1.0040574609751207
1.5,0.06135923151542565,1.011228285402564
1.5,0.0859029241215959,1.0218848534970386
1.5,0.11044661672776616,1.0359132975166054
1.5,0.1349903093339364,1.0531706295119703
1.5,0.1595340019401067,1.0734910256288588
1.5,0.18407769454627693,1.0966923683628897
1.5,0.2086213871524472,1.122582536548858
1.5,0.23316507975861744,1.1509650618212866
1.5,0.25770877236478773,1.1816439173718005
1.5,0.28225246497095796,1.2144273411831645
1.5,0.30679615757712825,1.249130704029676
1.5,0.3313398501832985,1.2855785061340066
1.5,0.35588354278946877,1.3236056274620098
1.5,0.380427235395639,1.3630579717390647
1.5,0.4049709280018093,1.4037926412826458
1.5,0.4295146206079795,1.4456777659332427
1.5,0.4540583132141498,1.4885920904238858
1.5,0.47860200582032003,1.532424404388599
1.5,0.5031456984264903,1.577072880261125
1.5,0.5276893910326605,1.622444367779974
1.5,0.5522330836388308,1.6684536801292442
1.5,0.5767767762450011,1.7150228958652254
1.5,0.6013204688511713,1.762080692414424
1.5,0.6258641614573416,1.8095617206851118
1.5,0.6504078540635119,1.8574060258041045
1.5,0.6749515466696822,1.9055585157992043
1.5,0.6994952392758523,1.9539684778753448
1.5,0.7240389318820226,2.0025891405174674
1.5,0.7485826244881929,2.0513772787888254
1.5,0.7731263170943632,2.1002928597208
1.5,0.7976700097005334,2.149298724489531
1.5,0.8222137023067037,2.1983603040572226
1.5,0.8467573949128739,2.2474453650573882
1.5,0.8713010875190442,2.296523782877613
1.5,0.8958447801252144,2.345567339108251
1.5,0.9203884727313847,2.394549540758782
1.5,0.944932165337555,2.4434454588802947
1.5,0.9694758579437253,2.4922315844633385
1.5,0.9940195505498954,2.5408856996991114
1.5,1.0185632431560658,2.589386762895488
1.5,1.043106935762236,2.6377148055260617
1.5,1.0676506283684062,2.6858508400599104
1.5,1.0921943209745766,2.7337767773724906
1.5,1.1167380135807468,2.7814753526748475
1.5,1.141281706186917,2.8289300590202564
1.5,1.1658253987930873,2.876125087555724
1.5,1.1903690913992575,2.923045273781771
1.5,1.214912784005428,2.9696760491687955
1.5,1.239456476611598,3.016003397553266
1.5,1.2640001692177683,3.0620138158031325
1.5,1.2885438618239387,3.1076942783001296
1.5,1.3130875544301088,3.1530322048380386
1.5,1.337631247036279,3.198015431581271
1.5,1.3621749396424494,3.242632184768013
1.5,1.3867186322486196,3.2868710568773922
1.5,1.41126232485479,3.330720985011153
1.5,1.4358060174609601,3.374171231267685
1.5,1.4603497100671303,3.417211364910488
1.5,1.4848934026733007,3.4598312461544594
1.5,1.509437095279471,3.5020210114123382
1.5,1.533980787885641,3.543771059860342
1.5,1.5585244804918115,3.585072041196852
1.5,1.5830681730979816,3.625914844481133
1.5,1.607611865704152,3.666290587950757
1.5,1.6321555583103222,3.706190609726718
1.5,1.6566992509164924,3.745606459324481
1.5,1.6812429435226628,3.7845298898973696
1.5,1.705786636128833,3.8229528511460233
1.5,1.7303303287350031,3.86086748283418
1.5,1.7548740213411735,3.8982661088568196
1.5,1.7794177139473437,3.9351412318119694
1.5,1.8039614065535141,3.9714855280320553
1.5,1.8285050991596843,4.007291843034916
1.5,1.8530487917658545,4.042553187358286
1.5,1.8775924843720249,4.0772627327449396
1.5,1.902136176978195,4.111413808648693
1.5,1.9266798695843652,4.144999899034162
1.5,1.9512235621905356,4.178014639445637
1.5,1.9757672547967058,4.210451814322612
1.5,2.000310947402876,4.24230535454152
1.5,2.024854640009046,4.273569335164966
1.5,2.0493983326152168,4.304237973381453
1.5,2.073942025221387,4.3343056266199635
1.5,2.098485717827557,4.363766790825171
1.5,2.1230294104337273,4.392616098880213
1.5,2.1475731030398975,4.420848319165063
1.5,2.172116795646068,4.448458354239517
1.5,2.1966604882522383,4.475441239640765
1.5,2.2212041808584084,4.501792142786237
1.5,2.2457478734645786,4.527506361973292
1.5,2.270291566070749,4.552579325467871
1.5,2.2948352586769194,4.577006590674965
1.5,2.3193789512830896,4.600783843384238
1.5,2.3439226438892597,4.623906897084723
1.5,2.36846633649543,4.646371692342943
1.5,2.3930100291016,4.668174296239265
1.5,2.4175537217077703,4.689310901857704
1.5,2.442097414313941,4.709777827824738
1.5,2.466641106920111,4.729571517893047
1.5,2.4911847995262812,4.748688540566395
1.5,2.5157284921324514,4.767125588762177
1.5,2.5402721847386216,4.784879479508371
