generator,instance,phase_index,eigenphase
qr_haar,8,13,2.6154703804234996
qr_haar,8,14,2.757514141196191
qr_haar,8,15,3.0459807336886278
qr_haar,8,16,3.1652946734877467
qr_haar,8,17,3.342527507216209
qr_haar,8,18,3.6297500066054913
qr_haar,8,19,3.770714213038348
qr_haar,8,20,4.020826994279243
qr_haar,8,21,4.20994126271565
qr_haar,8,22,4.319557737325585
qr_haar,8,23,4.540764960556293
qr_haar,8,24,4.7910276061303625
qr_haar,8,25,4.974545784781305
qr_haar,8,26,5.103208587218044
qr_haar,8,27,5.242611703766439
qr_haar,8,28,5.53747483712122
qr_haar,8,29,5.82877082350288
qr_haar,8,30,5.965174559386163
qr_haar,8,31,6.07253129649453
qr_haar,9,0,0.10231309186478404
qr_haar,9,1,0.18427885980237066
qr_haar,9,2,0.35660791724763946
qr_haar,9,3,0.6294496210501931
qr_haar,9,4,0.7223326605183785
qr_haar,9,5,0.8824056509737015
qr_haar,9,6,1.0118605430190735
qr_haar,9,7,1.2340214529049085
qr_haar,9,8,1.5342811915580594
qr_haar,9,9,1.7722941686691254
qr_haar,9,10,1.9020554987783214
qr_haar,9,11,2.1779188027077874
qr_haar,9,12,2.2883409865926523
qr_haar,9,13,2.6408765596628085
qr_haar,9,14,2.754756122820793
qr_haar,9,15,2.8560559522011175
qr_haar,9,16,3.130627985453577
qr_haar,9,17,3.2857220735797417
qr_haar,9,18,3.5371779669287777
qr_haar,9,19,3.693337979835744
qr_haar,9,20,3.9682213246883618
qr_haar,9,21,4.223763995203077
qr_haar,9,22,4.330403594575728
qr_haar,9,23,4.533562801931947
qr_haar,9,24,4.633184732347978
qr_haar,9,25,4.8891785346063745
qr_haar,9,26,4.993590915099409
qr_haar,9,27,5.190699861119846
qr_haar,9,28,5.600389827919593
qr_haar,9,29,5.6848312343175955
qr_haar,9,30,5.821946342467641
qr_haar,9,31,6.043069328292711
qr_haar,10,0,0.10592647945610847
qr_haar,10,1,0.23453035642376502
qr_haar,10,2,0.5997167202080457
qr_haar,10,3,0.7898526228333409
qr_haar,10,4,0.9780412888876264
qr_haar,10,5,1.180140248764024
qr_haar,10,6,1.3740719658575646
qr_haar,10,7,1.593745990705267
qr_haar,10,8,1.8690069132510923
qr_haar,10,9,1.8909051969389739
qr_haar,10,10,2.0477684865030414
qr_haar,10,11,2.4154977947507508
qr_haar,10,12,2.5916008306941705
qr_haar,10,13,2.761567274076174
qr_haar,10,14,2.8937214168279435
qr_haar,10,15,3.0572121138800328
qr_haar,10,16,3.1456344696363727
qr_haar,10,17,3.3289999803341463
qr_haar,10,18,3.487179521232115
qr_haar,10,19,3.8885264511267303
qr_haar,10,20,4.105999899467909
qr_haar,10,21,4.301020492461702
qr_haar,10,22,4.470709405829677
qr_haar,10,23,4.729304471588133
qr_haar,10,24,4.866379492840325
qr_haar,10,25,5.039830159524389
qr_haar,10,26,5.301955668582201
qr_haar,10,27,5.416617884803029
qr_haar,10,28,5.5863690674536945
qr_haar,10,29,5.799967882075009
qr_haar,10,30,6.0439377330203445
qr_haar,10,31,6.17464857162279
qr_haar,11,0,0.032636725510702506
qr_haar,11,1,0.32712933214940276
qr_haar,11,2,0.4639958206987287
qr_haar,11,3,0.6772635373913878
qr_haar,11,4,0.8012595097170402
qr_haar,11,5,0.9344884523394611
qr_haar,11,6,1.134809991856965
qr_haar,11,7,1.3255288384213182
qr_haar,11,8,1.436359400893766
qr_haar,11,9,1.6621668493132764
qr_haar,11,10,1.7631106690976814
qr_haar,11,11,1.8826128757423224
qr_haar,11,12,2.116780897803005
qr_haar,11,13,2.409501182884922
qr_haar,11,14,2.572001968659021
qr_haar,11,15,2.7900245291593095
qr_haar,11,16,2.8945120839877796
qr_haar,11,17,3.2395916496897845
qr_haar,11,18,3.470793021692345
qr_haar,11,19,3.5888983390893707
qr_haar,11,20,3.702084529178562
qr_haar,11,21,4.148631079177502
qr_haar,11,22,4.248057171871247
qr_haar,11,23,4.444760064179896
qr_haar,11,24,4.734185148228508
qr_haar,11,25,4.864474202612762
qr_haar,11,26,5.0154972951094035
qr_haar,11,27,5.271254035049568
qr_haar,11,28,5.57591284594416
qr_haar,11,29,5.699817520914985
qr_haar,11,30,6.015908621302218
qr_haar,11,31,6.11912992928445
qr_haar,12,0,0.22554326525281032
qr_haar,12,1,0.4043395397264255
qr_haar,12,2,0.5063833281856305
