generator,instance,alpha_index,alpha,discord,optimal_phi,tau_real,tau_imag,tau_abs
qr_haar,1,6,0.15000000000000002,0.007892738171763725,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,7,0.17500000000000002,0.010761705265423416,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,8,0.2,0.014084681586052028,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,9,0.225,0.017867292215258956,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,10,0.25,0.02211606108247466,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,11,0.275,0.026838473544570363,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,12,0.30000000000000004,0.032043050779462234,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,13,0.325,0.037739437891682215,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,14,0.35000000000000003,0.043938508096583284,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,15,0.375,0.0506524859430133,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,16,0.4,0.057895093293628186,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,17,0.42500000000000004,0.06568172276432094,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,18,0.45,0.0740296446097215,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,19,0.47500000000000003,0.08295825474315688,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,20,0.5,0.09248937385955269,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,21,0.525,0.10264761072500317,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,22,0.55,0.11346080695870242,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,23,0.5750000000000001,0.12496058659161235,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,24,0.6000000000000001,0.13718304215856758,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,25,0.625,0.15016960135195045,2.727584319395789,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,26,0.65,0.1639676336129101,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,27,0.675,0.1786331727160615,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,28,0.7000000000000001,0.1942318769261142,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,29,0.7250000000000001,0.21084166318302255,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,30,0.75,0.22855637045152477,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,31,0.775,0.24749080017173508,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,32,0.8,0.2677881029293685,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,33,0.8250000000000001,0.28963103782113464,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,34,0.8500000000000001,0.3132599923444799,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,35,0.875,0.33900367070790693,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,36,0.9,0.3673358346843463,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,37,0.925,0.39899296933247275,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,38,0.9500000000000001,0.435264703955335,2.751937750818966,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,39,0.9750000000000001,0.47895549986413144,2.703230887972613,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,1,40,1.0,0.5440159540329255,2.5571102994335524,-0.013447519847278794,0.03445318013287176,0.03698455638926965
qr_haar,2,0,0.0,0.0,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,1,0.025,0.00020803613062092552,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,2,0.05,0.0008324766168419373,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,3,0.07500000000000001,0.001874320520722783,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,4,0.1,0.0033352422648089686,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,5,0.125,0.005217605808327086,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,6,0.15000000000000002,0.007524484896455519,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,7,0.17500000000000002,0.010259689803331362,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,8,0.2,0.01342780113669928,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,9,0.225,0.01703421144177586,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,10,0.25,0.02108517554196432,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,11,0.275,0.025587870794025136,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,12,0.30000000000000004,0.03055046872793632,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,13,0.325,0.035982219903390344,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,14,0.35000000000000003,0.04189355426745056,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,15,0.375,0.04829619987089018,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,16,0.4,0.05520332353398594,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,17,0.42500000000000004,0.06262969800157148,3.1172392221666163,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,18,0.45,0.07059186179712018,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,19,0.47500000000000003,0.07910836137650978,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,20,0.5,0.0882002212489299,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,21,0.525,0.09789107230922056,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,22,0.55,0.10820765679241795,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,23,0.5750000000000001,0.1191803583460791,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,24,0.6000000000000001,0.13084386391548541,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,25,0.625,0.1432379999649065,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,26,0.65,0.15640880308215444,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,27,0.675,0.17040991152593676,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,28,0.7000000000000001,0.1853044054402515,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,29,0.7250000000000001,0.20116728928923244,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,30,0.75,0.21808891896359306,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,31,0.775,0.23617986338092578,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,32,0.8,0.25557802806917973,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,33,0.8250000000000001,0.2764595113841617,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,34,0.8500000000000001,0.29905597469264045,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,35,0.875,0.3236842147218617,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,36,0.9,0.35080082086019715,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,37,0.925,0.38111547848722527,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,38,0.9500000000000001,0.4158705671654701,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,39,0.9750000000000001,0.45778224580714344,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,2,40,1.0,0.5205441964780295,0.0,0.001622930196928718,0.01208502398895121,0.01219351086593313
qr_haar,3,0,0.0,0.0,0.0,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,1,0.025,0.00021430292078594704,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,2,0.05,0.0008575532359209603,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,3,0.07500000000000001,0.0019307784578561638,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,4,0.1,0.0034357006783212185,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,5,0.125,0.005374751127097177,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,6,0.15000000000000002,0.007751090966706897,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,7,0.17500000000000002,0.01056863875378422,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,8,0.2,0.013832105148673612,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,9,0.225,0.0175470356283709,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,10,0.25,0.021719862162540515,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,11,0.275,0.026357965057612454,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,12,0.30000000000000004,0.03146974647301537,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,13,0.325,0.03706471748290685,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,14,0.35000000000000003,0.04315360101885002,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,15,0.375,0.04974845361329727,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,16,0.4,0.05686280961148604,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,17,0.42500000000000004,0.06451185248634506,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,18,0.45,0.07271261915554295,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,19,0.47500000000000003,0.08148424487266315,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,20,0.5,0.09084825850481781,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,21,0.525,0.10082894104805984,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,22,0.55,0.1114537644135618,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,23,0.5750000000000001,0.12275393335886342,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,24,0.6000000000000001,0.134765061736851,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,25,0.625,0.1475280262429699,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,26,0.65,0.16109005857727698,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,27,0.675,0.1755061637427353,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,28,0.7000000000000001,0.1908409937738318,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,29,0.7250000000000001,0.20717137259174478,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,30,0.75,0.22458977738894248,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,31,0.775,0.24320927045417928,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,32,0.8,0.2631707145761286,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,33,0.8250000000000001,0.28465375030783413,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,34,0.8500000000000001,0.30789432595106003,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,35,0.875,0.33321447715116737,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,36,0.9,0.36107723232024735,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,37,0.925,0.3922001150314607,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,38,0.9500000000000001,0.42783436237524697,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,39,0.9750000000000001,0.47070164882114085,2.337929416624962,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,3,40,1.0,0.5344433297246596,2.3866362794713156,-0.035567246504407055,-0.019165628683094398,0.04040235570760085
qr_haar,4,0,0.0,0.0,0.0,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,1,0.025,0.00021621647713043757,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,2,0.05,0.0008652070863535144,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,3,0.07500000000000001,0.0019479982025467635,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,4,0.1,0.0034663099786955698,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,5,0.125,0.005422570839288099,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,6,0.15000000000000002,0.007819938181034658,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,7,0.17500000000000002,0.010662325709125398,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,8,0.2,0.013954437987159451,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,9,0.225,0.017701812951438356,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,10,0.25,0.021910873343724546,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,11,0.275,0.026588988260515478,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,12,0.30000000000000004,0.03174454631425938,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,13,0.325,0.03738704226930878,0.21918088280859022,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,14,0.35000000000000003,0.043527167174280734,0.19482745138541352,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,15,0.375,0.050176559620856764,0.19482745138541352,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,16,0.4,0.05734897295448693,0.19482745138541352,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,17,0.42500000000000004,0.0650595254500459,0.19482745138541352,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,18,0.45,0.07332517813350403,0.19482745138541352,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,19,0.47500000000000003,0.08216497783320875,0.19482745138541352,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,20,0.5,0.09160035025211055,0.19482745138541352,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,21,0.525,0.10165545583484814,0.19482745138541352,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,22,0.55,0.1123576253688201,0.19482745138541352,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,23,0.5750000000000001,0.12373731877287053,0.17047401996223682,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,24,0.6000000000000001,0.13582886640869862,0.17047401996223682,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,25,0.625,0.1486739927601386,0.17047401996223682,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,26,0.65,0.16231955763977535,0.17047401996223682,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,27,0.675,0.17682012784354484,0.17047401996223682,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,28,0.7000000000000001,0.1922398378460537,0.17047401996223682,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,29,0.7250000000000001,0.20865062577455173,0.14612058853906013,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,30,0.75,0.22614683814808334,0.14612058853906013,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,31,0.775,0.2448409179924962,0.14612058853906013,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,32,0.8,0.2648724386224037,0.14612058853906013,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,33,0.8250000000000001,0.28641112333234364,0.12176715711588346,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,34,0.8500000000000001,0.3096966082017767,0.12176715711588346,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,35,0.875,0.3350490266503581,0.12176715711588346,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,36,0.9,0.362914644976879,0.09741372569270676,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,37,0.925,0.3940171554055416,0.09741372569270676,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,38,0.9500000000000001,0.42959149370658434,0.07306029426953006,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,39,0.9750000000000001,0.4723667917388168,0.04870686284635338,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,4,40,1.0,0.5360647399221472,0.04870686284635338,0.02670348935286228,-0.016288324919529387,0.03127916035162375
qr_haar,5,0,0.0,0.0,0.0,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,1,0.025,0.0002091146338676353,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,2,0.05,0.0008367925999586134,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,3,0.07500000000000001,0.0018840388870469127,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,4,0.1,0.0033525378502989867,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,5,0.125,0.005244667470726938,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,6,0.15000000000000002,0.007563519723357892,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,7,0.17500000000000002,0.010312927477153622,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,8,0.2,0.013497498497845761,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,9,0.225,0.01712265729549589,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,10,0.25,0.021194695759764848,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,11,0.275,0.02572083376721057,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,12,0.30000000000000004,0.030709291239242376,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,13,0.325,0.03616937349312277,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,14,0.35000000000000003,0.04211157218353723,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,15,0.375,0.048547684708522,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,16,0.4,0.05549095569099016,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,17,0.42500000000000004,0.06295624510145803,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,18,0.45,0.07096022883642039,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,19,0.47500000000000003,0.07952163921998512,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,20,0.5,0.08866155511181972,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,21,0.525,0.09840375431223247,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
qr_haar,5,22,0.55,0.10877514509702024,1.972627945277312,-0.012587343433877345,-0.019172972136519653,0.02293565074878265
