occupation,S_P,S_W,S_Q,S_W_r_1_4,S_W_r_1_2,S_W_r_1,S_W_r_2,S_W_r_4
0.2435,0.4126383364594925,0.3606266143713128,-0.7209472542462735,-0.4877658671218745,-0.02566774674857775,0.3606266143713128,0.6674794338113675,0.898528493998016
0.244,0.4105870536889351,0.3625778345025745,-0.7202860971973959,-0.4858146469906128,-0.02371652661731605,0.3625778345025745,0.6694306539426292,0.9004797141292777
0.2445,0.4085399700672103,0.3645328693383778,-0.7196245027306574,-0.4838596121548095,-0.02176149178151277,0.3645328693383778,0.6713856887784325,0.902434748965081
0.245,0.4064970684374101,0.3664917338237108,-0.7189624702668876,-0.4819007476694765,-0.01980262729617976,0.3664917338237108,0.6733445532637655,0.904393613450414
0.2455,0.4044583317475619,0.3684544429915595,-0.7182999992257665,-0.4799380385016279,-0.01783991812833108,0.3684544429915595,0.6753072624316142,0.9063563226182627
0.246,0.4024237430497744,0.3704210119636004,-0.717637089025819,-0.4779714695295869,-0.01587334915629013,0.3704210119636004,0.6772738314036552,0.9083228915903037
0.2465,0.4003932854993923,0.3723914559508992,-0.7169737390844132,-0.4760010255422882,-0.0139029051689914,0.3723914559508992,0.6792442753909539,0.9102933355776024
0.247,0.3983669423541598,0.3743657902546169,-0.7163099488177564,-0.4740266912385704,-0.01192857086527366,0.3743657902546169,0.6812186096946716,0.9122676698813201
0.2475,0.3963446969733921,0.3763440302667225,-0.7156457176408937,-0.4720484512264649,-0.009950330853168099,0.3763440302667225,0.6831968497067772,0.9142459098934257
0.248,0.3943265328171548,0.3783261914707137,-0.7149810449677028,-0.4700662900224737,-0.007968169649176904,0.3783261914707137,0.6851790109107684,0.9162280710974169
0.2485,0.3923124334454537,0.3803122894423432,-0.7143159302108921,-0.4680801920508442,-0.005982071677547385,0.3803122894423432,0.6871651088823979,0.9182141690690464
0.249,0.3903023825174294,0.3823023398503531,-0.7136503727819976,-0.4660901416428342,-0.00399202126953746,0.3823023398503531,0.6891551592904078,0.9202042194770563
0.2495,0.3882963637905636,0.3842963584572177,-0.7129843720913795,-0.4640961230359697,-0.001998002662672915,0.3842963584572177,0.6911491778972724,0.9221982380839209
0.25,0.3862943611198906,0.3862943611198906,-0.7123179275482191,-0.4620981203732968,0,0.3862943611198906,0.6931471805599453,0.9241962407465938
0.2505,0.3842963584572177,0.3882963637905636,-0.7116510385605155,-0.4600961177026237,0.002002002670673075,0.3882963637905636,0.6951491832306184,0.9261982434172669
0.251,0.3823023398503531,0.3903023825174294,-0.7109837045350824,-0.4580900989757579,0.004008021397538863,0.3903023825174294,0.6971552019574841,0.9282042621441327
0.2515,0.3803122894423432,0.3923124334454537,-0.7103159248775459,-0.4560800480477336,0.006018072325563173,0.3923124334454537,0.6991652528855085,0.930214313072157
0.252,0.3783261914707137,0.3943265328171548,-0.7096476989923401,-0.4540659486760326,0.008032171697264223,0.3943265328171548,0.7011793522572095,0.932228412443858
0.2525,0.3763440302667225,0.3963446969733921,-0.7089790262827045,-0.4520477845197952,0.01005033585350157,0.3963446969733921,0.7031975164134469,0.9342465766000954
0.253,0.3743657902546169,0.3983669423541598,-0.7083099061506802,-0.4500255391390275,0.01207258123426924,0.3983669423541598,0.7052197617942145,0.936268821980863
0.2535,0.3723914559508992,0.4003932854993923,-0.7076403379971079,-0.447999195993795,0.01409892437950178,0.4003932854993923,0.7072461049394471,0.9382951651260956
0.254,0.3704210119636004,0.4024237430497744,-0.7069703212216238,-0.445968738443413,0.01612938192988378,0.4024237430497744,0.7092765624898291,0.9403256226764776
0.2545,0.3684544429915595,0.4044583317475619,-0.7062998552226561,-0.4439341497456255,0.01816397062767128,0.4044583317475619,0.7113111511876166,0.9423602113742651
0.255,0.3664917338237108,0.4064970684374101,-0.7056289393974224,-0.4418954130557773,0.0202027073175195,0.4064970684374101,0.7133498878774648,0.9443989480641133
0.2555,0.3645328693383778,0.4085399700672103,-0.7049575731419265,-0.439852511425977,0.02224560894731975,0.4085399700672103,0.715392789507265,0.9464418496939135
0.256,0.3625778345025745,0.4105870536889351,-0.7042857558509548,-0.4378054278042522,0.02429269256904454,0.4105870536889351,0.7174398731289898,0.9484889333156383
0.2565,0.3606266143713128,0.4126383364594925,-0.7036134869180728,-0.4357541450336948,0.02634397533960198,0.4126383364594925,0.7194911558995473,0.9505402160861958
0.257,0.3586791940869172,0.4146938356415886,-0.7029407657356221,-0.4336986458515988,0.028399474521698,0.4146938356415886,0.7215466550816433,0.9525957152682918
0.2575,0.3567355588783463,0.4167535686045991,-0.7022675916947175,-0.4316389128885882,0.03045920748470854,0.4167535686045991,0.7236063880446538,0.9546554482313023
0.258,0.3547956940605197,0.4188175528254507,-0.7015939641852433,-0.4295749286677366,0.03252319170556017,0.4188175528254507,0.7256703722655055,0.956719432452154
0.2585,0.3528595850336531,0.4208858058895097,-0.7009198825958498,-0.4275066756036776,0.03459144476961917,0.4208858058895097,0.7277386253295645,0.958787685516213
0.259,0.3509272172825992,0.422958345491482,-0.7002453463139497,-0.4254341360017053,0.03666398437159146,0.422958345491482,0.7298111649315367,0.9608602251181853
0.2595,0.3489985763761936,0.4250351894363211,-0.6995703547257164,-0.4233572920568662,0.03874082831643055,0.4250351894363211,0.7318880088763758,0.9629370690630243
0.26,0.3470736479666092,0.4271163556401458,-0.6988949072160784,-0.4212761258530415,0.04082199452025526,0.4271163556401458,0.7339691750802005,0.965018235266849
0.2605,0.3451524177887153,0.4292018621311671,-0.6982190031687174,-0.4191906193620203,0.04290750101127649,0.4292018621311671,0.7360546815712218,0.9671037417578703
0.261,0.3432348716594436,0.4312917270506265,-0.6975426419660646,-0.4171007544425609,0.04499736593073589,0.4312917270506265,0.7381445464906812,0.9691936066773297
0.2615,0.3413209954771594,0.4333859686537411,-0.6968658229892973,-0.4150065128394462,0.04709160753385055,0.4333859686537411,0.7402387880937958,0.9712878482804443
0.262,0.3394107752210402,0.4354846053106625,-0.6961885456183354,-0.4129078761825249,0.04919024419077189,0.4354846053106625,0.7423374247507172,0.9733864849373657
0.2625,0.3375041969504586,0.4375876555074412,-0.6955108092318378,-0.4108048259857462,0.05129329438755059,0.4375876555074412,0.7444404749474959,0.9754895351341444
0.263,0.3356012468043725,0.439695137847006,-0.6948326132071996,-0.4086973436461814,0.05340077672711541,0.439695137847006,0.7465479572870607,0.9775970174737092
0.2635,0.33370191100072,0.4418070710501494,-0.6941539569205478,-0.406585410443038,0.05551270993025881,0.4418070710501494,0.7486598904902041,0.9797089506768526
0.264,0.3318061758358208,0.443923473956527,-0.6934748397467392,-0.4044690075366604,0.05762911283663641,0.443923473956527,0.7507762933965817,0.9818253535832302
0.2645,0.3299140276837829,0.4460443655256647,-0.6927952610593553,-0.4023481159675226,0.05975000440577416,0.4460443655256647,0.7528971849657194,0.9839462451523679
0.265,0.3280254529959148,0.4481697648379781,-0.6921152202306996,-0.4002227166552093,0.06187540371808753,0.4481697648379781,0.7550225842780328,0.9860716444646813
0.2655,0.3261404383001434,0.450299691095803,-0.6914347166317949,-0.3980927903973843,0.06400532997591246,0.450299691095803,0.7571525105358577,0.9882015707225063
0.266,0.3242589702004379,0.4524341636244358,-0.6907537496323786,-0.3959583178687516,0.06613980250454521,0.4524341636244358,0.7592869830644905,0.990336043251139
0.2665,0.3223810353762377,0.4545732018731852,-0.6900723186008995,-0.3938192796200022,0.0682788407532946,0.4545732018731852,0.7614260213132399,0.9924750814998884
0.267,0.3205066205818874,0.4567168254164367,-0.6893904229045145,-0.3916756560767507,0.07042246429654608,0.4567168254164367,0.7635696448564914,0.9946187050431399
0.2675,0.3186357126460757,0.4588650539547261,-0.6887080619090853,-0.3895274275384613,0.07257069283483553,0.4588650539547261,0.7657178733947808,0.9967669335814293
0.268,0.3167682984712803,0.4610179073158271,-0.6880252349791744,-0.3873745741773602,0.07472354619593657,0.4610179073158271,0.7678707267558819,0.9989197869425304
0.2685,0.3149043650332175,0.4631754054558483,-0.687341941478042,-0.385217076037339,0.07688104433595777,0.4631754054558483,0.7700282248959031,1.001077285082552
0.269,0.313043899380298,0.4653375684603436,-0.6866581807676414,-0.3830549130328438,0.079043207340453,0.4653375684603436,0.7721903879003983,1.003239448087047
0.2695,0.3111868886330851,0.4675044165454338,-0.685973952208617,-0.3808880649477535,0.08121005542554327,0.4675044165454338,0.7743572359854886,1.005406296172137
0.27,0.3093333199837622,0.4696759700589417,-0.6852892551602998,-0.3787165114342457,0.08338160893905111,0.4696759700589417,0.7765287894989964,1.007577849685645
0.2705,0.3074831806956009,0.4718522494815374,-0.6846040889807034,-0.37654023201165,0.08555788836164679,0.4718522494815374,0.7787050689215921,1.009754129108241
0.271,0.305636458102436,0.4740332754278975,-0.683918453026521,-0.3743592060652898,0.08773891430800695,0.4740332754278975,0.7808860948679522,1.011935155054601
0.2715,0.3037931396081468,0.4762190686478778,-0.6832323466531224,-0.3721734128453096,0.0899247075279872,0.4762190686478778,0.7830718880879325,1.014120948274581
0.272,0.3019532126861397,0.4784096500276964,-0.6825457692145489,-0.3699828314654909,0.09211528890780585,0.4784096500276964,0.7852624694677511,1.0163115296544
0.2725,0.3001166648788383,0.480605040591132,-0.6818587200635106,-0.3677874409020554,0.09431067947124139,0.480605040591132,0.7874578600311867,1.018506920217835
0.273,0.2982834837971773,0.4828052615007346,-0.6811711985513823,-0.3655872199924528,0.09651090038084398,0.4828052615007346,0.7896580809407893,1.020707141127438
0.2735,0.2964536571201011,0.4850103340590484,-0.6804832040282005,-0.363382147434139,0.09871597293915779,0.4850103340590484,0.7918631534991031,1.022912213685752
0.274,0.2946271725940668,0.4872202797098513,-0.679794735842659,-0.3611722017833361,0.1009259185899607,0.4872202797098513,0.794073099149906,1.025122159336554
0.2745,0.2928040180325517,0.489435120039404,-0.6791057933421055,-0.3589573614537833,0.1031407589195135,0.489435120039404,0.7962879394794588,1.027336999666107
0.275,0.2909841813155656,0.4916548767777169,-0.6784163758725377,-0.3567376047154704,0.1053605156578263,0.4916548767777169,0.7985076962177716,1.02955675640442
0.2755,0.2891676503891678,0.4938795717998281,-0.6777264827785999,-0.3545129096933592,0.1075852106799375,0.4938795717998281,0.8007323912398828,1.031781451426531
0.276,0.287354413264987,0.4961092271270973,-0.6770361134035793,-0.3522832543660901,0.1098148660072067,0.4961092271270973,0.802962046567152,1.0340111067538
0.2765,0.2855444580197475,0.4983438649285137,-0.6763452670894016,-0.3500486165646737,0.1120495038086231,0.4983438649285137,0.8051966843685684,1.036245744555217
0.277,0.2837377727947985,0.5005835075220184,-0.6756539431766275,-0.3478089739711689,0.1142891464021278,0.5005835075220184,0.8074363269620731,1.038485387148722
0.2775,0.2819343457956478,0.5028281773758423,-0.6749621410044501,-0.3455643041173451,0.1165338162559517,0.5028281773758423,0.809680996815897,1.040730057002546
0.278,0.2801341652914999,0.5050778971098577,-0.6742698599106891,-0.3433145843833296,0.1187835359899672,0.5050778971098577,0.8119307165499124,1.042979776736561
0.2785,0.2783372196147982,0.5073326894969468,-0.6735770992317885,-0.3410597919962406,0.1210383283770562,0.5073326894969468,0.8141855089370015,1.04523456912365
0.279,0.2765434971607714,0.5095925774643844,-0.6728838583028121,-0.338799904028803,0.1232982163444938,0.5095925774643844,0.8164453969044391,1.047494457091088
0.2795,0.2747529863869831,0.5118575840952364,-0.6721901364574396,-0.3365348973979509,0.1255632229753458,0.5118575840952364,0.8187104035352911,1.04975946372194
0.28,0.2729656758128873,0.5141277326297757,-0.671495933027964,-0.3342647488634116,0.1278333715098852,0.5141277326297757,0.8209805520698304,1.052029612256479
0.2805,0.271181554019386,0.5164030464669112,-0.6708012473452856,-0.3319894350262762,0.1301086853470206,0.5164030464669112,0.8232558659069659,1.054304926093614
0.281,0.2694006096483912,0.5186835491656363,-0.6701060787389096,-0.3297089323275511,0.1323891880457457,0.5186835491656363,0.825536368605691,1.05658542879234
0.2815,0.2676228314023918,0.5209692644464923,-0.6694104265369425,-0.3274232170466951,0.1346749033266017,0.5209692644464923,0.827822083886547,1.058871144073195
0.282,0.2658482080440234,0.5232602161930482,-0.6687142900660871,-0.3251322653001392,0.1369658550731576,0.5232602161930482,0.8301130356331029,1.061162095819751
0.2825,0.2640767283956413,0.5255564284533984,-0.6680176686516391,-0.3228360530397889,0.1392620673335079,0.5255564284533984,0.8324092478934532,1.063458308080102
0.283,0.2623083813388993,0.5278579254416775,-0.6673205616174833,-0.3205345560515098,0.141563564321787,0.5278579254416775,0.8347107448817322,1.065759805068381
0.2835,0.2605431558143303,0.5301647315395928,-0.6666229682860894,-0.3182277499535946,0.1438703704197022,0.5301647315395928,0.8370175509796475,1.068066611166296
0.284,0.258781040820931,0.5324768712979722,-0.6659248879785085,-0.3159156101952152,0.1461825101780816,0.5324768712979722,0.8393296907380269,1.070378750924675
0.2845,0.2570220254157514,0.5347943694383348,-0.6652263200143687,-0.3135981120548526,0.1485000083184442,0.5347943694383348,0.8416471888783895,1.072696249065038
0.285,0.2552660987134865,0.5371172508544744,-0.6645272637118705,-0.311275230638713,0.1508228897345838,0.5371172508544744,0.8439700702945291,1.075019130481178
0.2855,0.2535132498860719,0.5394455406140655,-0.663827718387785,-0.3089469408791219,0.1531511794941749,0.5394455406140655,0.8462983600541202,1.077347420240769
0.286,0.2517634681622845,0.5417792639602856,-0.6631276833574473,-0.3066132175329017,0.1554849028403951,0.5417792639602856,0.8486320834003404,1.079681143586989
0.2865,0.2500167428273428,0.5441184463134578,-0.662427157934754,-0.3042740351797295,0.1578240851935673,0.5441184463134578,0.8509712657535126,1.082020325940161
0.287,0.2482730632225159,0.546463113272712,-0.6617261414321589,-0.3019293682204753,0.1601687521528214,0.546463113272712,0.8533159327127667,1.084364992899415
0.2875,0.2465324187447318,0.5488132906176657,-0.6610246331606684,-0.2995791908755217,0.1625189294977751,0.5488132906176657,0.8556661100577204,1.086715170244369
0.288,0.2447947988461909,0.5511690043101247,-0.6603226324298387,-0.2972234771830626,0.1648746431902341,0.5511690043101247,0.8580218237501794,1.089070883936828
0.2885,0.2430601930339829,0.5535302804958042,-0.65962013854777,-0.2948622009973831,0.1672359193759136,0.5535302804958042,0.8603830999358589,1.091432160122507
0.289,0.2413285908697049,0.5558971455060704,-0.6589171508211039,-0.292495335987117,0.1696027843861798,0.5558971455060704,0.8627499649461251,1.093799025132774
0.2895,0.2395999819690873,0.5582696258597009,-0.6582136685550183,-0.2901228556334865,0.1719752647398103,0.5582696258597009,0.8651224452997556,1.096171505486404
0.29,0.2378743560016174,0.5606477482646683,-0.657509691053224,-0.287744733228519,0.1743533871447778,0.5606477482646683,0.8675005677047231,1.098549627891372
0.2905,0.2361517026901712,0.5630315396199446,-0.6568052176179604,-0.2853609418732428,0.176737178500054,0.5630315396199446,0.8698843590599993,1.100933419246648
0.291,0.2344320118106447,0.5654210270173259,-0.6561002475499906,-0.2829714544758615,0.1791266658974353,0.5654210270173259,0.8722738464573806,1.103322906644029
0.2915,0.23271527319159,0.5678162377432807,-0.6553947801485981,-0.2805762437499066,0.1815218766233901,0.5678162377432807,0.8746690571833354,1.105718117369984
0.292,0.2310014767138553,0.5702171992808189,-0.6546888147115826,-0.2781752822123684,0.1839228381609284,0.5702171992808189,0.8770700187208736,1.108119078907522
0.2925,0.2292906123102258,0.5726239393113839,-0.6539823505352557,-0.2757685421818035,0.1863295781914933,0.5726239393113839,0.8794767587514386,1.110525818938087
0.293,0.2275826699650698,0.5750364857167678,-0.6532753869144359,-0.2733559957764196,0.1887421245968772,0.5750364857167678,0.8818893051568225,1.112938365343471
0.2935,0.2258776397139859,0.5774548665810495,-0.652567923142445,-0.2709376149121379,0.1911605054611589,0.5774548665810495,0.8843076860211042,1.115356746207753
0.294,0.2241755116434554,0.579879110192556,-0.6518599585111049,-0.2685133713006314,0.1935847490726654,0.579879110192556,0.8867319296326107,1.117780989819259
0.2945,0.2224762758904957,0.5823092450458476,-0.6511514923107317,-0.2660832364473398,0.196014883925957,0.5823092450458476,0.8891620644859023,1.120211124672551
0.295,0.2207799226423173,0.5847452998437288,-0.6504425238301317,-0.2636471816494586,0.1984509387238382,0.5847452998437288,0.8915981192837835,1.122647179470432
0.2955,0.2190864421359842,0.5871873034992805,-0.6497330523565978,-0.2612051779939069,0.2008929423793899,0.5871873034992805,0.8940401229393352,1.125089183125984
0.296,0.2173958246580767,0.5896352851379205,-0.6490230771759053,-0.2587571963552668,0.2033409240180299,0.5896352851379205,0.8964881045779752,1.127537164764624
0.2965,0.2157080605443569,0.5920892740994872,-0.6483125975723067,-0.2563032073937002,0.2057949129795966,0.5920892740994872,0.8989420935395419,1.12999115372619
0.297,0.2140231401794375,0.5945492999403497,-0.647601612828528,-0.2538431815528377,0.2082549388204591,0.5945492999403497,0.9014021193804044,1.132451179567053
0.2975,0.2123410539964528,0.5970153924355432,-0.6468901222257638,-0.2513770890576441,0.2107210313156527,0.5970153924355432,0.903868211875598,1.134917272062246
0.298,0.2106617924767327,0.5994875815809322,-0.646178125043674,-0.2489048999122552,0.2131932204610416,0.5994875815809322,0.9063404010209869,1.137389461207635
0.2985,0.2089853461494804,0.6019658975953994,-0.6454656205603786,-0.2464265838977879,0.2156715364755089,0.6019658975953994,0.9088187170354541,1.139867777222103
0.299,0.2073117055914506,0.6044503709230613,-0.6447526080524532,-0.243942110570126,0.2181560098031707,0.6044503709230613,0.911303190363116,1.142352250549765
0.2995,0.205640861426633,0.6069410322355131,-0.6440390867949246,-0.2414514492576743,0.2206466711156225,0.6069410322355131,0.9137938516755678,1.144842911862216
0.3,0.2039728043259361,0.6094379124341003,-0.6433250560612676,-0.2389545690590871,0.2231435513142097,0.6094379124341003,0.916290731874155,1.147339792060803
0.3005,0.2023075250068749,0.6119410426522189,-0.6426105151233988,-0.2364514388409684,0.2256466815323284,0.6119410426522189,0.9187938620922736,1.149842922278922
0.301,0.2006450142332614,0.6144504542576446,-0.6418954632516733,-0.2339420272355428,0.228156093137754,0.6144504542576446,0.9213032736976993,1.152352333884348
0.3015,0.1989852628148969,0.6169661788548919,-0.6411798997148794,-0.2314263026382954,0.2306718177350013,0.6169661788548919,0.9238189982949466,1.154868058481595
0.302,0.1973282616072674,0.6194882482876019,-0.6404638237802354,-0.2289042332055855,0.2331938871677113,0.6194882482876019,0.9263410677276566,1.157390127914305
0.3025,0.195674001511241,0.6220166946409604,-0.6397472347133837,-0.2263757868522269,0.2357223335210699,0.6220166946409604,0.9288695140810151,1.159918574267664
0.303,0.194022473472768,0.6245515502441485,-0.6390301317783869,-0.2238409312490388,0.238257189124258,0.6245515502441485,0.9314043696842033,1.162453429870852
0.3035,0.1923736684825841,0.627092847672821,-0.6383125142377233,-0.2212996338203663,0.2407984865529305,0.627092847672821,0.9339456671128757,1.164994727299524
0.304,0.1907275775759154,0.6296406197516198,-0.6375943813522825,-0.2187518617415676,0.2433462586317292,0.6296406197516198,0.9364934391916745,1.167542499378323
0.3045,0.1890841918321853,0.6321948995567166,-0.6368757323813605,-0.2161975819364708,0.245900538436826,0.6321948995567166,0.9390477189967713,1.17009677918342
0.305,0.1874435023747254,0.6347557204183902,-0.6361565665826552,-0.2136367610747971,0.2484613592984997,0.6347557204183902,0.9416085398584449,1.172657600045093
0.3055,0.185805500370487,0.6373231159236361,-0.6354368832122614,-0.2110693655695512,0.2510287548037455,0.6373231159236361,0.9441759353636908,1.175224995550339
0.306,0.1841701770297564,0.6398971199188088,-0.6347166815246674,-0.2084953615743785,0.2536027587989182,0.6398971199188088,0.9467499393588635,1.177798999545512
0.3065,0.1825375236058711,0.6424777665123005,-0.6339959607727492,-0.2059147149808869,0.2561834053924099,0.6424777665123005,0.9493305859523552,1.180379646139004
0.307,0.18090753139494,0.6450650900772514,-0.6332747202077662,-0.2033273914159359,0.2587707289573609,0.6450650900772514,0.9519179095173061,1.182966969703955
0.3075,0.1792801917355644,0.647659125254298,-0.6325529590793565,-0.2007333562388893,0.2613647641344075,0.647659125254298,0.9545119446943527,1.185561004881001
0.308,0.1776554960085626,0.6502599069543555,-0.6318306766355324,-0.1981325745388318,0.263965545834465,0.6502599069543555,0.9571127263944103,1.188161786581059
0.3085,0.1760334356366946,0.6528674703614363,-0.6311078721226758,-0.195525011131751,0.2665731092415458,0.6528674703614363,0.959720289801491,1.19076934998814
0.309,0.1744140020843916,0.6554818509355071,-0.630384544785533,-0.1929106305576802,0.2691874898156166,0.6554818509355071,0.9623346703755619,1.19338373056221
0.3095,0.1727971868574862,0.6581030844153815,-0.6296606938672098,-0.1902893970778059,0.2718087232954909,0.6581030844153815,0.9649559038554362,1.196004964042085
0.31,0.1711829815029451,0.6607312068216509,-0.6289363186091679,-0.1876612746715365,0.2744368457017603,0.6607312068216509,0.9675840262617056,1.198633086448354
0.3105,0.1695713776086036,0.6633662544596559,-0.6282114182512195,-0.1850262270335314,0.2770718933397653,0.6633662544596559,0.9702190738997106,1.201268134086359
0.311,0.1679623668029029,0.6660082639224947,-0.6274859920315217,-0.1823842175706927,0.2797139028026041,0.6660082639224947,0.9728610833625494,1.203910143549198
0.3115,0.1663559407546291,0.6686572720940716,-0.6267600391865724,-0.1797352093991158,0.282362910974181,0.6686572720940716,0.9755100915341263,1.206559151720775
0.312,0.1647520911726548,0.6713133161521878,-0.6260335589512065,-0.1770791653409995,0.2850189550322972,0.6713133161521878,0.9781661355922425,1.209215195778891
0.3125,0.1631508098056809,0.6739764335716716,-0.6253065505585893,-0.1744160479215158,0.287682072451781,0.6739764335716716,0.9808292530117263,1.211878313198375
0.313,0.1615520884419839,0.6766466621275504,-0.6245790132402124,-0.1717458193656369,0.2903523010076599,0.6766466621275504,0.9834994815676051,1.214548541754254
0.3135,0.1599559189091617,0.6793240398982667,-0.6238509462258888,-0.1690684415949206,0.2930296787783762,0.6793240398982667,0.9861768593383214,1.21722591952497
0.314,0.1583622930738837,0.6820086052689358,-0.6231223487437481,-0.1663838762242515,0.2957142441490452,0.6820086052689358,0.9888614247089905,1.219910484895639
0.3145,0.1567712028416419,0.6847003969346472,-0.622393220020232,-0.1636920845585401,0.2984060358147567,0.6847003969346472,0.991553216374702,1.22260227656135
0.315,0.155182640156504,0.6873994539038122,-0.6216635592800883,-0.1609930275893752,0.3011050927839216,0.6873994539038122,0.9942522733438669,1.225301333530515
0.3155,0.1535965970008693,0.6901058155015551,-0.6209333657463665,-0.1582866659916322,0.3038114543816646,0.6901058155015551,0.9969586349416099,1.228007695128258
0.316,0.152013065395225,0.6928195213731514,-0.6202026386404134,-0.155572960120036,0.3065251602532608,0.6928195213731514,0.9996723408132061,1.230721400999855
0.3165,0.1504320373979062,0.695540611487512,-0.6194713771818672,-0.1528518700056753,0.3092462503676214,0.695540611487512,1.002393430927567,1.233442491114215
0.317,0.1488535051048565,0.6982691261407161,-0.6187395805886531,-0.1501233553524712,0.3119747650208256,0.6982691261407161,1.005121945580771,1.236171005767419
0.3175,0.1472774606493907,0.701005105959591,-0.6180072480769778,-0.1473873755335964,0.3147107448397004,0.701005105959591,1.007857925399646,1.238906985586294
0.318,0.1457038962019601,0.7037485919053417,-0.617274378861325,-0.1446438895878457,0.3174542307854511,0.7037485919053417,1.010601411345396,1.241650471532045
0.3185,0.144132803969919,0.7064996252772315,-0.6165409721544503,-0.1418928562159558,0.320205264157341,0.7064996252772315,1.013352444717286,1.244401504903935
0.319,0.1425641761972924,0.7092582477163114,-0.6158070271673755,-0.1391342337768759,0.3229638865964208,0.7092582477163114,1.016111067156366,1.247160127343015
0.3195,0.1409980051645476,0.7120245012092015,-0.6150725431093838,-0.1363679802839859,0.3257301400893109,0.7120245012092015,1.018877320649256,1.249926380835905
0.32,0.1394342831883648,0.7147984280919266,-0.6143375191880152,-0.1335940534012607,0.328504066972036,0.7147984280919266,1.021651247531981,1.25270030771863
0.3205,0.1378730026214123,0.7175800710538036,-0.6136019546090614,-0.1308124104393837,0.331285709933913,0.7175800710538036,1.024432890493858,1.255481950680507
0.321,0.1363141558521213,0.7203694731413821,-0.6128658485765591,-0.1280230083518052,0.3340751120214915,0.7203694731413821,1.027222292581437,1.258271352768085
0.3215,0.1347577353044629,0.7231666777624433,-0.6121292002927867,-0.1252258037307441,0.3368723166425527,0.7231666777624433,1.030019497202498,1.261068557389146
0.322,0.1332037334377287,0.725971728690052,-0.6113920089582584,-0.1224207528031354,0.3396773675701614,0.725971728690052,1.032824548130107,1.263873608316755
0.3225,0.1316521427463098,0.7287846700666667,-0.6106542737717189,-0.1196078114265207,0.3424903089467761,0.7287846700666667,1.035637489506721,1.26668654969337
0.323,0.1301029557594804,0.731605546408308,-0.609915993930138,-0.1167869350848794,0.3453111852884174,0.731605546408308,1.038458365848363,1.269507426035011
0.3235,0.1285561650411817,0.7344344026087857,-0.6091771686287057,-0.1139580788844017,0.3481400414888951,0.7344344026087857,1.04128722204884,1.272336282235489
0.324,0.1270117631898076,0.7372712839439852,-0.608437797060827,-0.1111211975492021,0.3509769228240947,0.7372712839439852,1.04412410338404,1.275173163570688
0.3245,0.1254697428379923,0.7401162360762166,-0.6076978784181164,-0.1082762454169708,0.353821874956326,0.7401162360762166,1.046969055516271,1.27801811570292
0.325,0.1239300966523995,0.742969305058623,-0.6069574118903929,-0.1054231764345643,0.3566749439387324,0.742969305058623,1.049822124498678,1.280871184685326
0.3255,0.1223928173335131,0.7458305373396552,-0.6062163966656735,-0.1025619441535321,0.3595361762197646,0.7458305373396552,1.05268335677971,1.283732416966358
0.326,0.1208578976154293,0.7486999797676082,-0.6054748319301699,-0.0996925017255792,0.3624056186477176,0.7486999797676082,1.055552799207663,1.286601859394311
0.3265,0.1193253302656512,0.7515776795952231,-0.6047327168682817,-0.09681480189796421,0.3652833184753326,0.7515776795952231,1.058430499035278,1.289479559221926
0.327,0.1177951080848836,0.7544636844843582,-0.6039900506625908,-0.09392879700882917,0.3681693233644676,0.7544636844843582,1.061316503924413,1.292365564111061
0.3275,0.1162672239068303,0.7573580425107227,-0.6032468324938571,-0.09103443898246466,0.3710636813908321,0.7573580425107227,1.064210861950778,1.295259922137426
0.328,0.1147416705979933,0.7602608021686841,-0.6025030615410124,-0.08813167932450328,0.3739664410487935,0.7602608021686841,1.067113621608739,1.298162681795387
0.3285,0.1132184410574717,0.7631720123761425,-0.6017587369811552,-0.08522046911704484,0.3768776512562519,0.7631720123761425,1.070024831816197,1.301073892002846
0.329,0.1116975282167652,0.7660917224794772,-0.6010138579895448,-0.08230075901371015,0.3797973613595866,0.7660917224794772,1.072944541919532,1.30399360210618
0.3295,0.110178925039575,0.7690199822585657,-0.6002684237395961,-0.07937249923462164,0.3827256211386751,0.7690199822585657,1.07587280169862,1.306921861885269
0.33,0.1086626245216111,0.7719568419318754,-0.5995224334028746,-0.07643563956131194,0.3856624808119848,0.7719568419318754,1.07880966137193,1.309858721558579
0.3305,0.1071486196903961,0.7749023521616323,-0.5987758861490902,-0.07349012933155508,0.3886079910417417,0.7749023521616323,1.081755171601687,1.312804231788335
0.331,0.1056369036050742,0.7778565640590638,-0.5980287811460915,-0.07053591743412357,0.3915622029391732,0.7778565640590638,1.084709383499118,1.315758443685767
0.3315,0.1041274693562197,0.7808195291897206,-0.5972811175598608,-0.06757295230346672,0.3945251680698301,0.7808195291897206,1.087672348629775,1.318721408816424
0.332,0.1026203100656484,0.7837912995788783,-0.5965328945545085,-0.06460118191430908,0.3974969384589877,0.7837912995788783,1.090644119018933,1.321693179205581
0.3325,0.1011154188862282,0.786771927717016,-0.5957841112922675,-0.06162055377617137,0.4004775665971254,0.786771927717016,1.093624747157071,1.324673807343719
0.333,0.09961278900169313,0.789761466565382,-0.5950347669334868,-0.05863101492780531,0.4034671054454915,0.789761466565382,1.096614286005437,1.327663346192085
0.3335,0.09811241362645862,0.7927599695616387,-0.5942848606366262,-0.05563251193154861,0.4064656084417482,0.7927599695616387,1.099612789001693,1.330661849188342
