epsilon_over_T,occupation
0.3300000000000001,0.4182406231581638
0.3399999999999999,0.4158094770645926
0.3500000000000005,0.4133824210826698
0.3600000000000003,0.4109595659413348
0.3700000000000001,0.4085410215672199
0.3799999999999999,0.4061268970658574
0.3900000000000006,0.403717300703212
0.4000000000000004,0.4013123398875479
0.4100000000000001,0.3989121211516302
0.4199999999999999,0.3965167501352737
0.4299999999999997,0.3941263315682395
0.4400000000000004,0.3917409692534855
0.4500000000000002,0.389360766050778
0.46,0.3869858238606645
0.4699999999999998,0.3846162436088179
0.4800000000000004,0.382252125230751
0.4900000000000002,0.3798935676569098
0.5,0.3775406687981455
0.5099999999999998,0.3751935255315708
0.5200000000000005,0.3728522336868043
0.5300000000000002,0.3705168880326051
0.54,0.3681875822638983
0.5499999999999998,0.3658644089891994
0.5600000000000005,0.3635474597184336
0.5700000000000003,0.361236824851158
0.5800000000000001,0.3589325936651829
0.5899999999999999,0.3566348543055983
0.6000000000000005,0.3543436937742044
0.6100000000000003,0.3520591979193496
0.6200000000000001,0.349781451426173
0.6299999999999999,0.3475105378072555
0.6400000000000006,0.3452465393936806
0.6500000000000004,0.3429895373265011
0.6600000000000001,0.3407396115486145
0.6699999999999999,0.3384968407970476
0.6799999999999997,0.3362613025956473
0.6900000000000004,0.3340330732481797
0.7000000000000002,0.3318122278318338
0.71,0.3295988401911314
0.7199999999999998,0.3273929829322396
0.7300000000000004,0.3251947274176863
0.7400000000000002,0.323004143761477
0.75,0.320821300824607
0.7599999999999998,0.3186462662109745
0.7700000000000005,0.3164791062636843
0.7800000000000002,0.314319886061746
0.79,0.3121686694171596
0.7999999999999998,0.3100255188723876
0.8100000000000005,0.3078904956982118
0.8200000000000003,0.3057636598919694
0.8300000000000001,0.3036450701761659
0.8399999999999999,0.3015347839974613
0.8500000000000005,0.2994328575260269
0.8600000000000003,0.2973393456552684
0.8700000000000001,0.2952543020019089
0.8799999999999999,0.2931777789064324
0.8900000000000006,0.29110982743388
0.9000000000000004,0.2890504973749959
0.9100000000000001,0.2869998372477183
0.9199999999999999,0.2849578942990103
0.9299999999999997,0.2829247145070276
0.9400000000000004,0.2809003425836161
0.9500000000000002,0.2788848219771368
0.96,0.2768781948756102
0.9699999999999998,0.274880502210177
0.9800000000000004,0.2728917836588704
0.9900000000000002,0.2709120776506935
1,0.2689414213699951
1.01,0.2669798507611424
1.02,0.2650274005334811
1.03,0.2630841041665797
1.04,0.261149993915751
1.05,0.2592251008178461
1.06,0.2573094546973141
1.07,0.255403084172524
1.08,0.2535060166623378
1.09,0.2516182783929358
1.100000000000001,0.2497398944048823
1.11,0.2478708885604298
1.12,0.246011283551052
1.13,0.244161100905203
1.140000000000001,0.2423203609962951
1.15,0.2404890830508889
1.16,0.2386672851570896
1.17,0.2368549842731446
1.18,0.2350521962362353
1.19,0.2332589357714571
1.2,0.2314752165009823
1.21,0.2297010509533982
1.22,0.2279364505732163
1.23,0.2261814257305461
1.24,0.2244359857309265
1.25,0.2227001388253088
1.26,0.2209738922201879
1.27,0.2192572520878716
1.28,0.2175502235768874
1.29,0.2158528108225146
1.3,0.2141650169574414
1.31,0.2124868441225391
1.32,0.2108182934777471
1.33,0.2091593652130633
1.34,0.2075100585596356
1.350000000000001,0.2058703718009472
1.36,0.2042403022840917
1.37,0.2026198464311304
1.38,0.2010089997505294
1.390000000000001,0.1994077568486684
1.4,0.1978161114414182
1.41,0.1962340563657791
1.42,0.1946615835915779
1.43,0.1930986842332165
1.44,0.1915453485614674
1.45,0.190001566015313
1.46,0.1884673252138195
1.47,0.1869426139680464
1.48,0.1854274192929822
1.49,0.1839217274195042
1.5,0.1824255238063563
1.51,0.1809387931521421
1.52,0.1794615194073267
1.53,0.1779936857862465
1.54,0.1765352747791167
1.55,0.1750862681640399
1.56,0.173646647019005
1.57,0.1722163917338778
1.58,0.1707954820223745
1.59,0.1693838969340188
1.600000000000001,0.1679816148660755
1.61,0.1665886135754596
1.62,0.1652048701906146
1.63,0.1638303612233589
1.640000000000001,0.162465062580696
1.65,0.1611089495765852
1.66,0.159761996943669
1.67,0.1584241788449559
1.68,0.1570954688854528
1.69,0.1557758401237473
1.7,0.1544652650835347
1.71,0.1531637157650862
1.72,0.1518711636566593
1.73,0.1505875797458439
1.74,0.1493129345308437
1.75,0.1480471980316895
1.76,0.1467903398013824
1.77,0.1455423289369652
1.78,0.1443031340905187
1.79,0.1430727234800808
1.8,0.1418510649004878
1.81,0.1406381257341341
1.82,0.1394338729616501
1.83,0.138238273172494
1.84,0.1370512925754597
1.850000000000001,0.1358728970090942
1.86,0.1347030519520281
1.87,0.1335417225332124
1.88,0.1323888735420654
1.890000000000001,0.1312444694385233
1.9,0.1301084743629978
1.91,0.1289808521462357
1.92,0.1278615663190814
1.930000000000001,0.1267505801221407
1.94,0.1256478565153456
1.95,0.1245533581874164
1.96,0.123467047565224
1.97,0.1223888868230489
1.98,0.1213188378917368
1.99,0.1202568624677508
2,0.1192029220221175
2.01,0.1181569778092696
2.02,0.1171189908757806
2.029999999999999,0.1160889220689949
2.040000000000001,0.1150667320455497
2.050000000000001,0.1140523812797908
2.06,0.1130458300720789
2.07,0.1120470385569903
2.08,0.1110559667114075
2.09,0.110072574362503
2.1,0.109096821195613
2.109999999999999,0.1081286667620036
2.120000000000001,0.1071680704865281
2.130000000000001,0.1062149916751755
2.140000000000001,0.1052693895225097
2.15,0.1043312231190013
2.16,0.1034004514582496
2.17,0.1024770334440974
2.18,0.1015609278976367
2.19,0.1006520935641069
2.199999999999999,0.09975048911968522
2.210000000000001,0.0988560731781693
2.220000000000001,0.09796880429755389
2.23,0.0970886409864989
2.24,0.09621554171069284
2.25,0.0953494648991095
2.26,0.09449036895015932
2.27,0.09363821223773572
2.279999999999999,0.09279295311715705
2.290000000000001,0.09195454993100427
2.300000000000001,0.09112296101485609
2.31,0.0902981447029198
2.32,0.08948005933356142
2.33,0.08866866325473327
2.34,0.08786391482930125
2.35,0.08706577244027129
2.359999999999999,0.08627419449591674
2.370000000000001,0.08548913943480647
2.380000000000001,0.08471056573073572
2.390000000000001,0.08393843189755808
2.4,0.08317269649392234
2.41,0.08241331812791278
2.42,0.08166025546159467
2.43,0.08091346721546537
2.44,0.08017291217281237
2.449999999999999,0.07943854918397843
2.460000000000001,0.07871033717053516
2.470000000000001,0.07798823512936634
2.48,0.07727220213665985
2.49,0.07656219735181215
2.5,0.07585818002124356
2.51,0.07516010948212662
2.52,0.0744679451660281
2.529999999999999,0.07378164660246533
2.540000000000001,0.07310117342237814
2.550000000000001,0.07242648536151766
2.56,0.07175754226375131
2.57,0.07109430408428716
2.58,0.07043673089281709
2.59,0.0697847828765801
2.6,0.06913842034334683
2.609999999999999,0.06849760372432612
2.620000000000001,0.06786229357699443
2.630000000000001,0.06723245058784999
2.640000000000001,0.06660803557509062
2.65,0.06598900949121876
2.66,0.06537533342557261
2.67,0.06476696860678555
2.68,0.06416387640517396
2.69,0.0635660183350553
2.700000000000001,0.06297335605699642
2.710000000000001,0.06238585137999435
2.720000000000001,0.06180346626358855
2.73,0.06122616281990799
2.74,0.06065390331565212
2.75,0.06008665017400762
2.76,0.05952436597650151
2.77,0.05896701346479179
2.779999999999999,0.05841455554239628
2.790000000000001,0.05786695527636096
2.800000000000001,0.05732417589886871
2.81,0.05678618080878846
2.82,0.05625293357316736
2.83,0.05572439792866542
2.84,0.0552005377829343
2.85,0.05468131721594078
2.859999999999999,0.0541667004812361
2.870000000000001,0.05365665200717183
2.880000000000001,0.05315113639806367
2.890000000000001,0.05265011843530289
2.9,0.05215356307841772
2.91,0.05166143546608484
2.92,0.05117370091709166
2.93,0.05069032493125068
2.94,0.05021127319026655
2.950000000000001,0.04973651155855668
2.960000000000001,0.04926600608402661
2.970000000000001,0.04879972299879996
2.98,0.0483376287199052
2.99,0.04787968984991886
3,0.04742587317756679
3.01,0.04697614567828354
3.02,0.04653047451473149
3.029999999999999,0.04608882703727967
3.040000000000001,0.04565117078444369
3.050000000000001,0.04521747348328745
3.06,0.04478770304978672
3.07,0.04436182758915636
3.08,0.04393981539614133
3.09,0.04352163495527219
3.1,0.04310725494108614
3.109999999999999,0.04269664421831394
3.120000000000001,0.04228977184203376
3.130000000000001,0.04188660705779267
3.140000000000001,0.04148711930169582
3.15,0.041091278200465
3.16,0.04069905357146649
3.17,0.04031041542270922
3.18,0.03992533395281379
3.19,0.03954377955095297
3.200000000000001,0.03916572279676431
3.210000000000001,0.03879113446023601
3.220000000000001,0.03841998550156536
3.23,0.0380522470709921
3.24,0.03768789050860592
3.25,0.03732688734412946
3.26,0.03696920929667705
3.27,0.03661482827448991
3.279999999999999,0.03626371637464836
3.290000000000001,0.03591584588276167
3.300000000000001,0.03557118927263615
3.31,0.03522971920592147
3.32,0.03489140853173683
3.33,0.03455623028627651
3.34,0.03422415769239588
3.35,0.03389516415917816
3.359999999999999,0.03356922328148253
3.370000000000001,0.03324630883947408
3.380000000000001,0.03292639479813623
3.390000000000001,0.03260945530676557
3.4,0.0322954646984505
3.41,0.03198439748953325
3.42,0.03167622837905641
3.43,0.03137093224819391
3.44,0.03106848415966742
