epsilon_over_T,occupation
-6,0.9975273768433653
-5.99,0.9975025886288664
-5.98,0.9974775525392304
-5.97,0.9974522661084374
-5.96,0.9974267268461897
-5.95,0.9974009322376768
-5.94,0.9973748797433398
-5.93,0.997348566798634
-5.92,0.997321990813787
-5.91,0.9972951491735571
-5.9,0.997268039236989
-5.89,0.9972406583371649
-5.88,0.9972130037809578
-5.87,0.997185072848777
-5.86,0.9971568627943171
-5.85,0.9971283708442995
-5.84,0.9970995941982158
-5.83,0.9970705300280651
-5.82,0.9970411754780928
-5.81,0.9970115276645228
-5.8,0.9969815836752917
-5.79,0.9969513405697762
-5.78,0.9969207953785226
-5.77,0.9968899451029695
-5.76,0.9968587867151706
-5.75,0.9968273171575148
-5.74,0.996795533342443
-5.73,0.9967634321521631
-5.72,0.9967310104383614
-5.71,0.9966982650219125
-5.7,0.9966651926925867
-5.69,0.9966317902087531
-5.68,0.9965980542970827
-5.67,0.9965639816522461
-5.66,0.9965295689366106
-5.65,0.9964948127799336
-5.64,0.9964597097790535
-5.63,0.9964242564975777
-5.62,0.9963884494655685
-5.61,0.996352285179225
-5.6,0.9963157601005641
-5.59,0.9962788706570957
-5.58,0.9962416132414993
-5.57,0.9962039842112926
-5.56,0.9961659798885026
-5.55,0.9961275965593289
-5.54,0.9960888304738083
-5.53,0.9960496778454722
-5.52,0.996010134851006
-5.51,0.9959701976299002
-5.5,0.995929862284104
-5.49,0.9958891248776695
-5.48,0.9958479814363993
-5.47,0.9958064279474874
-5.46,0.9957644603591566
-5.45,0.9957220745802952
-5.44,0.9956792664800881
-5.43,0.9956360318876475
-5.42,0.9955923665916371
-5.41,0.9955482663398965
-5.4,0.9955037268390589
-5.39,0.9954587437541691
-5.38,0.9954133127082959
-5.37,0.9953674292821418
-5.36,0.9953210890136492
-5.35,0.9952742873976046
-5.34,0.9952270198852368
-5.33,0.9951792818838151
-5.32,0.9951310687562414
-5.31,0.9950823758206397
-5.3,0.995033198349943
-5.29,0.9949835315714759
-5.28,0.9949333706665338
-5.27,0.9948827107699584
-5.26,0.9948315469697114
-5.25,0.9947798743064417
-5.24,0.9947276877730513
-5.23,0.9946749823142578
-5.22,0.9946217528261514
-5.21,0.9945679941557499
-5.2,0.9945137011005495
-5.19,0.9944588684080725
-5.18,0.9944034907754101
-5.17,0.994347562848763
-5.16,0.9942910792229765
-5.15,0.9942340344410751
-5.14,0.9941764229937885
-5.13,0.9941182393190785
-5.12,0.9940594778016597
-5.11,0.9940001327725162
-5.1,0.9939401985084158
-5.09,0.99387966923142
-5.08,0.9938185391083889
-5.07,0.9937568022504835
-5.06,0.9936944527126641
-5.05,0.9936314844931844
-5.04,0.9935678915330812
-5.03,0.9935036677156616
-5.02,0.9934388068659837
-5.01,0.993373302750337
-5,0.9933071490757153
-4.99,0.9932403394892868
-4.98,0.9931728675778617
-4.97,0.9931047268673538
-4.96,0.9930359108222379
-4.95,0.9929664128450049
-4.94,0.9928962262756111
-4.93,0.9928253443909252
-4.92,0.9927537604041685
-4.91,0.9926814674643538
-4.9,0.9926084586557181
-4.89,0.9925347269971523
-4.88,0.9924602654416266
-4.87,0.9923850668756108
-4.859999999999999,0.9923091241184917
-4.85,0.9922324299219849
-4.84,0.9921549769695442
-4.83,0.992076757875765
-4.82,0.9919977651857838
-4.81,0.9919179913746745
-4.8,0.9918374288468401
-4.79,0.9917560699353984
-4.78,0.9916739069015661
-4.77,0.9915909319340369
-4.76,0.9915071371483557
-4.75,0.9914225145862881
-4.74,0.9913370562151869
-4.73,0.9912507539273528
-4.72,0.9911635995393923
-4.71,0.9910755847915688
-4.7,0.9909867013471521
-4.69,0.9908969407917632
-4.68,0.990806294632712
-4.67,0.9907147542983346
-4.66,0.9906223111373232
-4.65,0.9905289564180538
-4.64,0.9904346813279084
-4.63,0.9903394769725922
-4.62,0.9902433343754488
-4.609999999999999,0.9901462444767687
-4.6,0.9900481981330957
-4.59,0.9899491861165264
-4.58,0.9898491991140074
-4.57,0.989748227726628
-4.56,0.9896462624689083
-4.55,0.9895432937680818
-4.54,0.9894393119633768
-4.53,0.9893343073052899
-4.52,0.9892282699548585
-4.51,0.9891211899829261
-4.5,0.9890130573694068
-4.49,0.9889038620025425
-4.48,0.9887935936781571
-4.47,0.9886822420989076
-4.46,0.9885697968735292
-4.45,0.9884562475160777
-4.44,0.988341583445167
-4.43,0.9882257939832028
-4.42,0.988108868355613
-4.41,0.9879907956900725
-4.4,0.9878715650157257
-4.39,0.9877511652624036
-4.38,0.9876295852598377
-4.37,0.9875068137368704
-4.359999999999999,0.9873828393206613
-4.35,0.9872576505358884
-4.34,0.9871312358039476
-4.33,0.9870035834421468
-4.32,0.9868746816628972
-4.31,0.9867445185729012
-4.3,0.9866130821723351
-4.29,0.9864803603540304
-4.28,0.9863463409026491
-4.27,0.9862110114938586
-4.26,0.9860743596934995
-4.25,0.9859363729567544
-4.24,0.9857970386273088
-4.23,0.9856563439365119
-4.22,0.9855142760025332
-4.21,0.9853708218295156
-4.2,0.9852259683067269
-4.19,0.9850797022077058
-4.18,0.9849320101894071
-4.17,0.9847828787913436
-4.16,0.9846322944347244
-4.15,0.9844802434215911
-4.14,0.9843267119339514
-4.13,0.9841716860329102
-4.12,0.9840151516577974
-4.109999999999999,0.9838570946252947
-4.1,0.9836975006285591
-4.09,0.9835363552363439
-4.08,0.9833736438921183
-4.07,0.9832093519131861
-4.06,0.9830434644897993
-4.05,0.9828759666842724
-4.04,0.9827068434300946
-4.03,0.9825360795310403
-4.02,0.9823636596602773
-4.01,0.9821895683594747
-4,0.9820137900379085
-3.99,0.9818363089715674
-3.98,0.9816571093022567
-3.97,0.9814761750367006
-3.96,0.9812934900456455
-3.95,0.9811090380629609
-3.94,0.9809228026847419
-3.93,0.9807347673684083
-3.92,0.9805449154318069
-3.91,0.9803532300523113
-3.9,0.9801596942659225
-3.89,0.9799642909663703
-3.88,0.9797670029042146
-3.87,0.9795678126859471
-3.86,0.9793667027730938
-3.85,0.9791636554813196
-3.84,0.9789586529795317
-3.83,0.9787516772889865
-3.82,0.9785427102823965
-3.81,0.9783317336830395
-3.8,0.9781187290638694
-3.79,0.9779036778466297
-3.78,0.9776865613009676
-3.77,0.9774673605435528
-3.76,0.9772460565371959
-3.75,0.9770226300899744
-3.74,0.9767970618543558
-3.73,0.9765693323263297
-3.72,0.9763394218445388
-3.71,0.9761073105894171
-3.7,0.9758729785823308
-3.69,0.9756364056847222
-3.68,0.9753975715972605
-3.67,0.9751564558589964
-3.66,0.9749130378465203
-3.65,0.9746672967731284
-3.64,0.9744192116879924
-3.63,0.9741687614753359
-3.62,0.973915924853617
-3.61,0.9736606803747168
-3.6,0.973403006423134
-3.59,0.9731428812151904
-3.58,0.9728802827982369
-3.57,0.9726151890498743
-3.56,0.9723475776771769
-3.55,0.9720774262159271
-3.54,0.9718047120298574
-3.53,0.9715294123099029
-3.52,0.9712515040734599
-3.51,0.9709709641636592
-3.5,0.9706877692486436
-3.49,0.9704018958208609
-3.48,0.9701133201963639
-3.47,0.9698220185141241
-3.46,0.9695279667353559
-3.45,0.969231140642852
-3.44,0.9689315158403325
-3.43,0.9686290677518062
-3.42,0.9683237716209436
-3.41,0.9680156025104668
-3.4,0.9677045353015494
-3.39,0.9673905446932344
-3.38,0.9670736052018638
-3.37,0.9667536911605259
-3.36,0.9664307767185175
-3.35,0.9661048358408219
-3.34,0.965775842307604
-3.33,0.9654437697137236
-3.32,0.9651085914682631
-3.31,0.9647702807940784
-3.3,0.9644288107273639
-3.29,0.9640841541172384
-3.28,0.9637362836253517
-3.27,0.9633851717255101
-3.26,0.9630307907033229
-3.25,0.9626731126558706
-3.24,0.9623121094913941
-3.23,0.9619477529290079
-3.22,0.9615800144984347
-3.21,0.9612088655397639
-3.2,0.9608342772032357
-3.19,0.960456220449047
-3.18,0.9600746660471863
-3.17,0.9596895845772907
-3.16,0.9593009464285336
-3.15,0.958908721799535
-3.14,0.9585128806983042
-3.13,0.9581133929422073
-3.12,0.9577102281579662
-3.11,0.957303355781686
-3.1,0.9568927450589139
-3.09,0.9564783650447278
-3.08,0.9560601846038588
-3.07,0.9556381724108436
-3.06,0.9552122969502131
-3.05,0.9547825265167125
-3.04,0.9543488292155562
-3.03,0.9539111729627203
-3.02,0.9534695254852685
-3.01,0.9530238543217163
-3,0.9525741268224334
-2.99,0.952120310150081
-2.98,0.9516623712800949
-2.97,0.9512002770012
-2.96,0.9507339939159732
-2.95,0.9502634884414431
-2.94,0.9497887268097336
-2.93,0.9493096750687493
-2.92,0.9488262990829084
-2.91,0.9483385645339152
-2.9,0.9478464369215823
-2.89,0.947349881564697
-2.88,0.9468488636019362
-2.87,0.946343347992828
-2.86,0.9458332995187639
-2.85,0.9453186827840592
-2.84,0.9447994622170657
-2.83,0.9442756020713345
-2.82,0.9437470664268327
-2.81,0.9432138191912115
-2.8,0.9426758241011313
-2.79,0.942133044723639
-2.78,0.9415854444576037
-2.77,0.9410329865352083
-2.76,0.9404756340234984
-2.75,0.9399133498259924
-2.74,0.9393460966843479
-2.73,0.9387738371800919
-2.72,0.9381965337364114
-2.71,0.9376141486200055
-2.7,0.9370266439430035
-2.69,0.9364339816649447
-2.68,0.935836123594826
-2.67,0.9352330313932145
-2.66,0.9346246665744273
-2.65,0.9340109905087812
-2.64,0.9333919644249093
-2.63,0.93276754941215
-2.62,0.9321377064230055
-2.61,0.931502396275674
-2.6,0.9308615796566533
-2.59,0.9302152171234199
-2.58,0.929563269107183
-2.57,0.9289056959157127
-2.56,0.9282424577362486
-2.55,0.9275735146384823
-2.54,0.9268988265776218
-2.53,0.9262183533975348
-2.52,0.9255320548339719
-2.51,0.9248398905178734
-2.5,0.9241418199787566
-2.49,0.9234378026481879
-2.48,0.9227277978633401
-2.47,0.9220117648706336
-2.46,0.9212896628294649
-2.45,0.9205614508160216
-2.44,0.9198270878271877
-2.43,0.9190865327845347
-2.42,0.9183397445384054
-2.41,0.9175866818720871
-2.4,0.9168273035060777
-2.39,0.9160615681024419
-2.38,0.9152894342692642
-2.37,0.9145108605651936
-2.36,0.9137258055040833
-2.35,0.9129342275597286
-2.34,0.9121360851706988
-2.33,0.9113313367452667
-2.32,0.9105199406664386
-2.31,0.9097018552970803
-2.3,0.9088770389851438
-2.29,0.9080454500689956
-2.28,0.907207046882843
-2.27,0.9063617877622643
-2.26,0.9055096310498407
-2.25,0.9046505351008906
-2.24,0.9037844582893072
-2.23,0.9029113590135009
-2.22,0.9020311957024459
-2.21,0.9011439268218306
-2.2,0.9002495108803148
-2.19,0.8993479064358931
-2.18,0.8984390721023633
-2.17,0.8975229665559027
-2.16,0.8965995485417504
-2.15,0.8956687768809987
-2.14,0.8947306104774903
-2.13,0.8937850083248244
-2.12,0.8928319295134719
-2.11,0.8918713332379965
-2.1,0.8909031788043871
-2.09,0.8899274256374969
-2.08,0.8889440332885924
-2.07,0.8879529614430097
-2.06,0.8869541699279211
-2.05,0.8859476187202091
-2.04,0.8849332679544502
-2.03,0.8839110779310051
-2.02,0.8828810091242195
-2.01,0.8818430221907304
-2,0.8807970779778823
-1.99,0.8797431375322493
-1.98,0.8786811621082631
-1.97,0.8776111131769512
-1.96,0.8765329524347759
-1.95,0.8754466418125836
-1.94,0.8743521434846542
-1.93,0.8732494198778592
-1.92,0.8721384336809187
-1.91,0.8710191478537642
-1.9,0.8698915256370021
-1.89,0.8687555305614766
-1.88,0.8676111264579346
-1.87,0.8664582774667876
-1.86,0.865296948047972
-1.85,0.8641271029909058
-1.84,0.8629487074245404
-1.83,0.861761726827506
-1.82,0.86056612703835
-1.81,0.8593618742658659
-1.8,0.8581489350995123
-1.79,0.8569272765199193
-1.78,0.8556968659094814
-1.77,0.8544576710630347
-1.76,0.8532096601986177
-1.75,0.8519528019683106
-1.74,0.8506870654691563
-1.73,0.8494124202541561
-1.72,0.8481288363433407
-1.71,0.8468362842349139
-1.7,0.8455347349164652
-1.69,0.8442241598762525
-1.68,0.8429045311145472
-1.67,0.8415758211550443
-1.66,0.8402380030563309
-1.649999999999999,0.8388910504234147
-1.64,0.8375349374193038
-1.63,0.8361696387766411
-1.62,0.8347951298093854
-1.61,0.8334113864245404
-1.6,0.8320183851339245
-1.59,0.8306161030659813
-1.58,0.8292045179776256
-1.57,0.8277836082661223
-1.56,0.826353352980995
-1.55,0.8249137318359602
-1.54,0.8234647252208833
-1.53,0.8220063142137535
-1.52,0.8205384805926731
-1.51,0.819061206847858
-1.5,0.8175744761936437
-1.49,0.8160782725804958
-1.48,0.8145725807070177
-1.47,0.8130573860319537
-1.46,0.8115326747861805
-1.45,0.8099984339846871
-1.44,0.8084546514385325
-1.43,0.8069013157667836
-1.42,0.8053384164084221
-1.41,0.8037659436342208
-1.399999999999999,0.8021838885585817
-1.39,0.8005922431513315
-1.38,0.7989910002494707
-1.37,0.7973801535688696
-1.36,0.7957596977159083
-1.35,0.7941296281990525
-1.34,0.7924899414403643
-1.33,0.7908406347869368
-1.32,0.7891817065222529
-1.31,0.7875131558774608
-1.3,0.7858349830425586
-1.29,0.7841471891774855
-1.28,0.7824497764231124
-1.27,0.7807427479121282
-1.26,0.7790261077798122
-1.25,0.7772998611746911
-1.24,0.7755640142690736
-1.23,0.7738185742694537
-1.22,0.7720635494267837
-1.21,0.7702989490466019
-1.2,0.7685247834990178
-1.19,0.7667410642285427
-1.18,0.7649478037637647
-1.17,0.7631450157268554
-1.16,0.7613327148429104
-1.149999999999999,0.759510916949111
-1.14,0.7576796390037048
-1.13,0.7558388990947971
-1.12,0.7539887164489482
-1.11,0.7521291114395702
-1.1,0.7502601055951175
-1.09,0.7483817216070642
-1.08,0.7464939833376621
-1.07,0.744596915827476
-1.06,0.7426905453026857
-1.05,0.7407748991821539
-1.04,0.7388500060842489
-1.03,0.7369158958334203
-1.02,0.7349725994665188
-1.01,0.7330201492388575
-1,0.7310585786300049
-0.9900000000000002,0.7290879223493066
-0.9799999999999995,0.7271082163411294
-0.9699999999999998,0.725119497789823
-0.96,0.7231218051243898
-0.9500000000000002,0.7211151780228631
-0.9399999999999995,0.7190996574163838
-0.9299999999999997,0.7170752854929725
-0.9199999999999999,0.7150421057009897
-0.9100000000000001,0.7130001627522816
-0.8999999999999995,0.7109495026250039
-0.8899999999999997,0.7088901725661199
-0.8799999999999999,0.7068222210935675
-0.8700000000000001,0.7047456979980911
-0.8600000000000003,0.7026606543447316
-0.8499999999999996,0.7005671424739729
-0.8399999999999999,0.6984652160025387
-0.8300000000000001,0.6963549298238342
-0.8200000000000003,0.6942363401080306
-0.8099999999999996,0.6921095043017881
-0.7999999999999998,0.6899744811276125
-0.79,0.6878313305828404
-0.7800000000000002,0.6856801139382539
-0.7699999999999996,0.6835208937363155
-0.7599999999999998,0.6813537337890255
-0.75,0.679178699175393
-0.7400000000000002,0.6769958562385231
-0.7299999999999995,0.6748052725823134
-0.7199999999999998,0.6726070170677604
-0.71,0.6704011598088686
-0.7000000000000002,0.6681877721681662
-0.6899999999999995,0.6659669267518201
-0.6799999999999997,0.6637386974043525
-0.6699999999999999,0.6615031592029523
-0.6600000000000001,0.6592603884513855
-0.6499999999999995,0.6570104626734987
-0.6399999999999997,0.6547534606063191
-0.6299999999999999,0.6524894621927444
-0.6200000000000001,0.6502185485738271
-0.6100000000000003,0.6479408020806503
-0.5999999999999996,0.6456563062257954
-0.5899999999999999,0.6433651456944017
-0.5800000000000001,0.6410674063348171
-0.5700000000000003,0.638763175148842
-0.5599999999999996,0.6364525402815662
-0.5499999999999998,0.6341355910108007
-0.54,0.6318124177361016
-0.5300000000000002,0.6294831119673949
-0.5199999999999996,0.6271477663131955
-0.5099999999999998,0.6248064744684292
-0.5,0.6224593312018546
-0.4900000000000002,0.6201064323430902
-0.4799999999999995,0.6177478747692489
-0.4699999999999998,0.6153837563911821
-0.46,0.6130141761393355
-0.4500000000000002,0.610639233949222
-0.4399999999999995,0.6082590307465143
-0.4299999999999997,0.6058736684317605
-0.4199999999999999,0.6034832498647262
-0.4100000000000001,0.6010878788483698
-0.3999999999999995,0.5986876601124519
-0.3899999999999997,0.5962826992967878
-0.3799999999999999,0.5938731029341427
-0.3700000000000001,0.5914589784327801
-0.3600000000000003,0.5890404340586652
-0.3499999999999996,0.5866175789173299
-0.3399999999999999,0.5841905229354073
-0.3300000000000001,0.5817593768418363
-0.3200000000000003,0.5793242521487495
-0.3099999999999996,0.5768852611320462
-0.2999999999999998,0.5744425168116589
-0.29,0.5719961329315186
-0.2800000000000002,0.569546223939229
-0.2699999999999996,0.5670929049654543
-0.2599999999999998,0.5646362918030291
-0.25,0.5621765008857981
-0.2400000000000002,0.5597136492671929
-0.2299999999999995,0.5572478545985555
-0.2199999999999998,0.5547792351072146
-0.21,0.5523079095743253
-0.2000000000000002,0.549833997312478
-0.1899999999999995,0.5473576181430891
-0.1799999999999997,0.54487889237358
-0.1699999999999999,0.542397940774351
-0.1600000000000001,0.5399148845555657
-0.1499999999999995,0.5374298453437494
-0.1399999999999997,0.5349429451582144
-0.1299999999999999,0.5324543063873187
-0.1200000000000001,0.5299640517645717
-0.1100000000000003,0.5274723043445938
-0.09999999999999964,0.5249791874789399
-0.08999999999999986,0.5224848247918
-0.08000000000000007,0.5199893401555818
-0.07000000000000028,0.5174928576663899
-0.05999999999999961,0.51499550161941
-0.04999999999999982,0.5124973964842103
-0.04000000000000004,0.5099986668799655
-0.03000000000000025,0.5074994375506204
-0.01999999999999957,0.5049998333399996
-0.009999999999999787,0.5024999791668749
0,0.5
0.009999999999999787,0.497500020833125
0.02000000000000046,0.4950001666600001
0.03000000000000025,0.4925005624493796
0.04000000000000004,0.4900013331200346
0.04999999999999982,0.4875026035157897
0.0600000000000005,0.4850044983805898
0.07000000000000028,0.4825071423336103
0.08000000000000007,0.4800106598444182
0.08999999999999986,0.4775151752081999
0.1000000000000005,0.4750208125210599
0.1100000000000003,0.4725276956554062
0.1200000000000001,0.4700359482354282
0.1299999999999999,0.4675456936126812
0.1400000000000006,0.4650570548417853
0.1500000000000004,0.4625701546562504
0.1600000000000001,0.4600851154444343
0.1699999999999999,0.457602059225649
0.1799999999999997,0.45512110762642
0.1900000000000004,0.4526423818569106
0.2000000000000002,0.450166002687522
0.21,0.4476920904256747
0.2199999999999998,0.4452207648927853
0.2300000000000004,0.4427521454014443
0.2400000000000002,0.440286350732807
0.25,0.4378234991142019
0.2599999999999998,0.4353637081969709
0.2700000000000005,0.4329070950345456
0.2800000000000002,0.4304537760607709
0.29,0.4280038670684814
0.2999999999999998,0.4255574831883411
0.3100000000000005,0.4231147388679535
0.3200000000000003,0.4206757478512504
