state_index_1_based,graph_E_probability,graph_F_probability
560,7.403333110577237e-10,1.57640208112936e-09
561,9.672932230388789e-11,8.416885295203395e-13
562,1.0514388414000028e-10,3.648598077118345e-09
563,8.756974167816236e-09,2.0960352348405883e-09
564,7.095981340585992e-13,1.4273467880195629e-11
565,6.172161952226144e-13,4.722731278179076e-13
566,4.737449764747397e-13,2.933181955195156e-09
567,2.836006227176786e-13,4.824222834381692e-16
568,6.0623311122304e-07,6.887022354390663e-07
569,2.359161034583939e-08,1.7060187751756563e-06
570,9.145448835002272e-07,2.275596441216188e-06
571,9.241985523240294e-07,1.7317981708613332e-07
572,8.168902515067694e-09,3.9310815404690194e-07
573,0.0002421062474821669,5.892374442915267e-06
574,1.1544467911339796e-05,1.5607742151437418e-06
575,5.648236752309805e-08,0.00040929520842520115
576,0.20149521579464214,7.37194183900672e-08
577,6.5968336918156635e-09,2.5950073138979595e-09
578,3.432132926096004e-13,7.510549853587552e-09
579,4.359750475806695e-07,1.8546393035955321e-07
580,4.00046110156898e-09,1.5689211801771983e-09
581,3.999105512356589e-12,6.236563106719402e-11
582,5.740038815214155e-08,1.6912560860289492e-09
583,5.464619040925668e-05,1.7446085597669042e-07
584,2.171134905870301e-09,2.8895311461045593e-07
585,0.0017090062615217998,8.01575599452816e-09
586,1.1635564968032398e-06,3.831633303457483e-06
587,1.706035222847272e-09,0.09000548449126529
588,3.6542150219151054e-07,1.8275051138355634e-06
589,0.06467487790566963,0.001592701028602461
590,2.352698363283704e-08,5.773812840312677e-05
591,9.030722963121674e-05,7.442170345254538e-08
592,1.8768722539628468e-07,1.6490713018949385e-07
593,5.619839031366437e-10,4.127408768166594e-06
594,1.1718450486019693e-06,5.6887337209332146e-11
595,3.637149968330102e-08,5.948915368112747e-09
596,5.460485628429305e-09,4.841596995121005e-05
597,4.359750475810545e-07,3.5073810258491963e-07
598,5.460485628394971e-09,1.6581899552431904e-09
599,1.5361610204328993e-11,4.725586004629452e-09
600,5.740038815217976e-08,1.691256086044433e-09
601,4.359750475802696e-07,5.185680946807059e-07
602,5.7400388151988895e-08,0.00038999035320776224
603,0.0017090062615217865,6.87943510141191e-09
604,2.3536326761275493e-10,8.948891498982867e-11
605,1.714991732671951e-12,7.054136309496715e-11
606,3.5250286313374754e-08,3.04115164018974e-10
607,1.714991732662143e-12,1.4842598020686905e-12
608,1.860314002954799e-15,4.247412580648561e-14
609,2.927536953869645e-11,1.1420982681684211e-11
610,3.5250286313540065e-08,5.553688609258607e-08
611,2.927536953871759e-11,1.2021638967262561e-08
612,0.00011887202038328391,2.628663046955437e-10
613,2.1765969097741925e-06,2.5060543198134287e-05
614,6.255005112104526e-07,0.06156585171751803
615,2.0960457825166964e-07,1.3097528426507675e-06
616,6.255005112105284e-07,3.5097716308868592e-06
617,8.550475429942257e-09,2.8511780532989077e-08
618,2.4371593650860395e-08,3.530142226242541e-07
619,2.0960457825245317e-07,2.31333866298528e-06
620,2.4371593650753696e-08,1.4430952527369872e-06
621,1.2212671455041117e-06,9.53250480050867e-10
622,1.3772966148905103e-07,2.405713488469546e-08
623,9.130072261743927e-12,1.0792432347161618e-07
624,3.654215021920126e-07,2.0279929726215557e-07
625,3.923949313159713e-08,6.079909882769596e-08
626,4.109443253089743e-09,1.3470837418841493e-09
627,9.030722963123424e-05,7.44217034522391e-08
628,3.030921521020631e-10,1.463374907325729e-09
629,4.863755299475845e-12,3.1702003520152585e-07
630,1.171845048602625e-06,2.6647738307002852e-11
631,1.6790053445072144e-09,2.2962399981326854e-10
632,3.151083092508719e-10,1.7955680421985356e-09
633,2.096045782512e-07,8.489821429061958e-07
634,1.2701632235572763e-09,2.5010934298981e-10
635,6.80586732427422e-13,1.3218155889745304e-11
636,2.4371593650788623e-08,3.5301422262456125e-07
637,1.6600295694088635e-10,1.5861009441505266e-09
638,5.616916159521059e-13,4.299064244524165e-09
639,1.2212671455047173e-06,7.005686071669407e-11
640,1.3594600383657051e-10,5.942319306631531e-10
641,1.9819285845561134e-10,1.0700624698021727e-06
642,5.830763343949812e-11,1.4273467880201482e-11
643,7.445512470800801e-08,5.770723664322436e-09
644,9.74264430809472e-10,2.427299697591644e-07
645,2.44130562150273e-10,9.707615278044113e-10
646,1.2361312257073641e-11,9.78292849438786e-12
647,1.982781766325597e-13,1.187841167666586e-09
648,1.3832706224261602e-11,7.639275194743775e-15
649,1.1724229855504318e-09,1.918254870082837e-09
650,2.8586246900629587e-08,1.95440072756351e-09
651,2.302096407922351e-11,3.108163782603125e-10
652,1.4625940283428719e-08,8.954044731756842e-10
653,1.772056734323089e-07,2.2535839776088044e-09
654,6.828860767411833e-13,7.371941838991985e-08
655,2.1171462189463807e-08,7.591802890244911e-10
656,1.5499021633521348e-08,4.4518309523937645e-09
657,3.836842939229918e-08,9.309165426336842e-12
658,4.098096757930683e-08,8.779093937684543e-10
659,7.003135354930272e-10,1.3077679706158256e-08
660,3.0309215210023737e-10,1.8777887438050703e-06
661,9.555906954582932e-12,3.2999779998298194e-09
662,3.3985539922879923e-11,2.4152145288487445e-11
663,4.863755299408127e-12,6.879435101509525e-09
664,1.876872253964635e-07,1.0744026003401227e-07
665,5.619839031305054e-10,5.154990103278628e-10
666,1.171845048601749e-06,3.4582699957871723e-09
667,4.197711630179075e-11,1.8481558882247598e-11
668,1.0514388414010541e-10,3.4518113508241855e-10
669,6.172161952198232e-13,2.529376400293679e-13
670,7.403333110580347e-10,3.3407939138085444e-10
671,8.756974167824698e-09,3.081179794767316e-11
672,4.737449764769534e-13,2.66477383070295e-11
673,9.672932230406447e-11,1.289025447430017e-12
674,7.095981340655334e-13,3.611378504882137e-10
675,2.83600622717843e-13,2.0035344379271714e-15
676,1.3772966148933794e-07,8.049259372092702e-10
677,3.923949313163408e-08,5.901348376973019e-08
678,3.0309215209893063e-10,5.127944431656544e-07
679,9.130072261652585e-12,1.524035802814489e-09
680,4.109443253093182e-09,4.861537330711712e-11
681,4.863755299392185e-12,8.015755994552098e-09
682,3.6542150219165147e-07,5.828332572725752e-07
683,9.0307229631217e-05,1.8220534176820797e-05
684,1.1718450486016082e-06,3.4582699958205276e-09
685,1.679005344514979e-09,2.8555488354338426e-08
686,1.2701632235516792e-09,9.241932882486688e-09
687,1.6600295694061258e-10,1.4098581836661328e-06
688,3.1510830925069005e-10,1.398909480167446e-11
689,6.805867324234555e-13,3.1403812452049736e-14
690,5.616916159525332e-13,2.6286630469309885e-10
691,2.096045782524626e-07,2.0646704327969982e-07
692,2.4371593650785618e-08,1.6815123017442986e-07
693,1.2212671455038772e-06,9.029656271019772e-09
694,1.3594600383680453e-10,7.992802280271437e-10
695,7.445512470799848e-08,3.3280151566047003e-06
696,1.236131225703417e-11,7.174924687434631e-12
697,1.9819285845591618e-10,5.633530140514019e-09
698,9.742644308086482e-10,2.685613874355445e-10
699,1.982781766358593e-13,7.005686071660048e-11
700,5.830763343940075e-11,2.172806464355578e-11
701,2.44130562151126e-10,1.2528569423253927e-07
702,1.3832706224319448e-11,1.1918950424112564e-12
703,4.697352853795858e-12,1.5479662880569154e-13
704,4.7720809254576026e-11,2.2703864075312346e-12
705,6.172161952217756e-13,2.4452297291794754e-12
706,4.772080925466751e-11,5.113577524354171e-12
707,4.168410416234954e-11,3.5948288616610577e-14
708,4.737449764768581e-13,5.688733720915276e-11
709,6.17216195223226e-13,5.834010107724483e-14
710,4.737449764711028e-13,1.5886054473975717e-10
711,2.8360062271722615e-13,2.0035344380393817e-15
712,9.54324635619026e-11,8.314434903649002e-12
713,5.54722003734091e-12,4.4717341225243675e-12
714,1.2361312256962841e-11,1.0796799006877154e-09
715,5.547220037348515e-12,1.265790668740938e-12
716,3.480908213943653e-14,5.593954931492349e-13
717,1.9827817663215114e-13,9.532504800542031e-10
718,1.2361312257011662e-11,7.056525721644149e-11
719,1.9827817663385695e-13,1.5158208735953152e-10
720,1.3832706224324581e-11,1.191895042406668e-12
721,6.764076169952441e-13,1.2156649808869355e-15
722,2.666705146208182e-12,7.584524119249801e-13
723,1.6191679844584208e-15,4.824222834607935e-16
724,2.666705146207082e-12,2.328244323541151e-12
725,1.6977021582805332e-14,1.11556527971858e-12
726,3.099825800088402e-14,7.639275194712783e-15
727,1.61916798446309e-15,4.827015365451127e-16
728,3.0998258000901856e-14,5.454210451521568e-13
729,2.0685046550580385e-16,5.193187966974667e-18
