state_index_1_based,graph_G_probability,graph_H_probability,graph_I_probability
206,6.05566567456099e-06,5.3975021204139747e-08,1.4964676848500408e-06
207,1.2866879594106455e-13,8.54879740454236e-13,3.4147165865590505e-09
208,2.337814364890469e-12,0.0005824160217655396,1.4207691941291127e-06
209,2.9677100337086545e-12,1.112330626415753e-06,9.326569545761859e-08
210,3.41493471642752e-11,0.000303303054292561,2.5025117059428626e-06
211,1.4573615506784623e-05,0.00015814041866102984,2.011011215132845e-05
212,1.2193758221594015e-11,7.3888732790399374e-09,1.42076919412908e-06
213,1.1203017292652334e-13,1.3316590752013726e-10,2.205155024663051e-06
214,5.5185326503506047e-14,1.848317921419261e-05,1.967611360793296e-07
215,8.894481668882308e-13,0.00030211341986763823,0.03847537225783225
216,1.675085893181252e-09,4.480153525213678e-11,6.731274152951287e-09
217,8.094242863939787e-10,6.3715180587894174e-15,9.32656954576214e-08
218,2.2261118246179938e-13,2.62729737500011e-09,1.9676113607939816e-07
219,1.0573504736043494e-14,2.1111702250187907e-13,7.301443198419118e-12
220,2.633362375772935e-13,1.1250577851937536e-10,4.354175515472857e-08
221,0.0360972818819407,8.702570725240597e-06,2.015974709679299e-06
222,4.491324782859476e-10,1.213896307842551e-07,2.502511705943428e-06
223,2.9470029905630726e-11,1.4941967519595634e-08,0.03847537225783261
224,1.681324419426847e-11,1.2886613125894773e-09,4.354175515480577e-08
225,5.466238722173673e-10,5.615916665557472e-12,6.465545191079697e-08
226,1.7187043978452683e-06,6.852336765986961e-07,3.82626044542674e-07
227,3.4507419585835684e-11,9.253286718156076e-10,1.2228361530870774e-07
228,6.4056070934826755e-09,0.00043865149784978145,8.036338503886421e-08
229,1.2186022113719983e-08,0.00010378283696473092,2.0159747096781938e-06
230,8.21888868960172e-13,8.640608069759585e-10,2.067464431097094e-09
231,6.592219167515213e-06,1.665542190612311e-05,1.2228361530864135e-07
232,7.51057235346824e-14,1.185558938502342e-10,2.4950279292286624e-07
233,1.1076023328784427e-11,0.009229863148432016,4.681025437416361e-06
234,8.13092056832308e-09,0.00030330305429254566,2.5025117059419864e-06
235,3.352482933468363e-14,2.427259941697562e-09,5.095995375055774e-10
236,0.0007206917349604698,6.069869100025259e-05,8.036338503874125e-08
237,6.804203878680344e-13,4.947342504486783e-10,4.681025437416636e-06
238,1.3646107130385095e-11,2.281567171390584e-09,9.796125921596513e-06
239,4.012297189173257e-11,0.0003021134198676787,0.03847537225783233
240,6.3529965417744e-12,1.2995320183048144e-08,1.0372352428261424e-07
241,0.03609728188194101,1.2483525278544276e-06,2.0159747096775593e-06
242,4.49132478285807e-10,1.2138963078426218e-07,2.5025117059443932e-06
243,2.947002990557411e-11,4.840510233903528e-06,0.0384753722578321
244,1.6813244194390258e-11,1.1250577851939663e-10,4.3541755154887014e-08
245,5.466238722174428e-10,3.953235721299118e-05,6.465545191074704e-08
246,4.431000814428146e-08,1.4800586676804159e-10,2.0674644310983605e-09
247,2.0112977465946717e-13,5.154838537464685e-15,5.0959953750368e-10
248,2.679995124296673e-07,5.220988481989019e-12,1.037235242826213e-07
249,4.765122605209117e-11,5.6159166655718486e-12,6.465545191081205e-08
250,6.331893728472664e-15,2.840565189359117e-13,3.908471979323029e-12
251,1.137488662020544e-05,2.2296326429611892e-05,2.2772754096820118e-09
252,2.069046706991732e-05,1.2851098424870313e-05,3.8192542572897487e-08
253,5.4432795948262494e-11,2.9511737089449624e-10,1.695831948603124e-08
254,7.02259147470052e-09,0.00011952471764772527,1.3745790031916468e-06
255,4.152022041668151e-07,1.3830988743140967e-05,3.0744815602191575e-06
256,9.159194130094863e-06,1.5653933716704253e-05,3.819254257283824e-08
257,2.8296158587207126e-11,2.471767594469831e-10,2.118437500063567e-08
258,1.8037165643193152e-12,1.366952954269402e-11,9.777536080308242e-08
259,2.139791108813348e-08,0.00015814041866100934,2.0110112151330177e-05
260,2.2381198206342177e-10,6.06986910002572e-05,8.036338503877219e-08
261,4.140565007755286e-08,6.295749821429588e-06,1.6958319486029687e-08
262,2.4698915214184646e-08,5.146247290088683e-06,9.777536080304112e-08
263,2.2720699412592505e-14,1.204055695510289e-12,3.575519386721626e-11
264,1.2596172584639312e-12,0.0012934115012709889,9.718545194510286e-06
265,1.5010794241569295e-08,0.0002811305264056747,1.7565863567427974e-06
266,1.4522629680746258e-05,5.6387687825478e-07,1.3745790031916743e-06
267,9.02233254940078e-07,2.7489691185251175e-05,2.0110112151332345e-05
268,2.5986952415439703e-14,2.575656969208687e-08,9.718545194511352e-06
269,2.4368801430239192e-11,1.3509211761070705e-08,1.3605170725486073e-08
270,3.7354377403536494e-11,6.095369344475007e-06,8.277168143874847e-05
271,3.831411018570321e-05,9.153590920665009e-06,3.0744815602184858e-06
272,7.580272915534476e-11,0.00043865149784981576,8.036338503857106e-08
273,2.8902383405828907e-12,1.1099503700231767e-10,1.7565863567428071e-06
274,7.177375088975161e-11,1.5534669333987137e-06,8.277168143874294e-05
275,2.7571696338557094e-12,6.157408793300644e-10,8.733944077343532e-11
276,9.15919413008443e-06,1.285109842486937e-05,3.819254257283943e-08
277,2.8296158587193768e-11,3.011177434359787e-06,2.1184375000622113e-08
278,1.8037165643199015e-12,1.3669529542717094e-11,9.777536080305037e-08
279,2.139791108808847e-08,0.013870552598792314,2.0110112151328083e-05
280,2.238119820627411e-10,0.00014999365393873418,8.036338503867728e-08
281,3.02350864196901e-05,2.471767594464371e-10,2.118437500067265e-08
282,4.7365117988972923e-14,5.762156671202158e-10,1.6834612353261417e-08
283,2.8385892075500714e-13,1.3977552889858595e-15,7.100235403664831e-08
284,2.2987680115357025e-09,7.388873279044842e-09,1.4207691941290015e-06
285,1.1274868874165077e-10,4.947342504469607e-10,4.681025437417795e-06
286,4.306410139778591e-06,5.146247290085778e-06,9.777536080309052e-08
287,9.868218065309535e-13,0.0001363752365353932,7.100235403665686e-08
288,1.199931584585191e-14,2.717340498498011e-12,8.392133815438676e-10
289,9.63099024840049e-12,0.00014135261209158287,2.205155024662942e-06
290,6.7982093687252e-11,0.02041587506008334,9.796125921594558e-06
291,1.4573615506787954e-05,2.7489691185248664e-05,2.0110112151330292e-05
292,1.2193758221595389e-11,0.0005824160217655068,1.4207691941279563e-06
293,1.1203017292799845e-13,1.3316590752006718e-10,2.2051550246626466e-06
294,5.518532650332655e-14,2.6272973749998823e-09,1.9676113607926753e-07
295,8.894481668909284e-13,1.4941967519578512e-08,0.03847537225783191
296,0.0007206917349604615,0.0004386514978497925,8.036338503862854e-08
297,6.804203878687056e-13,0.009229863148431992,4.6810254374173784e-06
298,1.364610713038864e-11,2.2815671713902776e-09,9.796125921597877e-06
299,4.012297189175097e-11,4.84051023390377e-06,0.038475372257831854
300,6.3529965417785975e-12,5.2209884819656915e-12,1.037235242826567e-07
301,4.140565007758195e-08,2.951173708944891e-10,1.695831948599201e-08
302,2.469891521418578e-08,1.3669529542725875e-11,9.777536080310302e-08
303,2.2720699412582348e-14,1.20405569550959e-12,3.575519386737573e-11
304,1.2596172584642505e-12,2.5756569692088296e-08,9.718545194508958e-06
305,1.501079424156717e-08,1.1099503700241837e-10,1.756586356743016e-06
306,4.3064101397775055e-06,1.3669529542729323e-11,9.777536080308652e-08
307,9.868218065308095e-13,1.3977552890123054e-15,7.100235403664219e-08
308,1.1999315845822355e-14,2.717340498495293e-12,8.392133815435814e-10
309,9.630990248410018e-12,1.3316590752000225e-10,2.2051550246625123e-06
310,6.798209368729216e-11,2.2815671713906664e-09,9.796125921592729e-06
311,2.2677215637582464e-10,1.20405569550898e-12,3.5755193867324933e-11
312,1.5452595265096237e-10,2.7173404984924146e-12,8.392133815437806e-10
313,6.582538518877519e-17,4.180707566469706e-18,9.329684182230689e-13
314,1.3318589131420264e-13,3.803100922786842e-10,1.8809766071094872e-07
315,5.393003223724555e-08,3.5489546165930893e-13,5.465243969038043e-08
316,5.59816979767539e-07,2.57565696920789e-08,9.718545194511624e-06
317,3.4378506197405275e-10,1.3316590751996197e-10,2.205155024662713e-06
318,1.5370487532183402e-16,3.803100922784945e-10,1.880976607109036e-07
319,9.470265642500131e-15,3.6041618267945185e-14,8.2325593558753e-08
320,5.433789271389829e-12,2.8771152332537066e-11,0.00611136101247337
321,1.5478360797608534e-06,1.109950370023522e-10,1.7565863567427474e-06
322,1.6006253008472682e-11,2.2815671713910097e-09,9.79612592159308e-06
323,1.905918087779437e-15,3.5489546165680936e-13,5.465243969037334e-08
324,6.211722850789197e-12,2.8771152332546508e-11,0.006111361012473432
325,4.077471594765853e-15,3.6562296543104795e-15,1.366473887165166e-07
326,1.4522629680740242e-05,0.00011952471764768107,1.374579003191894e-06
327,9.022332549399282e-07,0.013870552598792328,2.0110112151330705e-05
328,2.59869524193152e-14,2.575656969208873e-08,9.71854519450902e-06
329,2.436880143032588e-11,2.4611063428868198e-05,1.3605170725478172e-08
330,3.735437740361693e-11,0.09138318276086162,8.277168143873088e-05
331,1.4573615506789702e-05,0.00015814041866102469,2.01101121513322e-05
332,1.2193758221604297e-11,7.388873279037941e-09,1.420769194128665e-06
333,1.1203017292793217e-13,1.3316590751998557e-10,2.2051550246625864e-06
334,5.5185326503880206e-14,1.848317921418615e-05,1.967611360793853e-07
335,8.894481668860703e-13,0.00030211341986766485,0.03847537225783213
336,5.59816979767588e-07,0.0012934115012710184,9.718545194506154e-06
337,3.4378506197426105e-10,0.00014135261209158922,2.2051550246626953e-06
338,1.5370487531577232e-16,3.8031009227865464e-10,1.8809766071089409e-07
339,9.47026564243564e-15,0.00032944211896676954,8.232559355877085e-08
340,5.433789271395687e-12,0.0032347214978292573,0.006111361012473393
341,4.165388159796056e-10,1.3509211761089417e-08,1.3605170725513168e-08
342,1.8613145285138408e-05,2.627297374998555e-09,1.9676113607936814e-07
343,5.496207994366206e-14,3.604161826775466e-14,8.232559355869629e-08
344,6.761550075792883e-14,1.9579034303574125e-11,5.341179607078348e-11
345,3.4281042486073388e-12,3.0730896857543356e-07,2.584193707529271e-06
346,0.06679536736759727,1.5534669333987357e-06,8.277168143874853e-05
347,2.0441025404771997e-07,4.840510233902727e-06,0.0384753722578321
348,1.5904212834956265e-09,2.877115233250332e-11,0.006111361012473415
349,2.389727367059729e-07,2.07012919194268e-09,2.584193707530135e-06
350,2.0842612161213716e-11,7.120402294183804e-09,1.0843390960110382e-07
351,3.831411018571126e-05,1.3830988743141292e-05,3.074481560218868e-06
352,7.580272915464145e-11,0.00014999365393872827,8.036338503877803e-08
353,2.890238340589343e-12,1.1099503700242611e-10,1.7565863567416236e-06
354,7.177375088983266e-11,0.09138318276085977,8.277168143874961e-05
355,2.757169633854304e-12,4.87550367754145e-09,8.733944077250052e-11
356,0.0007206917349603964,6.069869100025428e-05,8.036338503863744e-08
357,6.804203878697556e-13,4.947342504483841e-10,4.681025437416735e-06
358,1.3646107130375816e-11,2.281567171389167e-09,9.796125921594931e-06
359,4.012297189176722e-11,0.0003021134198676388,0.03847537225783227
360,6.352996541775483e-12,1.2995320183043002e-08,1.0372352428264252e-07
361,1.5478360797617115e-06,0.00028113052640567186,1.7565863567408511e-06
362,1.600625300848827e-11,0.020415875060082713,9.796125921596171e-06
363,1.905918087789204e-15,3.5489546165673913e-13,5.46524396903827e-08
364,6.211722850789132e-12,0.003234721497828726,0.006111361012473384
365,4.077471594776273e-15,1.0273274424363776e-07,1.3664738871650906e-07
366,0.06679536736759996,6.095369344474595e-06,8.277168143873524e-05
367,2.0441025404773188e-07,1.494196751959627e-08,0.03847537225783237
368,1.5904212834940267e-09,2.8771152332517204e-11,0.006111361012473413
369,2.3897273670601414e-07,3.0730896857539184e-07,2.5841937075272123e-06
370,2.084261216130662e-11,0.0005784975853835416,1.0843390960103452e-07
371,7.071122328465395e-09,6.157408793281e-10,8.733944077424934e-11
372,5.5901777795209785e-11,5.2209884819174314e-12,1.0372352428264217e-07
373,5.920105981713062e-14,3.656229654309758e-15,1.3664738871659704e-07
374,1.471521594138674e-13,7.120402294187747e-09,1.0843390960111511e-07
375,3.554510749852993e-15,3.41388651179464e-13,3.998683217901721e-12
376,4.680608190689607e-05,4.444396467374449e-05,3.325267103542249e-05
377,0.06302512060561963,1.9957610162856454e-06,9.552191965550613e-08
378,2.2958821913379698e-09,0.00011952471764774916,1.3745790031917944e-06
379,3.106634624112643e-08,7.075582301151474e-10,1.6005241087495074e-07
380,6.6689866357038605e-09,1.7525269233649134e-05,3.1415766328293806e-07
381,2.4905342625102074e-05,3.637442879950778e-06,9.55219196554575e-08
382,2.1555740099214165e-08,6.920280693822762e-10,1.4964676848502617e-06
383,4.3071945699283e-11,0.013870552598795504,2.0110112151331803e-05
384,5.02051187795072e-10,4.48015352521549e-11,6.731274152963235e-09
385,1.1445122736667004e-08,1.2483525278545506e-06,2.0159747096771574e-06
386,1.4522629680752902e-05,5.638768782547237e-07,1.3745790031910484e-06
