state_index_1_based,graph_G_probability,graph_H_probability,graph_I_probability
387,9.022332549406349e-07,2.7489691185247855e-05,2.011011215132891e-05
388,2.5986952415698756e-14,2.5756569692085652e-08,9.718545194515609e-06
389,2.4368801430291327e-11,1.3509211761061828e-08,1.3605170725524901e-08
390,3.7354377403668474e-11,6.09536934447549e-06,8.277168143874702e-05
391,1.34736132064652e-08,1.4420162569127782e-08,1.6005241087492475e-07
392,0.000134807445675588,2.153935757422671e-09,6.7312741529438015e-09
393,2.8229874094970697e-10,2.4611063428867914e-05,1.3605170725506318e-08
394,2.310732537296618e-15,3.4327646919654136e-11,4.129512588110702e-11
395,1.445562459436263e-12,1.7513597387408668e-06,7.255026942832841e-06
396,0.002584228121923402,1.6075751045084675e-06,3.141576632824147e-07
397,2.1214305983563076e-05,0.00010378283696473527,2.0159747096782382e-06
398,3.948670603700258e-09,0.09138318276086031,8.277168143873019e-05
399,3.8911228894700816e-11,8.152278920588723e-10,7.25502694283171e-06
400,9.590776344072142e-11,4.1799336878097203e-10,3.5847998560001424e-08
401,2.4905342625127352e-05,1.9957610162849873e-06,9.552191965556309e-08
402,2.1555740099209834e-08,5.397502120417678e-08,1.4964676848503682e-06
403,4.307194569921903e-11,0.00015814041866103848,2.0110112151329638e-05
404,5.02051187796128e-10,4.480153525219051e-11,6.731274152978088e-09
405,1.1445122736665294e-08,8.702570725240795e-06,2.015974709677635e-06
406,6.055665674562042e-06,6.920280693821812e-10,1.4964676848502505e-06
407,1.286687959411095e-13,8.548797404547441e-13,3.4147165865561562e-09
408,2.3378143648870665e-12,7.388873279045919e-09,1.4207691941290485e-06
409,2.9677100337060797e-12,6.37151805878216e-15,9.326569545763014e-08
410,3.414934716427872e-11,1.213896307842481e-07,2.5025117059432696e-06
411,1.4573615506781623e-05,2.7489691185247272e-05,2.0110112151328503e-05
412,1.2193758221583685e-11,0.0005824160217655907,1.4207691941289467e-06
413,1.1203017292757332e-13,1.331659075199938e-10,2.2051550246634017e-06
414,5.5185326503570493e-14,2.6272973749994464e-09,1.9676113607922957e-07
415,8.894481669000638e-13,1.4941967519589536e-08,0.03847537225783215
416,1.6750858931778324e-09,2.1539357574244444e-09,6.731274152957485e-09
417,8.094242863944787e-10,1.1123306264158244e-06,9.326569545762743e-08
418,2.2261118246269633e-13,1.8483179214190297e-05,1.9676113607931504e-07
419,1.0573504736070656e-14,2.111170225036867e-13,7.301443198354348e-12
420,2.6333623757692155e-13,1.2886613125876739e-09,4.35417551547479e-08
421,0.03609728188194265,0.000103782836964727,2.0159747096777122e-06
422,4.4913247828548616e-10,0.0003033030542925709,2.502511705943211e-06
423,2.947002990570367e-11,0.0003021134198676936,0.03847537225783223
424,1.6813244194314264e-11,1.1250577851949389e-10,4.35417551547867e-08
425,5.466238722174276e-10,5.61591666556966e-12,6.46554519107795e-08
426,1.4522629680747266e-05,0.00011952471764768016,1.3745790031913256e-06
427,9.022332549408365e-07,0.00015814041866104659,2.011011215133068e-05
428,2.5986952418457788e-14,0.0012934115012709561,9.71854519451192e-06
429,2.436880143025269e-11,1.350921176107026e-08,1.3605170725547313e-08
430,3.735437740335732e-11,1.5534669333981578e-06,8.277168143875054e-05
431,1.4573615506788418e-05,0.013870552598795589,2.0110112151328208e-05
432,1.2193758221587548e-11,7.38887327903614e-09,1.4207691941292e-06
433,1.1203017292769377e-13,0.00014135261209161258,2.205155024662411e-06
434,5.5185326503342525e-14,2.6272973749940305e-09,1.9676113607948117e-07
435,8.894481668928604e-13,4.84051023390358e-06,0.038475372257832
436,5.598169797672472e-07,2.5756569692088077e-08,9.718545194510137e-06
437,3.437850619742936e-10,1.33165907520136e-10,2.2051550246626114e-06
438,1.5370487532154155e-16,3.8031009227875204e-10,1.8809766071096712e-07
439,9.470265642322491e-15,3.604161826772143e-14,8.232559355881572e-08
440,5.433789271404509e-12,2.8771152332519657e-11,0.00611136101247337
441,4.165388159789986e-10,2.4611063428866918e-05,1.3605170725541041e-08
442,1.8613145285135213e-05,1.8483179214193543e-05,1.9676113607932851e-07
443,5.4962079943881746e-14,0.0003294421189667134,8.232559355877122e-08
444,6.761550075794174e-14,1.957903430357683e-11,5.341179607111127e-11
445,3.4281042486125054e-12,2.070129191943201e-09,2.5841937075299956e-06
446,0.06679536736759606,0.09138318276086188,8.27716814387348e-05
447,2.0441025404775472e-07,0.00030211341986763666,0.0384753722578325
448,1.5904212834968588e-09,0.00323472149782891,0.006111361012473462
449,2.389727367059837e-07,3.073089685753346e-07,2.584193707529393e-06
450,2.0842612161004542e-11,7.1204022941770954e-09,1.084339096010869e-07
451,1.3473613206491397e-08,7.075582301146374e-10,1.6005241087492176e-07
452,0.00013480744567555717,4.480153525214932e-11,6.731274152964341e-09
453,2.82298740949776e-10,1.350921176106601e-08,1.3605170725520436e-08
454,2.3107325372927595e-15,3.432764691965476e-11,4.129512588133796e-11
455,1.4455624594335849e-12,8.152278920597366e-10,7.255026942831808e-06
456,1.6750858931777032e-09,4.4801535252160126e-11,6.7312741529670875e-09
457,8.094242863941968e-10,6.3715180587867045e-15,9.326569545764851e-08
458,2.2261118246196578e-13,2.6272973749971824e-09,1.9676113607942254e-07
459,1.0573504736042368e-14,2.1111702250200822e-13,7.301443198415629e-12
460,2.6333623757706857e-13,1.1250577851947279e-10,4.3541755154831507e-08
461,4.165388159808564e-10,1.3509211761067482e-08,1.360517072554286e-08
462,1.8613145285134793e-05,2.6272973749988e-09,1.9676113607939998e-07
463,5.496207994426138e-14,3.604161826789627e-14,8.232559355880345e-08
464,6.761550075789133e-14,1.9579034303619697e-11,5.3411796071280133e-11
465,3.4281042486183866e-12,3.0730896857530333e-07,2.5841937075299397e-06
466,8.001598904420943e-12,3.4327646919653464e-11,4.129512588119433e-11
467,4.4271857591643563e-10,2.1111702250378789e-13,7.30144319840731e-12
468,4.3840174317683e-09,1.9579034303570525e-11,5.341179607091693e-11
469,1.5007252925196932e-18,6.555415856891049e-17,1.6102182430408905e-12
470,3.387914631437771e-14,8.134834002381678e-14,1.707718498631418e-07
471,1.5391566483462178e-06,8.152278920596478e-10,7.255026942830175e-06
472,0.000394367383077309,1.1250577851935293e-10,4.354175515482682e-08
473,4.584501245703969e-10,3.0730896857526283e-07,2.5841937075281614e-06
474,2.7311817865397598e-14,8.134834002385586e-14,1.707718498630819e-07
475,1.222833977490556e-13,6.708115523226005e-16,6.563975114059908e-09
476,0.0025842281219235408,1.7525269233648135e-05,3.1415766328267067e-07
477,2.121430598356568e-05,8.70257072524128e-06,2.0159747096774247e-06
478,3.948670603702304e-09,1.5534669333983645e-06,8.27716814387352e-05
479,3.89112288947399e-11,8.152278920596611e-10,7.255026942831408e-06
480,9.590776344055302e-11,2.0529138491616534e-05,3.5847998560011714e-08
481,0.0360972818819405,1.2483525278545665e-06,2.015974709677011e-06
482,4.491324782852264e-10,1.213896307842521e-07,2.5025117059428537e-06
483,2.947002990540778e-11,4.840510233903374e-06,0.03847537225783204
484,1.681324419432248e-11,1.1250577851938194e-10,4.354175515479783e-08
485,5.466238722173674e-10,3.953235721299038e-05,6.465545191074834e-08
486,0.06679536736759592,6.095369344475715e-06,8.277168143874988e-05
487,2.0441025404775673e-07,1.4941967519599347e-08,0.03847537225783229
488,1.5904212834943522e-09,2.8771152332543845e-11,0.006111361012473454
489,2.3897273670597237e-07,3.0730896857535494e-07,2.58419370753042e-06
490,2.084261216128186e-11,0.0005784975853835488,1.0843390960109189e-07
491,1.5391566483462523e-06,1.7513597387410735e-06,7.25502694282992e-06
492,0.00039436738307726735,1.288661312589367e-09,4.354175515476202e-08
493,4.5845012457047907e-10,2.0701291919428587e-09,2.5841937075283515e-06
494,2.7311817866172272e-14,8.134834002370478e-14,1.7077184986308525e-07
495,1.222833977492328e-13,2.1635752230663003e-08,6.56397511405821e-09
496,1.0556752617282928e-09,4.1799336878022457e-10,3.5847998560006606e-08
497,1.5517185140326256e-07,5.6159166655682975e-12,6.465545191080307e-08
498,2.0691314195481113e-08,7.120402294185929e-09,1.0843390960110308e-07
499,4.668509664340843e-13,6.708115523224991e-16,6.563975114047006e-09
500,1.7724937871527583e-14,3.63064809562412e-13,1.831262238393442e-10
501,2.2402668765896936e-05,2.588749636640019e-06,4.421233515817664e-07
502,0.0007056372716138289,6.852336765985968e-07,3.826260445430038e-07
503,9.8561737207281e-08,1.383098874314047e-05,3.074481560218694e-06
504,7.843274768076774e-09,1.7525269233645024e-05,3.1415766328241375e-07
505,2.3022479846300777e-11,1.4360695358681257e-08,1.4462672941484864e-10
506,1.7187043978423397e-06,3.088191976703262e-05,3.82626044543005e-07
507,3.4507419585847136e-11,9.253286718157991e-10,1.2228361530897688e-07
508,6.40560709348338e-09,0.00014999365393874523,8.036338503876374e-08
509,1.2186022113631999e-08,8.702570725240478e-06,2.015974709679683e-06
510,8.218888689592523e-13,1.4800586676811334e-10,2.067464431104767e-09
511,3.8314110185700624e-05,9.153590920663821e-06,3.0744815602184206e-06
512,7.58027291549857e-11,0.00043865149784979717,8.036338503866994e-08
513,2.8902383405740664e-12,1.1099503700244764e-10,1.7565863567415254e-06
514,7.17737508897564e-11,1.5534669333985748e-06,8.277168143874436e-05
515,2.757169633850156e-12,6.15740879328278e-10,8.733944077333263e-11
516,0.002584228121923184,1.6075751045086386e-06,3.141576632822008e-07
517,2.1214305983581135e-05,0.00010378283696473244,2.0159747096784208e-06
518,3.948670603694627e-09,0.09138318276086119,8.277168143874342e-05
519,3.891122889470708e-11,8.15227892059246e-10,7.255026942831065e-06
520,9.590776343994492e-11,4.179933687808009e-10,3.584799855998411e-08
521,3.255352716759193e-08,3.5563266685678166e-07,1.4462672941570547e-10
522,4.248855948404043e-07,8.640608069765073e-10,2.0674644310938826e-09
523,8.830130271631391e-09,4.875503677550676e-09,8.733944077368978e-11
524,6.955068126230567e-11,2.0529138491610476e-05,3.584799856000805e-08
525,2.7585615313877086e-13,1.721107877067342e-14,4.2533319594187564e-13
526,1.7187043978491805e-06,6.852336765983865e-07,3.8262604454297456e-07
527,3.4507419585851285e-11,1.6655421906116745e-05,1.2228361530891452e-07
528,6.405607093481574e-09,6.069869100024645e-05,8.036338503871447e-08
529,1.2186022113634098e-08,1.2483525278546014e-06,2.0159747096792737e-06
530,8.218888689629061e-13,1.4800586676807734e-10,2.0674644311050172e-09
531,6.592219167514861e-06,9.253286718155691e-10,1.222836153088063e-07
532,7.51057235341754e-14,1.1855589385019177e-10,2.4950279292289615e-07
533,1.1076023328782049e-11,4.947342504484259e-10,4.681025437415928e-06
534,8.130920568332331e-09,1.2138963078425e-07,2.5025117059432976e-06
535,3.3524829334663334e-14,5.154838537419381e-15,5.095995375046504e-10
536,0.0007206917349605139,0.00043865149784977245,8.036338503861903e-08
537,6.804203878709538e-13,0.009229863148432566,4.681025437416737e-06
538,1.3646107130384093e-11,2.281567171390862e-09,9.796125921597328e-06
539,4.0122971891744957e-11,4.840510233904649e-06,0.038475372257832215
540,6.352996541780013e-12,5.2209884819699275e-12,1.037235242826296e-07
541,0.03609728188194295,0.00010378283696475015,2.0159747096784254e-06
542,4.491324782851078e-10,0.0003033030542925501,2.5025117059442204e-06
543,2.94700299057887e-11,0.0003021134198676781,0.038475372257832055
544,1.6813244194258168e-11,1.1250577851943757e-10,4.354175515478705e-08
545,5.466238722171591e-10,5.615916665594521e-12,6.465545191080345e-08
546,4.431000814432503e-08,8.640608069766033e-10,2.067464431102525e-09
547,2.0112977465949047e-13,2.427259941696962e-09,5.095995375037113e-10
548,2.679995124295168e-07,1.2995320183047656e-08,1.0372352428261173e-07
549,4.7651226052251805e-11,3.9532357212991744e-05,6.465545191078363e-08
550,6.331893728584116e-15,2.840565189360751e-13,3.908471979324363e-12
551,3.831411018567989e-05,1.3830988743138919e-05,3.0744815602185946e-06
552,7.580272915535193e-11,6.069869100024383e-05,8.036338503872565e-08
553,2.890238340565119e-12,0.00028113052640569083,1.756586356741118e-06
554,7.177375088967427e-11,6.095369344475437e-06,8.277168143873798e-05
555,2.75716963386921e-12,6.157408793279678e-10,8.733944077206013e-11
556,0.0007206917349604164,0.00014999365393872935,8.036338503873448e-08
557,6.80420387871073e-13,4.947342504489529e-10,4.681025437416029e-06
558,1.3646107130383833e-11,0.020415875060080826,9.796125921594426e-06
559,4.012297189175172e-11,1.494196751959419e-08,0.03847537225783206
560,6.352996541774063e-12,5.220988481922308e-12,1.0372352428262398e-07
561,1.5478360797628283e-06,1.1099503700230797e-10,1.7565863567407925e-06
562,1.6006253008498964e-11,2.281567171392828e-09,9.796125921596634e-06
563,1.9059180877846218e-15,3.5489546165696683e-13,5.465243969038229e-08
564,6.211722850788165e-12,2.877115233253942e-11,0.006111361012473363
565,4.077471594793224e-15,3.656229654313858e-15,1.3664738871655279e-07
566,0.06679536736760057,0.091383182760859,8.277168143873963e-05
567,2.0441025404771105e-07,0.0003021134198676931,0.038475372257832
568,1.59042128349325e-09,0.003234721497828732,0.0061113610124734
569,2.389727367060244e-07,3.073089685753383e-07,2.5841937075292807e-06
570,2.0842612161228495e-11,7.120402294201317e-09,1.0843390960106327e-07
571,7.071122328462819e-09,4.875503677543494e-09,8.733944077416959e-11
572,5.590177779519317e-11,1.2995320183050028e-08,1.0372352428260862e-07
573,5.920105981700513e-14,1.027327442436363e-07,1.3664738871652753e-07
574,1.4715215941415854e-13,0.0005784975853835552,1.0843390960115976e-07
575,3.5545107498392216e-15,3.413886511798704e-13,3.99868321789084e-12
576,0.002584228121923022,1.7525269233644523e-05,3.1415766328299624e-07
577,2.1214305983580637e-05,1.2483525278546508e-06,2.0159747096792437e-06
578,3.948670603698938e-09,6.095369344475702e-06,8.277168143874434e-05
579,3.8911228894697e-11,1.7513597387410655e-06,7.255026942831666e-06
580,9.590776344013355e-11,4.17993368780743e-10,3.584799855997179e-08
581,0.03609728188194117,8.702570725240858e-06,2.0159747096799276e-06
582,4.491324782858637e-10,1.2138963078425892e-07,2.5025117059446977e-06
583,2.9470029905581004e-11,1.4941967519594668e-08,0.038475372257831986
584,1.6813244194226034e-11,1.288661312589287e-09,4.35417551548074e-08
585,5.46623872217658e-10,5.615916665584342e-12,6.465545191076397e-08
586,0.06679536736759417,1.5534669333983812e-06,8.277168143873619e-05
587,2.0441025404772915e-07,4.840510233904996e-06,0.03847537225783231
588,1.5904212834937192e-09,2.87711523325061e-11,0.006111361012473383
589,2.389727367059854e-07,2.0701291919426776e-09,2.584193707529234e-06
590,2.0842612161150204e-11,7.12040229418868e-09,1.0843390960113927e-07
591,1.5391566483457481e-06,8.152278920594932e-10,7.255026942829313e-06
592,0.0003943673830772828,1.1250577851939905e-10,4.354175515478008e-08
593,4.5845012457039914e-10,3.0730896857531704e-07,2.58419370752949e-06
594,2.7311817865406127e-14,8.134834002362593e-14,1.707718498630817e-07
595,1.2228339774845782e-13,6.708115523227949e-16,6.563975114057932e-09
596,1.0556752617291632e-09,2.0529138491612238e-05,3.584799855992449e-08
597,1.5517185140333313e-07,3.953235721299095e-05,6.465545191079653e-08
598,2.0691314195486562e-08,0.0005784975853835336,1.08433909601017e-07
599,4.668509664338591e-13,2.1635752230672e-08,6.563975114059828e-09
600,1.772493787131075e-14,3.63064809561509e-13,1.8312622383928864e-10
601,3.2553527167576277e-08,1.4360695358680241e-08,1.4462672941537887e-10
602,4.248855948404259e-07,1.480058667680052e-10,2.0674644310937825e-09
603,8.830130271627992e-09,6.157408793282668e-10,8.733944077275573e-11
604,6.955068126232226e-11,4.1799336878085964e-10,3.584799855997698e-08
605,2.7585615314050166e-13,1.7211078770623093e-14,4.253331959514922e-13
606,4.431000814433784e-08,1.480058667679997e-10,2.0674644311061215e-09
607,2.011297746595291e-13,5.154838537414091e-15,5.095995375046678e-10
608,2.6799951242954644e-07,5.2209884819389745e-12,1.0372352428260998e-07
609,4.765122605223403e-11,5.615916665584671e-12,6.465545191079832e-08
610,6.3318937284497516e-15,2.84056518935941e-13,3.9084719793184565e-12
611,7.071122328473578e-09,6.157408793281287e-10,8.7339440772466e-11
612,5.590177779518717e-11,5.2209884819257654e-12,1.0372352428260198e-07
613,5.920105981715056e-14,3.656229654300948e-15,1.366473887165867e-07
614,1.4715215941407622e-13,7.120402294202259e-09,1.0843390960122489e-07
615,3.554510749836356e-15,3.4138865118237487e-13,3.998683217862565e-12
616,1.055675261713175e-09,4.179933687807864e-10,3.584799855997885e-08
617,1.5517185140325007e-07,5.615916665577567e-12,6.465545191080295e-08
618,2.0691314195482096e-08,7.120402294198536e-09,1.0843390960110165e-07
619,4.66850966433947e-13,6.708115523273019e-16,6.563975114044441e-09
620,1.772493787150967e-14,3.6306480956273407e-13,1.8312622383947602e-10
621,2.700595052224513e-12,1.7211078770676925e-14,4.25333195959056e-13
622,5.1666194035450135e-12,2.8405651893581404e-13,3.908471979329028e-12
623,1.4066832735914433e-11,3.413886511795074e-13,3.998683217895283e-12
624,2.6597071665274115e-11,3.6306480956256474e-13,1.8312622383956414e-10
625,2.1853809365718742e-18,3.264445091864459e-21,1.6291559538778748e-14
