state_index_1_based,graph_J_probability
1031,1.4544592443712383e-11
1032,2.154865563936417e-11
1033,1.1299030738449523e-08
1034,1.454459244372522e-11
1035,7.180077255150292e-11
1036,4.915143388214087e-07
1037,2.1571180240637166e-08
1038,2.1548655639696303e-11
1039,4.915143388221295e-07
1040,4.182323057734621e-12
1041,1.7284096759645022e-12
1042,3.9551159008537493e-14
1043,2.1023910164437393e-11
1044,8.68318037903173e-12
1045,6.396034120691282e-15
1046,4.0807694904540136e-16
1047,1.6169244233191965e-12
1048,1.6296226267942784e-11
1049,1.4544592443506415e-11
1050,1.7403500948219985e-10
1051,5.188910186421721e-13
1052,1.156785406794212e-09
1053,2.154865563951017e-11
1054,6.541681824610798e-13
1055,2.61846834347153e-10
1056,2.44584996920594e-15
1057,1.129903073836261e-08
1058,2.1023910164287143e-11
1059,6.713542211831566e-07
1060,2.7669213630718738e-08
1061,1.454459244369089e-11
1062,1.6169244233163537e-12
1063,7.974372653030145e-10
1064,1.2375554169452186e-10
1065,7.180077255201633e-11
1066,5.188910186443118e-13
1067,8.278942583021966e-12
1068,1.4144720049630232e-08
1069,4.915143388224223e-07
1070,2.6184683434648766e-10
1071,7.72702965614046e-05
1072,2.4464944762435895e-10
1073,2.1571180240701332e-08
1074,8.683180379228422e-12
1075,2.7669213630622954e-08
1076,2.51572460579813e-07
1077,2.1548655639388375e-11
1078,1.629622626794976e-11
1079,1.2375554169461367e-10
1080,9.454643488515678e-11
1081,4.91514338821235e-07
1082,1.1567854067911111e-09
1083,1.414472004965171e-08
1084,2.0153174180107644e-06
1085,4.182323057738695e-12
1086,2.4458499691824132e-15
1087,2.4464944762471e-10
1088,4.872758368952165e-13
1089,1.7284096759747283e-12
1090,3.9551159008725646e-14
1091,2.1023910164493244e-11
1092,8.683180379141266e-12
1093,3.955115900900256e-14
1094,4.856139064181486e-16
1095,1.1575611016212317e-11
1096,6.707672896811536e-13
1097,2.102391016447684e-11
1098,1.1575611016228326e-11
1099,8.262706231942007e-13
1100,9.140730043430432e-11
1101,8.683180379106314e-12
1102,6.707672896762601e-13
1103,9.140730043528907e-11
1104,5.894380509334972e-14
1105,6.396034120651088e-15
1106,4.856139063926428e-16
1107,3.233479240777615e-11
1108,2.592741780089805e-11
1109,4.0807694905063846e-16
1110,1.658171229847136e-18
1111,3.074478574836409e-14
1112,2.041609520635768e-15
1113,1.6169244233155352e-12
1114,1.8963388889581265e-13
1115,1.4670244494637092e-15
1116,6.968600436001712e-12
1117,1.629622626794167e-11
1118,2.671842575202539e-14
1119,3.0256383274542294e-12
1120,7.729034645771832e-16
1121,1.4544592443593212e-11
1122,1.1575611016165642e-11
1123,1.4960774150084336e-10
1124,3.989212855935186e-11
1125,1.7403500948226577e-10
1126,1.8963388889547004e-13
1127,7.737690539097771e-10
1128,6.313452726988634e-11
1129,5.188910186451072e-13
1130,2.1818686752483243e-14
1131,3.046229785811645e-14
1132,1.0298819886602048e-12
1133,1.1567854067939682e-09
1134,2.897332966467318e-10
1135,9.290144143750833e-07
1136,7.401240363232532e-14
1137,2.1548655639565534e-11
1138,6.707672896888029e-13
1139,4.167153124736345e-11
1140,1.4328594154930114e-11
1141,6.541681824761053e-13
1142,2.6718425752259424e-14
1143,2.7201737793486276e-10
1144,3.669725709371573e-11
1145,2.6184683434391006e-10
1146,2.897332966467076e-10
1147,1.291694299452273e-12
1148,2.4999399591952746e-09
1149,2.4458499692167855e-15
1150,3.1670065489350855e-15
1151,1.7052598194100617e-14
1152,7.563413619245325e-16
1153,1.1299030738395584e-08
1154,2.1023910164376754e-11
1155,6.713542211828054e-07
1156,2.7669213630461806e-08
1157,2.102391016425678e-11
1158,3.233479240778662e-11
1159,1.4960774150147677e-10
1160,4.1671531247710655e-11
1161,6.71354221183088e-07
1162,1.496077415003069e-10
1163,2.1883858141658456e-09
1164,4.821616283848207e-06
1165,2.766921363038571e-08
1166,4.1671531247251e-11
1167,4.821616283844952e-06
1168,9.123236419916086e-11
1169,1.4544592443518073e-11
1170,1.1575611016208006e-11
1171,1.4960774150024618e-10
1172,3.989212855962454e-11
1173,1.6169244233097506e-12
1174,3.074478574838586e-14
1175,1.7325084141387836e-11
1176,1.2745215046841256e-11
1177,7.974372653002014e-10
1178,7.737690539100561e-10
1179,5.5323797943674095e-12
1180,9.510015703923812e-07
1181,1.237555416941787e-10
1182,2.720173779347834e-10
1183,2.768791918614369e-09
1184,7.637122870940243e-14
1185,7.180077255346684e-11
1186,8.262706231946166e-13
1187,2.1883858141737547e-09
1188,6.549319620172212e-10
1189,5.188910186515082e-13
1190,1.4670244494452167e-15
1191,5.532379794417805e-12
1192,2.0554577979022385e-11
1193,8.278942583037522e-12
1194,3.0462297857693046e-14
1195,1.086715640475582e-14
1196,1.1412360932837696e-10
1197,1.414472004963221e-08
1198,1.2916942994667349e-12
1199,2.472619895780348e-08
1200,1.226117181081672e-12
1201,4.915143388217516e-07
1202,9.140730043447114e-11
1203,4.821616283855551e-06
1204,6.303391389910467e-07
1205,2.618468343460818e-10
1206,3.0256383274417627e-12
1207,2.768791918607752e-09
1208,8.326775270283329e-11
1209,7.727029656146828e-05
1210,9.290144143751818e-07
1211,2.4726198957813077e-08
1212,0.022135430863332254
1213,2.4464944762515356e-10
1214,1.7052598193821808e-14
1215,2.9353615083949913e-09
1216,3.4881817624703945e-11
1217,2.1571180240669406e-08
1218,8.683180379089536e-12
1219,2.766921363055686e-08
1220,2.5157246057960876e-07
1221,8.683180378923769e-12
1222,2.5927417800895756e-11
1223,3.989212855917652e-11
1224,1.4328594154603173e-11
1225,2.7669213630013057e-08
1226,3.989212855887195e-11
1227,6.549319620266983e-10
1228,6.30339138990086e-07
1229,2.5157246057931447e-07
1230,1.4328594154723056e-11
1231,6.303391389902599e-07
1232,2.704094806664067e-11
1233,2.1548655639505075e-11
1234,6.707672896697831e-13
1235,4.1671531247116765e-11
1236,1.4328594154826106e-11
1237,1.629622626793828e-11
1238,2.0416095206217046e-15
1239,1.2745215046838366e-11
1240,6.39383340123447e-13
1241,1.2375554169261203e-10
1242,6.313452726999241e-11
1243,2.0554577978986426e-11
1244,7.459816791993735e-10
1245,9.454643488474698e-11
1246,3.669725709370668e-11
1247,8.326775270321276e-11
1248,9.626061776250323e-16
1249,4.915143388231176e-07
1250,9.1407300435304e-11
1251,4.8216162838434055e-06
1252,6.303391389915509e-07
1253,1.1567854067935257e-09
1254,6.968600436013277e-12
1255,9.510015703924222e-07
1256,7.459816792010575e-10
1257,1.4144720049639738e-08
1258,1.0298819886627986e-12
1259,1.1412360932953781e-10
1260,2.706842028855109e-08
1261,2.0153174180087192e-06
1262,2.4999399592000983e-09
1263,0.02213543086333308
1264,2.1392666776297817e-09
1265,4.182323057774287e-12
1266,5.894380509355017e-14
1267,9.123236419931115e-11
1268,2.7040948066659076e-11
1269,2.445849969169136e-15
1270,7.729034645747443e-16
1271,7.637122870945259e-14
1272,9.626061776919567e-16
1273,2.4464944762442575e-10
1274,7.401240363303668e-14
1275,1.2261171810819927e-12
1276,2.1392666776325817e-09
1277,4.872758368941931e-13
1278,7.563413619244695e-16
1279,3.4881817624706743e-11
1280,3.741411640694417e-17
1281,1.7284096759714054e-12
1282,6.396034120650489e-15
1283,1.4544592443638743e-11
1284,2.1548655639396992e-11
1285,3.9551159010974954e-14
1286,4.0807694904161035e-16
1287,1.7403500948222056e-10
1288,6.541681824810369e-13
1289,2.1023910164346917e-11
1290,1.616924423313953e-12
1291,5.188910186330604e-13
1292,2.6184683434645323e-10
1293,8.683180378959065e-12
1294,1.6296226267957373e-11
1295,1.1567854067932947e-09
1296,2.44584996927268e-15
1297,3.955115900922761e-14
1298,4.856139064081924e-16
1299,1.1575611016139913e-11
1300,6.707672896805763e-13
1301,4.856139063769343e-16
1302,1.6581712297588913e-18
1303,1.8963388889524462e-13
1304,2.6718425752347123e-14
1305,1.157561101622402e-11
1306,1.8963388889533895e-13
1307,2.1818686753022394e-14
1308,2.89733296646764e-10
1309,6.707672896796667e-13
1310,2.6718425752495088e-14
1311,2.897332966467332e-10
1312,3.1670065489334218e-15
1313,2.1023910164306563e-11
1314,3.233479240778079e-11
1315,1.496077415012985e-10
1316,4.1671531247357514e-11
1317,1.157561101612277e-11
1318,3.074478574836782e-14
1319,7.737690539100994e-10
1320,2.720173779351034e-10
1321,8.262706231926877e-13
1322,1.4670244494090506e-15
1323,3.04622978581668e-14
1324,1.2916942994567784e-12
1325,9.140730043545203e-11
1326,3.025638327467211e-12
1327,9.290144143749977e-07
1328,1.7052598194183173e-14
1329,8.683180379004025e-12
1330,2.5927417800893565e-11
1331,3.989212855921784e-11
1332,1.432859415479011e-11
1333,6.707672896736978e-13
1334,2.0416095206122615e-15
1335,6.313452726995597e-11
1336,3.669725709378994e-11
1337,9.14073004339443e-11
1338,6.968600436002808e-12
1339,1.0298819886287818e-12
1340,2.4999399591931976e-09
1341,5.894380509350054e-14
1342,7.729034645771769e-16
1343,7.401240363229401e-14
1344,7.563413619240812e-16
1345,6.3960341206727106e-15
1346,4.0807694904334643e-16
1347,1.6169244233166003e-12
1348,1.629622626795063e-11
1349,4.85613906403722e-16
1350,1.6581712296741295e-18
1351,1.8963388889580243e-13
1352,2.6718425752463486e-14
1353,3.2334792407786665e-11
1354,3.074478574835754e-14
1355,1.4670244494254581e-15
1356,3.0256383274646556e-12
1357,2.5927417800878036e-11
1358,2.0416095206296737e-15
1359,6.968600436001414e-12
1360,7.729034645750125e-16
1361,4.0807694904598473e-16
1362,1.6581712298221873e-18
1363,3.0744785748235225e-14
1364,2.0416095205962875e-15
1365,1.6581712298323374e-18
1366,3.552196987426198e-19
1367,3.914995276793984e-17
1368,2.3398330515221934e-16
1369,3.0744785748280487e-14
1370,3.91499527679609e-17
1371,1.3198597328057043e-16
1372,4.521723060060477e-15
1373,2.0416095206025092e-15
1374,2.33983305150925e-16
1375,4.5217230600456465e-15
1376,1.3363312276693097e-19
1377,1.6169244233111703e-12
1378,3.074478574832124e-14
1379,1.7325084141355598e-11
1380,1.2745215046836475e-11
1381,1.8963388889580099e-13
1382,3.9149952768352535e-17
1383,3.1862480420444517e-10
1384,7.312827572204451e-12
1385,1.4670244494255873e-15
1386,1.3198597328071277e-16
1387,2.0792020025195443e-16
1388,1.3798545748500605e-13
1389,6.9686004360196624e-12
1390,4.521723060092023e-15
1391,3.186332906396632e-09
1392,6.259549513530374e-17
1393,1.6296226267939818e-11
1394,2.0416095206187917e-15
1395,1.2745215046828556e-11
1396,6.393833401229689e-13
1397,2.6718425752659988e-14
1398,2.339833051495872e-16
1399,7.312827572206102e-12
1400,1.049320154997795e-12
1401,3.025638327455543e-12
1402,4.52172306010557e-15
1403,1.379854574851217e-13
1404,3.620571521019093e-11
1405,7.729034645778992e-16
1406,1.33633122762761e-19
1407,6.259549513484256e-17
1408,7.842798879880525e-17
1409,1.4544592443617077e-11
1410,1.6169244233160962e-12
1411,7.974372653009154e-10
1412,1.2375554169434187e-10
1413,1.157561101619504e-11
1414,3.0744785748361077e-14
1415,7.737690539097075e-10
1416,2.720173779351169e-10
1417,1.496077415002939e-10
1418,1.7325084141373515e-11
1419,5.532379794394166e-12
1420,2.768791918617817e-09
1421,3.989212855969478e-11
1422,1.274521504684495e-11
1423,9.510015703925729e-07
1424,7.637122870927178e-14
1425,1.740350094821887e-10
1426,1.8963388889563067e-13
1427,7.737690539100146e-10
1428,6.313452726979264e-11
1429,1.8963388889524752e-13
1430,3.9149952768249675e-17
1431,3.1862480420443985e-10
1432,7.312827572201882e-12
1433,7.737690539102281e-10
1434,3.186248042044517e-10
1435,3.8858182613864626e-11
1436,3.3602197919794714e-10
1437,6.313452726988748e-11
1438,7.31282757220125e-12
1439,3.360219791980327e-10
1440,1.7173854346936326e-14
1441,5.188910186472566e-13
1442,1.4670244494330239e-15
1443,5.532379794451074e-12
1444,2.0554577979008537e-11
1445,2.1818686753390486e-14
1446,1.3198597327855608e-16
1447,3.8858182613928655e-11
1448,2.3985473090790856e-11
1449,3.046229785837277e-14
1450,2.0792020025248607e-16
1451,3.083783287513186e-15
1452,4.165951237031709e-12
1453,1.0298819886541266e-12
1454,1.37985457486088e-13
1455,1.1659846462126013e-09
1456,4.142919727718272e-15
1457,1.1567854067950975e-09
1458,6.968600436002115e-12
1459,9.510015703921647e-07
1460,7.459816791983647e-10
1461,2.897332966469164e-10
1462,4.5217230600544344e-15
1463,3.360219791981024e-10
1464,2.3181413614467293e-09
1465,9.290144143749951e-07
1466,3.186332906396271e-09
1467,1.165984646211705e-09
1468,1.3140541720009731e-05
1469,7.40124036329504e-14
1470,6.259549513598861e-17
1471,9.896923930656938e-11
1472,2.4140072970295804e-14
1473,2.154865563947634e-11
1474,1.6296226267948148e-11
1475,1.2375554169315497e-10
1476,9.454643488453811e-11
1477,6.707672896827529e-13
1478,2.041609520618758e-15
1479,6.313452726994818e-11
1480,3.6697257093716274e-11
1481,4.167153124733257e-11
1482,1.27452150468535e-11
1483,2.0554577979003383e-11
1484,8.326775270276038e-11
1485,1.4328594154535181e-11
1486,6.393833401260242e-13
1487,7.459816791946809e-10
1488,9.626061775924953e-16
1489,6.541681824689218e-13
1490,2.67184257525777e-14
1491,2.7201737793449855e-10
1492,3.669725709373408e-11
1493,2.671842575258421e-14
1494,2.3398330515170806e-16
1495,7.312827572201926e-12
1496,1.0493201550014877e-12
1497,2.7201737793463477e-10
1498,7.312827572197249e-12
1499,2.3985473090791845e-11
1500,2.3181413614478013e-09
1501,3.669725709372655e-11
1502,1.0493201550005212e-12
1503,2.31814136144838e-09
1504,1.1998984490983005e-14
1505,2.6184683434500876e-10
1506,3.02563832745745e-12
1507,2.768791918614257e-09
1508,8.32677527040302e-11
1509,2.8973329664699517e-10
1510,4.521723060059358e-15
1511,3.360219791980992e-10
1512,2.3181413614473153e-09
1513,1.291694299438371e-12
1514,1.3798545748466696e-13
1515,4.16595123703299e-12
1516,2.3316978588997376e-10
1517,2.499939959196692e-09
1518,3.6205715210198153e-11
1519,1.3140541720008366e-05
1520,1.7282730065351699e-12
1521,2.4458499691375385e-15
1522,7.729034645778648e-16
1523,7.637122870997386e-14
1524,9.626061776723864e-16
1525,3.1670065489383774e-15
1526,1.3363312276992297e-19
1527,1.7173854346777654e-14
1528,1.1998984491044694e-14
1529,1.7052598193981067e-14
1530,6.259549513537298e-17
1531,4.142919727571267e-15
1532,1.7282730065339824e-12
1533,7.563413619192129e-16
1534,7.84279887989752e-17
1535,2.4140072970217615e-14
1536,4.8344881806569094e-20
1537,1.1299030738400355e-08
1538,1.4544592443504392e-11
1539,7.180077255183919e-11
1540,4.915143388219395e-07
1541,2.1023910164440647e-11
1542,1.616924423315673e-12
1543,5.188910186414684e-13
1544,2.6184683434580715e-10
1545,6.713542211841172e-07
1546,7.974372653019833e-10
1547,8.278942583188255e-12
1548,7.727029656142784e-05
1549,2.7669213630704643e-08
1550,1.2375554169326397e-10
1551,1.4144720049646592e-08
1552,2.446494476252814e-10
1553,2.1023910164359586e-11
1554,1.1575611016132628e-11
1555,8.262706231795796e-13
1556,9.140730043462118e-11
1557,3.2334792407779136e-11
1558,3.0744785748358666e-14
1559,1.4670244494649568e-15
1560,3.025638327450889e-12
1561,1.4960774150029798e-10
1562,7.737690539100104e-10
1563,3.0462297857852124e-14
1564,9.290144143751282e-07
1565,4.167153124715947e-11
1566,2.720173779349349e-10
1567,1.2916942994567639e-12
1568,1.7052598193773028e-14
1569,6.713542211839522e-07
1570,1.4960774150102562e-10
1571,2.1883858141349848e-09
1572,4.821616283849124e-06
1573,1.496077415010458e-10
1574,1.732508414136248e-11
1575,5.532379794424933e-12
1576,2.768791918603249e-09
1577,2.1883858141540463e-09
1578,5.532379794435236e-12
1579,1.0867156403652765e-14
1580,2.472619895790035e-08
1581,4.821616283844206e-06
1582,2.768791918612815e-09
1583,2.472619895804413e-08
1584,2.9353615083940594e-09
1585,2.766921363023251e-08
1586,3.9892128558868184e-11
1587,6.549319620244698e-10
1588,6.303391389898592e-07
1589,4.16715312471447e-11
1590,1.2745215046860741e-11
1591,2.0554577978937515e-11
1592,8.326775270252148e-11
1593,4.821616283848691e-06
1594,9.510015703923154e-07
1595,1.1412360932876699e-10
1596,0.022135430863332105
1597,9.123236419939221e-11
1598,7.637122871034425e-14
1599,1.226117181086875e-12
1600,3.488181762472709e-11
1601,1.454459244379048e-11
1602,1.740350094821805e-10
1603,5.1889101864491e-13
1604,1.156785406794283e-09
1605,1.1575611016126049e-11
1606,1.8963388889538086e-13
1607,2.1818686752461902e-14
1608,2.897332966469578e-10
1609,1.4960774150028775e-10
1610,7.737690539099705e-10
1611,3.0462297858985515e-14
1612,9.290144143751914e-07
1613,3.9892128558994e-11
1614,6.313452726985215e-11
1615,1.0298819886470994e-12
1616,7.401240363244085e-14
1617,1.6169244233104065e-12
1618,1.896338888956101e-13
1619,1.4670244494635013e-15
1620,6.96860043601107e-12
1621,3.074478574830288e-14
1622,3.9149952767873684e-17
1623,1.319859732830944e-16
1624,4.5217230600814695e-15
1625,1.7325084141375625e-11
1626,3.1862480420445944e-10
1627,2.0792020025479016e-16
1628,3.18633290639615e-09
1629,1.2745215046828449e-11
1630,7.312827572201992e-12
1631,1.3798545748544087e-13
1632,6.2595495136156e-17
1633,7.974372653016573e-10
1634,7.737690539104423e-10
1635,5.532379794371836e-12
1636,9.510015703923499e-07
1637,7.73769053909739e-10
1638,3.186248042044517e-10
1639,3.8858182613952785e-11
1640,3.360219791980582e-10
1641,5.532379794414255e-12
1642,3.885818261391422e-11
1643,3.0837832874532805e-15
1644,1.1659846462128278e-09
1645,9.510015703924469e-07
1646,3.360219791982081e-10
1647,1.1659846462120184e-09
1648,9.896923930658343e-11
1649,1.2375554169229348e-10
1650,6.313452726993655e-11
1651,2.055457797898472e-11
1652,7.459816791967886e-10
1653,2.7201737793498906e-10
1654,7.312827572200512e-12
1655,2.3985473090795154e-11
1656,2.3181413614462784e-09
1657,2.7687919186105737e-09
1658,3.360219791981537e-10
1659,4.16595123703549e-12
1660,1.3140541720008472e-05
1661,7.63712287098191e-14
1662,1.7173854347001255e-14
1663,4.142919727614581e-15
1664,2.4140072970327775e-14
1665,7.180077255239844e-11
1666,5.18891018641202e-13
1667,8.278942583230323e-12
1668,1.414472004963708e-08
1669,8.262706232045052e-13
1670,1.4670244494217398e-15
1671,3.046229785789379e-14
1672,1.2916942994386477e-12
1673,2.1883858141669036e-09
1674,5.532379794460176e-12
1675,1.0867156403537184e-14
1676,2.472619895803338e-08
1677,6.549319620182731e-10
1678,2.0554577979038858e-11
1679,1.1412360932984402e-10
1680,1.2261171810895805e-12
1681,5.18891018640701e-13
1682,2.1818686752390804e-14
1683,3.046229785730634e-14
1684,1.029881988607821e-12
1685,1.467024449435205e-15
1686,1.3198597328051652e-16
1687,2.079202002414019e-16
1688,1.37985457485261e-13
1689,5.532379794456934e-12
1690,3.885818261390541e-11
1691,3.0837832874108993e-15
1692,1.1659846462125277e-09
1693,2.0554577979011868e-11
1694,2.3985473090808902e-11
1695,4.165951237043494e-12
1696,4.142919727667743e-15
1697,8.278942583062861e-12
1698,3.0462297858119056e-14
1699,1.0867156403467094e-14
1700,1.141236093312752e-10
1701,3.046229785829482e-14
1702,2.0792020025453975e-16
1703,3.0837832875383382e-15
1704,4.1659512370307264e-12
1705,1.0867156402879891e-14
1706,3.083783287433481e-15
1707,6.152832780885803e-16
1708,5.350316918964312e-10
1709,1.1412360933004168e-10
1710,4.1659512370303e-12
1711,5.350316918959742e-10
1712,5.836367500367703e-15
1713,1.4144720049602025e-08
1714,1.029881988622196e-12
1715,1.1412360932949444e-10
1716,2.7068420288557718e-08
1717,1.291694299441376e-12
1718,1.3798545748553687e-13
1719,4.16595123701204e-12
1720,2.3316978588971754e-10
1721,2.4726198957976277e-08
1722,1.1659846462137397e-09
1723,5.350316918964322e-10
1724,1.8336899205155078e-06
1725,1.226117181088914e-12
1726,4.142919727650775e-15
1727,5.836367500617049e-15
1728,9.592153825986971e-14
1729,4.915143388219433e-07
1730,1.15678540679283e-09
1731,1.414472004968247e-08
1732,2.0153174180101363e-06
1733,9.140730043332145e-11
1734,6.968600436002394e-12
1735,1.0298819886366619e-12
1736,2.4999399592009896e-09
1737,4.821616283845375e-06
1738,9.510015703925349e-07
1739,1.1412360932816051e-10
1740,0.022135430863332573
1741,6.303391389907555e-07
1742,7.459816791986669e-10
1743,2.7068420288455945e-08
1744,2.139266677633637e-09
1745,2.618468343458865e-10
1746,2.897332966467684e-10
1747,1.2916942994461387e-12
1748,2.4999399591975477e-09
1749,3.025638327457636e-12
1750,4.521723060091293e-15
1751,1.3798545748576735e-13
1752,3.620571521015011e-11
1753,2.768791918609559e-09
1754,3.360219791978563e-10
1755,4.165951237034015e-12
1756,1.3140541720008908e-05
1757,8.326775270290875e-11
1758,2.3181413614480585e-09
1759,2.331697858893319e-10
1760,1.7282730065333386e-12
1761,7.727029656138127e-05
1762,9.29014414374885e-07
1763,2.472619895815832e-08
1764,0.022135430863331963
1765,9.290144143749981e-07
1766,3.1863329063955043e-09
1767,1.1659846462111922e-09
1768,1.314054172000852e-05
1769,2.4726198958001337e-08
1770,1.1659846462111641e-09
1771,5.350316918963356e-10
1772,1.8336899205188864e-06
1773,0.022135430863333756
1774,1.3140541720009108e-05
1775,1.8336899205206887e-06
1776,2.1774943038438553e-07
1777,2.446494476246152e-10
1778,7.401240363252975e-14
1779,1.226117181085706e-12
1780,2.1392666776305117e-09
1781,1.7052598193874473e-14
1782,6.259549513514019e-17
1783,4.1429197276073706e-15
1784,1.7282730065331694e-12
1785,2.9353615083963094e-09
1786,9.896923930662995e-11
1787,5.836367500540241e-15
1788,2.177494303844156e-07
1789,3.4881817624706614e-11
1790,2.4140072970203958e-14
1791,9.592153825914068e-14
1792,7.188891831262832e-15
1793,2.157118024070354e-08
1794,2.154865563960979e-11
1795,4.915143388223022e-07
1796,4.182323057746213e-12
1797,8.683180378982037e-12
1798,1.6296226267942936e-11
1799,1.1567854067915127e-09
1800,2.445849969140793e-15
1801,2.766921363017895e-08
1802,1.2375554169434492e-10
1803,1.4144720049614568e-08
1804,2.4464944762451617e-10
1805,2.515724605793595e-07
1806,9.454643488527936e-11
1807,2.0153174180102917e-06
1808,4.872758368945968e-13
1809,8.68318037904835e-12
1810,6.707672896682288e-13
1811,9.140730043471791e-11
1812,5.894380509418611e-14
1813,2.5927417800877726e-11
1814,2.0416095206308782e-15
1815,6.968600436001864e-12
1816,7.729034645735774e-16
1817,3.9892128558700564e-11
1818,6.313452727001115e-11
1819,1.0298819886298649e-12
1820,7.401240363156912e-14
1821,1.432859415494117e-11
1822,3.669725709377341e-11
1823,2.499939959200494e-09
1824,7.56341361920135e-16
1825,2.7669213630349253e-08
1826,4.167153124710994e-11
1827,4.821616283844618e-06
1828,9.123236420012282e-11
1829,3.9892128559102606e-11
1830,1.274521504684017e-11
1831,9.510015703927914e-07
1832,7.637122870895973e-14
1833,6.549319620196426e-10
1834,2.05545779789283e-11
1835,1.1412360932953049e-10
1836,1.2261171810640183e-12
1837,6.303391389906657e-07
1838,8.326775270329586e-11
1839,0.022135430863333146
1840,3.488181762476709e-11
1841,2.5157246057962443e-07
1842,1.4328594154860452e-11
1843,6.303391389901078e-07
1844,2.7040948066708768e-11
1845,1.4328594154800824e-11
1846,6.393833401229617e-13
1847,7.459816791986223e-10
1848,9.626061776402602e-16
1849,6.303391389906154e-07
1850,7.459816791997387e-10
1851,2.706842028850325e-08
1852,2.1392666776296535e-09
1853,2.7040948066628796e-11
1854,9.626061776292041e-16
1855,2.139266677632532e-09
1856,3.741411640665374e-17
1857,2.1548655639516934e-11
1858,6.541681824703605e-13
1859,2.61846834346397e-10
1860,2.4458499692292838e-15
1861,6.707672896729741e-13
1862,2.671842575212442e-14
1863,2.8973329664700013e-10
1864,3.167006548929971e-15
1865,4.16715312469141e-11
1866,2.7201737793457196e-10
1867,1.2916942994543518e-12
1868,1.7052598193840296e-14
1869,1.4328594154948758e-11
1870,3.6697257093729224e-11
1871,2.4999399591968202e-09
1872,7.563413619206239e-16
1873,1.6296226267934806e-11
1874,2.6718425752383095e-14
1875,3.025638327457468e-12
1876,7.729034645740908e-16
1877,2.041609520613755e-15
1878,2.3398330514966506e-16
1879,4.5217230600408905e-15
1880,1.33633122770114e-19
1881,1.274521504684418e-11
1882,7.312827572202755e-12
1883,1.379854574858067e-13
1884,6.259549513637748e-17
1885,6.393833401232046e-13
1886,1.049320154998258e-12
1887,3.620571521021226e-11
1888,7.842798879885761e-17
1889,1.2375554169343114e-10
1890,2.720173779347626e-10
1891,2.7687919186139805e-09
1892,7.637122870936674e-14
1893,6.313452726989986e-11
1894,7.312827572200922e-12
1895,3.3602197919791695e-10
1896,1.717385434712496e-14
1897,2.0554577979018198e-11
1898,2.3985473090784336e-11
1899,4.1659512370475705e-12
1900,4.1429197276934196e-15
1901,7.459816792017191e-10
1902,2.3181413614469724e-09
1903,1.3140541720008284e-05
1904,2.4140072970046413e-14
1905,9.454643488513213e-11
1906,3.669725709375317e-11
1907,8.326775270308779e-11
1908,9.626061775972872e-16
1909,3.669725709376055e-11
1910,1.0493201549978231e-12
1911,2.318141361447678e-09
1912,1.1998984491026254e-14
1913,8.326775270241441e-11
1914,2.3181413614478976e-09
1915,2.331697858892692e-10
1916,1.7282730065381319e-12
1917,9.626061776620036e-16
1918,1.1998984491061735e-14
1919,1.7282730065359228e-12
1920,4.8344881808346884e-20
1921,4.915143388224649e-07
1922,2.6184683434767735e-10
1923,7.727029656138688e-05
1924,2.44649447625276e-10
1925,9.140730043422942e-11
1926,3.025638327447124e-12
1927,9.290144143749228e-07
1928,1.7052598193821187e-14
1929,4.821616283843054e-06
1930,2.768791918608567e-09
1931,2.4726198958058124e-08
1932,2.9353615083844137e-09
1933,6.303391389903105e-07
1934,8.326775270361996e-11
1935,0.022135430863332452
1936,3.4881817624819324e-11
1937,1.1567854067934529e-09
1938,2.89733296646776e-10
1939,9.290144143750445e-07
1940,7.401240363177055e-14
1941,6.968600435989163e-12
1942,4.52172306007131e-15
1943,3.186332906395886e-09
1944,6.259549513529602e-17
1945,9.510015703925341e-07
1946,3.3602197919780564e-10
1947,1.1659846462120997e-09
1948,9.896923930665752e-11
1949,7.459816791988815e-10
1950,2.318141361447631e-09
1951,1.3140541720008545e-05
1952,2.4140072970121576e-14
1953,1.4144720049611317e-08
1954,1.29169429948993e-12
1955,2.472619895805052e-08
1956,1.2261171810671289e-12
1957,1.0298819886140588e-12
1958,1.3798545748589523e-13
1959,1.1659846462123737e-09
1960,4.142919727637056e-15
1961,1.1412360932857653e-10
1962,4.165951237028531e-12
1963,5.350316918963693e-10
1964,5.836367500531808e-15
1965,2.7068420288442663e-08
1966,2.331697858887211e-10
1967,1.8336899205202254e-06
1968,9.59215382603776e-14
1969,2.0153174180143783e-06
1970,2.4999399591964182e-09
1971,0.022135430863333153
1972,2.139266677630825e-09
1973,2.4999399591927244e-09
1974,3.6205715210209256e-11
1975,1.3140541720008096e-05
1976,1.7282730065366688e-12
1977,0.02213543086333217
1978,1.314054172001007e-05
1979,1.8336899205190027e-06
1980,2.1774943038484018e-07
1981,2.1392666776329833e-09
1982,1.7282730065348726e-12
1983,2.1774943038444094e-07
1984,7.188891831259165e-15
1985,4.1823230577837886e-12
1986,2.445849969256144e-15
1987,2.446494476243653e-10
1988,4.87275836892741e-13
1989,5.894380509440681e-14
1990,7.729034645757874e-16
1991,7.40124036331218e-14
1992,7.563413619264852e-16
1993,9.12323641989238e-11
1994,7.637122870861021e-14
1995,1.2261171810862368e-12
1996,3.4881817624692164e-11
1997,2.7040948066713243e-11
1998,9.62606177671689e-16
1999,2.139266677637754e-09
2000,3.7414116407343853e-17
