state_index_1_based,graph_E_probability,graph_F_probability
1002,3.791456631692247e-09,4.26821537198014e-09
1003,2.0227921518000977e-09,5.38060239082757e-11
1004,6.3254615376675906e-12,1.8251656546029804e-08
1005,1.5347335366967632e-11,8.701746404272845e-11
1006,1.6065225932350708e-10,1.1517746719395851e-10
1007,6.325461537578072e-12,2.083363696519196e-10
1008,1.188819952527198e-11,9.86601555948467e-13
1009,1.3051412193150982e-11,6.77176884899277e-13
1010,7.288579436241166e-13,3.352763496302127e-13
1011,6.044466284844554e-13,7.584464966426484e-13
1012,7.658225726148569e-16,4.736826922458019e-14
1013,7.288579436225232e-13,1.7250526574025912e-13
1014,1.5901927095719879e-12,1.5390685542880782e-12
1015,4.049735960754929e-13,1.3364294755749106e-12
1016,1.053997983451499e-15,2.124077668589674e-14
1017,6.04446628486557e-13,1.1678143612675006e-13
1018,4.0497359607743133e-13,2.077363344456409e-12
1019,1.3470116040434586e-11,1.6551402704029788e-12
1020,1.0336491087547692e-14,2.8675450680673904e-13
1021,7.658225726267884e-16,3.25793037946371e-16
1022,1.0539979834032484e-15,5.054160680880044e-16
1023,1.0336491087694214e-14,3.469673287906098e-16
1024,7.334680992908002e-17,5.369917924425325e-18
1025,2.6037738444107225e-12,2.455616979105645e-12
1026,4.4992384372634586e-10,1.8573823256460286e-10
1027,4.2142345384309113e-11,2.3371381190051273e-10
1028,2.3405487779435362e-11,8.774257456362828e-10
1029,4.4992384372689335e-10,1.774418548239053e-12
1030,3.5048852141029455e-08,3.8591638766023675e-11
1031,1.3592854238823958e-09,2.991554546753361e-10
1032,2.5029538899855244e-09,9.31864205216463e-10
1033,4.214234538445161e-11,1.72340977967055e-10
1034,1.3592854238829628e-09,7.532883686907818e-10
1035,8.315357312178426e-09,4.4079558709348096e-10
1036,2.6116255048401988e-09,1.4132677653445537e-10
1037,2.340548777921905e-11,2.0988899493241392e-10
1038,2.502953889986661e-09,1.5563806036616158e-09
1039,2.611625504834623e-09,1.3490638667672046e-09
1040,2.154516789332303e-09,5.456121370624454e-11
1041,3.4133452684306105e-11,9.926396650722394e-11
1042,1.5874647701035632e-10,2.8744841290585393e-10
1043,3.0589374883198145e-10,2.622806132005837e-09
1044,2.9751348089992558e-09,1.5921749853700393e-10
1045,1.5874647700990386e-10,2.9162427253417676e-10
1046,1.6913896005809707e-10,5.58851853033898e-13
1047,3.8084453344403875e-09,3.6318533231035696e-09
1048,5.962053350073225e-10,2.3784072034421064e-09
1049,3.058937488312937e-10,1.8577691868745165e-09
1050,3.8084453344434464e-09,2.499959458119604e-09
1051,5.789409033483867e-08,5.474162618188554e-09
1052,6.31441913251899e-09,2.122423768970866e-09
1053,2.9751348090019606e-09,3.885895834110838e-09
1054,5.962053350059214e-10,1.992015795480179e-09
1055,6.3144191325171034e-09,2.022995782091816e-10
1056,1.0084863720822965e-08,3.966311085495292e-10
1057,1.3827085210147586e-10,1.198403217007546e-10
1058,1.0535839236178915e-08,1.8639453846066934e-09
1059,5.3484556479590116e-11,7.206700282994428e-10
1060,2.342482326409834e-09,1.4766128476617297e-08
1061,1.0535839236169451e-08,9.055091956696199e-10
1062,8.725820008413661e-08,5.02456661111017e-09
1063,4.542118037479767e-10,1.3006498940116824e-09
1064,8.080281269795548e-09,5.306294730936724e-08
1065,5.3484556479942495e-11,2.706468341734412e-10
1066,4.542118037441018e-10,1.4350363134214049e-09
1067,1.9751421502220086e-10,3.8859203133765376e-13
1068,7.409350574759275e-10,5.591582159068116e-09
1069,2.3424823264192396e-09,1.5214233089809891e-09
1070,8.080281269756926e-09,3.700625064419734e-09
1071,7.409350574816782e-10,3.1694077559651967e-09
1072,3.502944294408335e-08,2.297021637303809e-09
1073,5.8493417625978976e-09,1.7855706988897647e-09
1074,3.5655714626171788e-09,1.6221530472508991e-09
1075,2.4062534440825843e-09,3.770911768720992e-09
1076,4.2911198955060186e-11,4.839526062285273e-11
1077,3.565571462623548e-09,3.1249120434716072e-09
1078,1.9429309172132928e-08,4.44901152648034e-09
1079,2.0474649460981376e-09,2.100975632974549e-09
1080,1.939685608086176e-10,4.217542608744035e-10
1081,2.4062534440914364e-09,7.120841262080606e-09
1082,2.047464946090775e-09,1.9241878849130775e-09
1083,3.7225269871254473e-09,3.880096310114479e-09
1084,2.9790696956621403e-10,2.6382465000235347e-09
1085,4.2911198955253146e-11,1.2521986108029062e-10
1086,1.939685608090376e-10,1.944599708602957e-10
1087,2.9790696956613147e-10,7.530863613803163e-11
1088,2.5682514043337395e-13,2.2151233349550578e-13
1089,3.537402709745141e-12,8.430657798297257e-12
1090,1.587464770101103e-10,2.8744841290569904e-10
1091,2.7928433150440977e-11,1.7089028833612696e-10
1092,1.3838154868483846e-08,2.541456758565934e-10
1093,4.5955999137877e-12,2.007743856017173e-11
1094,1.691389600584157e-10,5.427736315602918e-11
1095,3.395478478925433e-09,1.8913898387699044e-09
1096,3.2963014612959647e-09,5.501021199118721e-10
1097,5.070130506036679e-11,2.002057524187249e-09
1098,3.808445334445389e-09,2.687852868805181e-09
1099,2.4344337721359978e-09,2.637378826870704e-09
1100,4.3882688581759175e-09,2.0948922272487243e-09
1101,3.0844618038464813e-09,7.268360553308764e-10
1102,5.962053350151863e-10,2.842819412138939e-09
1103,4.108799603549072e-09,7.70865191777732e-09
1104,2.5486113782539423e-10,9.842627412319615e-11
1105,1.2192830512374923e-11,1.486775296176728e-12
1106,3.5552055477847124e-11,1.1524747831868777e-10
1107,5.438235477664532e-10,1.3199249705017638e-09
1108,2.221753013825427e-10,3.8596479561775384e-09
1109,1.4418521598639444e-12,5.901911996539594e-13
1110,1.4993212601130796e-11,2.224737370759629e-14
1111,8.651071599239256e-11,5.24163769422797e-10
1112,8.994014048399209e-10,5.727217371756949e-11
1113,1.5843371870056802e-09,3.5259341069964775e-11
1114,2.1013538487047997e-09,9.636408784001665e-10
1115,2.9683024813609136e-09,1.0654699447153702e-09
1116,3.169085933650001e-09,2.3177104897284463e-09
1117,7.485370640173192e-09,5.715322190233338e-10
1118,6.1972349495833115e-09,1.402742757290976e-09
1119,9.370001983239922e-09,1.018254882713795e-08
1120,2.9069602215458856e-10,6.550524096842735e-10
1121,2.224482680306284e-10,7.221300354978914e-10
1122,7.754448427002927e-09,3.295696783117031e-10
1123,8.885988621960591e-10,3.8915499751748166e-10
1124,5.231063414215948e-09,7.451993077029857e-10
1125,1.322142082143425e-09,1.4598779106195657e-11
1126,8.799300005557803e-09,7.555599385391896e-10
1127,1.0820139066286076e-09,1.621080853973327e-09
1128,4.577233834751296e-09,3.968398324709113e-08
1129,6.820448320780699e-10,3.295752505211308e-09
1130,4.4693683131389824e-10,2.76762057482007e-10
1131,2.7329172653476515e-10,2.786301900767199e-13
1132,5.624765137532499e-10,3.64061433517775e-09
1133,3.009680983831442e-09,8.565207269991698e-09
1134,1.0678582264695609e-08,4.559192470586948e-08
1135,2.6145470990988328e-09,4.163298370255959e-09
1136,1.1291961204849903e-07,3.609902369495339e-09
1137,5.93787644027965e-10,8.811959150548129e-10
1138,2.8636014791724417e-09,1.3622104822660328e-09
1139,1.4541815068697177e-09,1.0026899869994944e-08
1140,2.526919265171276e-10,8.518851075562767e-11
1141,7.338846416076516e-10,3.428893916455392e-09
1142,1.1874517444723705e-09,2.1695020743556543e-09
1143,3.416062238394504e-09,2.4964239766257312e-09
1144,1.748445826096042e-10,1.6428157673875524e-11
1145,4.2655652213919034e-09,1.2379930496146534e-08
1146,6.976857144231106e-11,4.018636855247022e-09
1147,4.5798452049270754e-09,3.337480866049316e-09
1148,2.0882497903979907e-09,2.7758685334974992e-09
1149,5.959165835507088e-10,4.180584615268005e-10
1150,2.8243779877161643e-09,1.22928620827697e-09
1151,9.467204164151769e-10,1.8206561184718008e-08
1152,3.3437513298209634e-12,6.193287647684858e-14
1153,1.549275296989844e-10,1.215482207339366e-10
1154,1.0535839236174156e-08,1.8639453846079515e-09
1155,6.4202640166674035e-09,6.018370150390444e-09
1156,1.1149336529675171e-10,1.9849977758516524e-08
1157,8.34115505257152e-09,3.956779487788605e-10
1158,8.725820008415513e-08,1.191942925656165e-08
1159,3.422792077602487e-07,1.3463907364183378e-07
1160,1.9599589175158485e-09,5.836429745499223e-09
1161,2.3198073655447485e-10,1.1664439634868708e-10
1162,4.542118037448449e-10,1.066357643462694e-08
1163,8.657640843213039e-09,2.4466852989222256e-10
1164,5.993713210751725e-09,6.302766314104987e-09
1165,1.2227461303653891e-09,1.0815054224937957e-08
1166,8.080281269754997e-09,6.128725441907582e-09
1167,5.977398648300851e-09,2.766682266911736e-09
1168,6.966526422015801e-09,3.0891116909772065e-10
1169,9.294717159410891e-10,8.979325184134677e-09
1170,7.754448426999703e-09,3.2956967831062996e-10
1171,1.9647617699307743e-08,5.7633597801235255e-09
1172,1.783985009189711e-08,9.080976424424974e-09
1173,9.255705803397383e-10,1.1436924283073607e-08
1174,8.799300005576218e-09,1.1098122754966617e-10
1175,2.1210083798341413e-09,5.4292707418864924e-08
1176,6.036252955248974e-08,2.3391836906942116e-09
1177,1.1722728598320046e-09,9.187874452464583e-09
1178,4.469368313114537e-10,6.314230535342825e-09
1179,6.264340142789443e-08,4.959162903082337e-09
1180,1.1302531166691422e-10,1.1378326669789156e-08
1181,9.076946057391739e-10,1.2041628375670979e-08
1182,1.0678582264691868e-08,2.3499578696646178e-08
1183,3.025572909770194e-06,1.7487318236028372e-06
1184,1.0138043708739832e-07,3.5981338874422802e-09
1185,3.283284415559365e-10,2.5925848856481696e-10
1186,2.6216167800051932e-08,1.6134198832921572e-09
1187,1.281265531138505e-09,2.8521433895634616e-10
1188,7.608381003305982e-10,4.257998904973044e-10
1189,8.710895885311433e-10,3.908666835366986e-10
1190,1.0408267002496868e-07,1.9859381414869236e-09
1191,1.2385810897395945e-08,2.7520497784880757e-08
1192,3.787659253252797e-10,1.2099088880269686e-08
1193,2.2155105566608945e-14,2.542609558559434e-13
1194,2.4873210652543213e-11,9.310840780890438e-12
1195,5.676473045072862e-13,2.5528327762987617e-15
1196,5.826618637863712e-11,1.2932170433328884e-09
1197,4.118667951944057e-09,3.2480058700667756e-09
1198,4.5398578451770935e-09,1.374479294112828e-09
1199,2.1506480037351547e-09,8.794121420407275e-09
1200,3.190008646815009e-07,1.3454542428619473e-10
1201,4.11841431143702e-09,4.020512078012691e-09
1202,5.859186040319142e-10,5.570251505568331e-09
1203,5.284167608271995e-08,3.01071242183112e-08
1204,3.409157045649372e-10,1.6660878624476585e-11
1205,5.1847663673803325e-09,1.1596179979387696e-08
1206,1.1586821755388281e-08,5.854492626047503e-09
1207,6.589398056213757e-07,1.8240555537802472e-07
1208,2.2588433449390706e-09,3.751508233181836e-08
1209,5.538953828865867e-10,3.492886927663524e-09
1210,6.048108948966133e-11,7.037622385066348e-09
1211,2.527258976113303e-07,8.469234778278318e-09
1212,5.958143738263103e-09,2.0801693682106732e-09
1213,3.568185525448664e-09,9.667788243994384e-10
1214,3.0339403544860925e-09,1.677153356351843e-08
1215,1.0286317298239332e-08,3.118096917302585e-08
1216,1.0979645008862963e-10,4.452105042678931e-13
1217,2.779539865957533e-10,2.662010965607194e-10
1218,3.565571462608103e-09,1.6221530472504456e-09
1219,2.8118843913490442e-09,1.2059764699846991e-08
1220,1.0832914715396222e-09,4.735533276776819e-10
1221,9.248633081277612e-09,3.0812775425405497e-09
1222,1.942930917208738e-08,2.7295993798310735e-09
1223,2.782400211795796e-08,4.1386836295179705e-08
1224,1.455102354197323e-09,6.362938062909001e-09
1225,1.549107455964821e-10,4.117615330657154e-09
1226,2.0474649460924896e-09,6.201670948089576e-09
1227,5.899354264812378e-10,1.1220940445580678e-08
1228,3.809464049005739e-09,5.944068738796474e-09
1229,4.370313908940128e-11,2.884527820944019e-10
1230,1.9396856080967747e-10,1.5770225873117285e-11
1231,1.182704150701561e-09,1.8830943657360504e-09
1232,3.827998375843196e-09,1.5892794229434623e-13
1233,2.7859407034163273e-10,1.602358149337602e-10
1234,2.8636014791533326e-09,1.3622104822594377e-09
1235,1.934818860258873e-08,1.3325099627791578e-08
1236,5.884209287981312e-09,7.363417368180349e-10
1237,6.508877645223629e-10,9.346217262962968e-09
1238,1.1874517444583167e-09,1.5965810760815426e-09
1239,5.46479275167492e-10,9.714589211950903e-09
1240,1.875173948889252e-09,2.8401728050364484e-08
1241,1.3526494000266491e-08,1.9224179875318916e-08
1242,6.976857143868786e-11,1.5975216987400916e-08
1243,2.0861012972184963e-07,1.792546092143135e-08
1244,2.3146250589671463e-06,1.830159862781852e-07
1245,1.075601698956597e-09,3.5996269997183476e-10
1246,2.824377987718075e-09,5.206710697068679e-10
1247,8.091266664258097e-09,1.3605273282889963e-07
1248,4.952309817550007e-09,2.4054774373245648e-11
1249,7.940360407495662e-12,1.3032402271453244e-08
1250,5.85918604046448e-10,5.570251505564815e-09
1251,8.024675479553592e-09,1.770708913575113e-09
1252,9.143552310413389e-08,2.5659942869991492e-09
1253,3.087512218345242e-09,1.4095983430653504e-08
1254,1.1586821755375169e-08,3.2190425178542854e-09
1255,3.0828564982413817e-09,1.29929460180564e-09
1256,1.3958613539781813e-07,3.789064099841011e-06
1257,4.112234903823376e-09,2.39325465690359e-09
1258,6.048108949106683e-11,2.046106396599695e-09
1259,4.462492235726362e-09,6.37421565410906e-10
1260,3.696876081716277e-07,7.223096243229981e-08
1261,7.818163347668952e-10,1.485493827333675e-09
1262,3.0339403544895088e-09,3.0138037470775875e-09
1263,1.465990747712589e-09,5.687131670073998e-10
1264,1.438226410579027e-08,4.6789092151097696e-11
1265,1.3120750289370278e-11,6.242354556612042e-11
1266,1.228862922995961e-08,2.4631720474582007e-09
1267,1.028679992468281e-10,4.73396964094715e-10
1268,1.1054893783477741e-14,1.4094653271576527e-12
1269,7.936658545045281e-10,3.194393124010669e-10
1270,3.0166159503778227e-08,5.887005364191413e-09
1271,3.109609558573992e-09,2.101249867255952e-09
1272,8.17356453713229e-11,4.312107591043362e-11
1273,3.947766739399574e-09,9.33640548787292e-09
1274,6.61137511453034e-10,1.2431873867684444e-08
1275,5.389541431665441e-10,3.4125156630065975e-10
1276,3.6307603262396763e-12,2.05194683068324e-10
1277,5.383904520804716e-13,3.3527634963502824e-13
1278,4.180007416069584e-13,4.2109626669686397e-13
1279,4.4877628977916613e-13,1.3360504594371156e-12
1280,4.615518053743719e-14,3.247098101207425e-16
1281,3.5374027097551984e-12,8.83259785275531e-12
1282,4.5955999137902255e-12,3.8591638766090256e-11
1283,5.070130506032503e-11,9.040370868234995e-11
1284,3.084461803840036e-09,1.6329120656990146e-10
1285,1.587464770115013e-10,5.630077104532549e-10
1286,1.691389600588063e-10,6.749327205674695e-10
1287,3.808445334444318e-09,4.801329039051807e-10
1288,5.962053350134651e-10,5.629529441413305e-09
1289,2.792843315019417e-11,2.2242274603280838e-10
1290,3.3954784789187953e-09,5.966760837615826e-10
1291,2.4344337721333425e-09,6.475428297506587e-10
1292,4.108799603541324e-09,1.0708786774592633e-08
1293,1.3838154868464935e-08,2.7007924021025154e-09
1294,3.2963014612982395e-09,1.0856032237767226e-09
1295,4.388268858168119e-09,8.395618447728853e-09
1296,2.548611378258529e-10,1.349589555273144e-09
1297,1.2192830512391102e-11,3.8729577233233803e-11
1298,1.441852159852786e-12,5.427736315614095e-11
1299,1.5843371870042312e-09,6.923054157477052e-10
1300,7.485370640180543e-09,3.2278673875658007e-09
1301,3.555205547771391e-11,7.629151376155141e-11
1302,1.4993212601124075e-11,2.6034045285682974e-13
1303,2.101353848710599e-09,1.5422394253210766e-09
1304,6.197234949591145e-09,1.7728544003422806e-09
1305,5.438235477662779e-10,1.6245589487502307e-09
1306,8.651071599260889e-11,5.311469492687294e-09
1307,2.9683024813582236e-09,3.2058629031809123e-09
1308,9.370001983223983e-09,1.5382146461318328e-09
1309,2.221753013826134e-10,2.4604215836989975e-09
1310,8.994014048410736e-10,4.181523016615325e-10
1311,3.1690859336508056e-09,1.0060120261294946e-09
1312,2.90696022156849e-10,2.9445960879275167e-10
1313,2.2244826803099045e-10,1.9079059784895536e-10
1314,1.3221420821454115e-09,1.1919429256553844e-08
1315,6.820448320773011e-10,8.901777629119913e-10
1316,3.0096809838341183e-09,4.851105392129818e-09
1317,7.754448426992373e-09,6.323395652980041e-09
1318,8.799300005582448e-09,2.2608309601944016e-08
1319,4.4693683131024287e-10,1.902215762780904e-09
1320,1.0678582264677638e-08,5.801291315210007e-08
1321,8.885988622003687e-10,3.861144771109447e-10
1322,1.0820139066274855e-09,4.032383683667254e-09
1323,2.7329172653601533e-10,1.5517674208972443e-13
1324,2.614547099089662e-09,9.166543611956919e-10
1325,5.231063414235083e-09,1.931262229725699e-08
1326,4.577233834753893e-09,6.15141735320877e-09
1327,5.624765137496075e-10,2.161491807620762e-09
1328,1.1291961204839677e-07,6.908288419501843e-10
1329,5.937876440249494e-10,4.373865653016924e-10
1330,7.338846416029746e-10,2.729599379826133e-09
1331,4.265565221396106e-09,4.45369006931281e-11
1332,5.959165835507379e-10,3.5102542693523936e-10
1333,2.8636014791623732e-09,4.27381399253728e-11
1334,1.18745174446721e-09,5.229987271906514e-10
1335,6.976857143971567e-11,1.482917867707506e-08
1336,2.8243779877173207e-09,4.666777593546115e-09
1337,1.4541815068694882e-09,3.763470871900055e-09
1338,3.4160622383842763e-09,2.2858194386435333e-09
1339,4.579845204963476e-09,2.169693196097591e-09
1340,9.467204164101673e-10,4.3101230220212434e-11
1341,2.526919265157203e-10,1.5557233984993263e-10
1342,1.7484458260977938e-10,3.0583347044859233e-09
1343,2.088249790401021e-09,1.985920236901619e-09
1344,3.34375132978486e-12,1.923383544286993e-13
1345,4.908239697634143e-13,7.188643118170665e-14
1346,1.441852159860347e-12,5.588518530194475e-13
1347,2.5628505728281707e-10,7.079527061598102e-11
1348,6.253425480323056e-11,4.237445869628007e-11
1349,1.4418521598507166e-12,9.980882732399267e-13
1350,1.4993212601122e-11,2.603404528605204e-13
1351,8.651071599283087e-11,7.815991243604501e-11
1352,8.994014048413459e-10,2.5829389564029892e-11
1353,2.562850572828803e-10,2.60531068586267e-11
1354,8.651071599233542e-11,1.5980560692393826e-09
1355,1.966849825545119e-09,2.2218138303045614e-11
1356,7.499974667693036e-10,1.354739922968338e-09
1357,6.253425480339756e-11,5.865664155924101e-10
1358,8.994014048419627e-10,5.45541752725421e-10
1359,7.499974667707663e-10,5.89941105805574e-09
1360,1.2156379257088042e-09,3.699237902362734e-11
1361,5.3927134166933146e-15,5.359785642153718e-16
1362,3.9259852902659003e-17,2.224737370763484e-14
1363,2.4515787939349103e-11,4.022938120910885e-12
1364,1.1730985386297113e-11,5.2965708795671684e-11
1365,3.925985290668081e-17,7.426577785636834e-16
1366,3.9211574880097607e-16,3.939238635262214e-17
1367,2.4168046977954664e-13,7.86428701707436e-14
1368,1.1213780628538993e-12,5.688298785428744e-13
1369,2.4515787939375834e-11,2.1051097399774552e-11
1370,2.4168046977951195e-13,7.044037205742812e-12
1371,5.463510751856596e-10,7.860281878407732e-11
1372,1.273589230189637e-10,4.845134868958039e-11
1373,1.173098538627775e-11,2.6844100070373776e-11
1374,1.1213780628514935e-12,3.0041959808692786e-10
1375,1.2735892301928152e-10,3.6175257382957046e-10
1376,4.3759484084923815e-10,1.4220140591331187e-12
1377,2.185765670189105e-10,3.1059762141989e-11
1378,2.3074823112084956e-10,1.1098122755016149e-10
1379,1.4376264398796176e-11,1.7411108978349347e-11
1380,1.971824446070659e-09,1.0188387717828885e-08
1381,2.3074823112057287e-10,1.2803043332182403e-10
1382,2.0140619013114963e-09,2.7688380958478273e-10
1383,4.1073102675157964e-09,1.550335253678681e-11
1384,1.816074235108723e-10,4.005510994415014e-09
1385,1.4376264398611697e-11,5.205493566673464e-10
1386,4.1073102675219755e-09,7.1848977049354426e-09
1387,3.891637900135558e-11,1.6673968961678985e-13
1388,1.6110130913856215e-09,1.1861973222840783e-09
1389,1.9718244460722756e-09,3.4465877419352987e-09
1390,1.816074235119472e-10,1.4213683347101412e-09
1391,1.611013091389593e-09,2.0232987288793128e-10
1392,2.5160091785082196e-08,4.11821285512907e-10
1393,7.866003666564009e-10,7.354575856220304e-12
1394,2.93710072993277e-10,1.5965810760832549e-09
1395,4.6244672278803434e-10,3.830766997700549e-09
1396,6.048299179768586e-12,2.7962118088514478e-12
1397,2.937100729929904e-10,3.6169800962759463e-10
1398,2.0862253434639165e-09,1.4178209214733536e-09
1399,4.967572906134052e-10,5.654644556156449e-10
1400,2.1978211080799803e-11,2.2857905931666482e-11
1401,4.6244672278826967e-10,4.21790124302352e-09
1402,4.967572906151223e-10,1.0029943909394216e-08
1403,3.240079830805162e-08,5.108445403614479e-09
1404,1.4797649360885084e-10,1.965576565087548e-10
1405,6.048299179768267e-12,1.769980823315163e-12
1406,2.197821108078613e-11,1.4753501830715315e-10
1407,1.4797649360873677e-10,3.2900178534355633e-10
1408,1.3603280507251597e-12,7.464883804178258e-14
1409,6.867115677410942e-10,5.065290785978308e-10
1410,1.322142082143145e-09,5.024566611110596e-09
1411,3.2739006901941244e-09,3.2222034995664244e-09
1412,4.233836246269143e-09,2.0722351272934165e-09
1413,9.255705803403551e-10,1.0905754960915522e-08
1414,8.799300005583067e-09,2.2608309601962356e-08
1415,2.1210083798291075e-09,1.3272926130817946e-07
1416,6.036252955254333e-08,2.0922458827993004e-08
1417,5.242807884144667e-10,1.501550110836914e-09
1418,1.0820139066248226e-09,1.2356203639502826e-09
1419,5.1700501752973135e-09,1.2039323334647482e-09
1420,1.0813060024196011e-09,8.079555154228307e-10
1421,5.083653303995881e-10,3.772401305160423e-10
1422,4.577233834736655e-09,7.567592315196384e-11
1423,1.701390491947212e-08,1.3043494832067357e-08
1424,1.310177024644307e-07,6.566024054094742e-09
1425,1.6342982377818868e-10,3.504239916980907e-10
1426,2.307482311217122e-10,7.555599385350598e-10
1427,2.3898832842231892e-08,1.4870149211775427e-09
1428,3.6428753876056125e-09,1.4123729297839002e-08
1429,1.9269428516438198e-08,1.1078231388843926e-09
1430,2.0140619013100305e-09,2.768838095845048e-10
1431,6.453837751391809e-08,1.775925683264984e-07
1432,1.274160890345815e-08,7.908970564922928e-09
1433,1.6554694657308394e-09,2.251222156902289e-09
1434,4.107310267527009e-09,1.1482339913504086e-09
1435,9.021430093399633e-09,1.0895424499834648e-09
1436,1.6608226812020477e-09,1.3553042472743896e-09
1437,1.8738145582306634e-09,4.550130891974777e-09
1438,1.816074235113188e-10,5.97964246996128e-10
1439,6.057701977819608e-08,1.1417350937397527e-07
1440,1.5547812994191634e-07,2.7256597210696743e-09
1441,3.990563671756731e-09,1.99319203492149e-10
1442,6.3956813395654756e-09,1.9859381414950213e-09
1443,5.4247493313541695e-09,3.290748350656318e-09
1444,5.966421115124372e-09,5.557776181371096e-10
1445,4.507979729558998e-09,1.637127184694022e-08
1446,9.910202324483978e-09,4.562485381246796e-09
1447,6.788674223768218e-09,1.9987439992803817e-08
1448,3.8432989656178774e-09,4.7397117436546036e-08
1449,1.443227567766091e-13,3.5402942653325275e-13
1450,4.928263457529597e-12,1.7910013828532032e-11
1451,4.757078842681382e-12,1.9353750170933515e-14
1452,6.794502027179679e-09,1.6512344910157213e-10
1453,2.4397267168819487e-10,2.9244872828613963e-11
1454,3.520541565943585e-09,1.3644394127825665e-07
1455,2.695553566924598e-09,1.0672813766149625e-09
1456,2.507354088989511e-06,3.7712804196792186e-09
1457,3.961684576109359e-09,1.7297542333286078e-09
1458,5.087777115675121e-11,3.2190425178866612e-09
1459,1.8095484108432552e-08,1.814421623730256e-08
1460,3.5086351462194116e-09,2.1410731738551466e-09
1461,9.125721057216667e-09,1.809609160101059e-08
1462,1.6771075324719116e-08,1.1276506146033566e-08
1463,2.5378237255340285e-07,1.0090302209115008e-06
1464,1.218351000912135e-08,4.1134080393278716e-08
1465,3.35979513707728e-10,3.6468554292076876e-09
1466,7.520075148498709e-11,7.39337255016099e-08
1467,1.2039933928320653e-07,1.355789295932575e-10
1468,4.256908882074244e-11,1.4203921852978668e-10
1469,3.707496592865036e-09,3.925560892096852e-09
1470,2.162000460421469e-10,2.2543554594667458e-08
1471,4.238128380395242e-09,1.5478120816677708e-08
1472,6.377464114255248e-10,1.3354269904966653e-12
1473,2.0818332550823448e-09,5.292550082445796e-09
1474,7.338846416065093e-10,4.449011526495019e-09
1475,1.030763345696749e-09,3.048918144135054e-09
1476,7.386464105279386e-12,2.197491866888284e-12
1477,6.508877645237202e-10,3.9934067041874827e-10
1478,1.1874517444651747e-09,5.229987271962855e-10
1479,5.464792751675314e-10,3.163773737096557e-08
1480,1.8751739488641175e-09,4.834897232633518e-09
1481,3.6224767294406884e-09,7.161653752709673e-09
1482,3.416062238396911e-09,4.646288542272556e-09
1483,2.926914999634845e-09,2.8692594743811274e-09
1484,1.9095804605030656e-08,7.0391979652052915e-09
1485,1.908485834952302e-11,5.278644672379751e-11
1486,1.7484458260898284e-10,7.359297712655415e-10
1487,4.607411011973849e-10,4.777877357725499e-09
1488,1.0665289049892618e-09,2.850267944656567e-12
1489,4.386348434278943e-10,3.7150924368341767e-09
1490,2.9371007299329037e-10,2.1695020743538882e-09
1491,1.9372476176671417e-09,1.659091455245485e-08
1492,7.169696202287338e-10,2.2503099793389985e-09
1493,4.959293586259446e-10,3.3108733186536867e-09
1494,2.0862253434643925e-09,1.4178209214747095e-09
1495,1.6799984917902275e-08,6.871022724763169e-09
1496,6.377889750277647e-11,1.9243962552834145e-09
1497,4.2617210448972666e-10,2.2785156218394735e-09
1498,4.967572906128015e-10,4.19702117340502e-08
1499,1.9875307988989634e-07,1.4744185882770641e-08
1500,4.0366564875315655e-08,3.1753144813856757e-07
1501,2.339912301067305e-10,1.0748135892387777e-09
1502,2.1978211080767733e-11,4.289475823436694e-09
1503,1.4899154397644023e-09,6.349618645108189e-10
1504,4.150473198322998e-10,2.5719315292622546e-11
1505,3.312657767085252e-09,3.1192386424391726e-09
1506,5.087777115756181e-11,5.854492626043533e-09
1507,2.612085634295485e-09,1.6035022031091035e-09
1508,6.89325442280619e-07,5.4595990427658026e-08
1509,1.7236607425207702e-08,3.373894294943808e-08
1510,1.6771075324711595e-08,1.1276506146082345e-08
1511,2.042180411757912e-09,1.1103685517895643e-08
1512,2.2628001615449097e-06,2.2679825918686304e-06
1513,1.8091733355622493e-09,1.7736491794025502e-09
1514,7.520075148306255e-11,5.760457557427162e-07
1515,2.115826281138219e-09,1.8771031354034427e-10
1516,4.277894221771039e-07,2.7219569432664424e-07
1517,5.4463433263688005e-09,6.812267333086281e-09
1518,2.162000460405043e-10,5.575739589181103e-09
1519,4.390206810239379e-09,2.3934638597288717e-10
1520,1.6836867149652644e-08,3.705827436617823e-10
1521,4.2344134889037716e-11,8.800843291194705e-10
1522,1.6651821468479781e-09,5.887005364193543e-09
1523,1.1559539053744655e-08,2.3562638628430724e-09
1524,8.327460309921685e-12,2.8609340533891164e-12
1525,1.522986597298323e-12,3.8183364186408475e-10
1526,3.060723568053173e-09,1.664293344391491e-08
1527,1.7349604306320762e-09,2.355300364794874e-08
1528,3.874771889768933e-11,1.859871834719171e-11
1529,1.1636668774097287e-09,5.1693315932241794e-09
1530,2.988466656954578e-09,1.9362743709489554e-08
1531,5.605747037992693e-10,4.706032161118542e-09
1532,2.722438013242933e-10,4.884648009367328e-10
1533,9.004328096862672e-13,1.5390685542964886e-12
1534,3.439690328966333e-13,1.038729886794067e-12
1535,9.646657553769984e-12,2.981775651608914e-12
1536,3.805083348540094e-13,3.983091911930951e-15
1537,1.5492752969932508e-10,1.3959500907273657e-11
1538,8.341155052570066e-09,7.532883686884045e-10
1539,2.319807365546657e-10,1.0250889689964339e-08
1540,1.2227461303632107e-09,1.6494487396033354e-09
