target_id,series_id,target_activity,measured_activity,duration,seed,jump_time,generated_data_provenance
T003,k_2,2.0,1.9766666666666666,300.0,101,0.39,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,0.65,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,0.98,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,1.385,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,1.69,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,1.97,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,2.245,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,2.555,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,2.7800000000000002,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,3.58,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,4.525,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,4.805,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,5.025,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,5.47,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,5.73,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,6.03,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,6.17,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,7.205,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,7.7250000000000005,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,8.905,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,9.65,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,10.17,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,10.485,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,11.385,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,11.825000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,12.3,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,13.185,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,13.565,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,14.18,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,14.545,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,14.75,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,15.47,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,16.275,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,16.92,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,17.435,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,17.835,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,18.02,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,18.23,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,18.765,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,19.080000000000002,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,19.655,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,20.03,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,20.38,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,20.54,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,21.13,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,21.625,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,22.425,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,23.63,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,25.51,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,26.47,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,27.335,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,27.995,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,28.28,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,28.365000000000002,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,28.735,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,29.945,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,30.505,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,30.905,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,31.515,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,31.98,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,32.17,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,32.305,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,32.745,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,33.615,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,34.230000000000004,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,34.87,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,35.14,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,35.315,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,35.49,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,36.24,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,37.27,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,37.5,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,37.805,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,38.165,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,38.965,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,39.2,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,39.455,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,39.695,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,40.27,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,40.59,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,40.99,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,41.33,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,41.97,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,42.4,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,42.52,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,43.135,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,44.335,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,44.655,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,45.525,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,45.745,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,46.325,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,46.825,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,47.435,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,48.01,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,48.29,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,49.15,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,49.805,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,49.915,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,50.565,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,51.195,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,52.0,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,52.735,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,52.875,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,53.71,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,54.32,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,55.35,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,55.71,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,56.57,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,56.715,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,56.870000000000005,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,57.285000000000004,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,57.635,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,58.54,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,58.89,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,59.9,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,59.955,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,60.29,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,60.515,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,61.425000000000004,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,61.88,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,62.195,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,62.46,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,63.265,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,63.85,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,64.58500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,65.14,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,65.595,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,65.99,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,66.2,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,66.725,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,66.86,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,67.13,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,67.175,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,67.735,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,68.58500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,69.165,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,69.96000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,70.125,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,70.8,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,71.44500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,71.72500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,72.41,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,73.19,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,73.665,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,74.025,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,74.21000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,74.555,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,75.005,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,75.255,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,75.415,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,75.72500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,76.02,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,76.33,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,76.815,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,77.33500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,77.83,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,78.065,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,78.54,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,78.97,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,79.5,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,79.94,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,80.22500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,80.625,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,81.31,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,81.48,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,81.69,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,82.32000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,82.455,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,82.58,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,82.82000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,83.45,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,83.715,independent_numerics
