target_id,series_id,target_activity,measured_activity,duration,seed,jump_time,generated_data_provenance
T003,k_2,2.0,1.9766666666666666,300.0,101,84.0,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,84.375,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,84.57000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,85.535,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,86.135,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,86.46000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,86.72500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,87.295,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,87.67,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,87.83500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,88.345,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,89.055,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,89.425,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,89.735,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,89.925,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,90.59,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,91.34,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,91.785,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,92.215,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,92.665,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,93.105,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,93.59,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,93.78,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,94.01,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,94.72500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,95.05,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,95.625,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,96.805,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,97.36,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,97.97,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,98.52,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,99.025,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,99.37,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,99.65,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,100.19500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,100.675,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,100.825,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,101.155,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,101.435,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,101.895,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,102.08500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,102.33,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,102.61,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,103.36,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,103.745,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,104.555,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,105.245,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,105.44,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,105.65,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,106.13,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,107.11500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,107.79,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,109.2,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,109.34,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,109.47,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,109.96000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,110.24000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,111.025,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,111.41,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,111.98,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,112.58500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,113.28,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,113.68,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,113.91,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,114.525,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,114.87,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,115.61500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,115.965,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,116.36500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,117.015,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,118.075,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,119.22500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,120.055,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,120.22500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,120.775,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,121.135,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,122.215,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,122.455,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,122.62,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,122.77,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,123.105,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,123.67,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,124.10000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,124.63000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,125.375,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,126.19,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,127.07000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,127.48,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,127.645,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,128.45,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,129.095,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,129.675,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,129.96,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,130.855,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,132.005,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,132.59,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,133.52,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,133.945,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,134.395,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,135.51500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,136.115,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,136.51500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,137.51,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,137.955,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,138.57500000000002,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,138.8,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,139.405,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,139.61,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,140.895,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,141.195,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,141.58,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,141.755,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,142.68,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,142.92000000000002,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,143.58,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,144.605,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,144.72,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,145.09,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,145.785,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,146.06,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,146.56,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,146.94,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,147.22,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,147.62,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,147.79,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,148.97,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,149.22,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,149.48,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,149.57,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,149.915,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,150.87,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,151.53,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,151.83,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,152.095,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,152.63,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,153.285,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,153.565,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,153.8,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,154.64000000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,155.365,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,156.475,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,156.54,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,156.99,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,157.70000000000002,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,157.99,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,158.3,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,158.965,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,159.27,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,159.51500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,160.27,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,160.37,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,161.02,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,161.28,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,161.51500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,161.98,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,162.665,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,163.01,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,164.23,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,164.625,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,165.275,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,165.845,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,166.32,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,167.22,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,167.405,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,167.61,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,168.225,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,169.175,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,169.6,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,170.17000000000002,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,170.38,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,170.5,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,170.785,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,171.3,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,171.685,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,171.93,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,172.51500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,173.06,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,173.245,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,173.715,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,174.675,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,175.17000000000002,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,175.855,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,176.525,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,176.61,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,177.83,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,178.24,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,178.57500000000002,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,179.395,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,180.145,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,180.77,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,181.205,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,182.51500000000001,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,182.79,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,183.03,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,183.77,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,184.085,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,184.70000000000002,independent_numerics
T003,k_2,2.0,1.9766666666666666,300.0,101,185.24,independent_numerics
