target_id,k,phi_legendre,phi_exact,phi_poisson,generated_data_provenance
T002,1.329,0.7635989335138351,0.76359895681518,0.25453298560506,independent_numerics
T002,1.3389166666666665,0.7842330862525406,0.784233958976586,0.261411319658862,independent_numerics
T002,1.348833333333333,0.805089130155304,0.8050893060915029,0.26836310203050096,independent_numerics
T002,1.35875,0.8261631087284407,0.8261633781473462,0.27538779271578206,independent_numerics
T002,1.3686666666666665,0.8474535787122237,0.8474545787790861,0.2824848595930287,independent_numerics
T002,1.3785833333333333,0.8689612911819968,0.8689613347552113,0.2896537782517371,independent_numerics
T002,1.3884999999999998,0.8906818318430889,0.8906820954784881,0.2968940318261627,independent_numerics
T002,1.3984166666666666,0.9126139710112708,0.9126153325009819,0.30420511083366064,independent_numerics
T002,1.4083333333333332,0.9347590895400391,0.9347595390528353,0.31158651301761175,independent_numerics
T002,1.4182499999999998,0.9571132032894036,0.9571132295843215,0.31903774319477385,independent_numerics
T002,1.4281666666666666,0.9796748619806879,0.9796749393207026,0.32655831310690087,independent_numerics
T002,1.4380833333333332,1.002442800590332,1.00244322382945,0.3341477412764834,independent_numerics
T002,1.448,1.025415745633115,1.025416658599417,0.3418055528664724,independent_numerics
T002,1.4579166666666665,1.0485924151055488,1.048593838631518,0.34953127954383933,independent_numerics
T002,1.467833333333333,1.0719721474881259,1.0719733780405614,0.35732445934685375,independent_numerics
T002,1.47775,1.0955528817587417,1.0955539096678413,0.36518463655594713,independent_numerics
T002,1.4876666666666665,1.1193331144271834,1.1193340847041182,0.37311136156803937,independent_numerics
T002,1.4975833333333333,1.1433115266470568,1.1433125723226634,0.3811041907742211,independent_numerics
T002,1.5074999999999998,1.1674867907502837,1.1674880593220212,0.38916268644067376,independent_numerics
T002,1.5174166666666666,1.1918577650274353,1.1918592497781675,0.39728641659272246,independent_numerics
T002,1.5273333333333332,1.2164238818136117,1.2164248647057638,0.4054749549019213,independent_numerics
T002,1.5372499999999998,1.241183153425974,1.2411836417282145,0.41372788057607146,independent_numerics
T002,1.5471666666666666,1.2661342185863695,1.266134334756225,0.422044778252075,independent_numerics
T002,1.5570833333333332,1.2912757069111334,1.2912757136746165,0.43042523789153886,independent_numerics
T002,1.567,1.3166062388501958,1.3166065640371083,0.43886885467903614,independent_numerics
T002,1.5769166666666665,1.342124425625757,1.3421256867688323,0.4473752289229441,independent_numerics
T002,1.586833333333333,1.3678312068533964,1.3678318978763304,0.45594396595877684,independent_numerics
T002,1.59675,1.393724003203637,1.3937240281647991,0.4645746760549331,independent_numerics
T002,1.6066666666666665,1.4198005871655797,1.4198009229623563,0.47326697432078546,independent_numerics
T002,1.6165833333333333,1.4460599670288996,1.4460614418511284,0.48202048061704283,independent_numerics
T002,1.6264999999999998,1.472504330574103,1.472504458404916,0.4908348194683053,independent_numerics
T002,1.6364166666666664,1.499128542953195,1.4991288599332764,0.49970961997775876,independent_numerics
T002,1.6463333333333332,1.5259323976308048,1.5259335472318014,0.5086445157439338,independent_numerics
T002,1.6562499999999998,1.552917433230367,1.552917434338406,0.5176391447794687,independent_numerics
T002,1.6661666666666666,1.5800783060090753,1.5800794482954674,0.5266931494318224,independent_numerics
T002,1.6760833333333331,1.6074183613692243,1.607418528917617,0.5358061763058724,independent_numerics
T002,1.686,1.6349329722960633,1.6349336285650338,0.5449778761883446,independent_numerics
T002,1.6959166666666665,1.662623391050758,1.6626237119220653,0.5542079039740218,independent_numerics
T002,1.705833333333333,1.690487163341456,1.690487755781031,0.563495918593677,independent_numerics
T002,1.7157499999999999,1.7185244928233478,1.7185247488310564,0.5728415829436855,independent_numerics
T002,1.7256666666666665,1.7467327959851335,1.7467336914517833,0.5822445638172611,independent_numerics
T002,1.7355833333333333,1.7751135430098621,1.7751135955118207,0.5917045318372736,independent_numerics
T002,1.7454999999999998,1.8036616922111843,1.8036634841718087,0.6012211613906029,independent_numerics
T002,1.7554166666666664,1.8323823226019158,1.8323823916919617,0.6107941305639872,independent_numerics
T002,1.7653333333333332,1.8612687751409682,1.8612693632439388,0.6204231210813129,independent_numerics
T002,1.7752499999999998,1.8903225161411648,1.8903234547269663,0.6301078182423221,independent_numerics
T002,1.7851666666666666,1.9195437311579004,1.9195437325880647,0.6398479108626882,independent_numerics
T002,1.7950833333333331,1.9489285553014746,1.948929273646249,0.6496430912154163,independent_numerics
T002,1.805,1.9784780523379641,1.9784791649206415,0.6594930549735472,independent_numerics
T002,1.8149166666666665,2.0081924320075606,2.0081925034623493,0.6693975011541164,independent_numerics
T002,1.824833333333333,2.0380681705897485,2.038068396190014,0.6793561320633381,independent_numerics
T002,1.8347499999999999,2.0681045856744866,2.06810595972894,0.6893686532429799,independent_numerics
T002,1.8446666666666665,2.098303422243667,2.0983043202537006,0.6994347734179003,independent_numerics
T002,1.8545833333333333,2.128662492770964,2.128662613334132,0.7095542044447107,independent_numerics
T002,1.8644999999999998,2.1591799402999072,2.159179983784614,0.7197266612615381,independent_numerics
T002,1.8744166666666664,2.189855067473565,2.1898555855165576,0.7299518618388525,independent_numerics
T002,1.8843333333333332,2.220687173439492,2.220688581394027,0.7402295271313424,independent_numerics
T002,1.8942499999999998,2.2516767026964617,2.251678143092385,0.7505593810307951,independent_numerics
T002,1.9041666666666666,2.2828227638736722,2.282823450959908,0.7609411503199695,independent_numerics
T002,1.9140833333333331,2.3141234421973076,2.314123693882278,0.7713745646274259,independent_numerics
T002,1.924,2.3455780214640836,2.345578069149892,0.7818593563832974,independent_numerics
T002,1.9339166666666665,2.3771857818807307,2.377185782327893,0.7923952607759643,independent_numerics
T002,1.943833333333333,2.4089460000460052,2.408946047128881,0.802982015709627,independent_numerics
T002,1.9537499999999999,2.440857948932596,2.4408580852882196,0.8136193617627399,independent_numerics
T002,1.9636666666666664,2.472920897868952,2.4729211264418534,0.8243070421472845,independent_numerics
T002,1.9735833333333332,2.5051341125210165,2.5051344080066285,0.8350448026688762,independent_numerics
T002,1.9834999999999998,2.5374968548738694,2.5374971750629927,0.8458323916876642,independent_numerics
T002,1.9934166666666664,2.570008383213273,2.570008680240049,0.8566695600800163,independent_numerics
