target_id,s,theta_eigen,theta_exact,activity_eigen,activity_exact,mandel_eigen,mandel_exact,generated_data_provenance
T001,-4.025,5.650827770100781,5.650827770100784,2.550275923463019,2.550275923366928,-0.6666643245265718,-0.6666666666666666,independent_numerics
T001,-4.0,5.587335789366363,5.587335789366355,2.529111929847616,2.529111929788785,-0.6666669577040123,-0.6666666666666666,independent_numerics
T001,-3.9749999999999996,5.524370709999827,5.524370709999821,2.5081235701218674,2.50812356999994,-0.6666671971335406,-0.6666666666666666,independent_numerics
T001,-3.95,5.4619281594009195,5.4619281594009195,2.487309386589587,2.487309386466973,-0.6666656438173629,-0.6666666666666666,independent_numerics
T001,-3.925,5.400003801256322,5.40000380125632,2.46666793390915,2.4666679337521065,-0.6666665222777356,-0.6666666666666666,independent_numerics
T001,-3.9,5.338593335238492,5.338593335238489,2.446197778480652,2.4461977784128295,-0.6666669390907669,-0.6666666666666666,independent_numerics
T001,-3.875,5.277692496707054,5.27769249670705,2.4258974989610493,2.4258974989023496,-0.6666662478322076,-0.6666666666666666,independent_numerics
T001,-3.8499999999999996,5.2172970564126295,5.217297056412628,2.4057656856069087,2.4057656854708758,-0.666664668293327,-0.6666666666666666,independent_numerics
T001,-3.825,5.157402820203162,5.15740282020316,2.3858009402388802,2.38580094006772,-0.6666651100978063,-0.6666666666666666,independent_numerics
T001,-3.8,5.098005628732606,5.098005628732608,2.3660018763393964,2.3660018762442023,-0.6666659274145064,-0.6666666666666666,independent_numerics
T001,-3.775,5.039101357172145,5.039101357172146,2.3463671191858992,2.3463671190573816,-0.6666666314517007,-0.6666666666666666,independent_numerics
T001,-3.75,4.9806859149236855,4.980685914923683,2.326895305069243,2.3268953049745607,-0.6666670238383503,-0.6666666666666666,independent_numerics
T001,-3.7249999999999996,4.922755245335806,4.922755245335809,2.307585081906538,2.307585081778603,-0.6666655156696482,-0.6666666666666666,independent_numerics
T001,-3.7,4.865305325422085,4.865305325422082,2.288435108637188,2.2884351084740273,-0.6666677631760427,-0.6666666666666666,independent_numerics
T001,-3.675,4.808332165581639,4.808332165581637,2.269444055222891,2.269444055193879,-0.6666663079634115,-0.6666666666666666,independent_numerics
T001,-3.65,4.751831809322149,4.751831809322147,2.250610603278247,2.2506106031073823,-0.6666657548627715,-0.6666666666666666,independent_numerics
T001,-3.625,4.695800332985052,4.695800332985054,2.231933444480916,2.231933444328351,-0.6666646580209872,-0.6666666666666666,independent_numerics
T001,-3.5999999999999996,4.6402338454731,4.6402338454730945,2.213411281921651,2.2134112818243645,-0.6666684263911196,-0.6666666666666666,independent_numerics
T001,-3.575,4.585128487980084,4.585128487980082,2.19504282941152,2.195042829326694,-0.6666666285168772,-0.6666666666666666,independent_numerics
T001,-3.55,4.530480433722937,4.530480433722935,2.1768268113842026,2.176826811240978,-0.6666690473197353,-0.6666666666666666,independent_numerics
T001,-3.525,4.4762858876759255,4.476285887675922,2.158761962567368,2.1587619625586405,-0.6666675296469631,-0.6666666666666666,independent_numerics
T001,-3.5,4.422541086307125,4.422541086307122,2.140847028799797,2.1408470287690404,-0.6666677550554587,-0.6666666666666666,independent_numerics
T001,-3.4749999999999996,4.369242297317063,4.369242297317062,2.1230807658589868,2.123080765772354,-0.6666673968863817,-0.6666666666666666,independent_numerics
T001,-3.45,4.316385819379536,4.316385819379536,2.10546193990524,2.1054619397931784,-0.6666669200548475,-0.6666666666666666,independent_numerics
T001,-3.425,4.2639679818845515,4.263967981884551,2.087989327446138,2.08798932729485,-0.6666666367854922,-0.6666666666666666,independent_numerics
T001,-3.4,4.211985144683438,4.21198514468344,2.0706617149190976,2.07066171489448,-0.6666651556630996,-0.6666666666666666,independent_numerics
T001,-3.375,4.160433697836066,4.160433697836062,2.053477899321976,2.053477899278687,-0.6666677877039264,-0.6666666666666666,independent_numerics
T001,-3.3499999999999996,4.109310061360114,4.109310061360112,2.0364366872538398,2.0364366871200374,-0.6666658927258428,-0.6666666666666666,independent_numerics
T001,-3.325,4.058610684982521,4.058610684982516,2.019536895030427,2.0195368949941717,-0.6666691884374498,-0.6666666666666666,independent_numerics
T001,-3.3,4.00833204789287,4.008332047892865,2.002777349385809,2.0027773492976215,-0.6666666121342246,-0.6666666666666666,independent_numerics
T001,-3.275,3.95847065849894,3.95847065849894,1.986156886237822,1.9861568861663133,-0.6666656907895174,-0.6666666666666666,independent_numerics
T001,-3.25,3.909023054184212,3.909023054184213,1.9696743514519,1.9696743513947377,-0.6666648282106469,-0.6666666666666666,independent_numerics
T001,-3.2249999999999996,3.8599858010674,3.8599858010674026,1.953328600450277,1.9533286003558008,-0.6666652857853529,-0.6666666666666666,independent_numerics
T001,-3.2,3.811355493764008,3.811355493764003,1.9371184980698786,1.9371184979213343,-0.6666676351085948,-0.6666666666666666,independent_numerics
T001,-3.175,3.763128755149797,3.763128755149795,1.9210429185090305,1.921042918383265,-0.6666665500008808,-0.6666666666666666,independent_numerics
T001,-3.15,3.7153022361263304,3.7153022361263277,1.9051007455139768,1.9051007453754425,-0.6666662240617347,-0.6666666666666666,independent_numerics
T001,-3.125,3.667872615388338,3.6678726153883376,1.8892908718859402,1.8892908717961125,-0.6666667632989837,-0.6666666666666666,independent_numerics
T001,-3.0999999999999996,3.6208365991930997,3.6208365991931,1.873612199805308,1.8736121997310333,-0.6666661928134183,-0.6666666666666666,independent_numerics
T001,-3.075,3.574190921131706,3.5741909211317022,1.8580636404719186,1.858063640377234,-0.6666669661760164,-0.6666666666666666,independent_numerics
T001,-3.05,3.527932341902196,3.5279323419021944,1.842644113985159,1.8426441139673981,-0.6666671866430119,-0.6666666666666666,independent_numerics
T001,-3.025,3.4820576490846564,3.4820576490846555,1.8273525497924936,1.827352549694885,-0.6666661588419811,-0.6666666666666666,independent_numerics
T001,-3.0,3.4365636569180884,3.43656365691809,1.812187885730232,1.8121878856393634,-0.6666664006532789,-0.6666666666666666,independent_numerics
T001,-2.975,3.391447206079203,3.3914472060792047,1.7971490687340719,1.7971490686930682,-0.6666658708269582,-0.6666666666666666,independent_numerics
T001,-2.9499999999999997,3.346705163463005,3.346705163463003,1.7822350545682042,1.7822350544876677,-0.666667643751688,-0.6666666666666666,independent_numerics
T001,-2.925,3.302334421965209,3.302334421965213,1.7674448074211924,1.7674448073217377,-0.6666647477100409,-0.6666666666666666,independent_numerics
T001,-2.9,3.258331900266511,3.2583319002665094,1.752777300159103,1.7527773000888365,-0.6666663962378001,-0.6666666666666666,independent_numerics
T001,-2.875,3.2146945426185374,3.2146945426185347,1.7382315142455695,1.7382315142061782,-0.6666673990454564,-0.6666666666666666,independent_numerics
T001,-2.85,3.1714193186316924,3.171419318631693,1.7238064396263297,1.7238064395438975,-0.6666661015812736,-0.6666666666666666,independent_numerics
T001,-2.8249999999999997,3.128503223064705,3.128503223064704,1.7095010744316852,1.7095010743549013,-0.6666663030566775,-0.6666666666666666,independent_numerics
T001,-2.8,3.085943275615909,3.085943275615908,1.6953144252607188,1.6953144252053027,-0.6666661695658577,-0.6666666666666666,independent_numerics
T001,-2.775,3.043736520716296,3.043736520716296,1.681245506928164,1.681245506905432,-0.6666661312717247,-0.6666666666666666,independent_numerics
T001,-2.75,3.00188002732426,3.0018800273242574,1.6672933425088132,1.6672933424414191,-0.6666668476111688,-0.6666666666666666,independent_numerics
T001,-2.725,2.960370888722045,2.960370888722042,1.6534569629911289,1.6534569629073472,-0.6666681421859875,-0.6666666666666666,independent_numerics
T001,-2.6999999999999997,2.919206222313898,2.919206222313899,1.6397354075081694,1.6397354074379662,-0.6666657174190564,-0.6666666666666666,independent_numerics
T001,-2.675,2.878383169425897,2.878383169425896,1.626127723222126,1.6261277231419653,-0.6666684603785221,-0.6666666666666666,independent_numerics
T001,-2.65,2.837898895107397,2.837898895107397,1.612632965128924,1.612632965035799,-0.6666655110210538,-0.6666666666666666,independent_numerics
T001,-2.625,2.7977505879341944,2.797750587934196,1.5992501960582217,1.5992501959780654,-0.6666654164803719,-0.6666666666666666,independent_numerics
T001,-2.5999999999999996,2.757935459813272,2.757935459813269,1.5859784866556481,1.5859784866044229,-0.6666687257415658,-0.6666666666666666,independent_numerics
T001,-2.5749999999999997,2.7184507457891662,2.7184507457891636,1.5728169153206295,1.5728169152630544,-0.6666678748428675,-0.6666666666666666,independent_numerics
T001,-2.55,2.6792937038519806,2.6792937038519815,1.5597645680154315,1.5597645679506604,-0.6666663215582165,-0.6666666666666666,independent_numerics
T001,-2.525,2.6404616147469646,2.6404616147469637,1.5468205383228906,1.546820538248988,-0.6666658053724205,-0.6666666666666666,independent_numerics
T001,-2.5,2.60195178178565,2.60195178178565,1.5339839273575961,1.5339839272618834,-0.666666736322432,-0.6666666666666666,independent_numerics
T001,-2.4749999999999996,2.563761530658608,2.5637615306586063,1.5212538435971368,1.5212538435528686,-0.6666669704204861,-0.6666666666666666,independent_numerics
T001,-2.4499999999999997,2.5258882092497177,2.5258882092497155,1.5086294031441128,1.5086294030832383,-0.6666674721423276,-0.6666666666666666,independent_numerics
T001,-2.425,2.488329187451993,2.48832918745199,1.4961097292154335,1.4961097291506633,-0.6666680528100455,-0.6666666666666666,independent_numerics
T001,-2.4,2.4510818569849366,2.451081856984935,1.4836939524043302,1.4836939523283115,-0.6666669625467609,-0.6666666666666666,independent_numerics
T001,-2.375,2.4141436312134097,2.414143631213409,1.471381210471634,1.4713812104044695,-0.6666677064897492,-0.6666666666666666,independent_numerics
T001,-2.3499999999999996,2.377511944967998,2.3775119449679982,1.459170648407948,1.459170648322666,-0.6666663617367243,-0.6666666666666666,independent_numerics
T001,-2.3249999999999997,2.341184254366885,2.341184254366884,1.4470614181405494,1.4470614181222947,-0.6666674678305672,-0.6666666666666666,independent_numerics
T001,-2.3,2.3051580366391784,2.305158036639174,1.4350526789863594,1.4350526788797247,-0.6666700248243923,-0.6666666666666666,independent_numerics
T001,-2.275,2.2694307899497126,2.2694307899497144,1.4231435967104744,1.4231435966499046,-0.666665260985815,-0.6666666666666666,independent_numerics
T001,-2.25,2.2340000332253522,2.2340000332253496,1.4113333444853993,1.4113333444084497,-0.6666672710391421,-0.6666666666666666,independent_numerics
T001,-2.2249999999999996,2.19886330598262,2.1988633059826226,1.3996211020383953,1.3996211019942075,-0.6666654965767189,-0.6666666666666666,independent_numerics
T001,-2.1999999999999997,2.164018168156909,2.164018168156911,1.3880060561399787,1.3880060560523035,-0.6666648940087068,-0.6666666666666666,independent_numerics
T001,-2.175,2.129462199932974,2.1294621999329726,1.3764874000044003,1.3764873999776575,-0.6666671044547743,-0.6666666666666666,independent_numerics
T001,-2.15,2.0951930015769036,2.095193001576906,1.36506433391137,1.3650643338589685,-0.6666643257132832,-0.6666666666666666,independent_numerics
T001,-2.125,2.061208193269495,2.061208193269496,1.3537360644333418,1.3537360644231653,-0.6666659468952121,-0.6666666666666666,independent_numerics
T001,-2.0999999999999996,2.027505414940953,2.0275054149409524,1.3425018050527981,1.3425018049803175,-0.6666668557133422,-0.6666666666666666,independent_numerics
