target_id,case_title,direction,omega_khz,k,energy_basis,signed_fizeau_over_u,photon_number,energy_over_u,resonant_target
T001,left: 1PB,1,29.0,1.5,paper_idealized_ratio,0.5,0,0.0,False
T001,left: 1PB,1,29.0,1.5,paper_idealized_ratio,0.5,1,0.0,True
T001,left: 1PB,1,29.0,1.5,paper_idealized_ratio,0.5,2,2.0,False
T001,right: two-photon resonance,-1,29.0,1.5,paper_idealized_ratio,-0.5,0,-0.0,False
T001,right: two-photon resonance,-1,29.0,1.5,paper_idealized_ratio,-0.5,1,-1.0,False
T001,right: two-photon resonance,-1,29.0,1.5,paper_idealized_ratio,-0.5,2,0.0,True
