k,direction,omega_khz,input_power_w,cutoff,delta_l_over_u,delta_f_over_u,mean_n,g1,g2,g3,g4,analytic_g2,analytic_g3,f,f2,one_photon_blockade,two_photon_blockade,pit_2_to_4,residual_norm,trace_error,hermiticity_error,minimum_eigenvalue,tail_probability
1.5,1,58.0,3e-13,12,-0.5,1.015154353776617,0.08087397033528974,1.0,0.1331163846503457,0.006495801626006959,0.00016265864004990792,0.11585141261538472,0.004871531760097082,0.9223099225304673,0.9228352637984729,True,False,False,7.177323115475755e-16,8.103885169835613e-18,3.536195298058334e-16,-1.1184840897393122e-24,0.0
1.505,1,58.0,3e-13,12,-0.5049999999999999,1.015154353776617,0.08221535348656635,1.0,0.131798166263052,0.006351642529033732,0.00015689890989894294,0.11437232823930277,0.0047354666733266,0.9210735809294062,0.921595783465151,True,False,False,5.993702337747788e-16,1.5275092096620045e-17,8.432454155157564e-17,-6.040592135828962e-28,0.0
1.51,1,58.0,3e-13,12,-0.51,1.015154353776617,0.0835880536629428,1.0,0.13048154374121296,0.006209512011136501,0.0001512987962283472,0.11289307108899961,0.004601584027835319,0.9198100904576056,0.9203291314808132,True,False,False,1.3560382080340107e-15,2.224795541370398e-16,8.397770385748379e-16,-3.858784595902501e-32,0.0
1.515,1,58.0,3e-13,12,-0.5149999999999999,1.015154353776617,0.08499296969977606,1.0,0.12916663296914122,0.006069407833616272,0.0001458554601982569,0.11141373626143056,0.004469882041653397,0.9185187418412749,0.919034598837373,True,False,False,6.591053607088068e-16,4.443326875381152e-16,1.284781601897107e-16,-7.468970606015563e-25,0.0
1.52,1,58.0,3e-13,12,-0.52,1.015154353776617,0.086431029036212,1.0,0.1278535526119589,0.005931327467972873,0.00014056607320759703,0.10993442142438013,0.0043403585882118255,0.9171988066888838,0.9177114574254914,True,False,False,7.395307445339314e-16,1.2372907619256054e-18,1.638267881478511e-16,-1.988405701747424e-39,0.0
1.525,1,58.0,3e-13,12,-0.5249999999999999,1.015154353776617,0.08790318858702602,1.0,0.12654242418018324,0.00579526809176036,0.00013542781754232093,0.10845522688143577,0.0042130111895403765,0.9158495371193474,0.9163589596633297,True,False,False,3.8670056213338823e-16,2.241055092766573e-16,5.678402628443702e-17,-5.366327767589296e-32,0.0
1.53,1,58.0,3e-13,12,-0.53,1.015154353776617,0.08941043562844618,1.0,0.12523337209590382,0.005661226584485212,0.0001304378870269972,0.1069762556387154,0.004087837009414402,0.9144701654022453,0.9149763381373555,True,False,False,5.400606074817354e-16,1.766426143380405e-17,7.332636689003901e-16,-2.482009677571129e-34,0.0
1.535,1,58.0,3e-13,12,-0.5349999999999999,1.015154353776617,0.09095378869638021,1.0,0.12392652376060116,0.005529199523553756,0.0001255934876794294,0.10549761347340252,0.003964832846453719,0.9130599036127971,0.9135628052579225,True,False,False,7.755358603087909e-16,1.132444320645753e-16,8.492673656823233e-16,-7.608939390433089e-32,0.0
1.54,1,58.0,3e-13,12,-0.54,1.015154353776617,0.09253429849518047,1.0,0.12262200962464162,0.005399183180274387,0.00012089183836791573,0.10401940900414063,0.003843995127176826,0.9116179433046131,0.9121175529326467,True,False,False,8.979967752631342e-16,1.111351558366889e-16,8.097712714142803e-17,-1.9090416146169816e-31,0.0
1.545,1,58.0,3e-13,12,-0.5449999999999999,1.015154353776617,0.09415304881475473,1.0,0.12131996325850464,0.005271173515922407,0.00011633017147084591,0.10254175376334433,0.0037253198990142267,0.9101434552035748,0.9106397522609304,True,False,False,3.7929135876115094e-16,1.1189777846087342e-16,4.662387668114543e-16,-5.211849727491794e-25,0.0
1.55,1,58.0,3e-13,12,-0.55,1.015154353776617,0.09581115745347549,1.0,0.12002052142577753,0.005145166177873688,0.00011190573353824915,0.10106476227148244,0.003608802823284651,0.9086355889265443,0.9091285532533369,True,False,False,6.129109671296954e-16,2.830222997145205e-18,5.867287266760592e-16,-6.742664927490882e-25,0.0
1.555,1,58.0,3e-13,12,-0.5549999999999999,1.015154353776617,0.09750977714393101,1.0,0.11872382415797227,0.005021156495814743,0.00010761578595486486,0.0995885521133939,0.003494439168138521,0.9070934727290042,0.9075830845799159,True,False,False,8.330171799714401e-16,6.0749245194770785e-18,5.271456877158221e-16,-5.2554389592532e-25,0.0
1.56,1,58.0,3e-13,12,-0.56,1.015154353776617,0.09925009647811522,1.0,0.11743001483121253,0.004899139478037663,0.00010345760560440883,0.09811324401669609,0.0033822238014730734,0.9055162132861418,0.9060024533519968,True,False,False,1.221067785334005e-15,6.664161490572181e-16,8.627069025498225e-16,-4.060079735808044e-26,0.0
1.565,1,58.0,3e-13,12,-0.565,1.015154353776617,0.10103334082815346,1.0,0.1161392402448393,0.004779109807827569,9.942848553456372e-05,0.09663896193235015,0.0032721511838241157,0.9039028955123577,0.9043857449424271,True,False,False,5.020366804756918e-16,2.236845196724027e-16,3.9540610096433952e-16,-8.932724675543695e-26,0.0
1.57,1,58.0,3e-13,12,-0.5700000000000001,1.015154353776617,0.10286077325810032,1.0,0.1148516507019886,0.004661061839951405,9.552573562227523e-05,0.09516583311744682,0.0031642153612395085,0.9022525824246732,0.9027320228497344,True,False,False,8.566592007786332e-16,2.3229039445925938e-18,4.657147095258413e-16,-8.674063244633888e-27,0.0
1.575,1,58.0,3e-13,12,-0.575,1.015154353776617,0.10473369542173264,1.0,0.11356740009219486,0.004544989597257637,9.174668323892704e-05,0.09369398822028176,0.003058409958140065,0.9005643150560558,0.9010403286122299,True,False,False,1.2426761775305137e-15,2.2367093559416804e-16,1.0981917388739523e-16,-2.188900008718799e-24,0.0
1.58,1,58.0,3e-13,12,-0.5800000000000001,1.015154353776617,0.10665344844056918,1.0,0.11228664597607299,0.00443088676739587,8.808867391489692e-05,0.09222356136778848,0.0029547281701737113,0.898837112425263,0.8993096817786554,True,False,False,6.831753533866044e-16,2.2212653951667405e-16,1.0887795421923144e-16,-1.401016332777105e-29,0.0
1.585,1,58.0,3e-13,12,-0.585,1.015154353776617,0.10862141375559006,1.0,0.11100954967213945,0.004318746699667022,8.454907200304455e-05,0.09075469025540235,0.0028531627570694135,0.8970699715704391,0.8975390799426092,True,False,False,4.110033079554744e-16,2.308083519418044e-17,1.8207756236317436e-16,-6.689451235618227e-28,0.0
1.59,1,58.0,3e-13,12,-0.5900000000000001,1.015154353776617,0.1106390139452891,1.0,0.1097362763458264,0.0042085624020145535,8.11252613406403e-05,0.08928751623942836,0.002753706035497515,0.8952618676543829,0.895727498848669,True,False,False,5.151611164095274e-16,3.332961027617188e-16,9.398104664437878e-17,-3.566825585507247e-25,0.0
1.595,1,58.0,3e-13,12,-0.595,1.015154353776617,0.11270771350175729,1.0,0.1084669951007518,0.004100326538167841,7.781464590919356e-05,0.08782218443199116,0.002656349871943892,0.8934117541501356,0.8938738925788631,True,False,False,1.0223528508075078e-15,2.220635141073302e-16,5.761258421426799e-16,-1.5029458103659547e-27,0.0
1.6,1,58.0,3e-13,12,-0.6000000000000001,1.015154353776617,0.11482901955547177,1.0,0.10720187907230608,0.003994031424949596,7.461465049169534e-05,0.0863588437986453,0.0025610856756055162,0.8915185631163347,0.8919771938289354,True,False,False,7.889955189233385e-16,4.441169376962652e-16,1.150415747074039e-15,-4.639566828775214e-31,0.0
1.605,1,58.0,3e-13,12,-0.605,1.015154353776617,0.11700448253832904,1.0,0.1059411055236199,0.003889669029759574,7.152272132670165e-05,0.08489764725872931,0.0024679043913157775,0.8895812055726233,0.8900363142846958,True,False,False,6.128824246349165e-16,1.3704729728443571e-17,4.565469209234852e-16,-1.3596286489418353e-24,0.0
1.61,1,58.0,3e-13,12,-0.6100000000000001,1.015154353776617,0.1192356967732177,1.0,0.10468485594397478,0.003787230968247615,6.853632675873671e-05,0.08343875178854711,0.0023767964925082118,0.8875985719863152,0.8880501451096553,True,False,False,8.291715787178174e-16,4.441727360632258e-16,1.1179163845669726e-16,-5.217659494359437e-26,0.0
1.615,1,58.0,3e-13,12,-0.615,1.015154353776617,0.12152430097704602,1.0,0.10343331614973257,0.0036867085021898525,6.565295788441796e-05,0.081982318527466,0.002287751974228067,0.8855695328824931,0.8860175575561279,True,False,False,5.965759498541361e-16,1.9135832221124925e-17,5.986657149934563e-16,-6.770816538594866e-31,0.0
1.62,1,58.0,3e-13,12,-0.6200000000000001,1.015154353776617,0.12387197866264381,1.0,0.10218667638783975,0.003588092537581682,6.28701291937232e-05,0.08052851288702083,0.0022007603462014954,0.8834929395907436,0.8839374037129986,True,False,False,8.461052837890185e-16,4.440909405373995e-16,7.600317113000933e-16,-4.721773002337227e-31,0.0
1.625,1,58.0,3e-13,12,-0.625,1.015154353776617,0.12628045842329438,1.0,0.10094513144199317,0.003491373622963604,6.0185379205826056e-05,0.0790775046631197,0.002115810625973018,0.8813676251428505,0.8818085174044853,True,False,False,5.417634374199296e-16,2.23114246896132e-16,3.7108941669459913e-16,-2.4737216428036795e-28,0.0
1.63,1,58.0,3e-13,12,-0.6299999999999999,1.015154353776617,0.1287515140818547,1.0,0.09970888074152752,0.0033965419479945404,5.759627109884384e-05,0.0776294681514468,0.00203289133212231,0.8791924053369197,0.8796297152553665,True,False,False,9.424566330499583e-16,2.2206295290516415e-16,3.569134181408982e-16,-8.762867145120888e-25,0.0
1.635,1,58.0,3e-13,12,-0.635,1.015154353776617,0.1312869646844355,1.0,0.09847812847310859,0.00330358734228997,5.5100393332909304e-05,0.07618458226616465,0.001951990477572275,0.8769660799846645,0.8773997979394036,True,False,False,8.117801640173456e-16,2.2210016128769633e-16,4.2363291106431838e-16,-5.12936200115853e-24,0.0
1.6400000000000001,1,58.0,3e-13,12,-0.6400000000000001,1.015154353776617,0.13388867431646098,1.0,0.09725308369530813,0.003212499274541934,5.2695360265908485e-05,0.0747430306620187,0.0018730955630009425,0.8746874343598693,0.8751175516289803,True,False,False,9.956634241902416e-16,2.221862846912308e-16,3.9835356412859964e-16,-1.1325048828857447e-27,0.0
