k,direction,omega_khz,input_power_w,cutoff,delta_l_over_u,delta_f_over_u,mean_n,g1,g2,g3,g4,analytic_g2,analytic_g3,f,f2,one_photon_blockade,two_photon_blockade,pit_2_to_4,residual_norm,trace_error,hermiticity_error,minimum_eigenvalue,tail_probability
0.0,0,0.0,3e-13,12,1.0,0.0,0.024145675997469696,1.0,0.2576801239961686,0.02964624319748191,0.0019211497537977539,0.2501219695204833,0.027807401064783042,0.9761434987219437,0.9768593273047323,True,False,False,5.208515256388271e-16,4.608164540721743e-18,2.1403972303158922e-17,-7.987361916431492e-26,0.0
0.01,0,0.0,3e-13,12,0.99,0.0,0.02461464626959442,1.0,0.2552945761299464,0.029004587036294785,0.0018529972803115607,0.2476173600680985,0.02716224705374214,0.9756858237660777,0.9763997614161718,True,False,False,7.624887970613212e-16,4.442239081246288e-16,1.2605176509533668e-16,-7.251995467415348e-32,0.0
0.02,0,0.0,3e-13,12,0.98,0.0,0.02509715332919079,1.0,0.2528988681907759,0.028368822115900957,0.001786465908219201,0.24510028192064012,0.026523188052466312,0.9752151620260999,0.9759271387045112,True,False,False,7.644332923324209e-16,6.6613748236545e-16,1.758445677057686e-16,-1.7929304364803173e-29,0.0
0.03,0,0.0,3e-13,12,0.97,0.0,0.025593712577469792,1.0,0.2504930590073242,0.02773902176551866,0.0017215411011024051,0.24257074157687816,0.025890304298953625,0.9747310301283674,0.9754409746786142,True,False,False,1.9119443794367351e-16,2.220608634133663e-16,8.732023892688241e-17,-2.4598407317771713e-29,0.0
0.04,0,0.0,3e-13,12,0.96,0.0,0.02610486363325894,1.0,0.24807721289129447,0.02711525917633111,0.0016582079897260286,0.24002874969565519,0.025263676041579853,0.9742329226481342,0.9749407627913128,True,False,False,6.650236207098524e-16,2.220449514092715e-16,1.4384840375940872e-16,-1.9484640594289545e-32,0.0
0.05,0,0.0,3e-13,12,0.95,0.0,0.02663117167722743,1.0,0.24565139988301707,0.026497607360411395,0.001596451373277383,0.23747432130631613,0.02464338349869362,0.9737203109319132,0.9744259732625641,True,False,False,5.443644668646013e-16,1.1108027555483676e-16,5.338801207060643e-16,-1.2778696499744818e-25,0.0
0.06,0,0.0,3e-13,12,0.94,0.0,0.027173228881425933,1.0,0.24321569600764667,0.025886139107870822,0.0015362557208735913,0.23490747602887024,0.024029506816234943,0.9731926418488324,0.9738960518316669,True,False,False,9.613709642613961e-16,4.441172733947262e-16,1.2874250303529492e-16,-7.512244775959737e-26,0.0
0.07,0,0.0,3e-13,12,0.9299999999999999,0.0,0.027731655930164054,1.0,0.24077018354244376,0.025280926942175586,0.0014776051733461706,0.23232823830435545,0.023422126023304204,0.9726493364663205,0.9733504184338765,True,False,False,3.8407440143848396e-16,4.441021959234039e-16,2.5740192106519144e-16,-8.168837902744584e-27,0.0
0.08,0,0.0,3e-13,12,0.9200000000000002,0.0,0.028307103638710293,1.0,0.2383149512956511,0.02468204307357963,0.0014204835453135568,0.22973663763590096,0.022821320985606713,0.9720897886451284,0.9727884657964273,True,False,False,5.345143616012733e-16,2.221160271380083e-16,3.6991945855223213e-16,-6.238467407968244e-29,0.0
0.09,0,0.0,3e-13,12,0.9100000000000001,0.0,0.028900254676795432,1.0,0.23585009489748887,0.024089559350616022,0.0013648743275506581,0.22713270884100709,0.02222717135669577,0.971513363548354,0.9722095579486386,True,False,False,6.429177785248665e-16,1.0281906278743906e-17,2.9368301001281753e-16,-2.5966419102307364e-36,0.0
0.1,0,0.0,3e-13,12,0.9000000000000001,0.0,0.02951182540443809,1.0,0.2333757171038331,0.023503547209594203,0.001310760689666335,0.22451649231559276,0.021639756526935568,0.9709193960587721,0.9716130286404066,True,False,False,6.711891484495124e-16,3.3307196863823177e-16,5.700554255552263e-17,-1.4559403188232205e-25,0.0
0.11,0,0.0,3e-13,12,0.89,0.0,0.030142567828191552,1.0,0.23089192811314996,0.022924077622045503,0.0012581254830986114,0.22188803431038615,0.021059155570102604,0.9703071890983802,0.9709981796630014,True,False,False,1.3684964377849927e-15,1.1105448081470454e-16,1.07062593789329e-16,-8.165282131509599e-37,0.0
0.12,0,0.0,3e-13,12,0.88,0.0,0.030793271686537237,1.0,0.22839884589731158,0.02235122104006269,0.0012069512444378482,0.21924738722026654,0.020485447187542673,0.9696760118436617,0.9703642790656742,True,False,False,4.529375992788557e-16,1.1132775087955574e-16,3.4500338332799503e-16,-1.9801215272915153e-25,0.0
0.13,0,0.0,3e-13,12,0.87,0.0,0.03146476667382649,1.0,0.2258965965469248,0.02178504733947719,0.001157220199088729,0.21659460988719906,0.019918709649798576,0.9690250978296212,0.9697105592611361,True,False,False,6.959290892994454e-16,1.1364055000059884e-17,4.863091551859846e-17,-3.2279786485691314e-25,0.0
0.14,0,0.0,3e-13,12,0.86,0.0,0.03215792481290187,1.0,0.22338531463185593,0.021225625760817254,0.0011089142652805526,0.21392976791743398,0.019359020735621277,0.9683536429351892,0.9690362150125124,True,False,False,6.815337394836183e-16,2.374549518007266e-18,3.662843138897142e-16,-9.045365772761281e-33,0.0
0.15,0,0.0,3e-13,12,0.85,0.0,0.03287366298731853,1.0,0.22086514357765588,0.020673024847993726,0.0010620150584370357,0.21125293401368422,0.018806457668275947,0.967660803242091,0.9683404012938724,True,False,False,1.165074983929747e-15,5.551674707483734e-16,2.1623625091100855e-16,-3.2478014675142045e-25,0.0
0.16,0,0.0,3e-13,12,0.84,0.0,0.033612945644933084,1.0,0.2183362360586323,0.020127312384655826,0.001016503895915393,0.20856418832302712,0.018261097049051846,0.9669456927587597,0.9676222310159238,True,False,False,5.822942784707383e-16,2.221751475676781e-16,5.443498995718049e-16,1.6037765513858955e-45,0.0
0.17,0,0.0,3e-13,12,0.83,0.0,0.03437678768554525,1.0,0.21579875440835222,0.01958855532816593,0.0009723618021253375,0.2058636188013223,0.017723014787883736,0.9662073810003194,0.9668807726079024,True,False,False,1.1138697820896558e-15,5.03563093185491e-18,2.4066314915426703e-16,-3.1499242321360013e-25,0.0
0.18,0,0.0,3e-13,12,0.8200000000000001,0.0,0.03516625754626254,1.0,0.2132528710483929,0.019056819741137022,0.0009295695140379794,0.2031513215949777,0.01719228603099063,0.9654448904150877,0.9661150474461173,True,False,False,2.566163772230805e-16,2.220636742350794e-16,5.0727287057337657e-17,-3.3952135580357865e-26,0.0
0.19,0,0.0,3e-13,12,0.81,0.0,0.03598248049932009,1.0,0.21069876893620668,0.01853217072048266,0.0008881074870948285,0.20042740144094046,0.01666898508543598,0.9646571936474414,0.9653240271190012,True,False,False,6.812228033224196e-16,6.661550055759104e-16,2.1204629716490184e-16,1.959133873124187e-45,0.0
0.2,0,0.0,3e-13,12,0.8,0.0,0.036826642178229146,1.0,0.20813664203300805,0.018014672323928425,0.0008479559015268691,0.1976919720858414,0.016153185340512206,0.9638432106262548,0.9645066305178861,True,False,False,9.872763151202571e-16,1.110345814578791e-16,8.933050172139325e-17,-1.584574778482808e-25,0.0
0.21,0,0.0,3e-13,12,0.79,0.0,0.03769999234935407,1.0,0.2055666957926381,0.01750438749393771,0.0008090946690936458,0.19494515672526933,0.01564495918585116,0.9630018054674676,0.9636617207420692,True,False,False,5.379408677182181e-16,3.3308254201419438e-16,1.341449804757222e-16,-1.4798536324077315e-28,0.0
0.22,0,0.0,3e-13,12,0.78,0.0,0.03860384894733272,1.0,0.20298914767240211,0.01700137797900273,0.0007715034402515022,0.1921870884642069,0.015144377926160654,0.9621317831786544,0.9627881018060523,True,False,False,6.280326861823949e-16,2.2209684722827363e-16,1.9357100797269137e-16,-2.0402371856477611e-25,0.0
