k,direction,omega_khz,input_power_w,cutoff,delta_l_over_u,delta_f_over_u,mean_n,g1,g2,g3,g4,analytic_g2,analytic_g3,f,f2,one_photon_blockade,two_photon_blockade,pit_2_to_4,residual_norm,trace_error,hermiticity_error,minimum_eigenvalue,tail_probability
0.5,0,0.0,2e-15,12,0.5,0.0,0.0006658613070024871,1.0,0.11148941549672586,0.004475835359277658,0.0,0.11136806788716863,0.004465850978253762,0.9993343603294418,0.999337340615024,True,False,False,1.532055038116821e-16,3.629926555339224e-35,1.860067351278498e-18,-1.1707238166093393e-28,0.0
0.51,0,0.0,2e-15,12,0.49,0.0,0.0006932058763473278,1.0,0.1085332457570174,0.004218961916567761,0.0,0.10840956604511619,0.004209114474671069,0.9993070343353376,0.9993099589445302,True,False,False,1.3038057616196692e-16,1.88079096131566e-36,8.082728781579058e-19,-9.746461914798213e-29,0.0
0.52,0,0.0,2e-15,12,0.48,0.0,0.0007222675814107799,1.0,0.10557803836553122,0.003970775425985848,0.0,0.10545197307162005,0.0039610701065765095,0.9992779931910325,0.9992808611533958,True,False,False,2.353484359002642e-17,4.7207853129023066e-35,1.7314003211351155e-18,-9.45998124250661e-29,0.0
0.53,0,0.0,2e-15,12,0.47,0.0,0.0007531930379371096,1.0,0.10262465308633273,0.003731248636310597,0.0,0.10249614739486783,0.0037216906686645744,0.9992470905407381,0.9992499008912338,True,False,False,5.337857867846185e-18,1.504632769052528e-36,1.2798421157202789e-19,-2.2960196182092443e-37,0.0
0.54,0,0.0,2e-15,12,0.45999999999999996,0.0,0.0007861448249399487,1.0,0.09967399638615695,0.0035003482335769676,0.0,0.09954299411539456,0.0034909428864658525,0.9992141641059429,0.9992169158865922,True,False,False,6.395009100919553e-17,2.2757570631919486e-35,1.3315330918813963e-18,-5.43571849017628e-29,0.0
0.55,0,0.0,2e-15,12,0.44999999999999996,0.0,0.0008213036131041502,1.0,0.09672702384707277,0.0032780346165190307,0.0,0.09659346741863949,0.0032687871910999445,0.9991790335643936,0.999181725826068,True,False,False,5.661232558992614e-17,5.64237288394698e-37,7.88970008177997e-19,-1.8231377560666437e-28,0.0
0.56,0,0.0,2e-15,12,0.43999999999999995,0.0,0.0008588706311731703,1.0,0.0937847427132498,0.0030642616702799934,0.0,0.09364857312168152,0.0030551774922432306,0.9991414980926377,0.9991441298969925,True,False,False,1.0275862052141944e-16,5.830451980078546e-36,1.834043328499976e-18,-3.68950167367292e-28,0.0
0.5700000000000001,0,0.0,2e-15,12,0.42999999999999994,0.0,0.0008990705329630835,1.0,0.09084821458004126,0.002858976539040717,0.0,0.09070937136237793,0.0028500609499591575,0.9991013335098518,0.9991039039314125,True,False,False,6.857362557673039e-17,8.275480229788904e-36,4.554111524607546e-19,-7.666243467574625e-29,0.0
0.58,0,0.0,2e-15,12,0.42000000000000004,0.0,0.0009421547409874888,1.0,0.0879185582341538,0.0026621193983124387,0.0,0.08777697943968821,0.002653377746132975,0.9990582889474385,0.9990607970758507,True,False,False,4.865450144412769e-17,1.128474576789396e-36,3.83149496901836e-19,-2.6686255695529612e-28,0.0
0.59,0,0.0,2e-15,12,0.41000000000000003,0.0,0.000988405359248242,1.0,0.08499695265427158,0.0024736232277441945,0.0,0.0848525748145631,0.002465060856357557,0.9990120829524323,0.9990145278948873,True,False,False,1.3550345790961607e-17,1.0908587575630828e-35,4.731154136475632e-19,-1.9963475655232868e-34,0.0
0.6,0,0.0,2e-15,12,0.4,0.0,0.0010381397684230077,1.0,0.0820846401821449,0.0022934135854121972,0.0,0.08193739828142364,0.0022850358232333603,0.9989623989122417,0.9989647797960901,True,False,False,1.3402766072192567e-16,6.958926556867942e-35,4.1120976807022085e-18,-1.9726035190965805e-50,0.0
0.61,0,0.0,2e-15,12,0.39,0.0,0.001091716042606625,1.0,0.07918292987484192,0.0021214083846877976,0.0,0.07903275732094599,0.002113220532174649,0.9989088796625522,0.9989111956381186,True,False,False,6.53223125146899e-17,4.2505875725733916e-35,2.236555901874176e-18,-1.916561824987596e-32,0.0
0.62,0,0.0,2e-15,12,0.38,0.0,0.001149539359439599,1.0,0.07629320104961304,0.0019575176749243063,0.0,0.07614002964561423,0.0019495249909575333,0.9988511211078279,0.998853371351442,True,False,False,1.302185345689939e-16,1.1102230246251565e-16,1.8880166837404905e-20,-1.3684799542064574e-33,0.0
0.63,0,0.0,2e-15,12,0.37,0.0,0.0012120696168633391,1.0,0.07341690703360564,0.0018016434273619645,0.0,0.07326066695030486,0.001793851114404402,0.9987886646428268,0.9987908483600855,True,False,False,5.60268528851863e-17,2.7459548035208636e-35,4.596795205466232e-18,-2.4148351331177715e-28,0.0
0.64,0,0.0,2e-15,12,0.36,0.0,0.0012798305225060788,1.0,0.07055557913154191,0.0016536793278274955,0.0,0.07039619888103117,0.0016460925157756854,0.9987209881113024,0.9987231045405806,True,False,False,2.2190966536607953e-16,5.905683618531172e-35,3.923447438962194e-18,-3.269087372550854e-33,0.0
0.65,0,0.0,2e-15,12,0.35,0.0,0.001353420489338602,1.0,0.06771083082539094,0.0015135105780000962,0.0,0.06754823723590678,0.0015061343066355717,0.9986474949711244,0.9986495433873515,True,False,False,1.0192949832052e-16,1.0532429383367696e-35,7.70965046872543e-19,-3.2092255961935313e-28,0.0
0.66,0,0.0,2e-15,12,0.33999999999999997,0.0,0.0014335257584726993,1.0,0.06488436222107537,0.0013810137072330995,0.0,0.06471848041339211,0.0013738529071750745,0.9985675012487717,0.9985694809674938,True,False,False,3.202126602441277e-17,3.009265538105056e-35,1.745245906498024e-18,-6.442844519806324e-32,0.0
0.67,0,0.0,2e-15,12,0.32999999999999996,0.0,0.00152093628321822,1.0,0.06207796475832806,0.0012560563971611943,0.0,0.061908718123970904,0.0012491158692163377,0.9984802197542099,0.9984821301359581,True,False,False,5.666460940811185e-17,1.2789378536946488e-35,2.4443327729115648e-18,-5.182391204340624e-38,0.0
0.6799999999999999,0,0.0,2e-15,12,0.32000000000000006,0.0,0.00161656505652487,1.0,0.059293526200984985,0.001138497321589722,0.0,0.059120836382573455,0.0011317817143884574,0.9983847408809604,0.9983865813359475,True,False,False,1.2003090291414374e-17,4.513898307157584e-35,1.5128549262221105e-18,-1.7160861392121325e-44,0.0
0.69,0,0.0,2e-15,12,0.31000000000000005,0.0,0.0017214717587759332,1.0,0.056533035926256255,0.0010281860044582878,0.0,0.05635682280032558,0.0010216997902604455,0.9982800091238444,0.9982817791170139,True,False,False,1.485413489944677e-16,9.027796614315168e-36,6.128818503440699e-19,-1.117347155701656e-27,0.0
0.7,0,0.0,2e-15,12,0.30000000000000004,0.0,0.0018368918613291658,1.0,0.053798590532880185,0.0009249626989983104,0.0,0.0536187721955686,0.0009187101475442711,0.9981647941920021,0.998166493248456,True,False,False,8.156128682497724e-17,3.009265538105056e-36,1.974675837153278e-18,-8.923041971517558e-28,0.0
0.71,0,0.0,2e-15,12,0.29000000000000004,0.0,0.001964272666698612,1.0,0.05109239978953493,0.0008286582915672541,0.0,0.05090889254556854,0.0008226434418435768,0.9980376552543285,0.9980392829651606,True,False,False,7.886981624065072e-17,4.664361584062837e-35,2.1790292045712297e-18,-2.8171456501461638e-30,0.0
0.72,0,0.0,2e-15,12,0.28,0.0,0.0021053182320597418,1.0,0.0484167929464757,0.0007390942340444421,0.0,0.048229511301931594,0.0007333208638257605,0.9978968963959312,0.9978984524244973,True,False,False,1.5217670846655534e-17,1.1102230246251565e-16,4.938269531191128e-18,-3.656844158034637e-28,0.0
0.73,0,0.0,2e-15,12,0.27,0.0,0.002262045756298041,1.0,0.04577422543508326,0.0006560825091191259,0.0,0.045583082094467944,0.0006505541021405954,0.9977405107412023,0.9977419948298578,True,False,False,5.906656580349174e-17,7.52316384526264e-36,1.2849899203911347e-18,-1.820244058467054e-27,0.0
0.74,0,0.0,2e-15,12,0.26,0.0,0.0024368568806154853,1.0,0.043167285981879654,0.0005794256332955374,0.0,0.042972191850118566,0.0005741453439025063,0.9975661098447951,0.9975675218221364,True,False,False,6.511359761134828e-17,1.3541694921472752e-35,2.3464892094846837e-18,-2.1420107011983835e-27,0.0
0.75,0,0.0,2e-15,12,0.25,0.0,0.0026326285587410536,1.0,0.040598704165582686,0.0005089167029872793,0.0,0.04039956835558542,0.0005038873181010818,0.9973708337688159,0.9973721735574622,True,False,False,1.4694290150486486e-17,3.4606553688208144e-35,4.647456682684934e-18,-5.940887605997064e-44,0.0
