target_id,case_title,direction,omega_khz,k,energy_basis,signed_fizeau_over_u,photon_number,energy_over_u,resonant_target
T007,1PB: k=1,0,0.0,1.0,paper_idealized_ratio,0.0,0,0.0,False
T007,1PB: k=1,0,0.0,1.0,paper_idealized_ratio,0.0,1,0.0,True
T007,1PB: k=1,0,0.0,1.0,paper_idealized_ratio,0.0,2,2.0,False
T007,1PB: k=1,0,0.0,1.0,paper_idealized_ratio,0.0,3,6.0,False
T007,2PB: k=2,0,0.0,2.0,paper_idealized_ratio,0.0,0,-0.0,False
T007,2PB: k=2,0,0.0,2.0,paper_idealized_ratio,0.0,1,-1.0,False
T007,2PB: k=2,0,0.0,2.0,paper_idealized_ratio,0.0,2,0.0,True
T007,2PB: k=2,0,0.0,2.0,paper_idealized_ratio,0.0,3,3.0,False
