k,direction,omega_khz,input_power_w,cutoff,delta_l_over_u,delta_f_over_u,mean_n,g1,g2,g3,g4,analytic_g2,analytic_g3,f,f2,one_photon_blockade,two_photon_blockade,pit_2_to_4,residual_norm,trace_error,hermiticity_error,minimum_eigenvalue,tail_probability
1.2000000000000002,1,29.0,3e-13,12,-0.20000000000000018,0.5075771768883085,0.17658414865249042,1.0,0.08137309824310801,0.002158397899553976,2.794965517532158e-05,0.055690976420125854,0.0009961024946712016,0.8381282488249571,0.8385093876805031,True,False,False,9.478118542855636e-16,1.1287076056714852e-16,4.542549494820264e-16,-6.913090186651267e-27,0.0
1.205,1,29.0,3e-13,12,-0.20500000000000007,0.5075771768883085,0.18038219563076166,1.0,0.08025780449362628,0.002092994903901255,2.661226348291173e-05,0.05432181230331495,0.0009445832681971136,0.8349510357836157,0.8353285747998255,True,False,False,1.12831945460604e-15,2.2371628111313987e-16,8.930028368105955e-16,-5.0611231063222405e-34,0.0
1.21,1,29.0,3e-13,12,-0.20999999999999996,0.5075771768883085,0.18428001223294693,1.0,0.07915218291852648,0.002029249400973114,2.5332446355483493e-05,0.052959544034486786,0.0008948060602180551,0.8317028842362629,0.8320768343406979,True,False,False,6.664307762244462e-16,1.1163674045152606e-16,1.7479999964152243e-16,-2.544907675556255e-24,0.0
1.215,1,29.0,3e-13,12,-0.21500000000000008,0.5075771768883085,0.18827987234776478,1.0,0.07805654256638876,0.0019671451154925127,2.4108325409997048e-05,0.05160445478491954,0.0008467491217501538,0.8283828333382341,0.8287532071694687,True,False,False,1.1016100503483783e-15,2.221706852167856e-16,1.7527081978402e-16,1.229054956201678e-43,0.0
1.22,1,29.0,3e-13,12,-0.21999999999999997,0.5075771768883085,0.1923840227468371,1.0,0.0769711999279548,0.0019066654651683505,2.2938057032184842e-05,0.050256835289180846,0.0008003901112267834,0.8249899927287053,0.8253568047009269,True,False,False,3.6016482409125737e-16,2.235357499626534e-16,2.9973517478555146e-16,-3.2528241422819703e-31,0.0
1.225,1,29.0,3e-13,12,-0.22500000000000006,0.5075771768883085,0.19659467147629733,1.0,0.07589647912145228,0.001847793569449361,2.1819832731303942e-05,0.04891698405439672,0.0007557060933078492,0.8215235527660543,0.8218868191357962,True,False,False,5.678956264715014e-16,4.440894986215572e-16,2.0494146257738596e-16,-1.896919126144408e-24,0.0
1.23,1,29.0,3e-13,12,-0.22999999999999998,0.5075771768883085,0.20091397489249094,1.0,0.0748327120828927,0.0017905122591246917,2.075187947407674e-05,0.047585207575890666,0.0007126735382542935,0.8179827955852101,0.8183425345202846,True,False,False,8.704412403774894e-16,3.331664757914733e-16,5.737148190355149e-17,-2.865029911738613e-25,0.0
1.235,1,29.0,3e-13,12,-0.23500000000000007,0.5075771768883085,0.2053440232317576,1.0,0.0737802387614872,0.0017348040868163158,1.973245999723602e-05,0.046261820559406565,0.0006712683219073498,0.8143671070109154,0.8147233386616212,True,False,False,8.690878791914997e-16,1.116725330561634e-16,8.419003115240733e-16,-3.2818108334104785e-38,0.0
1.24,1,29.0,3e-13,12,-0.24,0.5075771768883085,0.20988682460045469,1.0,0.07273940732032835,0.0016806513384099587,1.8759873098109386e-05,0.04494714615014053,0.0006314657263143806,0.8106759893575393,0.8110287359302186,True,False,False,7.5323562354440055e-16,1.1210940855704957e-16,5.162049265856426e-16,-8.142031245002823e-31,0.0
1.245,1,29.0,3e-13,12,-0.24500000000000008,0.5075771768883085,0.21454428726847527,1.0,0.07171057434248991,0.0016280360454737348,1.7832453902724568e-05,0.04364151616881184,0.0005932404410453238,0.8069090751417225,0.807258360974746,True,False,False,5.274894705318231e-16,2.2219532812748096e-16,1.7137928405117466e-16,-5.281702716795981e-25,0.0
