Q,P_over_pi,R_over_2pi_kappa,branch_cut_argument,parameter_match
-1,0.093636363636363615,1.5295254403663638,-2,paper_subset
-1,0.10000000000000001,1.5295254403663638,-2,paper_subset
-1,0.10636363636363631,1.5295254403663638,-2,paper_subset
-1,0.1127272727272727,1.5295254403663638,-2,paper_subset
-1,0.11909090909090908,1.5295254403663638,-2,paper_subset
-1,0.12545454545454546,1.5295254403663638,-2,paper_subset
-1,0.13181818181818178,1.5295254403663638,-2,paper_subset
-1,0.13818181818181818,1.5295254403663638,-2,paper_subset
-1,0.14454545454545456,1.5295254403663638,-2,paper_subset
-1,0.15090909090909088,1.5295254403663638,-2,paper_subset
-1,0.15727272727272726,1.5295254403663638,-2,paper_subset
-1,0.16363636363636364,1.5295254403663638,-2,paper_subset
-1,0.16999999999999996,1.5295254403663638,-2,paper_subset
-1,0.17636363636363633,1.5295254403663638,-2,paper_subset
-1,0.18272727272727274,1.5295254403663638,-2,paper_subset
-1,0.18909090909090903,1.5295254403663638,-2,paper_subset
-1,0.19545454545454544,1.5295254403663638,-2,paper_subset
-1,0.20181818181818181,1.5295254403663638,-2,paper_subset
-1,0.20818181818181819,1.5295254403663638,-2,paper_subset
-1,0.21454545454545451,1.5295254403663638,-2,paper_subset
-1,0.22090909090909089,1.5295254403663638,-2,paper_subset
-1,0.22727272727272729,1.5295254403663638,-2,paper_subset
-1,0.23363636363636359,1.5295254403663638,-2,paper_subset
-1,0.23999999999999999,1.5295254403663638,-2,paper_subset
-1,0.24636363636363637,1.5295254403663638,-2,paper_subset
-1,0.25272727272727269,-0.47047455963363616,-2,paper_subset
-1,0.25909090909090909,-0.47047455963363616,-2,paper_subset
-1,0.26545454545454544,-0.47047455963363616,-2,paper_subset
-1,0.27181818181818179,-0.47047455963363616,-2,paper_subset
-1,0.27818181818181814,-0.47047455963363616,-2,paper_subset
-1,0.28454545454545455,-0.47047455963363616,-2,paper_subset
-1,0.29090909090909084,-0.47047455963363616,-2,paper_subset
-1,0.29727272727272724,-0.47047455963363616,-2,paper_subset
-1,0.30363636363636365,-0.47047455963363616,-2,paper_subset
-1,0.30999999999999994,-0.47047455963363616,-2,paper_subset
-1,0.31636363636363635,-0.47047455963363616,-2,paper_subset
-1,0.3227272727272727,-0.47047455963363616,-2,paper_subset
-1,0.3290909090909091,-0.47047455963363616,-2,paper_subset
-1,0.33545454545454539,-0.47047455963363616,-2,paper_subset
-1,0.3418181818181818,-0.47047455963363616,-2,paper_subset
-1,0.3481818181818182,-0.47047455963363616,-2,paper_subset
-1,0.3545454545454545,-0.47047455963363616,-2,paper_subset
-1,0.3609090909090909,-0.47047455963363616,-2,paper_subset
-1,0.36727272727272725,-0.47047455963363616,-2,paper_subset
-1,0.3736363636363636,-0.47047455963363616,-2,paper_subset
-1,0.37999999999999995,-0.47047455963363616,-2,paper_subset
-1,0.38636363636363635,-0.47047455963363616,-2,paper_subset
-1,0.39272727272727276,-0.47047455963363616,-2,paper_subset
-1,0.39909090909090905,-0.47047455963363616,-2,paper_subset
-1,0.40545454545454535,-0.47047455963363616,-2,paper_subset
-1,0.41181818181818181,-0.47047455963363616,-2,paper_subset
-1,0.41818181818181815,-0.47047455963363616,-2,paper_subset
-1,0.42454545454545445,-0.47047455963363616,-2,paper_subset
-1,0.43090909090909091,-0.47047455963363616,-2,paper_subset
-1,0.4372727272727272,-0.47047455963363616,-2,paper_subset
-1,0.44363636363636355,-0.47047455963363616,-2,paper_subset
-1,0.45000000000000001,-0.47047455963363616,-2,paper_subset
-0.9916666666666667,-0.25,1.5392783099593799,-2.1288302069478355,paper_subset
-0.9916666666666667,-0.24363636363636365,1.5341529161181426,-2.1163678093509901,paper_subset
-0.9916666666666667,-0.23727272727272727,1.5289787588427282,-2.1037193978341522,paper_subset
-0.9916666666666667,-0.23090909090909092,1.5237617912077701,-2.090905190880604,paper_subset
-0.9916666666666667,-0.22454545454545452,1.5185082210682666,-2.0779456719976004,paper_subset
-0.9916666666666667,-0.21818181818181817,1.5132245195129352,-2.0648615569734852,paper_subset
-0.9916666666666667,-0.21181818181818182,1.5079174289107891,-2.05167376076351,paper_subset
-0.9916666666666667,-0.20545454545454545,1.5025939704271138,-2.038403364057281,paper_subset
-0.9916666666666667,-0.1990909090909091,1.4972614508703879,-2.0250715795812808,paper_subset
-0.9916666666666667,-0.19272727272727275,1.4919274687162918,-2.0116997181903304,paper_subset
-0.9916666666666667,-0.18636363636363637,1.4865999191389072,-1.9983091548021912,paper_subset
-0.9916666666666667,-0.17999999999999999,1.4812869978627436,-1.9849212942297627,paper_subset
-0.9916666666666667,-0.17363636363636364,1.4759972036325366,-1.9715575369654945,paper_subset
-0.9916666666666667,-0.16727272727272727,1.470739339081252,-1.9582392449727029,paper_subset
-0.9916666666666667,-0.16090909090909092,1.465522509760693,-1.9449877075384767,paper_subset
-0.9916666666666667,-0.15454545454545454,1.4603561210841145,-1.9318241072427567,paper_subset
-0.9916666666666667,-0.14818181818181819,1.4552498729168084,-1.9187694860979845,paper_subset
-0.9916666666666667,-0.14181818181818182,1.4502137515394193,-1.9058447119134512,paper_subset
-0.9916666666666667,-0.13545454545454544,1.4452580187005333,-1.8930704449381082,paper_subset
-0.9916666666666667,-0.12909090909090909,1.4403931974707178,-1.8804671048351624,paper_subset
-0.9916666666666667,-0.12272727272727273,1.4356300546105523,-1.8680548380412498,paper_subset
-0.9916666666666667,-0.11636363636363636,1.430979579171368,-1.8558534855623599,paper_subset
-0.9916666666666667,-0.11000000000000001,1.4264529570603679,-1.8438825512579919,paper_subset
-0.9916666666666667,-0.10363636363636365,1.4220615413226503,-1.8321611706642391,paper_subset
-0.9916666666666667,-0.097272727272727275,1.4178168179224477,-1.8207080804056379,paper_subset
-0.9916666666666667,-0.090909090909090912,1.4137303668455747,-1.8095415882446784,paper_subset
-0.9916666666666667,-0.084545454545454549,1.4098138183955153,-1.7986795438168477,paper_subset
-0.9916666666666667,-0.0781818181818182,1.4060788046174286,-1.7881393100979934,paper_subset
-0.9916666666666667,-0.071818181818181837,1.40253690585795,-1.7779377356496084,paper_subset
-0.9916666666666667,-0.06545454545454546,1.3991995925540761,-1.7680911276864102,paper_subset
-0.9916666666666667,-0.059090909090909104,1.3960781624411556,-1.7586152260092596,paper_subset
-0.9916666666666667,-0.05272727272727272,1.3931836734771776,-1.7495251778450944,paper_subset
-0.9916666666666667,-0.046363636363636371,1.3905268728965543,-1.7408355136340878,paper_subset
-0.9916666666666667,-0.040000000000000022,1.3881181229292892,-1.7325601238027453,paper_subset
-0.9916666666666667,-0.033636363636363638,1.3859673238479291,-1.724712236560058,paper_subset
-0.9916666666666667,-0.027272727272727285,1.3840838351314892,-1.717304396752215,paper_subset
-0.9916666666666667,-0.020909090909090901,1.3824763956585184,-1.7103484458096689,paper_subset
-0.9916666666666667,-0.014545454545454551,1.3811530439559303,-1.7038555028186111,paper_subset
-0.9916666666666667,-0.0081818181818181998,1.3801210396312131,-1.6978359467471156,paper_subset
-0.9916666666666667,-0.0018181818181818143,1.3793867871978924,-1.6922993998543592,paper_subset
-0.9916666666666667,0.0045454545454545357,1.3789557635626248,-1.6872547123094437,paper_subset
-0.9916666666666667,0.010909090909090886,1.3788324504722125,-1.6827099480444019,paper_subset
-0.9916666666666667,0.017272727272727273,1.3790202732161556,-1.6786723718640026,paper_subset
-0.9916666666666667,0.023636363636363622,1.3795215468419135,-1.675148437832964,paper_subset
-0.9916666666666667,0.029999999999999971,1.3803374310640222,-1.6721437789591298,paper_subset
-0.9916666666666667,0.036363636363636355,1.3814678949342349,-1.6696631981891095,paper_subset
-0.9916666666666667,0.042727272727272704,1.3829116921892333,-1.6677106607307688,paper_subset
-0.9916666666666667,0.049090909090909095,1.3846663480082355,-1.6662892877148441,paper_subset
-0.9916666666666667,0.055454545454545444,1.3867281576998234,-1.6654013512058174,paper_subset
-0.9916666666666667,0.061818181818181793,1.3890921976017603,-1.6650482705700209,paper_subset
-0.9916666666666667,0.068181818181818177,-0.6082476517727623,-1.6652306102067806,paper_subset
-0.9916666666666667,0.074545454545454526,-0.60529867056564524,-1.6659480786462233,paper_subset
-0.9916666666666667,0.080909090909090917,-0.60206925285813562,-1.6671995290151922,paper_subset
-0.9916666666666667,0.087272727272727224,-0.59856884912759545,-1.6689829608705224,paper_subset
-0.9916666666666667,0.093636363636363615,-0.59480789881677509,-1.6712955233967497,paper_subset
-0.9916666666666667,0.10000000000000001,-0.59079775414847224,-1.6741335199631378,paper_subset
-0.9916666666666667,0.10636363636363631,-0.58655059647669172,-1.6774924140327427,paper_subset
-0.9916666666666667,0.1127272727272727,-0.58207934658430283,-1.6813668364140657,paper_subset
-0.9916666666666667,0.11909090909090908,-0.5773975704138935,-1.6857505938437038,paper_subset
-0.9916666666666667,0.12545454545454546,-0.5725193817521691,-1.6906366788862823,paper_subset
-0.9916666666666667,0.13181818181818178,-0.5674593433798214,-1.6960172811358372,paper_subset
-0.9916666666666667,0.13818181818181818,-0.56223236815103084,-1.7018837997007474,paper_subset
-0.9916666666666667,0.14454545454545456,-0.55685362138383088,-1.7082268569522596,paper_subset
-0.9916666666666667,0.15090909090909088,-0.55133842582978165,-1.7150363135146247,paper_subset
-0.9916666666666667,0.15727272727272726,-0.5457021703548377,-1.7223012844728887,paper_subset
-0.9916666666666667,0.16363636363636364,-0.53996022330944882,-1.7300101567724266,paper_subset
-0.9916666666666667,0.16999999999999996,-0.53412785140128949,-1.7381506077824083,paper_subset
-0.9916666666666667,0.17636363636363633,-0.52822014471484424,-1.746709624993521,paper_subset
-0.9916666666666667,0.18272727272727274,-0.52225194835405364,-1.7556735268184633,paper_subset
-0.9916666666666667,0.18909090909090903,-0.51623780102233796,-1.7650279844619592,paper_subset
-0.9916666666666667,0.19545454545454544,-0.51019188070265331,-1.7747580448253353,paper_subset
-0.9916666666666667,0.20181818181818181,-0.50412795746200589,-1.7848481544090449,paper_subset
-0.9916666666666667,0.20818181818181819,-0.49805935328228068,-1.7952821841749351,paper_subset
-0.9916666666666667,0.21454545454545451,-0.4919989087137534,-1.8060434553285101,paper_subset
-0.9916666666666667,0.22090909090909089,-0.48595895605978129,-1.8171147659799818,paper_subset
-0.9916666666666667,0.22727272727272729,-0.47995129873084658,-1.8284784186414862,paper_subset
-0.9916666666666667,0.23363636363636359,-0.47398719635263659,-1.8401162485165146,paper_subset
-0.9916666666666667,0.23999999999999999,-0.46807735517509297,-1.8520096525363379,paper_subset
-0.9916666666666667,0.24636363636363637,-0.46223192330590179,-1.864139619097007,paper_subset
-0.9916666666666667,0.25272727272727269,-0.45646049028106989,-1.8764867584493985,paper_subset
-0.9916666666666667,0.25909090909090909,-0.45077209048532174,-1.8890313336937257,paper_subset
-0.9916666666666667,0.26545454545454544,-0.44517520994424464,-1.9017532923289671,paper_subset
-0.9916666666666667,0.27181818181818179,-0.43967779602672952,-1.9146322983067865,paper_subset
-0.9916666666666667,0.27818181818181814,-0.43428726961864511,-1.9276477645387027,paper_subset
-0.9916666666666667,0.28454545454545455,-0.42901053935538036,-1.9407788858045445,paper_subset
-0.9916666666666667,0.29090909090909084,-0.42385401753054552,-1.9540046720095927,paper_subset
-0.9916666666666667,0.29727272727272724,-0.41882363732960332,-1.967303981737242,paper_subset
-0.9916666666666667,0.30363636363636365,-0.41392487106949816,-1.9806555560435501,paper_subset
-0.9916666666666667,0.30999999999999994,-0.40916274915766226,-1.9940380524396566,paper_subset
-0.9916666666666667,0.31636363636363635,-0.40454187951543213,-2.0074300790077473,paper_subset
-0.9916666666666667,0.3227272727272727,-0.40006646724141354,-2.0208102285960283,paper_subset
-0.9916666666666667,0.3290909090909091,-0.3957403343192597,-2.034157113038058,paper_subset
-0.9916666666666667,0.33545454545454539,-0.39156693920146324,-2.047449397341722,paper_subset
-0.9916666666666667,0.3418181818181818,-0.38754939612586387,-2.0606658337932178,paper_subset
-0.9916666666666667,0.3481818181818182,-0.38369049404460781,-2.0737852959215188,paper_subset
-0.9916666666666667,0.3545454545454545,-0.37999271506617971,-2.0867868122690347,paper_subset
-0.9916666666666667,0.3609090909090909,-0.3764582523299127,-2.0996495999144824,paper_subset
-0.9916666666666667,0.36727272727272725,-0.37308902724912979,-2.1123530976943807,paper_subset
-0.9916666666666667,0.3736363636363636,-0.36988670607384999,-2.124876999070068,paper_subset
-0.9916666666666667,0.37999999999999995,-0.36685271573694689,-2.1372012845876971,paper_subset
-0.9916666666666667,0.38636363636363635,-0.36398825895887238,-2.1493062538793319,paper_subset
-0.9916666666666667,0.39272727272727276,-0.36129432859572624,-2.1611725571539786,paper_subset
-0.9916666666666667,0.39909090909090905,-0.35877172122364959,-2.1727812261282233,paper_subset
-0.9916666666666667,0.40545454545454535,-0.35642104995944346,-2.1841137043470313,paper_subset
-0.9916666666666667,0.41181818181818181,-0.35424275652304055,-2.1951518768462348,paper_subset
-0.9916666666666667,0.41818181818181815,-0.35223712255215434,-2.2058780991092988,paper_subset
-0.9916666666666667,0.42454545454545445,-0.35040428018319597,-2.2162752252720801,paper_subset
-0.9916666666666667,0.43090909090909091,-0.34874422191550358,-2.2263266355304854,paper_subset
-0.9916666666666667,0.4372727272727272,-0.3472568097781738,-2.2360162627072246,paper_subset
-0.9916666666666667,0.44363636363636355,-0.34594178382041446,-2.2453286179351926,paper_subset
-0.9916666666666667,0.45000000000000001,-0.34479876994743758,-2.2542488154164189,paper_subset
-0.98333333333333328,-0.25,1.548144289329092,-2.1818118685772618,paper_subset
-0.98333333333333328,-0.24363636363636365,1.5412029349067546,-2.1642242868468942,paper_subset
-0.98333333333333328,-0.23727272727272727,1.5341703447464663,-2.1463741926268205,paper_subset
-0.98333333333333328,-0.23090909090909092,1.5270527856205804,-2.1282901192890851,paper_subset
-0.98333333333333328,-0.22454545454545452,1.5198568998997928,-2.1100009742213035,paper_subset
-0.98333333333333328,-0.21818181818181817,1.5125897297048314,-2.0915359926182124,paper_subset
-0.98333333333333328,-0.21181818181818182,1.5052587418613521,-2.0729246907492138,paper_subset
-0.98333333333333328,-0.20545454545454545,1.4978718535626803,-2.0541968187766262,paper_subset
-0.98333333333333328,-0.1990909090909091,1.4904374586154867,-2.035382313200055,paper_subset
-0.98333333333333328,-0.19272727272727275,1.4829644541091398,-2.016511249002904,paper_subset
-0.98333333333333328,-0.18636363636363637,1.4754622673098521,-1.9976137915775221,paper_subset
-0.98333333333333328,-0.17999999999999999,1.4679408825354034,-1.9787201485058263,paper_subset
-0.98333333333333328,-0.17363636363636364,1.4604108677148111,-1.9598605212724916,paper_subset
-0.98333333333333328,-0.16727272727272727,1.4528834002794706,-1.9410650569878809,paper_subset
-0.98333333333333328,-0.16090909090909092,1.4453702919678835,-1.9223638001978975,paper_subset
-0.98333333333333328,-0.15454545454545454,1.4378840120551044,-1.9037866448577827,paper_subset
-0.98333333333333328,-0.14818181818181819,1.4304377084407007,-1.8853632865466352,paper_subset
-0.98333333333333328,-0.14181818181818182,1.4230452259459412,-1.8671231749990336,paper_subset
-0.98333333333333328,-0.13545454545454544,1.4157211210830225,-1.8490954670296413,paper_subset
-0.98333333333333328,-0.12909090909090909,1.4084806724679344,-1.8313089799260451,paper_subset
-0.98333333333333328,-0.12272727272727273,1.4013398859560757,-1.8137921453843253,paper_subset
-0.98333333333333328,-0.11636363636363636,1.3943154934888042,-1.7965729640609964,paper_subset
-0.98333333333333328,-0.11000000000000001,1.3874249445532651,-1.7796789608139625,paper_subset
-0.98333333333333328,-0.10363636363636365,1.3806863890816783,-1.7631371407040379,paper_subset
-0.98333333333333328,-0.097272727272727275,1.3741186505551506,-1.7469739458273623,paper_subset
-0.98333333333333328,-0.090909090909090912,1.367741188037545,-1.7312152130477163,paper_subset
-0.98333333333333328,-0.084545454545454549,1.3615740458543182,-1.7158861326962986,paper_subset
-0.98333333333333328,-0.0781818181818182,1.355637789657786,-1.7010112083049882,paper_subset
-0.98333333333333328,-0.071818181818181837,1.3499534276927572,-1.686614217437451,paper_subset
-0.98333333333333328,-0.06545454545454546,1.3445423162039225,-1.6727181736807122,paper_subset
-0.98333333333333328,-0.059090909090909104,1.3394260481174978,-1.6593452898579397,paper_subset
-0.98333333333333328,-0.05272727272727272,1.3346263243921499,-1.6465169425212518,paper_subset
-0.98333333333333328,-0.046363636363636371,1.3301648077740928,-1.6342536377813026,paper_subset
-0.98333333333333328,-0.040000000000000022,1.3260629591115922,-1.6225749785282682,paper_subset
-0.98333333333333328,-0.033636363636363638,1.3223418568842713,-1.6114996330966305,paper_subset
-0.98333333333333328,-0.027272727272727285,1.3190220011769256,-1.6010453054238489,paper_subset
-0.98333333333333328,-0.020909090909090901,1.3161231039645964,-1.5912287067506188,paper_subset
-0.98333333333333328,-0.014545454545454551,1.3136638682572397,-1.5820655289079577,paper_subset
-0.98333333333333328,-0.0081818181818181998,1.3116617593533886,-1.5735704192338162,paper_subset
-0.98333333333333328,-0.0018181818181818143,1.3101327721408278,-1.56575695715931,paper_subset
-0.98333333333333328,0.0045454545454545357,1.3090911990207039,-1.5586376325020046,paper_subset
-0.98333333333333328,0.010909090909090886,1.3085494035776812,-1.5522238255009415,paper_subset
-0.98333333333333328,0.017272727272727273,1.3085176055290233,-1.5465257886253303,paper_subset
-0.98333333333333328,0.023636363636363622,1.3090036827176428,-1.5415526301859774,paper_subset
-0.98333333333333328,0.029999999999999971,1.3100129959313258,-1.537312299775655,paper_subset
-0.98333333333333328,0.036363636363636355,1.3115482421047873,-1.5338115755616764,paper_subset
-0.98333333333333328,0.042727272727272704,1.3136093409782734,-1.5310560534509978,paper_subset
-0.98333333333333328,0.049090909090909095,1.316193359547291,-1.5290501381451627,paper_subset
-0.98333333333333328,0.055454545454545444,1.3192944776617357,-1.5277970360993862,paper_subset
-0.98333333333333328,0.061818181818181793,1.3229039969562946,-1.5272987503970388,paper_subset
-0.98333333333333328,0.068181818181818177,-0.67298960602904012,-1.5275560775477155,paper_subset
-0.98333333333333328,0.074545454545454526,-0.66840058308251193,-1.5285686062140174,paper_subset
-0.98333333333333328,0.080909090909090917,-0.66334577586053067,-1.530334717869074,paper_subset
-0.98333333333333328,0.087272727272727224,-0.6578444390225795,-1.5328515893837575,paper_subset
-0.98333333333333328,0.093636363636363615,-0.65191802944109667,-1.5361151975394549,paper_subset
-0.98333333333333328,0.10000000000000001,-0.64558996695008652,-1.5401203254591813,paper_subset
-0.98333333333333328,0.10636363636363631,-0.63888537282473679,-1.5448605709467573,paper_subset
-0.98333333333333328,0.1127272727272727,-0.63183079262853525,-1.5503283567207187,paper_subset
-0.98333333333333328,0.11909090909090908,-0.62445391021531005,-1.5565149425265981,paper_subset
-0.98333333333333328,0.12545454545454546,-0.61678325954180224,-1.5634104391082213,paper_subset
-0.98333333333333328,0.13181818181818178,-0.60884794055964409,-1.5710038240156807,paper_subset
-0.98333333333333328,0.13818181818181818,-0.60067734485529878,-1.5792829592247191,paper_subset
-0.98333333333333328,0.14454545454545456,-0.59230089594305191,-1.5882346105393594,paper_subset
-0.98333333333333328,0.15090909090909088,-0.58374780824415518,-1.5978444687467641,paper_subset
-0.98333333333333328,0.15727272727272726,-0.57504686785909109,-1.6080971724905091,paper_subset
-0.98333333333333328,0.16363636363636364,-0.56622623730984512,-1.6189763328257092,paper_subset
-0.98333333333333328,0.16999999999999996,-0.55731328553827975,-1.6304645594167422,paper_subset
-0.98333333333333328,0.17636363636363633,-0.54833444362949402,-1.6425434883356984,paper_subset
-0.98333333333333328,0.18272727272727274,-0.53931508601019829,-1.655193811417115,paper_subset
-0.98333333333333328,0.18909090909090903,-0.53027943626680862,-1.6683953071220741,paper_subset
-0.98333333333333328,0.19545454545454544,-0.52125049624271502,-1.6821268728623298,paper_subset
-0.98333333333333328,0.20181818181818181,-0.51224999670821425,-1.6963665587327903,paper_subset
-0.98333333333333328,0.20818181818181819,-0.5032983676432361,-1.7110916025984375,paper_subset
-0.98333333333333328,0.21454545454545451,-0.49441472602151015,-1.7262784664795945,paper_subset
-0.98333333333333328,0.22090909090909089,-0.48561687892171407,-1.7419028741773825,paper_subset
-0.98333333333333328,0.22727272727272729,-0.47692133980175638,-1.7579398500792194,paper_subset
-0.98333333333333328,0.23363636363636359,-0.46834335584175202,-1.7743637590823305,paper_subset
-0.98333333333333328,0.23999999999999999,-0.45989694437522333,-1.7911483475714565,paper_subset
-0.98333333333333328,0.24636363636363637,-0.45159493657363231,-1.8082667853852521,paper_subset
-0.98333333333333328,0.25272727272727269,-0.44344902671512748,-1.8256917087042928,paper_subset
-0.98333333333333328,0.25909090909090909,-0.43546982554478508,-1.8433952637921354,paper_subset
-0.98333333333333328,0.26545454545454544,-0.42766691641282678,-1.86134915151951,paper_subset
-0.98333333333333328,0.27181818181818179,-0.4200489130532033,-1.879524672600472,paper_subset
-0.98333333333333328,0.27818181818181814,-0.4126235180330099,-1.8978927734682063,paper_subset
-0.98333333333333328,0.28454545454545455,-0.40539758106026808,-1.9164240927171461,paper_subset
-0.98333333333333328,0.29090909090909084,-0.39837715648159838,-1.9350890080371754,paper_subset
-0.98333333333333328,0.29727272727272724,-0.39156755943116506,-1.9538576835648853,paper_subset
-0.98333333333333328,0.30363636363636365,-0.38497342020758391,-1.9727001175761958,paper_subset
-0.98333333333333328,0.30999999999999994,-0.3785987365564773,-1.9915861904441046,paper_subset
-0.98333333333333328,0.31636363636363635,-0.37244692362360304,-2.0104857127849072,paper_subset
-0.98333333333333328,0.3227272727272727,-0.36652086141789281,-2.0293684737159188,paper_subset
-0.98333333333333328,0.3290909090909091,-0.36082293968631518,-2.0482042891475647,paper_subset
-0.98333333333333328,0.33545454545454539,-0.35535510015439942,-2.066963050032641,paper_subset
-0.98333333333333328,0.3418181818181818,-0.35011887612868309,-2.0856147704956225,paper_subset
-0.98333333333333328,0.3481818181818182,-0.34511542949140239,-2.1041296357650765,paper_subset
-0.98333333333333328,0.3545454545454545,-0.34034558514455404,-2.1224780498325693,paper_subset
-0.98333333333333328,0.3609090909090909,-0.33580986298102095,-2.1406306827618815,paper_subset
-0.98333333333333328,0.36727272727272725,-0.33150850747572619,-2.1585585175729025,paper_subset
-0.98333333333333328,0.3736363636363636,-0.32744151500057556,-2.1762328966252702,paper_subset
-0.98333333333333328,0.37999999999999995,-0.32360865897406316,-2.1936255674276013,paper_subset
-0.98333333333333328,0.38636363636363635,-0.32000951296045138,-2.2107087277990938,paper_subset
-0.98333333333333328,0.39272727272727276,-0.31664347183502733,-2.2274550703113087,paper_subset
-0.98333333333333328,0.39909090909090905,-0.3135097711315285,-2.2438378259390857,paper_subset
-0.98333333333333328,0.40545454545454535,-0.31060750468586934,-2.2598308068508288,paper_subset
-0.98333333333333328,0.41181818181818181,-0.30793564068714685,-2.2754084482697459,paper_subset
-0.98333333333333328,0.41818181818181815,-0.30549303624282459,-2.2905458493391424,paper_subset
-0.98333333333333328,0.42454545454545445,-0.30327845056028263,-2.3052188129264337,paper_subset
-0.98333333333333328,0.43090909090909091,-0.30129055684174078,-2.3194038843022584,paper_subset
-0.98333333333333328,0.4372727272727272,-0.29952795298410145,-2.3330783886328561,paper_subset
-0.98333333333333328,0.44363636363636355,-0.29798917116964152,-2.346220467225788,paper_subset
-0.98333333333333328,0.45000000000000001,-0.2966726864278213,-2.3588091124710493,paper_subset
-0.97499999999999998,-0.25,1.5564260953821776,-2.2222048604328899,paper_subset
-0.97499999999999998,-0.24363636363636365,1.5482259974723407,-2.2007098602751434,paper_subset
-0.97499999999999998,-0.23727272727272727,1.5398984185350397,-2.1788940254458575,paper_subset
-0.97499999999999998,-0.23090909090909092,1.5314490846346966,-2.1567922285526473,paper_subset
-0.97499999999999998,-0.22454545454545452,1.5228841435907985,-2.1344397993134292,paper_subset
-0.97499999999999998,-0.21818181818181817,1.5142102008034191,-2.1118724680818759,paper_subset
-0.97499999999999998,-0.21181818181818182,1.5054343573768358,-2.0891263087324501,paper_subset
-0.97499999999999998,-0.20545454545454545,1.496564250591357,-2.066237680996327,paper_subset
-0.97499999999999998,-0.1990909090909091,1.4876080967484484,-2.0432431723403686,paper_subset
-0.97499999999999998,-0.19272727272727275,1.4785747363818458,-2.0201795394820659,paper_subset
-0.97499999999999998,-0.18636363636363637,1.4694736817861744,-1.9970836496339337,paper_subset
-0.97499999999999998,-0.17999999999999999,1.4603151667631113,-1.973992421571279,paper_subset
-0.97499999999999998,-0.17363636363636364,1.4511101984215777,-1.9509427666175452,paper_subset
