series_id,omega_over_kappa,fft_sz_over_N,generated_N,parameter_match
finite_N_8,0,6.6964367125893384e-19,8,reduced_scale
finite_N_8,0.10454551259866199,0.0047671293208172653,8,reduced_scale
finite_N_8,0.20909102519732398,0.004876401966289785,8,reduced_scale
finite_N_8,0.31363653779598599,0.0050615000650911998,8,reduced_scale
finite_N_8,0.41818205039464795,0.0053310434646739562,8,reduced_scale
finite_N_8,0.52272756299331002,0.0057005908080440043,8,reduced_scale
finite_N_8,0.62727307559197198,0.0061909453498698291,8,reduced_scale
finite_N_8,0.73181858819063395,0.0068199779426733062,8,reduced_scale
finite_N_8,0.83636410078929591,0.0075746813977292755,8,reduced_scale
finite_N_8,0.94090961338795787,0.0083376326835779748,8,reduced_scale
finite_N_8,1.04545512598662,0.0087858116919496392,8,reduced_scale
finite_N_8,1.1500006385852821,0.0085118734229102013,8,reduced_scale
finite_N_8,1.254546151183944,0.0075255742593950906,8,reduced_scale
finite_N_8,1.3590916637826058,0.0062884032856166654,8,reduced_scale
finite_N_8,1.4636371763812679,0.0051677472008509829,8,reduced_scale
finite_N_8,1.56818268897993,0.0042733939621299689,8,reduced_scale
finite_N_8,1.6727282015785918,0.0035899868716306161,8,reduced_scale
finite_N_8,1.7772737141772539,0.0030734895428895306,8,reduced_scale
finite_N_8,1.8818192267759157,0.0026831675067627383,8,reduced_scale
finite_N_8,1.986364739374578,0.0023872611633933703,8,reduced_scale
finite_N_8,2.0909102519732401,0.0021616163836479184,8,reduced_scale
finite_N_8,2.1954557645719017,0.0019874061316710883,8,reduced_scale
finite_N_8,2.3000012771705642,0.0018495198404250273,8,reduced_scale
finite_N_8,2.4045467897692259,0.0017358255970501952,8,reduced_scale
finite_N_8,2.5090923023678879,0.0016370332326038411,8,reduced_scale
finite_N_8,2.6136378149665496,0.0015467138705113949,8,reduced_scale
finite_N_8,2.7181833275652116,0.0014611017729247516,8,reduced_scale
finite_N_8,2.8227288401638742,0.0013785588383682559,8,reduced_scale
finite_N_8,2.9272743527625358,0.0012988388072440215,8,reduced_scale
finite_N_8,3.0318198653611979,0.0012223828550619726,8,reduced_scale
finite_N_8,3.1363653779598599,0.0011498068564068842,8,reduced_scale
finite_N_8,3.240910890558522,0.0010816154145009893,8,reduced_scale
finite_N_8,3.3454564031571836,0.0010180935441135412,8,reduced_scale
finite_N_8,3.4500019157558457,0.00095930383699023949,8,reduced_scale
finite_N_8,3.5545474283545078,0.00090513056058308926,8,reduced_scale
finite_N_8,3.6590929409531694,0.0008553352284772775,8,reduced_scale
finite_N_8,3.7636384535518315,0.00080960683214164524,8,reduced_scale
finite_N_8,3.868183966150494,0.00076760111780000209,8,reduced_scale
finite_N_8,3.9727294787491561,0.00072896866679760051,8,reduced_scale
finite_N_8,4.0772749913478181,0.00069337350707488323,8,reduced_scale
finite_N_8,4.1818205039464802,0.00066050434583744258,8,reduced_scale
finite_N_8,4.2863660165451414,0.00063008029532717915,8,reduced_scale
finite_N_8,4.3909115291438034,0.00060185263488104178,8,reduced_scale
finite_N_8,4.4954570417424655,0.00057560386685646524,8,reduced_scale
finite_N_8,4.6000025543411285,0.00055114509200952539,8,reduced_scale
finite_N_8,4.7045480669397897,0.00052831252262403581,8,reduced_scale
finite_N_8,4.8090935795384517,0.00050696374952534406,8,reduced_scale
finite_N_8,4.9136390921371138,0.00048697418318012015,8,reduced_scale
finite_N_8,5.0181846047357759,0.00046823391325568009,8,reduced_scale
finite_N_8,5.1227301173344379,0.0004506450897437644,8,reduced_scale
finite_N_8,5.2272756299330991,0.00043411982925505553,8,reduced_scale
finite_N_8,5.3318211425317612,0.00041857859078448271,8,reduced_scale
finite_N_8,5.4363666551304233,0.000403948938397301,8,reduced_scale
finite_N_8,5.5409121677290862,0.0003901646038136328,8,reduced_scale
finite_N_8,5.6454576803277483,0.00037716477035939258,8,reduced_scale
finite_N_8,5.7500031929264095,0.00036489351399669284,8,reduced_scale
finite_N_8,5.8545487055250716,0.00035329935245856175,8,reduced_scale
finite_N_8,5.9590942181237336,0.00034233486732891877,8,reduced_scale
finite_N_12,0,1.6625635976083876e-18,12,reduced_scale
finite_N_12,0.10454551259866199,0.0048004114525813917,12,reduced_scale
finite_N_12,0.20909102519732398,0.0049324846306502083,12,reduced_scale
finite_N_12,0.31363653779598599,0.0051514724180761048,12,reduced_scale
finite_N_12,0.41818205039464795,0.0054728545779333332,12,reduced_scale
finite_N_12,0.52272756299331002,0.0059290980249668852,12,reduced_scale
finite_N_12,0.62727307559197198,0.0065725898291949516,12,reduced_scale
finite_N_12,0.73181858819063395,0.0074804093355226699,12,reduced_scale
finite_N_12,0.83636410078929591,0.0087400740959746107,12,reduced_scale
finite_N_12,0.94090961338795787,0.010315091843436725,12,reduced_scale
finite_N_12,1.04545512598662,0.011539861195090755,12,reduced_scale
finite_N_12,1.1500006385852821,0.010988616076860773,12,reduced_scale
finite_N_12,1.254546151183944,0.0088641683801753985,12,reduced_scale
finite_N_12,1.3590916637826058,0.0067431194200299723,12,reduced_scale
finite_N_12,1.4636371763812679,0.0051802940106730668,12,reduced_scale
finite_N_12,1.56818268897993,0.004099301696014114,12,reduced_scale
finite_N_12,1.6727282015785918,0.0033522949125749748,12,reduced_scale
finite_N_12,1.7772737141772539,0.0028334636032474911,12,reduced_scale
finite_N_12,1.8818192267759157,0.0024753791090151149,12,reduced_scale
finite_N_12,1.986364739374578,0.0022332385120835342,12,reduced_scale
finite_N_12,2.0909102519732401,0.0020731719379920885,12,reduced_scale
finite_N_12,2.1954557645719017,0.0019658696768871178,12,reduced_scale
finite_N_12,2.3000012771705642,0.0018852406544267446,12,reduced_scale
finite_N_12,2.4045467897692259,0.0018106743632396258,12,reduced_scale
finite_N_12,2.5090923023678879,0.0017298711098736427,12,reduced_scale
finite_N_12,2.6136378149665496,0.0016392263481386634,12,reduced_scale
finite_N_12,2.7181833275652116,0.0015412202637020067,12,reduced_scale
finite_N_12,2.8227288401638742,0.0014407528943000732,12,reduced_scale
finite_N_12,2.9272743527625358,0.0013424581452830514,12,reduced_scale
