series_id,omega_over_kappa,fft_sz_over_N,generated_N,parameter_match
finite_N_12,3.0318198653611979,0.0012495643909786968,12,reduced_scale
finite_N_12,3.1363653779598599,0.0011638147168541648,12,reduced_scale
finite_N_12,3.240910890558522,0.0010858159360943873,12,reduced_scale
finite_N_12,3.3454564031571836,0.0010154408177298932,12,reduced_scale
finite_N_12,3.4500019157558457,0.00095214608766996272,12,reduced_scale
finite_N_12,3.5545474283545078,0.00089518976561155962,12,reduced_scale
finite_N_12,3.6590929409531694,0.00084377050983794647,12,reduced_scale
finite_N_12,3.7636384535518315,0.00079711425874664707,12,reduced_scale
finite_N_12,3.868183966150494,0.0007545255513611962,12,reduced_scale
finite_N_12,3.9727294787491561,0.00071541342500738999,12,reduced_scale
finite_N_12,4.0772749913478181,0.00067929787214025621,12,reduced_scale
finite_N_12,4.1818205039464802,0.00064580197594383225,12,reduced_scale
finite_N_12,4.2863660165451414,0.00061463518425440859,12,reduced_scale
finite_N_12,4.3909115291438034,0.00058557311014399032,12,reduced_scale
finite_N_12,4.4954570417424655,0.0005584381835409605,12,reduced_scale
finite_N_12,4.6000025543411285,0.00053308376650528552,12,reduced_scale
finite_N_12,4.7045480669397897,0.00050938265190377864,12,reduced_scale
finite_N_12,4.8090935795384517,0.00048721966108271298,12,reduced_scale
finite_N_12,4.9136390921371138,0.00046648745521288135,12,reduced_scale
finite_N_12,5.0181846047357759,0.00044708454564801157,12,reduced_scale
finite_N_12,5.1227301173344379,0.000428914624503242,12,reduced_scale
finite_N_12,5.2272756299330991,0.00041188656741843936,12,reduced_scale
finite_N_12,5.3318211425317612,0.00039591468574734587,12,reduced_scale
finite_N_12,5.4363666551304233,0.00038091898364767173,12,reduced_scale
finite_N_12,5.5409121677290862,0.00036682530012902372,12,reduced_scale
finite_N_12,5.6454576803277483,0.0003535652955385915,12,reduced_scale
finite_N_12,5.7500031929264095,0.00034107628821099619,12,reduced_scale
finite_N_12,5.8545487055250716,0.00032930097058712834,12,reduced_scale
finite_N_12,5.9590942181237336,0.00031818704288334346,12,reduced_scale
finite_N_16,0,1.1545580538947135e-18,16,reduced_scale
finite_N_16,0.10454551259866199,0.004765462510664991,16,reduced_scale
finite_N_16,0.20909102519732398,0.0049091965270909518,16,reduced_scale
finite_N_16,0.31363653779598599,0.0051395368570102485,16,reduced_scale
finite_N_16,0.41818205039464795,0.005478115392738239,16,reduced_scale
finite_N_16,0.52272756299331002,0.005968179945072016,16,reduced_scale
finite_N_16,0.62727307559197198,0.0066824596293543516,16,reduced_scale
finite_N_16,0.73181858819063395,0.0077455054276740244,16,reduced_scale
finite_N_16,0.83636410078929591,0.0093630650222862009,16,reduced_scale
finite_N_16,0.94090961338795787,0.011744562851850838,16,reduced_scale
finite_N_16,1.04545512598662,0.014141941497486031,16,reduced_scale
finite_N_16,1.1500006385852821,0.013287659006483668,16,reduced_scale
finite_N_16,1.254546151183944,0.0097556081059657802,16,reduced_scale
finite_N_16,1.3590916637826058,0.0068847502919106409,16,reduced_scale
finite_N_16,1.4636371763812679,0.0050492805961460047,16,reduced_scale
finite_N_16,1.56818268897993,0.0038775214331296906,16,reduced_scale
finite_N_16,1.6727282015785918,0.0031098862489511978,16,reduced_scale
finite_N_16,1.7772737141772539,0.0026056620371616148,16,reduced_scale
finite_N_16,1.8818192267759157,0.0022882729413023239,16,reduced_scale
finite_N_16,1.986364739374578,0.0021094195425256528,16,reduced_scale
finite_N_16,2.0909102519732401,0.0020271597617921365,16,reduced_scale
finite_N_16,2.1954557645719017,0.0019961249544388554,16,reduced_scale
finite_N_16,2.3000012771705642,0.001971303147464634,16,reduced_scale
finite_N_16,2.4045467897692259,0.0019208426969569464,16,reduced_scale
finite_N_16,2.5090923023678879,0.0018350834329776368,16,reduced_scale
finite_N_16,2.6136378149665496,0.0017224872161030616,16,reduced_scale
finite_N_16,2.7181833275652116,0.0015978846159246227,16,reduced_scale
finite_N_16,2.8227288401638742,0.0014737369956945052,16,reduced_scale
finite_N_16,2.9272743527625358,0.0013575383354398405,16,reduced_scale
finite_N_16,3.0318198653611979,0.0012526420256135323,16,reduced_scale
finite_N_16,3.1363653779598599,0.0011598099191028166,16,reduced_scale
finite_N_16,3.240910890558522,0.0010784137909889209,16,reduced_scale
finite_N_16,3.3454564031571836,0.0010071656395908,16,reduced_scale
finite_N_16,3.4500019157558457,0.00094452593754824562,16,reduced_scale
finite_N_16,3.5545474283545078,0.00088893977791265372,16,reduced_scale
finite_N_16,3.6590929409531694,0.0008389886631823397,16,reduced_scale
finite_N_16,3.7636384535518315,0.00079348953568310007,16,reduced_scale
finite_N_16,3.868183966150494,0.00075154230160200998,16,reduced_scale
finite_N_16,3.9727294787491561,0.00071252405571043894,16,reduced_scale
finite_N_16,4.0772749913478181,0.00067604073649179489,16,reduced_scale
finite_N_16,4.1818205039464802,0.00064185820391492795,16,reduced_scale
finite_N_16,4.2863660165451414,0.00060983515688471125,16,reduced_scale
finite_N_16,4.3909115291438034,0.00057987180525683791,16,reduced_scale
finite_N_16,4.4954570417424655,0.00055187801668124569,16,reduced_scale
finite_N_16,4.6000025543411285,0.00052575791357761163,16,reduced_scale
finite_N_16,4.7045480669397897,0.00050140549534727569,16,reduced_scale
finite_N_16,4.8090935795384517,0.00047870627914844152,16,reduced_scale
finite_N_16,4.9136390921371138,0.00045754141988080358,16,reduced_scale
finite_N_16,5.0181846047357759,0.00043779221730429489,16,reduced_scale
finite_N_16,5.1227301173344379,0.00041934396426837649,16,reduced_scale
finite_N_16,5.2272756299330991,0.00040208873128250866,16,reduced_scale
finite_N_16,5.3318211425317612,0.00038592703814002802,16,reduced_scale
finite_N_16,5.4363666551304233,0.00037076854724347737,16,reduced_scale
finite_N_16,5.5409121677290862,0.00035653199855203332,16,reduced_scale
finite_N_16,5.6454576803277483,0.00034314463047824533,16,reduced_scale
finite_N_16,5.7500031929264095,0.00033054131449360374,16,reduced_scale
finite_N_16,5.8545487055250716,0.00031866358841110614,16,reduced_scale
finite_N_16,5.9590942181237336,0.00030745871851472383,16,reduced_scale
thermodynamic_limit,0,7.3891715449261663e-18,infinity,paper_exact_semiclassical
thermodynamic_limit,0.10454551259866199,0.0062873123612383515,infinity,paper_exact_semiclassical
thermodynamic_limit,0.20909102519732398,0.0064636503563806451,infinity,paper_exact_semiclassical
thermodynamic_limit,0.31363653779598599,0.0067797230772843713,infinity,paper_exact_semiclassical
thermodynamic_limit,0.41818205039464795,0.0072758964479822958,infinity,paper_exact_semiclassical
thermodynamic_limit,0.52272756299331002,0.008027464854043322,infinity,paper_exact_semiclassical
thermodynamic_limit,0.62727307559197198,0.0091794725646190834,infinity,paper_exact_semiclassical
thermodynamic_limit,0.73181858819063395,0.011039127114689689,infinity,paper_exact_semiclassical
thermodynamic_limit,0.83636410078929591,0.014374919602923293,infinity,paper_exact_semiclassical
thermodynamic_limit,0.94090961338795787,0.021776029707666695,infinity,paper_exact_semiclassical
thermodynamic_limit,1.04545512598662,0.050762367291364824,infinity,paper_exact_semiclassical
thermodynamic_limit,1.1500006385852821,0.11036399791771655,infinity,paper_exact_semiclassical
thermodynamic_limit,1.254546151183944,0.024806386689511593,infinity,paper_exact_semiclassical
thermodynamic_limit,1.3590916637826058,0.013519219595102494,infinity,paper_exact_semiclassical
thermodynamic_limit,1.4636371763812679,0.0091059320081712664,infinity,paper_exact_semiclassical
thermodynamic_limit,1.56818268897993,0.006789717353475353,infinity,paper_exact_semiclassical
thermodynamic_limit,1.6727282015785918,0.00541238385365732,infinity,paper_exact_semiclassical
thermodynamic_limit,1.7772737141772539,0.0045879492571207197,infinity,paper_exact_semiclassical
thermodynamic_limit,1.8818192267759157,0.0042335368029882449,infinity,paper_exact_semiclassical
thermodynamic_limit,1.986364739374578,0.0045658340760527773,infinity,paper_exact_semiclassical
thermodynamic_limit,2.0909102519732401,0.0067100607893054078,infinity,paper_exact_semiclassical
thermodynamic_limit,2.1954557645719017,0.02331560694639084,infinity,paper_exact_semiclassical
thermodynamic_limit,2.3000012771705642,0.015598174583321444,infinity,paper_exact_semiclassical
thermodynamic_limit,2.4045467897692259,0.0064075545355802245,infinity,paper_exact_semiclassical
thermodynamic_limit,2.5090923023678879,0.0042855185794808282,infinity,paper_exact_semiclassical
thermodynamic_limit,2.6136378149665496,0.0033339622695764473,infinity,paper_exact_semiclassical
thermodynamic_limit,2.7181833275652116,0.0027847758723002622,infinity,paper_exact_semiclassical
thermodynamic_limit,2.8227288401638742,0.0024230878377506987,infinity,paper_exact_semiclassical
thermodynamic_limit,2.9272743527625358,0.002167466075780557,infinity,paper_exact_semiclassical
thermodynamic_limit,3.0318198653611979,0.0019840283904868643,infinity,paper_exact_semiclassical
thermodynamic_limit,3.1363653779598599,0.0018683462897629937,infinity,paper_exact_semiclassical
thermodynamic_limit,3.240910890558522,0.0018948069523568314,infinity,paper_exact_semiclassical
thermodynamic_limit,3.3454564031571836,0.0078985621321782246,infinity,paper_exact_semiclassical
thermodynamic_limit,3.4500019157558457,0.0012160197033405826,infinity,paper_exact_semiclassical
thermodynamic_limit,3.5545474283545078,0.0011690188689612345,infinity,paper_exact_semiclassical
thermodynamic_limit,3.6590929409531694,0.0011192451909048504,infinity,paper_exact_semiclassical
thermodynamic_limit,3.7636384535518315,0.0010638590263164014,infinity,paper_exact_semiclassical
thermodynamic_limit,3.868183966150494,0.0010070182682986729,infinity,paper_exact_semiclassical
thermodynamic_limit,3.9727294787491561,0.0009490195910096755,infinity,paper_exact_semiclassical
thermodynamic_limit,4.0772749913478181,0.00088742866407202903,infinity,paper_exact_semiclassical
thermodynamic_limit,4.1818205039464802,0.00081515461981656278,infinity,paper_exact_semiclassical
thermodynamic_limit,4.2863660165451414,0.00070898497352645299,infinity,paper_exact_semiclassical
thermodynamic_limit,4.3909115291438034,0.00042866197187681253,infinity,paper_exact_semiclassical
thermodynamic_limit,4.4954570417424655,0.0023862638001175846,infinity,paper_exact_semiclassical
thermodynamic_limit,4.6000025543411285,0.0010888236162867188,infinity,paper_exact_semiclassical
thermodynamic_limit,4.7045480669397897,0.00093433479162931526,infinity,paper_exact_semiclassical
thermodynamic_limit,4.8090935795384517,0.00086034018581474133,infinity,paper_exact_semiclassical
thermodynamic_limit,4.9136390921371138,0.00081064446207760254,infinity,paper_exact_semiclassical
thermodynamic_limit,5.0181846047357759,0.00077192466498529882,infinity,paper_exact_semiclassical
thermodynamic_limit,5.1227301173344379,0.00073923346764891954,infinity,paper_exact_semiclassical
thermodynamic_limit,5.2272756299330991,0.00071008918259394952,infinity,paper_exact_semiclassical
thermodynamic_limit,5.3318211425317612,0.00068267396607326041,infinity,paper_exact_semiclassical
thermodynamic_limit,5.4363666551304233,0.00065454466272932776,infinity,paper_exact_semiclassical
thermodynamic_limit,5.5409121677290862,0.00063294388694753968,infinity,paper_exact_semiclassical
thermodynamic_limit,5.6454576803277483,0.00073675142527883809,infinity,paper_exact_semiclassical
thermodynamic_limit,5.7500031929264095,0.00064506411783422587,infinity,paper_exact_semiclassical
thermodynamic_limit,5.8545487055250716,0.00061701730127747463,infinity,paper_exact_semiclassical
thermodynamic_limit,5.9590942181237336,0.00059725507720513279,infinity,paper_exact_semiclassical
