phase,omega0_over_kappa,eigen_index,real_lambda_over_kappa,imag_lambda_over_kappa,generated_N,paper_N,parameter_match
strong,0.5,27,-2.4432038506837657,0.41550375732277411,16,36,reduced_scale
strong,0.5,28,-2.4432038506839571,-0.4155037573237535,16,36,reduced_scale
strong,0.5,29,-2.5214599517637968,-0.1071222834423861,16,36,reduced_scale
strong,0.5,30,-2.5214599517656358,0.10712228344257868,16,36,reduced_scale
strong,0.5,31,-2.6303137670983956,0.79083009626288681,16,36,reduced_scale
strong,0.5,32,-2.6303137670999828,-0.79083009626444789,16,36,reduced_scale
strong,0.5,33,-2.7083947655431064,-0.83233513097873479,16,36,reduced_scale
strong,0.5,34,-2.7083947655443135,0.8323351309814806,16,36,reduced_scale
strong,0.5,35,-2.7648888963855502,0.50414585854704419,16,36,reduced_scale
strong,0.5,36,-2.764888896386386,-0.50414585854728311,16,36,reduced_scale
strong,0.5,37,-2.8141533378093047,2.3762099399960356e-15,16,36,reduced_scale
strong,0.5,38,-2.8957744422849072,-1.0564298858755887,16,36,reduced_scale
strong,0.5,39,-2.8957744422867777,1.056429885876407,16,36,reduced_scale
strong,0.5,40,-2.9228895440790383,0.22147354334061431,16,36,reduced_scale
strong,0.5,41,-2.9228895440796792,-0.22147354334074482,16,36,reduced_scale
strong,0.5,42,-2.9742708962479307,0.877818190912385,16,36,reduced_scale
strong,0.5,43,-2.9742708962491449,-0.87781819091209268,16,36,reduced_scale
strong,0.5,44,-3.1237075301487471,-0.5885066217319519,16,36,reduced_scale
strong,0.5,45,-3.1237075301491211,0.58850662173163848,16,36,reduced_scale
strong,0.5,46,-3.1936201244047386,-1.2494586207321929,16,36,reduced_scale
strong,0.5,47,-3.1936201244060012,1.2494586207334522,16,36,reduced_scale
strong,0.5,48,-3.2732269855026175,-1.9560422145429594e-13,16,36,reduced_scale
strong,0.5,49,-3.3231106763068992,-0.98686749178564759,16,36,reduced_scale
strong,0.5,50,-3.3231106763077647,0.98686749178664956,16,36,reduced_scale
strong,0.5,51,-3.3470858786190436,-1.3840987189207445,16,36,reduced_scale
strong,0.5,52,-3.3470858786204132,1.3840987189173577,16,36,reduced_scale
strong,0.5,53,-3.352319506821007,-0.29302430003927021,16,36,reduced_scale
strong,0.5,54,-3.3523195068222837,0.29302430003918267,16,36,reduced_scale
strong,0.5,55,-3.5190210823525381,0.67141450101498457,16,36,reduced_scale
strong,0.5,56,-3.519021082352598,-0.67141450101449729,16,36,reduced_scale
strong,0.5,57,-3.5389757914376938,1.5723710797135555,16,36,reduced_scale
strong,0.5,58,-3.5389757914386992,-1.5723710797143133,16,36,reduced_scale
strong,0.5,59,-3.5613561543930374,1.3987888822324002,16,36,reduced_scale
strong,0.5,60,-3.5613561543940877,-1.3987888822314343,16,36,reduced_scale
strong,0.5,61,-3.7098468752302356,1.0898985892507229,16,36,reduced_scale
strong,0.5,62,-3.7098468752320337,-1.0898985892510347,16,36,reduced_scale
strong,0.5,63,-3.7469290566312758,-5.1947975799402761e-13,16,36,reduced_scale
strong,0.5,64,-3.8071319021385452,0.34770548518964295,16,36,reduced_scale
strong,0.5,65,-3.8071319021386283,-0.34770548518966621,16,36,reduced_scale
strong,0.5,66,-3.8326919568068596,1.781611083059006,16,36,reduced_scale
strong,0.5,67,-3.8326919568084836,-1.7816110830605503,16,36,reduced_scale
strong,0.5,68,-3.9366235135121626,1.5218660101002146,16,36,reduced_scale
strong,0.5,69,-3.9366235135123921,-1.521866010101679,16,36,reduced_scale
strong,0.5,70,-3.9482615579429852,0.74883772877527088,16,36,reduced_scale
strong,0.5,71,-3.9482615579441616,-0.74883772877491239,16,36,reduced_scale
strong,0.5,72,-4.0144343769826616,1.9998248119576174,16,36,reduced_scale
strong,0.5,73,-4.0144343769864461,-1.9998248119556343,16,36,reduced_scale
strong,0.5,74,-4.1273264787248127,-1.1870129106645484,16,36,reduced_scale
strong,0.5,75,-4.1273264787251307,1.187012910664035,16,36,reduced_scale
strong,0.5,76,-4.1986842063787844,-1.9633096501875855,16,36,reduced_scale
strong,0.5,77,-4.1986842063810341,1.9633096501887572,16,36,reduced_scale
strong,0.5,78,-4.2360089451892389,-2.1757705526904201,16,36,reduced_scale
strong,0.5,79,-4.2360089451917116,2.1757705526882627,16,36,reduced_scale
strong,0.5,80,-4.2373718203629931,-6.0228719618196204e-13,16,36,reduced_scale
strong,0.5,81,-4.2855889311979283,-0.39242731694120014,16,36,reduced_scale
strong,0.5,82,-4.2855889311981139,0.39242731694201394,16,36,reduced_scale
strong,0.5,83,-4.3428918176353548,-1.6427870758766905,16,36,reduced_scale
strong,0.5,84,-4.3428918176362936,1.6427870758769305,16,36,reduced_scale
strong,0.5,85,-4.4076400840012555,0.81998726381763942,16,36,reduced_scale
strong,0.5,86,-4.4076400840014012,-0.81998726381626297,16,36,reduced_scale
strong,0.5,87,-4.5285273917912798,-2.3830703468655314,16,36,reduced_scale
strong,0.5,88,-4.5285273917931761,2.3830703468679717,16,36,reduced_scale
strong,0.5,89,-4.5743457398456275,-1.2789408120513257,16,36,reduced_scale
strong,0.5,90,-4.5743457398463034,1.278940812048976,16,36,reduced_scale
strong,0.5,91,-4.5982481868352671,2.1103665602116299,16,36,reduced_scale
strong,0.5,92,-4.5982481868361686,-2.1103665602099091,16,36,reduced_scale
strong,0.5,93,-4.711265640701078,-2.6710454413850933,16,36,reduced_scale
strong,0.5,94,-4.7112656407055038,2.6710454413881259,16,36,reduced_scale
strong,0.5,95,-4.7463337433166224,3.9228337970587756e-13,16,36,reduced_scale
strong,0.5,96,-4.7792129964986954,1.7568281577640987,16,36,reduced_scale
strong,0.5,97,-4.7792129964987113,-1.7568281577654214,16,36,reduced_scale
strong,0.5,98,-4.7866913978154315,-0.43055360074402088,16,36,reduced_scale
strong,0.5,99,-4.7866913978154884,0.43055360074404625,16,36,reduced_scale
strong,0.5,100,-4.8942967974693721,2.5788507354362613,16,36,reduced_scale
strong,0.5,101,-4.8942967974701812,-2.5788507354365038,16,36,reduced_scale
strong,0.5,102,-4.894357127752996,-0.88524250986188291,16,36,reduced_scale
strong,0.5,103,-4.8943571277540316,0.8852425098609491,16,36,reduced_scale
strong,0.5,104,-4.9610539363613109,2.8474454823392756,16,36,reduced_scale
strong,0.5,105,-4.9610539363658726,-2.8474454823371689,16,36,reduced_scale
strong,0.5,106,-5.0227740284238003,2.2478692981318575,16,36,reduced_scale
strong,0.5,107,-5.0227740284259639,-2.247869298129058,16,36,reduced_scale
strong,0.5,108,-5.0493226824292892,1.3657521701907047,16,36,reduced_scale
strong,0.5,109,-5.0493226824295441,-1.3657521701915074,16,36,reduced_scale
strong,0.5,110,-5.2437276231524095,1.8648965954884189,16,36,reduced_scale
strong,0.5,111,-5.2437276231553076,-1.8648965954875176,16,36,reduced_scale
strong,0.5,112,-5.2665198353366218,3.0490706062784474,16,36,reduced_scale
strong,0.5,113,-5.2665198353369105,-3.0490706062808197,16,36,reduced_scale
strong,0.5,114,-5.2748553624964449,1.3244770279548906e-12,16,36,reduced_scale
strong,0.5,115,-5.306106780577406,-2.7482701853005551,16,36,reduced_scale
strong,0.5,116,-5.3061067805776156,2.7482701853013545,16,36,reduced_scale
strong,0.5,117,-5.3098215345021851,-0.46404054705494879,16,36,reduced_scale
strong,0.5,118,-5.309821534504958,0.46404054705670889,16,36,reduced_scale
strong,0.5,119,-5.4064403967931041,0.94533613291768015,16,36,reduced_scale
strong,0.5,120,-5.4064403967939043,-0.94533613292107099,16,36,reduced_scale
strong,0.5,121,-5.43700007850435,3.3896163553878753,16,36,reduced_scale
strong,0.5,122,-5.4370000785043731,-3.389616355397953,16,36,reduced_scale
strong,0.5,123,-5.4761748872603127,2.3780118527091196,16,36,reduced_scale
strong,0.5,124,-5.476174887260612,-2.3780118527075835,16,36,reduced_scale
strong,0.5,125,-5.5507762079365239,-1.4477237981434385,16,36,reduced_scale
strong,0.5,126,-5.550776207936579,1.4477237981396955,16,36,reduced_scale
strong,0.5,127,-5.6374876653111681,-3.2505062241001421,16,36,reduced_scale
strong,0.5,128,-5.6374876653128565,3.2505062240976819,16,36,reduced_scale
strong,0.5,129,-5.7124127198089125,-3.570124921057837,16,36,reduced_scale
strong,0.5,130,-5.7124127198135817,3.5701249210574102,16,36,reduced_scale
strong,0.5,131,-5.7352308437005153,1.9675885685543668,16,36,reduced_scale
strong,0.5,132,-5.73523084370074,-1.967588568550479,16,36,reduced_scale
strong,0.5,133,-5.7469433947011392,-2.902214079316217,16,36,reduced_scale
strong,0.5,134,-5.7469433947053679,2.9022140793154434,16,36,reduced_scale
strong,0.5,135,-5.8234515169992278,2.430119352340187e-12,16,36,reduced_scale
strong,0.5,136,-5.8545451171887706,0.49411580328185956,16,36,reduced_scale
strong,0.5,137,-5.8545451171923402,-0.49411580328320026,16,36,reduced_scale
strong,0.5,138,-5.9425015953936207,1.0010220598622142,16,36,reduced_scale
strong,0.5,139,-5.94250159539411,-1.001022059867307,16,36,reduced_scale
strong,0.5,140,-5.9572585874322339,2.5015238750931372,16,36,reduced_scale
strong,0.5,141,-5.9572585874340174,-2.5015238750897053,16,36,reduced_scale
strong,0.5,142,-6.0369841077098449,-3.7702608350203319,16,36,reduced_scale
strong,0.5,143,-6.0369841077101274,3.7702608350201348,16,36,reduced_scale
strong,0.5,144,-6.058058436518257,-3.4344935439462336,16,36,reduced_scale
strong,0.5,145,-6.0580584365194161,3.4344935439451345,16,36,reduced_scale
strong,0.5,146,-6.0774302003497285,-1.5252207797281843,16,36,reduced_scale
strong,0.5,147,-6.0774302003516638,1.525220779730724,16,36,reduced_scale
strong,0.5,148,-6.1913437428082085,4.149448698485628,16,36,reduced_scale
strong,0.5,149,-6.1913437428164757,-4.1494486984737646,16,36,reduced_scale
strong,0.5,150,-6.2162141609674135,-3.0472691813322319,16,36,reduced_scale
strong,0.5,151,-6.2162141609688639,3.0472691813298431,16,36,reduced_scale
strong,0.5,152,-6.2525927965743913,2.0653768665655807,16,36,reduced_scale
strong,0.5,153,-6.2525927965752759,-2.0653768665617509,16,36,reduced_scale
strong,0.5,154,-6.3923197244994832,3.5934690476160177e-12,16,36,reduced_scale
strong,0.5,155,-6.4188511090838594,3.9743154712391986,16,36,reduced_scale
strong,0.5,156,-6.4188511090862539,-3.9743154712362565,16,36,reduced_scale
strong,0.5,157,-6.4205122071764542,0.5215866234281954,16,36,reduced_scale
strong,0.5,158,-6.4205122071879401,-0.52158662343483853,16,36,reduced_scale
strong,0.5,159,-6.4648904325120089,2.6192415650543643,16,36,reduced_scale
strong,0.5,160,-6.4648904325128855,-2.6192415650562468,16,36,reduced_scale
strong,0.5,161,-6.4908874979986564,4.3356039582344037,16,36,reduced_scale
strong,0.5,162,-6.4908874980011229,-4.3356039582365939,16,36,reduced_scale
strong,0.5,163,-6.5015307739528696,-1.0529652785809522,16,36,reduced_scale
strong,0.5,164,-6.5015307739584882,1.0529652785773673,16,36,reduced_scale
strong,0.5,165,-6.5126853200123866,3.6030571761663515,16,36,reduced_scale
strong,0.5,166,-6.5126853200124204,-3.6030571761688344,16,36,reduced_scale
strong,0.5,167,-6.6282104573865537,-1.5986436691438941,16,36,reduced_scale
strong,0.5,168,-6.6282104573890459,1.5986436691553885,16,36,reduced_scale
strong,0.5,169,-6.7130352064923979,-3.1850883965386783,16,36,reduced_scale
strong,0.5,170,-6.7130352064951015,3.1850883965367967,16,36,reduced_scale
strong,0.5,171,-6.7948036084494641,2.1586850693818573,16,36,reduced_scale
strong,0.5,172,-6.7948036084549965,-2.1586850693843864,16,36,reduced_scale
strong,0.5,173,-6.8361939266859562,4.5375477267704554,16,36,reduced_scale
strong,0.5,174,-6.8361939266871676,-4.5375477267694553,16,36,reduced_scale
strong,0.5,175,-6.8495068855341259,4.1675761125872173,16,36,reduced_scale
strong,0.5,176,-6.8495068855360079,-4.1675761125861372,16,36,reduced_scale
strong,0.5,177,-6.9742200592747157,-4.945911220367635,16,36,reduced_scale
strong,0.5,178,-6.9742200592871226,4.9459112203613245,16,36,reduced_scale
strong,0.5,179,-6.9814737318412643,4.0762948103589813e-12,16,36,reduced_scale
strong,0.5,180,-6.9967689917576372,3.7616135136998143,16,36,reduced_scale
strong,0.5,181,-6.9967689917576816,-3.7616135136990243,16,36,reduced_scale
strong,0.5,182,-6.9980539568168938,-2.7317940127414158,16,36,reduced_scale
strong,0.5,183,-6.9980539568178868,2.7317940127342006,16,36,reduced_scale
strong,0.5,184,-7.0074119754966571,-0.54700429131784922,16,36,reduced_scale
strong,0.5,185,-7.0074119755074999,0.54700429132290374,16,36,reduced_scale
strong,0.5,186,-7.0827609478804137,-1.101720752306715,16,36,reduced_scale
strong,0.5,187,-7.0827609478829636,1.1017207523026389,16,36,reduced_scale
strong,0.5,188,-7.202220484509458,1.6683896568200336,16,36,reduced_scale
strong,0.5,189,-7.2022204845108968,-1.6683896568284728,16,36,reduced_scale
strong,0.5,190,-7.2328778398281699,-4.7442349562659958,16,36,reduced_scale
strong,0.5,191,-7.2328778398297606,4.744234956264604,16,36,reduced_scale
strong,0.5,192,-7.2362690005865309,-3.3167210336415973,16,36,reduced_scale
strong,0.5,193,-7.2362690005891563,3.3167210336461479,16,36,reduced_scale
strong,0.5,194,-7.2968878480743609,5.1385882555908795,16,36,reduced_scale
strong,0.5,195,-7.2968878480755075,-5.1385882555881182,16,36,reduced_scale
strong,0.5,196,-7.3169243590646103,4.3479027392658374,16,36,reduced_scale
strong,0.5,197,-7.3169243590669604,-4.3479027392634571,16,36,reduced_scale
strong,0.5,198,-7.3609722592060205,-2.2478992464010012,16,36,reduced_scale
strong,0.5,199,-7.3609722592065765,2.2478992463997738,16,36,reduced_scale
strong,0.5,200,-7.5086600506893388,3.9124657341981686,16,36,reduced_scale
strong,0.5,201,-7.508660050690545,-3.912465734195171,16,36,reduced_scale
strong,0.5,202,-7.555836681337035,2.8396872424575332,16,36,reduced_scale
strong,0.5,203,-7.5558366813413302,-2.8396872424531874,16,36,reduced_scale
strong,0.5,204,-7.5908219791903253,6.6128941241259145e-13,16,36,reduced_scale
strong,0.5,205,-7.6149537068778228,0.57075835709320633,16,36,reduced_scale
strong,0.5,206,-7.6149537068793105,-0.57075835709495404,16,36,reduced_scale
strong,0.5,207,-7.6631905204277393,-5.3443532012049539,16,36,reduced_scale
strong,0.5,208,-7.663190520428862,5.3443532012036696,16,36,reduced_scale
strong,0.5,209,-7.6759625933721916,-4.9442182641755403,16,36,reduced_scale
strong,0.5,210,-7.6759625933739235,4.9442182641750092,16,36,reduced_scale
strong,0.5,211,-7.6855836487515381,-1.1477422148987759,16,36,reduced_scale
strong,0.5,212,-7.6855836487524689,1.1477422148990228,16,36,reduced_scale
strong,0.5,213,-7.7849012014568109,3.4429239069794164,16,36,reduced_scale
strong,0.5,214,-7.7849012014589345,-3.442923906977156,16,36,reduced_scale
strong,0.5,215,-7.7856747517073623,5.7754025611610729,16,36,reduced_scale
strong,0.5,216,-7.7856747517165754,-5.7754025611608668,16,36,reduced_scale
strong,0.5,217,-7.7987094974391331,-1.7348304232587595,16,36,reduced_scale
strong,0.5,218,-7.7987094974398117,1.7348304232623764,16,36,reduced_scale
strong,0.5,219,-7.8151715609424039,4.5182935816446674,16,36,reduced_scale
strong,0.5,220,-7.8151715609425203,-4.5182935816469669,16,36,reduced_scale
strong,0.5,221,-7.9503168015022165,2.333373065095329,16,36,reduced_scale
strong,0.5,222,-7.9503168015025016,-2.3333730650979989,16,36,reduced_scale
strong,0.5,223,-8.0470447689751037,-4.056852817673219,16,36,reduced_scale
strong,0.5,224,-8.0470447689786262,4.0568528176722047,16,36,reduced_scale
strong,0.5,225,-8.076820661416388,5.5545882624034153,16,36,reduced_scale
strong,0.5,226,-8.0768206614165372,-5.5545882624041329,16,36,reduced_scale
strong,0.5,227,-8.1306876056827662,-5.9751759412315302,16,36,reduced_scale
strong,0.5,228,-8.1306876056851642,5.9751759412300682,16,36,reduced_scale
strong,0.5,229,-8.1374256755118211,2.9433458249459576,16,36,reduced_scale
strong,0.5,230,-8.1374256755119543,-2.9433458249483633,16,36,reduced_scale
strong,0.5,231,-8.1565527415483636,-5.1339494350937294,16,36,reduced_scale
strong,0.5,232,-8.1565527415502768,5.1339494350922523,16,36,reduced_scale
strong,0.5,233,-8.3417184204972354,-4.6808634986184723,16,36,reduced_scale
strong,0.5,234,-8.3417184204982124,4.6808634986170929,16,36,reduced_scale
strong,0.5,235,-8.3580371259340271,3.5642754418765383,16,36,reduced_scale
strong,0.5,236,-8.3580371259347892,-3.5642754418734492,16,36,reduced_scale
strong,0.5,237,-8.5178357761011672,6.1860279127342066,16,36,reduced_scale
strong,0.5,238,-8.517835776102471,-6.1860279127326212,16,36,reduced_scale
strong,0.5,239,-8.534320410758637,5.7603946582281313,16,36,reduced_scale
strong,0.5,240,-8.5343204107604098,-5.7603946582279377,16,36,reduced_scale
strong,0.5,241,-8.6108300446375381,-4.195617273824924,16,36,reduced_scale
strong,0.5,242,-8.6108300446380053,4.195617273825242,16,36,reduced_scale
strong,0.5,243,-8.625812141316807,-6.6350738779984848,16,36,reduced_scale
strong,0.5,244,-8.6258121413206492,6.6350738780003642,16,36,reduced_scale
strong,0.5,245,-8.6688851906498634,5.3145798106339743,16,36,reduced_scale
strong,0.5,246,-8.6688851906510891,-5.3145798106342124,16,36,reduced_scale
strong,0.5,247,-8.894961512728397,-4.8368707740173233,16,36,reduced_scale
strong,0.5,248,-8.8949615127293864,4.836870774015563,16,36,reduced_scale
strong,0.5,249,-8.9494573859463351,6.4007629072391889,16,36,reduced_scale
strong,0.5,250,-8.9494573859470421,-6.4007629072383203,16,36,reduced_scale
strong,0.5,251,-8.9925140326598072,6.8423491992649188,16,36,reduced_scale
strong,0.5,252,-8.9925140326610951,-6.8423491992642544,16,36,reduced_scale
strong,0.5,253,-9.0289915908394178,5.958076182956928,16,36,reduced_scale
strong,0.5,254,-9.0289915908400076,-5.9580761829564297,16,36,reduced_scale
strong,0.5,255,-9.2099719281973034,5.4876388460644829,16,36,reduced_scale
strong,0.5,256,-9.2099719281977492,-5.4876388460640255,16,36,reduced_scale
strong,0.5,257,-9.4002162490994117,-7.0591347040159569,16,36,reduced_scale
strong,0.5,258,-9.4002162491008683,7.0591347040151931,16,36,reduced_scale
strong,0.5,259,-9.4227359727133457,-6.6122751692249881,16,36,reduced_scale
strong,0.5,260,-9.4227359727141451,6.6122751692257857,16,36,reduced_scale
strong,0.5,261,-9.4947548732620053,7.5226414752880135,16,36,reduced_scale
strong,0.5,262,-9.4947548732627922,-7.5226414752893254,16,36,reduced_scale
strong,0.5,263,-9.5557352661495489,6.1477063356886203,16,36,reduced_scale
strong,0.5,264,-9.5557352661501405,-6.1477063356879409,16,36,reduced_scale
strong,0.5,265,-9.8502918013249001,-7.2791579601337997,16,36,reduced_scale
strong,0.5,266,-9.8502918013252501,7.2791579601334133,16,36,reduced_scale
strong,0.5,267,-9.8825646227812882,-7.7377155450213868,16,36,reduced_scale
strong,0.5,268,-9.882564622781528,7.7377155450209942,16,36,reduced_scale
strong,0.5,269,-9.9323943871108824,-6.8171651928284298,16,36,reduced_scale
strong,0.5,270,-9.9323943871111773,6.8171651928282238,16,36,reduced_scale
strong,0.5,271,-10.310476072171582,7.9610296330461443,16,36,reduced_scale
strong,0.5,272,-10.310476072172326,-7.961029633046226,16,36,reduced_scale
strong,0.5,273,-10.340193883825098,-7.4965672060807487,16,36,reduced_scale
strong,0.5,274,-10.340193883825251,7.4965672060804636,16,36,reduced_scale
strong,0.5,275,-10.392619128496541,-8.436254333500802,16,36,reduced_scale
strong,0.5,276,-10.392619128496607,8.4362543335013882,16,36,reduced_scale
strong,0.5,277,-10.779153886408741,8.1869586012937141,16,36,reduced_scale
strong,0.5,278,-10.77915388640888,-8.1869586012936058,16,36,reduced_scale
strong,0.5,279,-10.801006450825398,-8.6593471354475522,16,36,reduced_scale
strong,0.5,280,-10.801006450825435,8.65934713544776,16,36,reduced_scale
strong,0.5,281,-11.24876230617638,-8.8896222101555455,16,36,reduced_scale
strong,0.5,282,-11.248762306176465,8.8896222101556273,16,36,reduced_scale
strong,0.5,283,-11.319500127070899,-9.3743970834186925,16,36,reduced_scale
strong,0.5,284,-11.319500127070919,9.3743970834185699,16,36,reduced_scale
strong,0.5,285,-11.747973013230025,-9.6056707991823131,16,36,reduced_scale
strong,0.5,286,-11.747973013230055,9.6056707991822297,16,36,reduced_scale
strong,0.5,287,-12.27546452633837,-10.335817157180493,16,36,reduced_scale
strong,0.5,288,-12.275464526338389,10.335817157180529,16,36,reduced_scale
btc,1.5,0,1.5377239736802344e-14,-1.8724965833211851e-15,16,36,reduced_scale
btc,1.5,1,-0.09301358182182172,1.0158818692467775e-16,16,36,reduced_scale
btc,1.5,2,-0.1771030696892987,-1.0973275147408774,16,36,reduced_scale
btc,1.5,3,-0.17710306968930356,1.0973275147408799,16,36,reduced_scale
btc,1.5,4,-0.25901799671950032,-8.6236503667650086e-16,16,36,reduced_scale
btc,1.5,5,-0.33901862713461134,1.1278873036661801,16,36,reduced_scale
btc,1.5,6,-0.3390186271346125,-1.1278873036661947,16,36,reduced_scale
btc,1.5,7,-0.50067613827873647,6.2972871188015609e-15,16,36,reduced_scale
btc,1.5,8,-0.55861044030811569,-2.3034622732217982,16,36,reduced_scale
btc,1.5,9,-0.55861044030813334,2.3034622732217889,16,36,reduced_scale
btc,1.5,10,-0.57030746881846162,1.1641159310968641,16,36,reduced_scale
btc,1.5,11,-0.57030746881846739,-1.1641159310968592,16,36,reduced_scale
btc,1.5,12,-0.76923546117344532,2.3624120798610297,16,36,reduced_scale
btc,1.5,13,-0.76923546117346953,-2.3624120798610533,16,36,reduced_scale
btc,1.5,14,-0.80851455892899582,-8.700380774445431e-15,16,36,reduced_scale
btc,1.5,15,-0.86894350174810053,-1.203519839826046,16,36,reduced_scale
btc,1.5,16,-0.86894350174810209,1.2035198398260363,16,36,reduced_scale
btc,1.5,17,-1.0459758403061656,-2.429848790427664,16,36,reduced_scale
btc,1.5,18,-1.0459758403061676,2.4298487904276374,16,36,reduced_scale
btc,1.5,19,-1.0737024008154246,3.6157871796799177,16,36,reduced_scale
btc,1.5,20,-1.073702400815437,-3.6157871796799501,16,36,reduced_scale
btc,1.5,21,-1.1761088512816311,4.9308974256264536e-15,16,36,reduced_scale
btc,1.5,22,-1.2291304869239092,1.2433556620904771,16,36,reduced_scale
btc,1.5,23,-1.2291304869239239,-1.243355662090488,16,36,reduced_scale
btc,1.5,24,-1.3264105281016163,-3.6980825220772249,16,36,reduced_scale
btc,1.5,25,-1.3264105281016207,3.6980825220772289,16,36,reduced_scale
btc,1.5,26,-1.3865556129467236,-2.5018508918671198,16,36,reduced_scale
btc,1.5,27,-1.3865556129467262,2.501850891867111,16,36,reduced_scale
btc,1.5,28,-1.5984266128945017,-3.223441842759956e-16,16,36,reduced_scale
btc,1.5,29,-1.6419856629141687,3.790585897590784,16,36,reduced_scale
btc,1.5,30,-1.641985662914172,-3.7905858975908027,16,36,reduced_scale
btc,1.5,31,-1.6456492838865691,1.2822743459564232,16,36,reduced_scale
btc,1.5,32,-1.6456492838865744,-1.2822743459564265,16,36,reduced_scale
btc,1.5,33,-1.6917992613810067,5.018259693764004,16,36,reduced_scale
btc,1.5,34,-1.6917992613810318,-5.0182596937640227,16,36,reduced_scale
btc,1.5,35,-1.7867079484124027,-2.5748833618335079,16,36,reduced_scale
btc,1.5,36,-1.7867079484124069,2.5748833618335283,16,36,reduced_scale
btc,1.5,37,-1.9834964883621191,5.1211640257825852,16,36,reduced_scale
btc,1.5,38,-1.9834964883621424,-5.1211640257825968,16,36,reduced_scale
btc,1.5,39,-2.0187677115324889,3.888960311971549,16,36,reduced_scale
btc,1.5,40,-2.0187677115324969,-3.8889603119715557,16,36,reduced_scale
btc,1.5,41,-2.0715391147872122,2.504656113183992e-15,16,36,reduced_scale
btc,1.5,42,-2.1141967672366357,-1.3197445237210033,16,36,reduced_scale
btc,1.5,43,-2.1141967672366508,1.319744523721001,16,36,reduced_scale
btc,1.5,44,-2.241937987432213,-2.6468410607585104,16,36,reduced_scale
btc,1.5,45,-2.2419379874322272,2.6468410607585202,16,36,reduced_scale
btc,1.5,46,-2.3351195318440725,-5.2351166606367325,16,36,reduced_scale
btc,1.5,47,-2.3351195318440778,5.2351166606367796,16,36,reduced_scale
btc,1.5,48,-2.3970286265595062,6.4987302762592556,16,36,reduced_scale
btc,1.5,49,-2.3970286265595213,-6.4987302762592929,16,36,reduced_scale
btc,1.5,50,-2.4535458340278042,-3.9893597303533515,16,36,reduced_scale
btc,1.5,51,-2.4535458340278087,3.9893597303533648,16,36,reduced_scale
btc,1.5,52,-2.5923102690347575,1.0272780757918719e-15,16,36,reduced_scale
btc,1.5,53,-2.6313147976397167,-1.3556314879274085,16,36,reduced_scale
btc,1.5,54,-2.6313147976397255,1.3556314879274058,16,36,reduced_scale
btc,1.5,55,-2.7256628863445918,6.620638608735236,16,36,reduced_scale
btc,1.5,56,-2.7256628863446228,-6.6206386087352938,16,36,reduced_scale
btc,1.5,57,-2.7455872880589038,-5.355874989208032,16,36,reduced_scale
btc,1.5,58,-2.745587288058962,5.3558749892080417,16,36,reduced_scale
btc,1.5,59,-2.7482304828453139,2.7167130921127338,16,36,reduced_scale
btc,1.5,60,-2.7482304828453477,-2.7167130921127431,16,36,reduced_scale
