phase,omega0_over_kappa,eigen_index,real_lambda_over_kappa,imag_lambda_over_kappa,generated_N,paper_N,parameter_match
btc,1.5,61,-2.9425152318763499,4.0891799314103068,16,36,reduced_scale
btc,1.5,62,-2.9425152318763503,-4.089179931410313,16,36,reduced_scale
btc,1.5,63,-3.1117110244898707,6.7538950447582025,16,36,reduced_scale
btc,1.5,64,-3.111711024489872,-6.7538950447582149,16,36,reduced_scale
btc,1.5,65,-3.1581775219102028,3.2699019730908838e-15,16,36,reduced_scale
btc,1.5,66,-3.1796364508133985,8.0482383149311225,16,36,reduced_scale
btc,1.5,67,-3.1796364508134456,-8.0482383149311651,16,36,reduced_scale
btc,1.5,68,-3.1942043747892281,1.3899689452124266,16,36,reduced_scale
btc,1.5,69,-3.1942043747892295,-1.3899689452124366,16,36,reduced_scale
btc,1.5,70,-3.2124781990911644,-5.4795921136349994,16,36,reduced_scale
btc,1.5,71,-3.2124781990911657,5.4795921136350039,16,36,reduced_scale
btc,1.5,72,-3.302232863106521,-2.7841256902727092,16,36,reduced_scale
btc,1.5,73,-3.3022328631065228,2.7841256902726896,16,36,reduced_scale
btc,1.5,74,-3.481990527235995,-4.1869557528614187,16,36,reduced_scale
btc,1.5,75,-3.4819905272360216,4.1869557528614259,16,36,reduced_scale
btc,1.5,76,-3.5436200325593217,8.1880995171714108,16,36,reduced_scale
btc,1.5,77,-3.5436200325593328,-8.1880995171714268,16,36,reduced_scale
btc,1.5,78,-3.5544912753365234,-6.8945228826728515,16,36,reduced_scale
btc,1.5,79,-3.5544912753365487,6.8945228826728489,16,36,reduced_scale
btc,1.5,80,-3.7326220344606287,5.6034243063580291,16,36,reduced_scale
btc,1.5,81,-3.7326220344606611,-5.6034243063580833,16,36,reduced_scale
btc,1.5,82,-3.7670024815851777,-2.7267241303196037e-15,16,36,reduced_scale
btc,1.5,83,-3.8005597896977856,1.4228544268378067,16,36,reduced_scale
btc,1.5,84,-3.8005597896978016,-1.4228544268378127,16,36,reduced_scale
btc,1.5,85,-3.9011941519249409,-2.849023812069722,16,36,reduced_scale
btc,1.5,86,-3.9011941519249547,2.8490238120697269,16,36,reduced_scale
btc,1.5,87,-3.9629076977992508,8.3393017077779152,16,36,reduced_scale
btc,1.5,88,-3.9629076977992983,-8.3393017077779543,16,36,reduced_scale
btc,1.5,89,-4.032999490843018,9.6599608953656464,16,36,reduced_scale
btc,1.5,90,-4.0329994908430447,-9.6599608953657459,16,36,reduced_scale
btc,1.5,91,-4.0521470758367828,7.0388283093977648,16,36,reduced_scale
btc,1.5,92,-4.0521470758367997,-7.0388283093977657,16,36,reduced_scale
btc,1.5,93,-4.0687383776629416,-4.2819982014998814,16,36,reduced_scale
btc,1.5,94,-4.0687383776629575,4.2819982014998921,16,36,reduced_scale
btc,1.5,95,-4.3027172031157175,-5.7255823786523026,16,36,reduced_scale
btc,1.5,96,-4.3027172031157424,5.725582378652363,16,36,reduced_scale
btc,1.5,97,-4.4169683443249452,9.5408114230918175e-16,16,36,reduced_scale
btc,1.5,98,-4.4310138089330353,-9.8170260162726635,16,36,reduced_scale
btc,1.5,99,-4.4310138089330726,9.8170260162726048,16,36,reduced_scale
btc,1.5,100,-4.4370686785586004,-8.4981627243116176,16,36,reduced_scale
btc,1.5,101,-4.4370686785586058,8.4981627243115891,16,36,reduced_scale
btc,1.5,102,-4.4484456364423632,1.4544040732782815,16,36,reduced_scale
btc,1.5,103,-4.4484456364424236,-1.4544040732783146,16,36,reduced_scale
btc,1.5,104,-4.5428437108637807,-2.9114967227513917,16,36,reduced_scale
btc,1.5,105,-4.5428437108637922,2.911496722751389,16,36,reduced_scale
btc,1.5,106,-4.6020370649137785,-7.1839093431422558,16,36,reduced_scale
btc,1.5,107,-4.6020370649137972,7.1839093431422087,16,36,reduced_scale
btc,1.5,108,-4.7000357663965859,4.3740661715160334,16,36,reduced_scale
btc,1.5,109,-4.7000357663966206,-4.3740661715160201,16,36,reduced_scale
btc,1.5,110,-4.8825595967306397,9.9852550993740099,16,36,reduced_scale
btc,1.5,111,-4.8825595967306752,-9.9852550993739637,16,36,reduced_scale
btc,1.5,112,-4.9197164180643957,5.8450911804002139,16,36,reduced_scale
btc,1.5,113,-4.919716418064489,-5.8450911804002548,16,36,reduced_scale
btc,1.5,114,-4.9523150351774348,-11.328541723281667,16,36,reduced_scale
btc,1.5,115,-4.9523150351775023,11.328541723281692,16,36,reduced_scale
btc,1.5,116,-4.9646395533214474,8.6611980474806689,16,36,reduced_scale
btc,1.5,117,-4.9646395533214687,-8.6611980474807009,16,36,reduced_scale
btc,1.5,118,-5.106507881994534,-7.8145812503069243e-15,16,36,reduced_scale
btc,1.5,119,-5.136209382319735,-1.4847336996295812,16,36,reduced_scale
btc,1.5,120,-5.1362093823197474,1.4847336996295719,16,36,reduced_scale
btc,1.5,121,-5.201239611981892,-7.3277889417506739,16,36,reduced_scale
btc,1.5,122,-5.2012396119819,7.3277889417506588,16,36,reduced_scale
btc,1.5,123,-5.2252805673243907,2.9716917222086829,16,36,reduced_scale
btc,1.5,124,-5.2252805673243916,-2.9716917222086505,16,36,reduced_scale
btc,1.5,125,-5.3736101044618758,-4.4631524853757654,16,36,reduced_scale
btc,1.5,126,-5.373610104461898,4.4631524853758036,16,36,reduced_scale
btc,1.5,127,-5.3832226328193036,11.502242735702158,16,36,reduced_scale
btc,1.5,128,-5.3832226328193489,-11.502242735702131,16,36,reduced_scale
btc,1.5,129,-5.3873565338329383,-10.161238621530998,16,36,reduced_scale
btc,1.5,130,-5.3873565338329454,10.161238621530972,16,36,reduced_scale
btc,1.5,131,-5.5433947308358666,-8.8255514069317318,16,36,reduced_scale
btc,1.5,132,-5.5433947308358889,8.8255514069317478,16,36,reduced_scale
btc,1.5,133,-5.580969219303519,5.9615022407877909,16,36,reduced_scale
btc,1.5,134,-5.5809692193035412,-5.9615022407877811,16,36,reduced_scale
btc,1.5,135,-5.8342516251640717,-1.3139720938943126e-14,16,36,reduced_scale
btc,1.5,136,-5.8469322974150764,7.4692769489721202,16,36,reduced_scale
btc,1.5,137,-5.8469322974151519,-7.4692769489721798,16,36,reduced_scale
btc,1.5,138,-5.8624190682307038,1.5139513460569005,16,36,reduced_scale
btc,1.5,139,-5.8624190682307393,-1.5139513460569067,16,36,reduced_scale
btc,1.5,140,-5.8661623096180628,-11.686838880177275,16,36,reduced_scale
btc,1.5,141,-5.8661623096181099,11.686838880177248,16,36,reduced_scale
btc,1.5,142,-5.9339322884162451,-13.049670148298809,16,36,reduced_scale
btc,1.5,143,-5.93393228841627,13.049670148298864,16,36,reduced_scale
btc,1.5,144,-5.9442115507788857,10.341708787502197,16,36,reduced_scale
btc,1.5,145,-5.9442115507788857,-10.341708787502188,16,36,reduced_scale
btc,1.5,146,-5.946887939384478,3.0297733010322965,16,36,reduced_scale
btc,1.5,147,-5.9468879393844842,-3.02977330103228,16,36,reduced_scale
btc,1.5,148,-6.0875533473777494,-4.5493631858515862,16,36,reduced_scale
btc,1.5,149,-6.0875533473777752,4.5493631858515489,16,36,reduced_scale
btc,1.5,150,-6.1707524479222915,-8.989161885273564,16,36,reduced_scale
btc,1.5,151,-6.1707524479223039,8.9891618852735622,16,36,reduced_scale
btc,1.5,152,-6.2842225284528563,-6.0746737095072119,16,36,reduced_scale
btc,1.5,153,-6.2842225284528634,6.0746737095071914,16,36,reduced_scale
btc,1.5,154,-6.3967285702096861,-13.239555258225758,16,36,reduced_scale
btc,1.5,155,-6.3967285702097465,13.239555258225826,16,36,reduced_scale
btc,1.5,156,-6.4009396922240409,11.879157598315393,16,36,reduced_scale
btc,1.5,157,-6.4009396922240631,-11.879157598315466,16,36,reduced_scale
btc,1.5,158,-6.5365791723192412,7.6077406729433736,16,36,reduced_scale
btc,1.5,159,-6.5365791723193176,-7.6077406729434305,16,36,reduced_scale
btc,1.5,160,-6.5512165321710132,-10.52390651513891,16,36,reduced_scale
btc,1.5,161,-6.5512165321710381,10.523906515138933,16,36,reduced_scale
btc,1.5,162,-6.598989688653786,3.5911031705734811e-15,16,36,reduced_scale
btc,1.5,163,-6.6258181698754379,1.5421548595087871,16,36,reduced_scale
btc,1.5,164,-6.6258181698754601,-1.542154859508823,16,36,reduced_scale
btc,1.5,165,-6.7062702351016732,-3.0859044213164855,16,36,reduced_scale
btc,1.5,166,-6.7062702351017141,3.085904421316505,16,36,reduced_scale
btc,1.5,167,-6.8402446225880773,-4.6328536776747269,16,36,reduced_scale
btc,1.5,168,-6.8402446225880835,4.6328536776747846,16,36,reduced_scale
btc,1.5,169,-6.8441215472531152,9.150697643242431,16,36,reduced_scale
btc,1.5,170,-6.844121547253132,-9.1506976432423883,16,36,reduced_scale
btc,1.5,171,-6.9102774303789083,13.440019556582842,16,36,reduced_scale
btc,1.5,172,-6.9102774303789101,-13.440019556582914,16,36,reduced_scale
btc,1.5,173,-6.9749741429149275,14.819807044160108,16,36,reduced_scale
btc,1.5,174,-6.9749741429150154,-14.819807044160159,16,36,reduced_scale
btc,1.5,175,-6.9865469553789596,-12.076134194279661,16,36,reduced_scale
btc,1.5,176,-6.9865469553790067,12.076134194279659,16,36,reduced_scale
btc,1.5,177,-7.0275672094511359,6.1846305234028573,16,36,reduced_scale
btc,1.5,178,-7.0275672094511537,-6.1846305234028502,16,36,reduced_scale
btc,1.5,179,-7.2060769902692376,10.70575590026473,16,36,reduced_scale
btc,1.5,180,-7.206076990269243,-10.705755900264721,16,36,reduced_scale
btc,1.5,181,-7.2679779057866174,7.7429007978638049,16,36,reduced_scale
btc,1.5,182,-7.2679779057866281,-7.7429007978638289,16,36,reduced_scale
btc,1.5,183,-7.3996430359842709,-9.6675167167653488e-15,16,36,reduced_scale
btc,1.5,184,-7.4252922188816841,-1.569431655851494,16,36,reduced_scale
btc,1.5,185,-7.4252922188816894,1.569431655851496,16,36,reduced_scale
btc,1.5,186,-7.4687573634758184,15.02550312588412,16,36,reduced_scale
btc,1.5,187,-7.4687573634758246,-15.025503125884116,16,36,reduced_scale
btc,1.5,188,-7.4744297247927989,13.648091492992791,16,36,reduced_scale
btc,1.5,189,-7.4744297247928229,-13.648091492992775,16,36,reduced_scale
btc,1.5,190,-7.5022068815622722,-3.1402384333081881,16,36,reduced_scale
btc,1.5,191,-7.5022068815623193,3.1402384333081748,16,36,reduced_scale
btc,1.5,192,-7.5611042246568143,9.3093816137367522,16,36,reduced_scale
btc,1.5,193,-7.5611042246568436,-9.3093816137367362,16,36,reduced_scale
btc,1.5,194,-7.6213153912365676,12.275127400876665,16,36,reduced_scale
btc,1.5,195,-7.6213153912366263,-12.275127400876746,16,36,reduced_scale
btc,1.5,196,-7.630288892867906,-4.7137959623024592,16,36,reduced_scale
btc,1.5,197,-7.630288892867962,4.7137959623025063,16,36,reduced_scale
btc,1.5,198,-7.8093755486762078,6.2914829936053733,16,36,reduced_scale
btc,1.5,199,-7.809375548676301,-6.2914829936053982,16,36,reduced_scale
btc,1.5,200,-7.9064188540545741,10.885843475854319,16,36,reduced_scale
btc,1.5,201,-7.9064188540545794,-10.885843475854317,16,36,reduced_scale
btc,1.5,202,-8.0121913476817372,15.241441191993522,16,36,reduced_scale
btc,1.5,203,-8.0121913476817923,-15.241441191993548,16,36,reduced_scale
btc,1.5,204,-8.0392378894806065,7.8746871742407025,16,36,reduced_scale
btc,1.5,205,-8.0392378894806296,-7.8746871742406963,16,36,reduced_scale
btc,1.5,206,-8.0731067655592135,16.635998877932987,16,36,reduced_scale
btc,1.5,207,-8.0731067655592152,-16.635998877933037,16,36,reduced_scale
btc,1.5,208,-8.0883043988716796,-13.860888461929292,16,36,reduced_scale
btc,1.5,209,-8.0883043988717489,13.860888461929285,16,36,reduced_scale
btc,1.5,210,-8.2352414271737633,8.4324140510859169e-15,16,36,reduced_scale
btc,1.5,211,-8.2598436131531514,1.5958593805505117,16,36,reduced_scale
btc,1.5,212,-8.2598436131532065,-1.5958593805505419,16,36,reduced_scale
btc,1.5,213,-8.3031860165858138,-12.474088000634724,16,36,reduced_scale
btc,1.5,214,-8.3031860165858138,12.474088000634739,16,36,reduced_scale
btc,1.5,215,-8.3195732798638673,-9.4648130520470435,16,36,reduced_scale
btc,1.5,216,-8.3195732798639668,9.4648130520470808,16,36,reduced_scale
btc,1.5,217,-8.3336181562912746,3.1929160919907966,16,36,reduced_scale
btc,1.5,218,-8.3336181562912959,-3.1929160919908401,16,36,reduced_scale
btc,1.5,219,-8.4564703064617941,4.7923622466211686,16,36,reduced_scale
btc,1.5,220,-8.4564703064618278,-4.7923622466211517,16,36,reduced_scale
btc,1.5,221,-8.5970578275379346,-16.857188157964721,16,36,reduced_scale
btc,1.5,222,-8.5970578275379488,16.857188157964625,16,36,reduced_scale
btc,1.5,223,-8.6051465766752386,-15.464818814502875,16,36,reduced_scale
btc,1.5,224,-8.6051465766752422,15.464818814502824,16,36,reduced_scale
btc,1.5,225,-8.6282459259679918,-6.395381284131866,16,36,reduced_scale
btc,1.5,226,-8.6282459259679971,6.3953812841318589,16,36,reduced_scale
btc,1.5,227,-8.6499892687851965,11.063288722037743,16,36,reduced_scale
btc,1.5,228,-8.6499892687852231,-11.063288722037765,16,36,reduced_scale
btc,1.5,229,-8.7504126319316011,-14.075890935921382,16,36,reduced_scale
btc,1.5,230,-8.7504126319316065,14.075890935921487,16,36,reduced_scale
btc,1.5,231,-8.8487353973403131,8.0031475271347574,16,36,reduced_scale
btc,1.5,232,-8.8487353973403238,-8.0031475271348125,16,36,reduced_scale
btc,1.5,233,-9.0299780724454735,-12.671564942984769,16,36,reduced_scale
btc,1.5,234,-9.0299780724454806,12.671564942984785,16,36,reduced_scale
btc,1.5,235,-9.1176759612652098,9.6168290277630888,16,36,reduced_scale
btc,1.5,236,-9.117675961265272,-9.6168290277630195,16,36,reduced_scale
btc,1.5,237,-9.169702634353424,17.088276056159316,16,36,reduced_scale
btc,1.5,238,-9.1697026343534311,-17.088276056159327,16,36,reduced_scale
btc,1.5,239,-9.2263912306372564,18.495746942520302,16,36,reduced_scale
btc,1.5,240,-9.2263912306372937,-18.495746942520363,16,36,reduced_scale
btc,1.5,241,-9.2468285194243709,15.692913307972848,16,36,reduced_scale
btc,1.5,242,-9.2468285194245006,-15.692913307972882,16,36,reduced_scale
btc,1.5,243,-9.4347502268497294,11.237592716291751,16,36,reduced_scale
btc,1.5,244,-9.4347502268497383,-11.237592716291662,16,36,reduced_scale
btc,1.5,245,-9.4588855036828807,-14.291099533153165,16,36,reduced_scale
btc,1.5,246,-9.4588855036829251,14.291099533153199,16,36,reduced_scale
btc,1.5,247,-9.7797593484179952,18.732151772616849,16,36,reduced_scale
btc,1.5,248,-9.7797593484180521,-18.732151772616845,16,36,reduced_scale
btc,1.5,249,-9.7909152265110713,17.326602347062849,16,36,reduced_scale
btc,1.5,250,-9.7909152265111068,-17.326602347062849,16,36,reduced_scale
btc,1.5,251,-9.7995791526860927,-12.866609494802562,16,36,reduced_scale
btc,1.5,252,-9.7995791526860945,12.866609494802573,16,36,reduced_scale
btc,1.5,253,-9.9358836399185861,15.923322401160554,16,36,reduced_scale
btc,1.5,254,-9.9358836399186696,-15.923322401160625,16,36,reduced_scale
btc,1.5,255,-10.211709177966272,-14.505055806377086,16,36,reduced_scale
btc,1.5,256,-10.211709177966364,14.505055806377158,16,36,reduced_scale
btc,1.5,257,-10.380983360616455,-18.978114538419156,16,36,reduced_scale
btc,1.5,258,-10.380983360616522,18.978114538419238,16,36,reduced_scale
btc,1.5,259,-10.433183808223228,20.396912520176077,16,36,reduced_scale
btc,1.5,260,-10.433183808223323,-20.396912520176173,16,36,reduced_scale
btc,1.5,261,-10.459959710454521,-17.569583524044319,16,36,reduced_scale
btc,1.5,262,-10.459959710454569,17.569583524044322,16,36,reduced_scale
btc,1.5,263,-10.670595336312701,-16.154107914606456,16,36,reduced_scale
btc,1.5,264,-10.670595336312756,16.154107914606424,16,36,reduced_scale
btc,1.5,265,-11.015275938394105,-20.648285047233177,16,36,reduced_scale
btc,1.5,266,-11.015275938394185,20.648285047233141,16,36,reduced_scale
btc,1.5,267,-11.02993084564036,-19.231094937784107,16,36,reduced_scale
btc,1.5,268,-11.02993084564036,19.231094937784114,16,36,reduced_scale
btc,1.5,269,-11.17558458138654,17.814926281371925,16,36,reduced_scale
btc,1.5,270,-11.175584581386648,-17.814926281371964,16,36,reduced_scale
btc,1.5,271,-11.644485181664873,-20.90888265464443,16,36,reduced_scale
btc,1.5,272,-11.644485181664908,20.908882654644444,16,36,reduced_scale
btc,1.5,273,-11.692066644246669,-22.337646316204896,16,36,reduced_scale
btc,1.5,274,-11.6920666442468,22.33764631620485,16,36,reduced_scale
btc,1.5,275,-11.725905063577414,19.48863022679037,16,36,reduced_scale
btc,1.5,276,-11.725905063577494,-19.488630226790402,16,36,reduced_scale
btc,1.5,277,-12.302239454836332,-22.603761274082618,16,36,reduced_scale
btc,1.5,278,-12.30223945483635,22.603761274082558,16,36,reduced_scale
btc,1.5,279,-12.320666494063326,-21.176266649322137,16,36,reduced_scale
btc,1.5,280,-12.320666494063369,21.176266649322212,16,36,reduced_scale
btc,1.5,281,-12.958873752954874,-22.878779197530768,16,36,reduced_scale
btc,1.5,282,-12.95887375295497,22.87877919753091,16,36,reduced_scale
btc,1.5,283,-13.001798229212426,-24.316334813851832,16,36,reduced_scale
btc,1.5,284,-13.001798229212438,24.316334813851938,16,36,reduced_scale
btc,1.5,285,-13.639451840005808,24.596984388384818,16,36,reduced_scale
btc,1.5,286,-13.639451840005854,-24.596984388384808,16,36,reduced_scale
btc,1.5,287,-14.361277193706329,-26.331558753160827,16,36,reduced_scale
btc,1.5,288,-14.361277193706329,26.331558753160774,16,36,reduced_scale
