omega0_over_kappa,generated_N,paper_N,parameter_match,steady_residual,mean_sx_over_N,centered_variance_sx_over_N2,paper_mean_tilde_sx_over_N,paper_squared_mean_tilde_sx_over_N2,paper_second_moment_tilde_sx_over_N2,mean_sy_over_N,centered_variance_sy_over_N2,paper_mean_tilde_sy_over_N,paper_squared_mean_tilde_sy_over_N2,paper_second_moment_tilde_sy_over_N2,mean_sz_over_N,centered_variance_sz_over_N2,paper_mean_tilde_sz_over_N,paper_squared_mean_tilde_sz_over_N2,paper_second_moment_tilde_sz_over_N2
0.10000000000000001,24,600,reduced_scale,3.7355434534618617e-16,0,0.010364446717370321,0,0,0.041457786869481282,0.050000000000000079,0.010364446717370312,-0.10000000000000016,0.010000000000000031,0.051457786869481284,-0.49749344243377586,0.00010471463398396984,-0.99498688486755171,0.98999890105843469,0.99041775959437062
0.14999999999999999,24,600,reduced_scale,7.6829513438119499e-16,0,0.010298782748297576,0,0,0.041195130993190304,0.074999999999999858,0.010298782748297597,-0.14999999999999972,0.022499999999999919,0.063695130993190296,-0.49434157191828282,0.00023717811009937861,-0.98868314383656564,0.97749435890655512,0.97844307134695263
0.20000000000000001,24,600,reduced_scale,3.861161261786575e-16,0,0.01020611060028666,0,0,0.040824442401146639,0.099999999999999922,0.010206110600286672,-0.19999999999999984,0.039999999999999938,0.080824442401146626,-0.48989330881375776,0.00042565811226813466,-0.97978661762751551,0.95998181608196731,0.96168444853103985
0.25,24,600,reduced_scale,1.2771580505113463e-15,0,0.01008564905120816,0,0,0.040342596204832638,0.12500000000000047,0.010085649051208068,-0.25000000000000094,0.062500000000000472,0.10284259620483274,-0.48411115445799507,0.00067342536026416947,-0.96822230891599015,0.9374544394826112,0.94014814092366783
0.29999999999999999,24,600,reduced_scale,1.3157400756277806e-15,0,0.0099363337628392227,0,0,0.039745335051356891,0.15000000000000041,0.009936333762839129,-0.30000000000000082,0.090000000000000482,0.12974533505135699,-0.47694402061628821,0.00098506700602449563,-0.95388804123257642,0.90990239520652139,0.91384266323061936
0.34999999999999998,24,600,reduced_scale,1.2986793316310945e-15,0,0.0097567629932839694,0,0,0.039027051973135878,0.17500000000000049,0.0097567629932838306,-0.35000000000000098,0.12250000000000069,0.16152705197313602,-0.46832462367763467,0.001366854203967242,-0.93664924735526933,0.87731181257119262,0.88277922938706155
0.40000000000000002,24,600,reduced_scale,8.9207467719945451e-16,0,0.0095451182432167783,0,0,0.038180472972867113,0.19999999999999954,0.0095451182432159786,-0.39999999999999908,0.15999999999999928,0.1981804729728632,-0.45816567567438859,0.0018273104807317155,-0.91633135134877719,0.83966314546467613,0.84697238738760305
0.44999999999999996,24,600,reduced_scale,1.3417823364661724e-15,0,0.0092990471750889966,0,0,0.037196188700355987,0.22499999999982914,0.0092990471749897982,-0.44999999999965828,0.20249999999969248,0.23969618869965167,-0.44635426440097542,0.0023781096343956027,-0.89270852880195084,0.79692851739574344,0.80644095593332588
0.5,24,600,reduced_scale,1.1464937985423589e-15,0,0.0090154865456295134,0,0,0.036061946182518054,0.24999999998371172,0.0090154865379376749,-0.49999999996742345,0.2499999999674235,0.28606194611917418,-0.43274335390788665,0.0030355499064638439,-0.8654867078157733,0.74906724140578573,0.76120944103164112
0.54999999999999993,24,600,reduced_scale,1.0183852150066158e-15,0,0.0086903837377772814,0,0,0.034761534951109126,0.27499999912289708,0.0086903834031048319,-0.54999999824579415,0.30249999807037359,0.33726153168279294,-0.41713840559229293,0.0038231172547775502,-0.83427681118458585,0.69601779768032113,0.71131026669943132
0.59999999999999998,24,600,reduced_scale,1.3865690595103903e-15,0,0.0083182383255891411,0,0,0.033272953302356564,0.2999999709669553,0.0083182295619096402,-0.5999999419339106,0.35999993032069605,0.39327284856833461,-0.39927502026207035,0.0047763410603838506,-0.79855004052414069,0.63768216722110682,0.65678753146264224
0.64999999999999991,24,600,reduced_scale,1.7963354750138015e-15,0,0.0078913844790630787,0,0,0.031565537916252315,0.32499937316432287,0.0078912399582220759,-0.64999874632864574,0.42249837022881109,0.45406333006169941,-0.37877809718599709,0.0059532694310007678,-0.75755619437199417,0.5738913876313787,0.59770446535538169
0.69999999999999996,24,600,reduced_scale,1.8907381207118819e-15,0,0.0073998475304713528,0,0,0.029599390121885411,0.34999078656720045,0.0073983191856983564,-0.6999815731344009,0.48997420272771058,0.51956747947050408,-0.35507861038986149,0.0074607963788409191,-0.71015722077972299,0.50432327822558021,0.53416646374094379
0.74999999999999989,24,600,reduced_scale,1.9485104687649149e-15,0,0.0068403410103372074,0,0,0.02736136404134883,0.37490508711582421,0.0068302255373627269,-0.74981017423164842,0.56221529738129505,0.58953619953074599,-0.32723959739015313,0.0095231883402400932,-0.65447919478030625,0.42834301640027811,0.46643576976123846
0.79999999999999993,24,600,reduced_scale,2.5559474237475718e-15,0,0.0062759484263091754,0,0,0.025103793705236702,0.39930378553482782,0.0062396860239346047,-0.79860757106965563,0.63777405256977504,0.66273279666551355,-0.29370320109014864,0.01261261541004551,-0.58740640218029727,0.34504628132240112,0.39549674296258314
0.84999999999999987,24,600,reduced_scale,2.731645319315642e-15,0,0.0060353096455982354,0,0,0.024141238582392942,0.42135511162156258,0.0060226200043032273,-0.84271022324312517,0.71016052035847776,0.73425100037569069,-0.25253129520856371,0.017463218534097665,-0.50506259041712742,0.25508822023885896,0.3249410943752496
0.89999999999999991,24,600,reduced_scale,2.6567406318154775e-15,0,0.0069628947287057796,0,0,0.027851578914823118,0.43645056156114664,0.0074400516668640115,-0.87290112312229329,0.76195637074816103,0.79171657741561707,-0.20374287312225456,0.024430135902612195,-0.40748574624450912,0.16604463339244446,0.26376517700289326
0.94999999999999996,24,600,reduced_scale,3.2506466979165898e-15,0,0.010047219531196331,0,0,0.040188878124785325,0.43890325853691997,0.012169213384829729,-0.87780651707383994,0.77054428141730569,0.81922113495662463,-0.15296293116757639,0.032583171751604155,-0.30592586233515279,0.093590633245506871,0.22392332025192349
0.99999999999999989,24,600,reduced_scale,2.5026136244169411e-15,0,0.015311749390732952,0,0,0.06124699756293181,0.42779607343091758,0.020126665513334432,-0.85559214686183516,0.73203792177164406,0.81254458382498174,-0.10919660715647073,0.040461538971870395,-0.21839321431294145,0.047695596057938376,0.20954175194541996
1.05,24,600,reduced_scale,2.4700483686290815e-15,0,0.0216977683361371,0,0,0.0867910733445484,0.4081701862840601,0.029204649600421684,-0.8163403725681202,0.66641160388465737,0.7832302022863441,-0.077183306606198501,0.047370751606943762,-0.154366613212397,0.023829051274665777,0.21331205770244083
1.0999999999999999,24,600,reduced_scale,2.0960311309943166e-15,0,0.028116502634049918,0,0,0.11246601053619967,0.38578695832465443,0.037559430737113257,-0.77157391664930886,0.59532630885355453,0.74556403180200759,-0.055792404143799941,0.053213030388636437,-0.11158480828759988,0.012451169440580421,0.22530329099512617
1.1499999999999999,24,600,reduced_scale,2.3024218486538307e-15,0,0.034004843188961381,0,0,0.13601937275584552,0.36396474774447013,0.044547127345155028,-0.72792949548894026,0.52988135040278317,0.7080698597834032,-0.041821876361801645,0.058061955856099315,-0.08364375272360329,0.0069962773696872916,0.23924410079408454
1.2,24,600,reduced_scale,1.8847147589626804e-15,0,0.039204735932857462,0,0,0.15681894373142985,0.34394490105918535,0.050219963866936154,-0.6878898021183707,0.4731923798584512,0.67407223532619587,-0.032540499093488551,0.06205165448767358,-0.065080998186977101,0.0042355363250133164,0.25244215427570765
1.25,24,600,reduced_scale,2.4068521142338189e-15,0,0.043740098959817383,0,0,0.17496039583926953,0.32595737379421341,0.054825156035375237,-0.65191474758842682,0.42499283812328226,0.64429346226478323,-0.02616254171111378,0.06533539021853435,-0.05232508342222756,0.0027379143551430739,0.26407947522928049
1.3,24,600,reduced_scale,1.6300625471022136e-15,0,0.047691570402739615,0,0,0.19076628161095846,0.30986260180287201,0.058604818968247749,-0.61972520360574401,0.38405932798418091,0.6184786038571719,-0.021612724683977642,0.068055002098035333,-0.043225449367955283,0.0018684394730616662,0.27408844786520298
1.3500000000000001,24,600,reduced_scale,2.0365114911279115e-15,0,0.051146452168166739,0,0,0.20458580867266696,0.29542482041706902,0.061749925987237053,-0.59084964083413805,0.34910329807382995,0.59610300202277822,-0.018250773416146272,0.070328039929184516,-0.036501546832292543,0.0013323629211500457,0.28264452263788808
1.3999999999999999,24,600,reduced_scale,1.4887070406646992e-15,0,0.05418277307977945,0,0,0.2167310923191178,0.28240937970032487,0.064402414780146786,-0.56481875940064974,0.31902023097088905,0.57662989009147614,-0.015688315498106276,0.072246964487516718,-0.031376630996212553,0.00098449297267248618,0.28997235092273932
1.45,24,600,reduced_scale,1.7392257270712356e-15,0,0.056866057652248253,0,0,0.22746423060899301,0.27061102141453997,0.066666717105639553,-0.54122204282907993,0.29292129964408242,0.55958816806664069,-0.013682619440800859,0.073883019589663146,-0.027365238881601719,0.00074885629904712647,0.29628093465769972
1.5,24,600,reduced_scale,1.7172529692898833e-15,0,0.059250192624056619,0,0,0.23700077049622648,0.25985786213735018,0.068620299375170765,-0.51971572427470036,0.27010443405837636,0.54458563155905937,-0.012076893859409745,0.075290881454220374,-0.02415378771881949,0.00058340546116579528,0.3017469312780473
1.55,24,600,reduced_scale,1.7762851735273485e-15,0,0.061379298295562386,0,0,0.24551719318224954,0.25000788592331774,0.070321476127574861,-0.50001577184663548,0.25001577209538661,0.53130167660568606,-0.010766540553913637,0.076512697490850351,-0.021533081107827274,0.00046367358199626791,0.30651446354539769
1.5999999999999999,24,600,reduced_scale,1.7566099446172648e-15,0,0.063289592452232993,0,0,0.25315836980893197,0.24094385599318721,0.071814869671045389,-0.48188771198637442,0.23221576696346291,0.51947524564764447,-0.0096796576702704654,0.07758123369657563,-0.019359315340540931,0.00037478309045450343,0.31069971787675699
1.6499999999999999,24,600,reduced_scale,2.0263550998449117e-15,0,0.065010971673645931,0,0,0.26004388669458373,0.23256854413213132,0.073135176932237228,-0.46513708826426264,0.21635251087895646,0.50889321860790537,-0.0087654579987307274,0.078522223753783538,-0.017530915997461455,0.00030733301571004998,0.31439622803084416
1.7,24,600,reduced_scale,1.7144670236384852e-15,0,0.066568280041167854,0,0,0.26627312016467142,0.22480075718634318,0.074309782489616366,-0.44960151437268636,0.20214152172621291,0.49938065168467838,-0.0079871844946975811,0.079356095254843578,-0.015974368989395162,0.00025518046460934978,0.31767956148398363
1.75,24,600,reduced_scale,1.5684012357051002e-15,0,0.067982306632928674,0,0,0.2719292265317147,0.21757216901029316,0.075360594632485137,-0.43514433802058633,0.18935059491137426,0.49079297344131478,-0.007317650622020902,0.080099235329450014,-0.014635301244041804,0.00021419204250385158,0.32061113336030389
1.8,24,600,reduced_scale,1.6335438715165263e-15,0,0.069270565726970809,0,0,0.27708226290788324,0.21082483404925115,0.076305355760147478,-0.42164966809850229,0.17778844260757717,0.48300986564816711,-0.0067363558724740672,0.080764922703880193,-0.013472711744948134,0.00018151396176246338,0.32324120477728324
1.8499999999999999,24,600,reduced_scale,1.7261484885217486e-15,0,0.070447908154527866,0,0,0.28179163261811147,0.20450924213193486,0.077158592890799252,-0.40901848426386972,0.16729612046951342,0.47593049203271043,-0.006227572575977061,0.081364019510438812,-0.012455145151954122,0.00015513064075624625,0.32561120868251148
1.8999999999999999,24,600,reduced_scale,2.3010785755556304e-15,0,0.071527002815935645,0,0,0.28610801126374258,0.19858279226701217,0.077932318088997823,-0.39716558453402434,0.15774050153825325,0.46946977389424455,-0.0057790472600500534,0.081905489656602729,-0.011558094520100107,0.0001335895489355681,0.32775554817534647
1.95,24,600,reduced_scale,1.8648904491899579e-15,0,0.072518718469298762,0,0,0.29007487387719505,0.19300858810230595,0.078636552362302742,-0.3860171762046119,0.14900926032498241,0.46355546977419337,-0.0053811003143651474,0.082396791179893,-0.010762200628730295,0.00011582496237304273,0.329702989681945
2,24,600,reduced_scale,1.7831311422609555e-15,0,0.073432428649050502,0,0,0.29372971459620201,0.18775448026297484,0.079279722989577098,-0.37550896052594968,0.14100697943527923,0.45812587139358762,-0.0050259896273393903,0.082844176264151789,-0.010051979254678781,0.00010104228693649258,0.33147774734354363
