rank_descending,open_bitstring,probability,scaled_Np,conditional_probability,scaled_conditional_Lp
795,010010000011,6.27949954720793719e-06,1.64613312930327749e+00,4.02901527604675224e-04,1.65028465706874972e+00
796,010011010110,6.27620384628556521e-06,1.64526918108068321e+00,4.02690070795709879e-04,1.64941852997922767e+00
797,111100010111,6.26758413900330352e-06,1.64300957653488200e+00,4.02137018246630121e-04,1.64715322673819697e+00
798,011011101100,6.25234192337967911e-06,1.63901392116244260e+00,4.01159056243022933e-04,1.64314749437142193e+00
799,110100100110,6.24674055264339901e-06,1.63754555543215119e+00,4.00799664414205805e-04,1.64167542544058698e+00
800,101010110011,6.24078094247927087e-06,1.63598327938528598e+00,4.00417287439575205e-04,1.64010920935250004e+00
801,100011101110,6.23748069655547601e-06,1.63511813971783870e+00,4.00205539016922724e-04,1.63924188781331548e+00
802,111111100111,6.23728733373244388e-06,1.63506745081395777e+00,4.00193132586092409e-04,1.63919107107263451e+00
803,001101100101,6.23596162048300889e-06,1.63471992303989788e+00,4.00108072958434580e-04,1.63884266683774804e+00
804,100111010111,6.23463564492737626e-06,1.63437232650384212e+00,4.00022996500841953e-04,1.63849419366744864e+00
805,000100010000,6.23066407001962810e-06,1.63333120197122539e+00,3.99768174665869494e-04,1.63745044343140145e+00
806,101100101100,6.22018569466103145e-06,1.63058435874122143e+00,3.99095867357451785e-04,1.63469667269612251e+00
807,111010001010,6.21394650060247467e-06,1.62894879145393512e+00,3.98695551886717767e-04,1.63305698052799597e+00
808,111000001111,6.21142061438920229e-06,1.62828664553844304e+00,3.98533487472789200e-04,1.63239316468854456e+00
809,011101011111,6.20978745107420065e-06,1.62785852157439526e+00,3.98428701416273792e-04,1.63196396100105745e+00
810,010001011111,6.19801189591506774e-06,1.62477163044275952e+00,3.97673165226432497e-04,1.62886928476746751e+00
811,001011100101,6.19512059567694412e-06,1.62401369343313684e+00,3.97487655334450467e-04,1.62810943624990911e+00
812,011000110001,6.19165629457902622e-06,1.62310554768612425e+00,3.97265380900964035e-04,1.62719900017034869e+00
813,110001010111,6.18389202741076119e-06,1.62107019163356658e+00,3.96767214593393312e-04,1.62515851097453901e+00
814,000010010101,6.18102227651828814e-06,1.62031790365561013e+00,3.96583087337752964e-04,1.62440432573543614e+00
815,010011011101,6.17800075261404314e-06,1.61952582929325573e+00,3.96389222112098817e-04,1.62361025377115675e+00
816,110111001001,6.17663833351376731e-06,1.61916867930063302e+00,3.96301807385397741e-04,1.62325220305058915e+00
817,101001011111,6.17278569955708543e-06,1.61815873442469260e+00,3.96054616969222144e-04,1.62223971110593390e+00
818,011010111000,6.16627460582286608e-06,1.61645189026882941e+00,3.95636856032674153e-04,1.62052856230983333e+00
819,001011010011,6.16565978508893277e-06,1.61629071870235319e+00,3.95597408269195172e-04,1.62036698427062342e+00
820,110001010001,6.16335774801599852e-06,1.61568725349590592e+00,3.95449706331116291e-04,1.61976199713225233e+00
821,010010010100,6.16331659530007591e-06,1.61567646555834310e+00,3.95447065914951662e-04,1.61975118198764201e+00
822,101010111100,6.16162660995513370e-06,1.61523344604007857e+00,3.95338634077034058e-04,1.61930704517953150e+00
823,100010011111,6.15606298970906623e-06,1.61377497637429346e+00,3.94981664372792327e-04,1.61784489727095737e+00
824,100101001010,6.15424458792203469e-06,1.61329829325623386e+00,3.94864993155239668e-04,1.61736701196386168e+00
825,011110010110,6.14667441439420288e-06,1.61131381768695392e+00,3.94379280168772120e-04,1.61537753157129060e+00
826,110111100010,6.14259147610638422e-06,1.61024349991243199e+00,3.94117313102621230e-04,1.61430451446833656e+00
827,101001010101,6.13642378143510388e-06,1.60862667576052387e+00,3.93721585133190470e-04,1.61268361270554816e+00
828,101011000101,6.12249453916798191e-06,1.60497520847565145e+00,3.92827865347782686e-04,1.60902293646451788e+00
829,101001011001,6.12110635727358721e-06,1.60461130492112725e+00,3.92738797643956913e-04,1.60865811514964752e+00
830,000001011000,6.11446164768109069e-06,1.60286943416971184e+00,3.92312463725914568e-04,1.60691185142134607e+00
831,101011001101,6.11306727761018449e-06,1.60250390842184420e+00,3.92222998979975686e-04,1.60654540382198041e+00
832,110010000000,6.10152904695651837e-06,1.59947923048536955e+00,3.91482689864373597e-04,1.60351309768447425e+00
833,001000101000,6.10122690677107453e-06,1.59940002624859656e+00,3.91463304124896913e-04,1.60343369369557776e+00
834,000111111101,6.09885762652638649e-06,1.59877893364813306e+00,3.91311287770292223e-04,1.60281103470711694e+00
835,111111110110,6.09726489012347745e-06,1.59836140735652887e+00,3.91209095561346381e-04,1.60239245541927477e+00
836,101010110110,6.09148394521640054e-06,1.59684596733480810e+00,3.90838182001030038e-04,1.60087319347621904e+00
837,010101111010,6.08869255876245093e-06,1.59611422212422394e+00,3.90659082718041578e-04,1.60013960281309831e+00
838,100001010010,6.08805290897621739e-06,1.59594654177066153e+00,3.90618041887626959e-04,1.59997149957172002e+00
839,111001011010,6.08687649424352174e-06,1.59563815170697376e+00,3.90542561462899410e-04,1.59966233175203598e+00
840,111101111110,6.08070231138249773e-06,1.59401962671505348e+00,3.90146417202084364e-04,1.59803972485973755e+00
841,001100001110,6.07727472647053891e-06,1.59312110589589295e+00,3.89926498530756953e-04,1.59713893798198048e+00
842,000000100011,6.07496973464011547e-06,1.59251686611749843e+00,3.89778607011279641e-04,1.59653317431820141e+00
843,110100111011,6.07089167924844214e-06,1.59144782836490362e+00,3.89516953238616746e-04,1.59546144046537419e+00
844,010011101010,6.07080601444593359e-06,1.59142537185091482e+00,3.89511456864338344e-04,1.59543892731632986e+00
845,100100101010,6.06482289518760391e-06,1.58985693303605924e+00,3.89127571513141245e-04,1.59386653291782654e+00
846,100110011110,6.06182891822375244e-06,1.58907207993884736e+00,3.88935473737947446e-04,1.59307970043063274e+00
847,100001011110,6.05663859088552485e-06,1.58771146676909503e+00,3.88602455031979101e-04,1.59171565581098640e+00
848,111101111101,6.04614544881901323e-06,1.58496075253521140e+00,3.87929200270801481e-04,1.58895800430920286e+00
849,011000110111,6.04611811015766529e-06,1.58495358586917101e+00,3.87927446183817799e-04,1.58895081956891771e+00
850,000110001101,6.04345252781916989e-06,1.58425481945262847e+00,3.87756418669911299e-04,1.58825029087195668e+00
851,010000101101,6.04034837268221995e-06,1.58344108380840787e+00,3.87557251708086302e-04,1.58743450299632149e+00
852,000000001100,6.03902825373258271e-06,1.58309502254647416e+00,3.87472551018575907e-04,1.58708756897208692e+00
853,000011110000,6.03555366555115441e-06,1.58218418010224182e+00,3.87249616551335260e-04,1.58617442939426923e+00
854,111100101101,6.03450371534815301e-06,1.58190894195622622e+00,3.87182250268796647e-04,1.58589849710099107e+00
855,110011000101,6.02440869855933172e-06,1.57926259387513745e+00,3.86534539785686698e-04,1.58324547496217272e+00
856,001010101100,6.01842934387095240e-06,1.57769514191970694e+00,3.86150895974595170e-04,1.58167406991194182e+00
857,100011001111,6.01574192984093834e-06,1.57699065245622294e+00,3.85978467708638837e-04,1.58096780373458468e+00
858,101110111101,6.01167119736946221e-06,1.57592353436322030e+00,3.85717283784840781e-04,1.57989799438270784e+00
859,101101101000,6.00339985551344425e-06,1.57375525172371633e+00,3.85186582851736691e-04,1.57772424336071349e+00
860,110000011100,5.99975062590778010e-06,1.57279862807796911e+00,3.84952443144957670e-04,1.57676520712174661e+00
861,001001111110,5.99121514312167872e-06,1.57056110247848935e+00,3.84404794558074203e-04,1.57452203850987194e+00
862,001010001100,5.98318465782074643e-06,1.56845595893976175e+00,3.83889547320483257e-04,1.57241158582469942e+00
863,000111110001,5.98088867724315531e-06,1.56785408140722970e+00,3.83742233975668497e-04,1.57180819036433816e+00
864,111100110100,5.97989163228989136e-06,1.56759271205500128e+00,3.83678262168402528e-04,1.57154616184177676e+00
865,011111001100,5.97494320510747248e-06,1.56629551155969327e+00,3.83360764116838287e-04,1.57024568982256962e+00
866,010011001110,5.97274627585918009e-06,1.56571959973882890e+00,3.83219806044698616e-04,1.56966832555908553e+00
867,110101010011,5.96958510782227657e-06,1.56489091850496287e+00,3.83016981054982715e-04,1.56883755440120920e+00
868,110011110011,5.96602593594133893e-06,1.56395790295140635e+00,3.82788619578553401e-04,1.56790218579375473e+00
869,010001101110,5.96034524307026078e-06,1.56246874339941044e+00,3.82424138329943715e-04,1.56640927059944945e+00
870,010001011000,5.95594777854966965e-06,1.56131597446012460e+00,3.82141990818089642e-04,1.56525359439089518e+00
871,000010100010,5.95044036139191707e-06,1.55987223809672271e+00,3.81788627183084477e-04,1.56380621694191402e+00
872,010110001011,5.94332860201332776e-06,1.55800793304618179e+00,3.81332326693523268e-04,1.56193721013667131e+00
873,000100111110,5.93916197729058509e-06,1.55691567737486314e+00,3.81064990187942188e-04,1.56084219980981120e+00
874,011001111111,5.93382928158081014e-06,1.55551774319071989e+00,3.80722836926911297e-04,1.55944074005262867e+00
875,111110010101,5.93311763336446463e-06,1.55533118888069422e+00,3.80677176575902880e-04,1.55925371525489820e+00
876,000110101111,5.93199847329466073e-06,1.55503780778335554e+00,3.80605369690916557e-04,1.55895959425399422e+00
877,101110111111,5.92737092124519493e-06,1.55382472277890038e+00,3.80308459439425406e-04,1.55774344986388646e+00
878,110111000010,5.92248802770983598e-06,1.55254470153596724e+00,3.79995166118877006e-04,1.55646020042292021e+00
879,101001010001,5.91891769293207718e-06,1.55160875969598644e+00,3.79766088415278973e-04,1.55552189814898267e+00
880,100110100111,5.91497855923121199e-06,1.55057613943110684e+00,3.79513348053792164e-04,1.55448667362833270e+00
881,101001011110,5.89181432359302517e-06,1.54450377404396999e+00,3.78027098098002287e-04,1.54839899380941737e+00
882,111101111100,5.88754125692371284e-06,1.54338361525500978e+00,3.77752932127341809e-04,1.54727600999359205e+00
883,101101010010,5.88674721871135593e-06,1.54317546290186969e+00,3.77701985518248207e-04,1.54706733268274466e+00
884,100010001100,5.88152371764023651e-06,1.54180615343708216e+00,3.77366838338894634e-04,1.54569456983611242e+00
885,000001100001,5.87997146629837251e-06,1.54139924006132056e+00,3.77267243708436927e-04,1.54528663022975765e+00
886,000111011001,5.87835989026961683e-06,1.54097677507483843e+00,3.77163842722585203e-04,1.54486309979170899e+00
887,111000101110,5.87040411873620595e-06,1.53889121730198397e+00,3.76653389225457380e-04,1.54277228226747343e+00
888,000110010100,5.86580442594020920e-06,1.53768543543367020e+00,3.76358266462873011e-04,1.54156345943192785e+00
889,001000010001,5.85691388471236377e-06,1.53535483339403789e+00,3.75787836826720859e-04,1.53922697964224864e+00
890,101001010011,5.85664710249534565e-06,1.53528489803653989e+00,3.75770719704254948e-04,1.53915686790862827e+00
891,111100111011,5.84685928613423756e-06,1.53271908070437357e+00,3.75142719632886505e-04,1.53658457961630313e+00
892,110001011011,5.84620359553494328e-06,1.53254719534791217e+00,3.75100649601332967e-04,1.53641226076705983e+00
893,110000011001,5.84583149066978250e-06,1.53244965029013946e+00,3.75076774829549708e-04,1.53631446970183561e+00
894,011000110100,5.83884425001668666e-06,1.53061798707637431e+00,3.74628463636641779e-04,1.53447818705568473e+00
895,001100010111,5.82869433145965902e-06,1.52795724682616085e+00,3.73977230578824643e-04,1.53181073645086574e+00
896,111000010111,5.82840126128427547e-06,1.52788042023810511e+00,3.73958426783956943e-04,1.53173371610708764e+00
897,001101101110,5.82798735983223309e-06,1.52777191845586091e+00,3.73931870284342294e-04,1.53162494068466604e+00
898,111010100100,5.82737528545768697e-06,1.52761146683101989e+00,3.73892598731146331e-04,1.53146408440277537e+00
899,000100001110,5.82670816042938938e-06,1.52743658400760185e+00,3.73849795050537116e-04,1.53128876052700003e+00
900,001101000111,5.81697296700801996e-06,1.52488456146335039e+00,3.73225171341034546e-04,1.52873030181287750e+00
901,010010110001,5.81340365980596534e-06,1.52394888899617498e+00,3.72996159568139739e-04,1.52779226959110037e+00
902,000101001111,5.81104842447683575e-06,1.52333147818605563e+00,3.72845044355081577e-04,1.52717330167841414e+00
903,101110111110,5.80777360271001718e-06,1.52247300330881474e+00,3.72634927182118188e-04,1.52631266173795610e+00
904,100111110010,5.80684602950845274e-06,1.52222984555946383e+00,3.72575412780203562e-04,1.52606889074771379e+00
905,000010001100,5.80604257927895543e-06,1.52201922590250249e+00,3.72523862282845425e-04,1.52585773991053486e+00
906,000010001110,5.80285684486917153e-06,1.52118410474138410e+00,3.72319461080075132e-04,1.52502051258398774e+00
907,011001011101,5.80263461626435087e-06,1.52112584884600199e+00,3.72305202580064669e-04,1.52496210976794488e+00
908,110101101100,5.79716266036381825e-06,1.51969140843841277e+00,3.71954114189224614e-04,1.52352405171906402e+00
909,111000000101,5.78875440493756101e-06,1.51748723472795199e+00,3.71414628688786013e-04,1.52131431910926751e+00
910,111011001000,5.78773014840441267e-06,1.51721873202332636e+00,3.71348910948261942e-04,1.52104513924408091e+00
911,010000001110,5.78603970322116187e-06,1.51677559196120826e+00,3.71240449606471306e-04,1.52060088158810647e+00
912,111101101110,5.78455615894014395e-06,1.51638668972920510e+00,3.71145263317723662e-04,1.52021099854939612e+00
913,110110110110,5.77180548391962964e-06,1.51304417677662739e+00,3.70327162065365082e-04,1.51686005581973538e+00
914,111111101011,5.77029040323486663e-06,1.51264700746560088e+00,3.70229952356574375e-04,1.51646188485252864e+00
915,001001010010,5.76888435360327914e-06,1.51227841999097801e+00,3.70139738233586418e-04,1.51609236780476997e+00
916,000111101010,5.76740579568998371e-06,1.51189082490535509e+00,3.70044871877208813e-04,1.51570379520904730e+00
917,000010110010,5.75144401541094121e-06,1.50770653997588577e+00,3.69020741592722033e-04,1.51150895756378945e+00
918,010101111110,5.74624949105482611e-06,1.50634482658307634e+00,3.68687453600179853e-04,1.51014380994633668e+00
919,000000110000,5.73802989697473246e-06,1.50419010931254427e+00,3.68160072877199689e-04,1.50798365850500993e+00
920,000100001001,5.73589683434516821e-06,1.50363093974257978e+00,3.68023212577192214e-04,1.50742307871617931e+00
921,001100011111,5.73501478885159422e-06,1.50339971680871232e+00,3.67966619297089854e-04,1.50719127264088004e+00
922,000101101011,5.71306415228882211e-06,1.49764548913760098e+00,3.66558235565783090e-04,1.50142253287744754e+00
923,111111101001,5.69942691934988299e-06,1.49407057034605573e+00,3.65683251509793734e-04,1.49783859818411513e+00
924,001101011100,5.69426528026041869e-06,1.49271747762858720e+00,3.65352073482236729e-04,1.49648209298324164e+00
925,101011101101,5.68297826438154724e-06,1.48975865413803632e+00,3.64627882660100680e-04,1.49351580737577239e+00
926,010011010100,5.68017582681515871e-06,1.48902401194463296e+00,3.64448074322186769e-04,1.49277931242367701e+00
927,101000001011,5.67567388271215274e-06,1.48784385430969457e+00,3.64159223253298899e-04,1.49159617844551229e+00
928,111100001010,5.67313550719533014e-06,1.48717843439821262e+00,3.63996357508079296e-04,1.49092908035309279e+00
929,111011000010,5.66940998295737708e-06,1.48620181057237866e+00,3.63757322630329063e-04,1.48994999349382784e+00
930,000100000001,5.66909344616052609e-06,1.48611883235030495e+00,3.63737013184005256e-04,1.48986680600168553e+00
931,100110110010,5.66905263180007034e-06,1.48610813311059764e+00,3.63734394477203504e-04,1.48985607977862555e+00
932,011111010000,5.66812305225636741e-06,1.48586444941069318e+00,3.63674751345553890e-04,1.48961178151138873e+00
933,100101010110,5.66771039248968708e-06,1.48575627312881653e+00,3.63648274514219352e-04,1.48950333241024246e+00
934,101000101101,5.66401718965597269e-06,1.48478812216517531e+00,3.63411313423248517e-04,1.48853273978162592e+00
935,100001101011,5.66327337358271836e-06,1.48459313524446812e+00,3.63363589137273481e-04,1.48833726110627218e+00
936,001000101011,5.65382444479106453e-06,1.48211615525530882e+00,3.62757332569251607e-04,1.48585403420365458e+00
937,101110110010,5.64562896566627837e-06,1.47996775957562088e+00,3.62231499095739097e-04,1.48370022029614734e+00
938,111000111101,5.64126442294854519e-06,1.47882362088942343e+00,3.61951463893084703e-04,1.48255319610607494e+00
939,101111111001,5.63920491471999408e-06,1.47828373316435813e+00,3.61819322946953616e-04,1.48201194679072201e+00
940,101000000101,5.63733488705630761e-06,1.47779351663248870e+00,3.61699339340505667e-04,1.48152049393871121e+00
941,001001011010,5.63336188121327213e-06,1.47675201698877201e+00,3.61444425694711568e-04,1.48047636764553858e+00
942,001001100101,5.63064164975114260e-06,1.47603892463236352e+00,3.61269891816129245e-04,1.47976147687886539e+00
943,110100110110,5.61878996461623416e-06,1.47293207648435809e+00,3.60509471019910318e-04,1.47664679329755266e+00
944,100101110010,5.60897052670098755e-06,1.47035796975150368e+00,3.59879442065129797e-04,1.47406619469877165e+00
945,100001010011,5.60825934113425467e-06,1.47017153672229806e+00,3.59833811398371556e-04,1.47387929148772989e+00
946,000010000110,5.60417974984896903e-06,1.46910209634440814e+00,3.59572059080613183e-04,1.47280715399419160e+00
947,000000010101,5.60034793362684557e-06,1.46809760871267581e+00,3.59326204359582081e-04,1.47180013305684820e+00
948,110011100000,5.58768674108128971e-06,1.46477855305401361e+00,3.58513844428738604e-04,1.46847270678011332e+00
949,111010011110,5.58550055745574644e-06,1.46420545813367919e+00,3.58373575810875969e-04,1.46789816652134797e+00
950,100100111110,5.58472051412284239e-06,1.46400097445421840e+00,3.58323527132941970e-04,1.46769316713653031e+00
951,011110010111,5.58020993129699186e-06,1.46281855222991863e+00,3.58034121791439802e-04,1.46650776285773743e+00
952,110111010110,5.57221774048086247e-06,1.46072344736061521e+00,3.57521331581882687e-04,1.46440737415939148e+00
953,011011100010,5.57113940717769758e-06,1.46044076875519035e+00,3.57452144199696257e-04,1.46412398264195587e+00
954,110110100001,5.57105231917490156e-06,1.46041793915778539e+00,3.57446556510884609e-04,1.46410109546858336e+00
955,111100110010,5.56867785168148878e-06,1.45979548675119220e+00,3.57294207335102129e-04,1.46347707324457832e+00
956,101101010111,5.56611271199899320e-06,1.45912305077426407e+00,3.57129624363349842e-04,1.46280294139228095e+00
957,000000110010,5.56463398709888579e-06,1.45873541191405032e+00,3.57034747292863329e-04,1.46241432491156820e+00
958,000101011010,5.56238882901049931e-06,1.45814685719212833e+00,3.56890694790474509e-04,1.46182428586178359e+00
959,011000110011,5.55919867235208398e-06,1.45731057676506470e+00,3.56686009850008931e-04,1.46098589634563658e+00
960,101101110011,5.55261276670716233e-06,1.45558412111568236e+00,3.56263448875993234e-04,1.45925508659606828e+00
961,001010010000,5.55187923578581227e-06,1.45539183038583597e+00,3.56216384499837913e-04,1.45906231091133609e+00
962,010110000110,5.55006908665669819e-06,1.45491731065253349e+00,3.56100242784430563e-04,1.45858659444502758e+00
963,010100001000,5.54283066824667164e-06,1.45301980269685549e+00,3.55635815673174815e-04,1.45668430099732404e+00
964,000010100101,5.54252728669333963e-06,1.45294027304293882e+00,3.55616350285787577e-04,1.45660457077058592e+00
965,000001101110,5.53540323143077380e-06,1.45107274470018877e+00,3.55159260875007325e-04,1.45473233254403000e+00
966,110000100000,5.52915347218307191e-06,1.44943440781195920e+00,3.54758267526870225e-04,1.45308986379006044e+00
967,100100100011,5.52898562118882160e-06,1.44939040668092245e+00,3.54747497970875347e-04,1.45304575168870542e+00
968,110001110111,5.52839691473139337e-06,1.44923608081534638e+00,3.54709725736125528e-04,1.45289103661517016e+00
969,111110000100,5.51917245467584913e-06,1.44681794395854579e+00,3.54117871398090009e-04,1.45046680124657668e+00
970,011010100010,5.51704641708105766e-06,1.44626061595929678e+00,3.53981461834199313e-04,1.44990806767288039e+00
971,110011000111,5.51620551007243708e-06,1.44604017723242895e+00,3.53927508057182562e-04,1.44968707300221977e+00
972,100100111010,5.50834237658256961e-06,1.44397890396686113e+00,3.53422998347290842e-04,1.44762060123050329e+00
973,100111110011,5.50712510023383971e-06,1.44365980227569968e+00,3.53344896183777155e-04,1.44730069476875123e+00
974,001100000101,5.50540678906043475e-06,1.44320935731145861e+00,3.53234646920844544e-04,1.44684911378777925e+00
975,110010010010,5.50028125348734566e-06,1.44186572891418674e+00,3.52905785345703925e-04,1.44550209677600328e+00
976,110110011010,5.49504592209731418e-06,1.44049331820227833e+00,3.52569879116441107e-04,1.44412622486094278e+00
977,000101100111,5.49073093256319367e-06,1.43936216958584584e+00,3.52293023315779642e-04,1.44299222350143341e+00
978,110001000100,5.48925053157015008e-06,1.43897409134792542e+00,3.52198038704811727e-04,1.44260316653490883e+00
979,000001101100,5.48822592500594294e-06,1.43870549688475791e+00,3.52132298505802334e-04,1.44233389467976636e+00
980,010011010000,5.48650796057673793e-06,1.43825514281742839e+00,3.52022071490465578e-04,1.44188240482494701e+00
981,000000001111,5.48159013293568209e-06,1.43696596380829145e+00,3.51706536748535561e-04,1.44058997452200166e+00
982,101010110111,5.47859379237138570e-06,1.43618049110740453e+00,3.51514287321411166e-04,1.43980252086850014e+00
983,000011000100,5.47655484210781680e-06,1.43564599252951153e+00,3.51383465403242996e-04,1.43926667429168331e+00
984,001001101110,5.47015530150051697e-06,1.43396839135655152e+00,3.50972861872298262e-04,1.43758484222893368e+00
985,100000110011,5.47005901001947637e-06,1.43394314912254561e+00,3.50966683675371118e-04,1.43755953633432010e+00
986,000101100101,5.46618385840389661e-06,1.43292730137743107e+00,3.50718048494513281e-04,1.43654112663352640e+00
987,011000100101,5.46142930973803870e-06,1.43168092497196842e+00,3.50412989961401895e-04,1.43529160688190216e+00
988,000011100101,5.45380273786999205e-06,1.42968166491619120e+00,3.49923658378061139e-04,1.43328730471653842e+00
989,010100101010,5.45202163428176972e-06,1.42921475929716024e+00,3.49809380265430985e-04,1.43281922156720531e+00
990,111110101010,5.45119041969201118e-06,1.42899686137974258e+00,3.49756048367647835e-04,1.43260077411388553e+00
991,100000111110,5.44259797618350509e-06,1.42674440386864876e+00,3.49204745100658459e-04,1.43034263593229705e+00
992,000010111000,5.44237719523394303e-06,1.42668652746740676e+00,3.49190579484246540e-04,1.43028461356747383e+00
993,011101010011,5.43557239337747453e-06,1.42490268948954468e+00,3.48753973821262222e-04,1.42849627677189006e+00
994,000001111001,5.43361122352724720e-06,1.42438858058032669e+00,3.48628142403868452e-04,1.42798087128624518e+00
995,100001110111,5.42820555581399941e-06,1.42297151722330506e+00,3.48281307156406844e-04,1.42656023411264243e+00
996,100000010100,5.42699998200529229e-06,1.42265548328279534e+00,3.48203955844329088e-04,1.42624340313837195e+00
997,000001101000,5.42597702937429350e-06,1.42238732238829479e+00,3.48138321764001788e-04,1.42597456594535132e+00
998,100101111101,5.41296225437376956e-06,1.41897557721055745e+00,3.47303275485278231e-04,1.42255421638769963e+00
999,100001110011,5.41131956117362512e-06,1.41854495504429878e+00,3.47197877977921420e-04,1.42212250819756614e+00
1000,110101001100,5.40942596561218744e-06,1.41804856032944127e+00,3.47076382221988471e-04,1.42162486158126478e+00
1001,011010011000,5.40871606672830606e-06,1.41786246459642507e+00,3.47030834110612627e-04,1.42143829651706932e+00
1002,100010101100,5.40583634921388134e-06,1.41710756392832371e+00,3.46846067382482616e-04,1.42068149199864879e+00
1003,101100011100,5.40522987106119726e-06,1.41694857931946649e+00,3.46807154890756445e-04,1.42052210643253840e+00
1004,000010010000,5.40158855091912250e-06,1.41599402909214245e+00,3.46573522666291680e-04,1.41956514884113072e+00
1005,001101101100,5.39827534610541471e-06,1.41512549232945783e+00,3.46360942783026382e-04,1.41869442163927606e+00
1006,111101111011,5.39704364973745526e-06,1.41480261051677547e+00,3.46281915410786710e-04,1.41837072552258237e+00
1007,111100011111,5.39525164038340751e-06,1.41433284601666798e+00,3.46166937568874336e-04,1.41789977628210928e+00
1008,100011000000,5.39496252045450645e-06,1.41425705496202614e+00,3.46148387227379834e-04,1.41782379408334780e+00
1009,100110101000,5.38324719106698607e-06,1.41118595165506400e+00,3.45396715207796291e-04,1.41474494549113361e+00
1010,111100000001,5.38307961010930252e-06,1.41114202131249300e+00,3.45385962977727535e-04,1.41470090435677198e+00
1011,001110100000,5.37505484689803397e-06,1.40903837778523822e+00,3.44871082877461633e-04,1.41259195546608285e+00
1012,001010001011,5.37377238462634857e-06,1.40870218799548952e+00,3.44788798293399978e-04,1.41225491780976631e+00
1013,101110010100,5.36482335897042712e-06,1.40635625461394365e+00,3.44214616214041892e-04,1.40990306801271559e+00
1014,011110011101,5.36414512929737690e-06,1.40617846077453157e+00,3.44171100043798653e-04,1.40972482577939928e+00
1015,010010001101,5.36385207559655378e-06,1.40610163850518299e+00,3.44152297305961934e-04,1.40964780976522008e+00
1016,011110111000,5.36316345834896483e-06,1.40592112162543104e+00,3.44108114654318625e-04,1.40946683762408909e+00
1017,011011000010,5.36079286646870965e-06,1.40529968518757342e+00,3.43956014143330195e-04,1.40884383393108048e+00
1018,001111001010,5.35912577066395118e-06,1.40486266602493082e+00,3.43849050930521431e-04,1.40840571261141578e+00
1019,111011111101,5.34921765278763269e-06,1.40226531237236118e+00,3.43213332144646078e-04,1.40580180846447034e+00
1020,100010110111,5.34848635088775697e-06,1.40207360596712016e+00,3.43166410785645246e-04,1.40560961857800293e+00
1021,110110111110,5.34170451162939290e-06,1.40029578749657557e+00,3.42731278435268801e-04,1.40382731647086101e+00
1022,100001101110,5.33814041615152302e-06,1.39936148125162485e+00,3.42502601053931732e-04,1.40289065391690437e+00
1023,101100010011,5.33407932603921430e-06,1.39829689084522379e+00,3.42242035797466859e-04,1.40182337862642425e+00
1024,101100001100,5.32649612380872522e-06,1.39630899987971446e+00,3.41755486871102526e-04,1.39983047422403595e+00
1025,000101010000,5.32123259923960462e-06,1.39492919849506691e+00,3.41417771727795276e-04,1.39844719299704945e+00
1026,011111110111,5.31931131065642321e-06,1.39442554422071741e+00,3.41294499148616986e-04,1.39794226851273518e+00
1027,101010001110,5.31820704723237587e-06,1.39413606818968394e+00,3.41223648053385242e-04,1.39765206242666595e+00
1028,011001001101,5.29804596912585568e-06,1.38885096253052831e+00,3.39930084910939343e-04,1.39235362779520755e+00
1029,110100000111,5.29404574715407580e-06,1.38780232834195805e+00,3.39673425040025825e-04,1.39130234896394578e+00
1030,001111111001,5.29305356758407835e-06,1.38754223442076063e+00,3.39609765402596928e-04,1.39104159908903702e+00
1031,111100101011,5.29245674874214989e-06,1.38738578194226214e+00,3.39571472665841625e-04,1.39088475203928730e+00
1032,000000111100,5.29219874222806511e-06,1.38731814708263390e+00,3.39554918604825231e-04,1.39081694660536415e+00
1033,101000100101,5.28888754262628537e-06,1.38645013597422495e+00,3.39342467378779035e-04,1.38994674638347893e+00
1034,011000000000,5.28741043410006755e-06,1.38606292083672811e+00,3.39247694017115898e-04,1.38955855469410672e+00
1035,000000011110,5.27432861725858602e-06,1.38263360104263477e+00,3.38408346239533683e-04,1.38612058619712997e+00
1036,100111001110,5.26878736104025573e-06,1.38118099397253680e+00,3.38052811442782740e-04,1.38466431566963810e+00
1037,010100111100,5.26522443911860942e-06,1.38024699536830875e+00,3.37824209358464453e-04,1.38372796153227040e+00
1038,111110110100,5.26454507689780981e-06,1.38006890463829945e+00,3.37780620522363834e-04,1.38354942165960226e+00
1039,000001001011,5.26268002633893239e-06,1.37957999282459309e+00,3.37660956253964348e-04,1.38305927681623797e+00
1040,011011101010,5.26122623362429832e-06,1.37919888978720806e+00,3.37567678867582959e-04,1.38267721264161980e+00
1041,101100101110,5.25644226534555268e-06,1.37794480120674456e+00,3.37260732730708715e-04,1.38141996126498290e+00
1042,100100101101,5.25117762065274851e-06,1.37656470618839410e+00,3.36922945718689637e-04,1.38003638566375275e+00
1043,101011100110,5.23398484322320881e-06,1.37205772274190485e+00,3.35819832924739547e-04,1.37551803565973318e+00
1044,000010010001,5.23160327580407836e-06,1.37143340913238432e+00,3.35667028207731883e-04,1.37489214753886979e+00
1045,010001110010,5.23129232376460520e-06,1.37135189492094867e+00,3.35647077087300417e-04,1.37481042774958251e+00
1046,001011001101,5.23093306839421195e-06,1.37125771828113230e+00,3.35624026757183570e-04,1.37471601359742390e+00
