fraction,percentage,xeb
0.100000,10.00,2.306901848366
0.200000,20.00,1.609601224179
0.300000,30.00,1.206216988928
0.400000,40.00,0.915138721086
0.500000,50.00,0.691179184793
0.600000,60.00,0.507991048799
0.700000,70.00,0.353698116228
0.800000,80.00,0.220475377847
0.900000,90.00,0.102915998879
1.000000,100.00,-0.002515643436
