shots,estimate_std,reference_infidelity,scaled_std_times_sqrt_n
2000,0.0022437663465437064,0.0074230835158983766,0.10034428152996155
5000,0.0013857451219577883,0.0074230835158983766,0.09798697727325315
10000,0.0010818305789032897,0.0074230835158983766,0.10818305789032896
20000,0.0006925548983818698,0.0074230835158983766,0.0979420529979561
50000,0.00044475541970130975,0.0074230835158983766,0.09945033518135778
100000,0.00032422648323884184,0.0074230835158983766,0.10252941647811471
