model,launch,time_ns,site_i,site_j,G_ij
free,Q6_Q7,10.5,9,8,0.014527636987582165
free,Q6_Q7,10.5,9,9,0.0019167700947523706
free,Q6_Q7,10.5,9,10,0.00012480126515698292
free,Q6_Q7,10.5,9,11,4.737860255626013e-06
free,Q6_Q7,10.5,9,12,1.2037604679239522e-07
free,Q6_Q7,10.5,10,1,4.309721755198498e-08
free,Q6_Q7,10.5,10,2,1.5427681988648106e-06
free,Q6_Q7,10.5,10,3,3.476755357522092e-05
free,Q6_Q7,10.5,10,4,0.0004054098874866425
free,Q6_Q7,10.5,10,5,0.0017174055754207063
free,Q6_Q7,10.5,10,6,0.0005767280088154297
free,Q6_Q7,10.5,10,7,0.0028697664943365055
free,Q6_Q7,10.5,10,8,0.001015736708700186
free,Q6_Q7,10.5,10,9,0.00012480126515698292
free,Q6_Q7,10.5,10,10,7.737440063628408e-06
free,Q6_Q7,10.5,10,11,2.8331118548998444e-07
free,Q6_Q7,10.5,10,12,6.99563238475856e-09
free,Q6_Q7,10.5,11,1,1.995592219612173e-09
free,Q6_Q7,10.5,11,2,7.164214368718142e-08
free,Q6_Q7,10.5,11,3,1.621624859223141e-06
free,Q6_Q7,10.5,11,4,1.9059028116694806e-05
free,Q6_Q7,10.5,11,5,8.22698457034586e-05
free,Q6_Q7,10.5,11,6,3.115761374832643e-05
free,Q6_Q7,10.5,11,7,0.00012380795118697627
free,Q6_Q7,10.5,11,8,4.053475437982385e-05
free,Q6_Q7,10.5,11,9,4.737860255626013e-06
free,Q6_Q7,10.5,11,10,2.8331118548998444e-07
free,Q6_Q7,10.5,11,11,1.0090371321990275e-08
free,Q6_Q7,10.5,11,12,2.436128733195679e-10
free,Q6_Q7,10.5,12,1,5.842441136012536e-11
free,Q6_Q7,10.5,12,2,2.1013881970882392e-09
free,Q6_Q7,10.5,12,3,4.7701667104879834e-08
free,Q6_Q7,10.5,12,4,5.635224119628919e-07
free,Q6_Q7,10.5,12,5,2.462026336368972e-06
free,Q6_Q7,10.5,12,6,1.003072831767692e-06
free,Q6_Q7,10.5,12,7,3.4556680326342535e-06
free,Q6_Q7,10.5,12,8,1.0697104779063753e-06
free,Q6_Q7,10.5,12,9,1.2037604679239522e-07
free,Q6_Q7,10.5,12,10,6.99563238475856e-09
free,Q6_Q7,10.5,12,11,2.436128733195679e-10
free,Q6_Q7,10.5,12,12,5.7725856780553334e-12
free,Q6_Q7,19.5,1,1,1.329633238241716e-06
free,Q6_Q7,19.5,1,2,1.4296486734303277e-05
free,Q6_Q7,19.5,1,3,0.0001076101574669339
free,Q6_Q7,19.5,1,4,0.00043748780364450605
free,Q6_Q7,19.5,1,5,0.0007046192994612926
free,Q6_Q7,19.5,1,6,0.00011584249802712939
free,Q6_Q7,19.5,1,7,0.000298859536769514
free,Q6_Q7,19.5,1,8,6.52984815365031e-05
free,Q6_Q7,19.5,1,9,0.00034197761304238864
free,Q6_Q7,19.5,1,10,0.00017624078583563073
free,Q6_Q7,19.5,1,11,3.623407331926736e-05
free,Q6_Q7,19.5,1,12,4.722057069306663e-06
free,Q6_Q7,19.5,2,1,1.4296486734303277e-05
free,Q6_Q7,19.5,2,2,0.00014989632411723457
free,Q6_Q7,19.5,2,3,0.001095052206160253
free,Q6_Q7,19.5,2,4,0.0042705521314240465
free,Q6_Q7,19.5,2,5,0.006428019802617499
free,Q6_Q7,19.5,2,6,0.0008256659511165403
free,Q6_Q7,19.5,2,7,0.0028263626880205145
free,Q6_Q7,19.5,2,8,0.00036410789909748517
free,Q6_Q7,19.5,2,9,0.0025900098659068877
free,Q6_Q7,19.5,2,10,0.0013947346774623014
free,Q6_Q7,19.5,2,11,0.0002920868585008857
free,Q6_Q7,19.5,2,12,3.8495409934742256e-05
free,Q6_Q7,19.5,3,1,0.0001076101574669339
free,Q6_Q7,19.5,3,2,0.001095052206160253
free,Q6_Q7,19.5,3,3,0.00771253053573124
free,Q6_Q7,19.5,3,4,0.02852573326751381
free,Q6_Q7,19.5,3,5,0.03916797812385477
free,Q6_Q7,19.5,3,6,0.003337386513851418
free,Q6_Q7,19.5,3,7,0.018101031651792977
free,Q6_Q7,19.5,3,8,0.0008141374028264813
free,Q6_Q7,19.5,3,9,0.011733425904093014
free,Q6_Q7,19.5,3,10,0.006821874852654867
free,Q6_Q7,19.5,3,11,0.0014733876513976416
free,Q6_Q7,19.5,3,12,0.00019779666193556173
free,Q6_Q7,19.5,4,1,0.00043748780364450605
free,Q6_Q7,19.5,4,2,0.0042705521314240465
free,Q6_Q7,19.5,4,3,0.02852573326751381
free,Q6_Q7,19.5,4,4,0.09728024222672792
free,Q6_Q7,19.5,4,5,0.1144177102264817
free,Q6_Q7,19.5,4,6,0.0034133693199923454
free,Q6_Q7,19.5,4,7,0.057639650606160095
free,Q6_Q7,19.5,4,8,6.59012377427385e-05
free,Q6_Q7,19.5,4,9,0.01745726449841878
free,Q6_Q7,19.5,4,10,0.01249463640588749
free,Q6_Q7,19.5,4,11,0.0029112641701865244
free,Q6_Q7,19.5,4,12,0.0004081903458473015
free,Q6_Q7,19.5,5,1,0.0007046192994612926
free,Q6_Q7,19.5,5,2,0.006428019802617499
free,Q6_Q7,19.5,5,3,0.03916797812385477
free,Q6_Q7,19.5,5,4,0.1144177102264817
free,Q6_Q7,19.5,5,5,0.09432102942409504
free,Q6_Q7,19.5,5,6,0.0018088783424622607
free,Q6_Q7,19.5,5,7,0.058565988987774646
free,Q6_Q7,19.5,5,8,0.02023073452424029
free,Q6_Q7,19.5,5,9,3.2679013865224354e-05
free,Q6_Q7,19.5,5,10,0.0010123261333493878
free,Q6_Q7,19.5,5,11,0.0004567134026448625
free,Q6_Q7,19.5,5,12,8.564547791805832e-05
free,Q6_Q7,19.5,6,1,0.00011584249802712939
free,Q6_Q7,19.5,6,2,0.0008256659511165403
free,Q6_Q7,19.5,6,3,0.003337386513851418
free,Q6_Q7,19.5,6,4,0.0034133693199923454
free,Q6_Q7,19.5,6,5,0.0018088783424622607
free,Q6_Q7,19.5,6,6,0.03125807235457214
free,Q6_Q7,19.5,6,7,0.00015389522332222118
free,Q6_Q7,19.5,6,8,0.05668607524994069
free,Q6_Q7,19.5,6,9,0.05733021452444989
free,Q6_Q7,19.5,6,10,0.018928408781092813
free,Q6_Q7,19.5,6,11,0.00310807522372303
free,Q6_Q7,19.5,6,12,0.00034802092198279197
free,Q6_Q7,19.5,7,1,0.000298859536769514
free,Q6_Q7,19.5,7,2,0.0028263626880205145
free,Q6_Q7,19.5,7,3,0.018101031651792977
free,Q6_Q7,19.5,7,4,0.057639650606160095
free,Q6_Q7,19.5,7,5,0.058565988987774646
free,Q6_Q7,19.5,7,6,0.00015389522332222118
free,Q6_Q7,19.5,7,7,0.03209615067059045
free,Q6_Q7,19.5,7,8,0.002235801168049253
free,Q6_Q7,19.5,7,9,0.003122271041962777
free,Q6_Q7,19.5,7,10,0.003427512321122152
free,Q6_Q7,19.5,7,11,0.000906546725772195
free,Q6_Q7,19.5,7,12,0.00013593950749571612
free,Q6_Q7,19.5,8,1,6.52984815365031e-05
free,Q6_Q7,19.5,8,2,0.00036410789909748517
free,Q6_Q7,19.5,8,3,0.0008141374028264813
free,Q6_Q7,19.5,8,4,6.59012377427385e-05
free,Q6_Q7,19.5,8,5,0.02023073452424029
free,Q6_Q7,19.5,8,6,0.05668607524994069
free,Q6_Q7,19.5,8,7,0.002235801168049253
free,Q6_Q7,19.5,8,8,0.08873129856411398
free,Q6_Q7,19.5,8,9,0.11311780650289478
free,Q6_Q7,19.5,8,10,0.041068006227290725
free,Q6_Q7,19.5,8,11,0.007121356447627861
free,Q6_Q7,19.5,8,12,0.0008295190368514856
free,Q6_Q7,19.5,9,1,0.00034197761304238864
free,Q6_Q7,19.5,9,2,0.0025900098659068877
free,Q6_Q7,19.5,9,3,0.011733425904093014
free,Q6_Q7,19.5,9,4,0.01745726449841878
free,Q6_Q7,19.5,9,5,3.2679013865224354e-05
free,Q6_Q7,19.5,9,6,0.05733021452444989
free,Q6_Q7,19.5,9,7,0.003122271041962777
free,Q6_Q7,19.5,9,8,0.11311780650289478
free,Q6_Q7,19.5,9,9,0.09971994610762495
free,Q6_Q7,19.5,9,10,0.030874358890815124
free,Q6_Q7,19.5,9,11,0.004874163992428139
free,Q6_Q7,19.5,9,12,0.0005298272109241725
free,Q6_Q7,19.5,10,1,0.00017624078583563073
free,Q6_Q7,19.5,10,2,0.0013947346774623014
free,Q6_Q7,19.5,10,3,0.006821874852654867
free,Q6_Q7,19.5,10,4,0.01249463640588749
free,Q6_Q7,19.5,10,5,0.0010123261333493878
free,Q6_Q7,19.5,10,6,0.018928408781092813
free,Q6_Q7,19.5,10,7,0.003427512321122152
free,Q6_Q7,19.5,10,8,0.041068006227290725
free,Q6_Q7,19.5,10,9,0.030874358890815124
free,Q6_Q7,19.5,10,10,0.008795328006168623
free,Q6_Q7,19.5,10,11,0.001315407939334007
free,Q6_Q7,19.5,10,12,0.00013703271833797047
free,Q6_Q7,19.5,11,1,3.623407331926736e-05
free,Q6_Q7,19.5,11,2,0.0002920868585008857
free,Q6_Q7,19.5,11,3,0.0014733876513976416
free,Q6_Q7,19.5,11,4,0.0029112641701865244
free,Q6_Q7,19.5,11,5,0.0004567134026448625
free,Q6_Q7,19.5,11,6,0.00310807522372303
free,Q6_Q7,19.5,11,7,0.000906546725772195
free,Q6_Q7,19.5,11,8,0.007121356447627861
free,Q6_Q7,19.5,11,9,0.004874163992428139
free,Q6_Q7,19.5,11,10,0.001315407939334007
free,Q6_Q7,19.5,11,11,0.00018954300040510677
free,Q6_Q7,19.5,11,12,1.9152845499291174e-05
free,Q6_Q7,19.5,12,1,4.722057069306663e-06
free,Q6_Q7,19.5,12,2,3.8495409934742256e-05
free,Q6_Q7,19.5,12,3,0.00019779666193556173
free,Q6_Q7,19.5,12,4,0.0004081903458473015
free,Q6_Q7,19.5,12,5,8.564547791805832e-05
free,Q6_Q7,19.5,12,6,0.00034802092198279197
free,Q6_Q7,19.5,12,7,0.00013593950749571612
free,Q6_Q7,19.5,12,8,0.0008295190368514856
free,Q6_Q7,19.5,12,9,0.0005298272109241725
free,Q6_Q7,19.5,12,10,0.00013703271833797047
free,Q6_Q7,19.5,12,11,1.9152845499291174e-05
free,Q6_Q7,19.5,12,12,1.8861387006762269e-06
free,Q6_Q7,28.5,1,1,0.0012710927428932909
free,Q6_Q7,28.5,1,2,0.004481233543246432
free,Q6_Q7,28.5,1,3,0.011775416927420207
free,Q6_Q7,28.5,1,4,0.011793847799060455
free,Q6_Q7,28.5,1,5,0.0007103939560968255
free,Q6_Q7,28.5,1,6,0.00585514013802
free,Q6_Q7,28.5,1,7,0.002146789355080875
free,Q6_Q7,28.5,1,8,0.00455993808555478
free,Q6_Q7,28.5,1,9,5.417518208077987e-05
free,Q6_Q7,28.5,1,10,0.0034291139861890923
free,Q6_Q7,28.5,1,11,0.002945057676991666
free,Q6_Q7,28.5,1,12,0.001468332010360202
free,Q6_Q7,28.5,2,1,0.004481233543246432
free,Q6_Q7,28.5,2,2,0.015101754968880925
free,Q6_Q7,28.5,2,3,0.03763981721860276
free,Q6_Q7,28.5,2,4,0.034050454130703824
free,Q6_Q7,28.5,2,5,0.0010029917267127776
free,Q6_Q7,28.5,2,6,0.018994601918852178
free,Q6_Q7,28.5,2,7,0.003933233689981812
free,Q6_Q7,28.5,2,8,0.013986247262072081
free,Q6_Q7,28.5,2,9,7.598188655653226e-05
free,Q6_Q7,28.5,2,10,0.005862890912536177
free,Q6_Q7,28.5,2,11,0.005980451873556004
free,Q6_Q7,28.5,2,12,0.0032181815771308783
free,Q6_Q7,28.5,3,1,0.011775416927420207
free,Q6_Q7,28.5,3,2,0.03763981721860276
free,Q6_Q7,28.5,3,3,0.08787543264348632
free,Q6_Q7,28.5,3,4,0.06927096707117024
free,Q6_Q7,28.5,3,5,0.00029843017492815153
free,Q6_Q7,28.5,3,6,0.04518186701641011
free,Q6_Q7,28.5,3,7,0.003209307105348851
free,Q6_Q7,28.5,3,8,0.030940502846118337
free,Q6_Q7,28.5,3,9,0.0031257256964879673
free,Q6_Q7,28.5,3,10,0.0038736277267704066
free,Q6_Q7,28.5,3,11,0.006372159959259826
free,Q6_Q7,28.5,3,12,0.004063486796558486
free,Q6_Q7,28.5,4,1,0.011793847799060455
free,Q6_Q7,28.5,4,2,0.034050454130703824
free,Q6_Q7,28.5,4,3,0.06927096707117024
free,Q6_Q7,28.5,4,4,0.038725343939948274
free,Q6_Q7,28.5,4,5,0.0021033118348941886
free,Q6_Q7,28.5,4,6,0.03709860002564193
free,Q6_Q7,28.5,4,7,0.0007158727692506609
free,Q6_Q7,28.5,4,8,0.02152915285698219
free,Q6_Q7,28.5,4,9,0.01779724259643014
free,Q6_Q7,28.5,4,10,0.0027499227349829887
free,Q6_Q7,28.5,4,11,2.050526222815158e-05
free,Q6_Q7,28.5,4,12,0.00013199391920117032
free,Q6_Q7,28.5,5,1,0.0007103939560968255
free,Q6_Q7,28.5,5,2,0.0010029917267127776
free,Q6_Q7,28.5,5,3,0.00029843017492815153
free,Q6_Q7,28.5,5,4,0.0021033118348941886
free,Q6_Q7,28.5,5,5,0.010104560174214726
free,Q6_Q7,28.5,5,6,0.0003547974277370063
free,Q6_Q7,28.5,5,7,0.015507126762148039
free,Q6_Q7,28.5,5,8,2.9352427900099674e-05
free,Q6_Q7,28.5,5,9,0.020228303131220676
free,Q6_Q7,28.5,5,10,0.030639343789353988
free,Q6_Q7,28.5,5,11,0.014505166004239983
free,Q6_Q7,28.5,5,12,0.005057709835180862
free,Q6_Q7,28.5,6,1,0.00585514013802
free,Q6_Q7,28.5,6,2,0.018994601918852178
free,Q6_Q7,28.5,6,3,0.04518186701641011
free,Q6_Q7,28.5,6,4,0.03709860002564193
free,Q6_Q7,28.5,6,5,0.0003547974277370063
free,Q6_Q7,28.5,6,6,0.023105922676594302
free,Q6_Q7,28.5,6,7,0.002375673570408169
free,Q6_Q7,28.5,6,8,0.016160357536902474
free,Q6_Q7,28.5,6,9,0.000977297129150127
free,Q6_Q7,28.5,6,10,0.0031334013538538022
free,Q6_Q7,28.5,6,11,0.004249018764825207
free,Q6_Q7,28.5,6,12,0.002546399500796479
free,Q6_Q7,28.5,7,1,0.002146789355080875
free,Q6_Q7,28.5,7,2,0.003933233689981812
free,Q6_Q7,28.5,7,3,0.003209307105348851
free,Q6_Q7,28.5,7,4,0.0007158727692506609
free,Q6_Q7,28.5,7,5,0.015507126762148039
free,Q6_Q7,28.5,7,6,0.002375673570408169
free,Q6_Q7,28.5,7,7,0.02253504384624335
free,Q6_Q7,28.5,7,8,0.0001928725265648654
free,Q6_Q7,28.5,7,9,0.03446670373560414
free,Q6_Q7,28.5,7,10,0.045393596360197554
free,Q6_Q7,28.5,7,11,0.02023179379387063
free,Q6_Q7,28.5,7,12,0.006729840510994244
free,Q6_Q7,28.5,8,1,0.00455993808555478
free,Q6_Q7,28.5,8,2,0.013986247262072081
free,Q6_Q7,28.5,8,3,0.030940502846118337
free,Q6_Q7,28.5,8,4,0.02152915285698219
free,Q6_Q7,28.5,8,5,2.9352427900099674e-05
free,Q6_Q7,28.5,8,6,0.016160357536902474
free,Q6_Q7,28.5,8,7,0.0001928725265648654
free,Q6_Q7,28.5,8,8,0.010395080121293046
free,Q6_Q7,28.5,8,9,0.0029834509534864824
free,Q6_Q7,28.5,8,10,8.756655157896576e-05
free,Q6_Q7,28.5,8,11,0.0007874861775295118
free,Q6_Q7,28.5,8,12,0.00069045202027694
free,Q6_Q7,28.5,9,1,5.417518208077987e-05
free,Q6_Q7,28.5,9,2,7.598188655653226e-05
free,Q6_Q7,28.5,9,3,0.0031257256964879673
free,Q6_Q7,28.5,9,4,0.01779724259643014
free,Q6_Q7,28.5,9,5,0.020228303131220676
free,Q6_Q7,28.5,9,6,0.000977297129150127
free,Q6_Q7,28.5,9,7,0.03446670373560414
free,Q6_Q7,28.5,9,8,0.0029834509534864824
free,Q6_Q7,28.5,9,9,0.03228144981622583
free,Q6_Q7,28.5,9,10,0.06568587606064091
free,Q6_Q7,28.5,9,11,0.034697611531994174
free,Q6_Q7,28.5,9,12,0.013098876497366066
free,Q6_Q7,28.5,10,1,0.0034291139861890923
free,Q6_Q7,28.5,10,2,0.005862890912536177
free,Q6_Q7,28.5,10,3,0.0038736277267704066
free,Q6_Q7,28.5,10,4,0.0027499227349829887
free,Q6_Q7,28.5,10,5,0.030639343789353988
free,Q6_Q7,28.5,10,6,0.0031334013538538022
free,Q6_Q7,28.5,10,7,0.045393596360197554
free,Q6_Q7,28.5,10,8,8.756655157896576e-05
free,Q6_Q7,28.5,10,9,0.06568587606064091
free,Q6_Q7,28.5,10,10,0.0908120474145053
free,Q6_Q7,28.5,10,11,0.04135967142078851
free,Q6_Q7,28.5,10,12,0.013996177011760938
free,Q6_Q7,28.5,11,1,0.002945057676991666
free,Q6_Q7,28.5,11,2,0.005980451873556004
free,Q6_Q7,28.5,11,3,0.006372159959259826
free,Q6_Q7,28.5,11,4,2.050526222815158e-05
free,Q6_Q7,28.5,11,5,0.014505166004239983
free,Q6_Q7,28.5,11,6,0.004249018764825207
free,Q6_Q7,28.5,11,7,0.02023179379387063
free,Q6_Q7,28.5,11,8,0.0007874861775295118
free,Q6_Q7,28.5,11,9,0.034697611531994174
free,Q6_Q7,28.5,11,10,0.04135967142078851
free,Q6_Q7,28.5,11,11,0.017588698466823295
free,Q6_Q7,28.5,11,12,0.005629917064109226
free,Q6_Q7,28.5,12,1,0.001468332010360202
free,Q6_Q7,28.5,12,2,0.0032181815771308783
free,Q6_Q7,28.5,12,3,0.004063486796558486
free,Q6_Q7,28.5,12,4,0.00013199391920117032
free,Q6_Q7,28.5,12,5,0.005057709835180862
free,Q6_Q7,28.5,12,6,0.002546399500796479
free,Q6_Q7,28.5,12,7,0.006729840510994244
free,Q6_Q7,28.5,12,8,0.00069045202027694
free,Q6_Q7,28.5,12,9,0.013098876497366066
free,Q6_Q7,28.5,12,10,0.013996177011760938
free,Q6_Q7,28.5,12,11,0.005629917064109226
free,Q6_Q7,28.5,12,12,0.001717959788990681
free,Q6_Q7,37.5,1,1,0.060489734121435365
free,Q6_Q7,37.5,1,2,0.05916951536520275
free,Q6_Q7,37.5,1,3,0.04843518895138487
free,Q6_Q7,37.5,1,4,5.4024024853068215e-05
free,Q6_Q7,37.5,1,5,0.03352756849421605
free,Q6_Q7,37.5,1,6,0.009956409694947491
free,Q6_Q7,37.5,1,7,0.019705710427455843
free,Q6_Q7,37.5,1,8,0.004660719299677488
free,Q6_Q7,37.5,1,9,0.020940057946226873
free,Q6_Q7,37.5,1,10,0.0010332398982382503
free,Q6_Q7,37.5,1,11,0.0027550317051845013
free,Q6_Q7,37.5,1,12,0.01933024163528469
free,Q6_Q7,37.5,2,1,0.05916951536520275
free,Q6_Q7,37.5,2,2,0.050284039272436125
free,Q6_Q7,37.5,2,3,0.03438467120633854
free,Q6_Q7,37.5,2,4,0.0006473099301943551
free,Q6_Q7,37.5,2,5,0.030715677330243822
free,Q6_Q7,37.5,2,6,0.0030530978026552546
free,Q6_Q7,37.5,2,7,0.020659946416474204
free,Q6_Q7,37.5,2,8,0.0003169589280044006
free,Q6_Q7,37.5,2,9,0.015426966067699163
free,Q6_Q7,37.5,2,10,0.005728226943545806
free,Q6_Q7,37.5,2,11,8.749650842130268e-05
free,Q6_Q7,37.5,2,12,0.0037852814860617574
free,Q6_Q7,37.5,3,1,0.04843518895138487
free,Q6_Q7,37.5,3,2,0.03438467120633854
free,Q6_Q7,37.5,3,3,0.01777863529762303
free,Q6_Q7,37.5,3,4,0.0033596759285841517
free,Q6_Q7,37.5,3,5,0.023204735945765467
free,Q6_Q7,37.5,3,6,1.293648744709388e-05
free,Q6_Q7,37.5,3,7,0.018300404724008176
free,Q6_Q7,37.5,3,8,0.0013691109085309378
free,Q6_Q7,37.5,3,9,0.00849557820067425
free,Q6_Q7,37.5,3,10,0.013309101420090834
free,Q6_Q7,37.5,3,11,0.005462634336678069
free,Q6_Q7,37.5,3,12,0.000650377378839042
free,Q6_Q7,37.5,4,1,5.4024024853068215e-05
free,Q6_Q7,37.5,4,2,0.0006473099301943551
free,Q6_Q7,37.5,4,3,0.0033596759285841517
free,Q6_Q7,37.5,4,4,0.004261046326720396
free,Q6_Q7,37.5,4,5,3.863142683051351e-05
free,Q6_Q7,37.5,4,6,0.007052457307615721
free,Q6_Q7,37.5,4,7,0.00019611431594040136
free,Q6_Q7,37.5,4,8,0.009507133745257084
free,Q6_Q7,37.5,4,9,0.001125252207663727
free,Q6_Q7,37.5,4,10,0.00789358338818238
free,Q6_Q7,37.5,4,11,0.014665372594639816
free,Q6_Q7,37.5,4,12,0.021898155117869793
free,Q6_Q7,37.5,5,1,0.03352756849421605
free,Q6_Q7,37.5,5,2,0.030715677330243822
free,Q6_Q7,37.5,5,3,0.023204735945765467
free,Q6_Q7,37.5,5,4,3.863142683051351e-05
free,Q6_Q7,37.5,5,5,0.01801901754590068
free,Q6_Q7,37.5,5,6,0.003453798562711791
free,Q6_Q7,37.5,5,7,0.01129118092483258
free,Q6_Q7,37.5,5,8,0.0010931483043702286
free,Q6_Q7,37.5,5,9,0.010196049496692202
free,Q6_Q7,37.5,5,10,0.0015692450557963818
free,Q6_Q7,37.5,5,11,0.0002954084575854038
free,Q6_Q7,37.5,5,12,0.005831056408461734
free,Q6_Q7,37.5,6,1,0.009956409694947491
free,Q6_Q7,37.5,6,2,0.0030530978026552546
free,Q6_Q7,37.5,6,3,1.293648744709388e-05
free,Q6_Q7,37.5,6,4,0.007052457307615721
free,Q6_Q7,37.5,6,5,0.003453798562711791
free,Q6_Q7,37.5,6,6,0.005621671656513865
free,Q6_Q7,37.5,6,7,0.0048965283059561075
free,Q6_Q7,37.5,6,8,0.010914066556692763
free,Q6_Q7,37.5,6,9,7.103758848565393e-05
free,Q6_Q7,37.5,6,10,0.01682937117546974
free,Q6_Q7,37.5,6,11,0.02004370354406803
free,Q6_Q7,37.5,6,12,0.021195483665050543
free,Q6_Q7,37.5,7,1,0.019705710427455843
free,Q6_Q7,37.5,7,2,0.020659946416474204
free,Q6_Q7,37.5,7,3,0.018300404724008176
free,Q6_Q7,37.5,7,4,0.00019611431594040136
free,Q6_Q7,37.5,7,5,0.01129118092483258
free,Q6_Q7,37.5,7,6,0.0048965283059561075
free,Q6_Q7,37.5,7,7,0.006186277341381247
free,Q6_Q7,37.5,7,8,0.0029023795393055074
free,Q6_Q7,37.5,7,9,0.007790638380295956
free,Q6_Q7,37.5,7,10,2.6880769009555284e-05
free,Q6_Q7,37.5,7,11,0.0023357595387316042
free,Q6_Q7,37.5,7,12,0.010432401948638974
free,Q6_Q7,37.5,8,1,0.004660719299677488
free,Q6_Q7,37.5,8,2,0.0003169589280044006
free,Q6_Q7,37.5,8,3,0.0013691109085309378
free,Q6_Q7,37.5,8,4,0.009507133745257084
free,Q6_Q7,37.5,8,5,0.0010931483043702286
free,Q6_Q7,37.5,8,6,0.010914066556692763
free,Q6_Q7,37.5,8,7,0.0029023795393055074
free,Q6_Q7,37.5,8,8,0.017514719519325695
free,Q6_Q7,37.5,8,9,0.0003023533245861681
free,Q6_Q7,37.5,8,10,0.020304831960340806
free,Q6_Q7,37.5,8,11,0.029539133805935175
free,Q6_Q7,37.5,8,12,0.03710649582426979
free,Q6_Q7,37.5,9,1,0.020940057946226873
free,Q6_Q7,37.5,9,2,0.015426966067699163
free,Q6_Q7,37.5,9,3,0.00849557820067425
free,Q6_Q7,37.5,9,4,0.001125252207663727
free,Q6_Q7,37.5,9,5,0.010196049496692202
free,Q6_Q7,37.5,9,6,7.103758848565393e-05
free,Q6_Q7,37.5,9,7,0.007790638380295956
free,Q6_Q7,37.5,9,8,0.0003023533245861681
free,Q6_Q7,37.5,9,9,0.003999929178308039
free,Q6_Q7,37.5,9,10,0.004861832963183016
free,Q6_Q7,37.5,9,11,0.0016035004881031606
free,Q6_Q7,37.5,9,12,3.7952455755893676e-05
free,Q6_Q7,37.5,10,1,0.0010332398982382503
free,Q6_Q7,37.5,10,2,0.005728226943545806
free,Q6_Q7,37.5,10,3,0.013309101420090834
free,Q6_Q7,37.5,10,4,0.00789358338818238
free,Q6_Q7,37.5,10,5,0.0015692450557963818
free,Q6_Q7,37.5,10,6,0.01682937117546974
free,Q6_Q7,37.5,10,7,2.6880769009555284e-05
free,Q6_Q7,37.5,10,8,0.020304831960340806
free,Q6_Q7,37.5,10,9,0.004861832963183016
free,Q6_Q7,37.5,10,10,0.012933667995958652
free,Q6_Q7,37.5,10,11,0.029399142719907977
free,Q6_Q7,37.5,10,12,0.0494222770414695
free,Q6_Q7,37.5,11,1,0.0027550317051845013
free,Q6_Q7,37.5,11,2,8.749650842130268e-05
free,Q6_Q7,37.5,11,3,0.005462634336678069
free,Q6_Q7,37.5,11,4,0.014665372594639816
free,Q6_Q7,37.5,11,5,0.0002954084575854038
free,Q6_Q7,37.5,11,6,0.02004370354406803
free,Q6_Q7,37.5,11,7,0.0023357595387316042
free,Q6_Q7,37.5,11,8,0.029539133805935175
free,Q6_Q7,37.5,11,9,0.0016035004881031606
free,Q6_Q7,37.5,11,10,0.029399142719907977
free,Q6_Q7,37.5,11,11,0.04776312166118107
free,Q6_Q7,37.5,11,12,0.065160341376221
free,Q6_Q7,37.5,12,1,0.01933024163528469
free,Q6_Q7,37.5,12,2,0.0037852814860617574
free,Q6_Q7,37.5,12,3,0.000650377378839042
free,Q6_Q7,37.5,12,4,0.021898155117869793
free,Q6_Q7,37.5,12,5,0.005831056408461734
free,Q6_Q7,37.5,12,6,0.021195483665050543
free,Q6_Q7,37.5,12,7,0.010432401948638974
free,Q6_Q7,37.5,12,8,0.03710649582426979
free,Q6_Q7,37.5,12,9,3.7952455755893676e-05
free,Q6_Q7,37.5,12,10,0.0494222770414695
free,Q6_Q7,37.5,12,11,0.065160341376221
free,Q6_Q7,37.5,12,12,0.07550694872550595
free,Q6_Q7,46.5,1,1,0.3194723089100559
free,Q6_Q7,46.5,1,2,0.016303197963912816
free,Q6_Q7,46.5,1,3,0.0001225887989964581
free,Q6_Q7,46.5,1,4,0.08094562836225803
free,Q6_Q7,46.5,1,5,0.010738832611776047
free,Q6_Q7,46.5,1,6,0.03826127017401301
free,Q6_Q7,46.5,1,7,0.013422703262531888
free,Q6_Q7,46.5,1,8,0.0368764335119749
free,Q6_Q7,46.5,1,9,0.0016198929373089786
free,Q6_Q7,46.5,1,10,0.020287453075509224
free,Q6_Q7,46.5,1,11,0.02767709319694054
free,Q6_Q7,46.5,1,12,0.006094657577074797
free,Q6_Q7,46.5,2,1,0.016303197963912816
free,Q6_Q7,46.5,2,2,0.0003871757416913225
free,Q6_Q7,46.5,2,3,0.0019208413438428205
free,Q6_Q7,46.5,2,4,0.0044389231124006764
free,Q6_Q7,46.5,2,5,0.0011951198310765998
free,Q6_Q7,46.5,2,6,0.0048893241469263205
free,Q6_Q7,46.5,2,7,0.0012163155759645791
free,Q6_Q7,46.5,2,8,0.003701421030558497
free,Q6_Q7,46.5,2,9,0.005786438287615137
free,Q6_Q7,46.5,2,10,0.00030988836158910195
free,Q6_Q7,46.5,2,11,0.0032295595411330224
free,Q6_Q7,46.5,2,12,0.02342026047038051
free,Q6_Q7,46.5,3,1,0.0001225887989964581
free,Q6_Q7,46.5,3,2,0.0019208413438428205
free,Q6_Q7,46.5,3,3,0.0012237078799360176
free,Q6_Q7,46.5,3,4,1.2732279818163668e-05
free,Q6_Q7,46.5,3,5,0.0026433015211290026
free,Q6_Q7,46.5,3,6,0.0003271899837882456
free,Q6_Q7,46.5,3,7,0.0029447205685244403
free,Q6_Q7,46.5,3,8,0.00012339588180002112
