launch,time_ns,site,density
Q6,227.5,8,0.0037088026418291603
Q6,227.5,9,6.884053270404446e-05
Q6,227.5,10,0.48355293529011856
Q6,227.5,11,0.009541358887804123
Q6,228.0,1,0.004612717465642853
Q6,228.0,2,0.3786062018329604
Q6,228.0,3,0.007766480672936968
Q6,228.0,4,0.0008096387309190063
Q6,228.0,5,0.0001999105707457833
Q6,228.0,6,0.10964730499262541
Q6,228.0,7,0.001274442729880372
Q6,228.0,8,0.0038066937116172455
Q6,228.0,9,0.0014676484825764705
Q6,228.0,10,0.48686429646806834
Q6,228.0,11,0.004944664342027697
Q6,228.5,1,0.001984992594658875
Q6,228.5,2,0.37655417818361164
Q6,228.5,3,0.012210239553361747
Q6,228.5,4,0.001093897687778436
Q6,228.5,5,0.0006738209033974725
Q6,228.5,6,0.10985767585814046
Q6,228.5,7,0.00040617125321829994
Q6,228.5,8,0.003683552368009322
Q6,228.5,9,0.004674176396051452
Q6,228.5,10,0.48702021086028713
Q6,228.5,11,0.001841084341485761
Q6,229.0,1,0.00045309749324311146
Q6,229.0,2,0.37238283540929423
Q6,229.0,3,0.0175750429611009
Q6,229.0,4,0.001521757036467688
Q6,229.0,5,0.0014109653607995245
Q6,229.0,6,0.10935657145579517
Q6,229.0,7,2.2017657128248666e-05
Q6,229.0,8,0.003350559582207401
Q6,229.0,9,0.009664869725471507
Q6,229.0,10,0.4840208695330217
Q6,229.0,11,0.00024141378547084584
Q6,229.5,1,3.307893836031169e-06
Q6,229.5,2,0.3661503760878561
Q6,229.5,3,0.0237849732986077
Q6,229.5,4,0.002137844127999177
Q6,229.5,5,0.002387352075640412
Q6,229.5,6,0.10815927823243243
Q6,229.5,7,0.00011175652484134282
Q6,229.5,8,0.0028395030951629814
Q6,229.5,9,0.01637778637985322
Q6,229.5,10,0.47791083725563455
Q6,229.5,11,0.00013698502813647723
Q6,230.0,1,0.000609911064283342
Q6,230.0,2,0.3579403943939742
Q6,230.0,3,0.03074545809780216
Q6,230.0,4,0.002994647662449736
Q6,230.0,5,0.0035713028075028165
Q6,230.0,6,0.10629290122755039
Q6,230.0,7,0.0006515701870782144
Q6,230.0,8,0.0022019862013673763
Q6,230.0,9,0.024713649907974325
Q6,230.0,10,0.46877826481580825
Q6,230.0,11,0.001499913634209948
Q6,230.5,1,0.0022356776473986422
Q6,230.5,2,0.3478605034705529
Q6,230.5,3,0.038345001931955794
Q6,230.5,4,0.00415114118802474
Q6,230.5,5,0.004924390996228402
Q6,230.5,6,0.10379561574648699
Q6,230.5,7,0.0016049066483015946
Q6,230.5,8,0.001508065239529338
Q6,230.5,9,0.034537690031587534
Q6,230.5,10,0.45675338347571537
Q6,230.5,11,0.00428362362421928
Q6,231.0,1,0.00483247981837573
Q6,231.0,2,0.33604060697401844
Q6,231.0,3,0.046457276012002356
Q6,231.0,4,0.005671158753607529
Q6,231.0,5,0.006402590440117636
Q6,231.0,6,0.10071566078286369
Q6,231.0,7,0.002923692946037617
Q6,231.0,8,0.0008443486720075048
Q6,231.0,9,0.04568223365659377
Q6,231.0,10,0.4420063090696954
Q6,231.0,11,0.00842364287468098
Q6,231.5,1,0.008342045605300679
Q6,231.5,2,0.32263084468259196
Q6,231.5,3,0.05494352473062549
Q6,231.5,4,0.007621560860945037
Q6,231.5,5,0.007957603119412527
Q6,231.5,6,0.09711010352432785
Q6,231.5,7,0.004549869177339853
Q6,231.5,8,0.00031160386830452207
Q6,231.5,9,0.05794999394247114
Q6,231.5,10,0.4247441955349935
Q6,231.5,11,0.013838654953687982
Q6,232.0,1,0.01269683725025195
Q6,232.0,2,0.30779924738682657
Q6,232.0,3,0.06365524190713018
Q6,232.0,4,0.010070234586773797
Q6,232.0,5,0.009538329437885816
Q6,232.0,6,0.09304341045925772
Q6,232.0,7,0.00641719982876693
Q6,232.0,8,2.192985326459601e-05
Q6,232.0,9,0.07111799055348599
Q6,232.0,10,0.4052077892002548
Q6,232.0,11,0.02043178953610216
Q6,232.5,1,0.01782103972789072
Q6,232.5,2,0.2917291409733248
Q6,232.5,3,0.07243706392558692
Q6,232.5,4,0.013083976456927085
Q6,232.5,5,0.01109243987080629
Q6,232.5,6,0.08858586580109155
Q6,232.5,7,0.008453311598247476
Q6,232.5,8,9.556505369302629e-05
Q6,232.5,9,0.08494202114907548
Q6,232.5,10,0.3836674457157022
Q6,232.5,11,0.02809212972765501
Q6,233.0,1,0.02363164401303924
Q6,233.0,2,0.2746163435835375
Q6,233.0,3,0.08112982246249066
Q6,233.0,4,0.016726310235920545
Q6,233.0,5,0.012568003805591308
Q6,233.0,6,0.08381188201834072
Q6,233.0,7,0.010581900791943833
Q6,233.0,8,0.0006574082257058096
Q6,233.0,9,0.09916159276559257
Q6,233.0,10,0.3604186808976886
Q6,233.0,11,0.03669641120014984
Q6,233.5,1,0.03003960842232318
Q6,233.5,2,0.25666620291134523
Q6,233.5,3,0.08957369616077268
Q6,233.5,4,0.021055294154822646
Q6,233.5,5,0.01391512933409993
Q6,233.5,6,0.07879825008904073
Q6,233.5,7,0.01272504877563891
Q6,233.5,8,0.0018333380546938817
Q6,233.5,9,0.11350521223261079
Q6,233.5,10,0.33577733480482747
Q6,233.5,11,0.046110885059825114
Q6,234.0,1,0.03695108036666231
Q6,234.0,2,0.23809052304219633
Q6,234.0,3,0.09761139849306714
Q6,234.0,4,0.026121373173728847
Q6,234.0,5,0.015087566964829973
Q6,234.0,6,0.07362237860805837
Q6,234.0,7,0.014805580979140578
Q6,234.0,8,0.003746422218453452
Q6,234.0,9,0.12769592734932914
Q6,234.0,10,0.3100744349159965
Q6,234.0,11,0.05619331388853783
Q6,234.5,1,0.04426866015544175
Q6,234.5,2,0.21910443169519037
Q6,234.5,3,0.10509133821200976
Q6,234.5,4,0.03196533162903886
Q6,234.5,5,0.016044230699603375
Q6,234.5,6,0.06836057101907463
Q6,234.5,7,0.016749403673452182
Q6,234.5,8,0.006513109866455555
Q6,234.5,9,0.1414570053714279
Q6,234.5,10,0.2836508492240777
Q6,234.5,11,0.06679506845422849
Q6,235.0,1,0.05189268809860743
Q6,235.0,2,0.19992323928649897
Q6,235.0,3,0.111870689226152
Q6,235.0,4,0.03861640004684769
Q6,235.0,5,0.01675059166036426
Q6,235.0,6,0.06308638901131615
Q6,235.0,7,0.018487753200531074
Q6,235.0,8,0.010239502418496946
Q6,235.0,9,0.15451763252991185
Q6,235.0,10,0.2568518233067418
Q6,235.0,11,0.07776329121453236
Q6,235.5,1,0.05972253606341976
Q6,235.5,2,0.18075934088358728
Q6,235.5,3,0.11781830845738095
Q6,235.5,4,0.04609056703986193
Q6,235.5,5,0.017179902422399296
Q6,235.5,6,0.057869147542092624
Q6,235.5,7,0.019959294526701317
Q6,235.5,8,0.015017796299341009
Q6,235.5,9,0.16661851787569337
Q6,235.5,10,0.23002149693331986
Q6,235.5,11,0.08894309195620306
Q6,236.0,1,0.06765788485655921
Q6,236.0,2,0.1618192108774004
Q6,236.0,3,0.12281744319378889
Q6,236.0,4,0.05438914310445448
Q6,236.0,5,0.01731421434344844
Q6,236.0,6,0.05277258308400175
Q6,236.0,7,0.02111200986146088
Q6,236.0,8,0.020922987729382045
Q6,236.0,9,0.1775172867212982
Q6,236.0,10,0.20349749549511584
Q6,236.0,11,0.10017974073309036
Q6,236.5,1,0.07559996931280225
Q6,236.5,2,0.1433005380931249
Q6,236.5,3,0.12676817358940173
Q6,236.5,4,0.0634976178840178
Q6,236.5,5,0.017145155376063675
Q6,236.5,6,0.04785373164905591
Q6,236.5,7,0.021904823538916453
Q6,236.5,8,0.028009924062888707
Q6,236.5,9,0.18699355328816547
Q6,236.5,10,0.1776056895200232
Q6,236.5,11,0.11132082368554029
Q6,237.0,1,0.083452773766613
Q6,237.0,2,0.12538954613428124
Q6,237.0,3,0.12958954119351832
Q6,237.0,4,0.07338484617912067
Q6,237.0,5,0.01667444198710868
Q6,237.0,6,0.043162047042104204
Q6,237.0,7,0.02230891626411792
Q6,237.0,8,0.03631077853231845
Q6,237.0,9,0.194853568769543
Q6,237.0,10,0.1526552117991692
Q6,237.0,11,0.12221832833210572
Q6,237.5,1,0.09112416164585842
Q6,237.5,2,0.10825854006976059
Q6,237.5,3,0.13122132060959252
Q6,237.5,4,0.08400259080322797
Q6,237.5,5,0.01591410573210456
Q6,237.5,6,0.038738782802914075
Q6,237.5,7,0.022308690008551416
Q6,237.5,8,0.04583301579320262
Q6,237.5,9,0.20093434974275495
Q6,237.5,10,0.1289338162945616
Q6,237.5,11,0.13273062649747164
Q6,238.0,1,0.09852692423614245
Q6,238.0,2,0.09206371620255477
Q6,238.0,3,0.13162539845855642
Q6,238.0,4,0.09528544246556687
Q6,238.0,5,0.014886422570138308
Q6,238.0,6,0.03461665359546321
Q6,238.0,7,0.02190235409216608
Q6,238.0,8,0.05655790458518761
Q6,238.0,9,0.20510720252472006
Q6,238.0,10,0.10670365612403906
Q6,238.0,11,0.14272432514546549
Q6,238.5,1,0.10557973519457077
Q6,238.5,2,0.07694326668826237
Q6,238.5,3,0.13078673160861004
Q6,238.5,4,0.10715112838865498
Q6,238.5,5,0.013623540966765733
Q6,238.5,6,0.030819783600022275
Q6,238.5,7,0.021102113079655396
Q6,238.5,8,0.06843962138437719
Q6,238.5,9,0.20728057143507206
Q6,238.5,10,0.08619754967359884
Q6,238.5,11,0.1520759579804106
Q6,239.0,1,0.11220799911410723
Q6,239.0,2,0.06301580529723783
Q6,239.0,3,0.12871386497301868
Q6,239.0,4,0.11950121252945545
Q6,239.0,5,0.01216681301445313
Q6,239.0,6,0.0273639409794186
Q6,239.0,7,0.01993394778993027
Q6,239.0,8,0.08140497540511386
Q6,239.0,9,0.20740215275136606
Q6,239.0,10,0.06761579443322897
Q6,239.0,11,0.16067349371267026
Q6,239.5,1,0.1183445843221256
Q6,239.5,2,0.0503791347414545
Q6,239.5,3,0.12543899789838003
Q6,239.5,4,0.13222218127189925
Q6,239.5,5,0.01056584099159761
Q6,239.5,6,0.02425704895584489
Q6,239.5,7,0.018436991697433767
Q6,239.5,8,0.09535377102574716
Q6,239.5,9,0.20546023112036002
Q6,239.5,10,0.051123577678848516
Q6,239.5,11,0.16841764029630898
Q6,240.0,1,0.1239304321048664
Q6,240.0,2,0.03910936982703643
Q6,240.0,3,0.12101759709003769
Q6,240.0,4,0.14518689950134445
Q6,240.0,5,0.00887725976850441
Q6,240.0,6,0.021499955682795314
Q6,240.0,7,0.016662516010360874
Q6,240.0,8,0.11015980899071898
Q6,240.0,9,0.20148421101506192
Q6,240.0,10,0.03684902183616341
Q6,240.0,11,0.1752229281731104
Q6,240.5,1,0.128915036647236
Q6,240.5,2,0.029260424361719113
Q6,240.5,3,0.11552756296685614
Q6,240.5,4,0.15825641326504605
Q6,240.5,5,0.007163283041265789
Q6,240.5,6,0.019087437159785964
Q6,240.5,7,0.014672547459878527
Q6,240.5,8,0.12567251291865406
Q6,240.5,9,0.1955443321692457
Q6,240.5,10,0.024881890482844577
Q6,240.5,11,0.18101855952746843
Q6,241.0,1,0.13325679212744426
Q6,241.0,2,0.020863863360825977
Q6,241.0,3,0.10906796512279077
Q6,241.0,4,0.1712820669690989
Q6,241.0,5,0.005490048329831259
Q6,241.0,6,0.01700940013844913
Q6,241.0,7,0.012538153046671593
Q6,241.0,8,0.14171915306420496
Q6,241.0,9,0.18775057444038665
Q6,241.0,10,0.015272968703569565
Q6,241.0,11,0.18574901469672717
Q6,241.5,1,0.13692320557091303
Q6,241.5,2,0.013929115773200244
Q6,241.5,3,0.10175737101978147
Q6,241.5,4,0.1841078954541238
Q6,241.5,5,0.003925801825661464
Q6,241.5,6,0.015252245516126545
Q6,241.5,7,0.010337435398919377
Q6,241.5,8,0.1581076252757895
Q6,241.5,9,0.17825077390683028
Q6,241.5,10,0.008034119143631627
Q6,241.5,11,0.18937441111502296
Q6,242.0,1,0.13989097621031757
Q6,242.0,2,0.008444036804829086
Q6,242.0,3,0.09373179997541262
Q6,242.0,4,0.19657324450815564
Q6,242.0,5,0.002538969346430074
Q6,242.0,6,0.013800347295841316
Q6,242.0,7,0.00815329074990751
Q6,242.0,8,0.1746297299851345
Q6,242.0,9,0.16722798785905638
Q6,242.0,10,0.003139002846751747
Q6,242.0,11,0.19187061441816375
Q6,242.5,1,0.14214594418239634
Q6,242.5,2,0.0043758030629024525
Q6,242.5,3,0.08514234178052338
Q6,242.5,4,0.20851556757656142
Q6,242.5,5,0.0013961637022557735
Q6,242.5,6,0.012637597973094154
Q6,242.5,7,0.0060709886194826755
Q6,242.5,8,0.19106488416033193
Q6,242.5,9,0.15489716137343046
Q6,242.5,10,0.0005244420430579298
Q6,242.5,11,0.19322910552596376
Q6,243.0,1,0.1436829133825163
Q6,243.0,2,0.0016721182802961893
Q6,243.0,3,0.07615248574207364
Q6,243.0,4,0.2197733417545177
Q6,243.0,5,0.0005601815785581286
Q6,243.0,6,0.011748968324219846
Q6,243.0,7,0.0041756378875503234
Q6,243.0,8,0.20718418872743985
Q6,243.0,9,0.14150116205409277
Q6,243.0,10,9.239069679799996e-05
Q6,243.0,11,0.19345661157193755
Q6,243.5,1,0.14450535516260848
Q6,243.5,2,0.00026270240477689437
Q6,243.5,3,0.06693521146790364
Q6,243.5,4,0.23018904271162757
Q6,243.5,5,8.804450350634503e-05
Q6,243.5,6,0.011122028118540702
Q6,243.5,7,0.002549607921455229
Q6,243.5,8,0.22275476525854696
Q6,243.5,9,0.1273062620138073
Q6,243.5,10,0.001712468040015885
Q6,243.5,11,0.19257451239721113
Q6,244.0,1,0.1446250012673187
Q6,244.0,2,6.103243305998355e-05
Q6,244.0,3,0.057669897185443734
Q6,244.0,4,0.23961211608704117
Q6,244.0,5,2.913853445633995e-05
Q6,244.0,6,0.010748374321229534
Q6,244.0,7,0.0012699756437509501
Q6,244.0,8,0.2375442689396149
Q6,244.0,9,0.11259715698780959
Q6,244.0,10,0.00522500070091425
Q6,244.0,11,0.19061803789936102
Q6,244.5,1,0.14406133593078704
Q6,244.5,2,0.0009662996097136935
Q6,244.5,3,0.04853910473084118
Q6,244.5,4,0.24790188216343143
Q6,244.5,5,0.00042350594349424445
Q6,244.5,6,0.010624914921082198
Q6,244.5,7,0.00040606982691502317
Q6,244.5,8,0.2513254801286641
Q6,244.5,9,0.09767162142200467
Q6,244.5,10,0.010444510555938901
Q6,244.5,11,0.1876352747671276
Q6,245.0,1,0.1428409983797908
Q6,245.0,2,0.0028655445541643657
Q6,245.0,3,0.03972530249707246
Q6,245.0,4,0.25493031130468924
Q6,245.0,5,0.0013003394184254809
Q6,245.0,6,0.010754959592918235
Q6,245.0,7,1.718244652393049e-05
Q6,245.0,8,0.2638808743059207
Q6,245.0,9,0.08283490527457327
Q6,245.0,10,0.017163578240871048
Q6,245.0,11,0.18368600398505067
Q6,245.5,1,0.14099710808957383
Q6,245.5,2,0.005635929570918896
Q6,245.5,3,0.031407588552957735
Q6,245.5,4,0.26058460971863034
Q6,245.5,5,0.0026767251690629377
Q6,245.5,6,0.011149072933822227
Q6,245.5,7,0.00015051363006917355
Q6,245.5,8,0.2750070699644829
Q6,245.5,9,0.06839398298812421
Q6,245.5,10,0.025157006469901756
Q6,245.5,11,0.17884039291245604
Q6,246.0,1,0.13856852600240674
Q6,246.0,2,0.009147105868936767
Q6,246.0,3,0.02375847582870991
Q6,246.0,4,0.2647695585438547
Q6,246.0,5,0.004556675921129471
Q6,246.0,6,0.011825651902500355
Q6,246.0,7,0.00083941166703617
Q6,246.0,8,0.2845190560036898
Q6,246.0,9,0.05465176754411234
Q6,246.0,10,0.03418620302554861
Q6,246.0,11,0.17317756769207526
Q6,246.5,1,0.13559906553619028
Q6,246.5,2,0.013263632680974935
Q6,246.5,3,0.01694079972238221
Q6,246.5,4,0.267409553989661
Q6,246.5,5,0.006930488206412903
Q6,246.5,6,0.012811196211035821
Q6,246.5,7,0.0021019628042622087
Q6,246.5,8,0.29225410442681893
Q6,246.5,9,0.04190140266605644
Q6,246.5,10,0.044003700558867806
Q6,246.5,11,0.16678409319733772
Q6,247.0,1,0.1321366675762661
Q6,247.0,2,0.01784740533248789
Q6,247.0,3,0.01110480575514238
Q6,247.0,4,0.2684503021803745
Q6,247.0,5,0.009774450763737546
Q6,247.0,6,0.01414024860314299
Q6,247.0,7,0.003939977288976495
Q6,247.0,8,0.2980752805185994
Q6,247.0,9,0.03042074410497651
Q6,247.0,10,0.05435772921005821
Q6,247.0,11,0.15975238866623806
Q6,247.5,1,0.12823255375773565
Q6,247.5,2,0.02276005014697644
Q6,247.5,3,0.006385471055588053
Q6,247.5,4,0.2678601293440759
Q6,247.5,5,0.013050922424208479
Q6,247.5,6,0.015854991006721633
Q6,247.5,7,0.006338408529886526
Q6,247.5,8,0.30187447104621296
Q6,247.5,9,0.02046713657876148
Q6,247.5,10,0.06499675852411482
Q6,247.5,11,0.1521791075857182
Q6,248.0,1,0.1239403722122435
Q6,248.0,2,0.027865245660662008
Q6,248.0,3,0.002900108570845558
Q6,248.0,4,0.26563087588924267
Q6,248.0,5,0.01670878876309801
Q6,248.0,6,0.01800449224892423
Q6,248.0,7,0.009265231549023593
Q6,248.0,8,0.3035748612045568
Q6,248.0,9,0.012272586452149854
Q6,248.0,10,0.07567392716353015
Q6,248.0,11,0.14416351028572386
Q6,248.5,1,0.11931534958101252
Q6,248.5,2,0.033030931910294464
Q6,248.5,3,0.0007462970921266505
Q6,248.5,4,0.26177835155881773
Q6,248.5,5,0.020684297275901327
Q6,248.5,6,0.02064361312579315
Q6,248.5,7,0.012671795348655892
Q6,248.5,8,0.30313280278597
Q6,248.5,9,0.006039421784353239
Q6,248.5,10,0.08615128244882989
Q6,248.5,11,0.1358058570882452
Q6,249.0,1,0.1144134624977304
Q6,249.0,2,0.038131372497412504
Q6,249.0,3,1.7357011762715485e-07
Q6,249.0,4,0.2563423380497927
Q6,249.0,5,0.02490226110779776
Q6,249.0,6,0.023831584867348383
Q6,249.0,7,0.016493651697338952
Q6,249.0,8,0.30053902913369335
Q6,249.0,9,0.0019365211256863557
Q6,249.0,10,0.096203756698236
Q6,249.0,11,0.12720584875484628
Q6,249.5,1,0.10929064093725498
Q6,249.5,2,0.0430490376525719
Q6,249.5,3,0.0007151169219238833
Q6,249.5,4,0.24938613503460905
Q6,249.5,5,0.029277611672984434
Q6,249.5,6,0.02763028716537067
Q6,249.5,7,0.02065185044350759
Q6,249.5,8,0.2958191865444419
Q6,249.5,9,9.618063722752703e-05
Q6,249.5,10,0.10562281357377096
Q6,249.5,11,0.11846113941633733
Q6,250.0,1,0.10400201482914034
Q6,250.0,2,0.04767628054624517
Q6,250.0,3,0.0029208447495097734
Q6,250.0,4,0.24099565520698027
Q6,250.0,5,0.03371727108495302
Q6,250.0,6,0.03210226166527236
Q6,250.0,7,0.025054679100693537
Q6,250.0,8,0.2890336666024778
Q6,250.0,9,0.0006116759934907607
Q6,250.0,10,0.11421970503283195
Q6,250.0,11,0.10966594518840529
Q1,0.0,1,1.0000000000000004
Q1,0.0,2,6.560721219251725e-32
Q1,0.0,3,1.1659032154628397e-31
Q1,0.0,4,2.125137715196898e-32
Q1,0.0,5,2.7332945080550273e-31
Q1,0.0,6,1.0625366841429545e-33
Q1,0.0,7,2.58474993781927e-33
Q1,0.0,8,2.6007089357641396e-33
Q1,0.0,9,5.84195221896243e-34
Q1,0.0,10,1.3263253490049735e-32
Q1,0.0,11,3.1470532708722515e-36
Q1,0.5,1,0.9985558638322665
Q1,0.5,2,0.0014436057928470236
Q1,0.5,3,5.302868872229796e-07
Q1,0.5,4,8.799136331356586e-11
Q1,0.5,5,8.346498073964797e-15
Q1,0.5,6,5.148887483413008e-19
Q1,0.5,7,2.2411976180306464e-23
Q1,0.5,8,7.1684267170077375e-28
Q1,0.5,9,1.2676151538654218e-32
Q1,0.5,10,1.3526883895913038e-32
Q1,0.5,11,5.092326525923342e-35
Q1,1.0,1,0.9942339124684035
Q1,1.0,2,0.005757615997116577
Q1,1.0,3,8.465910900659649e-06
Q1,1.0,4,5.621445508033426e-09
Q1,1.0,5,2.1335147450748444e-12
Q1,1.0,6,5.265660743199166e-16
Q1,1.0,7,9.169401913063897e-20
Q1,1.0,8,1.173053066977519e-23
Q1,1.0,9,1.1482220780953454e-27
Q1,1.0,10,1.1028701132858139e-31
Q1,1.0,11,8.106208369767264e-34
Q1,1.5,1,0.987065410944742
Q1,1.5,2,0.012891823673674311
Q1,1.5,3,4.2701484696148306e-05
Q1,1.5,4,6.384231386793269e-08
Q1,1.5,5,5.4543693160270644e-11
Q1,1.5,6,3.029920174421592e-14
Q1,1.5,7,1.1874456045352901e-17
Q1,1.5,8,3.41869066236625e-21
Q1,1.5,9,7.534644732832777e-25
Q1,1.5,10,1.3161107159440915e-28
Q1,1.5,11,1.7686914765734971e-32
Q1,2.0,1,0.9771021143525602
Q1,2.0,2,0.022763262855156032
Q1,2.0,3,0.00013426502632592018
Q1,2.0,4,3.5722249576296876e-07
Q1,2.0,5,5.429257823214182e-10
Q1,2.0,6,5.364266607129665e-13
Q1,2.0,7,3.7387576204985757e-16
Q1,2.0,8,1.914142846859414e-19
Q1,2.0,9,7.502062795748535e-23
Q1,2.0,10,2.3235734405735785e-26
Q1,2.0,11,5.72174124570909e-30
Q1,2.5,1,0.9644157424267683
Q1,2.5,2,0.03525726643794659
Q1,2.5,3,0.00032563246706013077
Q1,2.5,4,1.3554416292961184e-06
Q1,2.5,5,3.2216139672309663e-09
Q1,2.5,6,4.9765475805964e-12
Q1,2.5,7,5.422094050373383e-15
Q1,2.5,8,4.3390334449200225e-18
Q1,2.5,9,2.6579661025554395e-21
Q1,2.5,10,1.2863968132987729e-24
Q1,2.5,11,4.960078170147163e-28
Q1,3.0,1,0.9490972529908291
Q1,3.0,2,0.05022892638481424
Q1,3.0,3,0.0006697858200621739
Q1,3.0,4,4.020996952089559e-06
Q1,3.0,5,1.3776626638226987e-08
Q1,3.0,6,3.0667890664631195e-11
Q1,3.0,7,4.814289736716696e-14
Q1,3.0,8,5.5502810685012256e-17
Q1,3.0,9,4.8976862403570406e-20
Q1,3.0,10,3.414161626063466e-23
Q1,3.0,11,1.8983797893974048e-26
Q1,3.5,1,0.9312559231293306
Q1,3.5,2,0.06750493577086174
Q1,3.5,3,0.0012290324809636605
Q1,3.5,4,1.0061497194206032e-05
Q1,3.5,5,4.6978875851052625e-08
Q1,3.5,6,1.424689983533038e-10
Q1,3.5,7,3.046171458557277e-13
Q1,3.5,8,4.782560409013726e-16
Q1,3.5,9,5.746661364718788e-19
Q1,3.5,10,5.454478313068297e-22
Q1,3.5,11,4.130998442966303e-25
Q1,4.0,1,0.9110182492835037
Q1,4.0,2,0.08688578689196517
Q1,4.0,3,0.002073607578580033
Q1,4.0,4,2.2220003516617428e-05
Q1,4.0,5,1.3570286458237246e-07
Q1,4.0,6,5.380632207030177e-10
Q1,4.0,7,1.5037945549763083e-12
Q1,4.0,8,3.0856301122072864e-15
Q1,4.0,9,4.84503595037647e-18
Q1,4.0,10,6.008925370612393e-21
Q1,4.0,11,5.948177260359449e-24
Q1,4.5,1,0.8885266796350522
Q1,4.5,2,0.1081482947303156
Q1,4.5,3,0.0032800853464132725
Q1,4.5,4,4.4593304669202835e-05
Q1,4.5,5,3.452428846220214e-07
Q1,4.5,6,1.7345085678429194e-09
Q1,4.5,7,6.140721822767611e-12
Q1,4.5,8,1.5958086221771153e-14
Q1,4.5,9,3.17308548007898e-17
Q1,4.5,10,4.9829810059029025e-20
Q1,4.5,11,6.247767403294351e-23
Q1,5.0,1,0.8639381941305819
Q1,5.0,2,0.13104841060961084
Q1,5.0,3,0.004929629070285797
Q1,5.0,4,8.296678835913935e-05
Q1,5.0,5,7.944455741114278e-07
Q1,5.0,6,4.9339326684929615e-09
Q1,5.0,7,2.1586362005205238e-11
Q1,5.0,8,6.930946413190352e-14
Q1,5.0,9,1.702472195395965e-16
Q1,5.0,10,3.3023963476775594e-19
Q1,5.0,11,5.116398175392745e-22
Q1,5.5,1,0.8374227492759225
Q1,5.5,2,0.15532428693904163
Q1,5.5,3,0.0071061122199784004
Q1,5.5,4,0.00014515362828077533
Q1,5.5,5,1.6851873765209927e-06
Q1,5.5,6,1.2681928819456244e-08
Q1,5.5,7,6.720954118106794e-11
Q1,5.5,8,2.6133763472629647e-13
Q1,5.5,9,7.772758964762355e-16
Q1,5.5,10,1.8254104831449535e-18
Q1,5.5,11,3.4253420079457134e-21
Q1,6.0,1,0.8091616063732247
Q1,6.0,2,0.1806995505982118
Q1,6.0,3,0.009894145838267086
Q1,6.0,4,0.00024132537206622996
Q1,6.0,5,3.3416530914887184e-06
Q1,6.0,6,2.997498051488684e-08
Q1,6.0,7,1.8927863215162777e-10
Q1,6.0,8,8.767146785563768e-13
Q1,6.0,9,3.105545943081927e-15
Q1,6.0,10,8.685108241657791e-18
Q1,6.0,11,1.94160401674645e-20
Q1,6.5,1,0.7793455631637334
Q1,6.5,2,0.20688673980295008
Q1,6.5,3,0.013377049095030588
Q1,6.5,4,0.00038432070840473364
Q1,6.5,5,6.260715083123254e-06
Q1,6.5,6,6.602220392043014e-08
Q1,6.5,7,4.899175427237311e-10
Q1,6.5,8,2.6659287644970444e-12
Q1,6.5,9,1.1092023032008454e-14
Q1,6.5,10,3.643099924572368e-17
Q1,6.5,11,9.569441486351e-20
Q1,7.0,1,0.7481731098592715
Q1,7.0,2,0.23359085725294004
Q1,7.0,3,0.017634801084291905
Q1,7.0,4,0.000589919223265239
Q1,7.0,5,1.1174472325153268e-05
Q1,7.0,6,1.3692041233541573e-07
Q1,7.0,7,1.180002694370234e-09
Q1,7.0,8,7.4551917386853e-12
Q1,7.0,9,3.6006246076821866e-14
Q1,7.0,10,1.3725570531513962e-16
Q1,7.0,11,4.1866063219649276e-19
Q1,7.5,1,0.7158485312833387
Q1,7.5,2,0.2605129910238963
Q1,7.5,3,0.022742012427292454
Q1,7.5,4,0.0008770673294549478
Q1,7.5,5,1.912568762377144e-05
Q1,7.5,6,2.69558022605438e-07
Q1,7.5,7,2.6708691177866708e-09
Q1,7.5,8,1.939421416822105e-11
Q1,7.5,9,1.0763024149556773e-13
Q1,7.5,10,4.713681963176171e-16
Q1,7.5,11,1.6527469578861972e-18
Q1,8.0,1,0.6825799772900866
Q1,8.0,2,0.2873539540462827
Q1,8.0,3,0.028765955036446883
Q1,8.0,4,0.0012680442668408975
Q1,8.0,5,3.1556466143935145e-05
Q1,8.0,6,5.071202199582562e-07
Q1,8.0,7,5.726308357033633e-09
Q1,8.0,8,4.737024814449628e-11
Q1,8.0,9,2.994133869817494e-13
Q1,8.0,10,1.4932264982267496e-15
Q1,8.0,11,5.965659288350623e-18
Q1,8.5,1,0.6485775237823537
Q1,8.5,2,0.31381789311463226
Q1,8.5,3,0.03576468749723039
Q1,8.5,4,0.0017885571109470906
Q1,8.5,5,5.04100575091848e-05
Q1,8.5,6,9.166222488144793e-07
Q1,8.5,7,1.170483512750078e-08
Q1,8.5,8,1.0945731221202701e-10
Q1,8.5,9,7.818863617201716e-13
Q1,8.5,10,4.4060680250740565e-15
Q1,8.5,11,1.990272325582939e-17
Q1,9.0,1,0.6140512465086716
Q1,9.0,2,0.33961581919044914
Q1,9.0,3,0.043785311954033956
Q1,9.0,4,0.0024677550763246995
Q1,9.0,5,7.82451484641653e-05
Q1,9.0,6,1.5989465552616568e-06
Q1,9.0,7,2.2932784007608584e-08
Q1,9.0,8,2.407748213156786e-10
Q1,9.0,9,1.9304657357511236e-12
Q1,9.0,10,1.2207766585173448e-14
Q1,9.0,11,6.192371121273676e-17
Q1,9.5,1,0.5792093293882644
Q1,9.5,2,0.36446901228031553
Q1,9.5,3,0.05286239617017839
Q1,9.5,4,0.0033381550319641065
