model,launch,time_ns,site,density
strong,Q6_Q7,198.0,5,0.22756405483250544
strong,Q6_Q7,198.0,6,0.38752120681998076
strong,Q6_Q7,198.0,7,0.3693063093364932
strong,Q6_Q7,198.0,8,0.3356203758919884
strong,Q6_Q7,198.0,9,0.0581145976231404
strong,Q6_Q7,198.0,10,0.09943647907168149
strong,Q6_Q7,198.0,11,0.06865941184926606
strong,Q6_Q7,198.0,12,0.11567441405389119
strong,Q6_Q7,198.5,1,0.09260097821459337
strong,Q6_Q7,198.5,2,0.017516667658836603
strong,Q6_Q7,198.5,3,0.1807813152802803
strong,Q6_Q7,198.5,4,0.05481618719360897
strong,Q6_Q7,198.5,5,0.23147810316154777
strong,Q6_Q7,198.5,6,0.3765554563703449
strong,Q6_Q7,198.5,7,0.35856635430889894
strong,Q6_Q7,198.5,8,0.3360997647711109
strong,Q6_Q7,198.5,9,0.06231602276982355
strong,Q6_Q7,198.5,10,0.10855242021666218
strong,Q6_Q7,198.5,11,0.06001911780197406
strong,Q6_Q7,198.5,12,0.12069761225231955
strong,Q6_Q7,199.0,1,0.09522285274631641
strong,Q6_Q7,199.0,2,0.01422427971711383
strong,Q6_Q7,199.0,3,0.1869992858233853
strong,Q6_Q7,199.0,4,0.05713751462255988
strong,Q6_Q7,199.0,5,0.23311644047120114
strong,Q6_Q7,199.0,6,0.36484956025669385
strong,Q6_Q7,199.0,7,0.3508401774709536
strong,Q6_Q7,199.0,8,0.3358634597842585
strong,Q6_Q7,199.0,9,0.06668363885540612
strong,Q6_Q7,199.0,10,0.11785996977173388
strong,Q6_Q7,199.0,11,0.051656593854870446
strong,Q6_Q7,199.0,12,0.12554622662550757
strong,Q6_Q7,199.5,1,0.09765093655836808
strong,Q6_Q7,199.5,2,0.011646784752080393
strong,Q6_Q7,199.5,3,0.1927616473882755
strong,Q6_Q7,199.5,4,0.05961947512344909
strong,Q6_Q7,199.5,5,0.23308084181757835
strong,Q6_Q7,199.5,6,0.35191472309193766
strong,Q6_Q7,199.5,7,0.34496649318122424
strong,Q6_Q7,199.5,8,0.3359679119201663
strong,Q6_Q7,199.5,9,0.07126291049990788
strong,Q6_Q7,199.5,10,0.12726362905024405
strong,Q6_Q7,199.5,11,0.04369277880214601
strong,Q6_Q7,199.5,12,0.13017186781462278
strong,Q6_Q7,200.0,1,0.09987336213048366
strong,Q6_Q7,200.0,2,0.00982245627167728
strong,Q6_Q7,200.0,3,0.19802259914593265
strong,Q6_Q7,200.0,4,0.06226428939831893
strong,Q6_Q7,200.0,5,0.23229103392689926
strong,Q6_Q7,200.0,6,0.33816802673996355
strong,Q6_Q7,200.0,7,0.3395993704135766
strong,Q6_Q7,200.0,8,0.3364088178025783
strong,Q6_Q7,200.0,9,0.07610872653203954
strong,Q6_Q7,200.0,10,0.13666868476114638
strong,Q6_Q7,200.0,11,0.036243519785668
strong,Q6_Q7,200.0,12,0.1345291130917165
strong,Q6_Q7,200.5,1,0.10188253592504976
strong,Q6_Q7,200.5,2,0.008779549264085546
strong,Q6_Q7,200.5,3,0.20274331908980794
strong,Q6_Q7,200.5,4,0.06509311211742046
strong,Q6_Q7,200.5,5,0.2315933984260514
strong,Q6_Q7,200.5,6,0.3247595548558674
strong,Q6_Q7,200.5,7,0.33378560230209425
strong,Q6_Q7,200.5,8,0.33612967954902856
strong,Q6_Q7,200.5,9,0.08125889715124374
strong,Q6_Q7,200.5,10,0.14598014347926805
strong,Q6_Q7,200.5,11,0.02941787494795623
strong,Q6_Q7,200.5,12,0.13857633289212698
strong,Q6_Q7,201.0,1,0.10367532157915386
strong,Q6_Q7,201.0,2,0.008535677150680494
strong,Q6_Q7,201.0,3,0.2068939177615295
strong,Q6_Q7,201.0,4,0.06814173114913324
strong,Q6_Q7,201.0,5,0.2314002272688479
strong,Q6_Q7,201.0,6,0.31299902619726944
strong,Q6_Q7,201.0,7,0.3272746702002628
strong,Q6_Q7,201.0,8,0.3336692344013603
strong,Q6_Q7,201.0,9,0.08671377732484556
strong,Q6_Q7,201.0,10,0.1551036140390324
strong,Q6_Q7,201.0,11,0.02331633281069961
strong,Q6_Q7,201.0,12,0.1422764701171857
strong,Q6_Q7,201.5,1,0.10525315834401364
strong,Q6_Q7,201.5,2,0.009097258754214002
strong,Q6_Q7,201.5,3,0.21045441864342945
strong,Q6_Q7,201.5,4,0.0714483914013858
strong,Q6_Q7,201.5,5,0.23151293700511621
strong,Q6_Q7,201.5,6,0.30369509002897116
strong,Q6_Q7,201.5,7,0.3204782635240821
strong,Q6_Q7,201.5,8,0.3280518485746117
strong,Q6_Q7,201.5,9,0.09243258329809666
strong,Q6_Q7,201.5,10,0.16394940360069288
strong,Q6_Q7,201.5,11,0.018028945318593857
strong,Q6_Q7,201.5,12,0.14559770150679277
strong,Q6_Q7,202.0,1,0.10662210398862458
strong,Q6_Q7,202.0,2,0.010459127861158865
strong,Q6_Q7,202.0,3,0.21341485506677693
strong,Q6_Q7,202.0,4,0.07503806084574602
strong,Q6_Q7,202.0,5,0.23120471282675983
strong,Q6_Q7,202.0,6,0.2967562181528186
strong,Q6_Q7,202.0,7,0.31418870531055576
strong,Q6_Q7,202.0,8,0.3193816899852366
strong,Q6_Q7,202.0,9,0.09834879647734719
strong,Q6_Q7,202.0,10,0.17243826070866994
strong,Q6_Q7,202.0,11,0.013633511894821674
strong,Q6_Q7,202.0,12,0.14851395688148453
strong,Q6_Q7,202.5,1,0.10779279684971455
strong,Q6_Q7,202.5,2,0.012604394673106652
strong,Q6_Q7,202.5,3,0.215775009466312
strong,Q6_Q7,202.5,4,0.07890907888859033
strong,Q6_Q7,202.5,5,0.22952595683830546
strong,Q6_Q7,202.5,6,0.29125822363690895
strong,Q6_Q7,202.5,7,0.3092433665180128
strong,Q6_Q7,202.5,8,0.3087892991892437
strong,Q6_Q7,202.5,9,0.10439722949772783
strong,Q6_Q7,202.5,10,0.18050529882829888
strong,Q6_Q7,202.5,11,0.010194025306340058
strong,Q6_Q7,202.5,12,0.15100532030743874
strong,Q6_Q7,203.0,1,0.10878033955300677
strong,Q6_Q7,203.0,2,0.015504594614218698
strong,Q6_Q7,203.0,3,0.21754432073438926
strong,Q6_Q7,203.0,4,0.08302757614191039
strong,Q6_Q7,203.0,5,0.22569993185837564
strong,Q6_Q7,203.0,6,0.285940796479448
strong,Q6_Q7,203.0,7,0.3062682198811332
strong,Q6_Q7,203.0,8,0.2977781334277499
strong,Q6_Q7,203.0,9,0.11053876575091841
strong,Q6_Q7,203.0,10,0.18809942849205363
strong,Q6_Q7,203.0,11,0.007759537354995675
strong,Q6_Q7,203.0,12,0.15305835571180115
strong,Q6_Q7,203.5,1,0.1096041132536416
strong,Q6_Q7,203.5,2,0.019120086901022834
strong,Q6_Q7,203.5,3,0.2187420866777817
strong,Q6_Q7,203.5,4,0.08733238932316047
strong,Q6_Q7,203.5,5,0.21943961838805343
strong,Q6_Q7,203.5,6,0.2798765798709088
strong,Q6_Q7,203.5,7,0.30552728385481864
strong,Q6_Q7,203.5,8,0.2873800115909028
strong,Q6_Q7,203.5,9,0.11676915722902666
strong,Q6_Q7,203.5,10,0.19517883846630443
strong,Q6_Q7,203.5,11,0.006363454325995411
strong,Q6_Q7,203.5,12,0.15466638011838357
strong,Q6_Q7,204.0,1,0.1102875327671208
strong,Q6_Q7,204.0,2,0.023400616991455615
strong,Q6_Q7,204.0,3,0.21939761269505229
strong,Q6_Q7,204.0,4,0.09174916992676532
strong,Q6_Q7,204.0,5,0.21105577561764818
strong,Q6_Q7,204.0,6,0.272967610964329
strong,Q6_Q7,204.0,7,0.3068451718038005
strong,Q6_Q7,204.0,8,0.2776312860987734
strong,Q6_Q7,204.0,9,0.12310604127739823
strong,Q6_Q7,204.0,10,0.20170638062399693
strong,Q6_Q7,204.0,11,0.006023131296645211
strong,Q6_Q7,204.0,12,0.15582966993701491
strong,Q6_Q7,204.5,1,0.1108577490756191
strong,Q6_Q7,204.5,2,0.02828596253667694
strong,Q6_Q7,204.5,3,0.21954977815224083
strong,Q6_Q7,204.5,4,0.09620842609993215
strong,Q6_Q7,204.5,5,0.20132093931414455
strong,Q6_Q7,204.5,6,0.2660089403893744
strong,Q6_Q7,204.5,7,0.3095937112429758
strong,Q6_Q7,204.5,8,0.26766987763822203
strong,Q6_Q7,204.5,9,0.12956003265243085
strong,Q6_Q7,204.5,10,0.20764942126357328
strong,Q6_Q7,204.5,11,0.0067396005621026805
strong,Q6_Q7,204.5,12,0.15655556107270802
strong,Q6_Q7,205.0,1,0.11134529902821107
strong,Q6_Q7,205.0,2,0.03370663686994804
strong,Q6_Q7,205.0,3,0.2192457647266451
strong,Q6_Q7,205.0,4,0.1006600874476841
strong,Q6_Q7,205.0,5,0.19115969112881395
strong,Q6_Q7,205.0,6,0.26027877117084397
strong,Q6_Q7,205.0,7,0.31279025489908663
strong,Q6_Q7,205.0,8,0.2563666528919304
strong,Q6_Q7,205.0,9,0.13610521584448404
strong,Q6_Q7,205.0,10,0.2129858499291918
strong,Q6_Q7,205.0,11,0.008497364284435989
strong,Q6_Q7,205.0,12,0.1568584117787252
strong,Q6_Q7,205.5,1,0.11178369709221168
strong,Q6_Q7,205.5,2,0.03958469088598306
strong,Q6_Q7,205.5,3,0.21853923862163777
strong,Q6_Q7,205.5,4,0.10507813920425377
strong,Q6_Q7,205.5,5,0.18130410912884334
strong,Q6_Q7,205.5,6,0.2568617077578824
strong,Q6_Q7,205.5,7,0.31535938197728125
strong,Q6_Q7,205.5,8,0.24308615126077604
strong,Q6_Q7,205.5,9,0.1426659023563547
strong,Q6_Q7,205.5,10,0.21771321939569122
strong,Q6_Q7,205.5,11,0.011264330851426047
strong,Q6_Q7,205.5,12,0.1567594314676589
strong,Q6_Q7,206.0,1,0.11220896446171381
strong,Q6_Q7,206.0,2,0.04583468823122516
strong,Q6_Q7,206.0,3,0.21748870789522076
strong,Q6_Q7,206.0,4,0.1094529340362816
strong,Q6_Q7,206.0,5,0.17205697078913434
strong,Q6_Q7,206.0,6,0.2560595498147993
strong,Q6_Q7,206.0,7,0.3165229316468997
strong,Q6_Q7,206.0,8,0.22811359059171502
strong,Q6_Q7,206.0,9,0.149128362712034
strong,Q6_Q7,206.0,10,0.2218548255324175
strong,Q6_Q7,206.0,11,0.014992063254402447
strong,Q6_Q7,206.0,12,0.1562864110341564
strong,Q6_Q7,206.5,1,0.11265909728461208
strong,Q6_Q7,206.5,2,0.05236490568989849
strong,Q6_Q7,206.5,3,0.2161567502795321
strong,Q6_Q7,206.5,4,0.11377432605030412
strong,Q6_Q7,206.5,5,0.1632479500901038
strong,Q6_Q7,206.5,6,0.2572082222596055
strong,Q6_Q7,206.5,7,0.3161579446864038
strong,Q6_Q7,206.5,8,0.21251111811575726
strong,Q6_Q7,206.5,9,0.1553722690183312
strong,Q6_Q7,206.5,10,0.22545755657024857
strong,Q6_Q7,206.5,11,0.019616467218554628
strong,Q6_Q7,206.5,12,0.15547339273664865
strong,Q6_Q7,207.0,1,0.11317348516290664
strong,Q6_Q7,207.0,2,0.0590787438075586
strong,Q6_Q7,207.0,3,0.2146102835439798
strong,Q6_Q7,207.0,4,0.11801314010914656
strong,Q6_Q7,207.0,5,0.15438079333270224
strong,Q6_Q7,207.0,6,0.2590081507113039
strong,Q6_Q7,207.0,7,0.31490627559082524
strong,Q6_Q7,207.0,8,0.1975238882553087
strong,Q6_Q7,207.0,9,0.161304707564741
strong,Q6_Q7,207.0,10,0.22858133980013254
strong,Q6_Q7,207.0,11,0.025058906982297815
strong,Q6_Q7,207.0,12,0.15436028513909694
strong,Q6_Q7,207.5,1,0.11379229835648136
strong,Q6_Q7,207.5,2,0.06587626537838584
strong,Q6_Q7,207.5,3,0.21292132473768594
strong,Q6_Q7,207.5,4,0.12210941893170499
strong,Q6_Q7,207.5,5,0.14489309587880164
strong,Q6_Q7,207.5,6,0.2601952473483097
strong,Q6_Q7,207.5,7,0.31390936905806016
strong,Q6_Q7,207.5,8,0.18391986640032415
strong,Q6_Q7,207.5,9,0.16687731447678741
strong,Q6_Q7,207.5,10,0.23128581091715764
strong,Q6_Q7,207.5,11,0.031227603604662868
strong,Q6_Q7,207.5,12,0.15299238491163858
strong,Q6_Q7,208.0,1,0.11455586322167763
strong,Q6_Q7,208.0,2,0.07265575622925594
strong,Q6_Q7,208.0,3,0.21116720754348747
strong,Q6_Q7,208.0,4,0.12597282714717162
strong,Q6_Q7,208.0,5,0.1344154493175545
strong,Q6_Q7,208.0,6,0.26018535474832954
strong,Q6_Q7,208.0,7,0.31424871083129946
strong,Q6_Q7,208.0,8,0.17166106707045203
strong,Q6_Q7,208.0,9,0.17207653214916405
strong,Q6_Q7,208.0,10,0.23362233768733806
strong,Q6_Q7,208.0,11,0.03801914452742498
strong,Q6_Q7,208.0,12,0.15141974952684503
strong,Q6_Q7,208.5,1,0.11550403979530101
strong,Q6_Q7,208.5,2,0.07931523927057828
strong,Q6_Q7,208.5,3,0.20942932080198345
strong,Q6_Q7,208.5,4,0.12949510362052716
strong,Q6_Q7,208.5,5,0.12293156423148334
strong,Q6_Q7,208.5,6,0.2593333485920639
strong,Q6_Q7,208.5,7,0.3163691982658872
strong,Q6_Q7,208.5,8,0.16007603696173295
strong,Q6_Q7,208.5,9,0.17689309122331326
strong,Q6_Q7,208.5,10,0.2356366318914481
strong,Q6_Q7,208.5,11,0.045320029962710284
strong,Q6_Q7,208.5,12,0.14969639538297164
strong,Q6_Q7,209.0,1,0.11667560649895224
strong,Q6_Q7,209.0,2,0.08575394315514065
strong,Q6_Q7,209.0,3,0.20779008603290708
strong,Q6_Q7,209.0,4,0.1325693485828145
strong,Q6_Q7,209.0,5,0.11079156432380187
strong,Q6_Q7,209.0,6,0.2586642306066914
strong,Q6_Q7,209.0,7,0.3198075740101113
strong,Q6_Q7,209.0,8,0.14838970441668106
strong,Q6_Q7,209.0,9,0.181289850317649
strong,Q6_Q7,209.0,10,0.237380409083454
strong,Q6_Q7,209.0,11,0.05300832077562125
strong,Q6_Q7,209.0,12,0.1478793621961759
strong,Q6_Q7,209.5,1,0.11810765007829022
strong,Q6_Q7,209.5,2,0.09187378012359468
strong,Q6_Q7,209.5,3,0.20632876761790744
strong,Q6_Q7,209.5,4,0.1351086213035243
strong,Q6_Q7,209.5,5,0.0985912967809055
strong,Q6_Q7,209.5,6,0.2592378543274305
strong,Q6_Q7,209.5,7,0.32339118102951997
strong,Q6_Q7,209.5,8,0.13626468361381305
strong,Q6_Q7,209.5,9,0.1851886520497189
strong,Q6_Q7,209.5,10,0.23892425029751263
strong,Q6_Q7,209.5,11,0.06095551920411088
strong,Q6_Q7,209.5,12,0.14602774357367238
strong,Q6_Q7,210.0,1,0.11983495824848607
strong,Q6_Q7,210.0,2,0.0975808829099631
strong,Q6_Q7,210.0,3,0.20511733492411263
strong,Q6_Q7,210.0,4,0.13705750214535742
strong,Q6_Q7,210.0,5,0.08697692781617349
strong,Q6_Q7,210.0,6,0.2615214809970936
strong,Q6_Q7,210.0,7,0.3258012392880898
strong,Q6_Q7,210.0,8,0.12403144732221093
strong,Q6_Q7,210.0,9,0.1884853896453602
strong,Q6_Q7,210.0,10,0.24036229696742692
strong,Q6_Q7,210.0,11,0.06902874985426688
strong,Q6_Q7,210.0,12,0.14420178988145887
strong,Q6_Q7,210.5,1,0.12188941847450149
strong,Q6_Q7,210.5,2,0.10278718766635483
strong,Q6_Q7,210.5,3,0.20421763474792973
strong,Q6_Q7,210.5,4,0.1383937636705123
strong,Q6_Q7,210.5,5,0.07645249898794337
strong,Q6_Q7,210.5,6,0.2651335817593318
strong,Q6_Q7,210.5,7,0.32618203534958257
strong,Q6_Q7,210.5,8,0.11249973041016743
strong,Q6_Q7,210.5,9,0.19108487286217024
strong,Q6_Q7,210.5,10,0.24180398792209146
strong,Q6_Q7,210.5,11,0.07709315955838572
strong,Q6_Q7,210.5,12,0.14246212859102927
strong,Q6_Q7,211.0,1,0.1242994352866186
strong,Q6_Q7,211.0,2,0.10741197227259294
strong,Q6_Q7,211.0,3,0.20368056100946821
strong,Q6_Q7,211.0,4,0.13912106687539658
strong,Q6_Q7,211.0,5,0.06725732602619508
strong,Q6_Q7,211.0,6,0.26909109077511734
strong,Q6_Q7,211.0,7,0.3244623636792686
strong,Q6_Q7,211.0,8,0.1025023175853946
strong,Q6_Q7,211.0,9,0.19293445498498948
strong,Q6_Q7,211.0,10,0.24335602341155443
strong,Q6_Q7,211.0,11,0.085014336344402
strong,Q6_Q7,211.0,12,0.1408690517490025
strong,Q6_Q7,211.5,1,0.12708938518610308
strong,Q6_Q7,211.5,2,0.11138322591072694
strong,Q6_Q7,211.5,3,0.20354701310877948
strong,Q6_Q7,211.5,4,0.13925612525506162
strong,Q6_Q7,211.5,5,0.05934835267740382
strong,Q6_Q7,211.5,6,0.2723827024876146
strong,Q6_Q7,211.5,7,0.3212461222775508
strong,Q6_Q7,211.5,8,0.09446471114774617
strong,Q6_Q7,211.5,9,0.19403599129320348
strong,Q6_Q7,211.5,10,0.24510406273985674
strong,Q6_Q7,211.5,11,0.09266055528869163
strong,Q6_Q7,211.5,12,0.13948175262726162
strong,Q6_Q7,212.0,1,0.13027912870808553
strong,Q6_Q7,212.0,2,0.11463876810272715
strong,Q6_Q7,212.0,3,0.20384965061396754
strong,Q6_Q7,212.0,4,0.13881474842895056
strong,Q6_Q7,212.0,5,0.05248258421764373
strong,Q6_Q7,212.0,6,0.27449782335748374
strong,Q6_Q7,212.0,7,0.31739446920700054
strong,Q6_Q7,212.0,8,0.0882470233276754
strong,Q6_Q7,212.0,9,0.194429401006155
strong,Q6_Q7,212.0,10,0.24710420566086644
strong,Q6_Q7,212.0,11,0.09990479147279001
strong,Q6_Q7,212.0,12,0.1383574058966545
strong,Q6_Q7,212.5,1,0.1338835934804573
strong,Q6_Q7,212.5,2,0.11712713170972215
strong,Q6_Q7,212.5,3,0.20461414530803348
strong,Q6_Q7,212.5,4,0.13780112959229213
strong,Q6_Q7,212.5,5,0.04635983266894432
strong,Q6_Q7,212.5,6,0.2755871735579183
strong,Q6_Q7,212.5,7,0.3135850436296689
strong,Q6_Q7,212.5,8,0.08331746217728392
strong,Q6_Q7,212.5,9,0.1941592201171494
strong,Q6_Q7,212.5,10,0.24938858862940566
strong,Q6_Q7,212.5,11,0.1066265982763684
strong,Q6_Q7,212.5,12,0.13755008085275622
strong,Q6_Q7,213.0,1,0.13791243359236377
strong,Q6_Q7,213.0,2,0.1188083097699699
strong,Q6_Q7,213.0,3,0.20585893172088912
strong,Q6_Q7,213.0,4,0.13620413220427932
strong,Q6_Q7,213.0,5,0.04076725522844756
strong,Q6_Q7,213.0,6,0.2761847270450541
strong,Q6_Q7,213.0,7,0.3100953278829409
strong,Q6_Q7,213.0,8,0.07911794885013468
strong,Q6_Q7,213.0,9,0.19324637942625297
strong,Q6_Q7,213.0,10,0.2519809428431293
strong,Q6_Q7,213.0,11,0.11271401024174035
strong,Q6_Q7,213.0,12,0.13710960119479845
strong,Q6_Q7,213.5,1,0.14236976387456798
strong,Q6_Q7,213.5,2,0.11965447584306196
strong,Q6_Q7,213.5,3,0.20759321498363306
strong,Q6_Q7,213.5,4,0.1340029492835777
strong,Q6_Q7,213.5,5,0.03567070627530987
strong,Q6_Q7,213.5,6,0.27671283975539984
strong,Q6_Q7,213.5,7,0.3068635633391984
strong,Q6_Q7,213.5,8,0.07539048246002754
strong,Q6_Q7,213.5,9,0.1916839628837843
strong,Q6_Q7,213.5,10,0.25491196085593376
strong,Q6_Q7,213.5,11,0.11806554321940461
strong,Q6_Q7,213.5,12,0.1370805372261013
strong,Q6_Q7,214.0,1,0.14725396565072588
strong,Q6_Q7,214.0,2,0.1196507050626481
strong,Q6_Q7,214.0,3,0.20981386275945718
strong,Q6_Q7,214.0,4,0.1311818341430718
strong,Q6_Q7,214.0,5,0.031222441139172094
strong,Q6_Q7,214.0,6,0.2771279647508476
strong,Q6_Q7,214.0,7,0.30368417770931755
strong,Q6_Q7,214.0,8,0.07228677216179025
strong,Q6_Q7,214.0,9,0.1894601179044344
strong,Q6_Q7,214.0,10,0.2582244826683241
strong,Q6_Q7,214.0,11,0.12259219320962714
strong,Q6_Q7,214.0,12,0.13750148284058433
strong,Q6_Q7,214.5,1,0.15255756270947357
strong,Q6_Q7,214.5,2,0.11879559746099799
strong,Q6_Q7,214.5,3,0.212502397310083
strong,Q6_Q7,214.5,4,0.12774980082714799
strong,Q6_Q7,214.5,5,0.027690534210748328
strong,Q6_Q7,214.5,6,0.2769530983625375
strong,Q6_Q7,214.5,7,0.30033828312053007
strong,Q6_Q7,214.5,8,0.07023052261436026
strong,Q6_Q7,214.5,9,0.18659366244284215
strong,Q6_Q7,214.5,10,0.2619646898993874
strong,Q6_Q7,214.5,11,0.12621920930641772
strong,Q6_Q7,214.5,12,0.13840464173547457
strong,Q6_Q7,215.0,1,0.15826716972863294
strong,Q6_Q7,215.0,2,0.1171016229493344
strong,Q6_Q7,215.0,3,0.21562335105205466
strong,Q6_Q7,215.0,4,0.12375776753397369
strong,Q6_Q7,215.0,5,0.025347235325746655
strong,Q6_Q7,215.0,6,0.2756624437943467
strong,Q6_Q7,215.0,7,0.29657110213892773
strong,Q6_Q7,215.0,8,0.06964279413172349
strong,Q6_Q7,215.0,9,0.1831595864990571
strong,Q6_Q7,215.0,10,0.26616389263521456
strong,Q6_Q7,215.0,11,0.12888743386721815
strong,Q6_Q7,215.0,12,0.13981560034376989
strong,Q6_Q7,215.5,1,0.16436351707794186
strong,Q6_Q7,215.5,2,0.11459503458441382
strong,Q6_Q7,215.5,3,0.21912473041020486
strong,Q6_Q7,215.5,4,0.11930488317122595
strong,Q6_Q7,215.5,5,0.024367097070530832
strong,Q6_Q7,215.5,6,0.2731280270048799
strong,Q6_Q7,215.5,7,0.2920029739236913
strong,Q6_Q7,215.5,8,0.07069757321398903
strong,Q6_Q7,215.5,9,0.1792878326371207
strong,Q6_Q7,215.5,10,0.2708210825602677
strong,Q6_Q7,215.5,11,0.13055415540395526
strong,Q6_Q7,215.5,12,0.14175309294177918
strong,Q6_Q7,216.0,1,0.17082155480020048
strong,Q6_Q7,216.0,2,0.11131532957566796
strong,Q6_Q7,216.0,3,0.2229404804411289
strong,Q6_Q7,216.0,4,0.11452927900599097
strong,Q6_Q7,216.0,5,0.024775232110619654
strong,Q6_Q7,216.0,6,0.2697863381221771
strong,Q6_Q7,216.0,7,0.2861470464179137
strong,Q6_Q7,216.0,8,0.07323114469286361
strong,Q6_Q7,216.0,9,0.17513537888636518
strong,Q6_Q7,216.0,10,0.2758960014792911
strong,Q6_Q7,216.0,11,0.13119359617962453
strong,Q6_Q7,216.0,12,0.14422861828815742
strong,Q6_Q7,216.5,1,0.17761063603315919
strong,Q6_Q7,216.5,2,0.10731439814100717
strong,Q6_Q7,216.5,3,0.2269940485707825
strong,Q6_Q7,216.5,4,0.109585438631973
strong,Q6_Q7,216.5,5,0.026457902394676967
strong,Q6_Q7,216.5,6,0.26637545354852077
strong,Q6_Q7,216.5,7,0.2786260449738228
strong,Q6_Q7,216.5,8,0.07682833501684877
strong,Q6_Q7,216.5,9,0.170848140720259
strong,Q6_Q7,216.5,10,0.2813164546923242
strong,Q6_Q7,216.5,11,0.13079722894729562
strong,Q6_Q7,216.5,12,0.14724591832933076
strong,Q6_Q7,217.0,1,0.18469477848216911
strong,Q6_Q7,217.0,2,0.10265558484380186
strong,Q6_Q7,217.0,3,0.23120178347450487
strong,Q6_Q7,217.0,4,0.10461747045661594
strong,Q6_Q7,217.0,5,0.029217376914794674
strong,Q6_Q7,217.0,6,0.26340004545729684
strong,Q6_Q7,217.0,7,0.2694914418787585
strong,Q6_Q7,217.0,8,0.08101606497552923
strong,Q6_Q7,217.0,9,0.16653532769071844
strong,Q6_Q7,217.0,10,0.2869956046703941
strong,Q6_Q7,217.0,11,0.12937403717240595
strong,Q6_Q7,217.0,12,0.15080048398301096
strong,Q6_Q7,217.5,1,0.19203300276057186
strong,Q6_Q7,217.5,2,0.0974128350609085
strong,Q6_Q7,217.5,3,0.23547514490261212
strong,Q6_Q7,217.5,4,0.09974062019640245
strong,Q6_Q7,217.5,5,0.03283659266427123
strong,Q6_Q7,217.5,6,0.26069075693407523
strong,Q6_Q7,217.5,7,0.25940526991761836
strong,Q6_Q7,217.5,8,0.08545505980372148
strong,Q6_Q7,217.5,9,0.1622711417874088
strong,Q6_Q7,217.5,10,0.2928495983708488
strong,Q6_Q7,217.5,11,0.1269506672900601
strong,Q6_Q7,217.5,12,0.1548793103115016
strong,Q6_Q7,218.0,1,0.1995797471059136
strong,Q6_Q7,218.0,2,0.09166993838395739
strong,Q6_Q7,218.0,3,0.2397214130174941
strong,Q6_Q7,218.0,4,0.09503996942912257
strong,Q6_Q7,218.0,5,0.03712363791394848
strong,Q6_Q7,218.0,6,0.2573855968530014
strong,Q6_Q7,218.0,7,0.24947870799608146
strong,Q6_Q7,218.0,8,0.0900404343730786
strong,Q6_Q7,218.0,9,0.15812217788290206
strong,Q6_Q7,218.0,10,0.29880603519008475
strong,Q6_Q7,218.0,11,0.12357129934313917
strong,Q6_Q7,218.0,12,0.15946104251127718
strong,Q6_Q7,218.5,1,0.2072853565125044
strong,Q6_Q7,218.5,2,0.08551971312395451
strong,Q6_Q7,218.5,3,0.24384339995368934
strong,Q6_Q7,218.5,4,0.09058665918693246
strong,Q6_Q7,218.5,5,0.04192565631349346
strong,Q6_Q7,218.5,6,0.25239160200693117
strong,Q6_Q7,218.5,7,0.2407737897057027
strong,Q6_Q7,218.5,8,0.09487734873613377
strong,Q6_Q7,218.5,9,0.15418370424920072
strong,Q6_Q7,218.5,10,0.30479921201305255
strong,Q6_Q7,218.5,11,0.11929707554970988
strong,Q6_Q7,218.5,12,0.16451648264869562
strong,Q6_Q7,219.0,1,0.21509663922187902
strong,Q6_Q7,219.0,2,0.07906291277806339
strong,Q6_Q7,219.0,3,0.24773916215806557
strong,Q6_Q7,219.0,4,0.08646268755309515
strong,Q6_Q7,219.0,5,0.04712214572687227
strong,Q6_Q7,219.0,6,0.2450612008146925
strong,Q6_Q7,219.0,7,0.23372539630925143
strong,Q6_Q7,219.0,8,0.10015690546996114
strong,Q6_Q7,219.0,9,0.15060296174592372
strong,Q6_Q7,219.0,10,0.31075565533485505
strong,Q6_Q7,219.0,11,0.11420506047249573
strong,Q6_Q7,219.0,12,0.17000927241484592
strong,Q6_Q7,219.5,1,0.22295747633121146
strong,Q6_Q7,219.5,2,0.07240672198051096
strong,Q6_Q7,219.5,3,0.2513026525076089
strong,Q6_Q7,219.5,4,0.08278064596509957
strong,Q6_Q7,219.5,5,0.05261571116520244
strong,Q6_Q7,219.5,6,0.2356572073288767
strong,Q6_Q7,219.5,7,0.22784519158492306
strong,Q6_Q7,219.5,8,0.10599689315462724
strong,Q6_Q7,219.5,9,0.14757513617999912
strong,Q6_Q7,219.5,10,0.3165789804941703
strong,Q6_Q7,219.5,11,0.10838685584319621
strong,Q6_Q7,219.5,12,0.17589652746457482
strong,Q6_Q7,220.0,1,0.23080946516999287
strong,Q6_Q7,220.0,2,0.06566289372745798
strong,Q6_Q7,220.0,3,0.25442571299489825
strong,Q6_Q7,220.0,4,0.07968748931925501
strong,Q6_Q7,220.0,5,0.05833084210319431
strong,Q6_Q7,220.0,6,0.22529555601856416
strong,Q6_Q7,220.0,7,0.22193294771315253
strong,Q6_Q7,220.0,8,0.11232224639509941
strong,Q6_Q7,220.0,9,0.14531288345156923
strong,Q6_Q7,220.0,10,0.3221436181475673
strong,Q6_Q7,220.0,11,0.10194704655524177
strong,Q6_Q7,220.0,12,0.18212929840400788
strong,Q6_Q7,220.5,1,0.23859257808299172
strong,Q6_Q7,220.5,2,0.05894574419805503
