time_ns,site,density,entropy_nats,rms_distance_sites
2.5,3,1.4881378560685848e-06,2.1455948150636953e-05,0.2787651898552905
2.5,4,0.00035644383392250534,0.0031863069069366394,0.2787651898552905
2.5,5,0.03709038513336883,0.15858434349916373,0.2787651898552905
2.5,6,0.9245056802083411,0.2676245881082688,0.2787651898552905
2.5,7,0.037670603338730166,0.16046919349121486,0.2787651898552905
2.5,8,0.00037375449186649346,0.003323321977706639,0.2787651898552905
2.5,9,1.637390920978344e-06,2.3451377004245594e-05,0.2787651898552905
2.5,10,4.024635931765142e-09,8.182419449416333e-08,0.2787651898552905
2.5,11,6.234245634718599e-12,1.670837899114297e-10,0.2787651898552905
3.0,1,3.0667890664605584e-11,7.730702050387381e-10,0.33450360574178195
3.0,2,1.4647176959846827e-08,2.7886786888873826e-07,0.33450360574178195
3.0,3,4.406531501627151e-06,5.874973084803282e-05,0.33450360574178195
3.0,4,0.0007308435021435431,0.006008224744627082,0.33450360574178195
3.0,5,0.05250465286742538,0.20582502540382172,0.33450360574178195
3.0,6,0.8926728655842112,0.34089031745537324,0.33450360574178195
3.0,7,0.05331618980852062,0.20816614971350111,0.33450360574178195
3.0,8,0.0007661625024005374,0.0062624077962532875,0.33450360574178195
3.0,9,4.8473008375321354e-06,6.416413860020642e-05,0.33450360574178195
3.0,10,1.7186703104238857e-08,3.2446999906287927e-07,0.33450360574178195
3.0,11,3.841201818150834e-11,9.596340341323612e-10,0.33450360574178195
3.5,1,1.424689983531044e-10,3.3725114112881554e-09,0.3902341580410094
3.5,2,4.987921092172641e-08,8.885313797880488e-07,0.3902341580410094
3.5,3,1.1002192178347316e-05,0.0001366187368430688,0.3902341580410094
3.5,4,0.0013360462138541124,0.010177161410843311,0.3902341580410094
3.5,5,0.07003053141371507,0.2537179150456683,0.3902341580410094
3.5,6,0.8561125891766306,0.41195798506067716,0.3902341580410094
3.5,7,0.07109738844397506,0.25646834494312354,0.3902341580410094
3.5,8,0.0014002346486604225,0.010600357395985657,0.3902341580410094
3.5,9,1.2099199868062304e-05,0.00014909075921488242,0.3902341580410094
3.5,10,5.851102963787181e-08,1.0329566738130925e-06,0.3902341580410094
3.5,11,1.7840942600502168e-10,4.183155117810452e-09,0.3902341580410094
4.0,1,5.380632207028483e-10,1.2021970780881139e-08,0.44595562792169163
4.0,2,1.4385296880892028e-07,2.4101808310556575e-06,0.44595562792169163
4.0,3,2.423627660282932e-05,0.0002818108906433836,0.44595562792169163
4.0,4,0.0022443794544827326,0.015931061376544806,0.44595562792169163
4.0,5,0.0893460216953333,0.3010221392935058,0.44595562792169163
4.0,6,0.8153228926780957,0.4784119974610985,0.44595562792169163
4.0,7,0.09068403968803251,0.30411759111389935,0.44595562792169163
4.0,8,0.0023514725387226106,0.01658149531951151,0.44595562792169163
4.0,9,2.6643910808301364e-05,0.00030728253409833525,0.44595562792169163
4.0,10,1.6869324471217077e-07,2.799495403006063e-06,0.44595562792169163
4.0,11,6.736458421461738e-10,1.4899912012550541e-08,0.44595562792169163
4.5,1,1.7345085678441968e-09,3.6723954997301585e-08,0.5016668371477043
4.5,2,3.653201578965443e-07,5.780275107800347e-06,0.5016668371477043
4.5,3,4.850059881645028e-05,0.000530301190294992,0.5016668371477043
4.5,4,0.0035326871152979397,0.023470919009912484,0.5016668371477043
4.5,5,0.11009694825659581,0.34671798263247816,0.5016668371477043
4.5,6,0.7708546453698903,0.5382415999598622,0.5016668371477043
4.5,7,0.1117131859853413,0.3500822431133994,0.5016668371477043
4.5,8,0.003699936824619074,0.024410656129703046,0.5016668371477043
4.5,9,5.3298376842285855e-05,0.0005777319146987915,0.5016668371477043
4.5,10,4.282469183673289e-07,6.707873733754213e-06,0.5016668371477043
4.5,11,2.1710125242729987e-09,4.5478527053656326e-08,0.5016668371477043
5.0,1,4.9339326684912865e-09,9.930590157995617e-08,0.5573666526348761
5.0,2,8.38952825826177e-07,1.2576834884758091e-05,0.5573666526348761
5.0,3,8.99469724940938e-05,0.0009279150305281736,0.5573666526348761
5.0,4,0.005279826456259762,0.03295254516125082,0.5573666526348761
5.0,5,0.13190371085462946,0.3899896264132503,0.5573666526348761
5.0,6,0.7233022349277024,0.5898073723544788,0.5573666526348761
5.0,7,0.13379606246646764,0.39353967905833287,0.5573666526348761
5.0,8,0.005527582631446632,0.03424467779691005,0.5573666526348761
5.0,9,9.880256866473843e-05,0.001009993207896212,0.5573666526348761
5.0,10,9.830617673716498e-07,1.4581355474316058e-05,0.5573666526348761
5.0,11,6.173809863142897e-09,1.2287702719211188e-07,0.5573666526348761
5.5,1,1.2681928819457666e-08,2.432785537388351e-07,0.6130539905173344
5.5,2,1.7756221697804208e-06,2.5287272396131452e-05,0.6130539905173344
5.5,3,0.0001568059877433058,0.001530492746813102,0.6130539905173344
5.5,4,0.00756403862233983,0.04448077109153702,0.6130539905173344
5.5,5,0.15436850027169502,0.4302124439958684,0.6130539905173344
5.5,6,0.673293580005978,0.6318215987050713,0.6130539905173344
5.5,7,0.1565255633868559,0.4338632952446022,0.6130539905173344
5.5,8,0.007915465229362657,0.04618649100927477,0.6130539905173344
5.5,9,0.0001721626447719645,0.0016642936757431971,0.6130539905173344
5.5,10,2.0796833986473067e-06,2.9288792414337663e-05,0.6130539905173344
5.5,11,1.5863756577136527e-08,3.0076459029218383e-07,0.6130539905173344
6.0,1,2.997498051488305e-08,5.49228653539554e-07,0.6687278196596098
6.0,2,3.512336686314973e-06,4.762457135466951e-05,0.6687278196596098
6.0,3,0.0002596785996291968,0.002403568497789934,0.6687278196596098
6.0,4,0.010460259643853975,0.05810594248968571,0.6687278196596098
6.0,5,0.17708283468352407,0.4669411004879971,0.6687278196596098
6.0,6,0.6214796510568379,0.6633351173065754,0.6687278196596098
6.0,7,0.17948403416380063,0.4706102008044182,0.6687278196596098
6.0,8,0.010940888526551507,0.06028164548789211,0.6687278196596098
6.0,9,0.00028496178110531137,0.0026111085029606293,0.6687278196596098
6.0,10,4.1117506814797056e-06,5.5104283024949586e-05,0.6687278196596098
6.0,11,3.748234963248606e-08,6.784078767333069e-07,0.6687278196596098
6.5,1,6.602220392043072e-08,1.157585437335901e-06,0.7243871645449133
6.5,2,6.562864469802671e-06,8.488461481592831e-05,0.7243871645449133
6.5,3,0.0004117840018728574,0.0036215602840079754,0.7243871645449133
6.5,4,0.014037440818134564,0.07382255566654057,0.7243871645449133
6.5,5,0.19963526692946354,0.4998963802300537,0.7243871645449133
6.5,6,0.5685236941787938,0.6837265672120728,0.7243871645449133
6.5,7,0.20225123271938011,0.5035075014081223,0.7243871645449133
6.5,8,0.014674570952693722,0.07651711210773622,0.7243871645449133
6.5,9,0.0004516202744593417,0.0039301996906304345,0.7243871645449133
6.5,10,7.678712395957636e-06,9.811132940117677e-05,0.7243871645449133
6.5,11,8.252613289734832e-08,1.4285398045776927e-06,0.7243871645449133
7.0,1,1.3692041233541062e-07,2.3007922537887056e-06,0.7800311074613177
7.0,2,1.1679715985597976e-05,0.00014433385459816257,0.7800311074613177
7.0,3,0.0006291479012617546,0.005266489844347781,0.7800311074613177
7.0,4,0.018355947699638067,0.09156987457868945,0.7800311074613177
7.0,5,0.22161911011759797,0.5289495896061004,0.7800311074613177
7.0,6,0.5150903572792535,0.6926916736279243,0.7800311074613177
7.0,7,0.22441230094712186,0.5324360055337557,0.7800311074613177
7.0,8,0.019177903486978804,0.09482218421321485,0.7800311074613177
7.0,9,0.0006895873392953625,0.005709143456652467,0.7800311074613177
7.0,10,1.3657516259239997e-05,0.00016663827472770284,0.7800311074613177
7.0,11,1.710761961005577e-07,2.836641215682923e-06,0.7800311074613177
7.5,1,2.695580226054446e-07,4.347022609679239e-06,0.8356587898956044
7.5,2,1.9927726192577955e-05,0.0002356132498125076,0.8356587898956044
7.5,3,0.000930716487970038,0.007426270946426429,0.8356587898956044
7.5,4,0.023465105606022905,0.11123434834716751,0.8356587898956044
7.5,5,0.24264002921463565,0.5541039776145023,0.8356587898956044
7.5,6,0.4618349183981543,0.6902311982310538,0.8356587898956044
7.5,7,0.24556558752715466,0.5574107983595442,0.8356587898956044
7.5,8,0.024500372952627053,0.11507128051841889,0.8356587898956044
7.5,9,0.001019448447683417,0.008041392675088669,0.8356587898956044
7.5,10,2.3287430618296916e-05,0.00027170807984042876,0.8356587898956044
7.5,11,3.3665091902147095e-07,5.354169984323056e-06,0.8356587898956044
8.0,1,5.071202199582608e-07,7.85758311649452e-06,0.8912694130290206
8.0,2,3.276895970751667e-05,0.00037114164582956064,0.8912694130290206
8.0,3,0.001338383090713876,0.01019262178728846,0.8912694130290206
8.0,4,0.029400956604740864,0.13265362818622906,0.8912694130290206
8.0,5,0.2623233496026808,0.5754730667731227,0.8912694130290206
8.0,6,0.4093928126837724,0.6766367894163119,0.8912694130290206
8.0,7,0.2653301670007209,0.5785585951986605,0.8912694130290206
8.0,8,0.030677220284484503,0.13708842935041685,0.8912694130290206
8.0,9,0.0014649340769903243,0.011023939804762252,0.8912694130290206
8.0,10,3.8267536511209616e-05,0.00042748242172218975,0.8912694130290206
8.0,11,6.330394582154441e-07,9.668242475006968e-06,0.8912694130290206
8.5,1,9.166222488144968e-07,1.3660027165702513e-05,0.9468622372099673
8.5,2,5.215808457834682e-05,0.000566499663802988,0.9468622372099673
8.5,3,0.0018769166752487416,0.013658671506135039,0.9468622372099673
8.5,4,0.036184288441822844,0.15562196226886263,0.9468622372099673
8.5,5,0.28032093995412216,0.5932561775100549,0.9468622372099673
8.5,6,0.3583696473217297,0.6524743761571585,0.9468622372099673
8.5,7,0.2833529068925869,0.5960921948864633,0.9468622372099673
8.5,8,0.03772739835296713,0.16065319194635394,0.9468622372099673
8.5,9,0.0020528182823439027,0.014754661264402622,0.9468622372099673
8.5,10,6.0865734245671697e-05,0.0006516778377254618,0.9468622372099673
8.5,11,1.1436381062786153e-06,1.6790088964923275e-05,0.9468622372099673
9.0,1,1.5989465552616775e-06,2.293875070670793e-05,1.0024365802557231
9.0,2,8.064673713046939e-05,0.0008407738389860516,1.0024365802557231
9.0,3,0.0025737839380912462,0.017916341932203043,1.0024365802557231
9.0,4,0.04381898991161391,0.1798967283238319,1.0024365802557231
9.0,5,0.29631753603919514,0.6077117951123383,1.0024365802557231
9.0,6,0.3093318828584695,0.6185650471597632,1.0024365802557231
9.0,7,0.29931494458402935,0.6102827381967986,1.0024365802557231
9.0,8,0.04565188721235827,0.18550776241395006,1.0024365802557231
9.0,9,0.0028126985373938965,0.019329436038943503,1.0024365802557231
9.0,10,9.403736675008091e-05,0.0009659303264070677,1.0024365802557231
9.0,11,1.99386841356813e-06,2.816425445310474e-05,1.0024365802557231
9.5,1,2.7018994041893443e-06,3.7344449053352595e-05,1.0579918144088731
9.5,2,0.0001214947529339635,0.0012168402635359856,1.0579918144088731
9.5,3,0.003458859699840268,0.023053593499533377,1.0579918144088731
9.5,4,0.052290779877026274,0.20520584757701718,1.0579918144088731
9.5,5,0.3100363840353447,0.6191297729001171,1.0579918144088731
9.5,6,0.26279834506937944,0.5759635949927076,1.0579918144088731
9.5,7,0.3129374483706166,0.6214308387066607,1.0579918144088731
9.5,8,0.05443241648792003,0.21136496476448247,1.0579918144088731
9.5,9,0.0037766517094200746,0.02483913930135961,1.0579918144088731
9.5,10,0.00014155079753755732,0.0013960845353664575,1.0579918144088731
9.5,11,3.367300577632977e-06,4.5799993545464745e-05,1.0579918144088731
10.0,1,4.436830058009742e-06,5.912328139220982e-05,1.113527361744538
10.0,2,0.00017878548999655526,0.0017215673998979377,1.113527361744538
10.0,3,0.004564023538354346,0.02915162871014987,1.113527361744538
10.0,4,0.061566348699211626,0.23125581073388102,1.113527361744538
10.0,5,0.32124409629442846,0.6278036682422796,1.113527361744538
10.0,6,0.21923271410686668,0.5259351166362773,1.113527361744538
10.0,7,0.32398655240976904,0.6298379700232277,1.113527361744538
10.0,8,0.06403063521244116,0.23791685390853973,1.113527361744538
10.0,9,0.004978764762718126,0.03136661597910512,1.113527361744538
10.0,10,0.0002081165224465676,0.0019723844591957584,1.113527361744538
10.0,11,5.526133710007296e-06,7.242561545648546e-05,1.113527361744538
10.5,1,7.099367184270346e-06,9.126592447245863e-05,1.1690426877923537
10.5,2,0.00025754184406910196,0.0023859190405269935,1.1690426877923537
10.5,3,0.005922644036406788,0.03628214766931937,1.1690426877923537
10.5,4,0.07159294141540759,0.2577400377096675,1.1690426877923537
10.5,5,0.32975462903390385,0.6340047314901109,1.1690426877923537
10.5,6,0.17903711749500625,0.4699302772303219,1.1690426877923537
10.5,7,0.3322773727419062,0.6357797219915633,1.1690426877923537
10.5,8,0.07438775898660069,0.26484361840100346,1.1690426877923537
10.5,9,0.006454542716387904,0.038983739568853454,1.1690426877923537
10.5,10,0.00029951567123752106,0.002729544431302887,1.1690426877923537
10.5,11,8.836691890494784e-06,0.00011166568377792191,1.1690426877923537
11.0,1,1.1094819563149636e-05,0.00013767591238140846,1.224537293103198
11.0,2,0.0003638389774510962,0.0032449405682511744,1.224537293103198
11.0,3,0.0075689555593200925,0.044504748189570294,1.224537293103198
11.0,4,0.08229840182895994,0.2843472884169869,1.224537293103198
11.0,5,0.3354323096987404,0.6379591653699648,1.224537293103198
11.0,6,0.1425469310393796,0.40956010014441024,1.224537293103198
11.0,7,0.3376770308790453,0.6394826289627844,1.224537293103198
11.0,8,0.08542471311164189,0.29182247878466167,1.224537293103198
11.0,9,0.008240200410371573,0.04774865829235926,1.224537293103198
11.0,10,0.0004227230981547053,0.0037066820717776934,1.224537293103198
11.0,11,1.380057737270489e-05,0.00016823998517426713,1.224537293103198
11.5,1,1.6968758394915113e-05,0.00020335577534916192,1.2800107024558864
11.5,2,0.0005049092768729056,0.00433761465377609,1.2800107024558864
11.5,3,0.00953733602877691,0.053864557976703795,1.2800107024558864
11.5,4,0.09359168597899599,0.3107698428244033,1.2800107024558864
11.5,5,0.33819386140333807,0.6398302017527435,1.2800107024558864
11.5,6,0.11002686736323658,0.34657150593271746,1.2800107024558864
11.5,7,0.34010663218170856,0.6411061810567913,1.2800107024558864
11.5,8,0.09704277858931386,0.31853627741473645,1.2800107024558864
11.5,9,0.010371848643142539,0.05770332415757026,1.2800107024558864
11.5,10,0.0005860196999219527,0.0049470986574251955,1.2800107024558864
11.5,11,2.1092076298409628e-05,0.00024818207923814713,1.2800107024558864
12.0,1,2.544324399655999e-05,0.00029460853308788034,1.3354624513645976
12.0,2,0.0006892346470627833,0.005706576215774375,1.3354624513645976
12.0,3,0.011861497620555996,0.06439017874361366,1.3354624513645976
12.0,4,0.10536384248442095,0.3367111754646208,1.3354624513645976
12.0,5,0.33800939249115036,0.6397062818986582,1.3354624513645976
12.0,6,0.0816684060693418,0.2828254069839554,1.3354624513645976
12.0,7,0.3395421679462379,0.640731333379726,1.3354624513645976
12.0,8,0.10912473587798212,0.34468146451521686,1.3354624513645976
12.0,9,0.012884589120209943,0.06887139097602694,1.3354624513645976
12.0,10,0.0007990881642356652,0.006497896979778444,1.3354624513645976
12.0,11,3.160233480627973e-05,0.000359074063263519,1.3354624513645976
12.5,1,3.745907842550329e-05,0.00041925109829419417,1.3908920695149884
12.5,2,0.0009266209570244916,0.0073976807403628945,1.3908920695149884
12.5,3,0.01457360558768329,0.07609201206424164,1.3908920695149884
12.5,4,0.11748944626036925,0.3618928634052361,1.3908920695149884
12.5,5,0.33490234040947126,0.6375961864437756,1.3908920695149884
12.5,6,0.05758859299065463,0.22028024067638544,1.3908920695149884
12.5,7,0.3360143323386326,0.6383563442950808,1.3908920695149884
12.5,8,0.12153648931711282,0.369975201843332,1.3908920695149884
12.5,9,0.015811536280117416,0.0812565552723532,1.3908920695149884
12.5,10,0.0010730860682569296,0.008409431990709074,1.3908920695149884
12.5,11,4.649071225234801e-05,0.0005102929716606817,1.3908920695149884
13.0,1,5.4224356263081124e-05,0.0005868351387883183,1.4462990607272577
13.0,2,0.0012282493060183713,0.009459424763983749,1.4462990607272577
13.0,3,0.017703343400635355,0.08896102473072506,1.4462990607272577
13.0,4,0.12982846133878678,0.3860604882327252,1.4462990607272577
13.0,5,0.32894838034412893,0.633431392120616,1.4462990607272577
13.0,6,0.037830209175618384,0.1609860416215273,1.4462990607272577
13.0,7,0.3296072675675321,0.63390015960284,1.4462990607272577
13.0,8,0.13412914346702703,0.39416133066728004,1.4462990607272577
13.0,9,0.019182787333664433,0.09484139972035,1.4462990607272577
13.0,10,0.001420690138232112,0.010734595216600713,1.4462990607272577
13.0,11,6.724357209393926e-05,0.0007132630258285197,1.4462990607272577
13.5,1,7.726944791396443e-05,0.0008088699704166764,1.5016828790194139
13.5,2,0.0016066987828054957,0.011942222303814212,1.5016828790194139
13.5,3,0.021276945012411116,0.10296799768337395,1.5016828790194139
13.5,4,0.1422284982377349,0.4089883226527,1.5016828790194139
13.5,5,0.3202733299502281,0.6270753143410113,1.5016828790194139
13.5,6,0.022363283700601908,0.10709930526813684,1.5016828790194139
13.5,7,0.32045627251908204,0.6272129046863786,1.5016828790194139
13.5,8,0.146741491532544,0.41701498570497464,1.5016828790194139
13.5,9,0.023024364659711354,0.10958678269053597,1.5016828790194139
13.5,10,0.0018561055673801564,0.013527939846991363,1.5016828790194139
13.5,11,9.57405895875293e-05,0.0009817068052573466,1.5016828790194139
14.0,1,0.00010850838369813835,0.0010990411469706822,1.5570429003253305
14.0,2,0.0020759355681540972,0.014897546099726778,1.5570429003253305
14.0,3,0.02531621721597425,0.11806328763006405,1.5570429003253305
14.0,4,0.15452742175533082,0.430482631581437,1.5570429003253305
14.0,5,0.30905010161679675,0.6183385220277433,1.5570429003253305
14.0,6,0.01108789864887159,0.06094282120118931,1.5570429003253305
14.0,7,0.30874453102264643,0.618092452281809,1.5570429003253305
14.0,8,0.1592028658106564,0.4383456819969222,1.5570429003253305
14.0,9,0.027357156954318406,0.12543180014613634,1.5570429003253305
14.0,10,0.00239503458380707,0.01684465935875071,1.5570429003253305
14.0,11,0.00013432843974636372,0.0013318873744453475,1.5570429003253305
14.5,1,0.00015030641405287796,0.0014734176177674874,1.6123783894114851
14.5,2,0.002651263585834899,0.01837694753459817,1.6123783894114851
14.5,3,0.029837576692348322,0.13417711465046397,1.6123783894114851
14.5,4,0.16655625643728075,0.4503834665639476,1.6123783894114851
14.5,5,0.2954947726004949,0.6069985665337343,1.6123783894114851
14.5,6,0.00383821015777232,0.02518183498678911,1.6123783894114851
14.5,7,0.294698935542485,0.6063055858125349,1.6123783894114851
14.5,8,0.17133629096747038,0.45799875785922173,1.6123783894114851
14.5,9,0.03219588714905494,0.1422943279353183,1.6123783894114851
14.5,10,0.003054598972029983,0.020739438307376706,1.6123783894114851
14.5,11,0.00018590148117602227,0.0017828325221874582,1.6123783894114851
15.0,1,0.00020555330364513955,0.0019506396766338823,1.6676884615352334
15.0,2,0.003349232445426898,0.022430973850902612,1.6676884615352334
15.0,3,0.03485112738925273,0.1512203727862967,1.6676884615352334
15.0,4,0.1781423294841579,0.46856489105112226,1.6676884615352334
15.0,5,0.2798618606693087,0.5928228028206415,1.6676884615352334
15.0,6,0.0003875867977732201,0.0034322271841020734,1.6676884615352334
15.0,7,0.27858509999088915,0.5916120284474464,1.6676884615352334
15.0,8,0.1829618731273639,0.47585512401723207,1.6676884615352334
15.0,9,0.03754813603414772,0.16007213395727496,1.6676884615352334
15.0,10,0.0038532119831081457,0.02526519929410665,1.6676884615352334
15.0,11,0.0002539887749270349,0.0023565315966392374,1.6676884615352334
15.5,1,0.0002777416784562283,0.002552079463420057,1.7229720383976335
15.5,2,0.004187499140102612,0.02710800561463625,1.7229720383976335
15.5,3,0.04035980427624897,0.16908594424883971,1.7229720383976335
15.5,4,0.1891125847028529,0.48493364189573923,1.7229720383976335
15.5,5,0.2624389082601524,0.5755925115672578,1.7229720383976335
15.5,6,0.00045474615180385195,0.003954265078743602,1.7229720383976335
15.5,7,0.26070167116633275,0.5737895643767148,1.7229720383976335
15.5,8,0.1939003514368376,0.4918293458740614,1.7229720383976335
15.5,9,0.043413450694873984,0.1786445311917302,1.7229720383976335
15.5,10,0.004810396015198093,0.03047177490547085,1.7229720383976335
15.5,11,0.00034284647714103816,0.0030780949934592194,1.7229720383976335
16.0,1,0.0003710494892785122,0.003301965532177386,1.7782277979665706
16.0,2,0.005184640857629783,0.03245304113960694,1.7782277979665706
16.0,3,0.04635860926190545,0.18765048182859667,1.7782277979665706
16.0,4,0.19929699641325793,0.49942630785140163,1.7782277979665706
16.0,5,0.24354049126640556,0.5551267329566403,1.7782277979665706
16.0,6,0.0037107527038732105,0.024471163047163857,1.7782277979665706
16.0,7,0.24137406171624531,0.5526586120450363,1.7782277979665706
16.0,8,0.20397673410169484,0.5058661706025808,1.7782277979665706
16.0,9,0.04978256626606122,0.19787452464222408,1.7782277979665706
16.0,10,0.005946543597597269,0.03640453744392194,1.7782277979665706
16.0,11,0.00045755432605124524,0.003975866211201931,1.7782277979665706
16.5,1,0.0004904253878533601,0.004227462994539369,1.83345411778255
16.5,2,0.0063599173210803,0.03850645764050145,1.83345411778255
16.5,3,0.05283396411689241,0.20677660877236567,1.83345411778255
16.5,4,0.20853200911051023,0.5120051861572086,1.83345411778255
16.5,5,0.2235017791740396,0.5313044507189424,1.83345411778255
16.5,6,0.009786725357346796,0.055019198193056465,1.83345411778255
16.5,7,0.22094773824182062,0.5281048673909701,1.83345411778255
16.5,8,0.2130239380058283,0.51793569991595,1.83345411778255
16.5,9,0.05663676812036439,0.21761138832503002,1.83345411778255
16.5,10,0.007282620549218094,0.04310302237142019,1.83345411778255
16.5,11,0.0006041146150462107,0.00508147655602134,1.83345411778255
17.0,1,0.0006416755392584653,0.005358701001757319,1.888649011410911
17.0,2,0.007732982279707249,0.045302781117514006,1.888649011410911
17.0,3,0.05976320362667453,0.22631547120714585,1.888649011410911
17.0,4,0.21666392723357145,0.5226530593625094,1.888649011410911
17.0,5,0.20267178115427578,0.504084065107285,1.888649011410911
17.0,6,0.018282091355897718,0.09127582830647801,1.888649011410911
17.0,7,0.19978120599459365,0.500098961005006,1.888649011410911
17.0,8,0.22088634997903736,0.5280274979052624,1.888649011410911
17.0,9,0.0639474194421782,0.2376935930162711,1.888649011410911
17.0,10,0.008839811682499456,0.05059958344724673,1.888649011410911
17.0,11,0.0007895517123064969,0.006429833075540959,1.888649011410911
17.5,1,0.0008315501230762416,0.006728739855801095,1.943810057771091
17.5,2,0.009323545097454396,0.05286949829796873,1.943810057771091
17.5,3,0.06711422991841844,0.24610956555127023,1.943810057771091
17.5,4,0.2235521796435494,0.5313672108844529,1.943810057771091
17.5,5,0.18140641775163463,0.4735194178223354,1.943810057771091
17.5,6,0.028773215274718926,0.13045153553393615,1.943810057771091
17.5,7,0.17823883641716953,0.468712416843182,1.943810057771091
17.5,8,0.22742322862331912,0.53614400459379,1.943810057771091
17.5,9,0.07167567623219162,0.25795199203585195,1.943810057771091
17.5,10,0.010639111055287677,0.058918118462133164,1.943810057771091
17.5,11,0.0010220098631801718,0.008059031138182047,1.943810057771091
18.0,1,0.0010678275139411385,0.008373470842272544,1.998934323156223
18.0,2,0.011150984809067838,0.06122594430593935,1.998934323156223
18.0,3,0.07484534600589328,0.26599575267880554,1.998934323156223
18.0,4,0.22907238537239794,0.538153062721541,1.998934323156223
18.0,5,0.1600615598953545,0.43977194565138455,1.998934323156223
18.0,6,0.04082222721332871,0.17054848446068185,1.998934323156223
18.0,7,0.15668368547516565,0.43412952723667575,1.998934323156223
18.0,8,0.23251186832180834,0.5422936920046015,1.998934323156223
