time_ns,site,probability_n_eq_2
69.0,5,2.8034196460526842e-05
69.0,6,0.007055994620771505
69.0,7,0.005989613574239072
69.0,8,4.375069963350638e-05
69.0,9,1.722193300682601e-05
69.0,10,0.000259328222479464
69.0,11,6.366550789555302e-05
69.0,12,0.00012444360833510962
69.5,1,7.34248609112792e-05
69.5,2,7.715220247060277e-05
69.5,3,0.00017628465945029523
69.5,4,2.4151506493146977e-05
69.5,5,5.512172768751591e-06
69.5,6,0.006229472095720465
69.5,7,0.006556456138297017
69.5,8,1.3622449578622839e-05
69.5,9,2.768734720043652e-05
69.5,10,0.0002385249126868832
69.5,11,6.676343643648546e-05
69.5,12,0.00011876837736289451
70.0,1,6.991431936872605e-05
70.0,2,8.204813538777925e-05
70.0,3,0.00016505749979552552
70.0,4,4.3731752088841866e-05
70.0,5,2.425289558410201e-06
70.0,6,0.0056749825695279815
70.0,7,0.006617510713315362
70.0,8,1.698192801657577e-05
70.0,9,4.663423969216407e-05
70.0,10,0.0002165217319499919
70.0,11,6.917914861432165e-05
70.0,12,0.00011353763266952611
70.5,1,6.666588234775821e-05
70.5,2,8.606869153008256e-05
70.5,3,0.00015292854616220735
70.5,4,6.46615751295915e-05
70.5,5,1.6560412634720745e-05
70.5,6,0.005716147322620386
70.5,7,0.006007192590880961
70.5,8,4.952819887633366e-05
70.5,9,6.892375274572668e-05
70.5,10,0.0001943041986723094
70.5,11,7.09633939676676e-05
70.5,12,0.00010872875581309688
71.0,1,6.367162404183642e-05
71.0,2,8.922972434054549e-05
71.0,3,0.00014023102070560882
71.0,4,8.093249791042786e-05
71.0,5,3.6855636242508553e-05
71.0,6,0.006467674429059288
71.0,7,0.004995511494808468
71.0,8,9.152652159211317e-05
71.0,9,8.624952764485064e-05
71.0,10,0.00017265673760766528
71.0,11,7.211293584964084e-05
71.0,12,0.00010431940001954669
71.5,1,6.0922484176844346e-05
71.5,2,9.156082876871411e-05
71.5,3,0.00012722713127018035
71.5,4,8.823553471983441e-05
71.5,5,5.0611031782322387e-05
71.5,6,0.00774601195136137
71.5,7,0.004175219209976277
71.5,8,0.00011928387148300153
71.5,9,9.258829907992302e-05
71.5,10,0.00015195487819695742
71.5,11,7.257259297787085e-05
71.5,12,0.00010028722598333579
72.0,1,5.840725166662908e-05
72.0,2,9.30790368066034e-05
72.0,3,0.0001141188095767945
72.0,4,8.640757069501996e-05
72.0,5,5.077407571041019e-05
72.0,6,0.00910407807758459
72.0,7,0.004102745161610653
72.0,8,0.00011833911467209259
72.0,9,8.880046231352899e-05
72.0,10,0.0001322155568285758
72.0,11,7.228289514384794e-05
72.0,12,9.660875203467692e-05
72.5,1,5.6112000313334435e-05
72.5,2,9.377980242860934e-05
72.5,3,0.00010111736271600518
72.5,4,7.996982101817821e-05
72.5,5,3.8875255878542526e-05
72.5,6,0.009992476440428642
72.5,7,0.004910695717011623
72.5,8,9.05066911890862e-05
72.5,9,8.285439075149014e-05
72.5,10,0.00011334456444617965
72.5,11,7.124166036722777e-05
72.5,12,9.325824276056516e-05
73.0,1,5.402042128891541e-05
73.0,2,9.364802205628858e-05
73.0,3,8.850054503072591e-05
73.0,4,7.62457684485934e-05
73.0,5,2.2381292182295758e-05
73.0,6,0.009990822094714193
73.0,7,0.006158814958668894
73.0,8,5.0969255768028074e-05
73.0,9,8.497310289239736e-05
73.0,10,9.539787193200675e-05
73.0,11,6.953861494707251e-05
73.0,12,9.020751318922445e-05
73.5,1,5.2115039588723906e-05
73.5,2,9.268207898061051e-05
73.5,3,7.659642657669996e-05
73.5,4,8.180739475279593e-05
73.5,5,8.990379715891263e-06
73.5,6,0.009012415723135539
73.5,7,0.007057232947019321
73.5,8,1.796131518437764e-05
73.5,9,0.00010062759382396561
73.5,10,7.868199397430987e-05
73.5,11,6.733942971961243e-05
73.5,12,8.742698651796939e-05
74.0,1,5.0378842278049605e-05
74.0,2,9.091807202832219e-05
74.0,3,6.569241894259919e-05
74.0,4,9.896669697102671e-05
74.0,5,2.1008609277294206e-06
74.0,6,0.007385071620843984
74.0,7,0.006953879220585069
74.0,8,2.0443101359368435e-06
74.0,9,0.00012612863946128385
74.0,10,6.364206115016372e-05
74.0,11,6.482770049121491e-05
74.0,12,8.488761234608912e-05
74.5,1,4.879661964836647e-05
74.5,2,8.844198151506818e-05
74.5,3,5.592933274024942e-05
74.5,4,0.00012414333477756763
74.5,5,2.724377914174635e-07
74.5,6,0.0057558688331139345
74.5,7,0.005784428699695262
74.5,8,1.6723492297456815e-06
74.5,9,0.00015012306407012477
74.5,10,5.063281719824662e-05
74.5,11,6.213956845354435e-05
74.5,12,8.25627354426536e-05
75.0,1,4.7355443701826545e-05
75.0,2,8.538371957503216e-05
75.0,3,4.725798862588964e-05
75.0,4,0.0001490748432670128
75.0,5,2.0151707256499e-07
75.0,6,0.004842430937496642
75.0,7,0.00417701289009523
75.0,8,7.078859593085957e-06
75.0,9,0.0001603934511691975
75.0,10,3.973702646127918e-05
75.0,11,5.932944160332948e-05
75.0,12,8.04289923064567e-05
75.5,1,4.6044121953900105e-05
75.5,2,8.18954327324338e-05
75.5,3,3.949630919027374e-05
75.5,4,0.0001644067722747901
75.5,5,1.446775994474335e-07
75.5,6,0.005126303650424175
75.5,7,0.0031073066590784027
75.5,8,8.835371959489318e-06
75.5,9,0.00015163810821153573
75.5,10,3.0748193142495735e-05
75.5,11,5.638507418535984e-05
75.5,12,7.846581854417828e-05
76.0,1,4.485196112980608e-05
76.0,2,7.812305611716258e-05
76.0,3,3.245642056898106e-05
76.0,4,0.00016395377012854977
76.0,5,8.21140356768654e-07
76.0,6,0.006620490604217292
76.0,7,0.0032924293018623068
76.0,8,4.687492291286499e-06
76.0,9,0.00012902651648296322
76.0,10,2.331332036943106e-05
76.0,11,5.3279693851200625e-05
76.0,12,7.665390143229366e-05
76.5,1,4.3767504553147366e-05
76.5,2,7.418225527279542e-05
76.5,3,2.6062811943875428e-05
76.5,4,0.00014753509064262705
76.5,5,3.4183845750396096e-06
76.5,6,0.008822234160660707
76.5,7,0.004703069878081741
76.5,8,1.9599933736592454e-07
76.5,9,0.0001050292092033553
76.5,10,1.712600674035759e-05
76.5,11,5.0027317350938524e-05
76.5,12,7.497349404533089e-05
77.0,1,4.27779026036713e-05
77.0,2,7.014716879955738e-05
77.0,3,2.0387822265653827e-05
77.0,4,0.00012098493924184423
77.0,5,7.17507649442609e-06
77.0,6,0.010887971900365074
77.0,7,0.006525185447938494
77.0,8,3.636011249913275e-06
77.0,9,9.153063053056462e-05
77.0,10,1.2040369706802663e-05
77.0,11,4.670753168112534e-05
77.0,12,7.340359039228474e-05
77.5,1,4.1869241081412214e-05
77.5,2,6.60545435298012e-05
77.5,3,1.5585213524917187e-05
77.5,4,9.336132902178116e-05
77.5,5,9.591209647907843e-06
77.5,6,0.011970049762033936
77.5,7,0.00762986789789157
77.5,8,1.9750993022108002e-05
77.5,9,9.243898340424703e-05
77.5,10,8.046225924684875e-06
77.5,11,4.3446371328208264e-05
77.5,12,7.19224870562007e-05
78.0,1,4.102766040821174e-05
78.0,2,6.191970003568949e-05
78.0,3,1.1768253688837449e-05
78.0,4,7.277722718544621e-05
78.0,5,9.900010007279712e-06
78.0,6,0.011577730290216678
78.0,7,0.00727917346928094
78.0,8,4.726733340181629e-05
78.0,9,0.00010165734081050775
78.0,10,5.147664697675167e-06
78.0,11,4.036684420473379e-05
78.0,12,7.050947970503597e-05
78.5,1,4.024070276874439e-05
78.5,2,5.7756730645178346e-05
78.5,3,8.911565274503272e-06
78.5,4,6.292405046380968e-05
78.5,5,1.2902064580284945e-05
78.5,6,0.009805431008789575
78.5,7,0.005623300014524444
78.5,8,8.152335921567439e-05
78.5,9,0.00010760401290121552
78.5,10,3.2470951158019703e-06
78.5,11,3.753962805501839e-05
78.5,12,6.914679405046033e-05
79.0,1,3.949822652487849e-05
79.0,2,5.3594645006342244e-05
79.0,3,6.836337084764035e-06
79.0,4,6.193269959780254e-05
79.0,5,2.8759556201660508e-05
79.0,6,0.007321483629930646
79.0,7,0.0036543708183326374
79.0,8,0.00011915589123499063
79.0,9,0.00010103838971189871
79.0,10,2.1187399537319827e-06
79.0,11,3.4962297824673054e-05
79.0,12,6.78206998030517e-05
79.5,1,3.879247145191987e-05
79.5,2,4.9483628471894366e-05
79.5,3,5.2826641463214825e-06
79.5,4,6.39765430642846e-05
79.5,5,6.676031589437212e-05
79.5,6,0.005111519990067725
79.5,7,0.002617489075459169
79.5,8,0.000160194292322572
79.5,9,8.085139606337956e-05
79.5,10,1.48154456270725e-06
79.5,11,3.257708027447872e-05
79.5,12,6.652119758644578e-05
80.0,1,3.811730734634693e-05
80.0,2,4.548987309331646e-05
80.0,3,4.019433491342998e-06
80.0,4,6.263546377136846e-05
80.0,5,0.0001261661441272002
80.0,6,0.004078062559500182
80.0,7,0.0032316786539705695
80.0,8,0.00020553462989077618
80.0,9,5.412256997694182e-05
80.0,10,1.1100250147730203e-06
80.0,11,3.03146215803949e-05
80.0,12,6.524046068113546e-05
80.5,1,3.7467108880189626e-05
80.5,2,4.168184590475907e-05
80.5,3,2.9248031173270688e-06
80.5,4,5.42254262647439e-05
80.5,5,0.0001912058653743035
80.5,6,0.004663645258774446
80.5,7,0.005212061399508132
80.5,8,0.0002524732343484845
80.5,9,3.086247461668523e-05
80.5,10,9.02217314654417e-07
80.5,11,2.8137776653061506e-05
80.5,12,6.397090808380039e-05
81.0,1,3.683585481127586e-05
81.0,2,3.811383227502635e-05
81.0,3,1.9958411443184664e-06
81.0,4,3.9437598277545515e-05
81.0,5,0.00023631222847704614
81.0,6,0.0066583435371839386
81.0,7,0.007410644800997438
81.0,8,0.0002936524488267478
81.0,9,1.746137382162109e-05
81.0,10,8.63500550043639e-07
81.0,11,2.6061625618351202e-05
81.0,12,6.270398340587132e-05
81.5,1,3.62168787228717e-05
81.5,2,3.4813233434491104e-05
81.5,3,1.2931609257508854e-06
81.5,4,2.259867052875255e-05
81.5,5,0.00024131162857080247
81.5,6,0.009275794759874511
81.5,7,0.00850780534139707
81.5,8,0.00032261095937500417
81.5,9,1.3428328017887496e-05
81.5,10,1.0284101074375146e-06
81.5,11,2.4140969879490538e-05
81.5,12,6.143029779148101e-05
82.0,1,3.560331204103817e-05
82.0,2,3.177635524160342e-05
82.0,3,8.633839268534339e-07
82.0,4,9.120994679651273e-06
82.0,5,0.0002082383963386705
82.0,6,0.011468123088359228
82.0,7,0.007832579689967777
82.0,8,0.0003431974346669093
82.0,9,1.3283103882080489e-05
82.0,10,1.3824843867224723e-06
82.0,11,2.243494141298919e-05
82.0,12,6.014100166423494e-05
82.5,1,3.4988883893855675e-05
82.5,2,2.8974053111247057e-05
82.5,3,6.880608341272809e-07
82.5,4,2.605876350458532e-06
82.5,5,0.00016769856242768028
82.5,6,0.012349386868444872
82.5,7,0.005796555167610394
82.5,8,0.00037497547570177956
82.5,9,1.1603276506938035e-05
82.5,10,1.8382957388673863e-06
82.5,11,2.0969887335812394e-05
82.5,12,5.882953858295745e-05
83.0,1,3.436858561234303e-05
83.0,2,2.6364880820262733e-05
83.0,3,6.839565704860883e-07
83.0,4,3.1635159485515537e-06
83.0,5,0.00016713998777302506
83.0,6,0.011552627563144015
83.0,7,0.0036596784738463645
83.0,8,0.00044722547730671026
83.0,9,7.120337399960241e-06
83.0,10,2.276206171979624e-06
83.0,11,1.972097740788158e-05
83.0,12,5.749271846678857e-05
83.5,1,3.37388432101731e-05
83.5,2,2.391070218063345e-05
83.5,3,7.456910294219669e-07
83.5,4,7.80415665581239e-06
83.5,5,0.0002444864054849456
83.5,6,0.009375241018638288
83.5,7,0.00276334459565558
83.5,8,0.0005813139596978412
83.5,9,2.8690394605918177e-06
83.5,10,2.6156994115133438e-06
83.5,11,1.862157662439649e-05
83.5,12,5.613045154266074e-05
84.0,1,3.309716810437459e-05
84.0,2,2.1589035751870095e-05
84.0,3,7.993316652133275e-07
84.0,4,1.262293536738953e-05
84.0,5,0.0004016255241524596
84.0,6,0.006656711935544087
84.0,7,0.003703218901058897
84.0,8,0.0007708373981895198
84.0,9,2.713118477846168e-06
84.0,10,2.867053040446734e-06
84.0,11,1.7594154248838618e-05
84.0,12,5.474426889260896e-05
84.5,1,3.2441566321719395e-05
84.5,2,1.939791726696166e-05
84.5,3,8.350643902483538e-07
84.5,4,1.5527610168097108e-05
84.5,5,0.0005953173795359073
84.5,6,0.004442531991191144
84.5,7,0.005956300969374277
84.5,8,0.0009739234520204042
84.5,9,7.442424263712481e-06
84.5,10,3.131161827363999e-06
84.5,11,1.658547555157369e-05
84.5,12,5.333545711656418e-05
85.0,1,3.1770093061427775e-05
85.0,2,1.7352132624299004e-05
85.0,3,9.040712225098975e-07
85.0,4,1.79378475595886e-05
85.0,5,0.0007546832008470874
85.0,6,0.0035724319033532083
85.0,7,0.008195537527086998
85.0,8,0.0011273714093501146
85.0,9,1.3830522575972054e-05
85.0,10,3.5501286940599685e-06
85.0,11,1.5587373489831424e-05
85.0,12,5.190384099080324e-05
85.5,1,3.108079130934329e-05
85.5,2,1.5473046483644173e-05
85.5,3,1.086271559722917e-06
85.5,4,2.4390298010276472e-05
85.5,5,0.0008185205266953796
85.5,6,0.004356889735811711
85.5,7,0.009097876930999305
85.5,8,0.0011792466110481475
85.5,9,1.746921960914221e-05
85.5,10,4.239085925239899e-06
85.5,11,1.4632747924415351e-05
85.5,12,5.0447842594895996e-05
86.0,1,3.0371961273574027e-05
86.0,2,1.3776582213648705e-05
86.0,3,1.4497329878065748e-06
86.0,4,4.008302950771464e-05
86.0,5,0.0007719564167875339
86.0,6,0.006465820199310174
86.0,7,0.008146921507736276
86.0,8,0.0011228624394321856
86.0,9,1.6958866486194254e-05
86.0,10,5.237067222095042e-06
86.0,11,1.376991069832516e-05
86.0,12,4.8965675921840765e-05
86.5,1,2.96424709165247e-05
86.5,2,1.2264307316483254e-05
86.5,3,2.0242294615107516e-06
86.5,4,6.754719683213292e-05
86.5,5,0.0006598082907498227
86.5,6,0.009066651055972917
86.5,7,0.005938719140193445
86.5,8,0.0010103722023714623
86.5,9,1.5765277726968765e-05
86.5,10,6.5029543220524105e-06
86.5,11,1.3029860517752392e-05
86.5,12,4.745686480910001e-05
87.0,1,2.8891794931439357e-05
87.0,2,1.0920970448640923e-05
87.0,3,2.802291586053021e-06
87.0,4,0.00010424296033743999
87.0,5,0.0005661601346725767
87.0,6,0.011151821272159171
87.0,7,0.0038101285367094654
87.0,8,0.0009332981041448317
87.0,9,1.9839096020658283e-05
87.0,10,7.9609952557539e-06
87.0,11,1.240453703534253e-05
87.0,12,4.592309847726078e-05
87.5,1,2.8119674917582206e-05
87.5,2,9.71898032725926e-06
87.5,3,3.766499594073079e-06
87.5,4,0.000142572022534191
87.5,5,0.0005695803434647459
87.5,6,0.011925778437397882
87.5,7,0.0030258610805097546
87.5,8,0.0009762972005760036
87.5,9,3.257504201539729e-05
87.5,10,9.578020345826077e-06
87.5,11,1.184778108360174e-05
87.5,12,4.4367860868742994e-05
88.0,1,2.732558836575664e-05
88.0,2,8.627464373428969e-06
88.0,3,4.928119923160487e-06
88.0,4,0.0001726527459948453
88.0,5,0.0006989621365067491
88.0,6,0.01110362562943533
88.0,7,0.0040238178844226044
88.0,8,0.0011681575059229845
88.0,9,5.1091556356486315e-05
88.0,10,1.1437306964421134e-05
88.0,11,1.1298070172958414e-05
88.0,12,4.279502735245116e-05
88.5,1,2.6508395120460182e-05
88.5,2,7.621890019376888e-06
88.5,3,6.355642916763182e-06
88.5,4,0.0001867399843750122
88.5,5,0.0009159744814387635
88.5,6,0.009011516538837291
88.5,7,0.006171267135563141
88.5,8,0.0014587939993785425
88.5,9,6.711199474898953e-05
88.5,10,1.3768384718461865e-05
88.5,11,1.0710074130693685e-05
88.5,12,4.12072561794762e-05
89.0,1,2.566646264133974e-05
89.0,2,6.6903926337002356e-06
89.0,3,8.176580801450134e-06
89.0,4,0.0001831446914507149
89.0,5,0.001135147466572154
89.0,6,0.006455932643721259
89.0,7,0.008164795145173258
89.0,8,0.0017384365599414763
89.0,9,7.229817783959631e-05
89.0,10,1.690535009380161e-05
89.0,11,1.0077390934151201e-05
89.0,12,3.9605131438560344e-05
89.5,1,2.4798281758055667e-05
89.5,2,5.834719097306475e-06
89.5,3,1.0551346711913629e-05
89.5,4,0.00016752510589019098
89.5,5,0.0012704044383495064
89.5,6,0.004415259644871453
89.5,7,0.008817636623605187
89.5,8,0.0018915770436066046
89.5,9,6.430262131208954e-05
89.5,10,2.118049880617488e-05
89.5,11,9.434086219133908e-06
89.5,12,3.7987564629892355e-05
90.0,1,2.3903250090991076e-05
90.0,2,5.066151537928062e-06
90.0,3,1.3636392335621181e-05
90.0,4,0.00015059094898006966
90.0,5,0.0012810413095514276
90.0,6,0.003671121301647855
90.0,7,0.00775582287278777
90.0,8,0.0018573563529153392
90.0,9,4.8912014758663816e-05
90.0,10,2.680290651074871e-05
90.0,11,8.834779954709696e-06
90.0,12,3.635320779663783e-05
90.5,1,2.2982141341881515e-05
90.5,2,4.398761409185308e-06
90.5,3,1.7562641341371312e-05
90.5,4,0.0001430724152151554
90.5,5,0.0011906719642718548
90.5,6,0.0045166017326068505
90.5,7,0.005615454779652201
90.5,8,0.0016628523084594024
90.5,9,3.6332418512698825e-05
90.5,10,3.3796166566339754e-05
90.5,11,8.324959619330896e-06
90.5,12,3.47020285910611e-05
91.0,1,2.203691749832077e-05
91.0,2,3.843017407656054e-06
91.0,3,2.244560327808811e-05
91.0,4,0.00015033336900179475
91.0,5,0.0010692584300809184
91.0,6,0.006648135722583631
91.0,7,0.0036422561165733295
91.0,8,0.0014100361398344664
91.0,9,3.404143671330716e-05
91.0,10,4.205001553217577e-05
91.0,11,7.918139745786264e-06
91.0,12,3.303610928851992e-05
91.5,1,2.106991643359695e-05
91.5,2,3.4019984174543958e-06
91.5,3,2.8418552907072202e-05
91.5,4,0.00016938978932695402
91.5,5,0.0009906233422575085
91.5,6,0.009279496173023634
91.5,7,0.002948256405282734
91.5,8,0.0012230368623441213
91.5,9,4.1399945835365204e-05
91.5,10,5.14754058291959e-05
91.5,11,7.591903340549529e-06
91.5,12,3.1359209137473245e-05
92.0,1,2.0082842158820255e-05
92.0,2,3.0708376135526766e-06
92.0,3,3.565674402873587e-05
92.0,4,0.00019002058177623442
92.0,5,0.0009918647159014504
92.0,6,0.01143495144742529
92.0,7,0.0038699728777221226
92.0,8,0.0011846385662037462
92.0,9,5.014411882596698e-05
92.0,10,6.217586497766987e-05
92.0,11,7.30386697289213e-06
92.0,12,2.9675383529089614e-05
92.5,1,1.9076153582512473e-05
92.5,2,2.838499015289609e-06
92.5,3,4.435947379054413e-05
92.5,4,0.00019960227224414818
92.5,5,0.0010583361252899364
92.5,6,0.012313391989772477
92.5,7,0.0057960916798919454
92.5,8,0.0012965215877803553
92.5,9,5.059471170922586e-05
92.5,10,7.451432065634976e-05
92.5,11,7.017818669036435e-06
92.5,12,2.798752982954582e-05
93.0,1,1.8049268526271314e-05
93.0,2,2.69033163960682e-06
93.0,3,5.4685622955742454e-05
93.0,4,0.00018932008244102431
93.0,5,0.0011406263848050546
93.0,6,0.011589185596502358
93.0,7,0.007547872492701928
93.0,8,0.0014835833992856084
93.0,9,3.906533681283935e-05
93.0,10,8.90011425487811e-05
93.0,11,6.725629362254921e-06
93.0,12,2.629678215427724e-05
93.5,1,1.7001557884903403e-05
93.5,2,2.610230020402006e-06
93.5,3,6.668105842138968e-05
93.5,4,0.0001585940935188589
93.5,5,0.001189745160630233
93.5,6,0.009538020278331023
93.5,7,0.008075543857389384
93.5,8,0.0016374894913239748
93.5,9,2.0872765882543603e-05
93.5,10,0.00010604095594590247
93.5,11,6.453910982130716e-06
93.5,12,2.460317554111943e-05
94.0,1,1.5933650035363005e-05
94.0,2,2.5821835241973235e-06
94.0,3,8.025984067705587e-05
94.0,4,0.00011541441246501205
94.0,5,0.0011865157578933101
94.0,6,0.0069392883774534115
94.0,7,0.007062030352836394
94.0,8,0.0016734227406474532
94.0,9,6.531407396868582e-06
94.0,10,0.00012568408994026277
94.0,11,6.253044262228581e-06
94.0,12,2.2907246375026134e-05
94.5,1,1.484836762308403e-05
94.5,2,2.5917550227044854e-06
94.5,3,9.527849215067472e-05
94.5,4,7.240233249255309e-05
94.5,5,0.0011470573632280528
94.5,6,0.004788399737318365
94.5,7,0.00509146072996238
94.5,8,0.0015688389914470106
94.5,9,3.894295533360705e-06
94.5,10,0.00014755197422053906
94.5,11,6.175046111768639e-06
94.5,12,2.121168249766409e-05
95.0,1,1.3750804435298026e-05
95.0,2,2.6280448893864297e-06
95.0,3,0.00011167748524012297
95.0,4,4.0681500155828584e-05
95.0,5,0.0011035428155819875
95.0,6,0.00392351184879652
95.0,7,0.003296867047408203
95.0,8,0.0013658119743936168
95.0,9,1.2271536759842343e-05
95.0,10,0.00017101056310437455
95.0,11,6.251575612986829e-06
95.0,12,1.9522112010341696e-05
95.5,1,1.2647521607054876e-05
95.5,2,2.685998397055648e-06
95.5,3,0.00012959708306217412
95.5,4,2.4813235421561427e-05
95.5,5,0.0010761427248133272
95.5,6,0.004705315917021013
95.5,7,0.0026987820338402243
95.5,8,0.0011404680736976937
95.5,9,2.3280522636602664e-05
95.5,10,0.00019550091767501303
95.5,11,6.4827531438294815e-06
95.5,12,1.784663285651808e-05
96.0,1,1.1545330440766279e-05
96.0,2,2.7680835572966896e-06
96.0,3,0.00014935992199457265
96.0,4,2.1461784222064864e-05
96.0,5,0.0010570492864263351
96.0,6,0.0068719717070341016
96.0,7,0.003617401374359744
96.0,8,0.000960552120737126
96.0,9,2.8105258172362818e-05
96.0,10,0.0002208110907010263
96.0,11,6.84250457066378e-06
96.0,12,1.6194421577740824e-05
96.5,1,1.0450350200415418e-05
96.5,2,2.8841386775424273e-06
96.5,3,0.00017127818696691937
96.5,4,2.2412048967889187e-05
96.5,5,0.0010178196087697483
96.5,6,0.009628306488644123
96.5,7,0.005493606263095677
96.5,8,0.0008556006197986194
96.5,9,2.5699663360942554e-05
96.5,10,0.0002470863646474548
96.5,11,7.299074688719401e-06
96.5,12,1.4574275286693016e-05
97.0,1,9.367855142964177e-06
97.0,2,3.0489450244331837e-06
97.0,3,0.00019536156497648158
97.0,4,2.017848895430241e-05
97.0,5,0.0009340921859776088
97.0,6,0.011940756848202299
97.0,7,0.007218394534606963
97.0,8,0.0008131773365106657
97.0,9,2.5278161168812787e-05
97.0,10,0.00027453661688497797
97.0,11,7.842464299848508e-06
97.0,12,1.2993932839023e-05
97.5,1,8.302960329099567e-06
97.5,2,3.2785422005647527e-06
97.5,3,0.00022109831043731228
97.5,4,1.3029166729378442e-05
97.5,5,0.0008090780040809558
97.5,6,0.012929562763801467
97.5,7,0.00777947540487903
97.5,8,0.0007975300555336923
97.5,9,4.041451408095988e-05
97.5,10,0.00030301302892538567
97.5,11,8.506116730009428e-06
97.5,12,1.146050910615925e-05
98.0,1,7.26171511078093e-06
98.0,2,3.587640343796048e-06
98.0,3,0.00024747896710653356
98.0,4,6.580737463123285e-06
98.0,5,0.0006778460535514617
98.0,6,0.01220873877592604
98.0,7,0.006851508279208327
98.0,8,0.0007749443681268207
98.0,9,7.85168106238417e-05
98.0,10,0.0003317433363221889
98.0,11,9.370629999758462e-06
98.0,12,9.981684636919546e-06
98.5,1,6.2519558290356755e-06
98.5,2,3.990767786710896e-06
98.5,3,0.0002733091764390541
98.5,4,1.1015317995760522e-05
98.5,5,0.0005878133158313322
98.5,6,0.010040342002851557
98.5,7,0.004986936546779249
98.5,8,0.0007296065924614208
98.5,9,0.00013355104230713762
98.5,10,0.00035943861386795577
98.5,11,1.0544202047155927e-05
98.5,12,8.566845797438986e-06
99.0,1,5.283431489840567e-06
99.0,2,4.508557851275782e-06
99.0,3,0.00029767558661845635
99.0,4,3.5393311687659316e-05
99.0,5,0.0005677228219099729
99.0,6,0.00723894775732529
99.0,7,0.003293350161852835
99.0,8,0.0006633963530816048
99.0,9,0.00018825795550435367
99.0,10,0.0003847471828183983
99.0,11,1.212665089219436e-05
99.0,12,7.227427726013042e-06
99.5,1,4.367145231776917e-06
99.5,2,5.178151435902598e-06
99.5,3,0.0003203021068678296
99.5,4,8.217440791607307e-05
99.5,5,0.0006060837572395492
99.5,6,0.0048596207119778745
99.5,7,0.0027825201953881836
99.5,8,0.0005849277742997025
99.5,9,0.00022546934052111362
99.5,10,0.00040678480936388975
99.5,11,1.4175686725325428e-05
99.5,12,5.976214180253488e-06
100.0,1,3.514283446015317e-06
100.0,2,6.064128829905828e-06
100.0,3,0.000341559100294127
100.0,4,0.00014503286678305957
100.0,5,0.0006544797243630845
100.0,6,0.003789684284550273
100.0,7,0.0037724819231336696
100.0,8,0.0004991198566864221
100.0,9,0.0002410774908663359
100.0,10,0.00042538990416542697
100.0,11,1.6697610052346363e-05
100.0,12,4.825962824137654e-06
100.5,1,2.735280581868195e-06
100.5,2,7.2650220147477805e-06
100.5,3,0.0003620729707869669
100.5,4,0.00021137482900543812
100.5,5,0.000654952396662531
100.5,6,0.00440519250475062
100.5,7,0.00569827894705802
100.5,8,0.0004054569830199437
100.5,9,0.00024904854222758865
100.5,10,0.0004409115770739564
100.5,11,1.9674273607993966e-05
100.5,12,3.788066769088757e-06
101.0,1,2.039406273085132e-06
101.0,2,8.911284795733764e-06
101.0,3,0.0003821283039529104
101.0,4,0.00026850883237972264
101.0,5,0.0005746759243629325
101.0,6,0.006428940307263517
101.0,7,0.007447857780458423
101.0,8,0.00030443490145759923
101.0,9,0.00027368762586068993
101.0,10,0.00045364684623860484
101.0,11,2.311655287134572e-05
101.0,12,2.8718412349432598e-06
101.5,1,1.4348896873569604e-06
101.5,2,1.1153701589800994e-05
101.5,3,0.0004012067377439382
101.5,4,0.0003104479496399843
101.5,5,0.00042605654312397913
101.5,6,0.009046439732257786
101.5,7,0.00802501455129502
101.5,8,0.00020457964476381824
101.5,9,0.00033323718711422066
101.5,10,0.00046329680620738766
101.5,11,2.7113601550832973e-05
101.5,12,2.084552913997519e-06
102.0,1,9.292615837097883e-07
102.0,2,1.414556335477838e-05
102.0,3,0.0004179576274787289
102.0,4,0.00034183491480302923
102.0,5,0.00025960102447800825
102.0,6,0.011232007961732661
102.0,7,0.007140889467320475
102.0,8,0.00012219427399986628
102.0,9,0.00042566035847437796
102.0,10,0.0004688279910592323
102.0,11,3.1842126775989776e-05
102.0,12,1.4318211519792558e-06
102.5,1,5.295015840284588e-07
102.5,2,1.8025621994860806e-05
102.5,3,0.00043065797079631826
102.5,4,0.0003767371045883318
102.5,5,0.0001342570385524192
102.5,6,0.012152263074644528
102.5,7,0.005375751524779918
102.5,8,7.242604677917883e-05
102.5,9,0.0005270102327998834
102.5,10,0.0004688753539879209
102.5,11,3.7518871990789704e-05
102.5,12,9.178345422392115e-07
103.0,1,2.417595465443644e-07
103.0,2,2.290978929620584e-05
103.0,3,0.00043792890794733404
103.0,4,0.0004324691124777556
103.0,5,8.399107692071112e-05
103.0,6,0.011484457665148294
103.0,7,0.0038145688356557737
103.0,8,5.805304417311134e-05
103.0,9,0.0006048325212781193
103.0,10,0.00046246241428986995
103.0,11,4.431498285038298e-05
103.0,12,5.450396596587176e-07
103.5,1,7.072826890187108e-08
103.5,2,2.8896561104458472e-05
103.5,3,0.00043931244294506867
103.5,4,0.0005210371552923831
103.5,5,0.00010107205349861058
103.5,6,0.009524453176637306
103.5,7,0.003383942909295966
103.5,8,6.528038181459239e-05
103.5,9,0.0006386847186115791
103.5,10,0.0004495845397378388
103.5,11,5.228136255513224e-05
103.5,12,3.133892732539398e-07
104.0,1,1.896311305702114e-08
104.0,2,3.6084748848327866e-05
104.0,3,0.000435382792307904
104.0,4,0.0006421198174155577
