tau,normalized_time,leading_rank,eigen_residual,coefficient_Qx,coefficient_Qy,coefficient_Qz,coefficient_Sigma_x,coefficient_Sigma_y,coefficient_Sigma_z,coefficient_M_x,coefficient_M_y,coefficient_N_x,coefficient_N_y,coefficient_P_z,coefficient_U_x,coefficient_U_y,coefficient_V_x,coefficient_V_y
0.065449846949787352,0.041666666666666664,2,1.1556282613740113e-14,0.4904632487739885,-0.097189513848278203,-8.2440401044045382e-18,-0.15722994528286513,0.47463538037776676,3.2738601750859175e-19,3.7463284424074483e-19,4.1693637783408883e-20,0,-2.8826838910988492e-39,2.0738873365351322e-18,-0.12585066478077905,-0.48390248002488673,0.48305663097568574,-0.1290592548809272
0.071994831644766083,0.04583333333333333,2,4.9809352623017744e-14,0.48885683431475674,-0.10497140345710505,-3.1391480358576855e-19,-0.16783891059888445,0.47098842882705688,-9.7062963417375749e-19,-3.2515108281943015e-19,5.7765168756780331e-20,-4.4457118623846319e-23,0,7.8789506476764918e-20,-0.13352467515540387,-0.48184142736448471,0.48003957489441579,-0.13986424323317456
0.078539816339744828,0.050000000000000003,2,1.5341377669088071e-14,0.48727351163172955,-0.11209159139776061,2.1852673703202521e-17,-0.17775424354622213,0.46733652639325163,-2.9536493785833401e-19,3.2073665215944375e-19,2.2914128257296977e-20,5.7278726022843642e-39,-7.4175992987554682e-25,7.8561019430685139e-19,-0.14053948527444224,-0.47984232105848568,0.47697680511491908,-0.14997708952491587
0.085084801034723559,0.054166666666666662,2,1.9081554970797341e-14,0.48573520203567072,-0.11858040944172059,-4.1291407844180642e-17,-0.18701028095440775,0.46371020564287063,-1.1671425210254554e-18,-1.0664294496009718e-18,-1.6032908730884305e-19,1.1419579719769075e-38,0,-3.3738672343415005e-18,-0.14692666298946536,-0.47792526162861504,0.47390081971482434,-0.15943027652744476
0.09162978572970229,0.058333333333333327,2,6.5725816240980204e-14,0.48425866357109709,-0.12447307643155274,3.2229604908015484e-18,-0.19564603968987127,0.46013327107879215,3.729802055531196e-20,-1.7013546335715292e-19,7.1679297478707458e-20,0,0,2.9348443750879115e-18,-0.15272235127904621,-0.47610490799801641,0.4708376754313181,-0.16826135442944912
0.098174770424681035,0.0625,2,4.8332343732341346e-14,0.48285604891495321,-0.12980768862529163,1.2995498442590228e-17,-0.20370311296058327,0.45662352301449355,-3.3170947672500043e-20,8.4521701442206198e-19,2.4085040209797142e-21,-5.6759455775989756e-39,0,2.8288647760658579e-19,-0.15796529486086391,-0.47439115255190023,0.46780758662960309,-0.17651079822998431
0.10471975511965977,0.066666666666666666,2,3.4510300101447278e-14,0.48153553303525654,-0.13462366220115873,-1.4462597539368408e-17,-0.2112240556306485,0.45319355503243924,5.5139773368794956e-19,-3.107892300749137e-18,-4.9347213637926025e-19,7.1269173352759108e-24,2.2271616672737203e-25,-9.8101483020998935e-19,-0.16269532228282035,-0.47278983925978063,0.4648256264720439,-0.18422034897066011
0.1112647398146385,0.070833333333333331,2,3.6330110212843729e-14,0.48030194462805514,-0.13896057709476003,2.3065844766613203e-17,-0.21825119875637389,0.44985154689231166,3.5682214472198771e-18,3.4091997618440798e-18,3.6490812125917379e-18,0,9.1956396225572666e-25,7.8197080010292748e-18,-0.16695222887481601,-0.47130346197936096,0.46190244877445485,-0.19143178371462255
0.11780972450961724,0.074999999999999997,2,3.3058209971797914e-14,0.47915735975238938,-0.14285735751132844,7.3149823621339976e-17,-0.22482582072239662,0.44660200440269043,-2.0939875964409386e-18,5.5305481925443019e-18,2.2601930976974796e-18,0,0,6.1840848058651111e-18,-0.17077499357146922,-0.46993180523418993,0.45904497787831611,-0.19818604462649769
0.12435470920459597,0.079166666666666663,2,3.4507732580234321e-14,0.47810163487789653,-0.14635172266523794,-4.0107039878892875e-17,-0.23098760199489937,0.44344642035385273,2.8946873681009036e-18,-2.810717123797289e-18,-4.3317745526079286e-20,4.8423723040968817e-25,0,-2.9534759139404297e-18,-0.17420126193359137,-0.46867250862488657,0.45625703639147192,-0.20452265581903367
0.1308996938995747,0.083333333333333329,2,5.6136705592030467e-14,0.47713286987737075,-0.14947984640942108,6.0463210126640465e-17,-0.23677429710989284,0.44038384646591672,-3.8435887610774866e-18,4.0849245400661661e-18,2.8228164298748371e-18,0,0,4.6716141281612392e-18,-0.17726703358058313,-0.46752154902799969,0.45353989686699814,-0.21047936228968539
0.13744467859455345,0.087499999999999994,2,5.3349637369306486e-14,0.47624780021012825,-0.15227617277503966,2.3013241657722474e-17,-0.24222156722420679,0.43741137659124635,-6.3902889173404474e-19,-4.343843456509906e-18,1.5024186686412879e-19,-4.0307167319452066e-24,0,-1.7451576363844834e-18,-0.1800065011013921,-0.4664736429437728,0.4508927543275752,-0.21609193435871912
0.14398966328953217,0.09166666666666666,2,3.5573947210024273e-14,0.47544212274045605,-0.15477334371282778,3.7906799611979954e-17,-0.24736292695668327,0.43452454748543567,-8.4540116863611414e-19,-1.9618211196676629e-18,2.1128037796128382e-18,0,0,6.6743613096781746e-18,-0.1824519970722383,-0.46552257599857799,0.44831312321888467,-0.22139409104519753
0.15053464798451091,0.095833333333333326,2,1.6894721254181084e-14,0.47471076234097936,-0.15700220418085253,4.017879752283848e-17,-0.2522297689910043,0.43171766657706356,1.2368351588115718e-18,-3.6200932102827612e-18,3.9116480803050769e-19,-8.3116274832955524e-24,2.1797649195561047e-41,-2.480809945599555e-18,-0.18463401480640013,-0.46466146878826731,0.44579716605879005,-0.22641750536111752
0.15707963267948966,0.10000000000000001,2,4.4440869616385088e-14,0.47404808748116523,-0.15899185751304851,-5.1002220218386556e-17,-0.25685143837443231,0.42898407733269683,1.1845074533129996e-18,-1.8904109311051525e-18,-1.3787969703103788e-18,-2.1042397134174019e-24,2.176722065828981e-41,1.2954267345347089e-18,-0.18658127629919977,-0.46388298883938589,0.44333996271076426,-0.23119186288366234
0.16362461737446837,0.10416666666666666,2,3.2867568841833842e-14,0.47344808302617919,-0.1607697505093422,9.2417595013946994e-17,-0.26125533544474977,0.42631637278158963,-3.2734187384425562e-17,3.0740880176497511e-17,1.1602008755094703e-17,0,0,1.3514221421844525e-17,-0.18832082732803951,-0.46317951810770164,0.44093572958939864,-0.23574495195330208
0.17016960206944712,0.10833333333333332,2,2.8169791622142238e-14,0.4729044879147426,-0.16236177293345597,-4.8709286991119961e-17,-0.26546703191069498,0.42370656705853166,-4.2372200629183066e-18,7.8186684383364061e-18,2.6438951445557607e-18,0,0,-6.476912052695701e-19,-0.18987814487081375,-0.46254328456958299,0.43857799772980327,-0.240102769470318
0.17671458676442586,0.1125,2,7.526639403486159e-14,0.47241090454230783,-0.16379236022940244,6.4571462241582728e-17,-0.2695103889745516,0.42114623378915067,-1.5982028280959667e-17,1.1528380135260385e-17,9.8212608804134939e-19,0,0,3.0689570473605423e-18,-0.19127724607429286,-0.4619664653784239,0.43625975787682902,-0.24428963067893522
0.18325957145940458,0.11666666666666665,2,4.949316348515615e-14,0.4719608857343649,-0.16508459145793664,-3.497706475478095e-17,-0.27340766973340602,0.41862661899471804,1.3956403467809176e-17,-1.668969613595684e-17,-3.0847052315659453e-18,0,-3.4674209686864313e-40,-2.5396788801935353e-18,-0.19254079113349282,-0.46144126793091306,0.43397357980155143,-0.24832827473774813
0.18980455615438332,0.12083333333333333,2,2.0161677819512932e-13,0.4715480042642744,-0.16626027689854175,1.1150898184580403e-16,-0.27717964063885892,0.41613873505756815,-1.9915327347459956e-17,2.0077669430308161e-17,6.8306777390876176e-18,0,-2.750545553763439e-25,3.0012548993825618e-18,-0.19369017482842055,-0.460959994115472,0.43171171206797532,-0.25223996048076458
0.19634954084936207,0.125,2,1.4467480514360155e-14,0.47116590901025007,-0.16734003163183828,-1.4631671292111969e-17,-0.28084565872114092,0.41367344122808808,-1.0485378905103088e-17,9.4428187492511754e-18,1.1598007213455422e-18,-7.0871260093372005e-23,1.1073634389589376e-24,-1.3295395761979895e-18,-0.19474560328013651,-0.4605150920469987,0.4294661675278168,-0.25604454875854965
0.20289452554434079,0.12916666666666665,2,4.2550261706732467e-14,0.47080837108409174,-0.16834333285623221,5.3828074635554113e-17,-0.28442374274910681,0.41122151519660288,-2.4498526276803707e-17,1.5929543780228992e-17,5.7094168217462812e-18,-1.1068651610583855e-38,0,5.1668399097448529e-18,-0.19572615387972983,-0.46009919874680094,0.42722879895139354,-0.25976056926822028
0.20943951023931953,0.13333333333333333,2,9.1685042832215017e-14,0.47046932260757057,-0.16928855981776691,1.2230537599837038e-16,-0.28793062762712257,0.40877371940261931,-4.2272695822833073e-17,3.9523679722627276e-17,1.1114782728429972e-17,0,-3.4564626935024216e-40,1.154545244651685e-17,-0.19664981742838566,-0.45970517650487969,0.42499136841963853,-0.26340527095865618
0.21598449493429828,0.13750000000000001,2,3.334049235526075e-14,0.47014289025715661,-0.17019301613358609,1.1760779365191703e-16,-0.29138180221884863,0.40632086500165832,-2.4265243175645475e-17,2.3747901358499457e-17,8.7972222129933254e-18,1.4415909205773025e-22,0,4.6635469674876956e-18,-0.19753352239399344,-0.45932614505449354,0.4227456134035984,-0.2669946560289464
0.22252947962927699,0.14166666666666666,2,4.0969221815316198e-14,0.46982342523427878,-0.17107293503394963,6.1432251938693648e-17,-0.29479153150627319,0.40385387574243486,-1.2077577832945278e-17,1.0825200014273668e-17,-5.4654367439979408e-17,-2.3404809540806273e-22,-7.7273570133980675e-23,-5.9276346324027372e-18,-0.19839314190573912,-0.45895551118247752,0.42048331183366666,-0.27054349829443614
0.22907446432425574,0.14583333333333331,2,4.0515118924020687e-14,0.46950553093396002,-0.17194346868206509,9.0070278167977895e-17,-0.29817286458846232,0.40136385340873743,7.8085717539044437e-18,1.5400353955912303e-17,-1.6708610653384527e-17,2.1068509428533632e-22,1.7701233506176868e-23,-4.8600662722534048e-18,-0.19924348471874881,-0.45858699697781402,0.41819634789847454,-0.27406534732500965
0.23561944901923448,0.14999999999999999,2,3.8708068747749691e-14,0.4691840892659947,-0.17281866328507242,4.8575452987412401e-17,-0.30153763052900312,0.39884214593615153,6.8068305368957628e-17,2.2454736921146866e-17,-1.2531630273601444e-17,0,-8.8287235473308905e-24,-2.7228229965647541e-17,-0.20009827191525564,-0.45821466757026497,0.41587677979975635,-0.27757252029584073
0.2421644337142132,0.15416666666666665,2,5.0993067979082857e-14,0.4688542863165539,-0.17371142219956309,-1.1798375633024356e-16,-0.30489642449012888,0.3962804188111434,5.1322762984954093e-17,-2.5997753661608392e-17,2.6086324936456285e-17,-7.055277054004785e-21,-3.6542702791546473e-22,-1.1226861453157271e-17,-0.20097010158228404,-0.45783295891624748,0.41351691021295389,-0.28107608394869166
0.24870941840919195,0.15833333333333333,2,1.3571953241716299e-13,0.46851163781179994,-0.17463345966596655,2.8954403285195673e-16,-0.30825858694973024,0.39367072988953045,-2.3102240241784092e-17,1.106219542954015e-16,2.8347582446575213e-17,4.7814505994424173e-21,-4.451559988856037e-22,2.5347284513190867e-17,-0.20187040412277019,-0.45743670593789199,0.41110935975470875,-0.28458582944706429
0.25525440310417069,0.16250000000000001,2,8.2603582763976277e-14,0.46815201464760603,-0.17559524817428135,9.7166895641561347e-17,-0.3116321790807311,0.39100560732730583,1.4096044589662217e-17,2.1832288848025606e-17,5.0286248349399894e-17,-6.1543473868082263e-21,-3.0377849412879813e-24,4.6424944621530892e-17,-0.20280939121292385,-0.45702117110243717,0.40864714333175856,-0.28811024321740691
0.26179938779914941,0.16666666666666666,2,4.5223107708611655e-14,0.467771668571417,-0.1766059627586582,-9.0020056164079251e-18,-0.31502395757032259,0.38827812989754062,3.1954733295960319e-17,1.9189583655345216e-17,3.6277425161460133e-17,0,-2.2352283829022857e-22,1.3278026021705473e-17,-0.20379600170269196,-0.45658207333402429,0.40612374883885438,-0.29165647709090053
0.26834437249412812,0.17083333333333331,2,1.0974626070792565e-13,0.4673672579362958,-0.17767342572570619,-1.1015915340204757e-16,-0.31843935225541492,0.38548200857517567,9.6697479980696779e-17,-1.0288599219298813e-16,1.346310376954911e-18,0,-1.0567804192608487e-21,7.7672172783664854e-18,-0.20483784795344204,-0.45611561697205943,0.40353321728791619,-0.29523032118206177
0.2748893571891069,0.17499999999999999,2,1.1126075308782211e-13,0.46693587328854003,-0.17880405542455891,1.1924853739828889e-16,-0.32188244993527954,0.3826116679136462,-8.807139483180883e-17,4.1000336445578175e-17,-1.1246116205452918e-18,-3.4001269485574741e-21,-6.9183144088604869e-22,-1.5968111288616327e-17,-0.20594116620063166,-0.45561852032585731,0.40087022309246939,-0.29883618294609787
0.28143434188408561,0.17916666666666667,2,5.8955266880522834e-14,0.46647506239696079,-0.18000282264940101,-7.3941007832507179e-17,-0.32535598757931733,0.37966232542390488,7.1994979216628842e-17,-7.168856517412237e-17,-3.2706573837289505e-17,9.8474777983078353e-21,-4.8741214007283466e-21,-2.6150429143106153e-17,-0.2071107745029272,-0.45508804322328406,0.39813015291017928,-0.30247707573255384
0.28797932657906433,0.18333333333333332,2,7.3970813235669896e-14,0.46598285418530438,-0.18127321811375538,-1.3443482169361215e-16,-0.32886135786766729,0.37663006691106604,9.8681247665270667e-17,-1.2143930155523776e-16,6.922752299776176e-18,3.704704374238894e-21,-9.0287606499148571e-22,5.0554646161691199e-17,-0.20835004167946236,-0.45452201281364396,0.39530918117490965,-0.30615461988809278
0.2945243112740431,0.1875,2,2.803867016644338e-14,0.46545778089365375,-0.18261723414167566,-1.1749861218596953e-16,-0.33239862958205113,0.37351191554216079,-1.7185593091283857e-17,4.9964076007714533e-17,1.5124793758900249e-17,-8.5236884969012077e-20,1.7324002750943799e-21,8.9018418596842224e-18,-0.20966087033532144,-0.45391884676694738,0.39240434024362247,-0.30986905905231549
0.30106929596902182,0.19166666666666665,2,8.2144229542477727e-14,0.46489889767720038,-0.18403536328250567,1.1239094728847034e-16,-0.33596658480916397,0.37030589232642108,-1.0049503412196642e-17,7.7877104195958378e-17,5.790117840153196e-17,3.4429992272992642e-21,4.9646187206790675e-21,7.5889083857037471e-17,-0.21104369663070668,-0.45327757292022075,0.38941358295889172,-0.31361929374182101
0.30761428066400054,0.1958333333333333,2,5.1553679958737285e-14,0.4643057987608098,-0.18552661598025844,-3.08831997842589e-16,-0.33956277424426945,0.36701106570175152,4.2319066109037795e-16,-3.5080047969312203e-16,-4.2441498528775207e-17,-9.7273184646984742e-19,1.0211672152432885e-19,1.884550792594918e-17,-0.21249750886931693,-0.45259784436554096,0.38633583540035354,-0.31740293364351735
0.31415926535897931,0.20000000000000001,2,8.3410887683777684e-14,0.46367862921558944,-0.18708855873289429,-8.0679974061580968e-17,-0.34318359111395591,0.36362758804871959,4.4505446202022751e-17,-9.8695553868462138e-17,7.9904252820151754e-17,-4.4061430677351002e-20,7.8981400046010425e-21,2.7700334095005343e-18,-0.21401988628387209,-0.45187994896325995,0.38317103768071098,-0.32121636926328545
0.32070425005395803,0.20416666666666666,2,1.7292710958769117e-14,0.46301809141922917,-0.18871737338807554,-1.2309514111969633e-16,-0.34682436340941253,0.360156717201909,1.0492697579008742e-17,-2.4756076998512782e-17,-6.4275582916562069e-17,0,-2.1830365278284392e-21,-2.3212292219586146e-17,-0.21560705860908064,-0.45112481230579682,0.37992017084131913,-0.32505486273535877
0.32724923474893675,0.20833333333333331,2,6.3019408636214993e-14,0.46232544531309805,-0.19040793737669015,-3.8313868034437819e-17,-0.35047946327845003,0.35660082139564636,-6.0595262778360199e-17,6.0595262778360199e-17,2.8694239946263287e-17,-3.3233454300026976e-19,-8.2306393988774771e-20,3.1479431846740093e-17,-0.21725398619155264,-0.45033399325820456,0.37658526821937288,-0.32891265673449382
0.33379421944391552,0.21249999999999999,2,5.6203489709451629e-14,0.46160250168053185,-0.19215392382742066,2.8932677470757207e-16,-0.35414243161416292,0.35296336655580568,-2.1802227809039388e-16,3.2125069426788257e-16,1.0170414227537465e-16,0,1.0080900017332882e-20,-9.0058928831986316e-18,-0.2189544595361651,-0.44950967136339315,0.3731694100849422,-0.33278309959620317
0.34033920413889424,0.21666666666666665,2,7.2084414580559035e-14,0.46085160784206874,-0.19394791968304206,3.469149351283029e-16,-0.35780611515044303,0.34924888541117516,-2.3523995088397831e-16,2.7291084230783967e-16,9.1204172553860522e-17,-1.3187764611399329e-20,-2.3857935540406845e-21,6.9306833387756541e-17,-0.22070121637731355,-0.44865462561927744,0.36967670086415599,-0.3366587839908437
0.34688418883387295,0.2208333333333333,2,9.8357799231421922e-14,0.460075625388843,-0.19578155920071888,1.3475373505729923e-17,-0.36146281277608389,0.34546292851766602,-1.4039258630626311e-17,-2.6153637228172992e-17,1.9828679802858006e-17,-3.2312050146952041e-19,6.5583644014392043e-21,-7.9393411668962871e-18,-0.2224860736395633,-0.44777220440359028,0.36611222884836331,-0.34053169586351861
0.35342917352885173,0.22500000000000001,2,4.2168038008695776e-14,0.45927789984355266,-0.19764566960926627,1.1606628227385218e-16,-0.36510442734907333,0.34161199793055497,-5.2980867889450359e-17,3.5910866739343847e-17,4.7137411367605563e-17,4.6825253948185849e-18,2.0776168101836158e-19,1.1390040665842365e-17,-0.22430007105975416,-0.44686628662564043,0.36248200890462623,-0.34439336988459407
0.35997415822383044,0.22916666666666666,2,3.2621024790719369e-14,0.45846222243313156,-0.19953042525307627,1.1840160849612905e-16,-0.36872261905822556,0.33770346488427211,-5.955095901902865e-17,2.3762845698044591e-16,-1.1437710774501243e-17,-8.8993295723657915e-19,7.0391458681369854e-20,1.8378235871922513e-17,-0.22613362281742538,-0.44594123450457707,0.35879290931236357,-0.34823504738490968
0.36651914291880916,0.23333333333333331,2,4.3139367635324112e-14,0.45763278445890532,-0.2014255063004409,1.5414893173637396e-16,-0.37230895635344274,0.33374547340602317,-1.4692899668793245e-16,2.3972560727197769e-16,6.9444928209780102e-17,2.0340818514373017e-19,-3.7680784830415064e-19,-2.5303143190842171e-17,-0.22797667328663312,-0.44500183868963911,0.35505256441523436,-0.35204783269062456
0.37306412761378793,0.23749999999999999,2,1.1309266635648246e-13,0.45679412503750366,-0.20332025804435058,2.0457059374563872e-14,-0.37585506064555202,0.32974683226246237,-2.0409010492270933e-14,2.4336655506843804e-14,9.4439776860770836e-15,-2.20910566723338e-17,-7.9233946930258527e-19,-1.3758925296744009e-16,-0.22981885298954821,-0.4440532567278031,0.35126927526002188,-0.35582284392419111
0.37960911230876665,0.24166666666666667,1,5.4486269909824868e-14,-3.6138204190398107e-16,6.8202368289398233e-15,0.52196838382213884,-1.5585072050192873e-15,-6.6876427527837744e-15,-0.52196838382213817,0.62658377221426609,0.24998157727710649,-1.1102230246251565e-16,-2.0816681711721685e-17,2.5742184444516347e-16,-3.9213260643497704e-15,5.6128744888435031e-15,2.2398921250635051e-15,6.473471023019095e-15
0.38615409700374537,0.24583333333333332,1,7.268369201433348e-14,6.3602174934358838e-17,4.40443625019592e-16,0.51949496688182595,-9.9030753383498074e-17,-4.2492239895330545e-16,-0.51949496688182595,0.62846157348567444,0.25551127063362838,-5.551115123125779e-17,0,6.6557312008897643e-16,-2.210118075475578e-16,1.7231282842792694e-16,3.0785625516299002e-16,4.4483638407756967e-16
0.39269908169872414,0.25,1,2.761017970668578e-14,-7.7591132510008168e-17,-6.8319582012020268e-16,0.51694093959403542,2.7386686738867573e-16,8.3396696215086286e-16,-0.51694093959403498,0.63037034399143033,0.26110794579904684,4.1633363423443364e-17,1.9081958235744875e-17,1.6299374161376482e-16,5.1295562537501989e-16,-5.155268905333168e-16,-3.3384029301615308e-16,-6.8221503780614457e-16
0.39924406639370286,0.25416666666666665,1,5.6042513349022245e-14,6.9601085016972513e-18,-9.6328554424141406e-17,0.51429529080110969,-1.0864745801995066e-16,2.4933940087185796e-17,-0.51429529080110836,0.63232132185504486,0.26677791071806189,-5.5511151231257876e-17,0,1.1268601394330353e-15,-4.683657223932603e-17,2.0371055392280534e-16,5.0023254502645635e-17,4.587568338564074e-17
0.40578905108868157,0.2583333333333333,1,5.4628495202950588e-14,1.1151698300156078e-16,-8.3175309908719947e-16,0.51154535777805699,9.5678948428500774e-17,9.8974623427178322e-16,-0.51154535777805576,0.63432715264634576,0.27252845225227423,0,-3.469446951953615e-18,1.3933028453608481e-15,4.5509388181726983e-16,-6.823510353350273e-16,-5.2857691063138654e-17,-8.0379037943077485e-16
0.41233403578366035,0.26250000000000001,1,8.1243814883393728e-14,-3.0525725809231333e-17,-7.7030914292534563e-17,0.50867680703526463,1.8500239617160057e-16,1.9893356785633977e-16,-0.50867680703526208,0.63640173194679872,0.27836782778175689,0,-1.7347234759768075e-18,1.9756009675433647e-15,3.0053329328669131e-16,-4.2110108318143549e-16,-8.3414960750368342e-17,-9.2213970375764314e-17
0.41887902047863906,0.26666666666666666,1,5.3252581340350519e-14,-1.63980719719524e-16,8.6372038176259357e-17,0.50567364328853459,5.60944545357578e-17,-3.7535233016594794e-16,-0.50567364328853182,0.63855999736297453,0.28430522811654513,0,-3.4694469519536126e-18,1.8867265789007397e-15,9.2650907144213879e-17,2.5778159025588028e-16,-2.8234809441615136e-16,1.8752896238270127e-16
0.42542400517361778,0.27083333333333331,1,9.9207419434881806e-14,1.5108521578185764e-17,-5.3743695746428922e-16,0.50251825138438078,1.1415655162024994e-16,3.0060718038169171e-16,-0.50251825138437833,0.64081766594569545,0.29035070701322951,1.8041124150158799e-16,3.4694469519536148e-17,1.9283070973135193e-15,-1.8268503120774504e-17,-2.5078815913779501e-16,3.9745532203040778e-17,-4.4008382804368447e-17
0.43196898986859655,0.27500000000000002,1,6.7696436909075219e-14,2.2107996055437846e-17,2.0513948422762095e-15,0.49919147677808767,-3.3913769223848699e-16,-1.9355403772632071e-15,-0.49919147677808451,0.64319091323852184,0.29651507238523855,0,-1.7347234759768067e-18,1.9783464096638231e-15,-1.2332979091300879e-15,1.6002632848268871e-15,8.9500072956719503e-16,1.8763106242776249e-15
0.43851397456357527,0.27916666666666667,1,5.7194859710301008e-14,-1.8051859262713215e-17,3.6657363309595049e-16,0.49567275109223713,-9.2743173555883099e-17,-4.4976174277688862e-16,-0.49567275109223363,0.64569599076829076,0.30280973424753882,0,1.7347234759768075e-18,2.1709098471173118e-15,-4.8795074262793902e-17,3.8338947730139539e-16,1.2233577821554598e-16,2.5235901378727092e-16
0.44505895925855399,0.28333333333333333,1,6.8529075770900456e-14,3.3651097115693463e-17,3.6162333301351057e-16,0.49194027027600279,9.6163113155449008e-17,-5.3820621618397147e-16,-0.49194027027599968,0.64834877984657735,0.30924650464153058,1.2490009027033004e-16,1.5612511283791255e-17,2.09899682961796e-15,-4.526020659634813e-16,1.4917460361504732e-16,2.6091186617039929e-16,3.0185296484579172e-16
0.45160394395353276,0.28749999999999998,1,4.4900917924935955e-14,1.8258587292467673e-17,-3.6182852498873606e-17,0.4879712338353957,-2.4529806797077607e-17,2.0555813099839291e-16,-0.48797123383539226,0.65116428124613035,0.31583734536551727,0,0,2.3350888930744884e-15,1.2499166049570548e-16,-1.5420546589156749e-16,-9.5593980659921457e-17,-2.1985074321956443e-16
0.45814892864851148,0.29166666666666663,1,5.7757097417979298e-14,5.0308935237373441e-17,-6.5706977686093982e-16,0.4837421543458244,8.727628146847106e-17,7.5786930518093161e-16,-0.4837421543458213,0.6541560428425931,0.32259406043857008,-3.4694469519536148e-17,1.7347234759768075e-18,2.2995371242264876e-15,2.359376854675563e-16,-6.4560908684094716e-16,-2.5364248270172407e-16,-7.9686939566338723e-16
0.46469391334349019,0.29583333333333334,1,4.9583475513538163e-14,5.9495084153235413e-17,9.4097027644079699e-16,0.47922924675044959,-1.7818011950364588e-16,-9.6078907049012041e-16,-0.47922924675044654,0.65733553086438201,0.32952793201978703,4.8572257327350605e-17,-3.9898639947466563e-17,2.4913544695446929e-15,-8.0159484299625967e-16,9.318885531178265e-16,5.6872894584899298e-16,7.6549264078665156e-16
