width_mhz,sequence_count,time_ns,site,density
0.0,50,5.5,4,0.007564038622339837
0.0,50,5.5,5,0.15436850027169502
0.0,50,5.5,6,0.6732935800059782
0.0,50,5.5,7,0.1565255633868558
0.0,50,5.5,8,0.007915465229362652
0.0,50,5.5,9,0.0001721626447719644
0.0,50,5.5,10,2.0796833986473054e-06
0.0,50,5.5,11,1.5863756577136537e-08
0.0,50,6.0,1,2.997498051488303e-08
0.0,50,6.0,2,3.5123366863149774e-06
0.0,50,6.0,3,0.0002596785996291967
0.0,50,6.0,4,0.010460259643853984
0.0,50,6.0,5,0.17708283468352426
0.0,50,6.0,6,0.6214796510568378
0.0,50,6.0,7,0.1794840341638005
0.0,50,6.0,8,0.010940888526551507
0.0,50,6.0,9,0.00028496178110531126
0.0,50,6.0,10,4.111750681479706e-06
0.0,50,6.0,11,3.7482349632486106e-08
0.0,50,6.5,1,6.602220392043064e-08
0.0,50,6.5,2,6.562864469802669e-06
0.0,50,6.5,3,0.0004117840018728576
0.0,50,6.5,4,0.014037440818134555
0.0,50,6.5,5,0.19963526692946354
0.0,50,6.5,6,0.5685236941787936
0.0,50,6.5,7,0.20225123271938014
0.0,50,6.5,8,0.014674570952693726
0.0,50,6.5,9,0.00045162027445934145
0.0,50,6.5,10,7.678712395957641e-06
0.0,50,6.5,11,8.252613289734834e-08
0.0,50,7.0,1,1.3692041233541072e-07
0.0,50,7.0,2,1.1679715985597971e-05
0.0,50,7.0,3,0.0006291479012617554
0.0,50,7.0,4,0.01835594769963808
0.0,50,7.0,5,0.22161911011759788
0.0,50,7.0,6,0.5150903572792531
0.0,50,7.0,7,0.2244123009471219
0.0,50,7.0,8,0.019177903486978794
0.0,50,7.0,9,0.000689587339295362
0.0,50,7.0,10,1.365751625924e-05
0.0,50,7.0,11,1.7107619610055773e-07
0.0,50,7.5,1,2.695580226054444e-07
0.0,50,7.5,2,1.9927726192577955e-05
0.0,50,7.5,3,0.0009307164879700376
0.0,50,7.5,4,0.023465105606022895
0.0,50,7.5,5,0.24264002921463576
0.0,50,7.5,6,0.4618349183981539
0.0,50,7.5,7,0.24556558752715482
0.0,50,7.5,8,0.024500372952627053
0.0,50,7.5,9,0.001019448447683417
0.0,50,7.5,10,2.328743061829695e-05
0.0,50,7.5,11,3.366509190214708e-07
0.0,50,8.0,1,5.071202199582606e-07
0.0,50,8.0,2,3.2768959707516665e-05
0.0,50,8.0,3,0.0013383830907138777
0.0,50,8.0,4,0.02940095660474085
0.0,50,8.0,5,0.2623233496026809
0.0,50,8.0,6,0.4093928126837728
0.0,50,8.0,7,0.26533016700072115
0.0,50,8.0,8,0.0306772202844845
0.0,50,8.0,9,0.0014649340769903238
0.0,50,8.0,10,3.8267536511209616e-05
0.0,50,8.0,11,6.330394582154445e-07
0.0,50,8.5,1,9.16622248814496e-07
0.0,50,8.5,2,5.215808457834684e-05
0.0,50,8.5,3,0.0018769166752487393
0.0,50,8.5,4,0.03618428844182286
0.0,50,8.5,5,0.28032093995412183
0.0,50,8.5,6,0.35836964732173
0.0,50,8.5,7,0.28335290689258674
0.0,50,8.5,8,0.03772739835296713
0.0,50,8.5,9,0.0020528182823439005
0.0,50,8.5,10,6.086573424567174e-05
0.0,50,8.5,11,1.1436381062786161e-06
0.0,50,9.0,1,1.598946555261678e-06
0.0,50,9.0,2,8.064673713046935e-05
0.0,50,9.0,3,0.002573783938091243
0.0,50,9.0,4,0.04381898991161392
0.0,50,9.0,5,0.2963175360391953
0.0,50,9.0,6,0.30933188285846935
0.0,50,9.0,7,0.29931494458402946
0.0,50,9.0,8,0.045651887212358286
0.0,50,9.0,9,0.0028126985373938974
0.0,50,9.0,10,9.403736675008083e-05
0.0,50,9.0,11,1.9938684135681297e-06
0.0,50,9.5,1,2.7018994041893456e-06
0.0,50,9.5,2,0.00012149475293396344
0.0,50,9.5,3,0.0034588596998402694
0.0,50,9.5,4,0.052290779877026246
0.0,50,9.5,5,0.3100363840353445
0.0,50,9.5,6,0.26279834506937944
0.0,50,9.5,7,0.31293744837061677
0.0,50,9.5,8,0.05443241648792
0.0,50,9.5,9,0.003776651709420072
0.0,50,9.5,10,0.00014155079753755745
0.0,50,9.5,11,3.3673005776329765e-06
0.0,50,10.0,1,4.4368300580097375e-06
0.0,50,10.0,2,0.00017878548999655523
0.0,50,10.0,3,0.004564023538354341
0.0,50,10.0,4,0.0615663486992117
0.0,50,10.0,5,0.32124409629442846
0.0,50,10.0,6,0.21923271410686657
0.0,50,10.0,7,0.3239865524097691
0.0,50,10.0,8,0.06403063521244114
0.0,50,10.0,9,0.00497876476271813
0.0,50,10.0,10,0.00020811652244656764
0.0,50,10.0,11,5.526133710007295e-06
0.0,50,10.5,1,7.099367184270343e-06
0.0,50,10.5,2,0.0002575418440691023
0.0,50,10.5,3,0.005922644036406794
0.0,50,10.5,4,0.07159294141540763
0.0,50,10.5,5,0.3297546290339037
0.0,50,10.5,6,0.17903711749500612
0.0,50,10.5,7,0.3322773727419062
0.0,50,10.5,8,0.07438775898660077
0.0,50,10.5,9,0.006454542716387902
0.0,50,10.5,10,0.0002995156712375208
0.0,50,10.5,11,8.836691890494787e-06
0.0,50,11.0,1,1.1094819563149633e-05
0.0,50,11.0,2,0.0003638389774510961
0.0,50,11.0,3,0.007568955559320083
0.0,50,11.0,4,0.08229840182896
0.0,50,11.0,5,0.3354323096987403
0.0,50,11.0,6,0.14254693103937946
0.0,50,11.0,7,0.33767703087904577
0.0,50,11.0,8,0.08542471311164186
0.0,50,11.0,9,0.008240200410371563
0.0,50,11.0,10,0.0004227230981547054
0.0,50,11.0,11,1.3800577372704888e-05
0.0,50,11.5,1,1.6968758394915126e-05
0.0,50,11.5,2,0.0005049092768729052
0.0,50,11.5,3,0.009537336028776919
0.0,50,11.5,4,0.09359168597899598
0.0,50,11.5,5,0.3381938614033382
0.0,50,11.5,6,0.11002686736323666
0.0,50,11.5,7,0.3401066321817084
0.0,50,11.5,8,0.09704277858931391
0.0,50,11.5,9,0.010371848643142546
0.0,50,11.5,10,0.0005860196999219531
0.0,50,11.5,11,2.109207629840964e-05
0.0,50,12.0,1,2.5443243996559994e-05
0.0,50,12.0,2,0.0006892346470627829
0.0,50,12.0,3,0.011861497620555996
0.0,50,12.0,4,0.10536384248442086
0.0,50,12.0,5,0.3380093924911504
0.0,50,12.0,6,0.0816684060693418
0.0,50,12.0,7,0.339542167946238
0.0,50,12.0,8,0.10912473587798212
0.0,50,12.0,9,0.012884589120209953
0.0,50,12.0,10,0.0007990881642356652
0.0,50,12.0,11,3.1602334806279706e-05
0.0,50,12.5,1,3.745907842550334e-05
0.0,50,12.5,2,0.000926620957024491
0.0,50,12.5,3,0.014573605587683282
0.0,50,12.5,4,0.11748944626036913
0.0,50,12.5,5,0.33490234040947103
0.0,50,12.5,6,0.05758859299065465
0.0,50,12.5,7,0.3360143323386322
0.0,50,12.5,8,0.1215364893171129
0.0,50,12.5,9,0.015811536280117434
0.0,50,12.5,10,0.001073086068256929
0.0,50,12.5,11,4.649071225234799e-05
0.0,50,13.0,1,5.42243562630811e-05
0.0,50,13.0,2,0.0012282493060183713
0.0,50,13.0,3,0.01770334340063537
0.0,50,13.0,4,0.12982846133878664
0.0,50,13.0,5,0.32894838034412865
0.0,50,13.0,6,0.037830209175618405
0.0,50,13.0,7,0.32960726756753195
0.0,50,13.0,8,0.13412914346702712
0.0,50,13.0,9,0.019182787333664415
0.0,50,13.0,10,0.0014206901382321103
0.0,50,13.0,11,6.72435720939393e-05
0.0,50,13.5,1,7.726944791396453e-05
0.0,50,13.5,2,0.0016066987828054948
0.0,50,13.5,3,0.02127694501241109
0.0,50,13.5,4,0.1422284982377349
0.0,50,13.5,5,0.32027332995022784
0.0,50,13.5,6,0.022363283700601908
0.0,50,13.5,7,0.3204562725190816
0.0,50,13.5,8,0.146741491532544
0.0,50,13.5,9,0.023024364659711343
0.0,50,13.5,10,0.0018561055673801546
0.0,50,13.5,11,9.574058958752934e-05
0.0,50,14.0,1,0.00010850838369813834
0.0,50,14.0,2,0.0020759355681540955
0.0,50,14.0,3,0.02531621721597423
0.0,50,14.0,4,0.1545274217553309
0.0,50,14.0,5,0.30905010161679636
0.0,50,14.0,6,0.011087898648871598
0.0,50,14.0,7,0.30874453102264665
0.0,50,14.0,8,0.1592028658106565
0.0,50,14.0,9,0.027357156954318427
0.0,50,14.0,10,0.002395034583807073
0.0,50,14.0,11,0.0001343284397463638
0.0,50,14.5,1,0.0001503064140528781
0.0,50,14.5,2,0.0026512635858348967
0.0,50,14.5,3,0.02983757669234829
0.0,50,14.5,4,0.1665562564372809
0.0,50,14.5,5,0.29549477260049517
0.0,50,14.5,6,0.0038382101577723233
0.0,50,14.5,7,0.29469893554248483
0.0,50,14.5,8,0.1713362909674705
0.0,50,14.5,9,0.03219588714905493
0.0,50,14.5,10,0.0030545989720299786
0.0,50,14.5,11,0.00018590148117602237
0.0,50,15.0,1,0.0002055533036451394
0.0,50,15.0,2,0.003349232445426898
0.0,50,15.0,3,0.034851127389252716
0.0,50,15.0,4,0.1781423294841578
0.0,50,15.0,5,0.2798618606693087
0.0,50,15.0,6,0.0003875867977732202
0.0,50,15.0,7,0.27858509999088943
0.0,50,15.0,8,0.182961873127364
0.0,50,15.0,9,0.037548136034147694
0.0,50,15.0,10,0.0038532119831081457
0.0,50,15.0,11,0.00025398877492703467
0.0,50,15.5,1,0.0002777416784562284
0.0,50,15.5,2,0.004187499140102609
0.0,50,15.5,3,0.04035980427624897
0.0,50,15.5,4,0.18911258470285294
0.0,50,15.5,5,0.26243890826015265
0.0,50,15.5,6,0.00045474615180385216
0.0,50,15.5,7,0.2607016711663325
0.0,50,15.5,8,0.19390035143683787
0.0,50,15.5,9,0.043413450694874005
0.0,50,15.5,10,0.004810396015198089
0.0,50,15.5,11,0.00034284647714103806
0.0,50,16.0,1,0.000371049489278512
0.0,50,16.0,2,0.005184640857629786
0.0,50,16.0,3,0.04635860926190547
0.0,50,16.0,4,0.19929699641325802
0.0,50,16.0,5,0.2435404912664053
0.0,50,16.0,6,0.0037107527038732126
0.0,50,16.0,7,0.24137406171624512
0.0,50,16.0,8,0.2039767341016947
0.0,50,16.0,9,0.04978256626606118
0.0,50,16.0,10,0.005946543597597273
0.0,50,16.0,11,0.000457554326051245
0.0,50,16.5,1,0.0004904253878533598
0.0,50,16.5,2,0.006359917321080301
0.0,50,16.5,3,0.05283396411689239
0.0,50,16.5,4,0.20853200911051015
0.0,50,16.5,5,0.22350177917403966
0.0,50,16.5,6,0.009786725357346805
0.0,50,16.5,7,0.22094773824182048
0.0,50,16.5,8,0.21302393800582847
0.0,50,16.5,9,0.05663676812036434
0.0,50,16.5,10,0.007282620549218092
0.0,50,16.5,11,0.000604114615046211
0.0,50,17.0,1,0.0006416755392584654
0.0,50,17.0,2,0.007732982279707253
0.0,50,17.0,3,0.059763203626674456
0.0,50,17.0,4,0.21666392723357158
0.0,50,17.0,5,0.20267178115427595
0.0,50,17.0,6,0.018282091355897732
0.0,50,17.0,7,0.19978120599459362
0.0,50,17.0,8,0.2208863499790374
0.0,50,17.0,9,0.06394741944217819
0.0,50,17.0,10,0.008839811682499463
0.0,50,17.0,11,0.0007895517123064974
0.0,50,17.5,1,0.0008315501230762419
0.0,50,17.5,2,0.009323545097454408
0.0,50,17.5,3,0.06711422991841852
0.0,50,17.5,4,0.22355217964354954
0.0,50,17.5,5,0.1814064177516348
0.0,50,17.5,6,0.028773215274718895
0.0,50,17.5,7,0.17823883641716953
0.0,50,17.5,8,0.2274232286233193
0.0,50,17.5,9,0.07167567623219155
0.0,50,17.5,10,0.010639111055287684
0.0,50,17.5,11,0.0010220098631801712
0.0,50,18.0,1,0.0010678275139411394
0.0,50,18.0,2,0.011150984809067841
0.0,50,18.0,3,0.07484534600589321
0.0,50,18.0,4,0.22907238537239766
0.0,50,18.0,5,0.1600615598953546
0.0,50,18.0,6,0.040822227213328725
0.0,50,18.0,7,0.15668368547516565
0.0,50,18.0,8,0.23251186832180806
0.0,50,18.0,9,0.07977240818939493
0.0,50,18.0,10,0.012700860499746936
0.0,50,18.0,11,0.0013108467039009124
0.0,50,18.5,1,0.0013593938873520317
0.0,50,18.5,2,0.013233920499924336
0.0,50,18.5,3,0.08290528312712286
0.0,50,18.5,4,0.23311915082819099
0.0,50,18.5,5,0.13898617608899255
0.0,50,18.5,6,0.05398587340596035
0.0,50,18.5,7,0.13547044930295724
0.0,50,18.5,8,0.23605045158845062
0.0,50,18.5,9,0.08817833969871906
0.0,50,18.5,10,0.015044241937437662
0.0,50,18.5,11,0.0016667196348928149
0.0,50,19.0,1,0.0017163157775227102
0.0,50,19.0,2,0.015589743379937905
0.0,50,19.0,3,0.09123343248151576
0.0,50,19.0,4,0.2356085338628162
0.0,50,19.0,5,0.11851572484020395
0.0,50,19.0,6,0.06782421514687963
0.0,50,19.0,7,0.11493869919803532
0.0,50,19.0,8,0.23796052217379862
0.0,50,19.0,9,0.0968244204020854
0.0,50,19.0,10,0.017686730777794816
0.0,50,19.0,11,0.0021016619594099316
0.0,50,19.5,1,0.002149902928996057
0.0,50,19.5,2,0.018234117425807373
0.0,50,19.5,3,0.09976028758948745
0.0,50,19.5,4,0.2364801168111139
0.0,50,19.5,5,0.09896592278454364
0.0,50,19.5,6,0.08190900810700719
0.0,50,19.5,7,0.09540653056886353
0.0,50,19.5,8,0.23818901918713387
0.0,50,19.5,9,0.10563242965303284
0.0,50,19.5,10,0.020643519444768582
0.0,50,19.5,11,0.002629145499246005
0.0,50,20.0,1,0.002672758641105182
0.0,50,20.0,2,0.02118045691896167
0.0,50,20.0,3,0.10840809879389406
0.0,50,20.0,4,0.23569863865270865
0.0,50,20.0,5,0.08062700969712122
0.0,50,20.0,6,0.09583160362390028
0.0,50,20.0,7,0.07716475025253991
0.0,50,20.0,8,0.23670982175447883
0.0,50,20.0,9,0.11451581366835491
0.0,50,20.0,10,0.02392692173292942
0.0,50,20.0,11,0.0032641262640062145
0.0,50,20.5,1,0.0032988147121051662
0.0,50,20.5,2,0.024439390567329754
0.0,50,20.5,3,0.11709173650488049
0.0,50,20.5,4,0.23325514565391184
0.0,50,20.5,5,0.06375861989268217
0.0,50,20.5,6,0.10921022614064854
0.0,50,20.5,7,0.06047171391276684
0.0,50,20.5,8,0.23352476419994933
0.0,50,20.5,9,0.12338074852324811
0.0,50,20.5,10,0.027545770208878308
0.0,50,20.5,11,0.00402306968359892
0.0,50,21.0,1,0.004043348055306075
0.0,50,21.0,2,0.02801822312597898
0.0,50,21.0,3,0.1257197547718141
0.0,50,21.0,4,0.2291676300151481
0.0,50,21.0,5,0.04858535565701523
0.0,50,21.0,6,0.12169649634970918
0.0,50,21.0,7,0.045548910299258935
0.0,50,21.0,8,0.22866409317972355
0.0,50,21.0,9,0.1321274164260784
0.0,50,21.0,10,0.031504820196094775
0.0,50,21.0,11,0.00492395192387266
0.0,50,21.5,1,0.004922976089363456
0.0,50,21.5,2,0.031920406484266126
0.0,50,21.5,3,0.13419564176688395
0.0,50,21.5,4,0.22348113695521463
0.0,50,21.5,5,0.03529314264324663
0.0,50,21.5,6,0.13298108740911027
0.0,50,21.5,7,0.03257737233606783
0.0,50,21.5,8,0.2221863503561234
0.0,50,21.5,9,0.14065147709628986
0.0,50,21.5,10,0.035804174963302696
0.0,50,21.5,11,0.005986233900131454
0.0,50,22.0,1,0.005955628104522123
0.0,50,22.0,2,0.036145033027114255
0.0,50,22.0,3,0.1424192389061736
0.0,50,22.0,4,0.21626733206590934
0.0,50,22.0,5,0.024026429955337898
0.0,50,22.0,6,0.14279842143784013
0.0,50,22.0,7,0.021694976685421297
0.0,50,22.0,8,0.2141776767991577
0.0,50,22.0,9,0.1488457106965608
0.0,50,22.0,10,0.04043874753345639
0.0,50,22.0,11,0.007230804788506685
0.0,50,22.5,1,0.00716048998028634
0.0,50,22.5,2,0.04068636467029619
0.0,50,22.5,3,0.1502883057365672
0.0,50,22.5,4,0.20762353241597306
0.0,50,22.5,5,0.014886279306880792
0.0,50,22.5,6,0.15093033492355618
0.0,50,22.5,7,0.012994674012065293
0.0,50,22.5,8,0.20475054805859813
0.0,50,22.5,9,0.1566018037780017
0.0,50,22.5,10,0.04539777500283175
0.0,50,22.5,11,0.008679892114944134
0.0,50,23.0,1,0.008557919880463503
0.0,50,23.0,2,0.045533411283359373
0.0,50,23.0,3,0.15770020349833497
0.0,50,23.0,4,0.19767121651258765
0.0,50,23.0,5,0.00792936858574102
0.0,50,23.0,6,0.15720866421981766
0.0,50,23.0,7,0.006523672077507059
0.0,50,23.0,8,0.19404196147141062
0.0,50,23.0,9,0.16381224521897159
0.0,50,23.0,10,0.05066440137387024
0.0,50,23.0,11,0.010356935877936447
0.0,50,23.5,1,0.010169332879923216
0.0,50,23.5,2,0.05066957222352714
0.0,50,23.5,3,0.16455366654500478
0.0,50,23.5,4,0.18655403958240468
0.0,50,23.5,5,0.003167915785947089
0.0,50,23.5,6,0.1615167254846666
0.0,50,23.5,7,0.002283573461624624
0.0,50,23.5,8,0.18221110946937805
0.0,50,23.5,9,0.17037229529853629
0.0,50,23.5,10,0.0562153446350648
0.0,50,23.5,11,0.012286424633923232
0.0,50,24.0,1,0.012017052883083704
0.0,50,24.0,2,0.05607235439010872
0.0,50,24.0,3,0.1707506276662903
0.0,50,24.0,4,0.17443539145826015
0.0,50,24.0,5,0.0005705100021508374
0.0,50,24.0,6,0.16378968672304953
0.0,50,24.0,7,0.00023144957967849726
0.0,50,24.0,8,0.16943658415145102
0.0,50,24.0,9,0.17618198795665857
0.0,50,24.0,10,0.06202066314832743
0.0,50,24.0,11,0.014493692040941782
0.0,50,24.5,1,0.014124130674562602
0.0,50,24.5,2,0.06171317955911129
0.0,50,24.5,3,0.1761980609069863
0.0,50,24.5,4,0.16149554440990335
0.0,50,24.5,5,6.381742774724548e-05
0.0,50,24.5,6,0.1640138525510357
0.0,50,24.5,7,0.0002818131663256764
0.0,50,24.5,8,0.15591316892146145
0.0,50,24.5,9,0.18114812405115002
0.0,50,24.5,10,0.06804363532010403
0.0,50,24.5,11,0.01700467301161267
0.0,50,25.0,1,0.01651412749315659
0.0,50,25.0,2,0.06755729276682276
0.0,50,25.0,3,0.18080980378114947
0.0,50,25.0,4,0.1479284473114795
0.0,50,25.0,5,0.0015351124493143675
0.0,50,25.0,6,0.16222490442249332
0.0,50,25.0,7,0.002309432947578461
0.0,50,25.0,8,0.14184828232252392
0.0,50,25.0,9,0.18518621210414996
0.0,50,25.0,10,0.07424076503798685
0.0,50,25.0,11,0.019845619363345165
0.0,50,25.5,1,0.019210864134938194
0.0,50,25.5,2,0.0735637821820356
0.0,50,25.5,3,0.1845083199067405
0.0,50,25.5,4,0.13393823039139371
0.0,50,25.5,5,0.004835567358253467
0.0,50,25.5,6,0.1585051598951947
0.0,50,25.5,7,0.006152917202981552
0.0,50,25.5,8,0.12745814711006978
0.0,50,25.5,9,0.18822231269574968
0.0,50,25.5,10,0.08056192346093435
0.0,50,25.5,11,0.023042775661708738
0.0,50,26.0,1,0.022238136261449458
0.0,50,26.0,2,0.07968571925047507
0.0,50,26.0,3,0.1872263630734613
0.0,50,26.0,4,0.1197354912843825
0.0,50,26.0,5,0.009784219245192839
0.0,50,26.0,6,0.15297993364274906
0.0,50,26.0,7,0.011618977684986417
0.0,50,26.0,8,0.11296376391325438
0.0,50,26.0,9,0.1901947433441968
0.0,50,26.0,10,0.08695063548006136
0.0,50,26.0,11,0.02662201681979105
0.0,50,26.5,1,0.025619397304553163
0.0,50,26.5,2,0.08587042593136336
0.0,50,26.5,3,0.1889085046286496
0.0,50,26.5,4,0.10553343805443481
0.0,50,26.5,5,0.016172519605586976
0.0,50,26.5,6,0.14581309996282157
0.0,50,26.5,7,0.01848727221975774
0.0,50,26.5,8,0.09858677339310633
0.0,50,26.5,9,0.1910556024220931
0.0,50,26.5,10,0.09334451655029592
0.0,50,26.5,11,0.030608449927337782
0.0,50,27.0,1,0.029377411108570933
0.0,50,27.0,2,0.09205987360260579
0.0,50,27.0,3,0.18951248782560076
0.0,50,27.0,4,0.09154396816798935
0.0,50,27.0,5,0.023769361323386032
0.0,50,27.0,6,0.137201971161842
0.0,50,27.0,7,0.026515713523987298
0.0,50,27.0,8,0.08454529350848365
0.0,50,27.0,9,0.19077207338275506
0.0,50,27.0,10,0.09967586267300012
0.0,50,27.0,11,0.03502598372177928
0.0,50,27.5,1,0.033533877219438395
0.0,50,27.5,2,0.09819121572347629
0.0,50,27.5,3,0.18901037540759696
0.0,50,27.5,4,0.07797376399327974
0.0,50,27.5,5,0.03232646922152572
0.0,50,27.5,6,0.1273716181389648
0.0,50,27.5,7,0.035446123542322676
0.0,50,27.5,8,0.07104981928312304
0.0,50,27.5,9,0.18932747427254867
0.0,50,27.5,10,0.10587239313737404
0.0,50,27.5,11,0.0398968700603502
0.0,50,28.0,1,0.03810903250494358
0.0,50,28.0,2,0.10419745365493335
0.0,50,28.0,3,0.18738946016080513
0.0,50,28.0,4,0.0650204852457906
0.0,50,28.0,5,0.041584034427551264
0.0,50,28.0,6,0.11656876853580826
0.0,50,28.0,7,0.04501010708835704
0.0,50,28.0,8,0.05829927130796931
0.0,50,28.0,9,0.1867220221213284
0.0,50,28.0,10,0.11185814226411792
0.0,50,28.0,11,0.045241222688395435
0.0,50,28.5,1,0.04312123355381054
0.0,50,28.5,2,0.1100082321975888
0.0,50,28.5,3,0.1846529124013436
0.0,50,28.5,4,0.05286913689261042
0.0,50,28.5,5,0.05127646949769651
0.0,50,28.5,6,0.10505542381703963
0.0,50,28.5,7,0.05493501584664558
0.0,50,28.5,8,0.04647727613593295
0.0,50,28.5,9,0.18297328724877457
0.0,50,28.5,10,0.11755449290599175
0.0,50,28.5,11,0.05107651950256643
0.0,50,29.0,1,0.048586525037783705
0.0,50,29.0,2,0.11555075847144483
0.0,50,29.0,3,0.18082014328860577
0.0,50,29.0,4,0.041688687410144046
0.0,50,29.0,5,0.06113816061286815
0.0,50,29.0,6,0.09310233952116267
0.0,50,29.0,7,0.06494987388967154
0.0,50,29.0,8,0.035748756798320964
0.0,50,29.0,9,0.17811631869244432
