time,pt_wasserstein,entropy_mean,entropy_sem,participation_ratio_mean,participation_ratio_sem,target_otoc_mean,target_otoc_sem,sff4_mean,sample_count
1.0,0.059772237988786066,0.06579727216671594,0.006658331341845043,1.0179638302177103,0.0021563549502621906,0.000532241362830253,0.00019932313968796836,0.20762155990938813,16
1.79,0.05880238417922898,0.1435194657114668,0.018003098230399306,1.0467789415057747,0.007132896798905819,0.0012560356645203395,0.0005553096285716497,0.04471519690765558,16
29.29,0.052201675881954,0.5588775642083499,0.12433460463461511,1.5472225374543356,0.15006256142311075,0.0020096242936268253,0.0012615110064600878,0.028939254737715626,16
100.0,0.05163050429647191,0.5210533262532504,0.11470493956888125,1.414175487188607,0.12926681316258823,0.0029970195256794614,0.0019579299898735488,0.0287716707841768,16
1000.0,0.049382862532388085,0.6381990125368034,0.156391226518658,1.8140836921889303,0.36147492431887507,0.011219745945051518,0.007310726170669601,0.01531918625716993,16
