time,overlap,probability_mean,probability_sem
0.05,0,1.216254391723311e-11,3.9497084586796235e-13
0.05,1,2.4615685056242377e-06,5.736345053968726e-08
0.05,2,0.9999704609954942,6.684778801532201e-07
0.10266666666666667,0,2.155985449909884e-10,6.998881029348362e-12
0.10266666666666667,1,1.0364404005601354e-05,2.415236932332117e-07
0.10266666666666667,2,0.9998756239179546,2.8136633862857396e-06
0.15533333333333332,0,1.1244400882326818e-09,3.648075153607233e-11
0.15533333333333332,1,2.3671516012210413e-05,5.516117821764335e-07
0.15533333333333332,2,0.9997159249412523,6.42265663745781e-06
0.20800000000000002,0,3.5913283123296623e-09,1.16425208382727e-10
0.20800000000000002,1,4.230935951300033e-05,9.859256329650369e-07
0.20800000000000002,2,0.9994922338159193,1.1471199293089305e-05
0.26066666666666666,0,8.78322216678332e-09,2.844813688735886e-10
0.26066666666666666,1,6.617605620066131e-05,1.542155558997038e-06
0.26066666666666666,2,0.9992057555772597,1.7926693829120758e-05
0.3133333333333333,0,1.8148855895958446e-08,5.872602329363209e-10
0.3133333333333333,1,9.514306280499521e-05,2.217466631713996e-06
0.3133333333333333,2,0.9988580110135017,2.5749681106218724e-05
0.366,0,3.3379290909368786e-08,1.0790662237310591e-09
0.366,1,0.00012905724749228702,3.008596117189223e-06
0.366,2,0.998450812340729,3.4895588726207294e-05
0.4186666666666667,0,5.6363281037092956e-08,1.8205573561468146e-09
0.4186666666666667,1,0.00016774332045489446,3.9119602198452506e-06
0.4186666666666667,2,0.9979862347053258,4.531664389880036e-05
0.4713333333333333,0,8.913934658623715e-08,2.877427566410388e-09
0.4713333333333333,1,0.00021100655652673135,4.923764012356059e-06
0.4713333333333333,2,0.9974665842314806,5.6963835122711825e-05
0.524,0,1.3384652425801742e-07,4.319194216000982e-09
0.524,1,0.00025863574146299165,6.0401085362748415e-06
0.524,2,0.9968943634045802,6.978880537734251e-05
0.5766666666666667,0,1.9267572596517158e-07,6.218155009421189e-09
0.5766666666666667,1,0.0003104062695988773,7.257089605722582e-06
0.5766666666666667,2,0.996272234628924,8.374556614215279e-05
0.6293333333333334,0,2.6782350578177677e-07,8.648553870017517e-09
0.6293333333333334,1,0.0003660833190464459,8.570883782085439e-06
0.6293333333333334,2,0.9956029828188558,9.879193621698074e-05
0.682,0,3.614498127100917e-07,1.1685967807800524e-08
0.682,1,0.0004254250314009108,9.977818220395212e-06
0.682,2,0.9948894778759986,0.00011489063110762324
0.7346666666666667,0,4.756410148442684e-07,1.5406900005519645e-08
0.7346666666666667,1,0.0004881856260133069,1.1474422498835612e-05
0.7346666666666667,2,0.9941346378726177,0.00013200995603132425
0.7873333333333334,0,6.12379138775893e-07,1.9888541707504356e-08
0.7873333333333334,1,0.0005541183840609951,1.3057461996216718e-05
0.7873333333333334,2,0.9933413937041864,0.00015012408608726385
0.8400000000000001,0,7.735178997730655e-07,2.520864992046064e-08
