time,sample_index,output_pair,probability,overlap
1000.0,2,7-8,0.0011356099122147364,0
1000.0,3,1-2,0.04151008166895109,0
1000.0,3,1-3,0.020500594698615027,1
1000.0,3,1-4,0.06647448684341667,1
1000.0,3,1-5,0.03804187325268701,0
1000.0,3,1-6,0.007820338520820752,0
1000.0,3,1-7,0.12165028313470433,0
1000.0,3,1-8,0.004849066523947675,0
1000.0,3,2-3,0.09337464638084829,1
1000.0,3,2-4,0.02890445738160607,1
1000.0,3,2-5,0.01547204443661182,0
1000.0,3,2-6,0.020065571230821443,0
1000.0,3,2-7,0.05927937791399551,0
1000.0,3,2-8,0.004314009280462746,0
1000.0,3,3-4,0.10712538458683799,2
1000.0,3,3-5,0.013205976365488472,1
1000.0,3,3-6,0.014382689955124865,1
1000.0,3,3-7,0.11389131398123813,1
1000.0,3,3-8,0.007109113286856726,1
1000.0,3,4-5,0.0338658301202402,1
1000.0,3,4-6,0.027892281010923368,1
1000.0,3,4-7,0.0009390759266558034,1
1000.0,3,4-8,0.008246302320052053,1
1000.0,3,5-6,0.007923366523482281,0
1000.0,3,5-7,0.10093246010205956,0
1000.0,3,5-8,0.0034669605284001408,0
1000.0,3,6-7,0.03267891085395042,0
1000.0,3,6-8,0.0019463447036647762,0
1000.0,3,7-8,0.004137158467536901,0
1000.0,4,1-2,0.004873934116201387,0
1000.0,4,1-3,0.1032100440317364,1
1000.0,4,1-4,0.0613518041560482,1
1000.0,4,1-5,0.012613511781396598,0
1000.0,4,1-6,0.01120929307633874,0
1000.0,4,1-7,0.014670778792873719,0
1000.0,4,1-8,0.06768045581888067,0
1000.0,4,2-3,0.0271487411191029,1
1000.0,4,2-4,0.029986395551872703,1
1000.0,4,2-5,0.021585981465880585,0
1000.0,4,2-6,0.0012640474482011864,0
1000.0,4,2-7,0.00039512905523470535,0
1000.0,4,2-8,0.03307009352841818,0
1000.0,4,3-4,0.20444872800274252,2
1000.0,4,3-5,0.04594678816670645,1
1000.0,4,3-6,0.02352064314619341,1
1000.0,4,3-7,0.015503923898625217,1
1000.0,4,3-8,0.0798694632127089,1
1000.0,4,4-5,0.029905249370674625,1
1000.0,4,4-6,0.009899809269387865,1
1000.0,4,4-7,0.025988457453120006,1
1000.0,4,4-8,0.018268561266264333,1
1000.0,4,5-6,0.006249117214610084,0
1000.0,4,5-7,0.0018200647889541196,0
1000.0,4,5-8,0.0883350270817178,0
1000.0,4,6-7,0.005921451407387344,0
1000.0,4,6-8,0.03629521449012541,0
1000.0,4,7-8,0.018967291288595974,0
