time,pt_wasserstein,entropy_mean,entropy_sem,participation_ratio_mean,participation_ratio_sem,target_otoc_mean,target_otoc_sem,sff4_mean
0.05,0.0603762997941294,0.0003889439705018845,8.164438736202852e-06,1.0000590808301393,1.3370814380471495e-06,2.5678670746313396e-06,2.061968419075043e-07,0.995759660968481
0.10266666666666667,0.060369525717162274,0.0014589008076783892,3.0328330638490665e-05,1.0002488021814577,5.629553698789473e-06,1.081007744207564e-05,8.675523514240343e-07,0.9822670417209224
0.15533333333333332,0.06035811864739782,0.003097597730732327,6.39409164573156e-05,1.0005684110585282,1.285692024686866e-05,2.468215310106219e-05,1.9790247571202337e-06,0.9599592404077223
0.20800000000000002,0.06034214070987404,0.005242065314952861,0.00010756577428187315,1.00101636614326,2.2979439511573127e-05,4.409774023416376e-05,3.531397930568985e-06,0.9295654553867415
0.26066666666666666,0.06032167797854121,0.007844647840679392,0.00016011742146990893,1.0015905291510392,3.5943894242446075e-05,6.893766284946971e-05,5.5123017668146005e-06,0.8920516389667593
0.3133333333333333,0.06029683908112992,0.010865129930061349,0.00022069008008937128,1.0022881968964596,5.1686203364948924e-05,9.905229853329506e-05,7.906779213171677e-06,0.8485649247463971
0.366,0.06026775346164616,0.014267596451205821,0.0002884933182017077,1.0031061415136264,7.01345322752792e-05,0.00013426450383642526,1.0697946842820263e-05,0.8003704210120641
0.4186666666666667,0.06023456934483164,0.018018918230427342,0.0003628240083890125,1.0040406579833483,9.121272186082542e-05,0.00017437299218158584,1.3867703128948932e-05,0.7487854506919592
0.4713333333333333,0.06019745145384269,0.02208795357492166,0.0004430536854704248,1.0050876179544246,0.00011484383564690398,0.0002191560544420927,1.7397436547934923e-05,0.695116177641023
0.524,0.06015657853763553,0.026445112974328954,0.0005286230042484953,1.0062425287007286,0.00014095361570968734,0.0002683755043882627,2.1268687655739375e-05,0.640600936950609
0.5766666666666667,0.0601121407679458,0.031062125210273083,0.0006190393594089898,1.0075005959360623,0.00016947364312428664,0.0003217807282925572,2.546372519004937e-05,0.5863635961510989
0.6293333333333334,0.06006433706722665,0.03591192143870809,0.0007138755661301224,1.0088567891210978,0.00020034401859744968,0.00037911272013655664,2.9966005495256733e-05,0.5333790632920277
0.682,0.06001337242845112,0.04096859027129775,0.000812768404091816,1.010305907846845,0.0002335154131298722,0.00044010799082999245,3.476049620358843e-05,0.4824517869049501
0.7346666666666667,0.059959455285352486,0.04620737554359534,0.000915416339588648,1.0118426478714295,0.00026895038505129137,0.0005045022511532828,3.983385788111887e-05,0.43420690919340543
0.7873333333333334,0.0599027949876074,0.05160469876270483,0.001021576069972938,1.0134616654241309,0.0003066239149310929,0.0005720337830787167,4.5174489846391434e-05,0.389092753449528
0.8400000000000001,0.05984359942986198,0.05713819429504237,0.0011310577686587024,1.0151576384728351,0.0003465231686703008,0.000642446431848804,5.07724572081788e-05,0.3473926229355647
0.8926666666666667,0.059782072876621815,0.06278674914316731,0.00124371908595715,1.0169253237759333,0.00038864655569671464,0.0007154921707084742,5.6619324207842384e-05,0.3092434889108496
0.9453333333333334,0.0597184140171747,0.068530541625768,0.001359458095658094,1.0187596087022797,0.00043300219778440516,0.0007909332104503303,6.27079234793986e-05,0.2746590367146722
0.998,0.05965281427622351,0.07435107491521645,0.0014782054685558443,1.020655556995921,0.00047960595967734174,0.0008685436458834439,6.903209168406274e-05,0.24355467636139555
1.0,0.05965028737218689,0.07457338631604957,0.001482773488219157,1.0207287063526684,0.0004814203025407873,0.0008715307395968938,6.927681811145737e-05,0.2424401595693512
1.0506666666666666,0.05958545639712077,0.08023120301708156,0.00159991623470393,1.022608447876871,0.0005284792121981276,0.0009481106499762508,7.55863995075539e-05,0.21577244498506945
1.1033333333333333,0.05951651330585571,0.08615514742333978,0.0017245615052484632,1.0246138080952363,0.0005796465008595194,0.0010294352428662661,8.236589904119822e-05,0.19110416356131288
1.1560000000000001,0.05944614725557059,0.09210850405527714,0.0018521204995098964,1.026667436783056,0.0006331332794581628,0.0011123326764503575,8.93659051703033e-05,0.16931169443964517
1.2086666666666668,0.059374509243660945,0.09807823961087929,0.0019825732792522798,1.0287654231664316,0.0006889638419513616,0.0011966324853494238,9.658182086674108e-05,0.15014362472157128
1.2613333333333334,0.059301738686685694,0.10405267607573059,0.002115894727354793,1.030904157400942,0.0007471595515945341,0.0012821782613904576,0.00010400901015839066,0.1333481324696599
1.314,0.05922796333256257,0.11002148447018878,0.002252049310852679,1.033080334968723,0.0008077374287632416,0.0013688272113176374,0.00011164271764877661,0.11868215106333195
1.3666666666666667,0.059153299384982844,0.11597571678483645,0.0023909880403769766,1.0352909552204832,0.0008707091226258413,0.0014564495564180643,0.00011947803004995376,0.10591721697031871
