sector,x,integrated_count
all,3.96,10.918546822789773
all,3.98,11.108494238956199
all,4,11.301921952136331
all,4.0200000000000005,11.498894589267827
all,4.04,11.699477997576981
all,4.0600000000000005,11.90373926775669
all,4.0800000000000001,12.11174675758882
all,4.0999999999999996,12.323570116019567
all,4.1200000000000001,12.539280307696526
all,4.1399999999999997,12.758949637976283
all,4.1600000000000001,12.982651778411741
all,4.1799999999999997,13.210461792728161
all,4.2000000000000002,13.442456163297649
all,4.2199999999999998,13.678712818121324
all,4.2400000000000002,13.919311158329284
all,4.2599999999999998,14.16433208620801
all,4.2800000000000002,14.413858033765708
all,4.2999999999999998,14.667972991845561
all,4.3200000000000003,14.926762539797879
all,4.3399999999999999,15.190313875721438
all,4.3600000000000003,15.458715847285454
all,4.3799999999999999,15.73205898314289
all,4.4000000000000004,16.010435524946999
all,4.4199999999999999,16.293939459982198
all,4.4400000000000004,16.582666554421625
all,4.46,16.876714387222965
all,4.4800000000000004,17.176182384675329
all,4.5,17.481171855609276
all,4.5200000000000005,17.791786027283162
all,4.54,18.108130081958521
all,4.5600000000000005,18.430311194178046
all,4.5800000000000001,18.758438568759491
all,4.6000000000000005,19.092623479519464
all,4.6200000000000001,19.43297930874105
all,4.6399999999999997,19.779621587399767
all,4.6600000000000001,20.132668036162357
all,4.6799999999999997,20.492238607173299
all,4.7000000000000002,20.85845552664447
all,4.7199999999999998,21.231443338263045
all,4.7400000000000002,21.611328947433986
all,4.7599999999999998,21.998241666372532
all,4.7800000000000002,22.392313260063833
all,4.7999999999999998,22.793677993105796
all,4.8200000000000003,23.202472677452757
all,4.8399999999999999,23.618836721076867
all,4.8600000000000003,24.042912177565412
all,4.8799999999999999,24.474843796671596
all,4.9000000000000004,24.914779075837764
all,4.9199999999999999,25.36286831270932
all,4.9400000000000004,25.819264658658952
all,4.96,26.284124173340143
all,4.9800000000000004,26.757605880290484
all,5,27.239871823604442
all,5.0200000000000005,27.731087125696806
all,5.04,28.231420046177274
all,5.0600000000000005,28.741042041858393
all,5.0800000000000001,29.260127827917941
all,5.1000000000000005,29.788855440238866
all,5.1200000000000001,30.327406298948748
all,5.1399999999999997,30.875965273182761
all,5.1600000000000001,31.434720747093056
all,5.1799999999999997,32.003864687129131
all,5.2000000000000002,32.583592710613708
all,5.2199999999999998,33.174104155638865
all,5.2400000000000002,33.775602152308444
all,5.2599999999999998,34.388293695352111
all,5.2800000000000002,35.012389718138436
all,5.2999999999999998,35.648105168113098
all,5.3200000000000003,36.29565908369068
all,5.3399999999999999,36.955274672627468
all,5.3600000000000003,37.62717939190437
all,5.3799999999999999,38.311605029148808
all,5.4000000000000004,39.008787785625842
all,5.4199999999999999,39.718968360828129
all,5.4400000000000004,40.44239203869661
all,5.46,41.179308775502541
all,5.4800000000000004,41.929973289423849
all,5.5,42.694645151847787
all,5.5200000000000005,43.473588880434221
all,5.54,44.267074033972605
all,5.5600000000000005,45.075375309068455
all,5.5800000000000001,45.898772638693551
all,5.6000000000000005,46.737551292637306
all,5.6200000000000001,47.592001979894583
all,5.6399999999999997,48.462420953029032
all,5.6600000000000001,49.349110114548871
all,5.6799999999999997,50.252377125334846
all,5.7000000000000002,51.172535515160007
all,5.7199999999999998,52.109904795341393
all,5.7400000000000002,53.064810573565794
all,5.7599999999999998,54.037584670930414
all,5.7800000000000002,55.028565241242895
all,5.7999999999999998,56.03809689262286
all,5.8200000000000003,57.066530811451123
all,5.8399999999999999,58.114224888710652
all,5.8600000000000003,59.181543848766786
all,5.8799999999999999,60.268859380632946
all,5.9000000000000004,61.376550271771265
all,5.9199999999999999,62.505002544475609
all,5.9400000000000004,63.654609594888889
all,5.96,64.825772334703927
all,5.9800000000000004,66.018899335601688
all,6,67.23440697647797
all,6.0200000000000005,68.472719593514867
all,6.04,69.734269633149736
all,6.0600000000000005,71.019497808000182
all,6.0800000000000001,72.328853255800354
all,6.1000000000000005,73.662793701408674
all,6.1200000000000001,75.021785621944943
all,6.1400000000000006,76.406304415119266
all,6.1600000000000001,77.816834570812716
all,6.1799999999999997,79.253869845974947
all,6.2000000000000002,80.717913442901178
all,6.2199999999999998,82.209478190955281
all,6.2400000000000002,83.729086731805637
all,6.2599999999999998,85.277271708241358
all,6.2800000000000002,86.854575956639394
all,6.2999999999999998,88.461552703151838
all,6.3200000000000003,90.098765763687581
all,6.3399999999999999,91.766789747759802
all,6.3600000000000003,93.466210266276462
all,6.3799999999999999,95.197624143348136
all,6.4000000000000004,96.961639632193581
all,6.4199999999999999,98.758876635219949
all,6.4400000000000004,100.58996692836126
all,6.46,102.45555438975546
all,6.4800000000000004,104.35629523284663
all,6.5,106.29285824399558
all,6.5200000000000005,108.26592502468947
all,6.54,110.27619023843631
all,6.5600000000000005,112.32436186243923
all,6.5800000000000001,114.41116144413886
all,6.6000000000000005,116.537324362723
all,6.6200000000000001,118.70360009569609
all,6.6400000000000006,120.91075249060975
all,6.6600000000000001,123.15956004205214
all,6.6799999999999997,125.45081617400062
all,6.7000000000000002,127.78532952764036
all,6.7199999999999998,130.16392425475499
all,6.7400000000000002,132.58744031679936
all,6.7599999999999998,135.05673378976212
all,6.7800000000000002,137.5726771749334
all,6.7999999999999998,140.13615971568956
all,6.8200000000000003,142.74808772041501
all,6.8399999999999999,145.40938489167715
all,6.8600000000000003,148.12099266177887
all,6.8799999999999999,150.88387053481014
all,6.9000000000000004,153.69899643532722
all,6.9199999999999999,156.56736706378595
all,6.9400000000000004,159.48999825886341
all,6.96,162.467925366798
all,6.9800000000000004,165.50220361788897
all,7,168.59390851028968
all,7.0200000000000005,171.74413620124142
all,7.04,174.9540039058875
all,7.0600000000000005,178.22465030382003
all,7.0800000000000001,181.5572359535046
all,7.1000000000000005,184.95294371474117
all,7.1200000000000001,188.41297917931297
all,7.1400000000000006,191.93857110998627
all,7.1600000000000001,195.53097188802053
all,7.1799999999999997,199.19145796935746
all,7.2000000000000002,202.92133034965437
all,7.2199999999999998,206.72191503833696
all,7.2400000000000002,210.59456354184576
all,7.2599999999999998,214.54065335625398
all,7.2800000000000002,218.56158846944228
all,7.2999999999999998,222.65879987301187
all,7.3200000000000003,226.8337460841305
all,7.3399999999999999,231.08791367749984
all,7.3600000000000003,235.42281782764587
all,7.3799999999999999,239.84000286172792
all,7.4000000000000004,244.34104282307777
all,7.4199999999999999,248.92754204566947
all,7.4400000000000004,253.60113573974152
all,7.46,258.36349058878034
all,7.4800000000000004,263.21630535809311
all,7.5,268.16131151518931
all,7.5200000000000005,273.20027386220778
all,7.54,278.33499118061553
all,7.5600000000000005,283.56729688842665
all,7.5800000000000001,288.89905971017595
all,7.6000000000000005,294.33218435990347
all,7.6200000000000001,299.8686122373968
all,7.6400000000000006,305.510322137956
all,7.6600000000000001,311.25933097593645
all,7.6799999999999997,317.11769452234694
all,7.7000000000000002,323.0875081567695
all,7.7199999999999998,329.17090763388273
all,7.7400000000000002,335.37006986487557
all,7.7599999999999998,341.68721371403564
all,7.7800000000000002,348.12460081081554
all,7.7999999999999998,354.68453637766942
all,7.8200000000000003,361.36937007397734
all,7.8399999999999999,368.18149685636126
all,7.8600000000000003,375.1233578557202
all,7.8799999999999999,382.19744127130286
all,7.9000000000000004,389.40628328215797
all,7.9199999999999999,396.75246897629177
all,7.9400000000000004,404.23863329788782
all,7.96,411.86746201293022
all,7.9800000000000004,419.64169269360104
all,8,427.56411572180474
all,8.0199999999999996,435.6375753122062
all,8.0400000000000009,443.86497055515127
all,8.0600000000000005,452.24925647986043
all,8.0800000000000001,460.79344513830068
all,8.0999999999999996,469.50060671012142
all,8.120000000000001,478.37387062907999
all,8.1400000000000006,487.41642673136471
all,8.1600000000000001,496.6315264262567
all,8.1799999999999997,506.02248388954797
all,8.1999999999999993,515.59267728017392
all,8.2200000000000006,525.34554998050805
all,8.2400000000000002,535.28461186077459
all,8.2599999999999998,545.41344056806656
all,8.2799999999999994,555.73568284042528
all,8.3000000000000007,566.25505584649238
all,8.3200000000000003,576.9753485512133
all,8.3399999999999999,587.90042310812532
all,8.3599999999999994,599.03421627871955
all,8.3800000000000008,610.38074087942971
all,8.4000000000000004,621.94408725676749
all,8.4199999999999999,633.72842479117514
all,8.4399999999999995,645.7380034301334
all,8.4600000000000009,657.97715525110937
all,8.4800000000000004,670.45029605492005
all,8.5,683.16192699011549
all,8.5199999999999996,696.11663620897184
all,8.5400000000000009,709.31910055572223
all,8.5600000000000005,722.7740872876476
all,8.5800000000000001,736.48645582968209
all,8.5999999999999996,750.46115956316589
all,8.620000000000001,764.7032476494345
all,8.6400000000000006,779.21786688890086
all,8.6600000000000001,794.01026361635434
all,8.6799999999999997,809.08578563314961
all,8.7000000000000011,824.44988417703053
all,8.7200000000000006,840.10811593030803
all,8.7400000000000002,856.06614506715891
all,8.7599999999999998,872.32974534078721
all,8.7799999999999994,888.90480221124358
all,8.8000000000000007,905.79731501469143
all,8.8200000000000003,923.01339917492101
all,8.8399999999999999,940.55928845795813
all,8.8599999999999994,958.44133727058272
all,8.8800000000000008,976.66602300363536
all,8.9000000000000004,995.23994842096738
all,8.9199999999999999,1014.1698440949569
all,8.9399999999999995,1033.4625708894628
all,8.9600000000000009,1053.1251224911709
all,8.9800000000000004,1073.1646279902598
all,9,1093.5883545113745
all,9.0199999999999996,1114.4037098958577
all,9.0400000000000009,1135.6182454362674
all,9.0600000000000005,1157.2396586641823
all,9.0800000000000001,1179.2757961923639
all,9.0999999999999996,1201.7346566123013
all,9.120000000000001,1224.6243934482511
all,9.1400000000000006,1247.9533181688535
all,9.1600000000000001,1271.7299032574788
all,9.1799999999999997,1295.9627853424179
all,9.2000000000000011,1320.6607683881127
all,9.2200000000000006,1345.832826948598
all,9.2400000000000002,1371.4881094844054
all,9.2599999999999998,1397.6359417441217
all,9.2799999999999994,1424.2858302119078
all,9.3000000000000007,1451.4474656222437
all,9.3200000000000003,1479.1307265432174
all,9.3399999999999999,1507.3456830297171
all,9.3599999999999994,1536.1026003478607
all,9.3800000000000008,1565.4119427720802
all,9.4000000000000004,1595.284377456265
all,9.4199999999999999,1625.7307783804424
all,9.4399999999999995,1656.7622303744265
all,9.4600000000000009,1688.390033219983
all,9.4800000000000004,1720.6257058330048
all,9.5,1753.480990527323
all,9.5199999999999996,1786.9678573616752
all,9.5400000000000009,1821.0985085715213
all,9.5600000000000005,1855.885383087314
all,9.5800000000000001,1891.3411611409756
all,9.5999999999999996,1927.4787689622435
all,9.620000000000001,1964.3113835666854
all,9.6400000000000006,2001.8524376371449
all,9.6600000000000001,2040.1156245004986
all,9.6799999999999997,2079.1149032015178
all,9.7000000000000011,2118.8645036757921
all,9.7200000000000006,2159.3789320236147
all,9.7400000000000002,2200.6729758868478
all,9.7599999999999998,2242.7617099307354
all,9.7799999999999994,2285.6605014327456
all,9.8000000000000007,2329.3850159805334
all,9.8200000000000003,2373.9512232811412
all,9.8399999999999999,2419.3754030836626
all,9.8599999999999994,2465.674151217519
all,9.8800000000000008,2512.8643857486745
all,9.9000000000000004,2560.9633532560438
all,9.9199999999999999,2609.9886352305189
all,9.9399999999999995,2659.9581545989249
all,9.9600000000000009,2710.8901823754236
all,9.9800000000000004,2762.8033444427997
all,10,2815.716628466254
0,0,0.99999999999999889
0,0.02,1.0000000019999871
0,0.040000000000000001,1.0000000319991871
0,0.059999999999999998,1.000000161990745
0,0.080000000000000002,1.0000005119480035
0,0.10000000000000001,1.0000012498016801
0,0.12,1.000002591407942
0,0.14000000000000001,1.0000048005074176
0,0.16,1.0000081886751802
0,0.17999999999999999,1.0000131152617886
0,0.20000000000000001,1.0000199873253848
0,0.22,1.0000292595549949
0,0.23999999999999999,1.0000414341850481
0,0.26000000000000001,1.0000570609012511
0,0.28000000000000003,1.0000767367378893
0,0.29999999999999999,1.0001011059666896
0,0.32000000000000001,1.0001308599773313
0,0.34000000000000002,1.0001667371497582
0,0.35999999999999999,1.000209522718428
0,0.38,1.0002600486286291
0,0.40000000000000002,1.0003191933850317
0,0.41999999999999998,1.0003878818926351
0,0.44,1.0004670852902953
0,0.46000000000000002,1.0005578207769803
0,0.47999999999999998,1.0006611514309953
0,0.5,1.000778186022335
0,0.52000000000000002,1.0009100788183769
0,0.54000000000000004,1.0010580293831686
0,0.56000000000000005,1.0012232823704856
0,0.57999999999999996,1.0014071273109177
0,0.59999999999999998,1.0016108983932279
0,0.62,1.0018359742402343
0,0.64000000000000001,1.0020837776794413
0,0.66000000000000003,1.0023557755087458
0,0.68000000000000005,1.0026534782574343
0,0.70000000000000007,1.0029784399427832
0,0.71999999999999997,1.0033322578225503
0,0.73999999999999999,1.0037165721436236
0,0.76000000000000001,1.0041330658872007
0,0.78000000000000003,1.0045834645107055
0,0.80000000000000004,1.0050695356868697
0,0.82000000000000006,1.0055930890402198
0,0.83999999999999997,1.0061559758813612
0,0.85999999999999999,1.006760088939344
0,0.88,1.0074073620925101
0,0.90000000000000002,1.0080997700981256
0,0.92000000000000004,1.0088393283211898
0,0.94000000000000006,1.0096280924627692
0,0.95999999999999996,1.0104681582882244
0,0.97999999999999998,1.0113616613557233
0,1,1.0123107767453949
0,1.02,1.0133177187895379
0,1.04,1.0143847408042617
0,1.0600000000000001,1.0155141348229617
0,1.0800000000000001,1.0167082313320213
0,1.1000000000000001,1.0179693990091787
0,1.1200000000000001,1.0193000444649303
0,1.1400000000000001,1.0207026119874365
0,1.1599999999999999,1.0221795832912854
0,1.1799999999999999,1.023733477270621
0,1.2,1.0253668497570052
0,1.22,1.027082293282469
0,1.24,1.0288824368482066
0,1.26,1.0307699456993231
0,1.28,1.0327475211061048
0,1.3,1.0348179001522788
0,1.3200000000000001,1.0369838555306559
0,1.3400000000000001,1.0392481953466766
0,1.3600000000000001,1.0416137629302797
0,1.3800000000000001,1.0440834366565863
0,1.4000000000000001,1.0466601297758247
0,1.4199999999999999,1.0493467902530014
0,1.4399999999999999,1.0521464006177641
0,1.46,1.0550619778249504
0,1.48,1.0580965731262668
0,1.5,1.0612532719536003
0,1.52,1.0645351938144469
0,1.54,1.067945492199889
0,1.5600000000000001,1.0714873545056747
0,1.5800000000000001,1.0751640019668225
0,1.6000000000000001,1.0789786896062614
0,1.6200000000000001,1.0829347061980046
0,1.6400000000000001,1.0870353742453109
0,1.6600000000000001,1.0912840499743566
0,1.6799999999999999,1.0956841233438823
0,1.7,1.100239018071314
0,1.72,1.1049521916758587
0,1.74,1.1098271355390414
0,1.76,1.1148673749832076
0,1.78,1.1200764693684477
0,1.8,1.1254580122084725
0,1.8200000000000001,1.1310156313058981
0,1.8400000000000001,1.1367529889074628
0,1.8600000000000001,1.1426737818796411
0,1.8800000000000001,1.1487817419051778
0,1.9000000000000001,1.1550806357010124
0,1.9199999999999999,1.1615742652580818
0,1.9399999999999999,1.1682664681035246
0,1.96,1.1751611175857504
0,1.98,1.1822621231828658
0,2,1.1895734308349739
0,2.02,1.1970990233008134
0,2.04,1.2048429205392313
0,2.0600000000000001,1.2128091801159828
0,2.0800000000000001,1.2210018976363726
0,2.1000000000000001,1.2294252072041649
0,2.1200000000000001,1.2380832819073044
0,2.1400000000000001,1.2469803343309336
0,2.1600000000000001,1.2561206170981503
0,2.1800000000000002,1.2655084234390348
0,2.2000000000000002,1.2751480877884118
0,2.2200000000000002,1.2850439864128556
0,2.2400000000000002,1.2952005380673599
0,2.2600000000000002,1.3056222046822443
0,2.2800000000000002,1.3163134920807298
0,2.3000000000000003,1.3272789507276421
0,2.3199999999999998,1.3385231765097771
0,2.3399999999999999,1.3500508115484218
0,2.3599999999999999,1.3618665450443999
0,2.3799999999999999,1.3739751141562762
0,2.3999999999999999,1.3863813049121017
0,2.4199999999999999,1.3990899531551795
0,2.4399999999999999,1.4121059455244058
0,2.46,1.4254342204695747
0,2.48,1.439079769302209
0,2.5,1.4530476372823207
0,2.52,1.4673429247416589
0,2.54,1.4819707882438655
0,2.5600000000000001,1.4969364417820532
0,2.5800000000000001,1.5122451580142873
0,2.6000000000000001,1.5279022695374334
0,2.6200000000000001,1.5439131701998776
0,2.6400000000000001,1.5602833164535987
0,2.6600000000000001,1.5770182287460801
0,2.6800000000000002,1.5941234929525308
0,2.7000000000000002,1.611604761848938
0,2.7200000000000002,1.6294677566264471
0,2.7400000000000002,1.647718268447474
0,2.7600000000000002,1.6663621600441987
0,2.7800000000000002,1.6854053673597802
0,2.8000000000000003,1.7048539012329311
0,2.8199999999999998,1.7247138491262248
0,2.8399999999999999,1.7449913768987679
0,2.8599999999999999,1.7656927306236556
0,2.8799999999999999,1.7868242384507518
0,2.8999999999999999,1.8083923125153352
0,2.9199999999999999,1.8304034508930975
0,2.9399999999999999,1.8528642396020245
0,2.96,1.8757813546517297
0,2.98,1.8991615641406949
0,3,1.9230117304020731
0,3.02,1.9473388121984532
0,3.04,1.9721498669662889
0,3.0600000000000001,1.9974520531104183
0,3.0800000000000001,2.0232526323493438
0,3.1000000000000001,2.0495589721117389
0,3.1200000000000001,2.0763785479848766
0,3.1400000000000001,2.1037189462154453
0,3.1600000000000001,2.13158786626343
0,3.1800000000000002,2.1599931234096079
0,3.2000000000000002,2.188942651417316
0,3.2200000000000002,2.2184445052490438
0,3.2400000000000002,2.2485068638385339
0,3.2600000000000002,2.2791380329190054
0,3.2800000000000002,2.3103464479081306
0,3.3000000000000003,2.3421406768504545
0,3.3200000000000003,2.3745294234178926
0,3.3399999999999999,2.4075215299690083
0,3.3599999999999999,2.4411259806677443
0,3.3799999999999999,2.4753519046623329
0,3.3999999999999999,2.5102085793250386
0,3.4199999999999999,2.5457054335535982
0,3.4399999999999999,2.5818520511348746
0,3.46,2.6186581741717569
0,3.48,2.6561337065738173
0,3.5,2.6942887176126975
0,3.52,2.7331334455429066
0,3.54,2.7726783012889245
0,3.5600000000000001,2.8129338721994004
0,3.5800000000000001,2.853910925869287
0,3.6000000000000001,2.8956204140308257
0,3.6200000000000001,2.9380734765142256
0,3.6400000000000001,2.9812814452789658
0,3.6600000000000001,3.0252558485165864
0,3.6800000000000002,3.0700084148260243
0,3.7000000000000002,3.1155510774623481
0,3.7200000000000002,3.1618959786599121
0,3.7400000000000002,3.2090554740309525
0,3.7600000000000002,3.2570421370406315
0,3.7800000000000002,3.3058687635596029
0,3.8000000000000003,3.3555483764951273
0,3.8200000000000003,3.4060942305018944
0,3.8399999999999999,3.4575198167736243
0,3.8599999999999999,3.5098388679166077
0,3.8799999999999999,3.5630653629064213
0,3.8999999999999999,3.6172135321288352
0,3.9199999999999999,3.6722978625063978
0,3.9399999999999999,3.7283331027117605
0,3.96,3.7853342684690827
0,3.98,3.843316647944802
0,4,3.9022958072292213
0,4.0200000000000005,3.962287595910114
0,4.04,4.0233081527398991
0,4.0600000000000005,4.0853739113977614
0,4.0800000000000001,4.1485016063481277
0,4.0999999999999996,4.2127082787972014
0,4.1200000000000001,4.2780112827487571
0,4.1399999999999997,4.3444282911611634
0,4.1600000000000001,4.4119773022069069
0,4.1799999999999997,4.480676645636497
0,4.2000000000000002,4.5505449892482455
0,4.2199999999999998,4.6216013454658063
0,4.2400000000000002,4.6938650780251603
0,4.2599999999999998,4.7673559087727746
0,4.2800000000000002,4.8420939245769796
0,4.2999999999999998,4.9180995843541675
0,4.3200000000000003,4.995393726212062
0,4.3399999999999999,5.0739975747116963
0,4.3600000000000003,5.1539327482503632
0,4.3799999999999999,5.2352212665674873
0,4.4000000000000004,5.3178855583755809
0,4.4199999999999999,5.4019484691183122
0,4.4400000000000004,5.4874332688580267
0,4.46,5.5743636602949422
0,4.4800000000000004,5.6627637869202605
0,4.5,5.7526582413055651
0,4.5200000000000005,5.8440720735309517
0,4.54,5.9370307997542557
0,4.5600000000000005,6.0315604109241141
0,4.5800000000000001,6.1276873816389754
0,4.6000000000000005,6.2254386791552481
0,4.6200000000000001,6.3248417725467929
0,4.6399999999999997,6.4259246420187708
0,4.6600000000000001,6.5287157883784896
0,4.6799999999999997,6.6332442426662785
0,4.7000000000000002,6.7395395759489931
0,4.7199999999999998,6.8476319092796318
0,4.7400000000000002,6.9575519238255206
0,4.7599999999999998,7.0693308711686056
0,4.7800000000000002,7.1830005837809301
0,4.7999999999999998,7.2985934856784329
0,4.8200000000000003,7.4161426032564277
0,4.8399999999999999,7.535681576310207
0,4.8600000000000003,7.6572446692442124
0,4.8799999999999999,7.7808667824731419
0,4.9000000000000004,7.9065834640188468
0,4.9199999999999999,8.0344309213064822
0,4.9400000000000004,8.1644460331638093
0,4.96,8.2966663620273007
0,4.9800000000000004,8.4311301663591554
