sector,x,integrated_count
all,0,1
all,0.02,1.0001000025000277
all,0.040000000000000001,1.0004000400017776
all,0.059999999999999998,1.0009002025202514
all,0.080000000000000002,1.0016006401137891
all,0.10000000000000001,1.0025015629340956
all,0.12,1.0036032412962916
all,0.14000000000000001,1.0049060057690287
all,0.16,1.006410247284691
all,0.17999999999999999,1.0081164172697257
all,0.20000000000000001,1.0100250277951457
all,0.22,1.0121366517472608
all,0.23999999999999999,1.0144519230186924
all,0.26000000000000001,1.0169715367197438
all,0.28000000000000003,1.0196962494101915
all,0.29999999999999999,1.0226268793515967
all,0.32000000000000001,1.0257643067801965
all,0.34000000000000002,1.0291094742004978
all,0.35999999999999999,1.0326633866996693
all,0.38,1.036427112282825
all,0.40000000000000002,1.0404017822293414
all,0.41999999999999998,1.0445885914703161
all,0.44,1.0489887989873086
all,0.46000000000000002,1.0536037282324959
all,0.47999999999999998,1.0584347675703984
all,0.5,1.0634833707413236
all,0.52000000000000002,1.0687510573466936
all,0.54000000000000004,1.0742394133564255
all,0.56000000000000005,1.0799500916385434
all,0.57999999999999996,1.0858848125112046
all,0.59999999999999998,1.0920453643173396
all,0.62,1.0984336040220972
all,0.64000000000000001,1.1050514578333166
all,0.66000000000000003,1.111900921845234
all,0.68000000000000005,1.1189840627056518
all,0.70000000000000007,1.1263030183068092
all,0.71999999999999997,1.1338599985001891
all,0.73999999999999999,1.1416572858355172
all,0.76000000000000001,1.1496972363242106
all,0.78000000000000003,1.1579822802275423
all,0.80000000000000004,1.1665149228698031
all,0.82000000000000006,1.1752977454767348
all,0.83999999999999997,1.1843334060395503
all,0.85999999999999999,1.193624640204813
all,0.88,1.2031742621905197
all,0.90000000000000002,1.2129851657286845
all,0.92000000000000004,1.2230603250347678
all,0.94000000000000006,1.2334027958042859
all,0.95999999999999996,1.2440157162369518
all,0.97999999999999998,1.2549023080887058
all,1,1.2660658777520082
all,1.02,1.2775098173647721
all,1.04,1.2892376059483228
all,1.0600000000000001,1.3012528105747905
all,1.0800000000000001,1.3135590875643379
all,1.1000000000000001,1.3261601837126527
all,1.1200000000000001,1.3390599375491272
all,1.1400000000000001,1.3522622806261775
all,1.1599999999999999,1.3657712388401424
all,1.1799999999999999,1.379590933784244
all,1.2,1.3937255841340641
all,1.22,1.4081795070660492
all,1.24,1.4229571197095161
all,1.26,1.4380629406326944
all,1.28,1.4535015913633091
all,1.3,1.4692777979442508
all,1.3200000000000001,1.4853963925248748
all,1.3400000000000001,1.5018623149884929
all,1.3600000000000001,1.5186806146166298
all,1.3800000000000001,1.535856451790631
all,1.4000000000000001,1.5533950997312167
all,1.4199999999999999,1.5713019462766058
all,1.4399999999999999,1.5895824956998257
all,1.46,1.6082423705658526
all,1.48,1.6272873136292378
all,1.5,1.6467231897728907
all,1.52,1.6665559879886962
all,1.54,1.6867918234006702
all,1.5600000000000001,1.7074369393313693
all,1.5800000000000001,1.728497709412276
all,1.6000000000000001,1.749980639738909
all,1.6200000000000001,1.7718923710714243
all,1.6400000000000001,1.7942396810814705
all,1.6600000000000001,1.8170294866461076
all,1.6799999999999999,1.84026884618959
all,1.7,1.8639649620738397
all,1.72,1.8881251830384633
all,1.74,1.9127570066911643
all,1.76,1.9378680820494432
all,1.78,1.9634662121344675
all,1.8,1.9895593566180514
all,1.8200000000000001,2.016155634523654
all,1.8400000000000001,2.0432633269823821
all,1.8600000000000001,2.0708908800449417
all,1.8800000000000001,2.099046907550564
all,1.9000000000000001,2.1277401940538874
all,1.9199999999999999,2.1569796978108724
all,1.9399999999999999,2.1867745538247658
all,1.96,2.2171340769532226
all,1.98,2.2480677650776748
all,2,2.2795853023360668
all,2.02,2.3116965624201171
all,2.04,2.344411611938249
all,2.0600000000000001,2.3777407138454216
all,2.0800000000000001,2.4116943309410344
all,2.1000000000000001,2.4462831294361824
all,2.1200000000000001,2.4815179825915008
all,2.1400000000000001,2.5174099744269105
all,2.1600000000000001,2.5539704035045641
all,2.1800000000000002,2.5912107867863505
all,2.2000000000000002,2.6291428635673144
all,2.2200000000000002,2.6677785994863985
all,2.2400000000000002,2.7071301906159255
all,2.2600000000000002,2.7472100676312752
all,2.2800000000000002,2.7880309000622434
all,2.3000000000000003,2.8296056006275863
all,2.3199999999999998,2.8719473296542923
all,2.3399999999999999,2.9150694995831641
all,2.3599999999999999,2.9589857795622883
all,2.3799999999999999,3.0037101001300632
all,2.3999999999999999,3.0492566579894134
all,2.4199999999999999,3.0956399208749152
all,2.4399999999999999,3.1428746325145589
all,2.46,3.1909758176879115
all,2.48,3.2399587873824811
all,2.5,3.2898391440501231
all,2.52,3.3406327869653651
all,2.54,3.392355917687544
all,2.5600000000000001,3.4450250456287179
all,2.5800000000000001,3.4986569937293339
all,2.6000000000000001,3.5532689042436716
all,2.6200000000000001,3.6088782446371241
all,2.6400000000000001,3.6655028135974321
all,2.6600000000000001,3.7231607471620003
all,2.6800000000000002,3.7818705249634923
all,2.7000000000000002,3.8416509765959348
all,2.7200000000000002,3.902521288103594
all,2.7400000000000002,3.964501008594949
all,2.7600000000000002,4.0276100569841304
all,2.7800000000000002,4.0918687288622078
all,2.8000000000000003,4.1572977035008218
all,2.8199999999999998,4.2239180509906147
all,2.8399999999999999,4.2917512395170601
all,2.8599999999999999,4.360819142776255
all,2.8799999999999999,4.4311440475333432
all,2.8999999999999999,4.502748661326275
all,2.9199999999999999,4.5756561203176531
all,2.9399999999999999,4.6498899972974801
all,2.96,4.7254743098396617
all,2.98,4.8024335286151958
all,3,4.8807925858650236
all,3.02,4.9605768840355688
all,3.04,5.04181230458006
all,3.0600000000000001,5.1245252169288058
all,3.0800000000000001,5.2087424876316053
all,3.1000000000000001,5.2944914896756066
all,3.1200000000000001,5.3818001119819225
all,3.1400000000000001,5.470696769084431
all,3.1600000000000001,5.5612104109942138
all,3.1800000000000002,5.6533705332531934
all,3.2000000000000002,5.7472071871805506
all,3.2200000000000002,5.8427509903156114
all,3.2400000000000002,5.9400331370609623
all,3.2600000000000002,6.0390854095295907
all,3.2800000000000002,6.1399401885999705
all,3.3000000000000003,6.24263046518303
all,3.3200000000000003,6.3471898517051013
all,3.3399999999999999,6.4536525938109151
all,3.3599999999999999,6.5620535822908961
all,3.3799999999999999,6.6724283652370131
all,3.3999999999999999,6.7848131604315878
all,3.4199999999999999,6.8992448679734526
all,3.4399999999999999,7.0157610831461055
all,3.46,7.134400109532363
all,3.48,7.2552009723803375
all,3.5,7.3782034322254795
all,3.52,7.5034479987736216
all,3.54,7.630975945050011
all,3.5600000000000001,7.7608293218194246
all,3.5800000000000001,7.8930509722825617
all,3.6000000000000001,8.0276845470540099
all,3.6200000000000001,8.1647745194271675
all,3.6400000000000001,8.3043662009316446
all,3.6600000000000001,8.4465057571887243
all,3.6800000000000002,8.5912402240706349
all,3.7000000000000002,8.7386175241693955
all,3.7200000000000002,8.8886864835812727
all,3.7400000000000002,9.0414968490127734
all,3.7600000000000002,9.1970993052144898
all,3.7800000000000002,9.3555454927489432
all,3.8000000000000003,9.5168880260989592
all,3.8200000000000003,9.6811805121230226
all,3.8399999999999999,9.8484775688643253
all,3.8599999999999999,10.018834844720299
all,3.8799999999999999,10.192309037979491
all,3.8999999999999999,10.368957916732942
all,3.9199999999999999,10.54884033916718
all,3.9399999999999999,10.732016274246174
