target_id,trap_edge_recoil,vp_recoil,vd_recoil,time_tau,fwhm_reduced_sites,fwhm_paper_equivalent_sites,edge_density,rms_reduced_sites,rms_paper_equivalent_sites,sites,paper_sites,parameter_match
T005,0.0,4.0,0.4,150.0,75.0,341.66666666666663,0.6167388609747764,21.281310522481743,96.9481923801946,81,369,reduced_scale
T005,0.0,4.0,0.4,300.0,75.0,341.66666666666663,0.6304630908474073,21.173158159523254,96.4554982822726,81,369,reduced_scale
T005,0.0,4.0,0.4,450.0,72.0,328.0,0.592417191743682,20.839335675303907,94.93475140971779,81,369,reduced_scale
T005,0.0,4.0,0.4,600.0,76.0,346.22222222222223,0.6361994864386037,21.81481962859537,99.37862275249002,81,369,reduced_scale
T005,0.0,4.0,0.4,750.0,73.0,332.55555555555554,0.5961345662004272,20.734658887247477,94.45789048634961,81,369,reduced_scale
T005,0.0,4.0,0.4,900.0,75.0,341.66666666666663,0.6427503853758972,21.648579471364446,98.62130648066025,81,369,reduced_scale
T005,0.0,4.0,0.4,1050.0,69.0,314.3333333333333,0.5750334094757001,20.25671352720599,92.28058384616061,81,369,reduced_scale
T005,0.0,4.0,0.4,1200.0,71.0,323.44444444444446,0.572397756301726,20.387553520029446,92.87663270235636,81,369,reduced_scale
T005,0.0,4.0,0.4,1350.0,63.0,287.0,0.5922681790556485,20.61457715544208,93.91085148590281,81,369,reduced_scale
T005,0.0,4.0,0.4,1500.0,59.0,268.77777777777777,0.5267439416324047,19.62835460187154,89.41805985297034,81,369,reduced_scale
T005,0.0,4.0,0.4,1650.0,75.0,341.66666666666663,0.6100715978388906,21.12184150166258,96.22172239646287,81,369,reduced_scale
T005,0.0,4.0,0.4,1800.0,72.0,328.0,0.594598131004533,20.661509424846074,94.124654046521,81,369,reduced_scale
T005,0.0,4.0,0.4,1950.0,66.0,300.66666666666663,0.5559189898452641,20.284303540602977,92.40627168496911,81,369,reduced_scale
T005,0.0,4.0,0.4,2100.0,65.0,296.1111111111111,0.5855869442287776,20.41863055473174,93.0182058604446,81,369,reduced_scale
T005,0.0,4.0,0.4,2250.0,72.0,328.0,0.563123543398415,20.25591650103278,92.27695294914932,81,369,reduced_scale
T005,0.0,4.0,0.4,2400.0,70.0,318.88888888888886,0.6343483115102295,20.800941589287685,94.75984501786611,81,369,reduced_scale
T005,0.0,4.0,0.4,2550.0,71.0,323.44444444444446,0.6128546347202222,20.975362852583633,95.55443077288099,81,369,reduced_scale
T005,0.0,4.0,0.4,2700.0,72.0,328.0,0.5874111137112148,21.086295093968488,96.059788761412,81,369,reduced_scale
T005,0.0,4.0,0.4,2850.0,69.0,314.3333333333333,0.558701171374439,20.2265570259376,92.14320422927128,81,369,reduced_scale
T005,0.0,4.0,0.4,3000.0,72.0,328.0,0.6063990713675151,21.327719246867506,97.15960990239641,81,369,reduced_scale
T005,0.0,4.0,0.57,0.0,26.0,118.44444444444444,0.23858464891173803,11.434218896228593,52.089219416152474,81,369,reduced_scale
T005,0.0,4.0,0.57,150.0,27.0,123.0,0.2838352373483044,12.859284075857335,58.58118301223897,81,369,reduced_scale
T005,0.0,4.0,0.57,300.0,28.0,127.55555555555554,0.2983401353376529,13.378659086475155,60.9472247272757,81,369,reduced_scale
T005,0.0,4.0,0.57,450.0,26.0,118.44444444444444,0.3035128310858093,13.703483737660124,62.42698147156278,81,369,reduced_scale
T005,0.0,4.0,0.57,600.0,30.0,136.66666666666666,0.3148025051443263,13.64873459561322,62.17756871334911,81,369,reduced_scale
T005,0.0,4.0,0.57,750.0,30.0,136.66666666666666,0.3137912394249408,13.539980646838174,61.682134057818345,81,369,reduced_scale
T005,0.0,4.0,0.57,900.0,30.0,136.66666666666666,0.30564724154223,13.096783926370106,59.66312677568604,81,369,reduced_scale
T005,0.0,4.0,0.57,1050.0,28.0,127.55555555555554,0.31087155771296593,13.490688374806691,61.45758037411937,81,369,reduced_scale
T005,0.0,4.0,0.57,1200.0,27.0,123.0,0.30874092622793636,13.660723044750018,62.232182759416744,81,369,reduced_scale
T005,0.0,4.0,0.57,1350.0,28.0,127.55555555555554,0.32039439759932775,14.004810257976825,63.79969117522776,81,369,reduced_scale
T005,0.0,4.0,0.57,1500.0,28.0,127.55555555555554,0.31136840938021326,13.581099940883833,61.869455286248574,81,369,reduced_scale
T005,0.0,4.0,0.57,1650.0,25.0,113.88888888888889,0.2943759735777819,13.41984111957661,61.13483176696011,81,369,reduced_scale
T005,0.0,4.0,0.57,1800.0,30.0,136.66666666666666,0.30299109664128077,13.141827847207997,59.86832685950309,81,369,reduced_scale
T005,0.0,4.0,0.57,1950.0,30.0,136.66666666666666,0.29505480476939017,13.083779965087674,59.603886507621624,81,369,reduced_scale
T005,0.0,4.0,0.57,2100.0,28.0,127.55555555555554,0.2830010115408106,13.087135652201445,59.61917352669547,81,369,reduced_scale
T005,0.0,4.0,0.57,2250.0,27.0,123.0,0.29673766220991105,13.36384366579699,60.8797322552974,81,369,reduced_scale
T005,0.0,4.0,0.57,2400.0,28.0,127.55555555555554,0.30081769404671466,13.28019336500729,60.49865866281099,81,369,reduced_scale
T005,0.0,4.0,0.57,2550.0,26.0,118.44444444444444,0.29813215605248833,13.260307813911396,60.408068930040805,81,369,reduced_scale
T005,0.0,4.0,0.57,2700.0,26.0,118.44444444444444,0.3060489087565057,13.51833271872388,61.583515718631006,81,369,reduced_scale
T005,0.0,4.0,0.57,2850.0,25.0,113.88888888888889,0.3041072600752144,13.387292644628358,60.98655538108474,81,369,reduced_scale
T005,0.0,4.0,0.57,3000.0,28.0,127.55555555555554,0.3085537221781114,13.61722965449137,62.03404620379401,81,369,reduced_scale
T005,0.0,4.0,1.04,0.0,26.0,118.44444444444444,0.23863725361732036,11.433679345552628,52.08676146307308,81,369,reduced_scale
T005,0.0,4.0,1.04,150.0,26.0,118.44444444444444,0.23954221670081022,11.475831760104542,52.27878912936514,81,369,reduced_scale
T005,0.0,4.0,1.04,300.0,26.0,118.44444444444444,0.23924899284699452,11.470005841099104,52.25224883167369,81,369,reduced_scale
T005,0.0,4.0,1.04,450.0,26.0,118.44444444444444,0.23918124945003283,11.474145628568166,52.2711078634772,81,369,reduced_scale
T005,0.0,4.0,1.04,600.0,26.0,118.44444444444444,0.23960415332099427,11.475661957651527,52.27801558485695,81,369,reduced_scale
T005,0.0,4.0,1.04,750.0,26.0,118.44444444444444,0.23916447348904513,11.477352071487338,52.28571499233121,81,369,reduced_scale
T005,0.0,4.0,1.04,900.0,26.0,118.44444444444444,0.23954565440885578,11.478367306313778,52.290339950984986,81,369,reduced_scale
T005,0.0,4.0,1.04,1050.0,26.0,118.44444444444444,0.23952601057954126,11.466713764025966,52.23725159167385,81,369,reduced_scale
T005,0.0,4.0,1.04,1200.0,26.0,118.44444444444444,0.23907511668510717,11.455798131516172,52.187524821351445,81,369,reduced_scale
T005,0.0,4.0,1.04,1350.0,26.0,118.44444444444444,0.23963137144267166,11.47479393736579,52.27406127022193,81,369,reduced_scale
T005,0.0,4.0,1.04,1500.0,26.0,118.44444444444444,0.23915651367691737,11.466140331288496,52.23463928698093,81,369,reduced_scale
T005,0.0,4.0,1.04,1650.0,26.0,118.44444444444444,0.2391416002470168,11.474143273284247,52.27109713385045,81,369,reduced_scale
T005,0.0,4.0,1.04,1800.0,26.0,118.44444444444444,0.23947109706588876,11.467666796340602,52.24159318332941,81,369,reduced_scale
T005,0.0,4.0,1.04,1950.0,26.0,118.44444444444444,0.2389788372638083,11.4832385431278,52.31253114091553,81,369,reduced_scale
T005,0.0,4.0,1.04,2100.0,26.0,118.44444444444444,0.23949959431010448,11.47688345285506,52.28358017411749,81,369,reduced_scale
T005,0.0,4.0,1.04,2250.0,26.0,118.44444444444444,0.2392277694831514,11.46520204058008,52.23036485153147,81,369,reduced_scale
T005,0.0,4.0,1.04,2400.0,26.0,118.44444444444444,0.23928571751631722,11.468731156973305,52.246441937322835,81,369,reduced_scale
T005,0.0,4.0,1.04,2550.0,26.0,118.44444444444444,0.239507617303806,11.468051565248404,52.243346019464944,81,369,reduced_scale
T005,0.0,4.0,1.04,2700.0,26.0,118.44444444444444,0.2393184968379216,11.467820198796227,52.24229201673837,81,369,reduced_scale
T005,0.0,4.0,1.04,2850.0,26.0,118.44444444444444,0.23935460977730516,11.468554514098987,52.24563723089538,81,369,reduced_scale
T005,0.0,4.0,1.04,3000.0,26.0,118.44444444444444,0.23943480448682242,11.46510551955492,52.229925144639076,81,369,reduced_scale
T005,0.003,4.0,0.0,0.0,26.0,118.44444444444444,0.23857052845937055,11.434325790104394,52.089706377142235,81,369,reduced_scale
T005,0.003,4.0,0.0,150.0,79.0,359.88888888888886,0.721060145668921,24.698162744581502,112.5138525030935,81,369,reduced_scale
T005,0.003,4.0,0.0,300.0,79.0,359.88888888888886,0.6324578604622902,22.35808258311686,101.85348732308792,81,369,reduced_scale
T005,0.003,4.0,0.0,450.0,79.0,359.88888888888886,0.6249355175204132,22.23098557029323,101.27448982022472,81,369,reduced_scale
T005,0.003,4.0,0.0,600.0,79.0,359.88888888888886,0.6823574729048046,23.855128819092723,108.67336462031129,81,369,reduced_scale
T005,0.003,4.0,0.0,750.0,79.0,359.88888888888886,0.6430609900558462,22.79045466551079,103.8231823651047,81,369,reduced_scale
T005,0.003,4.0,0.0,900.0,79.0,359.88888888888886,0.670159622426441,23.084485965409776,105.16265828686676,81,369,reduced_scale
T005,0.003,4.0,0.0,1050.0,79.0,359.88888888888886,0.6755067018885876,23.899765223254477,108.87670823927039,81,369,reduced_scale
T005,0.003,4.0,0.0,1200.0,79.0,359.88888888888886,0.6250697414758495,22.122354311485125,100.77961408565446,81,369,reduced_scale
T005,0.003,4.0,0.0,1350.0,79.0,359.88888888888886,0.6636318540385238,22.987131429069656,104.71915428798398,81,369,reduced_scale
T005,0.003,4.0,0.0,1500.0,79.0,359.88888888888886,0.6297410832227285,22.528511460108827,102.62988554049576,81,369,reduced_scale
T005,0.003,4.0,0.0,1650.0,79.0,359.88888888888886,0.6117292308002851,21.960864398892404,100.0439378171765,81,369,reduced_scale
T005,0.003,4.0,0.0,1800.0,79.0,359.88888888888886,0.6872506952091504,24.019341975061117,109.42144677527841,81,369,reduced_scale
T005,0.003,4.0,0.0,1950.0,79.0,359.88888888888886,0.6437891749805131,22.54683574501642,102.71336283840813,81,369,reduced_scale
T005,0.003,4.0,0.0,2100.0,79.0,359.88888888888886,0.6088355744049957,21.710125429580266,98.90168251253232,81,369,reduced_scale
T005,0.003,4.0,0.0,2250.0,79.0,359.88888888888886,0.6541047331040121,23.207518291003865,105.72313888123982,81,369,reduced_scale
T005,0.003,4.0,0.0,2400.0,79.0,359.88888888888886,0.6536361212373236,23.116007872983968,105.30625808803806,81,369,reduced_scale
T005,0.003,4.0,0.0,2550.0,79.0,359.88888888888886,0.6549499127537564,22.90256742668555,104.33391827712306,81,369,reduced_scale
T005,0.003,4.0,0.0,2700.0,79.0,359.88888888888886,0.688038121934446,23.63858319042877,107.68687897861994,81,369,reduced_scale
T005,0.003,4.0,0.0,2850.0,79.0,359.88888888888886,0.6554813603473417,23.117431737122622,105.31274458022527,81,369,reduced_scale
T005,0.003,4.0,0.0,3000.0,79.0,359.88888888888886,0.6428805596359397,22.637338087763702,103.1256512887013,81,369,reduced_scale
T005,0.003,4.0,0.4,0.0,26.0,118.44444444444444,0.23857632066950563,11.434283319557265,52.089512900205314,81,369,reduced_scale
T005,0.003,4.0,0.4,150.0,75.0,341.66666666666663,0.5857979501646786,20.544640945748586,93.59225319729912,81,369,reduced_scale
T005,0.003,4.0,0.4,300.0,70.0,318.88888888888886,0.5546680143121148,20.17806209781128,91.92228289002917,81,369,reduced_scale
T005,0.003,4.0,0.4,450.0,44.0,200.44444444444443,0.5013668288436584,18.74229025492268,85.38154449464776,81,369,reduced_scale
T005,0.003,4.0,0.4,600.0,72.0,328.0,0.5815004300065473,20.82057875066187,94.84930319745962,81,369,reduced_scale
T005,0.003,4.0,0.4,750.0,60.0,273.3333333333333,0.542159101418459,19.63730522616599,89.45883491920061,81,369,reduced_scale
T005,0.003,4.0,0.4,900.0,55.0,250.55555555555554,0.5055569382223558,19.096866816479867,86.99683771951939,81,369,reduced_scale
T005,0.003,4.0,0.4,1050.0,72.0,328.0,0.5540845986626747,20.42653330490659,93.0542072779078,81,369,reduced_scale
T005,0.003,4.0,0.4,1200.0,67.0,305.22222222222223,0.5315180463155817,19.34646357850642,88.13388963541813,81,369,reduced_scale
T005,0.003,4.0,0.4,1350.0,61.0,277.88888888888886,0.5442215272685947,19.921340955813722,90.75277546537362,81,369,reduced_scale
T005,0.003,4.0,0.4,1500.0,60.0,273.3333333333333,0.5667125277899523,20.063157455602184,91.39882840885438,81,369,reduced_scale
T005,0.003,4.0,0.4,1650.0,74.0,337.1111111111111,0.543124582452388,20.142552304723395,91.76051605485102,81,369,reduced_scale
T005,0.003,4.0,0.4,1800.0,72.0,328.0,0.5459397174383659,20.357527647713436,92.73984817291677,81,369,reduced_scale
T005,0.003,4.0,0.4,1950.0,42.0,191.33333333333331,0.5169668574991821,19.441841938004803,88.56839105091076,81,369,reduced_scale
T005,0.003,4.0,0.4,2100.0,64.0,291.55555555555554,0.5391500454156876,19.48542934747015,88.7669559162529,81,369,reduced_scale
T005,0.003,4.0,0.4,2250.0,46.0,209.55555555555554,0.5062447974450978,18.752919017089756,85.42996441118666,81,369,reduced_scale
T005,0.003,4.0,0.4,2400.0,52.0,236.88888888888889,0.5436726551425555,19.706416962991465,89.77367727585,81,369,reduced_scale
T005,0.003,4.0,0.4,2550.0,41.0,186.77777777777777,0.5244206685148702,19.53874935302492,89.00985816378018,81,369,reduced_scale
T005,0.003,4.0,0.4,2700.0,68.0,309.77777777777777,0.530862794619344,19.99886007047903,91.1059180988489,81,369,reduced_scale
T005,0.003,4.0,0.4,2850.0,60.0,273.3333333333333,0.5259860133707658,19.42673000684135,88.49954780894392,81,369,reduced_scale
T005,0.003,4.0,0.4,3000.0,54.0,246.0,0.5147932738138192,19.536969138387068,89.00174829709664,81,369,reduced_scale
T005,0.003,4.0,0.57,0.0,26.0,118.44444444444444,0.23858464663997414,11.434218439635774,52.08921733611852,81,369,reduced_scale
T005,0.003,4.0,0.57,150.0,27.0,123.0,0.28616149624755605,12.802390393991308,58.32200068373818,81,369,reduced_scale
T005,0.003,4.0,0.57,300.0,32.0,145.77777777777777,0.29962213050505726,13.089550861381916,59.63017614629539,81,369,reduced_scale
T005,0.003,4.0,0.57,450.0,27.0,123.0,0.27946469219331505,12.869218604185399,58.626440307955704,81,369,reduced_scale
T005,0.003,4.0,0.57,600.0,27.0,123.0,0.2872741521837635,13.111390917245346,59.729669734117685,81,369,reduced_scale
T005,0.003,4.0,0.57,750.0,31.0,141.22222222222223,0.30681347036128426,13.319062686587976,60.67573001667856,81,369,reduced_scale
T005,0.003,4.0,0.57,900.0,29.0,132.11111111111111,0.2943803419208181,13.15264173562433,59.91759012895528,81,369,reduced_scale
T005,0.003,4.0,0.57,1050.0,27.0,123.0,0.2849460566257428,12.87572968516802,58.65610189909876,81,369,reduced_scale
T005,0.003,4.0,0.57,1200.0,28.0,127.55555555555554,0.29917218619712993,13.17902290034293,60.03777099045113,81,369,reduced_scale
T005,0.003,4.0,0.57,1350.0,28.0,127.55555555555554,0.28903439801282915,12.908605853942579,58.80587111240508,81,369,reduced_scale
T005,0.003,4.0,0.57,1500.0,28.0,127.55555555555554,0.29193613843237576,12.955282525174525,59.01850928135061,81,369,reduced_scale
T005,0.003,4.0,0.57,1650.0,28.0,127.55555555555554,0.3077277372621592,13.393083190328344,61.01293453371801,81,369,reduced_scale
T005,0.003,4.0,0.57,1800.0,28.0,127.55555555555554,0.30331669841905406,13.432468186329231,61.19235507105538,81,369,reduced_scale
T005,0.003,4.0,0.57,1950.0,28.0,127.55555555555554,0.2902285201831247,13.109479770598252,59.72096339939203,81,369,reduced_scale
T005,0.003,4.0,0.57,2100.0,30.0,136.66666666666666,0.29923516163605124,13.031538415311058,59.36589722530593,81,369,reduced_scale
T005,0.003,4.0,0.57,2250.0,29.0,132.11111111111111,0.301513513127147,12.930932680059904,58.90758220916178,81,369,reduced_scale
T005,0.003,4.0,0.57,2400.0,25.0,113.88888888888889,0.27661895586224106,12.53084219921036,57.08494779640275,81,369,reduced_scale
T005,0.003,4.0,0.57,2550.0,28.0,127.55555555555554,0.27704171738544003,12.57338009927983,57.2787315633859,81,369,reduced_scale
T005,0.003,4.0,0.57,2700.0,28.0,127.55555555555554,0.3011202014072919,13.123228163269129,59.783594966003804,81,369,reduced_scale
T005,0.003,4.0,0.57,2850.0,27.0,123.0,0.2977113220343264,13.20626329323776,60.16186611363868,81,369,reduced_scale
T005,0.003,4.0,0.57,3000.0,28.0,127.55555555555554,0.2860587521352045,13.014967301085711,59.2904065938349,81,369,reduced_scale
T005,0.003,4.0,1.04,0.0,26.0,118.44444444444444,0.23863723323574704,11.43367700775191,52.08675081309203,81,369,reduced_scale
T005,0.003,4.0,1.04,150.0,26.0,118.44444444444444,0.23953384891608487,11.47594795472253,52.279318460402635,81,369,reduced_scale
T005,0.003,4.0,1.04,300.0,26.0,118.44444444444444,0.2392050465922999,11.468249691899617,52.24424859643158,81,369,reduced_scale
T005,0.003,4.0,1.04,450.0,26.0,118.44444444444444,0.2393533660385635,11.482261854612855,52.30808178212522,81,369,reduced_scale
T005,0.003,4.0,1.04,600.0,26.0,118.44444444444444,0.23941688702532382,11.47399176252842,52.270406918185024,81,369,reduced_scale
T005,0.003,4.0,1.04,750.0,26.0,118.44444444444444,0.23935414770596686,11.473094238070404,52.26631819565406,81,369,reduced_scale
T005,0.003,4.0,1.04,900.0,26.0,118.44444444444444,0.2395094267788328,11.469709987656163,52.25090105487807,81,369,reduced_scale
T005,0.003,4.0,1.04,1050.0,26.0,118.44444444444444,0.23917740913733798,11.469516588110396,52.250020012502915,81,369,reduced_scale
T005,0.003,4.0,1.04,1200.0,26.0,118.44444444444444,0.23953316329478058,11.46603846209857,52.23417521622682,81,369,reduced_scale
T005,0.003,4.0,1.04,1350.0,26.0,118.44444444444444,0.23923919538531058,11.46567078820661,52.23250025738567,81,369,reduced_scale
T005,0.003,4.0,1.04,1500.0,26.0,118.44444444444444,0.23908091456473324,11.46936258703765,52.24931845206041,81,369,reduced_scale
T005,0.003,4.0,1.04,1650.0,26.0,118.44444444444444,0.23957822746032553,11.483661099174702,52.31445611846253,81,369,reduced_scale
T005,0.003,4.0,1.04,1800.0,26.0,118.44444444444444,0.23904263608668286,11.46645529747084,52.23607413292272,81,369,reduced_scale
T005,0.003,4.0,1.04,1950.0,26.0,118.44444444444444,0.23934699248524982,11.472097926063071,52.26177944095399,81,369,reduced_scale
T005,0.003,4.0,1.04,2100.0,26.0,118.44444444444444,0.23920693739062637,11.464701245739061,52.228083452811276,81,369,reduced_scale
T005,0.003,4.0,1.04,2250.0,26.0,118.44444444444444,0.2395063656460752,11.475662114780148,52.278016300665115,81,369,reduced_scale
T005,0.003,4.0,1.04,2400.0,26.0,118.44444444444444,0.23928740571867735,11.475737138409459,52.27835807497642,81,369,reduced_scale
T005,0.003,4.0,1.04,2550.0,26.0,118.44444444444444,0.23928683988954147,11.466388369010664,52.235769236604135,81,369,reduced_scale
T005,0.003,4.0,1.04,2700.0,26.0,118.44444444444444,0.23950091602287127,11.473898456539358,52.26998185756818,81,369,reduced_scale
T005,0.003,4.0,1.04,2850.0,26.0,118.44444444444444,0.23907727005359247,11.463331010681147,52.22184127088078,81,369,reduced_scale
T005,0.003,4.0,1.04,3000.0,26.0,118.44444444444444,0.23951242959595964,11.478557624911527,52.29120695793029,81,369,reduced_scale
