molecule,failure_probability,qdrift,random_trotter_second_order
propane,8.5769589859089454e-05,3.8363100867367446e+27,9.2493582557929316e+27
propane,7.9432823472428221e-05,4.8296282557151687e+27,1.0783959992100542e+28
propane,7.3564225445964213e-05,6.0801417406389603e+27,1.2573174256537161e+28
propane,6.8129206905796218e-05,7.6544449446008024e+27,1.4659244934240194e+28
propane,6.3095734448019293e-05,9.6363752539373997e+27,1.7091424779253203e+28
propane,5.8434141337351751e-05,1.2131477684766249e+28,1.9927138286813117e+28
propane,5.4116952654646373e-05,1.5272625539966092e+28,2.3233337502897404e+28
propane,5.0118723362727251e-05,1.9227096397079904e+28,2.7088082782099534e+28
propane,4.6415888336127723e-05,2.4205480249300105e+28,3.1582385816001409e+28
propane,4.2986623470822724e-05,3.0472894190525677e+28,3.682235844649366e+28
propane,3.9810717055349695e-05,3.83631008673676e+28,4.2931717998172753e+28
propane,3.6869450645195736e-05,4.8296282557151883e+28,5.0054708281460968e+28
propane,3.4145488738336009e-05,6.0801417406389841e+28,5.8359505232210696e+28
propane,3.1622776601683795e-05,7.6544449446008312e+28,6.8042187595964155e+28
propane,2.9286445646252374e-05,9.6363752539373784e+28,7.9331366405914295e+28
propane,2.7122725793320296e-05,1.2131477684766225e+29,9.2493582557929342e+28
propane,2.5118864315095822e-05,1.527262553996606e+29,1.0783959992100544e+29
propane,2.3263050671536287e-05,1.9227096397079872e+29,1.2573174256537162e+29
propane,2.1544346900318867e-05,2.42054802492999e+29,1.4659244934240192e+29
propane,1.995262314968883e-05,3.0472894190525426e+29,1.7091424779253122e+29
propane,1.8478497974222908e-05,3.8363100867367527e+29,1.992713828681312e+29
propane,1.711328304161781e-05,4.8296282557151804e+29,2.3233337502897403e+29
propane,1.5848931924611141e-05,6.0801417406389732e+29,2.7088082782099539e+29
propane,1.4677992676220675e-05,7.6544449446008662e+29,3.1582385816001409e+29
propane,1.3593563908785241e-05,9.6363752539374178e+29,3.6822358446493677e+29
propane,1.2589254117941661e-05,1.2131477684766277e+30,4.2931717998172767e+29
propane,1.165914401179831e-05,1.5272625539966122e+30,5.0054708281460983e+29
propane,1.0797751623277093e-05,1.9227096397079954e+30,5.8359505232210705e+29
propane,1.0000000000000001e-05,2.4205480249299997e+30,6.8042187595964148e+29
carbon dioxide,0.10000000000000001,4.9232290187667978e+18,2.9905466937489705e+21
carbon dioxide,0.092611872812879331,6.1979781198079908e+18,3.4867214576426591e+21
carbon dioxide,0.085769589859089418,7.8027921567705057e+18,4.0652187603683078e+21
carbon dioxide,0.079432823472428138,9.8231333291066143e+18,4.7396970966598361e+21
carbon dioxide,0.073564225445964138,1.2366592171454544e+19,5.526081102225937e+21
carbon dioxide,0.068129206905796116,1.5568617141938948e+19,6.442937539172942e+21
carbon dioxide,0.063095734448019331,1.9599727746481209e+19,7.5119136628238744e+21
carbon dioxide,0.058434141337351753,2.4674595324292432e+19,8.7582483199058982e+21
carbon dioxide,0.054116952654646375,3.1063475079489257e+19,1.0211367845287346e+22
carbon dioxide,0.05011872336272722,3.9106598156203901e+19,1.1905580826565192e+22
carbon dioxide,0.050000000000000003,3.9385832150134383e+19,1.1962186774995882e+22
carbon dioxide,0.046415888336127795,4.923229018766798e+19,1.3880888140102837e+22
carbon dioxide,0.042986623470822764,6.1979781198079885e+19,1.6183927383712233e+22
carbon dioxide,0.039810717055349734,7.8027921567705022e+19,1.8869074004318714e+22
carbon dioxide,0.036869450645195756,9.8231333291066081e+19,2.1999725118563193e+22
carbon dioxide,0.034145488738336005,1.2366592171454559e+20,2.5649796337730528e+22
carbon dioxide,0.031622776601683791,1.5568617141938943e+20,2.9905466937489712e+22
carbon dioxide,0.029286445646252372,1.9599727746481196e+20,3.4867214576426552e+22
carbon dioxide,0.027122725793320281,2.4674595324292425e+20,4.0652187603683085e+22
carbon dioxide,0.025118864315095794,3.1063475079489297e+20,4.7396970966598367e+22
carbon dioxide,0.023263050671536261,3.9106598156203885e+20,5.5260811022259385e+22
carbon dioxide,0.021544346900318846,4.9232290187667931e+20,6.442937539172934e+22
carbon dioxide,0.019952623149688799,6.1979781198079839e+20,7.5119136628238744e+22
carbon dioxide,0.018478497974222907,7.8027921567705111e+20,8.758248319905898e+22
carbon dioxide,0.01711328304161781,9.8231333291066065e+20,1.0211367845287349e+23
carbon dioxide,0.015848931924611134,1.2366592171454547e+21,1.1905580826565189e+23
carbon dioxide,0.01467799267622069,1.5568617141938959e+21,1.3880888140102848e+23
carbon dioxide,0.013593563908785255,1.9599727746481217e+21,1.6183927383712229e+23
carbon dioxide,0.012589254117941675,2.4674595324292408e+21,1.8869074004318716e+23
carbon dioxide,0.011659144011798317,3.1063475079489273e+21,2.1999725118563198e+23
carbon dioxide,0.010797751623277094,3.9106598156203904e+21,2.5649796337730523e+23
carbon dioxide,0.01,4.923229018766799e+21,2.9905466937489711e+23
carbon dioxide,0.009261187281287938,6.19797811980798e+21,3.4867214576426547e+23
carbon dioxide,0.0085769589859089456,7.8027921567704962e+21,4.0652187603683043e+23
carbon dioxide,0.0079432823472428138,9.823133329106613e+21,4.7396970966598359e+23
carbon dioxide,0.0073564225445964136,1.2366592171454547e+22,5.5260811022259373e+23
carbon dioxide,0.0068129206905796083,1.5568617141938971e+22,6.4429375391729476e+23
carbon dioxide,0.0063095734448019303,1.9599727746481232e+22,7.5119136628238821e+23
carbon dioxide,0.0058434141337351747,2.4674595324292439e+22,8.7582483199059006e+23
carbon dioxide,0.0054116952654646375,3.1063475079489262e+22,1.0211367845287346e+24
carbon dioxide,0.0050118723362727246,3.9106598156203842e+22,1.1905580826565181e+24
carbon dioxide,0.0046415888336127824,4.9232290187667873e+22,1.3880888140102818e+24
carbon dioxide,0.004298662347082277,6.1979781198079863e+22,1.6183927383712225e+24
carbon dioxide,0.0039810717055349734,7.8027921567705045e+22,1.8869074004318718e+24
carbon dioxide,0.0036869450645195733,9.8231333291066265e+22,2.1999725118563219e+24
carbon dioxide,0.0034145488738336009,1.2366592171454558e+23,2.5649796337730526e+24
carbon dioxide,0.0031622776601683794,1.5568617141938941e+23,2.9905466937489709e+24
carbon dioxide,0.0029286445646252374,1.9599727746481195e+23,3.4867214576426549e+24
carbon dioxide,0.0027122725793320298,2.4674595324292384e+23,4.0652187603683036e+24
carbon dioxide,0.0025118864315095794,3.1063475079489294e+23,4.7396970966598376e+24
carbon dioxide,0.0023263050671536263,3.9106598156203869e+23,5.526081102225937e+24
carbon dioxide,0.0021544346900318821,4.9232290187668104e+23,6.4429375391729486e+24
carbon dioxide,0.0019952623149688789,6.1979781198079927e+23,7.5119136628238816e+24
carbon dioxide,0.0018478497974222907,7.8027921567705113e+23,8.758248319905899e+24
carbon dioxide,0.0017113283041617811,9.823133329106605e+23,1.0211367845287346e+25
carbon dioxide,0.0015848931924611141,1.2366592171454531e+24,1.190558082656518e+25
carbon dioxide,0.0014677992676220704,1.5568617141938912e+24,1.3880888140102821e+25
carbon dioxide,0.0013593563908785254,1.9599727746481219e+24,1.6183927383712235e+25
carbon dioxide,0.0012589254117941675,2.4674595324292404e+24,1.8869074004318715e+25
carbon dioxide,0.001165914401179831,3.1063475079489331e+24,2.1999725118563221e+25
carbon dioxide,0.0010797751623277093,3.9106598156203926e+24,2.5649796337730529e+25
carbon dioxide,0.001,4.9232290187667987e+24,2.9905466937489708e+25
carbon dioxide,0.00092611872812879378,6.1979781198079803e+24,3.486721457642655e+25
carbon dioxide,0.00085769589859089463,7.8027921567704941e+24,4.0652187603683039e+25
carbon dioxide,0.00079432823472428131,9.8231333291066179e+24,4.7396970966598371e+25
carbon dioxide,0.0007356422544596414,1.2366592171454543e+25,5.526081102225936e+25
carbon dioxide,0.00068129206905796151,1.5568617141938925e+25,6.4429375391729345e+25
carbon dioxide,0.00063095734448019298,1.9599727746481237e+25,7.5119136628238827e+25
carbon dioxide,0.00058434141337351754,2.4674595324292432e+25,8.7582483199058975e+25
carbon dioxide,0.00054116952654646375,3.1063475079489258e+25,1.0211367845287347e+26
carbon dioxide,0.00050118723362727253,3.9106598156203826e+25,1.1905580826565178e+26
carbon dioxide,0.00046415888336127773,4.9232290187668041e+25,1.3880888140102849e+26
carbon dioxide,0.00042986623470822767,6.1979781198079874e+25,1.618392738371223e+26
carbon dioxide,0.00039810717055349735,7.802792156770502e+25,1.8869074004318715e+26
carbon dioxide,0.00036869450645195771,9.8231333291065981e+25,2.1999725118563174e+26
carbon dioxide,0.00034145488738336009,1.2366592171454558e+26,2.5649796337730519e+26
carbon dioxide,0.00031622776601683794,1.5568617141938938e+26,2.9905466937489706e+26
carbon dioxide,0.00029286445646252375,1.959972774648119e+26,3.4867214576426551e+26
carbon dioxide,0.00027122725793320298,2.467459532429238e+26,4.0652187603683041e+26
carbon dioxide,0.00025118864315095795,3.1063475079489297e+26,4.7396970966598372e+26
carbon dioxide,0.00023263050671536262,3.9106598156203874e+26,5.526081102225937e+26
carbon dioxide,0.00021544346900318845,4.9232290187667945e+26,6.4429375391729348e+26
carbon dioxide,0.00019952623149688788,6.1979781198079943e+26,7.511913662823883e+26
carbon dioxide,0.00018478497974222906,7.802792156770513e+26,8.7582483199058999e+26
carbon dioxide,0.0001711328304161781,9.8231333291066067e+26,1.0211367845287348e+27
carbon dioxide,0.00015848931924611142,1.2366592171454532e+27,1.1905580826565178e+27
carbon dioxide,0.00014677992676220689,1.556861714193896e+27,1.3880888140102852e+27
carbon dioxide,0.00013593563908785255,1.9599727746481216e+27,1.6183927383712231e+27
carbon dioxide,0.00012589254117941674,2.4674595324292413e+27,1.886907400431872e+27
carbon dioxide,0.00011659144011798323,3.1063475079489224e+27,2.1999725118563174e+27
carbon dioxide,0.00010797751623277094,3.910659815620391e+27,2.5649796337730524e+27
carbon dioxide,0.0001,4.9232290187667985e+27,2.9905466937489711e+27
carbon dioxide,9.2611872812879369e-05,6.197978119807983e+27,3.4867214576426554e+27
carbon dioxide,8.5769589859089454e-05,7.8027921567704951e+27,4.0652187603683038e+27
carbon dioxide,7.9432823472428221e-05,9.8231333291065836e+27,4.7396970966598263e+27
carbon dioxide,7.3564225445964213e-05,1.2366592171454507e+28,5.5260811022259248e+27
carbon dioxide,6.8129206905796218e-05,1.5568617141938878e+28,6.4429375391729222e+27
carbon dioxide,6.3095734448019293e-05,1.9599727746481242e+28,7.5119136628238847e+27
carbon dioxide,5.8434141337351751e-05,2.4674595324292433e+28,8.7582483199058975e+27
carbon dioxide,5.4116952654646373e-05,3.1063475079489264e+28,1.0211367845287349e+28
carbon dioxide,5.0118723362727251e-05,3.9106598156203826e+28,1.1905580826565177e+28
carbon dioxide,4.6415888336127723e-05,4.9232290187668201e+28,1.3880888140102878e+28
carbon dioxide,4.2986623470822724e-05,6.1979781198080059e+28,1.6183927383712261e+28
carbon dioxide,3.9810717055349695e-05,7.8027921567705257e+28,1.8869074004318754e+28
carbon dioxide,3.6869450645195736e-05,9.8231333291066241e+28,2.1999725118563218e+28
carbon dioxide,3.4145488738336009e-05,1.2366592171454555e+29,2.5649796337730522e+28
carbon dioxide,3.1622776601683795e-05,1.5568617141938936e+29,2.9905466937489709e+28
carbon dioxide,2.9286445646252374e-05,1.9599727746481196e+29,3.4867214576426553e+28
carbon dioxide,2.7122725793320296e-05,2.4674595324292385e+29,4.0652187603683044e+28
carbon dioxide,2.5118864315095822e-05,3.1063475079489201e+29,4.739697096659827e+28
carbon dioxide,2.3263050671536287e-05,3.9106598156203754e+29,5.5260811022259261e+28
carbon dioxide,2.1544346900318867e-05,4.9232290187667786e+29,6.4429375391729211e+28
carbon dioxide,1.995262314968883e-05,6.1979781198079538e+29,7.5119136628238491e+28
carbon dioxide,1.8478497974222908e-05,7.8027921567705118e+29,8.7582483199058975e+28
carbon dioxide,1.711328304161781e-05,9.8231333291066082e+29,1.0211367845287347e+29
carbon dioxide,1.5848931924611141e-05,1.2366592171454533e+30,1.190558082656518e+29
carbon dioxide,1.4677992676220675e-05,1.5568617141939007e+30,1.3880888140102878e+29
carbon dioxide,1.3593563908785241e-05,1.9599727746481277e+30,1.6183927383712267e+29
carbon dioxide,1.2589254117941661e-05,2.467459532429249e+30,1.886907400431876e+29
carbon dioxide,1.165914401179831e-05,3.106347507948933e+30,2.1999725118563224e+29
carbon dioxide,1.0797751623277093e-05,3.9106598156203927e+30,2.5649796337730527e+29
carbon dioxide,1.0000000000000001e-05,4.9232290187667982e+30,2.9905466937489705e+29
ethane,0.10000000000000001,7.8474786276851988e+18,1.2379106997735646e+22
ethane,0.092611872812879331,9.8793902629045248e+18,1.4432979122406029e+22
ethane,0.085769589859089418,1.2437415455002352e+19,1.6827618210741028e+22
ethane,0.079432823472428138,1.5657778373343986e+19,1.9619562409458968e+22
ethane,0.073564225445964138,1.9711975086443872e+19,2.2874730358034678e+22
ethane,0.068129206905796116,2.4815906352977736e+19,2.6669977547538136e+22
ethane,0.063095734448019331,3.1241375124467962e+19,3.1094910901817463e+22
ethane,0.058434141337351753,3.93305610435869e+19,3.6254004423832744e+22
ethane,0.054116952654646375,4.9514242757893235e+19,4.2269065858183904e+22
ethane,0.05011872336272722,6.2334738453657158e+19,4.928211260847538e+22
ethane,0.050000000000000003,6.2779829021481591e+19,4.9516427990942584e+22
ethane,0.046415888336127795,7.8474786276851974e+19,5.7458724810787587e+22
ethane,0.042986623470822764,9.8793902629045207e+19,6.6991954730326178e+22
ethane,0.039810717055349734,1.2437415455002347e+20,7.8106884783274568e+22
ethane,0.036869450645195756,1.5657778373343979e+20,9.1065941800113737e+22
ethane,0.034145488738336005,1.9711975086443895e+20,1.0617509300175708e+23
ethane,0.031622776601683791,2.4815906352977727e+20,1.2379106997735649e+23
ethane,0.029286445646252372,3.1241375124467948e+20,1.4432979122406016e+23
ethane,0.027122725793320281,3.9330561043586895e+20,1.6827618210741032e+23
ethane,0.025118864315095794,4.9514242757893299e+20,1.9619562409458972e+23
ethane,0.023263050671536261,6.2334738453657131e+20,2.2874730358034682e+23
ethane,0.021544346900318846,7.8474786276851909e+20,2.6669977547538102e+23
ethane,0.019952623149688799,9.8793902629045142e+20,3.1094910901817462e+23
ethane,0.018478497974222907,1.2437415455002361e+21,3.6254004423832741e+23
ethane,0.01711328304161781,1.5657778373343975e+21,4.2269065858183913e+23
ethane,0.015848931924611134,1.9711975086443877e+21,4.9282112608475372e+23
ethane,0.01467799267622069,2.4815906352977748e+21,5.7458724810787634e+23
ethane,0.013593563908785255,3.1241375124467975e+21,6.6991954730326166e+23
ethane,0.012589254117941675,3.9330561043586865e+21,7.8106884783274582e+23
ethane,0.011659144011798317,4.9514242757893261e+21,9.1065941800113751e+23
ethane,0.010797751623277094,6.2334738453657163e+21,1.0617509300175708e+24
ethane,0.01,7.8474786276852e+21,1.2379106997735648e+24
ethane,0.009261187281287938,9.8793902629045068e+21,1.4432979122406013e+24
ethane,0.0085769589859089456,1.2437415455002336e+22,1.6827618210741013e+24
ethane,0.0079432823472428138,1.5657778373343987e+22,1.9619562409458966e+24
ethane,0.0073564225445964136,1.9711975086443878e+22,2.2874730358034677e+24
ethane,0.0068129206905796083,2.4815906352977771e+22,2.666997754753816e+24
ethane,0.0063095734448019303,3.1241375124468005e+22,3.1094910901817495e+24
ethane,0.0058434141337351747,3.9330561043586909e+22,3.6254004423832756e+24
ethane,0.0054116952654646375,4.9514242757893233e+22,4.2269065858183899e+24
ethane,0.0050118723362727246,6.2334738453657062e+22,4.928211260847533e+24
ethane,0.0046415888336127824,7.8474786276851824e+22,5.7458724810787502e+24
ethane,0.004298662347082277,9.8793902629045181e+22,6.6991954730326145e+24
ethane,0.0039810717055349734,1.2437415455002349e+23,7.8106884783274598e+24
ethane,0.0036869450645195733,1.5657778373344007e+23,9.1065941800113845e+24
ethane,0.0034145488738336009,1.971197508644389e+23,1.0617509300175708e+25
ethane,0.0031622776601683794,2.4815906352977722e+23,1.2379106997735648e+25
ethane,0.0029286445646252374,3.1241375124467943e+23,1.4432979122406013e+25
ethane,0.0027122725793320298,3.9330561043586827e+23,1.6827618210741011e+25
ethane,0.0025118864315095794,4.9514242757893294e+23,1.9619562409458973e+25
ethane,0.0023263050671536263,6.2334738453657111e+23,2.2874730358034679e+25
ethane,0.0021544346900318821,7.8474786276852187e+23,2.6669977547538164e+25
ethane,0.0019952623149688789,9.8793902629045275e+23,3.109491090181749e+25
ethane,0.0018478497974222907,1.2437415455002362e+24,3.6254004423832749e+25
ethane,0.0017113283041617811,1.5657778373343972e+24,4.2269065858183897e+25
ethane,0.0015848931924611141,1.9711975086443852e+24,4.9282112608475334e+25
ethane,0.0014677992676220704,2.4815906352977677e+24,5.7458724810787526e+25
ethane,0.0013593563908785254,3.124137512446798e+24,6.6991954730326177e+25
ethane,0.0012589254117941675,3.9330561043586859e+24,7.8106884783274581e+25
ethane,0.001165914401179831,4.9514242757893354e+24,9.1065941800113855e+25
ethane,0.0010797751623277093,6.2334738453657194e+24,1.0617509300175709e+26
ethane,0.001,7.8474786276852004e+24,1.2379106997735647e+26
ethane,0.00092611872812879378,9.8793902629045085e+24,1.4432979122406013e+26
ethane,0.00085769589859089463,1.2437415455002333e+25,1.6827618210741013e+26
ethane,0.00079432823472428131,1.5657778373343992e+25,1.9619562409458971e+26
ethane,0.0007356422544596414,1.9711975086443867e+25,2.2874730358034674e+26
ethane,0.00068129206905796151,2.4815906352977699e+25,2.6669977547538103e+26
ethane,0.00063095734448019298,3.1241375124468009e+25,3.1094910901817499e+26
ethane,0.00058434141337351754,3.9330561043586899e+25,3.6254004423832743e+26
ethane,0.00054116952654646375,4.9514242757893232e+25,4.2269065858183902e+26
ethane,0.00050118723362727253,6.2334738453657037e+25,4.9282112608475317e+26
ethane,0.00046415888336127773,7.8474786276852075e+25,5.7458724810787639e+26
ethane,0.00042986623470822767,9.8793902629045196e+25,6.699195473032616e+26
ethane,0.00039810717055349735,1.2437415455002346e+26,7.8106884783274574e+26
ethane,0.00036869450645195771,1.5657778373343962e+26,9.106594180011366e+26
ethane,0.00034145488738336009,1.9711975086443891e+26,1.0617509300175705e+27
ethane,0.00031622776601683794,2.4815906352977721e+26,1.2379106997735647e+27
ethane,0.00029286445646252375,3.1241375124467935e+26,1.4432979122406014e+27
ethane,0.00027122725793320298,3.933056104358682e+26,1.6827618210741011e+27
ethane,0.00025118864315095795,4.9514242757893292e+26,1.9619562409458971e+27
ethane,0.00023263050671536262,6.2334738453657118e+26,2.2874730358034678e+27
ethane,0.00021544346900318845,7.8474786276851927e+26,2.6669977547538104e+27
ethane,0.00019952623149688788,9.879390262904531e+26,3.1094910901817498e+27
ethane,0.00018478497974222906,1.2437415455002363e+27,3.6254004423832752e+27
ethane,0.0001711328304161781,1.5657778373343976e+27,4.2269065858183906e+27
ethane,0.00015848931924611142,1.9711975086443852e+27,4.9282112608475323e+27
ethane,0.00014677992676220689,2.4815906352977751e+27,5.7458724810787643e+27
ethane,0.00013593563908785255,3.1241375124467975e+27,6.6991954730326171e+27
ethane,0.00012589254117941674,3.9330561043586871e+27,7.8106884783274601e+27
ethane,0.00011659144011798323,4.9514242757893181e+27,9.1065941800113657e+27
ethane,0.00010797751623277094,6.233473845365717e+27,1.0617509300175706e+28
ethane,0.0001,7.8474786276851988e+27,1.2379106997735648e+28
ethane,9.2611872812879369e-05,9.8793902629045117e+27,1.4432979122406015e+28
ethane,8.5769589859089454e-05,1.2437415455002336e+28,1.6827618210741013e+28
ethane,7.9432823472428221e-05,1.565777837334394e+28,1.9619562409458927e+28
ethane,7.3564225445964213e-05,1.9711975086443812e+28,2.2874730358034628e+28
ethane,6.8129206905796218e-05,2.4815906352977625e+28,2.6669977547538051e+28
ethane,6.3095734448019293e-05,3.1241375124468015e+28,3.1094910901817502e+28
ethane,5.8434141337351751e-05,3.9330561043586903e+28,3.6254004423832746e+28
ethane,5.4116952654646373e-05,4.9514242757893244e+28,4.2269065858183903e+28
ethane,5.0118723362727251e-05,6.2334738453657036e+28,4.928211260847532e+28
ethane,4.6415888336127723e-05,7.8474786276852344e+28,5.7458724810787762e+28
ethane,4.2986623470822724e-05,9.8793902629045474e+28,6.6991954730326287e+28
ethane,3.9810717055349695e-05,1.2437415455002384e+29,7.8106884783274742e+28
ethane,3.6869450645195736e-05,1.5657778373344002e+29,9.1065941800113822e+28
ethane,3.4145488738336009e-05,1.9711975086443888e+29,1.0617509300175707e+29
ethane,3.1622776601683795e-05,2.4815906352977714e+29,1.2379106997735646e+29
ethane,2.9286445646252374e-05,3.1241375124467943e+29,1.4432979122406015e+29
ethane,2.7122725793320296e-05,3.9330561043586827e+29,1.6827618210741014e+29
ethane,2.5118864315095822e-05,4.951424275789314e+29,1.9619562409458929e+29
ethane,2.3263050671536287e-05,6.2334738453656927e+29,2.2874730358034631e+29
ethane,2.1544346900318867e-05,7.8474786276851681e+29,2.6669977547538049e+29
ethane,1.995262314968883e-05,9.8793902629044664e+29,3.1094910901817359e+29
ethane,1.8478497974222908e-05,1.2437415455002361e+30,3.6254004423832747e+29
ethane,1.711328304161781e-05,1.5657778373343976e+30,4.22690658581839e+29
