m,d,critical_probability,critical_probability_error,critical_exponent,critical_exponent_error,collapse_cost,unscaled_cost,probability_at_boundary,exponent_at_boundary,leave_one_size_out_probability_span,alpha,alpha_error,alpha_intercept,alpha_r_squared
3,9,0.55953125,0.13026949605169472,1.1124999999999998,0.04611890203593322,0.15665059432037082,0.9037427976605588,False,False,0.24984375000000003,1.9247299322413223,0.5953630564839705,-3.0957322768726647,0.920792163275327
5,15,0.7545312500000001,0.13159302273605736,1.2328125,0.09692287123661793,0.2692797423114402,8.054223667099423,False,False,0.26203125000000005,1.1176665705896291,0.29039207014041046,-1.5037947618865226,0.8860399421069958
7,21,0.7910937499999999,0.04874999999999996,1.009375,0.01,0.43139673287957425,10.397548628824499,False,False,0.0792187499999999,1.6613997484008558,0.4838509549276181,-1.1236826266792448,0.9881545985112592
9,27,0.85203125,0.04874999999999996,1.1039062499999999,0.026902692854294315,1.374033912405721,38.458364154771395,False,False,0.04265625000000006,1.0775156050688468,0.8293271203010496,-0.5763844697123667,0.9987475186481234
11,33,0.92515625,0.04874999999999996,1.13828125,0.0805248590789671,1.0297475459867735,58.174270172304965,False,False,0.05484374999999997,0.6889696785686912,0.35758994398388777,-1.1983175708655436,0.9849329769390176
13,39,0.85203125,0.04874999999999996,0.8031249999999999,0.060278892838828715,1.7321377297902185,96.70731162513081,False,False,0.04875000000000007,5.1695380084573275,0.8209162173991915,-6.203980815106477,0.9951617629961109
