depth,critical_probability,critical_probability_error,critical_exponent,critical_exponent_error,cost,unscaled_cost,probability_at_boundary,exponent_at_boundary,leave_one_size_out_probability_span
1,0.16312500000000002,0.0175,1.75703125,0.17365377297010703,3.432296970828747,74.75182327703561,False,True,0.013124999999999998
3,0.4134375,0.0175,1.25,0.0807233280818785,0.4938720049199795,60.880570087620704,False,False,0.010937499999999989
5,0.5828125000000001,0.017500000000000016,1.22421875,0.09535663965413463,1.1517562144863698,24.419002394597552,False,False,0.030624999999999902
7,0.7025000000000001,0.026792286313466758,1.0867187500000002,0.21909100404981385,0.5134498774531204,24.677323180014337,False,False,0.013125000000000053
11,0.8221875000000001,0.017500000000000016,1.0265625,0.0733747238335944,0.3380810401280878,75.0912279575662,False,False,0.010937500000000044
15,0.8631250000000001,0.017500000000000016,0.90625,0.16266697317626094,0.5930731089913206,33.12779012769678,False,False,0.010937500000000044
23,0.8806250000000001,0.017500000000000016,0.871875,0.08930886976527024,0.3169371380201348,64.47396273578339,False,False,0.002187500000000009
31,0.8981250000000001,0.017500000000000016,0.975,0.08546353674685622,0.5762987910323725,93.01489286040633,False,False,0.01968749999999997
