panel,depth,measurement_fraction,time,entropy_density_mean,entropy_density_standard_deviation,entropy_density_standard_error,measurement_change_mean,measurement_change_standard_deviation,measurement_change_standard_error,realizations
C,3,0.3,3,0.002840909090909091,0.004017652165832657,0.002840909090909091,0.0,0.0,0.0,2
C,3,0.3,4,0.014204545454545454,0.004017652165832655,0.0028409090909090897,0.0,0.0,0.0,2
C,3,0.3,5,0.011363636363636364,0.008035304331665312,0.00568181818181818,-0.5,0.7071067811865476,0.5,2
C,3,0.3,6,0.014204545454545454,0.004017652165832655,0.0028409090909090897,-1.5,0.7071067811865476,0.5,2
C,3,0.3,7,0.014204545454545454,0.004017652165832655,0.0028409090909090897,0.0,0.0,0.0,2
C,3,0.3,8,0.014204545454545454,0.004017652165832655,0.0028409090909090897,-0.5,0.7071067811865476,0.5,2
C,3,0.3,9,0.014204545454545454,0.004017652165832655,0.0028409090909090897,0.0,0.0,0.0,2
C,3,0.3,10,0.014204545454545454,0.004017652165832655,0.0028409090909090897,-1.0,0.0,0.0,2
C,3,0.3,11,0.014204545454545454,0.004017652165832655,0.0028409090909090897,0.0,0.0,0.0,2
C,3,0.3,12,0.025568181818181816,0.004017652165832655,0.0028409090909090897,0.0,0.0,0.0,2
D,3,0.4,0,0.0,0.0,0.0,,,,2
D,3,0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,2
D,3,0.4,2,0.0,0.0,0.0,-0.5,0.7071067811865476,0.5,2
D,3,0.4,3,0.0,0.0,0.0,0.0,0.0,0.0,2
D,3,0.4,4,0.005681818181818182,0.0,0.0,-1.0,1.4142135623730951,1.0,2
D,3,0.4,5,0.002840909090909091,0.004017652165832657,0.002840909090909091,-0.5,0.7071067811865476,0.5,2
D,3,0.4,6,0.005681818181818182,0.0,0.0,-1.0,0.0,0.0,2
D,3,0.4,7,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,2
D,3,0.4,8,0.008522727272727272,0.004017652165832657,0.002840909090909091,-1.0,0.0,0.0,2
D,3,0.4,9,0.005681818181818182,0.008035304331665313,0.005681818181818182,-0.5,0.7071067811865476,0.5,2
D,3,0.4,10,0.011363636363636364,0.008035304331665312,0.00568181818181818,0.0,0.0,0.0,2
D,3,0.4,11,0.008522727272727272,0.012052956497497968,0.008522727272727272,-0.5,0.7071067811865476,0.5,2
D,3,0.4,12,0.008522727272727272,0.012052956497497968,0.008522727272727272,-1.5,0.7071067811865476,0.5,2
E,44,0.2,0,0.0,0.0,0.0,,,,2
E,44,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,2
E,44,0.2,2,0.08806818181818182,0.004017652165832663,0.0028409090909090953,-1.0,0.0,0.0,2
E,44,0.2,3,0.08806818181818182,0.004017652165832663,0.0028409090909090953,0.0,0.0,0.0,2
E,44,0.2,4,0.17045454545454547,0.008035304331665325,0.005681818181818191,-1.5,0.7071067811865476,0.5,2
E,44,0.2,5,0.17045454545454547,0.008035304331665325,0.005681818181818191,0.0,0.0,0.0,2
E,44,0.2,6,0.25,0.008035304331665305,0.005681818181818176,-1.0,1.4142135623730951,1.0,2
E,44,0.2,7,0.25,0.008035304331665305,0.005681818181818176,0.0,0.0,0.0,2
E,44,0.2,8,0.32954545454545453,0.008035304331665305,0.005681818181818176,-2.5,0.7071067811865476,0.5,2
E,44,0.2,9,0.32954545454545453,0.008035304331665305,0.005681818181818176,0.0,0.0,0.0,2
E,44,0.2,10,0.4147727272727273,0.008035304331665305,0.005681818181818176,-1.5,0.7071067811865476,0.5,2
E,44,0.2,11,0.4147727272727273,0.008035304331665305,0.005681818181818176,0.0,0.0,0.0,2
E,44,0.2,12,0.4943181818181818,0.0,0.0,-2.0,1.4142135623730951,1.0,2
F,44,0.4,0,0.0,0.0,0.0,,,,2
F,44,0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,2
F,44,0.4,2,0.05681818181818182,0.00803530433166531,0.005681818181818179,-4.5,0.7071067811865476,0.5,2
F,44,0.4,3,0.05681818181818182,0.00803530433166531,0.005681818181818179,0.0,0.0,0.0,2
F,44,0.4,4,0.11931818181818182,0.008035304331665315,0.005681818181818183,-3.5,0.7071067811865476,0.5,2
F,44,0.4,5,0.11931818181818182,0.008035304331665315,0.005681818181818183,0.0,0.0,0.0,2
F,44,0.4,6,0.17613636363636365,0.008035304331665325,0.005681818181818191,-5.5,0.7071067811865476,0.5,2
F,44,0.4,7,0.17613636363636365,0.008035304331665325,0.005681818181818191,0.0,0.0,0.0,2
F,44,0.4,8,0.24431818181818182,0.008035304331665305,0.005681818181818176,-3.5,0.7071067811865476,0.5,2
F,44,0.4,9,0.24431818181818182,0.008035304331665305,0.005681818181818176,0.0,0.0,0.0,2
F,44,0.4,10,0.3068181818181818,0.0,0.0,-3.5,2.1213203435596424,1.4999999999999998,2
F,44,0.4,11,0.3068181818181818,0.0,0.0,0.0,0.0,0.0,2
F,44,0.4,12,0.37215909090909094,0.004017652165832652,0.002840909090909088,-3.5,2.1213203435596424,1.4999999999999998,2
G,44,0.6,0,0.0,0.0,0.0,,,,2
G,44,0.6,1,0.0,0.0,0.0,0.0,0.0,0.0,2
G,44,0.6,2,0.03693181818181818,0.0040176521658326575,0.0028409090909090914,-7.0,0.0,0.0,2
G,44,0.6,3,0.03693181818181818,0.0040176521658326575,0.0028409090909090914,0.0,0.0,0.0,2
G,44,0.6,4,0.07670454545454544,0.012052956497497968,0.008522727272727272,-6.0,2.8284271247461903,2.0,2
G,44,0.6,5,0.07670454545454544,0.012052956497497968,0.008522727272727272,0.0,0.0,0.0,2
G,44,0.6,6,0.10795454545454546,0.0,0.0,-8.0,1.4142135623730951,1.0,2
G,44,0.6,7,0.10795454545454546,0.0,0.0,0.0,0.0,0.0,2
G,44,0.6,8,0.14772727272727273,0.0,0.0,-6.5,0.7071067811865476,0.5,2
G,44,0.6,9,0.14772727272727273,0.0,0.0,0.0,0.0,0.0,2
G,44,0.6,10,0.1903409090909091,0.004017652165832652,0.002840909090909088,-5.5,0.7071067811865476,0.5,2
G,44,0.6,11,0.1903409090909091,0.004017652165832652,0.002840909090909088,0.0,0.0,0.0,2
G,44,0.6,12,0.22727272727272727,0.0,0.0,-6.5,2.1213203435596424,1.4999999999999998,2
H,44,0.8,0,0.0,0.0,0.0,,,,2
H,44,0.8,1,0.0,0.0,0.0,0.0,0.0,0.0,2
H,44,0.8,2,0.011363636363636364,0.0,0.0,-8.5,0.7071067811865476,0.5,2
H,44,0.8,3,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,2
H,44,0.8,4,0.028409090909090908,0.0,0.0,-8.5,0.7071067811865476,0.5,2
H,44,0.8,5,0.028409090909090908,0.0,0.0,0.0,0.0,0.0,2
H,44,0.8,6,0.03977272727272727,0.008035304331665315,0.005681818181818183,-8.5,0.7071067811865476,0.5,2
H,44,0.8,7,0.03693181818181818,0.0040176521658326575,0.0028409090909090914,-0.5,0.7071067811865476,0.5,2
H,44,0.8,8,0.05113636363636363,0.016070608663330627,0.011363636363636364,-9.0,1.4142135623730951,1.0,2
H,44,0.8,9,0.05113636363636363,0.016070608663330627,0.011363636363636364,0.0,0.0,0.0,2
H,44,0.8,10,0.0625,0.016070608663330627,0.011363636363636364,-9.5,0.7071067811865476,0.5,2
H,44,0.8,11,0.0625,0.016070608663330627,0.011363636363636364,0.0,0.0,0.0,2
H,44,0.8,12,0.08238636363636363,0.020088260829163283,0.014204545454545454,-8.0,0.0,0.0,2
