phi,phi_over_pi,ab_g,ab_gamma_a,ab_gamma_b,ab_gamma_coll,aabb_g,aabb_gamma_a,aabb_gamma_b,aabb_gamma_coll,abab_g,abab_gamma_a,abab_gamma_b,abab_gamma_coll,abba_g,abba_gamma_a,abba_gamma_b,abba_gamma_coll
0,0,0,1,1,1,0,4,4,4,0,4,4,4,0,4,4,4
0.0031415926535897933,0.001,0.0015707937429397818,1,1,0.99999506520185821,0.012566256925070737,3.9999901304037166,3.9999901304037166,3.9999111740230822,0.0094247004453913482,3.999960521712274,3.999960521712274,3.9999407827145244,0.0094247314514385137,3.9999111742178997,3.9999901304037166,3.9999506521159907
0.0062831853071795866,0.002,0.0031415719827794755,1,1,0.99998026085613712,0.025131831723836172,3.999960521712274,3.999960521712274,3.9996447016445784,0.018848935806042515,3.9998420884076324,3.9998420884076324,3.9997631349492204,0.018849183848911558,3.9996447047616179,3.999960521712274,3.9998026101199065
0.0094247779607693795,0.0030000000000000001,0.0047123192165720029,1,1,0.99995558710894983,0.037696042317116804,3.9999111742178997,3.9999111742178997,3.9992005995208242,0.028272241034852635,3.9996447047616179,3.9996447047616179,3.9994670689771059,0.028273078148552181,3.9992006153005129,3.9999111742178997,3.9995558789795176
0.012566370614359173,0.0040000000000000001,0.0062830199416763037,1,1,0.99992104420381611,0.050258206719981054,3.9998420884076324,3.9998420884076324,3.9985788954110051,0.037694151159996178,3.9993683785665999,3.9993683785665999,3.9990526052520377,0.037696135326690083,3.9985789452811784,3.9998420884076324,3.9992104669742323
0.015707963267948967,0.0050000000000000001,0.0078536586559103377,1,1,0.99987663248166059,0.062817643088859967,3.9997532649633212,3.9997532649633212,3.9977796281750941,0.04711420132255234,3.9990131207314632,3.9990131207314632,3.9985197724069521,0.047118076389948971,3.9977797499239403,3.9997532649633212,3.9987663856947844
0.018849555921538759,0.0060000000000000001,0.0094242198577040876,1,1,0.99982235238080897,0.075373669768650897,3.9996447047616179,3.9996447047616179,3.9968028477709625,0.056531926814124528,3.9985789452811784,3.9985789452811784,3.997868607251402,0.056538622385342713,3.9968031002179503,3.9996447047616179,3.9982236500427963
0.021991148575128554,0.007000000000000001,0.010994688046252555,1,1,0.99975820443698404,0.087925605339806395,3.9995164088739683,3.9995164088739683,3.9956486152506749,0.065946863114446586,3.9980658693562496,3.9980658693562496,3.9970991547683936,0.065957494410370021,3.9956490829148832,3.9995164088739683,3.9975822782302175
0.025132741228718346,0.0080000000000000002,0.01256504772166874,1,1,0.99968418928329994,0.10047276866540465,3.9993683785665999,3.9993683785665999,3.9943170027559485,0.075358545928972578,3.9974739132120352,3.9974739132120352,3.9962114681105136,0.075374413623107039,3.9943178005212276,3.9993683785665999,3.996842291778635
0.028274333882308138,0.0089999999999999993,0.014135283385136626,1,1,0.99960030765025654,0.11301447893819788,3.9992006153005129,3.9992006153005129,3.992808093512799,0.0847665112264466,3.9968031002179503,3.9968031002179503,3.995205608595362,0.084789101252297772,3.9928093712891846,3.9992006153005129,3.9960037155184631
0.031415926535897934,0.01,0.015705379539064146,1,1,0.9995065603657316,0.12555005572763467,3.9990131207314632,3.9990131207314632,3.9911219818253545,0.0941702952764496,3.9960534568565431,3.9960534568565431,3.9940816457002746,0.094201278607441666,3.99112392920616,3.9990131207314632,3.9950665775880063
0.034557519189487726,0.011000000000000001,0.017275320687236136,1,1,0.9994029483549729,0.13807881902685321,3.9988058967099458,3.9988058967099458,3.9892587730688556,0.10356943468691968,3.9952250127224502,3.9952250127224502,3.9928396570563507,0.10361066708887806,3.9892616239828644,3.9988058967099458,3.9940309094323965
0.037699111843077518,0.012,0.018845091334967271,1,1,0.9992894726405892,0.15060008929964083,3.9985789452811784,3.9985789452811784,3.9872185836818255,0.11296346644164265,3.9943178005212276,3.9943178005212276,3.9914797284417762,0.11301698819786726,3.9872226210400168,3.9985789452811784,3.9928967458024065
0.04084070449666731,0.012999999999999999,0.020414675989254998,1,1,0.99916613434254009,0.16311318752735726,3.99833226868508,3.99833226868508,3.9850015411574238,0.12235192793770971,3.9933318560680595,3.9933318560680595,3.9900019537744442,0.12241996354666754,3.9850071014936477,3.99833226868508,3.9916641247531399
0.043982297150257109,0.014000000000000002,0.021984059158932454,1,1,0.99903293467812471,0.17561743525581688,3.9980658693562496,3.9980658693562496,3.9826077840339762,0.13173435702293862,3.992267218286345,3.992267218286345,3.9884064351038804,0.1318193148686081,3.9826152621390132,3.9980658693562496,3.9903330876425942
0.047123889803846901,0.015000000000000001,0.023553225354821333,1,1,0.99888987496197001,0.18811215464212699,3.9977797499239403,3.9977797499239403,3.9800374618846877,0.14111029203325531,3.99112392920616,3.99112392920616,3.9866932826024675,0.141214764028157,3.9800473154331151,3.9977797499239403,3.9889036791301002
0.050265482457436693,0.016,0.025122159089884778,1,1,0.99873695660601747,0.2005966685014782,3.9974739132120352,3.9974739132120352,3.9772907353065317,0.15047927183003287,3.9899020339626006,3.9899020339626006,3.9848626145559662,0.15060603303098447,3.9773034894758279,3.9974739132120352,3.9873759471746353
0.053407075111026485,0.017000000000000001,0.026690844879380237,1,1,0.9985741811195098,0.2130703003538833,3.9971483622390194,3.9971483622390194,3.9743677759083269,0.15984083583738384,3.9886015807939978,3.9886015807939978,3.9829145573533484,0.15999284403402039,3.9743840279896383,3.9971483622390194,3.9857499430330172
0.056548667764616277,0.017999999999999999,0.028259267241012263,1,1,0.99840155010897502,0.22553237447086089,3.9968031002179503,3.9968031002179503,3.9712687662979897,0.16919452407940372,3.9872226210400168,3.9872226210400168,3.9808492454759232,0.16937491935550619,3.9712891902979961,3.9968031002179503,3.9840257212579671
0.059690260418206076,0.019000000000000003,0.029827410695085353,1,1,0.9982190652782118,0.23798221592206018,3.9964381305564238,3.9964381305564238,3.9679939000689788,0.17853987721736114,3.9857652091396272,3.9857652091396272,3.978666821485775,0.17875198148504046,3.9680192513022794,3.9964381305564238,3.982203339696051
0.062831853071795868,0.02,0.031395259764656687,1,1,0.99802672842827156,0.25041915062182324,3.9960534568565431,3.9960534568565431,3.9645433817859161,0.1878764365868324,3.984229402628956,3.984229402628956,3.9763674360135033,0.18812375309361762,3.9645745014573777,3.9960534568565431,3.9802828594854986
0.06597344572538566,0.021000000000000001,0.032962798975688927,1,1,0.99782454145744148,0.26284250537568149,3.9956490829148832,3.9956490829148832,3.9609174269693992,0.19720374423477682,3.9826152621390132,3.9826152621390132,3.9739512477452688,0.19748995704366035,3.9609552467458888,3.9956490829148832,3.9782643450538959
0.069115038378975452,0.022000000000000002,0.034530012857202898,1,1,0.99761250636122523,0.27525160792678161,3.9952250127224502,3.9952250127224502,3.9571162620799996,0.20652134295654936,3.9809228513933022,3.9809228513933022,3.9714184234091476,0.20685031639904389,3.9571618086509441,3.9952250127224502,3.9761478641157528
0.072256631032565244,0.023,0.036096885941430297,1,1,0.99739062523232369,0.28764578700223914,3.9947812504646474,3.9947812504646474,3.9531401245014504,0.21582877633284758,3.9791522372053016,3.9791522372053016,3.9687691377607957,0.21620455443511277,3.9531945241276492,3.9947812504646474,3.9739334876699495
