target_id,condition,time,observable,value,seed,gamma_lead,gamma_rec,parameter_match,artifact_stage
T009,with_rescue,9.0,bright,0.4432586469637965,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,10.0,bright,0.4639562324247618,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,11.0,bright,0.4837707487289261,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,12.0,bright,0.5017654964312582,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,13.0,bright,0.5198753287650026,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,14.0,bright,0.5356075489029358,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,15.0,bright,0.5505198693700728,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,16.0,bright,0.5643094794579668,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,17.0,bright,0.5771164608169388,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,18.0,bright,0.5892220500366646,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,19.0,bright,0.6003549467648316,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,20.0,bright,0.6113562062526383,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,21.0,bright,0.6204311621200631,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,22.0,bright,0.6290986375048104,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,23.0,bright,0.6374091963669115,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,24.0,bright,0.6444255989769511,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,25.0,bright,0.6516094755354566,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,26.0,bright,0.6580535465242303,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,27.0,bright,0.6634958501512598,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,28.0,bright,0.6689455381181195,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,29.0,bright,0.6735100573814723,0,0.05,0.05,paper_subset,exploratory
