target_id,panel,mechanism,n_sites,time,observable,mean,sem,samples,parameter_match,artifact_stage
T002,ab,rescue,4,12.0,bright,0.05494816546485093,0.0007301498509915802,3,paper_subset,exploratory
T002,ab,rescue,4,12.5,bright,0.048301824421064954,0.000684257123574427,3,paper_subset,exploratory
T002,ab,rescue,4,13.0,bright,0.04245902539221693,0.0006396023929424031,3,paper_subset,exploratory
T002,ab,rescue,4,13.5,bright,0.03732256832624838,0.0005962340194367477,3,paper_subset,exploratory
T002,ab,rescue,4,14.0,bright,0.032807242363054184,0.0005542365630126228,3,paper_subset,exploratory
T002,ab,rescue,4,14.5,bright,0.028838048230619417,0.0005138910741789496,3,paper_subset,exploratory
T002,ab,rescue,4,15.0,bright,0.025348982021180484,0.0004753961195376449,3,paper_subset,exploratory
T002,ab,rescue,4,15.5,bright,0.0222820496348351,0.00043886133372535564,3,paper_subset,exploratory
T002,ab,rescue,4,16.0,bright,0.019586184609377093,0.0004043498540433627,3,paper_subset,exploratory
T002,ab,rescue,4,16.5,bright,0.01721648633731689,0.00037187172493950303,3,paper_subset,exploratory
T002,ab,rescue,4,17.0,bright,0.015133502773075033,0.0003414083114500245,3,paper_subset,exploratory
T002,ab,rescue,4,17.5,bright,0.013302545360584834,0.0003129309215880887,3,paper_subset,exploratory
T002,ab,rescue,4,18.0,bright,0.011693123482743532,0.00028639040566229355,3,paper_subset,exploratory
T002,ab,rescue,4,18.5,bright,0.010278435550229288,0.00026172923296317933,3,paper_subset,exploratory
T002,ab,rescue,4,19.0,bright,0.009034918179734803,0.00023887476226719208,3,paper_subset,exploratory
T002,ab,rescue,4,19.5,bright,0.007941859463509887,0.00021774493099877487,3,paper_subset,exploratory
T002,ab,rescue,4,20.0,bright,0.006981053222745556,0.00019825196615007955,3,paper_subset,exploratory
T002,ab,rescue,4,20.5,bright,0.00613649607334052,0.00018030524094299384,3,paper_subset,exploratory
T002,ab,rescue,4,21.0,bright,0.005394122077579891,0.00016381266623256675,3,paper_subset,exploratory
T002,ab,rescue,4,21.5,bright,0.0047415673131712514,0.00014868282037088385,3,paper_subset,exploratory
T002,ab,rescue,4,22.0,bright,0.004167963612583657,0.00013482544172088362,3,paper_subset,exploratory
T002,ab,rescue,4,22.5,bright,0.0036637579889634447,0.00012215262109781385,3,paper_subset,exploratory
T002,ab,rescue,4,23.0,bright,0.0032205533492360903,0.00011057929548801497,3,paper_subset,exploratory
T002,ab,rescue,4,23.5,bright,0.0028309687567640786,0.00010002384515918052,3,paper_subset,exploratory
T002,ab,rescue,4,24.0,bright,0.0024885164550367475,9.040849987701647e-05,3,paper_subset,exploratory
T002,ab,rescue,4,24.5,bright,0.0021874937546597726,8.165957149883733e-05,3,paper_subset,exploratory
T002,ab,rescue,4,25.0,bright,0.0019228880304746681,7.370755733450501e-05,3,paper_subset,exploratory
T002,ab,rescue,4,25.5,bright,0.001690293199826688,6.648719648282913e-05,3,paper_subset,exploratory
T002,ab,rescue,4,26.0,bright,0.0014858363106248149,5.99374315279545e-05,3,paper_subset,exploratory
T002,ab,rescue,4,26.5,bright,0.0013061130415543572,5.400133740042516e-05,3,paper_subset,exploratory
T002,ab,rescue,4,27.0,bright,0.0011481309925494192,4.8626001542341035e-05,3,paper_subset,exploratory
T002,ab,rescue,4,27.5,bright,0.0010092598391161784,4.376237714366376e-05,3,paper_subset,exploratory
T002,ab,rescue,4,28.0,bright,0.0008871875152638422,3.9365116081128996e-05,3,paper_subset,exploratory
T002,ab,rescue,4,28.5,bright,0.0007798817016972459,3.539238506417651e-05,3,paper_subset,exploratory
T002,ab,rescue,4,29.0,bright,0.0006855559743077217,3.180567312005654e-05,3,paper_subset,exploratory
T002,ab,rescue,4,29.5,bright,0.0006026400496012053,2.8569596239990635e-05,3,paper_subset,exploratory
T002,ab,rescue,4,30.0,bright,0.0005297536310802453,2.5651700706394182e-05,3,paper_subset,exploratory
T002,ab,rescue,4,0.0,dark,0.7243923969920057,0.008164967105783634,3,paper_subset,exploratory
T002,ab,rescue,4,0.5,dark,0.4519058810925441,0.0057275830125549125,3,paper_subset,exploratory
T002,ab,rescue,4,1.0,dark,0.28564896605995976,0.00645683185504986,3,paper_subset,exploratory
T002,ab,rescue,4,1.5,dark,0.1850623577464098,0.006865480388638287,3,paper_subset,exploratory
T002,ab,rescue,4,2.0,dark,0.12177232172994516,0.006717602936815307,3,paper_subset,exploratory
T002,ab,rescue,4,2.5,dark,0.08086231386208263,0.0060287074909960514,3,paper_subset,exploratory
T002,ab,rescue,4,3.0,dark,0.0551383611642044,0.0054221322189582895,3,paper_subset,exploratory
T002,ab,rescue,4,3.5,dark,0.03830090498964477,0.004741081085851504,3,paper_subset,exploratory
T002,ab,rescue,4,4.0,dark,0.027649636543067527,0.004242642123525984,3,paper_subset,exploratory
T002,ab,rescue,4,4.5,dark,0.020731187159788927,0.0037847694917195083,3,paper_subset,exploratory
T002,ab,rescue,4,5.0,dark,0.016052671424565266,0.0033620209619585123,3,paper_subset,exploratory
T002,ab,rescue,4,5.5,dark,0.012762120484209674,0.002976729717900996,3,paper_subset,exploratory
T002,ab,rescue,4,6.0,dark,0.010377460558625567,0.00262024976662183,3,paper_subset,exploratory
T002,ab,rescue,4,6.5,dark,0.008580169766192448,0.002295496529473202,3,paper_subset,exploratory
T002,ab,rescue,4,7.0,dark,0.007219486478396039,0.002022308544158573,3,paper_subset,exploratory
T002,ab,rescue,4,7.5,dark,0.006152180784033994,0.0017785802507743738,3,paper_subset,exploratory
T002,ab,rescue,4,8.0,dark,0.005294428958927032,0.0015673575133476267,3,paper_subset,exploratory
T002,ab,rescue,4,8.5,dark,0.004587215585326622,0.0013813002424974757,3,paper_subset,exploratory
T002,ab,rescue,4,9.0,dark,0.003990708307007419,0.0012165869567715354,3,paper_subset,exploratory
T002,ab,rescue,4,9.5,dark,0.0034815759299039344,0.0010717014290478684,3,paper_subset,exploratory
T002,ab,rescue,4,10.0,dark,0.003044266175098066,0.0009444684744593569,3,paper_subset,exploratory
T002,ab,rescue,4,10.5,dark,0.002666236645505278,0.0008323499763868965,3,paper_subset,exploratory
T002,ab,rescue,4,11.0,dark,0.0023383623467124024,0.0007339928161193058,3,paper_subset,exploratory
T002,ab,rescue,4,11.5,dark,0.0020524782510246598,0.000647327943198325,3,paper_subset,exploratory
T002,ab,rescue,4,12.0,dark,0.0018026024912636324,0.0005708533943627403,3,paper_subset,exploratory
T002,ab,rescue,4,12.5,dark,0.0015837738629225827,0.000503412169846697,3,paper_subset,exploratory
T002,ab,rescue,4,13.0,dark,0.00139186672528131,0.00044393311125580533,3,paper_subset,exploratory
T002,ab,rescue,4,13.5,dark,0.001223474333063056,0.0003914831730656747,3,paper_subset,exploratory
T002,ab,rescue,4,14.0,dark,0.0010756231179037104,0.00034525956237801595,3,paper_subset,exploratory
T002,ab,rescue,4,14.5,dark,0.0009457354626995624,0.0003045001807782026,3,paper_subset,exploratory
T002,ab,rescue,4,15.0,dark,0.0008315982432430628,0.0002685596573309565,3,paper_subset,exploratory
T002,ab,rescue,4,15.5,dark,0.0007312635832387599,0.00023686559954571188,3,paper_subset,exploratory
T002,ab,rescue,4,16.0,dark,0.0006430562234551546,0.00020890932699116935,3,paper_subset,exploratory
T002,ab,rescue,4,16.5,dark,0.0005655058492070716,0.00018425292256413596,3,paper_subset,exploratory
T002,ab,rescue,4,17.0,dark,0.0004973181617204595,0.00016250764988047557,3,paper_subset,exploratory
T002,ab,rescue,4,17.5,dark,0.00043735972764231897,0.00014332930397660366,3,paper_subset,exploratory
T002,ab,rescue,4,18.0,dark,0.00038463456048703983,0.00012641482715672618,3,paper_subset,exploratory
T002,ab,rescue,4,18.5,dark,0.0003382680181271203,0.00011149640695481375,3,paper_subset,exploratory
T002,ab,rescue,4,19.0,dark,0.0002974926154976544,9.833834106283403e-05,3,paper_subset,exploratory
T002,ab,rescue,4,19.5,dark,0.00026163368710280466,8.673295418092601e-05,3,paper_subset,exploratory
T002,ab,rescue,4,20.0,dark,0.0002300981456077422,7.649700114460063e-05,3,paper_subset,exploratory
T002,ab,rescue,4,20.5,dark,0.00020236464900459783,6.746895630284933e-05,3,paper_subset,exploratory
T002,ab,rescue,4,21.0,dark,0.0001779744858497922,5.950631655005214e-05,3,paper_subset,exploratory
T002,ab,rescue,4,21.5,dark,0.00015652441314664234,5.248334999836392e-05,3,paper_subset,exploratory
T002,ab,rescue,4,22.0,dark,0.0001376599363627536,4.628914456299783e-05,3,paper_subset,exploratory
T002,ab,rescue,4,22.5,dark,0.00012106932689326168,4.08258994257668e-05,3,paper_subset,exploratory
T002,ab,rescue,4,23.0,dark,0.00010647846751462774,3.600736372557907e-05,3,paper_subset,exploratory
T002,ab,rescue,4,23.5,dark,9.364628933871441e-05,3.1757467555928525e-05,3,paper_subset,exploratory
T002,ab,rescue,4,24.0,dark,8.236077858010693e-05,2.800911232889242e-05,3,paper_subset,exploratory
T002,ab,rescue,4,24.5,dark,7.24354867403003e-05,2.470311725952297e-05,3,paper_subset,exploratory
T002,ab,rescue,4,25.0,dark,6.370644173645025e-05,2.17872835779146e-05,3,paper_subset,exploratory
T002,ab,rescue,4,25.5,dark,5.602944416504084e-05,1.9215571003205806e-05,3,paper_subset,exploratory
T002,ab,rescue,4,26.0,dark,4.927768306768831e-05,1.694737177986283e-05,3,paper_subset,exploratory
T002,ab,rescue,4,26.5,dark,4.3339635156631154e-05,1.4946869913438632e-05,3,paper_subset,exploratory
T002,ab,rescue,4,27.0,dark,3.81172207950327e-05,1.3182475678144433e-05,3,paper_subset,exploratory
T002,ab,rescue,4,27.5,dark,3.3524183278731784e-05,1.1626326714901068e-05,3,paper_subset,exploratory
T002,ab,rescue,4,28.0,dark,2.9484663943348557e-05,1.0253847859646506e-05,3,paper_subset,exploratory
T002,ab,rescue,4,28.5,dark,2.593194857509362e-05,9.043363824925646e-06,3,paper_subset,exploratory
T002,ab,rescue,4,29.0,dark,2.280736494594696e-05,7.97575697042653e-06,3,paper_subset,exploratory
T002,ab,rescue,4,29.5,dark,2.00593133098745e-05,7.0341655000907834e-06,3,paper_subset,exploratory
T002,ab,rescue,4,30.0,dark,1.764241369054033e-05,6.2037173467112955e-06,3,paper_subset,exploratory
T002,ab,rescue,4,0.0,cavity,0.0,0.0,3,paper_subset,exploratory
T002,ab,rescue,4,0.5,cavity,0.3200711469488289,0.002570559734960804,3,paper_subset,exploratory
T002,ab,rescue,4,1.0,cavity,0.2782689477982622,0.007489283218531685,3,paper_subset,exploratory
T002,ab,rescue,4,1.5,cavity,0.37651341391439974,0.0006589053478622711,3,paper_subset,exploratory
T002,ab,rescue,4,2.0,cavity,0.2963171082636658,0.0014034095581046595,3,paper_subset,exploratory
T002,ab,rescue,4,2.5,cavity,0.3028106932960671,0.005041332499717064,3,paper_subset,exploratory
T002,ab,rescue,4,3.0,cavity,0.2599460296626018,0.0019213965478827465,3,paper_subset,exploratory
T002,ab,rescue,4,3.5,cavity,0.24357305012812203,0.0030666540619201147,3,paper_subset,exploratory
T002,ab,rescue,4,4.0,cavity,0.2171156481474391,0.00045823524419619135,3,paper_subset,exploratory
T002,ab,rescue,4,4.5,cavity,0.19721200224672977,0.0009920757955959216,3,paper_subset,exploratory
T002,ab,rescue,4,5.0,cavity,0.17321231874968954,4.103661244559631e-05,3,paper_subset,exploratory
T002,ab,rescue,4,5.5,cavity,0.15428756266163604,0.00028447270723895313,3,paper_subset,exploratory
T002,ab,rescue,4,6.0,cavity,0.13530477626152287,0.00014465675270045546,3,paper_subset,exploratory
T002,ab,rescue,4,6.5,cavity,0.11968771998409351,0.00016750235446536584,3,paper_subset,exploratory
T002,ab,rescue,4,7.0,cavity,0.10542519445564862,0.00030120411295259016,3,paper_subset,exploratory
T002,ab,rescue,4,7.5,cavity,0.09299948116568496,0.0003309111809336177,3,paper_subset,exploratory
T002,ab,rescue,4,8.0,cavity,0.08185859367914657,0.0003925828579351545,3,paper_subset,exploratory
T002,ab,rescue,4,8.5,cavity,0.07206330038212988,0.00036502376299649586,3,paper_subset,exploratory
T002,ab,rescue,4,9.0,cavity,0.06334351314463531,0.000381786902500205,3,paper_subset,exploratory
T002,ab,rescue,4,9.5,cavity,0.055715393919740785,0.00037745232701044825,3,paper_subset,exploratory
T002,ab,rescue,4,10.0,cavity,0.04898097393249542,0.00039356663939916066,3,paper_subset,exploratory
T002,ab,rescue,4,10.5,cavity,0.04307381190761667,0.00038614859675115045,3,paper_subset,exploratory
T002,ab,rescue,4,11.0,cavity,0.03787050180268942,0.00038441860251207797,3,paper_subset,exploratory
T002,ab,rescue,4,11.5,cavity,0.033293634713468544,0.00036817818739735776,3,paper_subset,exploratory
T002,ab,rescue,4,12.0,cavity,0.029268099287173124,0.0003532381158645607,3,paper_subset,exploratory
T002,ab,rescue,4,12.5,cavity,0.025728546851318364,0.00033460215626040103,3,paper_subset,exploratory
T002,ab,rescue,4,13.0,cavity,0.02261631353900666,0.000316945093155848,3,paper_subset,exploratory
T002,ab,rescue,4,13.5,cavity,0.019881051883200065,0.00029838763180882905,3,paper_subset,exploratory
T002,ab,rescue,4,14.0,cavity,0.01747604195833093,0.0002803289196739155,3,paper_subset,exploratory
T002,ab,rescue,4,14.5,cavity,0.015362007139772933,0.0002617197972737677,3,paper_subset,exploratory
T002,ab,rescue,4,15.0,cavity,0.01350350876228394,0.00024372003652641902,3,paper_subset,exploratory
T002,ab,rescue,4,15.5,cavity,0.01186973688755391,0.00022605886690746873,3,paper_subset,exploratory
T002,ab,rescue,4,16.0,cavity,0.010433705545955073,0.00020917636335964247,3,paper_subset,exploratory
T002,ab,rescue,4,16.5,cavity,0.009171400739044948,0.00019307680414057006,3,paper_subset,exploratory
T002,ab,rescue,4,17.0,cavity,0.008061811836996448,0.00017785077781687806,3,paper_subset,exploratory
T002,ab,rescue,4,17.5,cavity,0.007086471184464392,0.00016348159540797077,3,paper_subset,exploratory
T002,ab,rescue,4,18.0,cavity,0.006229124633202893,0.00014999801461677465,3,paper_subset,exploratory
T002,ab,rescue,4,18.5,cavity,0.005475505546159131,0.00013737507649266666,3,paper_subset,exploratory
T002,ab,rescue,4,19.0,cavity,0.0048130703003516516,0.00012561837369031407,3,paper_subset,exploratory
T002,ab,rescue,4,19.5,cavity,0.004230783035371908,0.00011469797942197095,3,paper_subset,exploratory
T002,ab,rescue,4,20.0,cavity,0.0037189494268851223,0.00010458604136987284,3,paper_subset,exploratory
T002,ab,rescue,4,20.5,cavity,0.0032690426989373466,9.524539554976268e-05,3,paper_subset,exploratory
T002,ab,rescue,4,21.0,cavity,0.0028735678361606516,8.66370863244342e-05,3,paper_subset,exploratory
T002,ab,rescue,4,21.5,cavity,0.002525940258036228,7.871948053894946e-05,3,paper_subset,exploratory
T002,ab,rescue,4,22.0,cavity,0.0022203706759548665,7.145151867748634e-05,3,paper_subset,exploratory
T002,ab,rescue,4,22.5,cavity,0.0019517704145048933,6.479143783018859e-05,3,paper_subset,exploratory
T002,ab,rescue,4,23.0,cavity,0.0017156664628781182,5.869865110812646e-05,3,paper_subset,exploratory
T002,ab,rescue,4,23.5,cavity,0.001508126795851622,5.313314413975315e-05,3,paper_subset,exploratory
T002,ab,rescue,4,24.0,cavity,0.001325695271394906,4.8056321393708354e-05,3,paper_subset,exploratory
T002,ab,rescue,4,24.5,cavity,0.0011653339967357603,4.3431259704529323e-05,3,paper_subset,exploratory
T002,ab,rescue,4,25.0,cavity,0.001024372636402299,3.922282149871429e-05,3,paper_subset,exploratory
T002,ab,rescue,4,25.5,cavity,0.0009004640693965708,3.539778338518065e-05,3,paper_subset,exploratory
T002,ab,rescue,4,26.0,cavity,0.0007915451345854877,3.192488349321588e-05,3,paper_subset,exploratory
T002,ab,rescue,4,26.5,cavity,0.0006958022983748676,2.8774817571529715e-05,3,paper_subset,exploratory
T002,ab,rescue,4,27.0,cavity,0.0006116414535414187,2.592023259986833e-05,3,paper_subset,exploratory
T002,ab,rescue,4,27.5,cavity,0.0005376613791828822,2.3335673783007116e-05,3,paper_subset,exploratory
T002,ab,rescue,4,28.0,cavity,0.0004726303972209021,2.0997525076399094e-05,3,paper_subset,exploratory
T002,ab,rescue,4,28.5,cavity,0.00041546585508338746,1.8883944465609475e-05,3,paper_subset,exploratory
T002,ab,rescue,4,29.0,cavity,0.000365216092408142,1.6974772092498822e-05,3,paper_subset,exploratory
T002,ab,rescue,4,29.5,cavity,0.00032104459051394795,1.5251445283057995e-05,3,paper_subset,exploratory
T002,ab,rescue,4,30.0,cavity,0.00028221603889131834,1.3696905288103222e-05,3,paper_subset,exploratory
T002,ab,rescue,4,0.0,sink,0.0,0.0,3,paper_subset,exploratory
T002,ab,rescue,4,0.5,sink,0.055835157831585,0.00020027270306093294,3,paper_subset,exploratory
T002,ab,rescue,4,1.0,sink,0.1223164882179304,0.0006086165327159242,3,paper_subset,exploratory
T002,ab,rescue,4,1.5,sink,0.21148559170977954,0.001833159515307815,3,paper_subset,exploratory
T002,ab,rescue,4,2.0,sink,0.29238762468381907,0.0015658673158656673,3,paper_subset,exploratory
T002,ab,rescue,4,2.5,sink,0.3690996379658363,0.0015474046084902,3,paper_subset,exploratory
T002,ab,rescue,4,3.0,sink,0.4384288594370411,0.0017820392803225911,3,paper_subset,exploratory
T002,ab,rescue,4,3.5,sink,0.501933445261027,0.0019168960217392946,3,paper_subset,exploratory
T002,ab,rescue,4,4.0,sink,0.5590732738090781,0.0020689231815260146,3,paper_subset,exploratory
T002,ab,rescue,4,4.5,sink,0.6111766660027239,0.001967670873870659,3,paper_subset,exploratory
T002,ab,rescue,4,5.0,sink,0.6572523668401491,0.002018083507643239,3,paper_subset,exploratory
T002,ab,rescue,4,5.5,sink,0.6982646719626784,0.002030267359318744,3,paper_subset,exploratory
T002,ab,rescue,4,6.0,sink,0.7343552430195451,0.002074706470569187,3,paper_subset,exploratory
T002,ab,rescue,4,6.5,sink,0.7662194816272896,0.0020741641935262734,3,paper_subset,exploratory
T002,ab,rescue,4,7.0,sink,0.7943024480804463,0.002039917902315856,3,paper_subset,exploratory
T002,ab,rescue,4,7.5,sink,0.8190880576669685,0.001964705716761534,3,paper_subset,exploratory
T002,ab,rescue,4,8.0,sink,0.8409083135251981,0.0018803380849819098,3,paper_subset,exploratory
T002,ab,rescue,4,8.5,sink,0.8601297177369617,0.0017856972913612348,3,paper_subset,exploratory
T002,ab,rescue,4,9.0,sink,0.8770291682014361,0.0016937709643728494,3,paper_subset,exploratory
T002,ab,rescue,4,9.5,sink,0.8918929250502178,0.001599162340332227,3,paper_subset,exploratory
T002,ab,rescue,4,10.0,sink,0.9049609979576457,0.0015028066485324467,3,paper_subset,exploratory
T002,ab,rescue,4,10.5,sink,0.9164524938338495,0.0014054821750905057,3,paper_subset,exploratory
T002,ab,rescue,4,11.0,sink,0.9265564561309821,0.001309127586608907,3,paper_subset,exploratory
T002,ab,rescue,4,11.5,sink,0.9354399012682992,0.0012150434567649872,3,paper_subset,exploratory
T002,ab,rescue,4,12.0,sink,0.9432492320438838,0.0011249037240070663,3,paper_subset,exploratory
T002,ab,rescue,4,12.5,sink,0.9501144017160108,0.0010389591816546645,3,paper_subset,exploratory
T002,ab,rescue,4,13.0,sink,0.9561491078825003,0.0009575363306949037,3,paper_subset,exploratory
T002,ab,rescue,4,13.5,sink,0.9614539573406872,0.0008806569651082801,3,paper_subset,exploratory
T002,ab,rescue,4,14.0,sink,0.9661171345190406,0.0008083244058380342,3,paper_subset,exploratory
T002,ab,rescue,4,14.5,sink,0.9702162163066799,0.0007405927163614649,3,paper_subset,exploratory
T002,ab,rescue,4,15.0,sink,0.973819419735575,0.0006774324737801343,3,paper_subset,exploratory
T002,ab,rescue,4,15.5,sink,0.9769866867819248,0.0006187335910091353,3,paper_subset,exploratory
T002,ab,rescue,4,16.0,sink,0.9797707591671663,0.0005643525111714435,3,paper_subset,exploratory
T002,ab,rescue,4,16.5,sink,0.9822180078134748,0.0005140954030110671,3,paper_subset,exploratory
T002,ab,rescue,4,17.0,sink,0.9843691790652028,0.0004677515689604625,3,paper_subset,exploratory
T002,ab,rescue,4,17.5,sink,0.9862600949117711,0.00042510778921614863,3,paper_subset,exploratory
T002,ab,rescue,4,18.0,sink,0.9879222419567674,0.00038594379382748994,3,paper_subset,exploratory
T002,ab,rescue,4,18.5,sink,0.9893832964316417,0.0003500430237914388,3,paper_subset,exploratory
T002,ab,rescue,4,19.0,sink,0.9906675892047655,0.0003171885979036261,3,paper_subset,exploratory
T002,ab,rescue,4,19.5,sink,0.9917965068493851,0.00028716800108892287,3,paper_subset,exploratory
T002,ab,rescue,4,20.0,sink,0.9927888486316446,0.00025977532697479973,3,paper_subset,exploratory
T002,ab,rescue,4,20.5,sink,0.9936611392776532,0.00023481326542285853,3,paper_subset,exploratory
T002,ab,rescue,4,21.0,sink,0.9944279034365682,0.00021209371034587352,3,paper_subset,exploratory
T002,ab,rescue,4,21.5,sink,0.99510190827368,0.00019143891061524013,3,paper_subset,exploratory
T002,ab,rescue,4,22.0,sink,0.9956943764510514,0.0001726812802353399,3,paper_subset,exploratory
T002,ab,rescue,4,22.5,sink,0.9962151726841414,0.00015566370157306107,3,paper_subset,exploratory
T002,ab,rescue,4,23.0,sink,0.9966729681832471,0.0001402392918394542,3,paper_subset,exploratory
T002,ab,rescue,4,23.5,sink,0.997075384953895,0.00012627127744182706,3,paper_subset,exploratory
T002,ab,rescue,4,24.0,sink,0.9974291227663814,0.00011363270269838403,3,paper_subset,exploratory
T002,ab,rescue,4,24.5,sink,0.997740070758598,0.00010220606298623219,3,paper_subset,exploratory
T002,ab,rescue,4,25.0,sink,0.9980134055277867,9.188285456550319e-05,3,paper_subset,exploratory
T002,ab,rescue,4,25.5,sink,0.9982536773560063,8.256312422467853e-05,3,paper_subset,exploratory
T002,ab,rescue,4,26.0,sink,0.9984648860063056,7.415497520499164e-05,3,paper_subset,exploratory
T002,ab,rescue,4,26.5,sink,0.9986505473232872,6.657408229652265e-05,3,paper_subset,exploratory
T002,ab,rescue,4,27.0,sink,0.9988137517866535,5.974320002805763e-05,3,paper_subset,exploratory
T002,ab,rescue,4,27.5,sink,0.9989572159776031,5.359168236772978e-05,3,paper_subset,exploratory
T002,ab,rescue,4,28.0,sink,0.9990833278207908,4.805501522526571e-05,3,paper_subset,exploratory
T002,ab,rescue,4,28.5,sink,0.9991941863497257,4.307436468695151e-05,3,paper_subset,exploratory
T002,ab,rescue,4,29.0,sink,0.9992916366607444,3.859614476730353e-05,3,paper_subset,exploratory
T002,ab,rescue,4,29.5,sink,0.9993773006370871,3.4571607697325734e-05,3,paper_subset,exploratory
T002,ab,rescue,4,30.0,sink,0.9994526039552274,3.095645613201275e-05,3,paper_subset,exploratory
T002,ab,rescue,4,0.0,trace,1.0,0.0,3,paper_subset,exploratory
T002,ab,rescue,4,0.5,trace,1.0,1.3597399555105182e-16,3,paper_subset,exploratory
T002,ab,rescue,4,1.0,trace,0.9999999999999996,6.409875621278547e-17,3,paper_subset,exploratory
T002,ab,rescue,4,1.5,trace,0.9999999999999996,4.532466518368395e-17,3,paper_subset,exploratory
T002,ab,rescue,4,2.0,trace,0.9999999999999991,3.0064981632552894e-16,3,paper_subset,exploratory
T002,ab,rescue,4,2.5,trace,0.9999999999999992,2.482534153247273e-16,3,paper_subset,exploratory
T002,ab,rescue,4,3.0,trace,0.9999999999999988,1.433291761649753e-16,3,paper_subset,exploratory
T002,ab,rescue,4,3.5,trace,0.9999999999999988,1.5032490816276447e-16,3,paper_subset,exploratory
T002,ab,rescue,4,4.0,trace,0.9999999999999987,1.0134903240813531e-16,3,paper_subset,exploratory
T002,ab,rescue,4,4.5,trace,0.9999999999999988,1.5032490816276447e-16,3,paper_subset,exploratory
T002,ab,rescue,4,5.0,trace,0.9999999999999988,1.975656351854947e-16,3,paper_subset,exploratory
T002,ab,rescue,4,5.5,trace,0.9999999999999987,1.0134903240813531e-16,3,paper_subset,exploratory
T002,ab,rescue,4,6.0,trace,0.9999999999999987,2.3111135221866393e-16,3,paper_subset,exploratory
T002,ab,rescue,4,6.5,trace,0.9999999999999987,6.409875621278547e-17,3,paper_subset,exploratory
T002,ab,rescue,4,7.0,trace,0.9999999999999986,2.1259152388627147e-16,3,paper_subset,exploratory
T002,ab,rescue,4,7.5,trace,0.9999999999999982,1.2819751242557095e-16,3,paper_subset,exploratory
T002,ab,rescue,4,8.0,trace,0.9999999999999983,3.709983737954581e-16,3,paper_subset,exploratory
T002,ab,rescue,4,8.5,trace,0.9999999999999982,3.0064981632552894e-16,3,paper_subset,exploratory
T002,ab,rescue,4,9.0,trace,0.9999999999999983,2.902194621911755e-16,3,paper_subset,exploratory
T002,ab,rescue,4,9.5,trace,0.9999999999999983,3.539969515614452e-16,3,paper_subset,exploratory
T002,ab,rescue,4,10.0,trace,0.9999999999999983,1.433291761649753e-16,3,paper_subset,exploratory
T002,ab,rescue,4,10.5,trace,0.9999999999999986,1.433291761649753e-16,3,paper_subset,exploratory
T002,ab,rescue,4,11.0,trace,0.9999999999999983,2.603703785810335e-16,3,paper_subset,exploratory
T002,ab,rescue,4,11.5,trace,0.9999999999999986,3.2049378106392735e-16,3,paper_subset,exploratory
T002,ab,rescue,4,12.0,trace,0.9999999999999983,1.5032490816276447e-16,3,paper_subset,exploratory
