a,gamma,block_length,entropy_bits,mode_min,mode_max,quadrature_points
0.42,1.0,6,0.187394093244178,0.975798608488224,0.9999999999237,65536
0.42,1.0,7,0.187395962253812,0.975941628527611,0.999999999999972,65536
0.42,1.0,8,0.187396267488003,0.975998530852315,0.999999999999995,65536
0.42,1.0,9,0.187396317851669,0.976021273429909,1,65536
0.42,1.0,10,0.187396326227325,0.976030399944498,1,65536
0.42,1.0,11,0.18739632762887,0.976034075338634,1,65536
0.42,1.0,12,0.187396327864642,0.976035560040722,1,65536
0.42,1.0,13,0.187396327904487,0.976036161411879,1,65536
0.42,1.0,14,0.18739632791119,0.976036405570193,1,65536
0.42,1.0,15,0.187396327912317,0.976036504906107,1,65536
0.42,1.0,16,0.187396327912555,0.976036545395918,1,65536
0.42,1.0,17,0.187396327912585,0.976036561927102,1,65536
0.42,1.0,18,0.187396327912609,0.976036568686493,1,65536
0.42,1.0,19,0.187396327912668,0.976036571454033,1,65536
0.42,1.0,20,0.187396327912679,0.976036572588542,1,65536
0.44,1.0,1,0.169494665563743,0.949684235863226,0.949684235863226,65536
0.44,1.0,2,0.198965030296035,0.962399219463082,0.984831604923904,65536
0.44,1.0,3,0.202828981145578,0.96882071667159,0.999993747990604,65536
0.44,1.0,4,0.203458468526102,0.971542742700896,0.999998626945011,65536
0.44,1.0,5,0.203565082536232,0.972668992991347,0.999999999405556,65536
0.44,1.0,6,0.20358358450512,0.973134452967126,0.999999999887072,65536
0.44,1.0,7,0.203586854467404,0.973327562378404,0.999999999999951,65536
0.44,1.0,8,0.203587440417709,0.973408058207415,0.999999999999992,65536
0.44,1.0,9,0.203587546508152,0.973441763380665,1,65536
0.44,1.0,10,0.2035875658693,0.973455933212063,1,65536
0.44,1.0,11,0.203587569424821,0.973461911289742,1,65536
0.44,1.0,12,0.203587570080957,0.973464441127148,1,65536
0.44,1.0,13,0.203587570202662,0.973465514598878,1,65536
0.44,1.0,14,0.203587570225268,0.97346597117585,1,65536
0.44,1.0,15,0.203587570229487,0.973466165776075,1,65536
0.44,1.0,16,0.203587570230325,0.973466248871595,1,65536
0.44,1.0,17,0.203587570230509,0.973466284412708,1,65536
0.44,1.0,18,0.203587570230465,0.973466299636762,1,65536
0.44,1.0,19,0.203587570230474,0.97346630616675,1,65536
0.44,1.0,20,0.203587570230525,0.973466308971041,1,65536
0.46,1.0,1,0.182231476662085,0.944791388148477,0.944791388148477,65536
0.46,1.0,2,0.214801032603504,0.958039666136537,0.983806953509274,65536
0.46,1.0,3,0.21944856832887,0.965146187991818,0.999991916222878,65536
0.46,1.0,4,0.220272867152192,0.968307319727011,0.999998287034984,65536
0.46,1.0,5,0.220425255204141,0.969676601241387,0.999999999108898,65536
0.46,1.0,6,0.220454143156316,0.970268564591403,0.999999999836297,65536
0.46,1.0,7,0.220459721231541,0.970525383715282,0.999999999999914,65536
0.46,1.0,8,0.220460813399984,0.970637313728884,0.999999999999986,65536
0.46,1.0,9,0.220461029487555,0.970686313131204,0.999999999999999,65536
0.46,1.0,10,0.220461072583345,0.970707849213932,1,65536
0.46,1.0,11,0.220461081232288,0.970717347933542,1,65536
0.46,1.0,12,0.220461082976933,0.970721550306557,1,65536
0.46,1.0,13,0.220461083330279,0.970723414494582,1,65536
0.46,1.0,14,0.220461083402096,0.970724243409012,1,65536
0.46,1.0,15,0.220461083416791,0.970724612756848,1,65536
0.46,1.0,16,0.220461083419745,0.970724777636295,1,65536
0.46,1.0,17,0.220461083420434,0.970724851361656,1,65536
0.46,1.0,18,0.220461083420577,0.970724884376822,1,65536
0.46,1.0,19,0.220461083420617,0.970724899181308,1,65536
0.46,1.0,20,0.220461083420602,0.970724905827946,1,65536
0.48,1.0,1,0.195300003966116,0.939637500341963,0.939637500341963,65536
0.48,1.0,2,0.231154427040907,0.953344368791488,0.982784185721442,65536
0.48,1.0,3,0.236701380167197,0.961152636424147,0.99998966688832,65536
0.48,1.0,4,0.237768294078627,0.964792035288813,0.999997887545086,65536
0.48,1.0,5,0.237982747382885,0.966439628212674,0.9999999986895,65536
0.48,1.0,6,0.238026984557317,0.967183382071721,0.999999999767162,65536
0.48,1.0,7,0.238036281449032,0.967520184515938,0.999999999999854,65536
0.48,1.0,8,0.238038262852512,0.967673376058806,0.999999999999976,65536
0.48,1.0,9,0.238038689611704,0.967743357896803,1,65536
0.48,1.0,10,0.238038782270316,0.967775453922,1,65536
0.48,1.0,11,0.238038802515922,0.96779022565902,1,65536
0.48,1.0,12,0.238038806962098,0.967797044948077,1,65536
0.48,1.0,13,0.238038807942657,0.967800201480909,1,65536
0.48,1.0,14,0.2380388081597,0.967801666035475,1,65536
0.48,1.0,15,0.238038808207856,0.967802346971648,1,65536
0.48,1.0,16,0.23803880821856,0.967802664156469,1,65536
0.48,1.0,17,0.238038808221025,0.967802812148395,1,65536
0.48,1.0,18,0.238038808221564,0.967802881301254,1,65536
0.48,1.0,19,0.238038808221653,0.967802913658075,1,65536
0.48,1.0,20,0.238038808221822,0.967802928816383,1,65536
0.5,1.0,1,0.20869525501783,0.934215457667694,0.934215457667694,65536
0.5,1.0,2,0.248023288350934,0.948294913801392,0.98176696739395,65536
0.5,1.0,3,0.254596641679282,0.956815222603594,0.999986929574354,65536
0.5,1.0,4,0.255962849474132,0.96097115091371,0.999997422476547,65536
0.5,1.0,5,0.256260349031708,0.962934503983465,0.999999998106119,65536
0.5,1.0,6,0.256326889562331,0.963858459832262,0.999999999674564,65536
0.5,1.0,7,0.256342056269442,0.964294457389411,0.999999999999759,65536
0.5,1.0,8,0.256345562430844,0.964501064294852,0.999999999999961,65536
0.5,1.0,9,0.256346381630208,0.964599387430494,1,65536
0.5,1.0,10,0.256346574592193,0.964646361895048,1,65536
0.5,1.0,11,0.256346620334334,0.964668882095113,1,65536
0.5,1.0,12,0.256346631233241,0.964679711503375,1,65536
0.5,1.0,13,0.25634663384109,0.964684933039666,1,65536
0.5,1.0,14,0.256346634467328,0.964687456605669,1,65536
0.5,1.0,15,0.256346634618158,0.964688678788348,1,65536
0.5,1.0,16,0.25634663465455,0.964689271799158,1,65536
0.5,1.0,17,0.256346634663427,0.964689560009018,1,65536
0.5,1.0,18,0.256346634665537,0.964689700290965,1,65536
0.5,1.0,19,0.256346634666077,0.964689768663016,1,65536
0.5,1.0,20,0.256346634666189,0.964689802027539,1,65536
0.52,1.0,1,0.222413150562571,0.928517448269488,0.928517448269488,65536
0.52,1.0,2,0.265406248595394,0.942871565882403,0.980758995788465,65536
0.52,1.0,3,0.273144603544747,0.95210684103428,0.999983625681009,65536
0.52,1.0,4,0.274876791623416,0.956815886009849,0.999996885822524,65536
0.52,1.0,5,0.27528405485557,0.959134263786312,0.999999997306568,65536
0.52,1.0,6,0.275382499177699,0.960269989591181,0.999999999552406,65536
0.52,1.0,7,0.275406756217622,0.960827599822078,0.999999999999611,65536
0.52,1.0,8,0.275412819060842,0.961102462654375,0.999999999999939,65536
0.52,1.0,9,0.275414350770726,0.961238513881116,0.999999999999999,65536
0.52,1.0,10,0.27541474092488,0.961306115867862,0.999999999999999,65536
0.52,1.0,11,0.275414840943518,0.96133982193141,1,65536
0.52,1.0,12,0.275414866716474,0.96135667861202,1,65536
0.52,1.0,13,0.275414873385926,0.961365131278203,1,65536
0.52,1.0,14,0.275414875117934,0.961369379785955,1,65536
0.52,1.0,15,0.275414875569102,0.961371519636174,1,65536
0.52,1.0,16,0.275414875686919,0.96137259941562,1,65536
0.52,1.0,17,0.27541487571784,0.961373145181604,1,65536
0.52,1.0,18,0.275414875725919,0.961373421445886,1,65536
0.52,1.0,19,0.275414875728074,0.961373561477836,1,65536
0.52,1.0,20,0.275414875728619,0.961373632543421,1,65536
0.54,1.0,1,0.236450540201899,0.922534878780028,0.922534878780028,65536
0.54,1.0,2,0.283302459995062,0.937053108310443,0.97976401854546,65536
0.54,1.0,3,0.292356470231529,0.946997873905498,0.99997966775276,65536
0.54,1.0,4,0.294532536304864,0.952294054147933,0.999996271642706,65536
0.54,1.0,5,0.295083229038681,0.955008067851896,0.999999996225493,65536
0.54,1.0,6,0.295226649333529,0.956390239235265,0.9999999993935,65536
0.54,1.0,7,0.295264737395699,0.957095320966697,0.999999999999385,65536
0.54,1.0,8,0.295274999134284,0.957456339025444,0.999999999999906,65536
0.54,1.0,9,0.295277794005288,0.957641931841638,1,65536
0.54,1.0,10,0.295278561543933,0.957737702790456,1,65536
0.54,1.0,11,0.295278773697592,0.95778729141867,1,65536
0.54,1.0,12,0.295278832643902,0.957813044983022,1,65536
0.54,1.0,13,0.295278849092052,0.957826455504582,1,65536
0.54,1.0,14,0.295278853698064,0.957833455094698,1,65536
0.54,1.0,15,0.29527885499184,0.95783711611875,1,65536
0.54,1.0,16,0.295278855356212,0.957839034507938,1,65536
0.54,1.0,17,0.295278855459032,0.957840041417363,1,65536
0.54,1.0,18,0.295278855488133,0.957840570704103,1,65536
0.54,1.0,19,0.295278855496354,0.957840849300772,1,65536
0.54,1.0,20,0.295278855498709,0.95784099612268,1,65536
0.56,1.0,1,0.250805233836177,0.916258274749833,0.916258274749833,65536
0.56,1.0,2,0.301711566276355,0.930816655376632,0.978785855450733,65536
0.56,1.0,3,0.312244327475068,0.941455903569966,0.99997495872429,65536
0.56,1.0,4,0.314954650341282,0.94736964176517,0.99999557414434,65536
0.56,1.0,5,0.315690777503951,0.950520643487142,0.999999994781813,65536
0.56,1.0,6,0.315896744906343,0.952186892386863,0.999999999189469,65536
0.56,1.0,7,0.315955532607432,0.953068930450315,0.999999999999046,65536
0.56,1.0,8,0.315972558071176,0.95353743315856,0.99999999999986,65536
0.56,1.0,9,0.315977543129811,0.953787243407502,1,65536
0.56,1.0,10,0.315979015037476,0.953920937451052,1,65536
0.56,1.0,11,0.315979452491948,0.953992728403246,1,65536
0.56,1.0,12,0.315979583187631,0.954031393888057,1,65536
0.56,1.0,13,0.315979622402951,0.954052273590064,1,65536
0.56,1.0,14,0.315979634211847,0.954063575203902,1,65536
0.56,1.0,15,0.315979637778762,0.954069705167597,1,65536
0.56,1.0,16,0.315979638858943,0.954073036198144,1,65536
0.56,1.0,17,0.315979639186845,0.954074849284543,1,65536
0.56,1.0,18,0.315979639286591,0.954075837621923,1,65536
0.56,1.0,19,0.315979639316961,0.954076377103145,1,65536
0.56,1.0,20,0.315979639326219,0.954076671937221,1,65536
0.58,1.0,1,0.265476050886633,0.909677162476024,0.909677162476024,65536
0.58,1.0,2,0.320633682779162,0.924137430749983,0.97782842370298,65536
0.58,1.0,3,0.33282106751401,0.935445374542592,0.999969391055413,65536
0.58,1.0,4,0.336169835564617,0.94200231691938,0.999994787770385,65536
0.58,1.0,5,0.33714332269802,0.945631633117236,0.999999992875767,65536
0.58,1.0,6,0.337435170976707,0.947622267840161,0.999999998930675,65536
0.58,1.0,7,0.337524462962979,0.948714483465666,0.999999999998545,65536
0.58,1.0,8,0.33755218806162,0.949315583993353,0.999999999999792,65536
0.58,1.0,9,0.337560892612848,0.94964761374348,1,65536
0.58,1.0,10,0.337563648763701,0.949831676517064,1,65536
0.58,1.0,11,0.337564527251103,0.949934049682919,1,65536
0.58,1.0,12,0.337564808744096,0.949991156583341,1,65536
0.58,1.0,13,0.337564899334401,0.950023096246336,1,65536
0.58,1.0,14,0.337564928593879,0.950041001603531,1,65536
0.58,1.0,15,0.337564938073337,0.950051060132115,1,65536
0.58,1.0,16,0.337564941152554,0.95005672106315,1,65536
0.58,1.0,17,0.337564942155116,0.950059912305487,1,65536
0.58,1.0,18,0.337564942482193,0.950061713988077,1,65536
0.58,1.0,19,0.337564942589106,0.950062732535245,1,65536
0.58,1.0,20,0.337564942624156,0.950063309055227,1,65536
0.6,1.0,1,0.280462890208351,0.902779927772194,0.902779927772194,65536
0.6,1.0,2,0.340069386042603,0.916988503599817,0.976895767563151,65536
0.6,1.0,3,0.354100310433858,0.928927193272604,0.99996284572349,65536
0.6,1.0,4,0.358206898842379,0.936146852298917,0.999993907295841,65536
0.6,1.0,5,0.359481374642735,0.94029482763621,0.999999990385514,65536
0.6,1.0,6,0.359889737617937,0.94265239250039,0.999999998606139,65536
0.6,1.0,7,0.360023334594008,0.943991749568563,0.999999999997814,65536
0.6,1.0,8,0.36006770003783,0.9447546573944,0.999999999999698,65536
0.6,1.0,9,0.360082599283537,0.945190713035106,1,65536
0.6,1.0,10,0.360087646065329,0.945440814876941,1,65536
0.6,1.0,11,0.360089367055414,0.945584725402918,1,65536
0.6,1.0,12,0.360089957078274,0.945667774135189,1,65536
0.6,1.0,13,0.360090160248479,0.94571582515462,1,65536
0.6,1.0,14,0.360090230464277,0.945743691321742,1,65536
0.6,1.0,15,0.360090254805938,0.9457598850659,1,65536
0.6,1.0,16,0.36009026326693,0.945769313017141,1,65536
0.6,1.0,17,0.360090266214706,0.945774811018605,1,65536
0.6,1.0,18,0.360090267243613,0.945778022004838,1,65536
0.6,1.0,19,0.360090267603539,0.945779899834619,1,65536
0.6,1.0,20,0.360090267729598,0.945780999357759,1,65536
0.62,1.0,1,0.295766824795963,0.895553645870145,0.895553645870145,65536
0.62,1.0,2,0.360019714161408,0.909340471874618,0.975992093530751,65536
0.62,1.0,3,0.376096319851562,0.921858250425494,0.999955191032227,65536
0.62,1.0,4,0.381096702968367,0.929752442086427,0.99999292793378,65536
0.62,1.0,5,0.382749490294518,0.934457258548322,0.999999987163199,65536
0.62,1.0,6,0.383314152120329,0.937225894088904,0.999999998203506,65536
0.62,1.0,7,0.383511223286587,0.938852963516988,0.999999999996768,65536
0.62,1.0,8,0.383581056476171,0.9398112246496,0.999999999999569,65536
0.62,1.0,9,0.383606085074975,0.940377387904908,1,65536
0.62,1.0,10,0.383615133914914,0.940713001556577,0.999999999999999,65536
0.62,1.0,11,0.38361842776746,0.940912573998075,1,65536
0.62,1.0,12,0.38361963328379,0.941031589676748,1,65536
0.62,1.0,13,0.383620076447854,0.941102747691745,1,65536
0.62,1.0,14,0.383620239961882,0.94114538999894,1,65536
0.62,1.0,15,0.383620300481771,0.941170996386965,1,65536
0.62,1.0,16,0.383620322941343,0.941186401086498,1,65536
0.62,1.0,17,0.383620331295575,0.941195683780651,1,65536
0.62,1.0,18,0.383620334409508,0.941201285741507,1,65536
0.62,1.0,19,0.383620335572239,0.941204670984752,1,65536
0.62,1.0,20,0.383620336007073,0.941206719173313,1,65536
0.64,1.0,1,0.311390226976115,0.887983874792265,0.887983874792265,65536
0.64,1.0,2,0.38048617996601,0.901161078768209,0.975121812554818,65536
0.64,1.0,3,0.398823910987221,0.914190845599459,0.999946281182926,65536
0.64,1.0,4,0.404872092042135,0.922761885984204,0.99999184545325,65536
0.64,1.0,5,0.406996410954515,0.928058114429623,0.999999983030405,65536
0.64,1.0,6,0.407768509226959,0.931282669940488,0.99999999770902,65536
0.64,1.0,7,0.40805534676612,0.933241304265551,0.999999999995284,65536
0.64,1.0,8,0.40816357102841,0.934432927392971,0.999999999999393,65536
0.64,1.0,9,0.408204877802367,0.9351599881411,0.999999999999999,65536
0.64,1.0,10,0.408220783565856,0.935604992757006,1,65536
0.64,1.0,11,0.40822695075966,0.93587818917099,1,65536
0.64,1.0,12,0.408229355196649,0.936046379208402,1,65536
0.64,1.0,13,0.40823029684188,0.936150185738772,1,65536
0.64,1.0,14,0.408230666992785,0.936214400665063,1,65536
0.64,1.0,15,0.408230812953424,0.936254205126504,1,65536
0.64,1.0,16,0.408230870665014,0.936278923560981,1,65536
0.64,1.0,17,0.408230893536996,0.936294298867115,1,65536
0.64,1.0,18,0.408230902620022,0.936303876770798,1,65536
0.64,1.0,19,0.40823090623361,0.93630985125222,1,65536
0.64,1.0,20,0.408230907673617,0.936313582549658,1,65536
0.66,1.0,1,0.327336931972006,0.88005440195548,0.88005440195548,65536
0.66,1.0,2,0.40147080013067,0.892414743721001,0.974289591291659,65536
0.66,1.0,3,0.422298348910297,0.905871987716375,0.999935954536324,65536
0.66,1.0,4,0.429567783327257,0.915110604990089,0.99999065631215,65536
0.66,1.0,5,0.432275164335808,0.921027436277754,0.999999977772852,65536
0.66,1.0,6,0.433319785330784,0.924752274615854,0.999999997107548,65536
0.66,1.0,7,0.433732019512308,0.927089031554275,0.999999999993208,65536
0.66,1.0,8,0.433897288536833,0.928556444576561,0.999999999999156,65536
0.66,1.0,9,0.433964327630507,0.929480251057803,0.999999999999998,65536
0.66,1.0,10,0.433991766176513,0.930063532562313,1,65536
0.66,1.0,11,0.434003075656127,0.930432880126975,1,65536
0.66,1.0,12,0.434007763314876,0.930667395921327,1,65536
0.66,1.0,13,0.434009715168233,0.930816670677314,1,65536
0.66,1.0,14,0.434010530956665,0.930911900717943,1,65536
0.66,1.0,15,0.434010873006822,0.930972775512166,1,65536
0.66,1.0,16,0.434011016814948,0.931011759759759,1,65536
0.66,1.0,17,0.434011077418777,0.931036766155235,1,65536
0.66,1.0,18,0.434011103011192,0.931052830199635,1,65536
0.66,1.0,19,0.434011113838229,0.931063163535879,1,65536
0.66,1.0,20,0.434011118426132,0.931069818649562,1,65536
0.68,1.0,1,0.343612450817389,0.871746930119637,0.871746930119637,65536
0.68,1.0,2,0.422976144820173,0.883061982679359,0.973500415134208,65536
0.68,1.0,3,0.446535234414783,0.896842534885377,0.99992403146768,65536
0.68,1.0,4,0.455220215308174,0.906725441224533,0.999989357809463,65536
0.68,1.0,5,0.458643113556342,0.91328453094632,0.999999971134178,65536
0.68,1.0,6,0.46004231612,0.917551950105533,0.999999996382622,65536
0.68,1.0,7,0.460627677590115,0.920315186413339,0.999999999990334,65536
0.68,1.0,8,0.460876553671269,0.922104949369255,0.999999999998841,65536
0.68,1.0,9,0.460983637327588,0.923266613195167,0.999999999999997,65536
0.68,1.0,10,0.461030134344325,0.92402261436626,1,65536
0.68,1.0,11,0.461050468606376,0.924515964079661,1,65536
0.68,1.0,12,0.461059412091469,0.924838756532514,1,65536
0.68,1.0,13,0.461063363909796,0.925050466578925,1,65536
0.68,1.0,14,0.461065116789037,0.925189626793232,1,65536
0.68,1.0,15,0.461065896812873,0.925281281169627,1,65536
0.68,1.0,16,0.461066244877314,0.925341755640842,1,65536
0.68,1.0,17,0.461066400561774,0.925381722178168,1,65536
0.68,1.0,18,0.461066470342215,0.925408174258534,1,65536
0.68,1.0,19,0.461066501676329,0.925425705115445,1,65536
0.68,1.0,20,0.461066515769472,0.925437337656381,1,65536
0.7,1.0,1,0.360224248064123,0.863040683535395,0.863040683535395,65536
0.7,1.0,2,0.445005414710907,0.873058682791413,0.972759666763611,65536
0.7,1.0,3,0.471550374576821,0.887036123952441,0.999910311680871,65536
0.7,1.0,4,0.481867338483948,0.897523176467601,0.999987948263103,65536
0.7,1.0,5,0.486161929229342,0.904736019889334,0.999999962808589,65536
0.7,1.0,6,0.488018228025956,0.909584195502215,0.999999995516574,65536
0.7,1.0,7,0.488839949877796,0.912822729267996,0.999999999986395,65536
0.7,1.0,8,0.489209766669814,0.914984904774644,0.999999999998429,65536
0.7,1.0,9,0.489378240753979,0.916430773112347,0.999999999999994,65536
0.7,1.0,10,0.489455707298795,0.917399923117281,0.999999999999999,65536
0.7,1.0,11,0.489491587450278,0.918051190247444,1,65536
0.7,1.0,12,0.489508302852949,0.918489931911191,1,65536
0.7,1.0,13,0.489516126866294,0.918786191703792,1,65536
0.7,1.0,14,0.489519803387739,0.91898667067527,1,65536
0.7,1.0,15,0.48952153666573,0.919122600302435,1,65536
0.7,1.0,16,0.489522356097241,0.919214927590566,1,65536
0.7,1.0,17,0.489522744430019,0.919277739926247,1,65536
0.7,1.0,18,0.489522928850235,0.919320535051544,1,65536
0.7,1.0,19,0.489523016594236,0.919349730881399,1,65536
0.7,1.0,20,0.489523058409948,0.919369673109161,1,65536
0.72,1.0,1,0.377182106333636,0.853911907413083,0.853911907413083,65536
0.72,1.0,2,0.467562555601773,0.862355182682794,0.972073225479253,65536
0.72,1.0,3,0.497359634607136,0.876377820000357,0.999894570792556,65536
0.72,1.0,4,0.509548330927773,0.887408678211809,0.999986427222503,65536
0.72,1.0,5,0.514897452089946,0.895273408371749,0.999999952432037,65536
0.72,1.0,6,0.517337780698269,0.90073373400442,0.999999994490703,65536
0.72,1.0,7,0.518478735459509,0.904494942288482,0.999999999981045,65536
0.72,1.0,8,0.519021308072621,0.907081990622213,0.999999999997895,65536
0.72,1.0,9,0.519282553356911,0.908863263049178,0.999999999999992,65536
0.72,1.0,10,0.519409539077218,0.910092182344921,0.999999999999999,65536
0.72,1.0,11,0.519471723764146,0.910941988328079,1,65536
0.72,1.0,12,0.519502356548453,0.911531008368844,1,65536
0.72,1.0,13,0.519517519456729,0.911940183630512,1,65536
0.72,1.0,14,0.519525054882282,0.912225016878485,1,65536
0.72,1.0,15,0.519528812249925,0.912423672466568,1,65536
0.72,1.0,16,0.519530691106844,0.912562465525611,1,65536
0.72,1.0,17,0.519531632924839,0.912659589015406,1,65536
0.72,1.0,18,0.519532106039222,0.912727651687009,1,65536
0.72,1.0,19,0.519532344150248,0.912775411940451,1,65536
0.72,1.0,20,0.519532464186963,0.912808966207409,1,65536
0.74,1.0,1,0.394498609778639,0.844333222196493,0.844333222196493,65536
0.74,1.0,2,0.490652426105884,0.850895088341258,0.971447594823479,65536
0.74,1.0,3,0.523978767210186,0.864782386088284,0.99987655591457,65536
0.74,1.0,4,0.538303214156601,0.876272543269776,0.999984795729397,65536
0.74,1.0,5,0.544919400831338,0.884770012384206,0.999999939571528,65536
0.74,1.0,6,0.548099558465924,0.890863677160951,0.999999993285557,65536
0.74,1.0,7,0.549667221903788,0.895190853221233,0.999999999973847,65536
0.74,1.0,8,0.550453587085182,0.89825587213877,0.999999999997211,65536
0.74,1.0,9,0.550853095962163,0.900427690485476,0.999999999999989,65536
0.74,1.0,10,0.55105804003309,0.901969018184842,1,65536
0.74,1.0,11,0.551163974229586,0.903065107555095,0.999999999999999,65536
0.74,1.0,12,0.55121906368169,0.903846244322855,1,65536
0.74,1.0,13,0.551247853654498,0.90440409772678,1,65536
0.74,1.0,14,0.551262960801837,0.904803284264719,1,65536
0.74,1.0,15,0.551270915173866,0.905089460393153,1,65536
0.74,1.0,16,0.551275115553367,0.905294968530918,1,65536
0.74,1.0,17,0.551277339140275,0.905442777637355,1,65536
0.74,1.0,18,0.551278518812397,0.905549239116975,1,65536
0.74,1.0,19,0.55127914585207,0.905626019531637,1,65536
0.74,1.0,20,0.551279479708963,0.905681460089119,1,65536
0.76,1.0,1,0.412189794122289,0.834272776157498,0.834272776157498,65536
0.76,1.0,2,0.514281042387686,0.838613722044624,0.970890069496673,65536
0.76,1.0,3,0.55142321550297,0.852152027299562,0.999855979833479,65536
0.76,1.0,4,0.568172335370845,0.863988049316167,0.999983056647255,65536
0.76,1.0,5,0.576300860727613,0.873077006996642,0.999999923711877,65536
0.76,1.0,6,0.5804104197706,0.879810597839028,0.999999991881311,65536
0.76,1.0,7,0.582542740827453,0.88473933274418,0.999999999964234,65536
0.76,1.0,8,0.583669124016357,0.888333396063931,0.999999999996343,65536
0.76,1.0,9,0.584271951024238,0.890953165257247,0.999999999999984,65536
0.76,1.0,10,0.584597793355733,0.892864784728464,0.999999999999999,65536
0.76,1.0,11,0.58477529062867,0.894262021441598,1,65536
0.76,1.0,12,0.58487258105819,0.895285233094045,1,65536
0.76,1.0,13,0.584926178194432,0.896035992580526,1,65536
0.76,1.0,14,0.584955828249012,0.896587877257726,1,65536
0.76,1.0,15,0.584972288183395,0.896994284820252,1,65536
0.76,1.0,16,0.584981452912044,0.897294054666185,1,65536
0.76,1.0,17,0.584986568764581,0.897515503092713,1,65536
0.76,1.0,18,0.584989430814627,0.897679321811782,1,65536
0.76,1.0,19,0.584991035088314,0.897800664031541,1,65536
0.76,1.0,20,0.584991935879154,0.89789064962946,1,65536
0.78,1.0,1,0.430276035985309,0.823693111261036,0.823693111261036,65536
0.78,1.0,2,0.538455937953702,0.825436049952625,0.97040895807136,65536
0.78,1.0,3,0.579707886104218,0.838373389767113,0.999832513178885,65536
0.78,1.0,4,0.599195667991271,0.850407130181192,0.999981215091232,65536
0.78,1.0,5,0.609117459322577,0.860018243727163,0.999999904238979,65536
0.78,1.0,6,0.614385068770052,0.867378084321294,0.999999990258333,65536
0.78,1.0,7,0.617257297193705,0.872931353010578,0.999999999951486,65536
0.78,1.0,8,0.618852505385965,0.877099607372877,0.999999999995255,65536
0.78,1.0,9,0.619750435364924,0.880224203154631,0.999999999999977,65536
0.78,1.0,10,0.620261044032364,0.882567535843233,0.999999999999997,65536
0.78,1.0,11,0.620553721604464,0.884327178179183,0.999999999999999,65536
0.78,1.0,12,0.62072255348212,0.885650651115186,1,65536
0.78,1.0,13,0.620820450739768,0.886647788791487,1,65536
0.78,1.0,14,0.620877460367886,0.887400350749214,1,65536
0.78,1.0,15,0.620910778919616,0.887969266885611,1,65536
0.78,1.0,16,0.620930310961439,0.888400024304227,1,65536
0.78,1.0,17,0.620941791036661,0.888726650380221,1,65536
0.78,1.0,18,0.620948553830478,0.888974653429141,1,65536
0.78,1.0,19,0.620952545631273,0.8891631951073,1,65536
0.78,1.0,20,0.620954905954998,0.889306697999718,1,65536
0.8,1.0,1,0.448783295812972,0.812549610282201,0.812549610282201,65536
0.8,1.0,2,0.563186700611227,0.811273848796539,0.970013887043572,65536
0.8,1.0,3,0.608846891390657,0.823313474779828,0.999805773627281,65536
0.8,1.0,4,0.631411860920365,0.83535493566066,0.999979279010021,65536
0.8,1.0,5,0.643446089221018,0.845383294565558,0.999999880418114,65536
0.8,1.0,6,0.650145041860755,0.853328121488096,0.999999988397918,65536
0.8,1.0,7,0.65397751228745,0.859509629011834,0.999999999934692,65536
0.8,1.0,8,0.656211931650874,0.864285669576816,0.999999999993902,65536
0.8,1.0,9,0.657532741628001,0.867967037652593,0.999999999999966,65536
0.8,1.0,10,0.658321709492965,0.870803915509084,0.999999999999998,65536
0.8,1.0,11,0.658796857853767,0.872991706415196,1,65536
0.8,1.0,12,0.659084889324713,0.874681041765908,1,65536
0.8,1.0,13,0.659260425241785,0.875987399548685,1,65536
0.8,1.0,14,0.659367875717674,0.876999147189149,1,65536
0.8,1.0,15,0.659433893016936,0.877783911902654,1,65536
0.8,1.0,16,0.659474581429818,0.878393504114978,1,65536
0.8,1.0,17,0.65949972651591,0.878867679190512,1,65536
0.8,1.0,18,0.659515302239392,0.879236997235651,1,65536
0.8,1.0,19,0.659524970054357,0.879524993824875,1,65536
0.8,1.0,20,0.659530981628691,0.879749828203395,1,65536
0.82,1.0,1,0.467744900610698,0.800788312859409,0.800788312859409,65536
0.82,1.0,2,0.588485791795567,0.796021726458278,0.969716227129382,65536
0.82,1.0,3,0.638853266757585,0.806813922104913,0.999775310591881,65536
0.82,1.0,4,0.664856933527173,0.818622272161403,0.999977260005846,65536
0.82,1.0,5,0.67936296264576,0.828917857178984,0.999999851364913,65536
0.82,1.0,6,0.68781678377887,0.837369261283292,0.999999986283377,65536
0.82,1.0,7,0.692883559437072,0.844154416001077,0.999999999912687,65536
0.82,1.0,8,0.695979876362389,0.849552252403911,0.999999999992238,65536
0.82,1.0,9,0.697899068244281,0.853830673761518,0.999999999999951,65536
0.82,1.0,10,0.699101516352735,0.85721805464779,0.999999999999996,65536
0.82,1.0,11,0.699861264560351,0.859900409016438,1,65536
0.82,1.0,12,0.700344544673154,0.862026210427429,1,65536
0.82,1.0,13,0.700653655847731,0.863712857269122,1,65536
0.82,1.0,14,0.700852268796672,0.865052790936516,1,65536
0.82,1.0,15,0.700980371987307,0.866118697915546,1,65536
0.82,1.0,16,0.701063265656719,0.866967735369585,1,65536
0.82,1.0,17,0.701117054403292,0.867644888763232,1,65536
0.82,1.0,18,0.701152041501683,0.868185610702702,1,65536
0.82,1.0,19,0.701174846929899,0.86861788406405,1,65536
