protocol,length,gamma,distance,scaled_distance,mean_correlation,std_correlation,trajectories
qsd,32,0.1,2,1.9871737022884115,0.010694191269353996,0.002965706186249662,8
qsd,32,0.1,3,2.956815442488522,0.007836722015456744,0.0016984959814095358,8
qsd,32,0.1,4,3.8979814336177308,0.007200678033699596,0.0015383219370416128,8
qsd,32,0.1,5,4.801607732687796,0.007234037915591687,0.0012781604349342125,8
qsd,32,0.1,6,5.658991924466292,0.006614906155874649,0.0010787382102082348,8
qsd,32,0.1,7,6.461876930492518,0.0072731204719047645,0.0022693082739247694,8
qsd,32,0.1,8,7.2025305292568484,0.006355427868934623,0.0014415027313933152,8
qsd,32,0.1,9,7.873819821720744,0.005701816889831549,0.0015264841590266734,8
qsd,32,0.1,11,8.983176232889269,0.0059739948338360365,0.0012965861996389718,8
qsd,32,0.1,12,9.410559642918447,0.005167667172177915,0.0009870314761884391,8
qsd,32,0.1,14,9.990196831228465,0.0048949158691466935,0.0018047851547515566,8
qsd,32,0.1,16,10.185916357881302,0.004850500519938417,0.0014692807417249626,8
qsd,32,0.15,1,0.9983943930356184,0.018034881747915826,0.003445347404057737,8
qsd,32,0.15,2,1.9871737022884115,0.010305489601869475,0.002599726314175511,8
qsd,32,0.15,3,2.956815442488522,0.009223900373761956,0.0019934700343177797,8
qsd,32,0.15,4,3.8979814336177308,0.008020676437016972,0.0011924381709940387,8
qsd,32,0.15,5,4.801607732687796,0.006980673729207178,0.0011916795198243413,8
qsd,32,0.15,6,5.658991924466292,0.0061490538126400245,0.0014506766222992663,8
qsd,32,0.15,7,6.461876930492518,0.005444066728235135,0.00161096844695022,8
qsd,32,0.15,8,7.2025305292568484,0.005451443797675142,0.0015238742663878963,8
qsd,32,0.15,9,7.873819821720744,0.0055919322983619514,0.0015392245713810905,8
qsd,32,0.15,11,8.983176232889269,0.00503307022750534,0.0012843686101420345,8
qsd,32,0.15,12,9.410559642918447,0.004623658916727531,0.0009367497556638783,8
qsd,32,0.15,14,9.990196831228465,0.005016477363510621,0.00128601788486433,8
qsd,32,0.15,16,10.185916357881302,0.004384541154595202,0.0020290153822493215,8
qsd,32,0.2,1,0.9983943930356184,0.01796492107119576,0.00425318212437367,8
qsd,32,0.2,2,1.9871737022884115,0.011625824443714893,0.003255138833559751,8
qsd,32,0.2,3,2.956815442488522,0.00851304391672411,0.0018693181554789405,8
qsd,32,0.2,4,3.8979814336177308,0.007815403703933264,0.0009733095232887738,8
qsd,32,0.2,5,4.801607732687796,0.007433651744414835,0.0017016855941415436,8
qsd,32,0.2,6,5.658991924466292,0.005241172450261048,0.001526914338274033,8
qsd,32,0.2,7,6.461876930492518,0.005104785142769705,0.0008868716344619645,8
qsd,32,0.2,8,7.2025305292568484,0.006257575103211061,0.0016694419523719964,8
qsd,32,0.2,9,7.873819821720744,0.005165562158509394,0.0016862725974090892,8
qsd,32,0.2,11,8.983176232889269,0.004627928565322899,0.0010618636456311138,8
qsd,32,0.2,12,9.410559642918447,0.0037672080742260053,0.0012920446164970394,8
qsd,32,0.2,14,9.990196831228465,0.004205006661160887,0.001344608640414154,8
qsd,32,0.2,16,10.185916357881302,0.004864178279299893,0.001765266016551009,8
qsd,32,0.25,1,0.9983943930356184,0.019735264697936072,0.004043830703625937,8
qsd,32,0.25,2,1.9871737022884115,0.013641162811223134,0.0025977499550780816,8
qsd,32,0.25,3,2.956815442488522,0.011150577251875779,0.002249552379044836,8
qsd,32,0.25,4,3.8979814336177308,0.0090188270616387,0.0014148566770313695,8
qsd,32,0.25,5,4.801607732687796,0.006781212658541668,0.0013278438052408566,8
qsd,32,0.25,6,5.658991924466292,0.005527948933372584,0.0012793787883807208,8
qsd,32,0.25,7,6.461876930492518,0.004258345653794073,0.0012691222978035129,8
qsd,32,0.25,8,7.2025305292568484,0.0053057258241495766,0.002329307047385849,8
qsd,32,0.25,9,7.873819821720744,0.004876856281947891,0.0010950753751911768,8
qsd,32,0.25,11,8.983176232889269,0.003332414457993823,0.0006648607733923663,8
qsd,32,0.25,12,9.410559642918447,0.0038806185242931017,0.0008779953197125956,8
qsd,32,0.25,14,9.990196831228465,0.0032008176976384495,0.001214916980061133,8
qsd,32,0.25,16,10.185916357881302,0.003830696831792127,0.0013395516206075118,8
qsd,32,0.3,1,0.9983943930356184,0.02151379459516646,0.004767363474049954,8
qsd,32,0.3,2,1.9871737022884115,0.011896310360926029,0.0029705067612424956,8
qsd,32,0.3,3,2.956815442488522,0.008806600371281248,0.002470864740734857,8
qsd,32,0.3,4,3.8979814336177308,0.007716804038940335,0.0010593935135672333,8
qsd,32,0.3,5,4.801607732687796,0.005708360238416816,0.0015954674678926408,8
qsd,32,0.3,6,5.658991924466292,0.004977268633238864,0.0011607434198964111,8
qsd,32,0.3,7,6.461876930492518,0.004498345677849229,0.0006830713679978424,8
qsd,32,0.3,8,7.2025305292568484,0.004830613254985338,0.001461186019834698,8
qsd,32,0.3,9,7.873819821720744,0.0039045929217852086,0.001413485231675169,8
qsd,32,0.3,11,8.983176232889269,0.0034576646785448514,0.0010453103520968769,8
qsd,32,0.3,12,9.410559642918447,0.003168512223992324,0.0005744537757404409,8
qsd,32,0.3,14,9.990196831228465,0.002999979976440259,0.0008265345165071636,8
qsd,32,0.3,16,10.185916357881302,0.003011103199839734,0.0008527603873879244,8
qsd,32,0.35,1,0.9983943930356184,0.021542366981267245,0.003712314868632992,8
qsd,32,0.35,2,1.9871737022884115,0.011813656479669442,0.0025341677467797356,8
qsd,32,0.35,3,2.956815442488522,0.00840958471189462,0.0027484463830192126,8
qsd,32,0.35,4,3.8979814336177308,0.0087679799896423,0.0022896848591449307,8
qsd,32,0.35,5,4.801607732687796,0.007524325806982633,0.0015671911109827225,8
qsd,32,0.35,6,5.658991924466292,0.005105339310500325,0.0016862072864295777,8
qsd,32,0.35,7,6.461876930492518,0.004713504138875861,0.0016747303488193854,8
qsd,32,0.35,8,7.2025305292568484,0.004315481593450896,0.0009638220612393305,8
qsd,32,0.35,9,7.873819821720744,0.004022809443753306,0.001324252844789499,8
qsd,32,0.35,11,8.983176232889269,0.003389191705978688,0.0009226378001004566,8
qsd,32,0.35,12,9.410559642918447,0.0030225983455470177,0.0008323741965314875,8
qsd,32,0.35,14,9.990196831228465,0.0027583908337037765,0.0004976186660352858,8
qsd,32,0.35,16,10.185916357881302,0.0027206954303403345,0.0007620799954438727,8
qsd,32,0.4,1,0.9983943930356184,0.027821527984201407,0.005679203341535786,8
qsd,32,0.4,2,1.9871737022884115,0.01452809350715326,0.0029256747396993886,8
qsd,32,0.4,3,2.956815442488522,0.00936475165765319,0.0016276400302188358,8
qsd,32,0.4,4,3.8979814336177308,0.006692013422471617,0.0019900136066129458,8
qsd,32,0.4,5,4.801607732687796,0.006106407976351575,0.002324515607317209,8
qsd,32,0.4,6,5.658991924466292,0.0045807748296167305,0.001759218063735994,8
qsd,32,0.4,7,6.461876930492518,0.0034441585153977146,0.0011033820901502616,8
qsd,32,0.4,8,7.2025305292568484,0.003837336977817513,0.0008445741708783262,8
qsd,32,0.4,9,7.873819821720744,0.0032501149231694204,0.0010590188533322242,8
qsd,32,0.4,11,8.983176232889269,0.00208787089778,0.0007041856470351572,8
qsd,32,0.4,12,9.410559642918447,0.0023604706489499232,0.0006129862669644341,8
qsd,32,0.4,14,9.990196831228465,0.00207418175021763,0.0004885159378215773,8
qsd,32,0.4,16,10.185916357881302,0.0015386766384393638,0.0006194345488472359,8
qsd,32,0.5,1,0.9983943930356184,0.024464874273232445,0.00448146871631604,8
qsd,32,0.5,2,1.9871737022884115,0.011324834333527914,0.0019155249235634274,8
qsd,32,0.5,3,2.956815442488522,0.007863325346020286,0.0023914563969404906,8
qsd,32,0.5,4,3.8979814336177308,0.006130847646328439,0.002054934936536151,8
qsd,32,0.5,5,4.801607732687796,0.0047779139438152655,0.0007675481154517739,8
qsd,32,0.5,6,5.658991924466292,0.003791393530959646,0.0013249460886055,8
qsd,32,0.5,7,6.461876930492518,0.004686471862657649,0.0016098547538016968,8
qsd,32,0.5,8,7.2025305292568484,0.003259537903788275,0.0010779005604140215,8
qsd,32,0.5,9,7.873819821720744,0.0030647186293046207,0.0011605040526147408,8
qsd,32,0.5,11,8.983176232889269,0.0029320910864237474,0.0007158141056912567,8
qsd,32,0.5,12,9.410559642918447,0.0023926284583227304,0.0007695420289643693,8
qsd,32,0.5,14,9.990196831228465,0.001989387405870781,0.0007671935565599586,8
qsd,32,0.5,16,10.185916357881302,0.002326993240810544,0.001367976826967262,8
qsd,32,0.6,1,0.9983943930356184,0.02734273722936438,0.005956794932600217,8
qsd,32,0.6,2,1.9871737022884115,0.012939358988035311,0.0029094314771410607,8
qsd,32,0.6,3,2.956815442488522,0.009322408726660767,0.00114019110986168,8
qsd,32,0.6,4,3.8979814336177308,0.007237942150781688,0.0018051005620773302,8
qsd,32,0.6,5,4.801607732687796,0.004813473666317926,0.0017844882405688744,8
qsd,32,0.6,6,5.658991924466292,0.004327042757058668,0.0013026998291664376,8
qsd,32,0.6,7,6.461876930492518,0.003651650924261159,0.0017563404140340483,8
qsd,32,0.6,8,7.2025305292568484,0.0025606833012498317,0.0006836924821048831,8
qsd,32,0.6,9,7.873819821720744,0.002349296897761517,0.0011376750298415375,8
qsd,32,0.6,11,8.983176232889269,0.0016038350847377037,0.000436441478131975,8
qsd,32,0.6,12,9.410559642918447,0.001978283057325106,0.0008922930594306031,8
qsd,32,0.6,14,9.990196831228465,0.0017268012973190106,0.0012581188217578873,8
qsd,32,0.6,16,10.185916357881302,0.0015410370370110762,0.0005459322604096758,8
qsd,32,0.8,1,0.9983943930356184,0.027398676171944775,0.005819112619170377,8
qsd,32,0.8,2,1.9871737022884115,0.013115321386763315,0.004301594921189922,8
qsd,32,0.8,3,2.956815442488522,0.0075086729631502185,0.0027956721290650277,8
qsd,32,0.8,4,3.8979814336177308,0.0057332679396800935,0.0017884522723130962,8
qsd,32,0.8,5,4.801607732687796,0.003910955477580879,0.0014974393663400654,8
qsd,32,0.8,6,5.658991924466292,0.0032229232614443583,0.0012813833931538537,8
qsd,32,0.8,7,6.461876930492518,0.003413599714781509,0.0015732022272069148,8
qsd,32,0.8,8,7.2025305292568484,0.0028580480626728784,0.0013575594999000018,8
qsd,32,0.8,9,7.873819821720744,0.0020517156037730844,0.0008132775367082121,8
qsd,32,0.8,11,8.983176232889269,0.0016101187170330766,0.00036671566393894954,8
qsd,32,0.8,12,9.410559642918447,0.001271637950861232,0.00039158049831891585,8
qsd,32,0.8,14,9.990196831228465,0.0014619344634011835,0.000767175015977424,8
qsd,32,0.8,16,10.185916357881302,0.0009669492187298072,0.0003399813256064792,8
qsd,32,1.0,1,0.9983943930356184,0.027412488079074152,0.004479426621763182,8
qsd,32,1.0,2,1.9871737022884115,0.012583698504109864,0.003961883218095427,8
qsd,32,1.0,3,2.956815442488522,0.006930155571902288,0.0023075082051455626,8
qsd,32,1.0,4,3.8979814336177308,0.004404068625813343,0.00300041524698531,8
qsd,32,1.0,5,4.801607732687796,0.0029002161895213953,0.0015565409796356572,8
qsd,32,1.0,6,5.658991924466292,0.0029746019881139807,0.0017419631616973964,8
qsd,32,1.0,7,6.461876930492518,0.002142236099942453,0.0014449800912803715,8
qsd,32,1.0,8,7.2025305292568484,0.002216804941350994,0.001461721640716914,8
qsd,32,1.0,9,7.873819821720744,0.0012950070275685682,0.000580353857940628,8
qsd,32,1.0,11,8.983176232889269,0.0009482940091495784,0.0005842793056158597,8
qsd,32,1.0,12,9.410559642918447,0.000903252415621954,0.0005126454274069277,8
qsd,32,1.0,14,9.990196831228465,0.0006246347669994637,0.0005876726407440023,8
qsd,32,1.0,16,10.185916357881302,0.0007365473890643362,0.0004927494114675087,8
qsd,32,2.0,1,0.9983943930356184,0.02261988593106552,0.006595887173081066,8
qsd,32,2.0,2,1.9871737022884115,0.008700313241189184,0.0040143717983459806,8
qsd,32,2.0,3,2.956815442488522,0.0050567839926391675,0.0034105631667313177,8
qsd,32,2.0,4,3.8979814336177308,0.003052232027151455,0.002557285573340398,8
qsd,32,2.0,5,4.801607732687796,0.0015436137480806832,0.0010995268143189874,8
qsd,32,2.0,6,5.658991924466292,0.0009780464177560587,0.0008320512982273888,8
qsd,32,2.0,7,6.461876930492518,0.0005261015504930642,0.0005322375318462986,8
qsd,32,2.0,8,7.2025305292568484,0.0003656494999104456,0.00029426878225917875,8
qsd,32,2.0,9,7.873819821720744,0.0005767095052172438,0.0007544700837053792,8
qsd,32,2.0,11,8.983176232889269,0.00027149373035382693,0.0003923400458711004,8
qsd,32,2.0,12,9.410559642918447,0.00030278342653961227,0.00035735330781601923,8
qsd,32,2.0,14,9.990196831228465,0.00014189043484074928,0.00017955698708546936,8
qsd,32,2.0,16,10.185916357881302,0.00014054084047159765,0.00020572494471553316,8
qsd,32,4.0,1,0.9983943930356184,0.01946922649090838,0.004984607878036376,8
qsd,32,4.0,2,1.9871737022884115,0.0034363450042327677,0.0024236037703931307,8
qsd,32,4.0,3,2.956815442488522,0.0008674050081917764,0.0008832928485628553,8
qsd,32,4.0,4,3.8979814336177308,0.0005757198048802003,0.0010348338289921653,8
qsd,32,4.0,5,4.801607732687796,0.00017110976783251203,0.00028553379834981744,8
qsd,32,4.0,6,5.658991924466292,8.239134851961493e-05,0.00014895236473542293,8
qsd,32,4.0,7,6.461876930492518,5.544358707192152e-06,9.084670431374211e-06,8
qsd,32,4.0,8,7.2025305292568484,8.429732780500779e-07,1.448932093860519e-06,8
qsd,32,4.0,9,7.873819821720744,4.4419788479850375e-07,9.195377083023187e-07,8
qsd,32,4.0,11,8.983176232889269,2.0791593790784343e-07,5.653961468778153e-07,8
qsd,32,4.0,12,9.410559642918447,2.8250283658877772e-08,6.835172995046244e-08,8
qsd,32,4.0,14,9.990196831228465,1.4627606787295825e-08,4.026909183152669e-08,8
qsd,32,4.0,16,10.185916357881302,4.853946255062364e-09,1.35111163169329e-08,8
qsd,32,6.0,1,0.9983943930356184,0.013307396152542185,0.005408016447573651,8
qsd,32,6.0,2,1.9871737022884115,0.0021918983389961656,0.0021587791038465342,8
qsd,32,6.0,3,2.956815442488522,0.0009573857314992065,0.0020772227163122032,8
qsd,32,6.0,4,3.8979814336177308,4.239470200474215e-05,7.548106238756238e-05,8
qsd,32,6.0,5,4.801607732687796,2.5552149884996887e-06,3.3914367675891816e-06,8
qsd,32,6.0,6,5.658991924466292,1.1495264843696243e-06,2.6243751894628954e-06,8
qsd,32,6.0,7,6.461876930492518,1.609499774535878e-07,4.07037409766785e-07,8
qsd,32,6.0,8,7.2025305292568484,4.93852591061509e-09,1.1803436346547296e-08,8
qsd,32,6.0,9,7.873819821720744,9.58412743991668e-11,1.0859112551264955e-10,8
qsd,32,6.0,11,8.983176232889269,2.9527280112009733e-13,3.7819271776309026e-13,8
qsd,32,6.0,12,9.410559642918447,5.392762102053749e-14,6.398715653768557e-14,8
qsd,32,6.0,14,9.990196831228465,2.4518816071911736e-15,4.911925499162121e-15,8
qsd,32,6.0,16,10.185916357881302,2.7356157854808987e-15,7.679140093459364e-15,8
qsd,48,0.0,1,0.9992862058229084,0.005164649424735821,0.0,1
qsd,48,0.0,2,1.9942933146992736,0.00016046115555809509,0.0,1
qsd,48,0.0,3,2.980760553432617,0.0019042842893837227,0.0,1
qsd,48,0.0,4,3.9544637178614765,0.0031805049384945063,0.0,1
qsd,48,0.0,5,4.911233261550139,0.017510596172286074,0.0,1
qsd,48,0.0,6,5.846972150426596,0.0009673976679243149,0.0,1
qsd,48,0.0,7,6.75767340691143,0.0018740353315940515,0.0,1
qsd,48,0.0,8,7.639437268410975,0.004980241260633102,0.0,1
qsd,48,0.0,10,9.301189496680687,0.0019884150407018463,0.0,1
qsd,48,0.0,11,10.074061985292557,0.000797928161317597,0.0,1
qsd,48,0.0,13,11.487266090259666,0.016824461273005388,0.0,1
qsd,48,0.0,15,12.703919887550578,0.0002943650134124727,0.0,1
qsd,48,0.0,18,14.115839464377668,4.989127250797024e-06,0.0,1
qsd,48,0.0,21,14.985295246842696,0.001146192723576444,0.0,1
qsd,48,0.0,24,15.278874536821952,0.036012299051758304,0.0,1
qsd,48,0.05,1,0.9992862058229084,0.008897173575651686,0.0019808509643266803,8
qsd,48,0.05,2,1.9942933146992736,0.00818375800510314,0.0013038945180535865,8
qsd,48,0.05,3,2.980760553432617,0.006824405393530715,0.0019297301957025346,8
qsd,48,0.05,4,3.9544637178614765,0.006281663776493767,0.0008891999818531518,8
qsd,48,0.05,5,4.911233261550139,0.005562297946646281,0.0008510757667925707,8
qsd,48,0.05,6,5.846972150426596,0.0046699311205764425,0.0009053274234310159,8
qsd,48,0.05,7,6.75767340691143,0.005444432804769809,0.0008792812583902504,8
qsd,48,0.05,8,7.639437268410975,0.005236844312074674,0.0010536613686450056,8
qsd,48,0.05,10,9.301189496680687,0.004614753444565416,0.0006330021662871172,8
qsd,48,0.05,11,10.074061985292557,0.004738366765454345,0.0014904424105157174,8
qsd,48,0.05,13,11.487266090259666,0.004367901147171227,0.001013846776148008,8
qsd,48,0.05,15,12.703919887550578,0.0044159213661722554,0.0005330655877359139,8
qsd,48,0.05,18,14.115839464377668,0.0037257145952155008,0.0010056358100721061,8
qsd,48,0.05,21,14.985295246842696,0.004008005969635074,0.0010365216087819583,8
qsd,48,0.05,24,15.278874536821952,0.004081778708902193,0.0012190698342428347,8
qsd,48,0.1,1,0.9992862058229084,0.012505790105318016,0.00221422582011819,8
qsd,48,0.1,2,1.9942933146992736,0.009896103528884396,0.0012017902104193062,8
qsd,48,0.1,3,2.980760553432617,0.006964979512871479,0.001086478699846556,8
qsd,48,0.1,4,3.9544637178614765,0.006923652263448038,0.00046691724754473077,8
qsd,48,0.1,5,4.911233261550139,0.00570109291369794,0.0005250200066065924,8
qsd,48,0.1,6,5.846972150426596,0.005858001562181529,0.0009895909596350106,8
qsd,48,0.1,7,6.75767340691143,0.005172029758650143,0.0012679768665356374,8
qsd,48,0.1,8,7.639437268410975,0.004669023484758897,0.0010098591382897838,8
qsd,48,0.1,10,9.301189496680687,0.004372962547275402,0.000556640842228183,8
qsd,48,0.1,11,10.074061985292557,0.004165032953493611,0.0010560474670599299,8
qsd,48,0.1,13,11.487266090259666,0.0037212939793577933,0.0009165476258890471,8
qsd,48,0.1,15,12.703919887550578,0.0032949004863760834,0.0005790027554988563,8
qsd,48,0.1,18,14.115839464377668,0.0033076262682775405,0.00046279971630428695,8
qsd,48,0.1,21,14.985295246842696,0.0027523282669625953,0.0005018304467759715,8
qsd,48,0.1,24,15.278874536821952,0.0029606552848764536,0.000549309774703704,8
qsd,48,0.15,1,0.9992862058229084,0.01382221364308984,0.0035894346762871962,8
qsd,48,0.15,2,1.9942933146992736,0.009655288135011113,0.002186324491090778,8
qsd,48,0.15,3,2.980760553432617,0.009005988813534167,0.0016209860956423307,8
qsd,48,0.15,4,3.9544637178614765,0.006581159713878254,0.0009179491322408484,8
qsd,48,0.15,5,4.911233261550139,0.005864666104331418,0.0012647317738620682,8
qsd,48,0.15,6,5.846972150426596,0.005452371052477294,0.0009634065728512056,8
qsd,48,0.15,7,6.75767340691143,0.004868756040639815,0.0009999053098422046,8
qsd,48,0.15,8,7.639437268410975,0.004939162909355883,0.0012366301341333403,8
qsd,48,0.15,10,9.301189496680687,0.0037241054611352365,0.0010355165019199444,8
qsd,48,0.15,11,10.074061985292557,0.0032470882054189444,0.0011556593385211812,8
qsd,48,0.15,13,11.487266090259666,0.0029747124790462055,0.000770936657634517,8
qsd,48,0.15,15,12.703919887550578,0.0028739248172172673,0.0009473499223996125,8
qsd,48,0.15,18,14.115839464377668,0.0024534136595902177,0.0006259926637262652,8
qsd,48,0.15,21,14.985295246842696,0.002453110150548937,0.00047333108591489706,8
qsd,48,0.15,24,15.278874536821952,0.0022281221733188557,0.0005456118867978215,8
qsd,48,0.2,1,0.9992862058229084,0.01811588797400107,0.003812929415930233,8
qsd,48,0.2,2,1.9942933146992736,0.011128889244369125,0.0022986828439550302,8
qsd,48,0.2,3,2.980760553432617,0.008348001043055654,0.00119076600471352,8
qsd,48,0.2,4,3.9544637178614765,0.006170255197923319,0.001188125209270787,8
qsd,48,0.2,5,4.911233261550139,0.005530968090171637,0.0009747199584711696,8
qsd,48,0.2,6,5.846972150426596,0.005444029084209283,0.001440526929328592,8
qsd,48,0.2,7,6.75767340691143,0.004854611424196179,0.0007983385308715167,8
qsd,48,0.2,8,7.639437268410975,0.004678259657741464,0.000816791928283299,8
qsd,48,0.2,10,9.301189496680687,0.0035048257145817315,0.0006709968546252157,8
qsd,48,0.2,11,10.074061985292557,0.0030162530022287528,0.0004267117597893454,8
qsd,48,0.2,13,11.487266090259666,0.0031602509733650755,0.0007438883878467508,8
qsd,48,0.2,15,12.703919887550578,0.002338138447165183,0.0008982567549306494,8
qsd,48,0.2,18,14.115839464377668,0.0022115744990591577,0.0007580630283101742,8
qsd,48,0.2,21,14.985295246842696,0.0019109272773040714,0.0007699810627467507,8
qsd,48,0.2,24,15.278874536821952,0.0019841648093190693,0.0005727467733939843,8
qsd,48,0.25,1,0.9992862058229084,0.017516807336038366,0.00359904497107195,8
qsd,48,0.25,2,1.9942933146992736,0.01042390292701954,0.001367653683463533,8
qsd,48,0.25,3,2.980760553432617,0.008942359168927022,0.002166561615132494,8
qsd,48,0.25,4,3.9544637178614765,0.008742874834302968,0.002240087834216354,8
qsd,48,0.25,5,4.911233261550139,0.00689676486349718,0.0015337832156769482,8
qsd,48,0.25,6,5.846972150426596,0.005674707418230857,0.0016890553772540746,8
qsd,48,0.25,7,6.75767340691143,0.004861722173994265,0.0009598404012852005,8
qsd,48,0.25,8,7.639437268410975,0.004391133482476318,0.0013392409176349244,8
qsd,48,0.25,10,9.301189496680687,0.003367546896599038,0.0007468482080290855,8
qsd,48,0.25,11,10.074061985292557,0.0027740603647270013,0.0005015378331528996,8
qsd,48,0.25,13,11.487266090259666,0.0024986158098527383,0.0007281651341026731,8
qsd,48,0.25,15,12.703919887550578,0.0019625427108751208,0.0006752610869534156,8
qsd,48,0.25,18,14.115839464377668,0.0016995135890081464,0.00043012657896693084,8
qsd,48,0.25,21,14.985295246842696,0.0016683658953688426,0.0003327398193642473,8
qsd,48,0.25,24,15.278874536821952,0.001837738016318913,0.0008947005534918018,8
qsd,48,0.3,1,0.9992862058229084,0.018982006385442826,0.00523893769308561,8
qsd,48,0.3,2,1.9942933146992736,0.012059513479011907,0.0015256852742731762,8
qsd,48,0.3,3,2.980760553432617,0.009384787392556347,0.002596544363465821,8
qsd,48,0.3,4,3.9544637178614765,0.007728826893933343,0.0012934020443056608,8
qsd,48,0.3,5,4.911233261550139,0.006415276984162698,0.0008417876837466278,8
qsd,48,0.3,6,5.846972150426596,0.005215847065630127,0.001111295261458596,8
qsd,48,0.3,7,6.75767340691143,0.004203148998744612,0.0009720563639316832,8
qsd,48,0.3,8,7.639437268410975,0.0037016328431159033,0.000810739165995293,8
qsd,48,0.3,10,9.301189496680687,0.0023943648148292323,0.0006546842706430131,8
qsd,48,0.3,11,10.074061985292557,0.002615532741893924,0.0008492536143493015,8
qsd,48,0.3,13,11.487266090259666,0.0017854870412998213,0.00031454165238234134,8
qsd,48,0.3,15,12.703919887550578,0.002119073761270187,0.00039437369230468157,8
qsd,48,0.3,18,14.115839464377668,0.0015810486322134069,0.0004497176422294995,8
qsd,48,0.3,21,14.985295246842696,0.0016464919495776827,0.0006029381055651116,8
qsd,48,0.3,24,15.278874536821952,0.0015599038561116172,0.0005198476923845377,8
qsd,48,0.35,1,0.9992862058229084,0.021202495826107694,0.004874640880819693,8
qsd,48,0.35,2,1.9942933146992736,0.011093222501323188,0.0017257773062810723,8
qsd,48,0.35,3,2.980760553432617,0.008114036674846881,0.0018477587208197302,8
qsd,48,0.35,4,3.9544637178614765,0.007395855035239275,0.0018227442304227948,8
qsd,48,0.35,5,4.911233261550139,0.005590969893492744,0.001362630213603124,8
qsd,48,0.35,6,5.846972150426596,0.00514930003488628,0.001258608066626559,8
qsd,48,0.35,7,6.75767340691143,0.004082980239990052,0.0007985971224677339,8
qsd,48,0.35,8,7.639437268410975,0.004054556389842184,0.0011651926970380187,8
qsd,48,0.35,10,9.301189496680687,0.0029643985949455286,0.0011750362731546547,8
qsd,48,0.35,11,10.074061985292557,0.0024674495873573147,0.0006703642058362744,8
qsd,48,0.35,13,11.487266090259666,0.0022299571354169358,0.0004523408638503279,8
qsd,48,0.35,15,12.703919887550578,0.0016989663166280704,0.0008237316712624199,8
qsd,48,0.35,18,14.115839464377668,0.0016323078350023888,0.0005024978178290018,8
qsd,48,0.35,21,14.985295246842696,0.0015441801771425223,0.00037286154839266114,8
qsd,48,0.35,24,15.278874536821952,0.0013524649019828598,0.0004330468475696843,8
qsd,48,0.4,1,0.9992862058229084,0.02234920661239094,0.004537238152933063,8
qsd,48,0.4,2,1.9942933146992736,0.014475949456554784,0.003253077298131475,8
qsd,48,0.4,3,2.980760553432617,0.009375485310679712,0.0019734541944314375,8
qsd,48,0.4,4,3.9544637178614765,0.006181289223123387,0.0008430895459093196,8
qsd,48,0.4,5,4.911233261550139,0.005063483844951726,0.0009570374287888519,8
qsd,48,0.4,6,5.846972150426596,0.005031611672901326,0.0007777117333625716,8
qsd,48,0.4,7,6.75767340691143,0.004030560365098757,0.001036572831648057,8
qsd,48,0.4,8,7.639437268410975,0.003571449546642,0.00132198962870604,8
qsd,48,0.4,10,9.301189496680687,0.002313202348201653,0.00045324773997149775,8
qsd,48,0.4,11,10.074061985292557,0.002249946250989055,0.0005759960315065819,8
