protocol,length,gamma,trajectory,half_entropy,t_final
qsd,64,6.0,182,0.019255089056835584,20.0
qsd,64,6.0,183,0.1609303299975673,20.0
qsd,64,6.0,184,0.5296292420266228,20.0
qsd,64,6.0,185,0.000738784233735276,20.0
qsd,64,6.0,186,0.25111306619147794,20.0
qsd,64,6.0,187,0.02827197797319662,20.0
qsd,64,6.0,188,0.296747719865244,20.0
qsd,64,6.0,189,0.05246283768037681,20.0
qsd,64,6.0,190,0.1318588064070953,20.0
qsd,64,6.0,191,0.10653979885260405,20.0
qsdc,64,0.25,0,9.387740297847637,24.0
qsdc,64,0.25,1,10.19744059046259,24.0
qsdc,64,0.25,2,9.1201859047003,24.0
qsdc,64,0.25,3,10.637964132475572,24.0
qsdc,64,0.25,4,9.66155631736046,24.0
qsdc,64,0.25,5,9.53134481645791,24.0
qsdc,64,0.25,6,9.881385922196873,24.0
qsdc,64,0.25,7,9.837025820067764,24.0
qsdc,64,0.25,8,11.275064327857567,24.0
qsdc,64,0.25,9,9.51105907163061,24.0
qsdc,64,0.25,10,11.052963680463076,24.0
qsdc,64,0.25,11,10.34526790400595,24.0
qsdc,64,0.25,12,10.04039719867632,24.0
qsdc,64,0.25,13,10.336622409546942,24.0
qsdc,64,0.25,14,9.42301259591566,24.0
qsdc,64,0.25,15,10.593278413148788,24.0
qsdc,64,0.25,16,10.789285781654794,24.0
qsdc,64,0.25,17,9.940226192146078,24.0
qsdc,64,0.25,18,8.372743753117998,24.0
qsdc,64,0.25,19,9.544015621003892,24.0
qsdc,64,0.25,20,10.34234484963026,24.0
qsdc,64,0.25,21,10.317326241792934,24.0
qsdc,64,0.25,22,10.357524188439893,24.0
qsdc,64,0.25,23,10.439301524096484,24.0
qsdc,64,0.25,24,10.458547148290608,24.0
qsdc,64,0.25,25,10.757923223759127,24.0
qsdc,64,0.25,26,9.514084019902363,24.0
qsdc,64,0.25,27,10.314445752720381,24.0
qsdc,64,0.25,28,9.972673608310936,24.0
qsdc,64,0.25,29,9.644617211209699,24.0
qsdc,64,0.25,30,9.219432280886206,24.0
qsdc,64,0.25,31,9.920192919623947,24.0
qsdc,64,0.25,32,9.157816695033759,24.0
qsdc,64,0.25,33,8.517840688070592,24.0
qsdc,64,0.25,34,10.27476619892563,24.0
qsdc,64,0.25,35,9.795250911094659,24.0
qsdc,64,0.25,36,9.875904016762018,24.0
qsdc,64,0.25,37,10.008354504158074,24.0
qsdc,64,0.25,38,11.454727263294252,24.0
qsdc,64,0.25,39,8.87078028303832,24.0
qsdc,64,0.25,40,10.64461081126479,24.0
qsdc,64,0.25,41,10.713290242105817,24.0
qsdc,64,0.25,42,11.087511956380492,24.0
qsdc,64,0.25,43,9.59959347198772,24.0
qsdc,64,0.25,44,10.484335121659917,24.0
qsdc,64,0.25,45,10.088394356790603,24.0
qsdc,64,0.25,46,10.668575873180082,24.0
qsdc,64,0.25,47,11.447131285064964,24.0
qsdc,64,0.25,48,10.321630910375223,24.0
qsdc,64,0.25,49,10.778470374552693,24.0
qsdc,64,0.25,50,10.509230831253653,24.0
qsdc,64,0.25,51,9.615327178327544,24.0
qsdc,64,0.25,52,10.411206165522998,24.0
qsdc,64,0.25,53,11.44169520449241,24.0
qsdc,64,0.25,54,10.588172778943864,24.0
qsdc,64,0.25,55,10.799819934227777,24.0
qsdc,64,0.25,56,10.317673871818176,24.0
qsdc,64,0.25,57,8.996203981646445,24.0
qsdc,64,0.25,58,9.188234414027777,24.0
qsdc,64,0.25,59,10.198555342198185,24.0
qsdc,64,0.25,60,9.392821466123209,24.0
qsdc,64,0.25,61,10.726467481067484,24.0
qsdc,64,0.25,62,9.953943202207821,24.0
qsdc,64,0.25,63,10.213628207921008,24.0
qsdc,64,0.25,64,9.2185795574686,24.0
qsdc,64,0.25,65,10.148531728497364,24.0
qsdc,64,0.25,66,9.886354825742256,24.0
qsdc,64,0.25,67,10.639228554863175,24.0
qsdc,64,0.25,68,8.394957010405156,24.0
qsdc,64,0.25,69,9.344360719710487,24.0
qsdc,64,0.25,70,11.139383973140657,24.0
qsdc,64,0.25,71,10.614193001853783,24.0
qsdc,64,0.25,72,10.015816867917298,24.0
qsdc,64,0.25,73,10.361268323639905,24.0
qsdc,64,0.25,74,9.862695509132111,24.0
qsdc,64,0.25,75,10.581493715971442,24.0
qsdc,64,0.25,76,9.98865462685599,24.0
qsdc,64,0.25,77,11.07527369189413,24.0
qsdc,64,0.25,78,10.289479079266597,24.0
qsdc,64,0.25,79,10.217677905243178,24.0
qsdc,64,0.25,80,9.979643160988513,24.0
qsdc,64,0.25,81,9.343192498195858,24.0
qsdc,64,0.25,82,9.714189901494343,24.0
qsdc,64,0.25,83,10.794687291080866,24.0
qsdc,64,0.25,84,9.40341161927429,24.0
qsdc,64,0.25,85,10.348488655851643,24.0
qsdc,64,0.25,86,10.238993726028298,24.0
qsdc,64,0.25,87,10.694809679313423,24.0
qsdc,64,0.25,88,9.853592030701797,24.0
qsdc,64,0.25,89,9.957763855658406,24.0
qsdc,64,0.25,90,9.57242428180096,24.0
qsdc,64,0.25,91,11.213560457074141,24.0
qsdc,64,0.25,92,9.933720108914468,24.0
qsdc,64,0.25,93,10.13604697075699,24.0
qsdc,64,0.25,94,10.915546544304966,24.0
qsdc,64,0.25,95,10.700727887816447,24.0
qsdc,64,0.25,96,10.72454284735138,24.0
qsdc,64,0.25,97,9.332892720501471,24.0
qsdc,64,0.25,98,10.928441581231395,24.0
qsdc,64,0.25,99,10.814597559731826,24.0
qsdc,64,0.25,100,9.186504901633512,24.0
qsdc,64,0.25,101,10.47519980729147,24.0
qsdc,64,0.25,102,10.665199461747779,24.0
qsdc,64,0.25,103,10.222799195195737,24.0
qsdc,64,0.25,104,10.91017434608203,24.0
qsdc,64,0.25,105,9.400763981845722,24.0
qsdc,64,0.25,106,9.839670116468177,24.0
qsdc,64,0.25,107,9.86725787747047,24.0
qsdc,64,0.25,108,9.882052715798828,24.0
qsdc,64,0.25,109,10.8668069553914,24.0
qsdc,64,0.25,110,11.026441737362514,24.0
qsdc,64,0.25,111,10.286025589485632,24.0
qsdc,64,0.25,112,9.69415360892844,24.0
qsdc,64,0.25,113,10.34545753956666,24.0
qsdc,64,0.25,114,9.764344630083988,24.0
qsdc,64,0.25,115,10.177611277738679,24.0
qsdc,64,0.25,116,9.811635963954098,24.0
qsdc,64,0.25,117,11.280605744849034,24.0
qsdc,64,0.25,118,10.083651371655115,24.0
qsdc,64,0.25,119,9.904758433912678,24.0
qsdc,64,0.25,120,10.039232701064535,24.0
qsdc,64,0.25,121,10.071935058883895,24.0
qsdc,64,0.25,122,10.651572995230481,24.0
qsdc,64,0.25,123,10.289035200946103,24.0
qsdc,64,0.25,124,10.03187321470286,24.0
qsdc,64,0.25,125,9.796127427087804,24.0
qsdc,64,0.25,126,10.78292158175732,24.0
qsdc,64,0.25,127,9.745912699837486,24.0
qsdc,64,0.25,128,10.022171418548705,24.0
qsdc,64,0.25,129,10.507940626581108,24.0
qsdc,64,0.25,130,10.374286483206397,24.0
qsdc,64,0.25,131,10.596644222814867,24.0
qsdc,64,0.25,132,10.882399284234346,24.0
qsdc,64,0.25,133,11.05123047929553,24.0
qsdc,64,0.25,134,9.220760642308962,24.0
qsdc,64,0.25,135,10.435877867724582,24.0
qsdc,64,0.25,136,9.821922459369393,24.0
qsdc,64,0.25,137,9.211541740841739,24.0
qsdc,64,0.25,138,10.36304950945179,24.0
qsdc,64,0.25,139,9.574706325252366,24.0
qsdc,64,0.25,140,10.685991891889564,24.0
qsdc,64,0.25,141,10.212344107667636,24.0
qsdc,64,0.25,142,10.479850643948922,24.0
qsdc,64,0.25,143,10.152350025940358,24.0
qsdc,64,0.25,144,10.455580757059938,24.0
qsdc,64,0.25,145,9.021511350390556,24.0
qsdc,64,0.25,146,9.660714504542835,24.0
qsdc,64,0.25,147,9.628543456261196,24.0
qsdc,64,0.25,148,8.724993067864798,24.0
qsdc,64,0.25,149,11.32832949827139,24.0
qsdc,64,0.25,150,10.143534053682542,24.0
qsdc,64,0.25,151,8.722538779861583,24.0
qsdc,64,0.25,152,10.317196429451295,24.0
qsdc,64,0.25,153,10.305234078734141,24.0
qsdc,64,0.25,154,10.853824502898696,24.0
qsdc,64,0.25,155,10.269353957175822,24.0
qsdc,64,0.25,156,9.492696561000312,24.0
qsdc,64,0.25,157,9.250863430272393,24.0
qsdc,64,0.25,158,10.282023164318868,24.0
qsdc,64,0.25,159,10.069423354392171,24.0
qsdc,64,0.25,160,10.41232183236793,24.0
qsdc,64,0.25,161,10.901273197230767,24.0
qsdc,64,0.25,162,10.39143960335812,24.0
qsdc,64,0.25,163,10.361673124858262,24.0
qsdc,64,0.25,164,9.722069949196205,24.0
qsdc,64,0.25,165,9.467933328183891,24.0
qsdc,64,0.25,166,9.147490893477162,24.0
qsdc,64,0.25,167,11.173303640804512,24.0
qsdc,64,0.25,168,9.586742278396391,24.0
qsdc,64,0.25,169,10.109776691752435,24.0
qsdc,64,0.25,170,10.490852961470049,24.0
qsdc,64,0.25,171,10.08797945864805,24.0
qsdc,64,0.25,172,9.83625677886451,24.0
qsdc,64,0.25,173,11.326375778879196,24.0
qsdc,64,0.25,174,10.205049238821605,24.0
qsdc,64,0.25,175,10.150728936031157,24.0
qsdc,64,0.25,176,9.841000974538375,24.0
qsdc,64,0.25,177,9.957874784203126,24.0
qsdc,64,0.25,178,9.256481182681743,24.0
qsdc,64,0.25,179,10.019692477884284,24.0
qsdc,64,0.25,180,11.06813936326603,24.0
qsdc,64,0.25,181,8.860805183039867,24.0
qsdc,64,0.25,182,9.536063628278594,24.0
qsdc,64,0.25,183,10.018056967078675,24.0
qsdc,64,0.25,184,10.432300399278763,24.0
qsdc,64,0.25,185,10.273751749707923,24.0
qsdc,64,0.25,186,10.69131062409187,24.0
qsdc,64,0.25,187,10.295819232669842,24.0
qsdc,64,0.25,188,10.937752470773958,24.0
qsdc,64,0.25,189,9.644399636960202,24.0
qsdc,64,0.25,190,10.431044716693954,24.0
qsdc,64,0.25,191,10.20261484787843,24.0
qsdc,64,2.0,0,3.3240981425978657,20.0
qsdc,64,2.0,1,4.138949834433985,20.0
qsdc,64,2.0,2,3.6719826414914136,20.0
qsdc,64,2.0,3,3.090643677532111,20.0
qsdc,64,2.0,4,4.977765933704065,20.0
qsdc,64,2.0,5,3.5909194536503732,20.0
qsdc,64,2.0,6,5.287235257135346,20.0
qsdc,64,2.0,7,3.841822855897745,20.0
qsdc,64,2.0,8,3.2980187933976857,20.0
qsdc,64,2.0,9,3.8745996323776994,20.0
qsdc,64,2.0,10,4.656700817148785,20.0
qsdc,64,2.0,11,4.030319400267018,20.0
qsdc,64,2.0,12,2.9765422332065192,20.0
qsdc,64,2.0,13,4.25101547417958,20.0
qsdc,64,2.0,14,3.3989326023719384,20.0
qsdc,64,2.0,15,4.927691021083597,20.0
qsdc,64,2.0,16,4.516859329467866,20.0
qsdc,64,2.0,17,3.923344898301832,20.0
qsdc,64,2.0,18,3.7801625790314226,20.0
qsdc,64,2.0,19,3.4968018342249008,20.0
qsdc,64,2.0,20,4.500997795145122,20.0
qsdc,64,2.0,21,4.675677293728512,20.0
qsdc,64,2.0,22,3.894156155446413,20.0
qsdc,64,2.0,23,4.834339884110067,20.0
qsdc,64,2.0,24,4.8893697010275154,20.0
qsdc,64,2.0,25,4.684639846695473,20.0
qsdc,64,2.0,26,4.049612218404983,20.0
qsdc,64,2.0,27,4.878646328624962,20.0
qsdc,64,2.0,28,4.3080817934975,20.0
qsdc,64,2.0,29,3.5743824997124056,20.0
qsdc,64,2.0,30,4.854381271758365,20.0
qsdc,64,2.0,31,3.7383403727065017,20.0
qsdc,64,2.0,32,2.8369916054404456,20.0
qsdc,64,2.0,33,4.083776215662213,20.0
qsdc,64,2.0,34,3.8773337824883454,20.0
qsdc,64,2.0,35,3.749424772181515,20.0
qsdc,64,2.0,36,4.274873389114162,20.0
qsdc,64,2.0,37,3.468117650883313,20.0
qsdc,64,2.0,38,3.42050895461127,20.0
qsdc,64,2.0,39,3.4647310886289415,20.0
qsdc,64,2.0,40,4.681295155147367,20.0
qsdc,64,2.0,41,5.010163561280949,20.0
qsdc,64,2.0,42,4.032506851002256,20.0
qsdc,64,2.0,43,3.857364050530517,20.0
qsdc,64,2.0,44,3.9958020507535714,20.0
qsdc,64,2.0,45,3.455751801013168,20.0
qsdc,64,2.0,46,4.973237305474244,20.0
qsdc,64,2.0,47,4.664433180249726,20.0
qsdc,64,2.0,48,3.927185390077164,20.0
qsdc,64,2.0,49,5.185398949304465,20.0
qsdc,64,2.0,50,4.083556852337001,20.0
qsdc,64,2.0,51,4.214125937577714,20.0
qsdc,64,2.0,52,4.191064697893205,20.0
qsdc,64,2.0,53,4.7650072329706035,20.0
qsdc,64,2.0,54,3.8786165372642403,20.0
qsdc,64,2.0,55,4.609024192466354,20.0
qsdc,64,2.0,56,4.5271576000442,20.0
qsdc,64,2.0,57,4.0276787341603315,20.0
qsdc,64,2.0,58,5.406241439902976,20.0
qsdc,64,2.0,59,5.133180385772472,20.0
qsdc,64,2.0,60,3.552255262319648,20.0
qsdc,64,2.0,61,3.6756240989615465,20.0
qsdc,64,2.0,62,4.453977421909983,20.0
qsdc,64,2.0,63,4.019546924373141,20.0
qsdc,64,2.0,64,3.6288417524771517,20.0
qsdc,64,2.0,65,4.78268499946039,20.0
qsdc,64,2.0,66,4.873793263426453,20.0
qsdc,64,2.0,67,4.725892368763383,20.0
qsdc,64,2.0,68,4.076638845887436,20.0
qsdc,64,2.0,69,4.495067168727694,20.0
qsdc,64,2.0,70,3.502850098892824,20.0
qsdc,64,2.0,71,4.129926135265319,20.0
qsdc,64,2.0,72,4.252121517915352,20.0
qsdc,64,2.0,73,2.856079661989247,20.0
qsdc,64,2.0,74,4.143893718201084,20.0
qsdc,64,2.0,75,4.864121992468133,20.0
qsdc,64,2.0,76,5.302799459918576,20.0
qsdc,64,2.0,77,4.591921181502304,20.0
qsdc,64,2.0,78,4.5322455404189945,20.0
qsdc,64,2.0,79,3.737049831882222,20.0
qsdc,64,2.0,80,5.591710219574697,20.0
qsdc,64,2.0,81,4.573918789365341,20.0
qsdc,64,2.0,82,3.993215295881387,20.0
qsdc,64,2.0,83,3.621318753297928,20.0
qsdc,64,2.0,84,4.088749106053877,20.0
qsdc,64,2.0,85,5.210481869331589,20.0
qsdc,64,2.0,86,3.6450027582193574,20.0
qsdc,64,2.0,87,4.346990328822156,20.0
qsdc,64,2.0,88,3.9077495765099393,20.0
qsdc,64,2.0,89,4.215385480548038,20.0
qsdc,64,2.0,90,3.588381042723627,20.0
qsdc,64,2.0,91,4.15050848438715,20.0
qsdc,64,2.0,92,3.606326728279485,20.0
qsdc,64,2.0,93,3.7851867432381106,20.0
qsdc,64,2.0,94,4.142852554359742,20.0
qsdc,64,2.0,95,3.792583257181401,20.0
qsdc,64,2.0,96,3.3103655545760837,20.0
qsdc,64,2.0,97,4.620987187236247,20.0
qsdc,64,2.0,98,3.9706757845592944,20.0
qsdc,64,2.0,99,4.3417577978432735,20.0
qsdc,64,2.0,100,3.8808889120333427,20.0
qsdc,64,2.0,101,3.534432163930755,20.0
qsdc,64,2.0,102,3.99884963108474,20.0
qsdc,64,2.0,103,5.523120126336726,20.0
qsdc,64,2.0,104,4.404400435581016,20.0
qsdc,64,2.0,105,4.302524718441007,20.0
qsdc,64,2.0,106,4.525916571826976,20.0
qsdc,64,2.0,107,3.722811441127179,20.0
qsdc,64,2.0,108,4.2526700660232635,20.0
qsdc,64,2.0,109,3.235704688064166,20.0
qsdc,64,2.0,110,3.620881312920946,20.0
qsdc,64,2.0,111,4.062994986679222,20.0
qsdc,64,2.0,112,3.535436633364384,20.0
qsdc,64,2.0,113,3.63683098206377,20.0
qsdc,64,2.0,114,3.9655677928591526,20.0
qsdc,64,2.0,115,3.582832129056826,20.0
qsdc,64,2.0,116,5.0477845438153714,20.0
qsdc,64,2.0,117,3.628443096645939,20.0
qsdc,64,2.0,118,4.597646972184448,20.0
qsdc,64,2.0,119,4.19258247994911,20.0
qsdc,64,2.0,120,3.2142215891661916,20.0
qsdc,64,2.0,121,4.038999426962316,20.0
qsdc,64,2.0,122,3.2508972295339085,20.0
qsdc,64,2.0,123,4.270885890118555,20.0
qsdc,64,2.0,124,3.7006642126831397,20.0
qsdc,64,2.0,125,4.358668910535127,20.0
qsdc,64,2.0,126,4.44611326758009,20.0
qsdc,64,2.0,127,5.437222924327987,20.0
qsdc,64,2.0,128,4.30589679854809,20.0
qsdc,64,2.0,129,3.612083780484708,20.0
qsdc,64,2.0,130,5.561266602496213,20.0
qsdc,64,2.0,131,4.512201762066374,20.0
qsdc,64,2.0,132,5.415362865120493,20.0
qsdc,64,2.0,133,3.0123469041977495,20.0
qsdc,64,2.0,134,4.840206604700252,20.0
qsdc,64,2.0,135,4.12863167785007,20.0
qsdc,64,2.0,136,2.576421157053814,20.0
qsdc,64,2.0,137,3.8279455592572655,20.0
qsdc,64,2.0,138,4.1725641918085365,20.0
qsdc,64,2.0,139,4.456019220067532,20.0
qsdc,64,2.0,140,3.584902163515418,20.0
qsdc,64,2.0,141,3.350719031549065,20.0
qsdc,64,2.0,142,3.761800079325325,20.0
qsdc,64,2.0,143,3.3698568130953213,20.0
qsdc,64,2.0,144,4.143209071963601,20.0
qsdc,64,2.0,145,4.446273336260779,20.0
qsdc,64,2.0,146,3.563399027324988,20.0
qsdc,64,2.0,147,5.015819877917087,20.0
qsdc,64,2.0,148,3.57159984246882,20.0
qsdc,64,2.0,149,3.2258037458009174,20.0
qsdc,64,2.0,150,4.115464915329325,20.0
qsdc,64,2.0,151,4.68622574336231,20.0
qsdc,64,2.0,152,4.2030827884127335,20.0
qsdc,64,2.0,153,4.106462189192088,20.0
qsdc,64,2.0,154,5.363025204492119,20.0
qsdc,64,2.0,155,3.9998304171529906,20.0
qsdc,64,2.0,156,3.496847019812205,20.0
qsdc,64,2.0,157,5.152079670552164,20.0
qsdc,64,2.0,158,4.942727070061024,20.0
qsdc,64,2.0,159,3.8543892618502404,20.0
qsdc,64,2.0,160,3.5058350375590583,20.0
qsdc,64,2.0,161,2.770554372477396,20.0
qsdc,64,2.0,162,4.0710657631135945,20.0
qsdc,64,2.0,163,3.3038085661521914,20.0
qsdc,64,2.0,164,2.2671423540813747,20.0
qsdc,64,2.0,165,4.309785647017491,20.0
qsdc,64,2.0,166,3.9389670097668197,20.0
qsdc,64,2.0,167,3.7856050790657303,20.0
qsdc,64,2.0,168,4.052884380442393,20.0
qsdc,64,2.0,169,3.0037563605846915,20.0
qsdc,64,2.0,170,4.834476725213304,20.0
qsdc,64,2.0,171,3.3763882821835955,20.0
qsdc,64,2.0,172,4.130373125739947,20.0
qsdc,64,2.0,173,4.747574633457724,20.0
qsdc,64,2.0,174,3.790187623890322,20.0
qsdc,64,2.0,175,3.8972711539763862,20.0
qsdc,64,2.0,176,4.4901177259434935,20.0
qsdc,64,2.0,177,5.602323812475571,20.0
qsdc,64,2.0,178,4.168305235990388,20.0
qsdc,64,2.0,179,4.235057184152197,20.0
qsdc,64,2.0,180,4.3275297681847364,20.0
qsdc,64,2.0,181,3.9997507685402685,20.0
qsdc,64,2.0,182,4.5992122855755255,20.0
qsdc,64,2.0,183,4.657204481940694,20.0
qsdc,64,2.0,184,3.8845538513037408,20.0
qsdc,64,2.0,185,4.200136436328018,20.0
qsdc,64,2.0,186,2.8293556791122465,20.0
qsdc,64,2.0,187,4.562016710724548,20.0
qsdc,64,2.0,188,3.625005414557754,20.0
qsdc,64,2.0,189,4.429520266913197,20.0
qsdc,64,2.0,190,3.6365024384002274,20.0
qsdc,64,2.0,191,4.786763194970922,20.0
qsdc,64,6.0,0,3.3588615836655764,20.0
qsdc,64,6.0,1,2.8572700967660882,20.0
qsdc,64,6.0,2,3.119959159832363,20.0
qsdc,64,6.0,3,2.547806571376018,20.0
qsdc,64,6.0,4,3.807159500120112,20.0
qsdc,64,6.0,5,1.842161351762293,20.0
qsdc,64,6.0,6,2.319775069455692,20.0
qsdc,64,6.0,7,2.0177380468662642,20.0
qsdc,64,6.0,8,2.2306534650169,20.0
qsdc,64,6.0,9,2.560350274292799,20.0
qsdc,64,6.0,10,1.6519671378690461,20.0
qsdc,64,6.0,11,2.963895839438135,20.0
qsdc,64,6.0,12,3.880966027851384,20.0
qsdc,64,6.0,13,2.241686481008792,20.0
qsdc,64,6.0,14,3.2039141852181166,20.0
qsdc,64,6.0,15,3.2620451473579237,20.0
qsdc,64,6.0,16,1.5195820654198697,20.0
qsdc,64,6.0,17,2.8326289671399705,20.0
qsdc,64,6.0,18,1.5720749380828827,20.0
qsdc,64,6.0,19,2.7400497211848487,20.0
qsdc,64,6.0,20,1.8394960843314845,20.0
qsdc,64,6.0,21,2.638808045238522,20.0
qsdc,64,6.0,22,2.78960403633923,20.0
qsdc,64,6.0,23,1.488316032516951,20.0
qsdc,64,6.0,24,2.8070514315341386,20.0
qsdc,64,6.0,25,2.316574529973665,20.0
qsdc,64,6.0,26,1.0738970216064665,20.0
qsdc,64,6.0,27,3.307612515043501,20.0
qsdc,64,6.0,28,2.29157575538319,20.0
qsdc,64,6.0,29,2.969044018737807,20.0
qsdc,64,6.0,30,1.9733957634237984,20.0
qsdc,64,6.0,31,2.0021318781703417,20.0
qsdc,64,6.0,32,2.8662824347813647,20.0
qsdc,64,6.0,33,4.6498985138400375,20.0
qsdc,64,6.0,34,2.3589406654389355,20.0
qsdc,64,6.0,35,1.6707819148513394,20.0
qsdc,64,6.0,36,2.462415500733346,20.0
qsdc,64,6.0,37,2.587606368152921,20.0
qsdc,64,6.0,38,2.680913912559987,20.0
qsdc,64,6.0,39,1.5124160374900504,20.0
qsdc,64,6.0,40,1.3309205938879174,20.0
qsdc,64,6.0,41,1.946813660914879,20.0
qsdc,64,6.0,42,2.877874167368585,20.0
qsdc,64,6.0,43,2.3839639238300316,20.0
qsdc,64,6.0,44,2.282277907439023,20.0
qsdc,64,6.0,45,3.1663500928420776,20.0
qsdc,64,6.0,46,3.181202600463479,20.0
qsdc,64,6.0,47,3.497870186701138,20.0
qsdc,64,6.0,48,2.0550591693072677,20.0
qsdc,64,6.0,49,2.1396560090605288,20.0
qsdc,64,6.0,50,3.0366106013341883,20.0
qsdc,64,6.0,51,2.02827913642683,20.0
qsdc,64,6.0,52,2.7250864606922445,20.0
qsdc,64,6.0,53,2.642768693327792,20.0
qsdc,64,6.0,54,1.7083067354254708,20.0
qsdc,64,6.0,55,2.386161571666703,20.0
qsdc,64,6.0,56,2.3465299656346925,20.0
qsdc,64,6.0,57,1.6453848880955158,20.0
qsdc,64,6.0,58,2.5517584857875995,20.0
qsdc,64,6.0,59,2.446202391582635,20.0
qsdc,64,6.0,60,2.7260040391284064,20.0
qsdc,64,6.0,61,2.0971343023286315,20.0
qsdc,64,6.0,62,3.343954693787509,20.0
qsdc,64,6.0,63,2.219453364415367,20.0
qsdc,64,6.0,64,2.078241175439659,20.0
qsdc,64,6.0,65,1.4082066814529344,20.0
qsdc,64,6.0,66,2.5822059138327003,20.0
qsdc,64,6.0,67,2.4552875489401678,20.0
qsdc,64,6.0,68,4.296919731207391,20.0
qsdc,64,6.0,69,2.236420787688665,20.0
qsdc,64,6.0,70,1.8645801297322366,20.0
qsdc,64,6.0,71,2.258733213166521,20.0
qsdc,64,6.0,72,2.2005425580297726,20.0
qsdc,64,6.0,73,3.9083123301654754,20.0
qsdc,64,6.0,74,1.6051311399709132,20.0
qsdc,64,6.0,75,3.3412897871743157,20.0
qsdc,64,6.0,76,1.3172211403568805,20.0
qsdc,64,6.0,77,1.8060011542957737,20.0
qsdc,64,6.0,78,2.4524035903141903,20.0
qsdc,64,6.0,79,3.0420372156765896,20.0
qsdc,64,6.0,80,2.6491890466472015,20.0
qsdc,64,6.0,81,2.9808631082405874,20.0
qsdc,64,6.0,82,2.144357853594175,20.0
qsdc,64,6.0,83,3.164910090365481,20.0
qsdc,64,6.0,84,2.938889901493808,20.0
qsdc,64,6.0,85,2.066744189957464,20.0
qsdc,64,6.0,86,2.35151906454189,20.0
qsdc,64,6.0,87,3.863284111993882,20.0
qsdc,64,6.0,88,2.9888800457672398,20.0
qsdc,64,6.0,89,1.6675194099732926,20.0
qsdc,64,6.0,90,1.8650603138130963,20.0
qsdc,64,6.0,91,2.6775341828239023,20.0
qsdc,64,6.0,92,2.4421200391391134,20.0
qsdc,64,6.0,93,2.0936502209215417,20.0
qsdc,64,6.0,94,2.353731572290336,20.0
qsdc,64,6.0,95,2.9592843477119066,20.0
qsdc,64,6.0,96,3.751957815989677,20.0
qsdc,64,6.0,97,2.529412188303234,20.0
qsdc,64,6.0,98,3.106365446767607,20.0
qsdc,64,6.0,99,3.943306948983725,20.0
qsdc,64,6.0,100,3.706128049197428,20.0
qsdc,64,6.0,101,2.6769970534588916,20.0
qsdc,64,6.0,102,2.516154329112328,20.0
qsdc,64,6.0,103,1.408142216835926,20.0
qsdc,64,6.0,104,2.3500211363663115,20.0
qsdc,64,6.0,105,3.2256747714102003,20.0
qsdc,64,6.0,106,2.2840176000604977,20.0
qsdc,64,6.0,107,2.3419798071638294,20.0
qsdc,64,6.0,108,2.5604731621157204,20.0
qsdc,64,6.0,109,3.1911684709546657,20.0
qsdc,64,6.0,110,2.268093873861439,20.0
qsdc,64,6.0,111,1.7534764967515337,20.0
qsdc,64,6.0,112,2.4022110497835385,20.0
qsdc,64,6.0,113,3.040953548874592,20.0
qsdc,64,6.0,114,2.8194424039850476,20.0
qsdc,64,6.0,115,2.4465517582649245,20.0
qsdc,64,6.0,116,3.3891292531208297,20.0
qsdc,64,6.0,117,3.8821557850396435,20.0
qsdc,64,6.0,118,3.469257358390489,20.0
qsdc,64,6.0,119,3.3239423192619513,20.0
qsdc,64,6.0,120,3.252090402967781,20.0
qsdc,64,6.0,121,4.24280585897687,20.0
qsdc,64,6.0,122,2.9039269595969723,20.0
qsdc,64,6.0,123,2.0541854105769994,20.0
qsdc,64,6.0,124,1.3424763138877642,20.0
qsdc,64,6.0,125,1.7544641819149696,20.0
qsdc,64,6.0,126,2.371866882581481,20.0
qsdc,64,6.0,127,2.4146264886424835,20.0
qsdc,64,6.0,128,3.377342962754278,20.0
qsdc,64,6.0,129,1.9119598698370275,20.0
qsdc,64,6.0,130,3.3644642765467165,20.0
qsdc,64,6.0,131,1.635708810280544,20.0
qsdc,64,6.0,132,3.122067621273728,20.0
qsdc,64,6.0,133,1.852036331292302,20.0
qsdc,64,6.0,134,2.839393973172864,20.0
qsdc,64,6.0,135,2.4864958545293936,20.0
qsdc,64,6.0,136,3.0312443645657914,20.0
qsdc,64,6.0,137,2.6019534563167555,20.0
qsdc,64,6.0,138,2.6289702089598816,20.0
qsdc,64,6.0,139,2.7573214974047904,20.0
qsdc,64,6.0,140,1.5188993821185408,20.0
qsdc,64,6.0,141,3.564786405926374,20.0
qsdc,64,6.0,142,3.7066705595036216,20.0
qsdc,64,6.0,143,3.4656153247640145,20.0
qsdc,64,6.0,144,2.2154745735421546,20.0
qsdc,64,6.0,145,2.4465078121022596,20.0
qsdc,64,6.0,146,1.7521568149732714,20.0
qsdc,64,6.0,147,2.7684913199930934,20.0
qsdc,64,6.0,148,1.9664593011253542,20.0
qsdc,64,6.0,149,1.7315182290622217,20.0
qsdc,64,6.0,150,3.2593553624404197,20.0
qsdc,64,6.0,151,3.204679008129675,20.0
qsdc,64,6.0,152,2.2460043258161306,20.0
qsdc,64,6.0,153,1.6652635376281297,20.0
qsdc,64,6.0,154,2.4766341268454726,20.0
qsdc,64,6.0,155,1.6938858620092305,20.0
qsdc,64,6.0,156,2.3176630173587034,20.0
qsdc,64,6.0,157,1.9573568631115643,20.0
