protocol,length,gamma,subsystem,chord_coordinate,mean_entropy,std_entropy,trajectories,t_final
qsd,32,0.1,6,0.5555702330196022,4.287018067330423,0.38731418693600916,8,60.0
qsd,32,0.1,7,0.6343932841636455,4.714334559260422,0.5131471068505996,8,60.0
qsd,32,0.1,8,0.7071067811865475,5.1763539292418805,0.5545037703913478,8,60.0
qsd,32,0.1,9,0.773010453362737,5.675599159373136,0.6034397431281607,8,60.0
qsd,32,0.1,10,0.8314696123025452,6.012577292685227,0.5246008872452377,8,60.0
qsd,32,0.1,11,0.8819212643483549,6.104153398068792,0.5292684458273311,8,60.0
qsd,32,0.1,13,0.9569403357322088,6.45637417273956,0.498915376325826,8,60.0
qsd,32,0.1,14,0.9807852804032304,6.6842736497249,0.4834190906725278,8,60.0
qsd,32,0.1,16,1.0,6.969187070047549,0.5404094151753963,8,60.0
qsd,32,0.15,2,0.19509032201612825,1.6838033504707275,0.19878844034323012,8,40.0
qsd,32,0.15,3,0.29028467725446233,2.4228633516206726,0.28727539644540306,8,40.0
qsd,32,0.15,4,0.3826834323650898,3.1224108146966825,0.45654901871275866,8,40.0
qsd,32,0.15,5,0.47139673682599764,3.7388091808228388,0.5730430751609038,8,40.0
qsd,32,0.15,6,0.5555702330196022,4.2573660495163255,0.48034733217009246,8,40.0
qsd,32,0.15,7,0.6343932841636455,4.709027339448007,0.38638417122993846,8,40.0
qsd,32,0.15,8,0.7071067811865475,5.133644190362815,0.3970663814506054,8,40.0
qsd,32,0.15,9,0.773010453362737,5.49340910648135,0.5393070646931637,8,40.0
qsd,32,0.15,10,0.8314696123025452,5.762376808046847,0.5532193684032782,8,40.0
qsd,32,0.15,11,0.8819212643483549,5.927417451723126,0.4753017070365322,8,40.0
qsd,32,0.15,13,0.9569403357322088,6.132939223986037,0.6291954064300463,8,40.0
qsd,32,0.15,14,0.9807852804032304,6.41522107516938,0.6409956451722654,8,40.0
qsd,32,0.15,16,1.0,6.552684557301843,0.6815616226099688,8,40.0
qsd,32,0.2,2,0.19509032201612825,1.7450904925366009,0.1747570304585355,8,30.0
qsd,32,0.2,3,0.29028467725446233,2.251358834186324,0.2718735609771729,8,30.0
qsd,32,0.2,4,0.3826834323650898,2.7827072352150584,0.34440535599403577,8,30.0
qsd,32,0.2,5,0.47139673682599764,3.41709380759191,0.3470897634838985,8,30.0
qsd,32,0.2,6,0.5555702330196022,3.8971893095359387,0.23250243699390152,8,30.0
qsd,32,0.2,7,0.6343932841636455,4.356717458655462,0.407974005609194,8,30.0
qsd,32,0.2,8,0.7071067811865475,4.755368932600536,0.43472299674000325,8,30.0
